,SPR US Equity
2019-05-22,10.87
2019-05-23,10.87
2019-05-24,10.87
2019-05-25,10.87
2019-05-26,10.87
2019-05-27,10.87
2019-05-28,10.87
2019-05-29,10.87
2019-05-30,10.87
2019-05-31,10.87
2019-06-01,10.87
2019-06-02,10.87
2019-06-03,10.87
2019-06-04,10.87
2019-06-05,10.87
2019-06-06,10.87
2019-06-07,10.87
2019-06-08,10.87
2019-06-09,10.87
2019-06-10,10.87
2019-06-11,10.87
2019-06-12,10.87
2019-06-13,10.87
2019-06-14,10.87
2019-06-15,10.87
2019-06-16,10.87
2019-06-17,10.87
2019-06-18,10.87
2019-06-19,10.87
2019-06-20,10.87
2019-06-21,10.87
2019-06-22,10.87
2019-06-23,10.87
2019-06-24,10.87
2019-06-25,10.87
2019-06-26,10.87
2019-06-27,10.87
2019-06-28,10.87
2019-06-29,10.87
2019-06-30,10.87
2019-07-01,10.87
2019-07-02,10.87
2019-07-03,10.87
2019-07-04,10.87
2019-07-05,10.87
2019-07-06,10.87
2019-07-07,10.87
2019-07-08,10.87
2019-07-09,10.87
2019-07-10,10.87
2019-07-11,10.87
2019-07-12,10.87
2019-07-13,10.87
2019-07-14,10.87
2019-07-15,10.87
2019-07-16,10.87
2019-07-17,10.87
2019-07-18,10.87
2019-07-19,10.87
2019-07-20,10.87
2019-07-21,10.87
2019-07-22,10.87
2019-07-23,10.87
2019-07-24,10.87
2019-07-25,10.87
2019-07-26,10.87
2019-07-27,10.87
2019-07-28,10.87
2019-07-29,10.87
2019-07-30,10.87
2019-07-31,10.87
2019-08-01,10.87
2019-08-02,10.87
2019-08-03,10.87
2019-08-04,10.87
2019-08-05,10.87
2019-08-06,10.87
2019-08-07,10.87
2019-08-08,10.87
2019-08-09,10.87
2019-08-10,10.87
2019-08-11,10.87
2019-08-12,10.87
2019-08-13,10.87
2019-08-14,10.87
2019-08-15,10.87
2019-08-16,10.87
2019-08-17,10.87
2019-08-18,10.87
2019-08-19,10.87
2019-08-20,10.87
2019-08-21,10.87
2019-08-22,10.87
2019-08-23,10.87
2019-08-24,10.87
2019-08-25,10.87
2019-08-26,10.87
2019-08-27,10.87
2019-08-28,10.87
2019-08-29,10.87
2019-08-30,10.87
2019-08-31,10.87
2019-09-01,10.87
2019-09-02,10.87
2019-09-03,10.87
2019-09-04,10.87
2019-09-05,10.87
2019-09-06,10.87
2019-09-07,10.87
2019-09-08,10.87
2019-09-09,10.87
2019-09-10,10.87
2019-09-11,10.87
2019-09-12,10.87
2019-09-13,10.87
2019-09-14,10.87
2019-09-15,10.87
2019-09-16,10.87
2019-09-17,10.87
2019-09-18,10.87
2019-09-19,10.87
2019-09-20,10.87
2019-09-21,10.87
2019-09-22,10.87
2019-09-23,10.87
2019-09-24,10.87
2019-09-25,10.87
2019-09-26,10.87
2019-09-27,10.87
2019-09-28,10.87
2019-09-29,10.87
2019-09-30,10.87
2019-10-01,10.87
2019-10-02,10.87
2019-10-03,10.87
2019-10-04,10.87
2019-10-05,10.87
2019-10-06,10.87
2019-10-07,10.87
2019-10-08,10.87
2019-10-09,10.87
2019-10-10,10.87
2019-10-11,10.87
2019-10-12,10.87
2019-10-13,10.87
2019-10-14,10.87
2019-10-15,10.87
2019-10-16,10.87
2019-10-17,10.87
2019-10-18,10.87
2019-10-19,10.87
2019-10-20,10.87
2019-10-21,10.87
2019-10-22,10.87
2019-10-23,10.87
2019-10-24,10.87
2019-10-25,10.87
2019-10-26,10.87
2019-10-27,10.87
2019-10-28,10.87
2019-10-29,10.87
2019-10-30,10.87
2019-10-31,10.87
2019-11-01,10.87
2019-11-02,10.87
2019-11-03,10.87
2019-11-04,10.87
2019-11-05,10.87
2019-11-06,10.87
2019-11-07,10.87
2019-11-08,10.87
2019-11-09,10.87
2019-11-10,10.87
2019-11-11,10.87
2019-11-12,10.87
2019-11-13,10.87
2019-11-14,10.87
2019-11-15,10.87
2019-11-16,10.87
2019-11-17,10.87
2019-11-18,10.87
2019-11-19,10.87
2019-11-20,10.87
2019-11-21,10.87
2019-11-22,10.87
2019-11-23,10.87
2019-11-24,10.87
2019-11-25,10.87
2019-11-26,10.87
2019-11-27,10.87
2019-11-28,10.87
2019-11-29,10.87
2019-11-30,10.87
2019-12-01,10.87
2019-12-02,10.87
2019-12-03,10.87
2019-12-04,10.87
2019-12-05,10.87
2019-12-06,10.87
2019-12-07,10.87
2019-12-08,10.87
2019-12-09,10.87
2019-12-10,10.87
2019-12-11,10.87
2019-12-12,10.87
2019-12-13,10.87
2019-12-14,10.87
2019-12-15,10.87
2019-12-16,10.87
2019-12-17,10.87
2019-12-18,10.87
2019-12-19,10.87
2019-12-20,10.87
2019-12-21,10.87
2019-12-22,10.87
2019-12-23,10.87
2019-12-24,10.87
2019-12-25,10.87
2019-12-26,10.87
2019-12-27,10.87
2019-12-28,10.87
2019-12-29,10.87
2019-12-30,10.87
2019-12-31,10.87
2020-01-01,10.87
2020-01-02,10.87
2020-01-03,10.87
2020-01-04,10.87
2020-01-05,10.87
2020-01-06,10.87
2020-01-07,10.87
2020-01-08,10.87
2020-01-09,10.87
2020-01-10,10.87
2020-01-11,10.87
2020-01-12,10.87
2020-01-13,10.87
2020-01-14,10.87
2020-01-15,10.87
2020-01-16,10.87
2020-01-17,10.87
2020-01-18,10.87
2020-01-19,10.87
2020-01-20,10.87
2020-01-21,10.87
2020-01-22,10.87
2020-01-23,10.87
2020-01-24,10.87
2020-01-25,10.87
2020-01-26,10.87
2020-01-27,10.87
2020-01-28,10.87
2020-01-29,10.87
2020-01-30,10.87
2020-01-31,10.87
2020-02-01,10.87
2020-02-02,10.87
2020-02-03,10.87
2020-02-04,10.87
2020-02-05,10.87
2020-02-06,10.87
2020-02-07,10.87
2020-02-08,10.87
2020-02-09,10.87
2020-02-10,10.87
2020-02-11,10.87
2020-02-12,10.87
2020-02-13,10.87
2020-02-14,10.87
2020-02-15,10.87
2020-02-16,10.87
2020-02-17,10.87
2020-02-18,10.87
2020-02-19,10.87
2020-02-20,10.87
2020-02-21,10.87
2020-02-22,10.87
2020-02-23,10.87
2020-02-24,10.87
2020-02-25,10.87
2020-02-26,10.87
2020-02-27,10.87
2020-02-28,10.87
2020-02-29,10.87
2020-03-01,10.87
2020-03-02,10.87
2020-03-03,10.87
2020-03-04,10.87
2020-03-05,10.87
2020-03-06,10.87
2020-03-07,10.87
2020-03-08,10.87
2020-03-09,10.87
2020-03-10,10.87
2020-03-11,10.87
2020-03-12,10.87
2020-03-13,10.87
2020-03-14,10.87
2020-03-15,10.87
2020-03-16,10.87
2020-03-17,10.87
2020-03-18,10.87
2020-03-19,10.87
2020-03-20,10.87
2020-03-21,10.87
2020-03-22,10.87
2020-03-23,10.87
2020-03-24,10.87
2020-03-25,10.87
2020-03-26,10.87
2020-03-27,10.87
2020-03-28,10.87
2020-03-29,10.87
2020-03-30,10.87
2020-03-31,10.87
2020-04-01,10.87
2020-04-02,10.87
2020-04-03,10.87
2020-04-04,10.87
2020-04-05,10.87
2020-04-06,10.87
2020-04-07,10.87
2020-04-08,10.87
2020-04-09,10.87
2020-04-10,10.87
2020-04-11,10.87
2020-04-12,10.87
2020-04-13,10.87
2020-04-14,10.87
2020-04-15,10.87
2020-04-16,10.87
2020-04-17,10.87
2020-04-18,10.87
2020-04-19,10.87
2020-04-20,10.87
2020-04-21,10.87
2020-04-22,10.87
2020-04-23,10.87
2020-04-24,10.87
2020-04-25,10.87
2020-04-26,10.87
2020-04-27,10.87
2020-04-28,10.87
2020-04-29,10.87
2020-04-30,10.87
2020-05-01,10.87
2020-05-02,10.87
2020-05-03,10.87
2020-05-04,10.87
2020-05-05,10.87
2020-05-06,10.87
2020-05-07,10.87
2020-05-08,10.87
2020-05-09,10.87
2020-05-10,10.87
2020-05-11,10.87
2020-05-12,10.87
2020-05-13,10.87
2020-05-14,10.87
2020-05-15,10.87
2020-05-16,10.87
2020-05-17,10.87
2020-05-18,10.87
2020-05-19,10.87
2020-05-20,10.87
2020-05-21,10.87
2020-05-22,10.87
2020-05-23,10.87
2020-05-24,10.87
2020-05-25,10.87
2020-05-26,10.87
2020-05-27,10.87
2020-05-28,10.87
2020-05-29,10.87
2020-05-30,10.87
2020-05-31,10.87
2020-06-01,10.87
2020-06-02,10.87
2020-06-03,10.87
2020-06-04,10.87
2020-06-05,10.87
2020-06-06,10.87
2020-06-07,10.87
2020-06-08,10.87
2020-06-09,10.87
2020-06-10,10.87
2020-06-11,10.87
2020-06-12,10.87
2020-06-13,10.87
2020-06-14,10.87
2020-06-15,10.87
2020-06-16,10.87
2020-06-17,10.87
2020-06-18,10.87
2020-06-19,10.87
2020-06-20,10.87
2020-06-21,10.87
2020-06-22,10.87
2020-06-23,10.87
2020-06-24,10.87
2020-06-25,10.87
2020-06-26,10.87
2020-06-27,10.87
2020-06-28,10.87
2020-06-29,10.87
2020-06-30,10.87
2020-07-01,10.87
2020-07-02,10.87
2020-07-03,10.87
2020-07-04,10.87
2020-07-05,10.87
2020-07-06,10.87
2020-07-07,10.87
2020-07-08,10.87
2020-07-09,10.87
2020-07-10,10.87
2020-07-11,10.87
2020-07-12,10.87
2020-07-13,10.87
2020-07-14,10.87
2020-07-15,10.87
2020-07-16,10.87
2020-07-17,10.87
2020-07-18,10.87
2020-07-19,10.87
2020-07-20,10.87
2020-07-21,10.87
2020-07-22,10.87
2020-07-23,10.87
2020-07-24,10.87
2020-07-25,10.87
2020-07-26,10.87
2020-07-27,10.87
2020-07-28,10.87
2020-07-29,10.87
2020-07-30,10.87
2020-07-31,10.87
2020-08-01,10.87
2020-08-02,10.87
2020-08-03,10.87
2020-08-04,10.87
2020-08-05,8.94
2020-08-06,8.027
2020-08-07,8.027
2020-08-08,8.027
2020-08-09,8.027
2020-08-10,8.027
2020-08-11,8.027
2020-08-12,8.027
2020-08-13,8.027
2020-08-14,8.027
2020-08-15,8.027
2020-08-16,8.027
2020-08-17,8.027
2020-08-18,8.027
2020-08-19,8.027
2020-08-20,8.027
2020-08-21,8.027
2020-08-22,8.027
2020-08-23,8.027
2020-08-24,8.027
2020-08-25,8.027
2020-08-26,8.027
2020-08-27,8.027
2020-08-28,8.027
2020-08-29,8.027
2020-08-30,8.027
2020-08-31,8.027
2020-09-01,8.027
2020-09-02,8.027
2020-09-03,8.027
2020-09-04,8.027
2020-09-05,8.027
2020-09-06,8.027
2020-09-07,8.027
2020-09-08,8.027
2020-09-09,8.027
2020-09-10,8.027
2020-09-11,8.027
2020-09-12,8.027
2020-09-13,8.027
2020-09-14,8.027
2020-09-15,8.027
2020-09-16,8.027
2020-09-17,8.027
2020-09-18,8.027
2020-09-19,8.027
2020-09-20,8.027
2020-09-21,8.027
2020-09-22,8.027
2020-09-23,8.027
2020-09-24,8.027
2020-09-25,8.027
2020-09-26,8.027
2020-09-27,8.027
2020-09-28,8.027
2020-09-29,8.027
2020-09-30,8.027
2020-10-01,6.605
2020-10-02,6.833
2020-10-03,6.833
2020-10-04,6.833
2020-10-05,6.833
2020-10-06,6.833
2020-10-07,6.833
2020-10-08,6.833
2020-10-09,6.833
2020-10-10,6.833
2020-10-11,6.833
2020-10-12,6.833
2020-10-13,6.833
2020-10-14,6.833
2020-10-15,6.833
2020-10-16,6.833
2020-10-17,6.833
2020-10-18,6.833
2020-10-19,6.833
2020-10-20,6.833
2020-10-21,6.833
2020-10-22,6.833
2020-10-23,6.833
2020-10-24,6.833
2020-10-25,6.833
2020-10-26,6.833
2020-10-27,6.605
2020-10-28,6.605
2020-10-29,6.605
2020-10-30,6.605
2020-10-31,6.605
2020-11-01,6.605
2020-11-02,6.605
2020-11-03,6.15
2020-11-04,6.15
2020-11-05,6.15
2020-11-06,6.15
2020-11-07,6.15
2020-11-08,6.15
2020-11-09,6.15
2020-11-10,6.05
2020-11-11,5.837
2020-11-12,5.837
2020-11-13,5.837
2020-11-14,5.837
2020-11-15,5.837
2020-11-16,5.837
2020-11-17,5.837
2020-11-18,5.837
2020-11-19,5.837
2020-11-20,5.837
2020-11-21,5.837
2020-11-22,5.837
2020-11-23,5.837
2020-11-24,5.837
2020-11-25,5.837
2020-11-26,5.837
2020-11-27,5.837
2020-11-28,5.837
2020-11-29,5.837
2020-11-30,5.837
2020-12-01,5.837
2020-12-02,5.837
2020-12-03,5.837
2020-12-04,5.837
2020-12-05,5.837
2020-12-06,5.837
2020-12-07,5.837
2020-12-08,5.837
2020-12-09,5.837
2020-12-10,5.837
2020-12-11,5.837
2020-12-12,5.837
2020-12-13,5.837
2020-12-14,5.837
2020-12-15,5.837
2020-12-16,5.837
2020-12-17,5.837
2020-12-18,5.837
2020-12-19,5.837
2020-12-20,5.837
2020-12-21,5.837
2020-12-22,5.837
2020-12-23,5.837
2020-12-24,5.837
2020-12-25,5.837
2020-12-26,5.837
2020-12-27,5.837
2020-12-28,5.837
2020-12-29,5.837
2020-12-30,5.837
2020-12-31,5.837
2021-01-01,5.837
2021-01-02,5.837
2021-01-03,5.837
2021-01-04,5.837
2021-01-05,5.837
2021-01-06,5.837
2021-01-07,5.837
2021-01-08,5.837
2021-01-09,5.837
2021-01-10,5.837
2021-01-11,5.837
2021-01-12,5.837
2021-01-13,5.837
2021-01-14,5.837
2021-01-15,5.837
2021-01-16,5.837
2021-01-17,5.837
2021-01-18,5.837
2021-01-19,5.837
2021-01-20,5.837
2021-01-21,5.837
2021-01-22,5.837
2021-01-23,5.837
2021-01-24,5.837
2021-01-25,5.837
2021-01-26,5.837
2021-01-27,5.837
2021-01-28,5.837
2021-01-29,5.837
2021-01-30,5.837
2021-01-31,5.837
2021-02-01,5.837
2021-02-02,5.837
2021-02-03,5.837
2021-02-04,5.837
2021-02-05,5.837
2021-02-06,5.837
2021-02-07,5.837
2021-02-08,5.837
2021-02-09,5.837
2021-02-10,5.837
2021-02-11,5.837
2021-02-12,5.837
2021-02-13,5.837
2021-02-14,5.837
2021-02-15,5.837
2021-02-16,5.837
2021-02-17,5.837
2021-02-18,5.837
2021-02-19,5.837
2021-02-20,5.837
2021-02-21,5.837
2021-02-22,5.837
2021-02-23,5.837
2021-02-24,6.563
2021-02-25,6.563
2021-02-26,6.563
2021-02-27,6.563
2021-02-28,6.563
2021-03-01,6.718
2021-03-02,6.718
2021-03-03,6.718
2021-03-04,7.153
2021-03-05,7.153
2021-03-06,7.153
2021-03-07,7.153
2021-03-08,7.153
2021-03-09,7.153
2021-03-10,7.153
2021-03-11,7.153
2021-03-12,7.153
2021-03-13,7.153
2021-03-14,7.153
2021-03-15,7.153
2021-03-16,7.153
2021-03-17,7.153
2021-03-18,7.153
2021-03-19,7.153
2021-03-20,7.153
2021-03-21,7.153
2021-03-22,7.153
2021-03-23,7.153
2021-03-24,7.153
2021-03-25,7.153
2021-03-26,7.153
2021-03-27,6.9
2021-03-28,6.9
2021-03-29,6.9
2021-03-30,6.9
2021-03-31,6.9
2021-04-01,6.9
2021-04-02,6.9
2021-04-03,6.9
2021-04-04,6.9
2021-04-05,6.9
2021-04-06,6.9
2021-04-07,6.9
2021-04-08,6.9
2021-04-09,6.9
2021-04-10,6.9
2021-04-11,6.9
2021-04-12,6.9
2021-04-13,6.9
2021-04-14,6.9
2021-04-15,6.9
2021-04-16,6.9
2021-04-17,6.9
2021-04-18,6.9
2021-04-19,6.9
2021-04-20,6.9
2021-04-21,6.9
2021-04-22,6.9
2021-04-23,6.9
2021-04-24,6.9
2021-04-25,6.9
2021-04-26,6.9
2021-04-27,6.9
2021-04-28,6.9
2021-04-29,6.9
2021-04-30,6.9
2021-05-01,6.9
2021-05-02,6.9
2021-05-03,6.9
2021-05-04,6.9
2021-05-05,6.89
2021-05-06,6.853
2021-05-07,6.853
2021-05-08,6.853
2021-05-09,6.853
2021-05-10,6.853
2021-05-11,6.853
2021-05-12,6.853
2021-05-13,6.853
2021-05-14,6.853
2021-05-15,6.853
2021-05-16,6.853
2021-05-17,6.853
2021-05-18,6.853
2021-05-19,6.853
2021-05-20,6.853
2021-05-21,6.853
2021-05-22,6.853
2021-05-23,6.853
2021-05-24,6.853
2021-05-25,6.853
2021-05-26,6.853
2021-05-27,6.853
2021-05-28,6.853
2021-05-29,6.853
2021-05-30,6.853
2021-05-31,6.853
2021-06-01,6.853
2021-06-02,6.838
2021-06-03,6.838
2021-06-04,6.838
2021-06-05,6.838
2021-06-06,6.838
2021-06-07,6.838
2021-06-08,6.838
2021-06-09,6.838
2021-06-10,6.758
2021-06-11,6.758
2021-06-12,6.758
2021-06-13,6.758
2021-06-14,6.758
2021-06-15,6.758
2021-06-16,6.758
2021-06-17,6.758
2021-06-18,6.758
2021-06-19,6.758
2021-06-20,6.758
2021-06-21,6.758
2021-06-22,6.758
2021-06-23,6.758
2021-06-24,6.758
2021-06-25,6.758
2021-06-26,6.758
2021-06-27,6.758
2021-06-28,6.758
2021-06-29,6.758
2021-06-30,6.758
2021-07-01,6.758
2021-07-02,6.758
2021-07-03,6.758
2021-07-04,6.758
2021-07-05,6.758
2021-07-06,6.758
2021-07-07,6.758
2021-07-08,6.758
2021-07-09,6.758
2021-07-10,6.758
2021-07-11,6.758
2021-07-12,6.758
2021-07-13,6.758
2021-07-14,6.758
2021-07-15,6.313
2021-07-16,6.313
2021-07-17,6.313
2021-07-18,6.313
2021-07-19,6.313
2021-07-20,6.313
2021-07-21,6.313
2021-07-22,6.279
2021-07-23,6.279
2021-07-24,6.279
2021-07-25,6.279
2021-07-26,6.279
2021-07-27,6.279
2021-07-28,6.279
2021-07-29,6.279
2021-07-30,6.279
2021-07-31,6.279
2021-08-01,6.279
2021-08-02,6.279
2021-08-03,6.279
2021-08-04,6.233
2021-08-05,6.219
2021-08-06,6.217
2021-08-07,6.217
2021-08-08,6.217
2021-08-09,6.217
2021-08-10,6.257
2021-08-11,6.257
2021-08-12,6.257
2021-08-13,6.257
2021-08-14,6.257
2021-08-15,6.257
2021-08-16,6.257
2021-08-17,6.257
2021-08-18,6.257
2021-08-19,6.257
2021-08-20,6.257
2021-08-21,6.257
2021-08-22,6.257
2021-08-23,6.257
2021-08-24,6.257
2021-08-25,6.257
2021-08-26,6.148
2021-08-27,6.148
2021-08-28,6.148
2021-08-29,6.148
2021-08-30,6.148
2021-08-31,6.148
2021-09-01,6.148
2021-09-02,6.148
2021-09-03,6.148
2021-09-04,6.148
2021-09-05,6.148
2021-09-06,6.148
2021-09-07,6.148
2021-09-08,6.148
2021-09-09,6.148
2021-09-10,6.148
2021-09-11,6.148
2021-09-12,6.148
2021-09-13,6.148
2021-09-14,6.148
2021-09-15,6.148
2021-09-16,6.148
2021-09-17,6.148
2021-09-18,6.148
2021-09-19,6.148
2021-09-20,6.148
2021-09-21,6.148
2021-09-22,6.148
2021-09-23,6.148
2021-09-24,6.148
2021-09-25,6.148
2021-09-26,6.148
2021-09-27,6.148
2021-09-28,6.192
2021-09-29,6.192
2021-09-30,6.192
2021-10-01,6.192
2021-10-02,6.192
2021-10-03,6.192
2021-10-04,6.192
2021-10-05,6.192
2021-10-06,6.192
2021-10-07,6.192
2021-10-08,6.192
2021-10-09,6.192
2021-10-10,6.192
2021-10-11,6.192
2021-10-12,6.192
2021-10-13,6.192
2021-10-14,6.192
2021-10-15,6.192
2021-10-16,6.192
2021-10-17,6.192
2021-10-18,6.192
2021-10-19,6.144
2021-10-20,6.144
2021-10-21,6.144
2021-10-22,6.144
2021-10-23,6.144
2021-10-24,6.144
2021-10-25,6.144
2021-10-26,6.144
2021-10-27,6.144
2021-10-28,6.144
2021-10-29,6.144
2021-10-30,6.144
2021-10-31,6.144
2021-11-01,6.144
2021-11-02,6.144
2021-11-03,6.118
2021-11-04,6.354
2021-11-05,6.396
2021-11-06,6.396
2021-11-07,6.396
2021-11-08,6.396
2021-11-09,6.396
2021-11-10,6.396
2021-11-11,6.396
2021-11-12,6.396
2021-11-13,6.396
2021-11-14,6.396
2021-11-15,6.396
2021-11-16,6.396
2021-11-17,6.396
2021-11-18,6.396
2021-11-19,6.396
2021-11-20,6.396
2021-11-21,6.396
2021-11-22,6.396
2021-11-23,6.396
2021-11-24,6.396
2021-11-25,6.396
2021-11-26,6.396
2021-11-27,6.396
2021-11-28,6.396
2021-11-29,6.396
2021-11-30,6.396
2021-12-01,6.396
2021-12-02,6.396
2021-12-03,6.396
2021-12-04,6.396
2021-12-05,6.396
2021-12-06,6.396
2021-12-07,6.396
2021-12-08,6.396
2021-12-09,6.396
2021-12-10,6.396
2021-12-11,6.396
2021-12-12,6.396
2021-12-13,6.396
2021-12-14,6.396
2021-12-15,6.396
2021-12-16,6.396
2021-12-17,6.396
2021-12-18,6.396
2021-12-19,6.396
2021-12-20,6.396
2021-12-21,6.396
2021-12-22,6.396
2021-12-23,6.396
2021-12-24,6.396
2021-12-25,6.396
2021-12-26,6.396
2021-12-27,6.396
2021-12-28,6.396
2021-12-29,6.396
2021-12-30,6.396
2021-12-31,6.396
2022-01-01,6.396
2022-01-02,6.396
2022-01-03,6.396
2022-01-04,6.354
2022-01-05,6.354
2022-01-06,6.354
2022-01-07,6.354
2022-01-08,6.354
2022-01-09,6.354
2022-01-10,6.354
2022-01-11,6.354
2022-01-12,6.354
2022-01-13,6.354
2022-01-14,6.354
2022-01-15,6.354
2022-01-16,6.354
2022-01-17,6.354
2022-01-18,6.354
2022-01-19,6.354
2022-01-20,6.354
2022-01-21,6.354
2022-01-22,6.354
2022-01-23,6.354
2022-01-24,6.354
2022-01-25,6.354
2022-01-26,6.354
2022-01-27,6.354
2022-01-28,6.354
2022-01-29,6.354
2022-01-30,6.354
2022-01-31,6.354
2022-02-01,6.354
2022-02-02,6.372
2022-02-03,6.508
2022-02-04,6.508
2022-02-05,6.508
2022-02-06,6.508
2022-02-07,6.48
2022-02-08,6.48
2022-02-09,6.48
2022-02-10,6.48
2022-02-11,6.48
2022-02-12,6.48
2022-02-13,6.48
2022-02-14,6.48
2022-02-15,6.786
2022-02-16,6.786
2022-02-17,6.786
2022-02-18,6.786
2022-02-19,6.786
2022-02-20,6.786
2022-02-21,6.786
2022-02-22,6.786
2022-02-23,6.786
2022-02-24,6.786
2022-02-25,6.526
2022-02-26,6.526
2022-02-27,6.526
2022-02-28,6.526
2022-03-01,6.526
2022-03-02,6.526
2022-03-03,6.724
2022-03-04,6.505
2022-03-05,6.505
2022-03-06,6.505
2022-03-07,6.505
2022-03-08,6.505
2022-03-09,6.505
2022-03-10,6.505
2022-03-11,6.505
2022-03-12,6.505
2022-03-13,6.505
2022-03-14,6.505
2022-03-15,6.505
2022-03-16,6.505
2022-03-17,6.505
2022-03-18,6.505
2022-03-19,6.505
2022-03-20,6.505
2022-03-21,6.505
2022-03-22,6.505
2022-03-23,6.505
2022-03-24,6.505
2022-03-25,6.505
2022-03-26,6.505
2022-03-27,6.505
2022-03-28,6.505
2022-03-29,6.505
2022-03-30,6.505
2022-03-31,6.505
2022-04-01,6.505
2022-04-02,6.505
2022-04-03,6.505
2022-04-04,6.505
2022-04-05,6.505
2022-04-06,6.505
2022-04-07,6.505
2022-04-08,6.505
2022-04-09,6.505
2022-04-10,6.505
2022-04-11,6.505
2022-04-12,6.505
2022-04-13,6.505
2022-04-14,6.505
2022-04-15,6.505
2022-04-16,6.505
2022-04-17,6.505
2022-04-18,6.505
2022-04-19,6.505
2022-04-20,6.505
2022-04-21,6.505
2022-04-22,6.505
2022-04-23,6.505
2022-04-24,6.505
2022-04-25,6.505
2022-04-26,6.505
2022-04-27,6.505
2022-04-28,6.505
2022-04-29,6.505
2022-04-30,6.505
2022-05-01,6.505
2022-05-02,6.505
2022-05-03,6.505
2022-05-04,6.753
2022-05-05,6.596
2022-05-06,6.596
2022-05-07,6.596
2022-05-08,6.596
2022-05-09,6.686
2022-05-10,6.686
2022-05-11,6.686
2022-05-12,6.686
2022-05-13,6.498
2022-05-14,6.498
2022-05-15,6.498
2022-05-16,6.498
2022-05-17,6.498
2022-05-18,6.498
2022-05-19,6.498
2022-05-20,6.498
2022-05-21,6.498
2022-05-22,6.498
2022-05-23,6.498
2022-05-24,6.498
2022-05-25,6.498
2022-05-26,6.498
2022-05-27,6.498
2022-05-28,6.498
2022-05-29,6.498
2022-05-30,6.498
2022-05-31,6.498
2022-06-01,6.613
2022-06-02,6.613
2022-06-03,6.613
2022-06-04,6.613
2022-06-05,6.613
2022-06-06,6.613
2022-06-07,6.613
2022-06-08,6.613
2022-06-09,6.613
2022-06-10,6.613
2022-06-11,6.613
2022-06-12,6.613
2022-06-13,6.613
2022-06-14,6.613
2022-06-15,6.613
2022-06-16,6.613
2022-06-17,6.613
2022-06-18,6.613
2022-06-19,6.613
2022-06-20,6.613
2022-06-21,6.613
2022-06-22,6.613
2022-06-23,6.613
2022-06-24,6.613
2022-06-25,6.613
2022-06-26,6.613
2022-06-27,6.613
2022-06-28,6.613
2022-06-29,6.613
2022-06-30,6.613
2022-07-01,6.613
2022-07-02,6.613
2022-07-03,6.613
2022-07-04,6.613
2022-07-05,6.613
2022-07-06,6.613
2022-07-07,6.613
2022-07-08,6.613
2022-07-09,6.613
2022-07-10,6.613
2022-07-11,6.613
2022-07-12,6.613
2022-07-13,6.613
2022-07-14,6.613
2022-07-15,6.613
2022-07-16,6.613
2022-07-17,6.613
2022-07-18,6.613
2022-07-19,6.613
