,OMF US Equity
2022-08-05,9.455
2022-08-06,9.455
2022-08-07,9.455
2022-08-08,9.455
2022-08-09,9.455
2022-08-10,9.455
2022-08-11,9.455
2022-08-12,9.455
2022-08-13,9.455
2022-08-14,9.455
2022-08-15,9.455
2022-08-16,9.455
2022-08-17,9.455
2022-08-18,9.455
2022-08-19,9.455
2022-08-20,9.455
2022-08-21,9.455
2022-08-22,9.455
2022-08-23,9.455
2022-08-24,9.455
2022-08-25,9.455
2022-08-26,9.455
2022-08-27,9.455
2022-08-28,9.455
2022-08-29,9.455
2022-08-30,9.455
2022-08-31,9.455
2022-09-01,9.455
2022-09-02,9.455
2022-09-03,9.455
2022-09-04,9.455
2022-09-05,9.455
2022-09-06,9.455
2022-09-07,9.455
2022-09-08,9.455
2022-09-09,9.455
2022-09-10,9.455
2022-09-11,9.455
2022-09-12,9.455
2022-09-13,9.455
2022-09-14,9.455
2022-09-15,9.455
2022-09-16,9.455
2022-09-17,9.455
2022-09-18,9.455
2022-09-19,9.455
2022-09-20,9.455
2022-09-21,8.25
2022-09-22,8.25
2022-09-23,8.25
2022-09-24,8.25
2022-09-25,8.25
2022-09-26,8.25
2022-09-27,8.25
2022-09-28,8.25
2022-09-29,8.25
2022-09-30,8.25
2022-10-01,8.25
2022-10-02,8.25
2022-10-03,8.25
2022-10-04,8.25
2022-10-05,8.25
2022-10-06,8.25
2022-10-07,8.25
2022-10-08,8.25
2022-10-09,8.25
2022-10-10,8.25
2022-10-11,8.25
2022-10-12,8.25
2022-10-13,8.25
2022-10-14,8.25
2022-10-15,8.25
2022-10-16,8.64
2022-10-17,8.64
2022-10-18,8.64
2022-10-19,8.64
2022-10-20,8.64
2022-10-21,8.64
2022-10-22,8.64
2022-10-23,8.64
2022-10-24,8.64
2022-10-25,8.64
2022-10-26,8.64
2022-10-27,8.64
2022-10-28,8.64
2022-10-29,8.64
2022-10-30,8.64
2022-10-31,8.64
2022-11-01,8.64
2022-11-02,8.64
2022-11-03,8.64
2022-11-04,8.64
2022-11-05,8.64
2022-11-06,8.64
2022-11-07,8.64
2022-11-08,8.64
2022-11-09,8.64
2022-11-10,8.64
2022-11-11,8.64
2022-11-12,8.64
2022-11-13,8.64
2022-11-14,8.64
2022-11-15,8.64
2022-11-16,8.64
2022-11-17,8.64
2022-11-18,8.64
2022-11-19,8.64
2022-11-20,8.64
2022-11-21,8.64
2022-11-22,8.64
2022-11-23,8.64
2022-11-24,8.64
2022-11-25,8.64
2022-11-26,8.64
2022-11-27,8.64
2022-11-28,8.64
2022-11-29,8.64
2022-11-30,8.64
2022-12-01,8.64
2022-12-02,8.64
2022-12-03,8.64
2022-12-04,8.64
2022-12-05,8.64
2022-12-06,8.64
2022-12-07,8.64
2022-12-08,8.64
2022-12-09,8.64
2022-12-10,8.64
2022-12-11,8.64
2022-12-12,8.64
2022-12-13,8.64
2022-12-14,8.64
2022-12-15,8.64
2022-12-16,8.64
2022-12-17,8.64
2022-12-18,8.64
2022-12-19,8.64
2022-12-20,8.64
2022-12-21,8.64
2022-12-22,8.64
2022-12-23,8.64
2022-12-24,8.64
2022-12-25,8.64
2022-12-26,8.64
2022-12-27,8.64
2022-12-28,8.64
2022-12-29,8.64
2022-12-30,8.64
2022-12-31,8.64
2023-01-01,8.64
2023-01-02,8.64
2023-01-03,8.64
2023-01-04,8.64
2023-01-05,8.64
2023-01-06,8.64
2023-01-07,8.64
2023-01-08,8.64
2023-01-09,8.64
2023-01-10,8.64
2023-01-11,8.64
2023-01-12,8.64
2023-01-13,8.64
2023-01-14,8.64
2023-01-15,8.64
2023-01-16,8.64
2023-01-17,8.64
2023-01-18,8.64
2023-01-19,8.64
2023-01-20,8.64
2023-01-21,8.64
2023-01-22,8.64
2023-01-23,8.64
2023-01-24,8.64
2023-01-25,8.64
2023-01-26,8.64
2023-01-27,8.64
2023-01-28,8.64
2023-01-29,8.64
2023-01-30,8.64
2023-01-31,8.64
2023-02-01,8.64
2023-02-02,8.64
2023-02-03,8.64
2023-02-04,8.64
2023-02-05,8.64
2023-02-06,8.64
2023-02-07,8.76
2023-02-08,8.793
2023-02-09,8.793
2023-02-10,8.793
2023-02-11,8.793
2023-02-12,8.793
2023-02-13,8.793
2023-02-14,8.793
2023-02-15,8.793
2023-02-16,8.793
2023-02-17,8.793
2023-02-18,8.793
2023-02-19,8.793
2023-02-20,8.793
2023-02-21,8.793
2023-02-22,8.793
2023-02-23,8.793
2023-02-24,8.793
2023-02-25,8.793
2023-02-26,8.793
2023-02-27,8.793
2023-02-28,8.793
2023-03-01,8.793
2023-03-02,8.793
2023-03-03,8.793
2023-03-04,8.793
2023-03-05,8.793
2023-03-06,8.793
2023-03-07,8.793
2023-03-08,8.793
2023-03-09,8.793
2023-03-10,8.793
2023-03-11,8.793
2023-03-12,8.793
2023-03-13,8.793
2023-03-14,8.793
2023-03-15,8.793
2023-03-16,8.793
2023-03-17,8.793
2023-03-18,8.793
2023-03-19,8.793
2023-03-20,8.793
2023-03-21,8.793
2023-03-22,8.793
2023-03-23,8.793
2023-03-24,8.793
2023-03-25,8.793
2023-03-26,8.793
2023-03-27,8.793
2023-03-28,8.793
2023-03-29,8.793
2023-03-30,8.793
2023-03-31,8.793
2023-04-01,8.793
2023-04-02,8.793
2023-04-03,8.793
2023-04-04,8.793
2023-04-05,8.793
2023-04-06,8.793
2023-04-07,8.793
2023-04-08,8.793
2023-04-09,8.793
2023-04-10,8.718
2023-04-11,8.718
2023-04-12,8.718
2023-04-13,8.718
2023-04-14,8.718
2023-04-15,8.718
2023-04-16,8.718
2023-04-17,8.718
2023-04-18,8.718
2023-04-19,8.718
2023-04-20,8.718
2023-04-21,8.718
2023-04-22,8.718
2023-04-23,8.718
2023-04-24,8.718
2023-04-25,8.71
2023-04-26,8.676
2023-04-27,8.676
2023-04-28,8.676
2023-04-29,8.676
2023-04-30,8.676
2023-05-01,8.676
2023-05-02,8.676
2023-05-03,8.676
2023-05-04,8.676
2023-05-05,8.676
2023-05-06,8.676
2023-05-07,8.676
2023-05-08,8.66
2023-05-09,8.66
2023-05-10,8.66
2023-05-11,8.66
2023-05-12,8.66
2023-05-13,8.66
2023-05-14,8.66
2023-05-15,8.66
2023-05-16,8.66
2023-05-17,8.66
2023-05-18,8.66
2023-05-19,8.66
2023-05-20,8.66
2023-05-21,8.66
2023-05-22,8.66
2023-05-23,8.66
2023-05-24,8.66
2023-05-25,8.66
2023-05-26,8.66
2023-05-27,8.66
2023-05-28,8.66
2023-05-29,8.66
2023-05-30,8.66
2023-05-31,8.66
2023-06-01,8.66
2023-06-02,8.66
2023-06-03,8.66
2023-06-04,8.66
2023-06-05,8.66
2023-06-06,8.66
2023-06-07,8.66
2023-06-08,8.66
2023-06-09,8.66
2023-06-10,8.66
2023-06-11,8.66
2023-06-12,8.66
2023-06-13,8.66
2023-06-14,8.66
2023-06-15,8.66
2023-06-16,8.66
2023-06-17,8.66
2023-06-18,8.66
2023-06-19,8.66
2023-06-20,8.66
2023-06-21,8.66
2023-06-22,8.66
2023-06-23,8.66
2023-06-24,8.66
2023-06-25,8.66
2023-06-26,8.66
2023-06-27,8.66
2023-06-28,8.66
2023-06-29,8.66
2023-06-30,8.66
2023-07-01,8.66
2023-07-02,8.66
2023-07-03,8.66
2023-07-04,8.66
2023-07-05,8.66
2023-07-06,8.66
2023-07-07,8.656
2023-07-08,8.656
2023-07-09,8.656
2023-07-10,8.656
2023-07-11,8.58
2023-07-12,8.569
2023-07-13,8.569
2023-07-14,8.569
2023-07-15,8.569
2023-07-16,8.569
2023-07-17,8.569
2023-07-18,8.569
2023-07-19,8.569
2023-07-20,8.569
2023-07-21,8.569
2023-07-22,8.569
2023-07-23,8.569
2023-07-24,8.569
2023-07-25,8.569
2023-07-26,8.561
2023-07-27,8.551
2023-07-28,8.551
2023-07-29,8.551
2023-07-30,8.551
2023-07-31,8.551
2023-08-01,8.551
2023-08-02,8.551
2023-08-03,8.551
2023-08-04,8.543
2023-08-05,8.543
2023-08-06,8.543
2023-08-07,8.543
2023-08-08,8.543
2023-08-09,8.543
2023-08-10,8.543
2023-08-11,8.543
2023-08-12,8.543
2023-08-13,8.543
2023-08-14,8.543
2023-08-15,8.543
2023-08-16,8.543
2023-08-17,8.547
2023-08-18,8.547
2023-08-19,8.547
2023-08-20,8.547
2023-08-21,8.547
2023-08-22,8.547
2023-08-23,8.547
2023-08-24,8.547
2023-08-25,8.547
2023-08-26,8.547
2023-08-27,8.547
2023-08-28,8.547
2023-08-29,8.547
2023-08-30,8.547
2023-08-31,8.547
2023-09-01,8.547
2023-09-02,8.547
2023-09-03,8.547
2023-09-04,8.547
2023-09-05,8.547
2023-09-06,8.547
2023-09-07,8.547
2023-09-08,8.547
2023-09-09,8.547
2023-09-10,8.547
2023-09-11,8.547
2023-09-12,8.547
2023-09-13,8.547
2023-09-14,8.547
2023-09-15,8.547
2023-09-16,8.547
2023-09-17,8.547
2023-09-18,8.547
2023-09-19,8.547
2023-09-20,8.547
2023-09-21,8.547
2023-09-22,8.547
2023-09-23,8.547
2023-09-24,8.547
2023-09-25,8.495
2023-09-26,8.495
2023-09-27,8.576
2023-09-28,8.576
2023-09-29,8.576
2023-09-30,8.576
2023-10-01,8.576
2023-10-02,8.576
2023-10-03,8.576
2023-10-04,8.576
2023-10-05,8.576
2023-10-06,8.567
2023-10-07,8.567
2023-10-08,8.567
2023-10-09,8.54
2023-10-10,8.54
2023-10-11,8.54
2023-10-12,8.54
2023-10-13,8.54
2023-10-14,8.54
2023-10-15,8.54
2023-10-16,8.539
2023-10-17,8.536
2023-10-18,8.536
2023-10-19,8.536
2023-10-20,8.536
2023-10-21,8.536
2023-10-22,8.536
2023-10-23,8.536
2023-10-24,8.536
2023-10-25,8.417
2023-10-26,8.368
2023-10-27,8.368
2023-10-28,8.222
2023-10-29,8.222
2023-10-30,8.222
2023-10-31,8.128
2023-11-01,8.128
2023-11-02,8.128
2023-11-03,8.128
2023-11-04,8.128
2023-11-05,8.128
2023-11-06,8.085
2023-11-07,8.085
2023-11-08,8.085
2023-11-09,8.085
2023-11-10,8.085
2023-11-11,8.085
2023-11-12,8.085
2023-11-13,8.085
2023-11-14,8.112
2023-11-15,8.112
2023-11-16,8.111
2023-11-17,8.111
2023-11-18,8.111
2023-11-19,8.111
2023-11-20,8.114
2023-11-21,8.114
2023-11-22,8.114
2023-11-23,8.114
2023-11-24,8.114
2023-11-25,8.114
2023-11-26,8.114
2023-11-27,8.114
2023-11-28,8.114
2023-11-29,8.147
2023-11-30,8.147
2023-12-01,8.147
2023-12-02,8.147
2023-12-03,8.147
2023-12-04,8.147
2023-12-05,8.147
2023-12-06,8.147
2023-12-07,8.147
2023-12-08,8.147
2023-12-09,8.147
2023-12-10,8.147
2023-12-11,8.147
2023-12-12,8.147
2023-12-13,8.147
2023-12-14,8.147
2023-12-15,8.147
2023-12-16,8.147
2023-12-17,8.147
2023-12-18,8.147
2023-12-19,8.147
2023-12-20,8.147
2023-12-21,8.147
2023-12-22,8.147
2023-12-23,8.147
2023-12-24,8.147
2023-12-25,8.147
2023-12-26,8.147
2023-12-27,8.147
2023-12-28,8.147
2023-12-29,8.147
2023-12-30,8.147
2023-12-31,8.147
2024-01-01,8.147
2024-01-02,8.17
2024-01-03,8.17
2024-01-04,8.166
2024-01-05,8.203
2024-01-06,8.203
2024-01-07,8.203
2024-01-08,8.203
2024-01-09,8.293
2024-01-10,8.276
2024-01-11,8.276
2024-01-12,8.276
2024-01-13,8.276
2024-01-14,8.276
2024-01-15,8.253
2024-01-16,8.271
2024-01-17,8.271
2024-01-18,8.271
2024-01-19,8.271
2024-01-20,8.271
2024-01-21,8.271
2024-01-22,8.271
2024-01-23,8.271
2024-01-24,8.271
2024-01-25,8.271
2024-01-26,8.271
2024-01-27,8.271
2024-01-28,8.271
2024-01-29,8.271
2024-01-30,8.271
2024-01-31,8.271
2024-02-01,8.271
2024-02-02,8.271
2024-02-03,8.271
2024-02-04,8.271
2024-02-05,8.271
2024-02-06,8.271
2024-02-07,7.891
2024-02-08,7.896
2024-02-09,7.896
2024-02-10,7.896
2024-02-11,7.896
2024-02-12,7.931
2024-02-13,7.931
2024-02-14,7.994
2024-02-15,7.931
2024-02-16,7.931
2024-02-17,7.931
2024-02-18,7.931
2024-02-19,7.931
2024-02-20,7.931
2024-02-21,7.931
2024-02-22,7.931
2024-02-23,7.931
2024-02-24,7.931
2024-02-25,7.931
2024-02-26,7.912
2024-02-27,7.912
2024-02-28,7.912
2024-02-29,7.912
2024-03-01,7.912
2024-03-02,7.912
2024-03-03,7.912
2024-03-04,7.909
2024-03-05,7.909
2024-03-06,7.865
2024-03-07,7.865
2024-03-08,7.865
2024-03-09,7.865
2024-03-10,7.865
2024-03-11,7.865
2024-03-12,7.865
2024-03-13,7.865
2024-03-14,7.865
2024-03-15,7.865
2024-03-16,7.865
2024-03-17,7.927
2024-03-18,7.927
2024-03-19,7.927
2024-03-20,7.927
2024-03-21,7.927
2024-03-22,7.927
2024-03-23,7.927
2024-03-24,7.927
2024-03-25,7.888
2024-03-26,7.888
2024-03-27,7.888
2024-03-28,7.885
2024-03-29,7.885
2024-03-30,7.885
2024-03-31,7.885
2024-04-01,7.854
2024-04-02,7.854
2024-04-03,7.874
2024-04-04,7.874
2024-04-05,7.874
2024-04-06,7.874
2024-04-07,7.874
2024-04-08,7.872
2024-04-09,7.869
2024-04-10,7.869
2024-04-11,7.869
2024-04-12,7.869
2024-04-13,7.869
2024-04-14,7.869
2024-04-15,7.869
2024-04-16,7.871
2024-04-17,7.871
2024-04-18,7.871
2024-04-19,7.871
2024-04-20,7.871
2024-04-21,7.871
2024-04-22,7.871
2024-04-23,7.871
2024-04-24,7.871
2024-04-25,7.871
2024-04-26,7.871
2024-04-27,7.871
2024-04-28,7.871
2024-04-29,7.871
2024-04-30,7.712
2024-05-01,7.699
