,WSM US Equity
2019-06-08,
2019-06-09,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-15,
2019-06-16,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-22,
2019-06-23,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-06-29,
2019-06-30,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-04,
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-13,
2019-07-14,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-20,
2019-07-21,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-27,
2019-07-28,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-03,
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-28,
2019-09-29,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-05,
2019-10-06,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-12,
2019-10-13,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-26,
2019-10-27,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-02,
2019-11-03,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-09,
2019-11-10,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-16,
2019-11-17,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-23,
2019-11-24,
2019-11-25,
2019-11-26,7.11
2019-11-27,7.11
2019-11-28,7.11
2019-11-29,7.11
2019-11-30,7.11
2019-12-01,7.11
2019-12-02,7.11
2019-12-03,7.11
2019-12-04,7.11
2019-12-05,7.11
2019-12-06,7.11
2019-12-07,7.11
2019-12-08,7.11
2019-12-09,7.11
2019-12-10,7.11
2019-12-11,7.11
2019-12-12,7.11
2019-12-13,7.11
2019-12-14,7.11
2019-12-15,7.11
2019-12-16,7.11
2019-12-17,7.11
2019-12-18,7.11
2019-12-19,7.11
2019-12-20,7.11
2019-12-21,7.11
2019-12-22,7.11
2019-12-23,7.11
2019-12-24,7.11
2019-12-25,7.11
2019-12-26,7.11
2019-12-27,7.11
2019-12-28,7.11
2019-12-29,7.11
2019-12-30,7.11
2019-12-31,7.11
2020-01-01,7.11
2020-01-02,7.11
2020-01-03,7.11
2020-01-04,7.11
2020-01-05,7.11
2020-01-06,7.11
2020-01-07,7.11
2020-01-08,7.11
2020-01-09,7.11
2020-01-10,6.95
2020-01-11,6.95
2020-01-12,6.95
2020-01-13,6.95
2020-01-14,6.95
2020-01-15,6.95
2020-01-16,6.95
2020-01-17,6.95
2020-01-18,6.95
2020-01-19,6.95
2020-01-20,6.95
2020-01-21,6.95
2020-01-22,6.95
2020-01-23,6.95
2020-01-24,6.95
2020-01-25,6.95
2020-01-26,6.95
2020-01-27,6.95
2020-01-28,6.95
2020-01-29,6.95
2020-01-30,6.95
2020-01-31,6.95
2020-02-01,6.95
2020-02-02,6.95
2020-02-03,6.95
2020-02-04,6.95
2020-02-05,6.95
2020-02-06,6.95
2020-02-07,6.95
2020-02-08,6.95
2020-02-09,6.95
2020-02-10,6.95
2020-02-11,6.95
2020-02-12,6.95
2020-02-13,6.95
2020-02-14,6.95
2020-02-15,6.95
2020-02-16,6.95
2020-02-17,6.95
2020-02-18,6.95
2020-02-19,6.95
2020-02-20,6.95
2020-02-21,6.95
2020-02-22,6.95
2020-02-23,6.95
2020-02-24,6.95
2020-02-25,6.95
2020-02-26,6.95
2020-02-27,6.95
2020-02-28,6.95
2020-02-29,6.95
2020-03-01,6.95
2020-03-02,6.95
2020-03-03,6.95
2020-03-04,6.95
2020-03-05,6.95
2020-03-06,6.95
2020-03-07,6.95
2020-03-08,6.95
2020-03-09,6.95
2020-03-10,6.95
2020-03-11,6.95
2020-03-12,6.95
2020-03-13,6.95
2020-03-14,6.95
2020-03-15,6.95
2020-03-16,6.95
2020-03-17,6.95
2020-03-18,6.95
2020-03-19,6.525
2020-03-20,6.525
2020-03-21,6.525
2020-03-22,6.525
2020-03-23,6.525
2020-03-24,6.0
2020-03-25,6.0
2020-03-26,6.0
2020-03-27,6.0
2020-03-28,6.0
2020-03-29,6.0
2020-03-30,6.0
2020-03-31,6.0
2020-04-01,6.0
2020-04-02,6.0
2020-04-03,6.0
2020-04-04,6.0
2020-04-05,6.0
2020-04-06,6.0
2020-04-07,6.0
2020-04-08,6.0
2020-04-09,6.0
2020-04-10,6.0
2020-04-11,6.0
2020-04-12,6.0
2020-04-13,6.0
2020-04-14,6.0
2020-04-15,6.0
2020-04-16,6.0
2020-04-17,6.0
2020-04-18,6.0
2020-04-19,6.0
2020-04-20,6.0
2020-04-21,6.0
2020-04-22,6.0
2020-04-23,6.0
2020-04-24,6.0
2020-04-25,6.0
2020-04-26,6.0
2020-04-27,6.0
2020-04-28,6.0
2020-04-29,6.0
2020-04-30,6.0
2020-05-01,6.0
2020-05-02,6.0
2020-05-03,6.0
2020-05-04,6.0
2020-05-05,6.0
2020-05-06,6.0
2020-05-07,6.0
2020-05-08,6.0
2020-05-09,6.0
2020-05-10,6.0
2020-05-11,6.0
2020-05-12,6.0
2020-05-13,6.0
2020-05-14,5.815
2020-05-15,5.815
2020-05-16,5.815
2020-05-17,5.815
2020-05-18,5.815
2020-05-19,5.815
2020-05-20,5.815
2020-05-21,5.815
2020-05-22,5.815
2020-05-23,5.815
2020-05-24,5.815
2020-05-25,5.815
2020-05-26,5.815
2020-05-27,5.815
2020-05-28,5.815
2020-05-29,5.98
2020-05-30,5.98
2020-05-31,5.98
2020-06-01,5.98
2020-06-02,5.98
2020-06-03,5.98
2020-06-04,6.43
2020-06-05,6.43
2020-06-06,6.43
2020-06-07,6.43
2020-06-08,6.43
2020-06-09,6.43
2020-06-10,6.43
2020-06-11,6.43
2020-06-12,6.43
2020-06-13,6.43
2020-06-14,6.43
2020-06-15,6.43
2020-06-16,6.43
2020-06-17,6.43
2020-06-18,6.43
2020-06-19,6.43
2020-06-20,6.43
2020-06-21,6.43
2020-06-22,6.43
2020-06-23,6.43
2020-06-24,6.43
2020-06-25,6.43
2020-06-26,6.43
2020-06-27,6.43
2020-06-28,6.43
2020-06-29,6.43
2020-06-30,6.43
2020-07-01,6.43
2020-07-02,6.43
2020-07-03,6.43
2020-07-04,6.43
2020-07-05,6.43
2020-07-06,6.43
2020-07-07,6.43
2020-07-08,6.43
2020-07-09,6.43
2020-07-10,6.43
2020-07-11,6.43
2020-07-12,6.43
2020-07-13,6.43
2020-07-14,6.43
2020-07-15,6.43
2020-07-16,6.43
2020-07-17,6.43
2020-07-18,6.43
2020-07-19,6.43
2020-07-20,6.43
2020-07-21,6.43
2020-07-22,6.43
2020-07-23,6.43
2020-07-24,6.43
2020-07-25,6.43
2020-07-26,6.43
2020-07-27,6.43
2020-07-28,6.43
2020-07-29,6.43
2020-07-30,6.43
2020-07-31,6.43
2020-08-01,6.43
2020-08-02,6.43
2020-08-03,6.43
2020-08-04,6.43
2020-08-05,6.43
2020-08-06,6.43
2020-08-07,6.43
2020-08-08,6.43
2020-08-09,6.43
2020-08-10,6.43
2020-08-11,6.43
2020-08-12,6.43
2020-08-13,6.43
2020-08-14,6.43
2020-08-15,6.43
2020-08-16,6.43
2020-08-17,6.43
2020-08-18,6.43
2020-08-19,6.43
2020-08-20,6.43
2020-08-21,6.43
2020-08-22,6.43
2020-08-23,6.43
2020-08-24,6.43
2020-08-25,6.43
2020-08-26,6.43
2020-08-27,8.055
2020-08-28,8.315
2020-08-29,8.315
2020-08-30,8.315
2020-08-31,8.315
2020-09-01,8.315
2020-09-02,8.315
2020-09-03,8.315
2020-09-04,8.315
2020-09-05,8.315
2020-09-06,8.315
2020-09-07,8.315
2020-09-08,8.315
2020-09-09,8.315
2020-09-10,8.315
2020-09-11,8.315
2020-09-12,8.315
2020-09-13,8.315
2020-09-14,8.315
2020-09-15,8.315
2020-09-16,8.315
2020-09-17,8.315
2020-09-18,8.315
2020-09-19,8.315
2020-09-20,8.315
2020-09-21,8.315
2020-09-22,8.315
2020-09-23,8.315
2020-09-24,8.315
2020-09-25,8.315
2020-09-26,8.315
2020-09-27,8.315
2020-09-28,8.315
2020-09-29,8.315
2020-09-30,8.315
2020-10-01,8.315
2020-10-02,8.315
2020-10-03,8.315
2020-10-04,8.315
2020-10-05,8.315
2020-10-06,8.315
2020-10-07,8.115
2020-10-08,8.115
2020-10-09,8.115
2020-10-10,8.115
2020-10-11,8.115
2020-10-12,8.115
2020-10-13,8.115
2020-10-14,8.115
2020-10-15,8.115
2020-10-16,8.115
2020-10-17,8.115
2020-10-18,8.115
2020-10-19,8.115
2020-10-20,8.115
2020-10-21,8.115
2020-10-22,8.115
2020-10-23,8.115
2020-10-24,8.115
2020-10-25,8.115
2020-10-26,8.115
2020-10-27,8.115
2020-10-28,8.115
2020-10-29,8.115
2020-10-30,8.115
2020-10-31,8.115
2020-11-01,8.115
2020-11-02,8.115
2020-11-03,8.115
2020-11-04,8.115
2020-11-05,8.115
2020-11-06,8.115
2020-11-07,8.115
2020-11-08,8.115
2020-11-09,8.115
2020-11-10,8.115
2020-11-11,8.115
2020-11-12,8.115
2020-11-13,8.115
2020-11-14,8.115
2020-11-15,8.115
2020-11-16,8.06
2020-11-17,8.06
2020-11-18,8.06
2020-11-19,8.06
2020-11-20,11.13
2020-11-21,11.13
2020-11-22,11.13
2020-11-23,11.13
2020-11-24,10.18
2020-11-25,10.18
2020-11-26,10.18
2020-11-27,10.18
2020-11-28,10.18
2020-11-29,10.18
2020-11-30,10.18
2020-12-01,10.18
2020-12-02,10.18
2020-12-03,10.18
2020-12-04,10.18
2020-12-05,10.18
2020-12-06,10.18
2020-12-07,10.18
2020-12-08,10.18
2020-12-09,10.18
2020-12-10,10.18
2020-12-11,10.18
2020-12-12,10.18
2020-12-13,10.18
2020-12-14,10.18
2020-12-15,10.18
2020-12-16,10.18
2020-12-17,10.18
2020-12-18,10.18
2020-12-19,10.18
2020-12-20,10.18
2020-12-21,10.18
2020-12-22,10.18
2020-12-23,10.18
2020-12-24,10.18
2020-12-25,10.18
2020-12-26,10.18
2020-12-27,10.18
2020-12-28,10.18
2020-12-29,10.18
2020-12-30,10.18
2020-12-31,10.18
2021-01-01,10.18
2021-01-02,10.18
2021-01-03,10.18
2021-01-04,10.18
2021-01-05,10.18
2021-01-06,10.18
2021-01-07,10.18
2021-01-08,10.18
2021-01-09,10.18
2021-01-10,10.18
2021-01-11,10.18
2021-01-12,10.18
2021-01-13,10.18
2021-01-14,10.18
2021-01-15,10.18
2021-01-16,10.18
2021-01-17,10.18
2021-01-18,10.18
2021-01-19,10.18
2021-01-20,10.18
2021-01-21,10.18
2021-01-22,10.18
2021-01-23,10.18
2021-01-24,10.18
2021-01-25,10.18
2021-01-26,10.18
2021-01-27,10.18
2021-01-28,10.18
2021-01-29,10.18
2021-01-30,10.18
2021-01-31,10.18
2021-02-01,10.18
2021-02-02,10.18
2021-02-03,10.18
2021-02-04,10.18
2021-02-05,10.18
2021-02-06,10.18
2021-02-07,10.18
2021-02-08,10.18
2021-02-09,10.18
2021-02-10,10.18
2021-02-11,10.18
2021-02-12,10.18
2021-02-13,10.18
2021-02-14,10.18
2021-02-15,10.18
2021-02-16,10.18
2021-02-17,10.18
2021-02-18,10.18
2021-02-19,10.18
2021-02-20,10.18
2021-02-21,10.18
2021-02-22,10.18
2021-02-23,10.18
2021-02-24,10.18
2021-02-25,10.18
2021-02-26,10.18
2021-02-27,10.18
2021-02-28,10.18
2021-03-01,10.18
2021-03-02,10.18
2021-03-03,10.18
2021-03-04,10.18
2021-03-05,10.18
2021-03-06,10.18
2021-03-07,10.18
2021-03-08,10.18
2021-03-09,10.18
2021-03-10,10.18
2021-03-11,10.18
2021-03-12,10.18
2021-03-13,10.18
2021-03-14,10.18
2021-03-15,10.18
2021-03-16,10.18
2021-03-17,10.18
2021-03-18,12.223
2021-03-19,13.49
2021-03-20,13.49
2021-03-21,13.49
2021-03-22,13.49
2021-03-23,13.49
2021-03-24,13.49
2021-03-25,13.345
2021-03-26,13.345
2021-03-27,13.345
2021-03-28,13.345
2021-03-29,13.345
2021-03-30,13.345
2021-03-31,13.345
2021-04-01,13.345
2021-04-02,13.345
2021-04-03,13.345
2021-04-04,13.345
2021-04-05,13.345
2021-04-06,13.345
2021-04-07,13.345
2021-04-08,13.688
2021-04-09,13.688
2021-04-10,13.688
2021-04-11,13.688
2021-04-12,13.688
2021-04-13,13.688
2021-04-14,13.688
2021-04-15,13.688
2021-04-16,13.883
2021-04-17,13.883
2021-04-18,13.883
2021-04-19,13.883
2021-04-20,13.883
2021-04-21,13.883
2021-04-22,13.883
2021-04-23,13.883
2021-04-24,13.883
2021-04-25,13.883
2021-04-26,13.883
2021-04-27,13.883
2021-04-28,13.883
2021-04-29,14.01
2021-04-30,14.01
2021-05-01,14.01
2021-05-02,14.01
2021-05-03,14.01
2021-05-04,14.01
2021-05-05,14.01
2021-05-06,14.01
2021-05-07,14.01
2021-05-08,14.01
2021-05-09,14.01
2021-05-10,14.01
2021-05-11,14.01
2021-05-12,14.01
2021-05-13,14.01
2021-05-14,14.01
2021-05-15,14.01
2021-05-16,14.01
2021-05-17,14.01
2021-05-18,14.01
2021-05-19,14.01
2021-05-20,14.01
2021-05-21,14.01
2021-05-22,14.01
2021-05-23,14.01
2021-05-24,14.054
2021-05-25,14.054
2021-05-26,14.338
2021-05-27,14.884
2021-05-28,14.884
2021-05-29,15.068
2021-05-30,15.068
2021-05-31,15.068
2021-06-01,15.068
2021-06-02,15.068
2021-06-03,15.068
2021-06-04,15.068
2021-06-05,15.068
2021-06-06,15.068
2021-06-07,15.068
2021-06-08,15.068
2021-06-09,15.068
2021-06-10,15.068
2021-06-11,15.068
2021-06-12,15.068
2021-06-13,15.068
2021-06-14,15.068
2021-06-15,15.068
2021-06-16,15.068
2021-06-17,15.068
2021-06-18,15.068
2021-06-19,15.068
2021-06-20,15.068
2021-06-21,15.068
2021-06-22,15.068
2021-06-23,15.068
2021-06-24,15.068
2021-06-25,15.068
2021-06-26,15.068
2021-06-27,15.068
2021-06-28,15.068
2021-06-29,15.068
2021-06-30,15.068
2021-07-01,15.068
2021-07-02,15.068
2021-07-03,15.068
2021-07-04,15.068
2021-07-05,15.068
2021-07-06,15.068
2021-07-07,15.068
2021-07-08,15.068
2021-07-09,15.068
2021-07-10,15.068
2021-07-11,15.068
2021-07-12,15.068
2021-07-13,15.068
2021-07-14,15.068
2021-07-15,15.068
2021-07-16,15.068
2021-07-17,15.068
2021-07-18,15.068
2021-07-19,15.068
2021-07-20,15.068
2021-07-21,15.068
2021-07-22,15.068
2021-07-23,15.068
2021-07-24,15.068
2021-07-25,15.068
2021-07-26,15.068
2021-07-27,15.068
2021-07-28,15.068
2021-07-29,15.068
2021-07-30,15.068
2021-07-31,15.068
2021-08-01,15.068
2021-08-02,15.068
2021-08-03,15.068
2021-08-04,15.068
2021-08-05,15.068
2021-08-06,15.068
2021-08-07,15.068
2021-08-08,15.068
2021-08-09,15.068
2021-08-10,15.068
2021-08-11,15.068
2021-08-12,15.068
2021-08-13,15.068
2021-08-14,15.068
2021-08-15,15.068
2021-08-16,15.06
2021-08-17,15.06
2021-08-18,15.06
2021-08-19,15.06
2021-08-20,15.06
2021-08-21,15.06
2021-08-22,15.06
2021-08-23,15.06
2021-08-24,15.06
2021-08-25,15.06
2021-08-26,16.445
2021-08-27,16.445
2021-08-28,16.445
2021-08-29,16.445
2021-08-30,16.445
2021-08-31,16.858
2021-09-01,16.858
2021-09-02,16.858
2021-09-03,16.858
2021-09-04,16.858
2021-09-05,16.858
2021-09-06,16.858
2021-09-07,16.858
2021-09-08,16.858
2021-09-09,16.858
2021-09-10,16.858
2021-09-11,16.858
2021-09-12,16.858
2021-09-13,16.858
2021-09-14,16.858
2021-09-15,16.858
2021-09-16,16.858
2021-09-17,16.858
2021-09-18,16.858
2021-09-19,16.858
2021-09-20,16.858
2021-09-21,16.858
2021-09-22,16.858
2021-09-23,16.858
2021-09-24,17.174
2021-09-25,17.174
2021-09-26,17.174
2021-09-27,17.174
2021-09-28,17.174
2021-09-29,17.174
2021-09-30,17.174
2021-10-01,17.174
2021-10-02,17.174
2021-10-03,17.174
2021-10-04,17.174
2021-10-05,17.174
2021-10-06,17.174
2021-10-07,17.174
2021-10-08,17.174
2021-10-09,17.174
2021-10-10,17.174
2021-10-11,17.174
2021-10-12,17.174
2021-10-13,17.174
2021-10-14,17.174
2021-10-15,17.174
2021-10-16,17.174
2021-10-17,17.174
2021-10-18,17.174
2021-10-19,17.174
2021-10-20,17.174
2021-10-21,17.174
2021-10-22,17.174
2021-10-23,17.174
2021-10-24,17.174
2021-10-25,17.174
2021-10-26,17.174
2021-10-27,17.174
2021-10-28,17.174
2021-10-29,17.174
2021-10-30,17.174
2021-10-31,17.174
2021-11-01,17.174
2021-11-02,17.174
2021-11-03,17.174
2021-11-04,17.174
2021-11-05,17.174
2021-11-06,17.174
2021-11-07,17.174
2021-11-08,17.174
2021-11-09,17.174
2021-11-10,17.174
2021-11-11,17.174
2021-11-12,17.2
2021-11-13,17.2
2021-11-14,17.2
2021-11-15,17.2
2021-11-16,17.2
2021-11-17,17.2
2021-11-18,17.2
2021-11-19,17.152
2021-11-20,17.152
2021-11-21,17.152
2021-11-22,17.49
2021-11-23,17.49
2021-11-24,17.83
2021-11-25,17.83
2021-11-26,17.83
2021-11-27,17.83
2021-11-28,17.83
2021-11-29,17.83
2021-11-30,17.83
2021-12-01,17.83
2021-12-02,17.83
2021-12-03,17.83
2021-12-04,17.83
2021-12-05,17.83
2021-12-06,17.83
2021-12-07,17.83
2021-12-08,17.83
2021-12-09,17.83
2021-12-10,17.83
2021-12-11,17.83
2021-12-12,17.83
2021-12-13,17.83
2021-12-14,17.83
2021-12-15,17.83
2021-12-16,17.83
2021-12-17,17.83
2021-12-18,17.83
2021-12-19,17.83
2021-12-20,17.83
2021-12-21,17.83
2021-12-22,17.83
2021-12-23,17.83
2021-12-24,17.83
2021-12-25,17.83
2021-12-26,17.83
2021-12-27,17.83
2021-12-28,17.83
2021-12-29,17.83
2021-12-30,17.83
2021-12-31,17.83
2022-01-01,17.83
2022-01-02,17.83
2022-01-03,17.83
2022-01-04,17.83
2022-01-05,17.83
2022-01-06,17.83
2022-01-07,17.83
2022-01-08,17.83
2022-01-09,17.83
2022-01-10,17.83
2022-01-11,17.83
2022-01-12,17.83
2022-01-13,18.658
2022-01-14,18.658
2022-01-15,18.658
2022-01-16,18.658
2022-01-17,18.658
2022-01-18,18.658
2022-01-19,18.658
2022-01-20,18.658
2022-01-21,18.658
2022-01-22,18.658
2022-01-23,18.658
2022-01-24,18.658
2022-01-25,18.658
2022-01-26,18.658
2022-01-27,18.658
2022-01-28,18.658
2022-01-29,18.658
2022-01-30,18.658
2022-01-31,18.658
2022-02-01,18.658
2022-02-02,18.658
2022-02-03,18.658
2022-02-04,18.658
2022-02-05,18.658
2022-02-06,18.658
2022-02-07,18.658
2022-02-08,18.658
2022-02-09,18.658
2022-02-10,18.658
2022-02-11,18.658
2022-02-12,18.658
2022-02-13,18.658
2022-02-14,18.658
2022-02-15,18.658
2022-02-16,18.658
2022-02-17,18.658
2022-02-18,18.658
2022-02-19,18.658
2022-02-20,18.658
2022-02-21,18.658
2022-02-22,18.658
2022-02-23,18.658
2022-02-24,18.658
2022-02-25,18.658
2022-02-26,18.658
2022-02-27,18.658
2022-02-28,18.535
2022-03-01,18.535
2022-03-02,18.535
2022-03-03,18.535
2022-03-04,18.535
2022-03-05,18.535
2022-03-06,18.535
2022-03-07,18.535
2022-03-08,18.535
2022-03-09,18.535
2022-03-10,18.535
2022-03-11,18.535
2022-03-12,18.535
2022-03-13,18.535
2022-03-14,18.535
2022-03-15,18.535
2022-03-16,18.535
2022-03-17,18.565
2022-03-18,18.565
2022-03-19,18.95
2022-03-20,18.95
2022-03-21,18.95
2022-03-22,18.95
2022-03-23,18.95
2022-03-24,18.95
2022-03-25,18.95
2022-03-26,18.95
2022-03-27,18.95
2022-03-28,18.95
2022-03-29,18.95
2022-03-30,18.95
2022-03-31,18.95
2022-04-01,18.95
2022-04-02,18.95
2022-04-03,18.95
2022-04-04,18.864
2022-04-05,18.864
2022-04-06,18.864
2022-04-07,18.864
2022-04-08,18.864
2022-04-09,18.864
2022-04-10,18.864
2022-04-11,18.864
2022-04-12,18.864
2022-04-13,18.864
2022-04-14,18.864
2022-04-15,18.864
2022-04-16,18.864
2022-04-17,18.864
2022-04-18,18.864
2022-04-19,18.864
2022-04-20,18.864
2022-04-21,18.864
2022-04-22,18.864
2022-04-23,18.864
2022-04-24,18.864
2022-04-25,18.864
2022-04-26,18.864
2022-04-27,18.864
2022-04-28,18.864
2022-04-29,18.864
2022-04-30,18.864
2022-05-01,18.864
2022-05-02,18.864
2022-05-03,18.864
2022-05-04,18.864
2022-05-05,18.864
2022-05-06,18.864
2022-05-07,18.864
2022-05-08,18.864
2022-05-09,18.864
2022-05-10,18.864
2022-05-11,18.864
2022-05-12,18.864
2022-05-13,18.864
2022-05-14,18.864
2022-05-15,18.864
2022-05-16,18.864
2022-05-17,19.028
2022-05-18,19.028
2022-05-19,19.028
2022-05-20,19.028
2022-05-21,19.028
2022-05-22,19.028
2022-05-23,19.028
2022-05-24,19.028
2022-05-25,19.028
2022-05-26,18.403
2022-05-27,18.403
2022-05-28,18.456
2022-05-29,18.456
2022-05-30,18.456
2022-05-31,18.456
2022-06-01,18.456
2022-06-02,18.456
2022-06-03,18.456
2022-06-04,18.456
2022-06-05,18.456
2022-06-06,18.456
2022-06-07,18.456
2022-06-08,18.456
2022-06-09,18.456
2022-06-10,18.593
2022-06-11,18.593
2022-06-12,18.593
2022-06-13,18.593
2022-06-14,18.593
2022-06-15,18.593
2022-06-16,18.593
2022-06-17,18.593
2022-06-18,18.593
2022-06-19,18.593
2022-06-20,18.593
2022-06-21,18.593
2022-06-22,18.593
2022-06-23,18.593
2022-06-24,18.593
2022-06-25,18.593
2022-06-26,18.593
2022-06-27,18.593
2022-06-28,18.593
2022-06-29,18.593
2022-06-30,18.593
2022-07-01,18.593
2022-07-02,18.593
2022-07-03,18.593
2022-07-04,18.593
2022-07-05,18.593
2022-07-06,18.593
2022-07-07,18.593
2022-07-08,18.593
2022-07-09,18.593
2022-07-10,18.593
2022-07-11,18.593
2022-07-12,18.593
2022-07-13,18.593
2022-07-14,18.593
2022-07-15,18.593
2022-07-16,18.593
2022-07-17,18.593
2022-07-18,18.593
2022-07-19,18.593
2022-07-20,18.593
2022-07-21,18.593
2022-07-22,18.593
2022-07-23,18.593
2022-07-24,18.593
2022-07-25,18.593
2022-07-26,18.593
2022-07-27,18.593
2022-07-28,18.593
2022-07-29,18.593
2022-07-30,18.593
2022-07-31,18.593
2022-08-01,18.593
2022-08-02,18.593
2022-08-03,18.593
2022-08-04,18.593
2022-08-05,18.593
2022-08-06,18.593
2022-08-07,18.593
2022-08-08,18.593
2022-08-09,18.593
2022-08-10,18.593
2022-08-11,18.593
2022-08-12,18.593
2022-08-13,18.593
2022-08-14,18.593
2022-08-15,18.593
2022-08-16,18.593
2022-08-17,18.55
2022-08-18,18.55
2022-08-19,18.55
2022-08-20,18.55
2022-08-21,18.55
2022-08-22,18.55
2022-08-23,18.55
2022-08-24,18.55
2022-08-25,18.345
2022-08-26,18.345
2022-08-27,18.345
2022-08-28,18.345
2022-08-29,18.345
2022-08-30,18.345
2022-08-31,18.345
2022-09-01,18.457
2022-09-02,18.457
2022-09-03,18.457
2022-09-04,18.457
2022-09-05,18.457
2022-09-06,18.457
2022-09-07,18.457
2022-09-08,18.457
2022-09-09,18.457
2022-09-10,18.695
2022-09-11,18.695
2022-09-12,18.695
2022-09-13,18.695
2022-09-14,18.695
2022-09-15,18.695
2022-09-16,18.695
2022-09-17,18.695
2022-09-18,18.695
2022-09-19,18.695
2022-09-20,18.695
