,PEP US Equity
2022-09-05,8.528
2022-09-06,8.528
2022-09-07,8.528
2022-09-08,8.528
2022-09-09,8.528
2022-09-10,8.528
2022-09-11,8.528
2022-09-12,8.528
2022-09-13,8.528
2022-09-14,8.528
2022-09-15,8.528
2022-09-16,8.528
2022-09-17,8.528
2022-09-18,8.528
2022-09-19,8.528
2022-09-20,8.543
2022-09-21,8.543
2022-09-22,8.543
2022-09-23,8.543
2022-09-24,8.543
2022-09-25,8.543
2022-09-26,8.548
2022-09-27,8.548
2022-09-28,8.548
2022-09-29,8.548
2022-09-30,8.548
2022-10-01,8.548
2022-10-02,8.502
2022-10-03,8.482
2022-10-04,8.482
2022-10-05,8.482
2022-10-06,8.482
2022-10-07,8.482
2022-10-08,8.482
2022-10-09,8.482
2022-10-10,8.482
2022-10-11,8.45
2022-10-12,8.482
2022-10-13,8.486
2022-10-14,8.486
2022-10-15,8.486
2022-10-16,8.486
2022-10-17,8.486
2022-10-18,8.612
2022-10-19,8.612
2022-10-20,8.612
2022-10-21,8.612
2022-10-22,8.612
2022-10-23,8.612
2022-10-24,8.612
2022-10-25,8.612
2022-10-26,8.612
2022-10-27,8.612
2022-10-28,8.612
2022-10-29,8.612
2022-10-30,8.612
2022-10-31,8.612
2022-11-01,8.612
2022-11-02,8.62
2022-11-03,8.62
2022-11-04,8.515
2022-11-05,8.515
2022-11-06,8.515
2022-11-07,8.515
2022-11-08,8.515
2022-11-09,8.515
2022-11-10,8.515
2022-11-11,8.515
2022-11-12,8.515
2022-11-13,8.515
2022-11-14,8.515
2022-11-15,8.515
2022-11-16,8.515
2022-11-17,8.515
2022-11-18,8.515
2022-11-19,8.515
2022-11-20,8.515
2022-11-21,8.515
2022-11-22,8.515
2022-11-23,8.515
2022-11-24,8.515
2022-11-25,8.515
2022-11-26,8.515
2022-11-27,8.515
2022-11-28,8.515
2022-11-29,8.515
2022-11-30,8.515
2022-12-01,8.515
2022-12-02,8.515
2022-12-03,8.515
2022-12-04,8.515
2022-12-05,8.518
2022-12-06,8.518
2022-12-07,8.518
2022-12-08,8.518
2022-12-09,8.518
2022-12-10,8.518
2022-12-11,8.518
2022-12-12,8.518
2022-12-13,8.518
2022-12-14,8.518
2022-12-15,8.518
2022-12-16,8.514
2022-12-17,8.514
2022-12-18,8.514
2022-12-19,8.514
2022-12-20,8.514
2022-12-21,8.514
2022-12-22,8.514
2022-12-23,8.514
2022-12-24,8.514
2022-12-25,8.514
2022-12-26,8.514
2022-12-27,8.514
2022-12-28,8.514
2022-12-29,8.514
2022-12-30,8.514
2022-12-31,8.514
2023-01-01,8.514
2023-01-02,8.514
2023-01-03,8.509
2023-01-04,8.509
2023-01-05,8.509
2023-01-06,8.509
2023-01-07,8.509
2023-01-08,8.509
2023-01-09,8.509
2023-01-10,8.509
2023-01-11,8.516
2023-01-12,8.529
2023-01-13,8.529
2023-01-14,8.529
2023-01-15,8.529
2023-01-16,8.529
2023-01-17,8.508
2023-01-18,8.508
2023-01-19,8.508
2023-01-20,8.512
2023-01-21,8.512
2023-01-22,8.512
2023-01-23,8.512
2023-01-24,8.512
2023-01-25,8.512
2023-01-26,8.512
2023-01-27,8.508
2023-01-28,8.508
2023-01-29,8.508
2023-01-30,8.508
2023-01-31,8.508
2023-02-01,8.504
2023-02-02,8.504
2023-02-03,8.504
2023-02-04,8.504
2023-02-05,8.504
2023-02-06,8.504
2023-02-07,8.504
2023-02-08,8.504
2023-02-09,8.52
2023-02-10,8.509
2023-02-11,8.509
2023-02-12,8.509
2023-02-13,8.468
2023-02-14,8.468
2023-02-15,8.468
2023-02-16,8.452
2023-02-17,8.452
2023-02-18,8.452
2023-02-19,8.452
2023-02-20,8.451
2023-02-21,8.451
2023-02-22,8.451
2023-02-23,8.45
2023-02-24,8.45
2023-02-25,8.45
2023-02-26,8.45
2023-02-27,8.45
2023-02-28,8.45
2023-03-01,8.45
2023-03-02,8.45
2023-03-03,8.449
2023-03-04,8.449
2023-03-05,8.449
2023-03-06,8.449
2023-03-07,8.463
2023-03-08,8.463
2023-03-09,8.463
2023-03-10,8.463
2023-03-11,8.463
2023-03-12,8.463
2023-03-13,8.463
2023-03-14,8.463
2023-03-15,8.463
2023-03-16,8.463
2023-03-17,8.468
2023-03-18,8.468
2023-03-19,8.468
2023-03-20,8.468
2023-03-21,8.468
2023-03-22,8.468
2023-03-23,8.468
2023-03-24,8.468
2023-03-25,8.468
2023-03-26,8.468
2023-03-27,8.468
2023-03-28,8.468
2023-03-29,8.468
2023-03-30,8.468
2023-03-31,8.468
2023-04-01,8.468
2023-04-02,8.468
2023-04-03,8.466
2023-04-04,8.466
2023-04-05,8.466
2023-04-06,8.473
2023-04-07,8.473
2023-04-08,8.473
2023-04-09,8.473
2023-04-10,8.473
2023-04-11,8.473
2023-04-12,8.473
2023-04-13,8.478
2023-04-14,8.478
2023-04-15,8.478
2023-04-16,8.478
2023-04-17,8.479
2023-04-18,8.477
2023-04-19,8.477
2023-04-20,8.479
2023-04-21,8.479
2023-04-22,8.479
2023-04-23,8.479
2023-04-24,8.479
2023-04-25,8.511
2023-04-26,8.529
2023-04-27,8.527
2023-04-28,8.544
2023-04-29,8.544
2023-04-30,8.544
2023-05-01,8.544
2023-05-02,8.539
2023-05-03,8.539
2023-05-04,8.539
2023-05-05,8.539
2023-05-06,8.539
2023-05-07,8.539
2023-05-08,8.539
2023-05-09,8.533
2023-05-10,8.533
2023-05-11,8.533
2023-05-12,8.533
2023-05-13,8.533
2023-05-14,8.533
2023-05-15,8.533
2023-05-16,8.533
2023-05-17,8.533
2023-05-18,8.533
2023-05-19,8.549
2023-05-20,8.549
2023-05-21,8.549
2023-05-22,8.549
2023-05-23,8.549
2023-05-24,8.549
2023-05-25,8.549
2023-05-26,8.549
2023-05-27,8.549
2023-05-28,8.549
2023-05-29,8.549
2023-05-30,8.556
2023-05-31,8.556
2023-06-01,8.556
2023-06-02,8.556
2023-06-03,8.556
2023-06-04,8.556
2023-06-05,8.556
2023-06-06,8.556
2023-06-07,8.556
2023-06-08,8.556
2023-06-09,8.556
2023-06-10,8.556
2023-06-11,8.556
2023-06-12,8.556
2023-06-13,8.556
2023-06-14,8.556
2023-06-15,8.556
2023-06-16,8.556
2023-06-17,8.556
2023-06-18,8.556
2023-06-19,8.556
2023-06-20,8.556
2023-06-21,8.556
2023-06-22,8.556
2023-06-23,8.556
2023-06-24,8.556
2023-06-25,8.556
2023-06-26,8.556
2023-06-27,8.556
2023-06-28,8.556
2023-06-29,8.557
2023-06-30,8.537
2023-07-01,8.537
2023-07-02,8.537
2023-07-03,8.537
2023-07-04,8.537
2023-07-05,8.537
2023-07-06,8.539
2023-07-07,8.539
2023-07-08,8.539
2023-07-09,8.539
2023-07-10,8.541
2023-07-11,8.539
2023-07-12,8.539
2023-07-13,8.624
2023-07-14,8.662
2023-07-15,8.662
2023-07-16,8.662
2023-07-17,8.675
2023-07-18,8.704
2023-07-19,8.704
2023-07-20,8.704
2023-07-21,8.704
2023-07-22,8.704
2023-07-23,8.704
2023-07-24,8.704
2023-07-25,8.704
2023-07-26,8.688
2023-07-27,8.684
2023-07-28,8.684
2023-07-29,8.684
2023-07-30,8.684
2023-07-31,8.684
2023-08-01,8.684
2023-08-02,8.684
2023-08-03,8.684
2023-08-04,8.684
2023-08-05,8.684
2023-08-06,8.684
2023-08-07,8.684
2023-08-08,8.684
2023-08-09,8.684
2023-08-10,8.684
2023-08-11,8.684
2023-08-12,8.684
2023-08-13,8.684
2023-08-14,8.684
2023-08-15,8.684
2023-08-16,8.684
2023-08-17,8.684
2023-08-18,8.684
2023-08-19,8.684
2023-08-20,8.684
2023-08-21,8.684
2023-08-22,8.684
2023-08-23,8.684
2023-08-24,8.684
2023-08-25,8.684
2023-08-26,8.684
2023-08-27,8.684
2023-08-28,8.684
2023-08-29,8.695
2023-08-30,8.695
2023-08-31,8.695
2023-09-01,8.695
2023-09-02,8.695
2023-09-03,8.695
2023-09-04,8.695
2023-09-05,8.695
2023-09-06,8.695
2023-09-07,8.695
2023-09-08,8.695
2023-09-09,8.695
2023-09-10,8.695
2023-09-11,8.695
2023-09-12,8.695
2023-09-13,8.695
2023-09-14,8.695
2023-09-15,8.695
2023-09-16,8.695
2023-09-17,8.695
2023-09-18,8.695
2023-09-19,8.695
2023-09-20,8.695
2023-09-21,8.695
2023-09-22,8.695
2023-09-23,8.695
2023-09-24,8.695
2023-09-25,8.695
2023-09-26,8.695
2023-09-27,8.695
2023-09-28,8.695
2023-09-29,8.695
2023-09-30,8.695
2023-10-01,8.695
2023-10-02,8.691
2023-10-03,8.691
2023-10-04,8.691
2023-10-05,8.691
2023-10-06,8.679
2023-10-07,8.679
2023-10-08,8.679
2023-10-09,8.673
2023-10-10,8.704
2023-10-11,8.716
2023-10-12,8.724
2023-10-13,8.724
2023-10-14,8.724
2023-10-15,8.724
2023-10-16,8.728
2023-10-17,8.731
2023-10-18,8.756
2023-10-19,8.756
2023-10-20,8.755
2023-10-21,8.755
2023-10-22,8.755
2023-10-23,8.755
2023-10-24,8.755
2023-10-25,8.778
2023-10-26,8.763
2023-10-27,8.762
2023-10-28,8.762
2023-10-29,8.762
2023-10-30,8.762
2023-10-31,8.762
2023-11-01,8.762
2023-11-02,8.762
2023-11-03,8.762
2023-11-04,8.762
2023-11-05,8.762
2023-11-06,8.762
2023-11-07,8.762
2023-11-08,8.762
2023-11-09,8.762
2023-11-10,8.762
2023-11-11,8.762
2023-11-12,8.766
2023-11-13,8.766
2023-11-14,8.766
2023-11-15,8.766
2023-11-16,8.766
2023-11-17,8.766
2023-11-18,8.766
2023-11-19,8.766
2023-11-20,8.766
2023-11-21,8.766
2023-11-22,8.766
2023-11-23,8.766
2023-11-24,8.766
2023-11-25,8.766
2023-11-26,8.766
2023-11-27,8.766
2023-11-28,8.766
2023-11-29,8.766
2023-11-30,8.766
2023-12-01,8.766
2023-12-02,8.766
2023-12-03,8.766
2023-12-04,8.766
2023-12-05,8.766
2023-12-06,8.766
2023-12-07,8.766
2023-12-08,8.766
2023-12-09,8.766
2023-12-10,8.766
2023-12-11,8.766
2023-12-12,8.766
2023-12-13,8.766
2023-12-14,8.766
2023-12-15,8.766
2023-12-16,8.766
2023-12-17,8.766
2023-12-18,8.766
2023-12-19,8.768
2023-12-20,8.768
2023-12-21,8.768
2023-12-22,8.768
2023-12-23,8.768
2023-12-24,8.768
2023-12-25,8.768
2023-12-26,8.768
2023-12-27,8.768
2023-12-28,8.768
2023-12-29,8.768
2023-12-30,8.768
2023-12-31,8.768
2024-01-01,8.768
2024-01-02,8.768
2024-01-03,8.768
2024-01-04,8.768
2024-01-05,8.768
2024-01-06,8.768
2024-01-07,8.768
2024-01-08,8.768
2024-01-09,8.768
2024-01-10,8.768
2024-01-11,8.768
2024-01-12,8.767
2024-01-13,8.767
2024-01-14,8.767
2024-01-15,8.767
2024-01-16,8.767
2024-01-17,8.767
2024-01-18,8.767
2024-01-19,8.767
2024-01-20,8.767
2024-01-21,8.767
2024-01-22,8.767
2024-01-23,8.767
2024-01-24,8.767
2024-01-25,8.766
2024-01-26,8.763
2024-01-27,8.763
2024-01-28,8.763
2024-01-29,8.768
2024-01-30,8.768
2024-01-31,8.768
2024-02-01,8.768
2024-02-02,8.768
2024-02-03,8.768
2024-02-04,8.768
2024-02-05,8.771
2024-02-06,8.771
2024-02-07,8.771
2024-02-08,8.771
2024-02-09,8.772
2024-02-10,8.772
2024-02-11,8.769
2024-02-12,8.789
2024-02-13,8.789
2024-02-14,8.797
2024-02-15,8.797
2024-02-16,8.797
2024-02-17,8.797
2024-02-18,8.797
2024-02-19,8.799
2024-02-20,8.799
2024-02-21,8.8
2024-02-22,8.809
2024-02-23,8.804
2024-02-24,8.804
2024-02-25,8.804
2024-02-26,8.804
2024-02-27,8.804
2024-02-28,8.804
2024-02-29,8.804
2024-03-01,8.804
2024-03-02,8.804
2024-03-03,8.804
2024-03-04,8.804
2024-03-05,8.804
2024-03-06,8.804
2024-03-07,8.804
2024-03-08,8.804
2024-03-09,8.804
2024-03-10,8.804
2024-03-11,8.804
2024-03-12,8.804
2024-03-13,8.813
2024-03-14,8.813
2024-03-15,8.813
2024-03-16,8.813
2024-03-17,8.813
2024-03-18,8.813
2024-03-19,8.813
2024-03-20,8.813
2024-03-21,8.813
2024-03-22,8.813
2024-03-23,8.813
2024-03-24,8.813
2024-03-25,8.813
2024-03-26,8.813
2024-03-27,8.813
2024-03-28,8.813
2024-03-29,8.813
2024-03-30,8.813
2024-03-31,8.813
2024-04-01,8.813
2024-04-02,8.813
2024-04-03,8.808
2024-04-04,8.808
2024-04-05,8.809
2024-04-06,8.809
2024-04-07,8.809
2024-04-08,8.809
2024-04-09,8.809
2024-04-10,8.809
2024-04-11,8.809
2024-04-12,8.809
2024-04-13,8.809
2024-04-14,8.809
2024-04-15,8.808
2024-04-16,8.809
2024-04-17,8.808
2024-04-18,8.808
2024-04-19,8.805
2024-04-20,8.805
2024-04-21,8.805
2024-04-22,8.805
2024-04-23,8.82
2024-04-24,8.821
2024-04-25,8.823
2024-04-26,8.818
2024-04-27,8.818
2024-04-28,8.818
2024-04-29,8.818
2024-04-30,8.818
2024-05-01,8.818
