,LMT US Equity
2019-06-08,
2019-06-09,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-15,
2019-06-16,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-22,
2019-06-23,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-06-29,
2019-06-30,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-04,
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-13,
2019-07-14,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-20,
2019-07-21,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-27,
2019-07-28,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-03,
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-28,
2019-09-29,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-05,
2019-10-06,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-12,
2019-10-13,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,
2019-10-23,27.24
2019-10-24,27.24
2019-10-25,27.24
2019-10-26,27.24
2019-10-27,27.24
2019-10-28,27.24
2019-10-29,27.24
2019-10-30,27.24
2019-10-31,27.24
2019-11-01,27.24
2019-11-02,27.24
2019-11-03,27.24
2019-11-04,27.24
2019-11-05,27.24
2019-11-06,27.24
2019-11-07,27.24
2019-11-08,27.24
2019-11-09,27.24
2019-11-10,27.24
2019-11-11,27.24
2019-11-12,27.24
2019-11-13,27.24
2019-11-14,27.24
2019-11-15,27.24
2019-11-16,27.24
2019-11-17,27.24
2019-11-18,27.24
2019-11-19,27.24
2019-11-20,27.24
2019-11-21,27.24
2019-11-22,27.24
2019-11-23,27.24
2019-11-24,27.24
2019-11-25,27.24
2019-11-26,27.24
2019-11-27,27.24
2019-11-28,27.24
2019-11-29,27.24
2019-11-30,27.24
2019-12-01,27.24
2019-12-02,27.24
2019-12-03,27.24
2019-12-04,27.24
2019-12-05,27.24
2019-12-06,27.24
2019-12-07,27.24
2019-12-08,27.24
2019-12-09,27.24
2019-12-10,27.24
2019-12-11,27.24
2019-12-12,27.24
2019-12-13,27.24
2019-12-14,27.24
2019-12-15,27.24
2019-12-16,27.24
2019-12-17,27.24
2019-12-18,27.24
2019-12-19,27.24
2019-12-20,27.24
2019-12-21,27.24
2019-12-22,27.24
2019-12-23,27.24
2019-12-24,27.24
2019-12-25,27.24
2019-12-26,27.24
2019-12-27,27.24
2019-12-28,27.24
2019-12-29,27.24
2019-12-30,27.24
2019-12-31,27.24
2020-01-01,27.24
2020-01-02,27.24
2020-01-03,27.24
2020-01-04,27.24
2020-01-05,27.24
2020-01-06,27.24
2020-01-07,27.24
2020-01-08,27.24
2020-01-09,27.24
2020-01-10,27.24
2020-01-11,27.24
2020-01-12,27.24
2020-01-13,27.24
2020-01-14,27.24
2020-01-15,27.24
2020-01-16,27.24
2020-01-17,27.24
2020-01-18,27.24
2020-01-19,27.24
2020-01-20,27.24
2020-01-21,27.24
2020-01-22,27.24
2020-01-23,27.24
2020-01-24,27.24
2020-01-25,27.24
2020-01-26,27.24
2020-01-27,27.24
2020-01-28,27.24
2020-01-29,27.24
2020-01-30,27.24
2020-01-31,27.24
2020-02-01,27.24
2020-02-02,27.24
2020-02-03,27.24
2020-02-04,27.24
2020-02-05,27.24
2020-02-06,27.24
2020-02-07,27.24
2020-02-08,27.24
2020-02-09,27.24
2020-02-10,27.24
2020-02-11,27.24
2020-02-12,27.24
2020-02-13,27.24
2020-02-14,27.24
2020-02-15,27.24
2020-02-16,27.24
2020-02-17,27.24
2020-02-18,27.24
2020-02-19,27.24
2020-02-20,27.24
2020-02-21,27.24
2020-02-22,27.24
2020-02-23,27.24
2020-02-24,27.24
2020-02-25,27.24
2020-02-26,27.24
2020-02-27,27.24
2020-02-28,27.24
2020-02-29,27.24
2020-03-01,27.24
2020-03-02,27.24
2020-03-03,27.24
2020-03-04,27.24
2020-03-05,27.24
2020-03-06,27.24
2020-03-07,27.24
2020-03-08,27.24
2020-03-09,27.24
2020-03-10,27.24
2020-03-11,27.24
2020-03-12,27.24
2020-03-13,27.24
2020-03-14,27.24
2020-03-15,27.24
2020-03-16,27.24
2020-03-17,27.24
2020-03-18,27.24
2020-03-19,27.24
2020-03-20,27.24
2020-03-21,27.24
2020-03-22,27.24
2020-03-23,27.24
2020-03-24,27.24
2020-03-25,27.24
2020-03-26,27.24
2020-03-27,27.24
2020-03-28,27.24
2020-03-29,27.24
2020-03-30,27.24
2020-03-31,27.24
2020-04-01,27.24
2020-04-02,27.24
2020-04-03,27.24
2020-04-04,27.24
2020-04-05,27.24
2020-04-06,27.24
2020-04-07,27.24
2020-04-08,27.24
2020-04-09,27.24
2020-04-10,27.24
2020-04-11,27.24
2020-04-12,27.24
2020-04-13,27.24
2020-04-14,27.24
2020-04-15,27.24
2020-04-16,27.24
2020-04-17,27.24
2020-04-18,27.24
2020-04-19,27.24
2020-04-20,27.24
2020-04-21,26.605
2020-04-22,28.81
2020-04-23,28.81
2020-04-24,28.81
2020-04-25,28.81
2020-04-26,28.81
2020-04-27,28.81
2020-04-28,28.81
2020-04-29,28.81
2020-04-30,28.81
2020-05-01,28.81
2020-05-02,28.81
2020-05-03,28.81
2020-05-04,28.81
2020-05-05,28.81
2020-05-06,28.81
2020-05-07,28.81
2020-05-08,28.81
2020-05-09,28.81
2020-05-10,28.81
2020-05-11,28.81
2020-05-12,28.81
2020-05-13,28.81
2020-05-14,28.81
2020-05-15,28.81
2020-05-16,28.81
2020-05-17,28.81
2020-05-18,28.81
2020-05-19,28.81
2020-05-20,28.81
2020-05-21,28.81
2020-05-22,28.81
2020-05-23,28.81
2020-05-24,28.81
2020-05-25,28.81
2020-05-26,28.81
2020-05-27,28.81
2020-05-28,28.81
2020-05-29,28.81
2020-05-30,28.81
2020-05-31,28.81
2020-06-01,28.81
2020-06-02,28.81
2020-06-03,28.81
2020-06-04,28.81
2020-06-05,28.81
2020-06-06,28.81
2020-06-07,28.81
2020-06-08,28.81
2020-06-09,28.81
2020-06-10,28.81
2020-06-11,28.81
2020-06-12,28.81
2020-06-13,28.81
2020-06-14,28.81
2020-06-15,28.81
2020-06-16,28.81
2020-06-17,28.81
2020-06-18,28.81
2020-06-19,28.81
2020-06-20,28.81
2020-06-21,28.81
2020-06-22,28.81
2020-06-23,28.81
2020-06-24,28.81
2020-06-25,28.81
2020-06-26,28.81
2020-06-27,28.81
2020-06-28,28.81
2020-06-29,28.81
2020-06-30,28.81
2020-07-01,28.81
2020-07-02,28.81
2020-07-03,28.81
2020-07-04,28.81
2020-07-05,28.81
2020-07-06,28.81
2020-07-07,28.81
2020-07-08,28.81
2020-07-09,28.81
2020-07-10,28.81
2020-07-11,28.81
2020-07-12,28.81
2020-07-13,28.81
2020-07-14,28.81
2020-07-15,28.81
2020-07-16,28.81
2020-07-17,28.81
2020-07-18,28.81
2020-07-19,28.81
2020-07-20,28.81
2020-07-21,28.81
2020-07-22,30.427
2020-07-23,30.427
2020-07-24,30.427
2020-07-25,30.427
2020-07-26,30.427
2020-07-27,30.427
2020-07-28,30.427
2020-07-29,30.427
2020-07-30,30.427
2020-07-31,30.427
2020-08-01,30.427
2020-08-02,30.427
2020-08-03,30.427
2020-08-04,30.427
2020-08-05,30.427
2020-08-06,30.427
2020-08-07,30.427
2020-08-08,30.427
2020-08-09,30.427
2020-08-10,30.427
2020-08-11,30.427
2020-08-12,30.427
2020-08-13,30.427
2020-08-14,30.427
2020-08-15,30.427
2020-08-16,30.427
2020-08-17,30.427
2020-08-18,30.427
2020-08-19,30.427
2020-08-20,30.427
2020-08-21,30.427
2020-08-22,30.427
2020-08-23,30.427
2020-08-24,30.427
2020-08-25,30.427
2020-08-26,30.427
2020-08-27,30.427
2020-08-28,30.427
2020-08-29,30.427
2020-08-30,30.427
2020-08-31,30.427
2020-09-01,30.427
2020-09-02,30.427
2020-09-03,30.427
2020-09-04,30.427
2020-09-05,30.427
2020-09-06,30.427
2020-09-07,30.427
2020-09-08,30.427
2020-09-09,30.427
2020-09-10,30.427
2020-09-11,30.427
2020-09-12,30.427
2020-09-13,30.427
2020-09-14,30.427
2020-09-15,30.427
2020-09-16,30.427
2020-09-17,30.427
2020-09-18,30.427
2020-09-19,30.427
2020-09-20,30.427
2020-09-21,30.427
2020-09-22,30.427
2020-09-23,30.427
2020-09-24,30.427
2020-09-25,30.427
2020-09-26,30.427
2020-09-27,30.427
2020-09-28,30.427
2020-09-29,30.427
2020-09-30,30.427
2020-10-01,30.427
2020-10-02,30.427
2020-10-03,30.427
2020-10-04,30.427
2020-10-05,30.427
2020-10-06,30.427
2020-10-07,30.427
2020-10-08,30.427
2020-10-09,30.427
2020-10-10,30.427
2020-10-11,30.427
2020-10-12,30.427
2020-10-13,30.427
2020-10-14,30.427
2020-10-15,30.427
2020-10-16,30.427
2020-10-17,30.427
2020-10-18,30.427
2020-10-19,30.427
2020-10-20,30.76
2020-10-21,31.07
2020-10-22,31.07
2020-10-23,30.31
2020-10-24,30.31
2020-10-25,30.31
2020-10-26,30.31
2020-10-27,30.31
2020-10-28,30.87
2020-10-29,30.87
2020-10-30,30.87
2020-10-31,30.87
2020-11-01,30.87
2020-11-02,30.87
2020-11-03,30.87
2020-11-04,30.87
2020-11-05,30.87
2020-11-06,30.87
2020-11-07,30.87
2020-11-08,30.87
2020-11-09,30.87
2020-11-10,30.87
2020-11-11,30.87
2020-11-12,30.87
2020-11-13,30.87
2020-11-14,30.87
2020-11-15,30.87
2020-11-16,30.87
2020-11-17,30.87
2020-11-18,30.87
2020-11-19,30.87
2020-11-20,30.87
2020-11-21,30.87
2020-11-22,30.87
2020-11-23,30.87
2020-11-24,30.87
2020-11-25,30.87
2020-11-26,30.87
2020-11-27,30.87
2020-11-28,30.87
2020-11-29,30.87
2020-11-30,30.87
2020-12-01,30.87
2020-12-02,30.87
2020-12-03,30.87
2020-12-04,30.87
2020-12-05,30.87
2020-12-06,30.87
2020-12-07,30.87
2020-12-08,30.87
2020-12-09,30.87
2020-12-10,30.87
2020-12-11,30.87
2020-12-12,30.87
2020-12-13,30.87
2020-12-14,30.87
2020-12-15,30.87
2020-12-16,30.87
2020-12-17,30.87
2020-12-18,30.87
2020-12-19,30.87
2020-12-20,30.87
2020-12-21,30.87
2020-12-22,30.87
2020-12-23,30.87
2020-12-24,30.87
2020-12-25,30.87
2020-12-26,30.87
2020-12-27,30.87
2020-12-28,30.87
2020-12-29,30.87
2020-12-30,30.87
2020-12-31,30.87
2021-01-01,30.87
2021-01-02,30.87
2021-01-03,30.87
2021-01-04,30.87
2021-01-05,30.87
2021-01-06,30.87
2021-01-07,30.87
2021-01-08,30.87
2021-01-09,30.87
2021-01-10,30.87
2021-01-11,30.87
2021-01-12,30.87
2021-01-13,30.81
2021-01-14,30.81
2021-01-15,30.81
2021-01-16,30.81
2021-01-17,30.81
2021-01-18,30.81
2021-01-19,30.81
2021-01-20,30.81
2021-01-21,30.81
2021-01-22,30.81
2021-01-23,30.81
2021-01-24,30.81
2021-01-25,30.81
2021-01-26,30.81
2021-01-27,30.423
2021-01-28,30.423
2021-01-29,30.423
2021-01-30,30.423
2021-01-31,30.423
2021-02-01,30.423
2021-02-02,30.423
2021-02-03,30.423
2021-02-04,30.423
2021-02-05,30.423
2021-02-06,30.423
2021-02-07,30.423
2021-02-08,30.423
2021-02-09,30.423
2021-02-10,30.423
2021-02-11,30.423
2021-02-12,30.423
2021-02-13,30.423
2021-02-14,30.423
2021-02-15,30.423
2021-02-16,30.41
2021-02-17,30.41
2021-02-18,30.41
2021-02-19,30.41
2021-02-20,30.41
2021-02-21,30.41
2021-02-22,30.41
2021-02-23,30.41
2021-02-24,30.41
2021-02-25,30.41
2021-02-26,30.41
2021-02-27,30.41
2021-02-28,30.41
2021-03-01,30.41
2021-03-02,30.41
2021-03-03,30.41
2021-03-04,30.41
2021-03-05,30.41
2021-03-06,30.41
2021-03-07,30.41
2021-03-08,30.41
2021-03-09,30.41
2021-03-10,30.41
2021-03-11,30.41
2021-03-12,30.41
2021-03-13,30.41
2021-03-14,30.41
2021-03-15,30.41
2021-03-16,30.41
2021-03-17,30.41
2021-03-18,30.41
2021-03-19,30.41
2021-03-20,30.41
2021-03-21,30.41
2021-03-22,30.41
2021-03-23,30.41
2021-03-24,30.41
2021-03-25,30.41
2021-03-26,30.41
2021-03-27,30.41
2021-03-28,30.41
2021-03-29,30.41
2021-03-30,30.41
2021-03-31,30.41
2021-04-01,30.41
2021-04-02,30.41
2021-04-03,30.41
2021-04-04,30.41
2021-04-05,30.41
2021-04-06,30.41
2021-04-07,30.41
2021-04-08,30.41
2021-04-09,30.41
2021-04-10,30.41
2021-04-11,30.41
2021-04-12,30.41
2021-04-13,30.41
2021-04-14,30.41
2021-04-15,30.41
2021-04-16,30.41
2021-04-17,30.41
2021-04-18,30.41
2021-04-19,30.41
2021-04-20,29.997
2021-04-21,29.433
2021-04-22,29.433
2021-04-23,29.663
2021-04-24,29.663
2021-04-25,29.663
2021-04-26,29.663
2021-04-27,29.663
2021-04-28,29.663
2021-04-29,29.663
2021-04-30,29.663
2021-05-01,29.663
2021-05-02,29.663
2021-05-03,29.663
2021-05-04,29.663
2021-05-05,29.663
2021-05-06,29.663
2021-05-07,29.663
2021-05-08,29.663
2021-05-09,29.663
2021-05-10,29.663
2021-05-11,29.663
2021-05-12,29.663
2021-05-13,29.663
2021-05-14,29.663
2021-05-15,29.663
2021-05-16,29.663
2021-05-17,29.663
2021-05-18,29.663
2021-05-19,29.663
2021-05-20,29.663
2021-05-21,29.663
2021-05-22,29.663
2021-05-23,29.663
2021-05-24,29.663
2021-05-25,29.663
2021-05-26,29.663
2021-05-27,29.663
2021-05-28,29.663
2021-05-29,29.663
2021-05-30,29.663
2021-05-31,29.663
2021-06-01,29.663
2021-06-02,29.663
2021-06-03,29.663
2021-06-04,29.663
2021-06-05,29.663
2021-06-06,29.663
2021-06-07,29.663
2021-06-08,29.663
2021-06-09,29.663
2021-06-10,29.663
2021-06-11,29.663
2021-06-12,29.663
2021-06-13,29.663
2021-06-14,29.663
2021-06-15,29.663
2021-06-16,29.663
2021-06-17,29.663
2021-06-18,29.663
2021-06-19,29.663
2021-06-20,29.663
2021-06-21,29.406
2021-06-22,29.406
2021-06-23,29.406
2021-06-24,29.406
2021-06-25,29.406
2021-06-26,29.406
2021-06-27,29.406
2021-06-28,29.406
2021-06-29,29.406
2021-06-30,29.406
2021-07-01,29.406
2021-07-02,29.406
2021-07-03,29.406
2021-07-04,29.406
2021-07-05,29.406
2021-07-06,29.406
2021-07-07,29.406
2021-07-08,29.406
2021-07-09,29.406
2021-07-10,29.406
2021-07-11,29.406
2021-07-12,29.406
2021-07-13,29.406
2021-07-14,29.406
2021-07-15,29.406
2021-07-16,29.406
2021-07-17,29.406
2021-07-18,29.406
2021-07-19,29.406
2021-07-20,29.406
2021-07-21,29.406
2021-07-22,29.406
2021-07-23,29.406
2021-07-24,29.406
2021-07-25,29.406
2021-07-26,28.735
2021-07-27,28.808
2021-07-28,28.808
2021-07-29,28.808
2021-07-30,28.808
2021-07-31,28.808
2021-08-01,28.808
2021-08-02,28.808
2021-08-03,28.808
2021-08-04,28.808
2021-08-05,28.808
2021-08-06,28.808
2021-08-07,28.808
2021-08-08,28.808
2021-08-09,28.808
2021-08-10,28.808
2021-08-11,28.808
2021-08-12,28.808
2021-08-13,28.808
2021-08-14,28.808
2021-08-15,28.808
2021-08-16,28.808
2021-08-17,28.808
2021-08-18,28.808
2021-08-19,28.808
2021-08-20,28.808
2021-08-21,28.808
2021-08-22,28.808
2021-08-23,28.808
2021-08-24,28.808
2021-08-25,28.808
2021-08-26,28.808
2021-08-27,28.808
2021-08-28,28.808
2021-08-29,28.808
2021-08-30,28.808
2021-08-31,28.808
2021-09-01,28.808
2021-09-02,28.808
2021-09-03,28.808
2021-09-04,28.808
2021-09-05,28.808
2021-09-06,28.808
2021-09-07,28.808
2021-09-08,28.808
2021-09-09,28.808
2021-09-10,28.808
2021-09-11,28.808
2021-09-12,28.808
2021-09-13,28.808
2021-09-14,28.808
2021-09-15,28.808
2021-09-16,28.808
2021-09-17,28.808
2021-09-18,28.808
2021-09-19,28.808
2021-09-20,28.808
2021-09-21,28.808
2021-09-22,28.808
2021-09-23,28.808
2021-09-24,28.808
2021-09-25,28.808
2021-09-26,28.808
2021-09-27,28.808
2021-09-28,28.808
2021-09-29,28.808
2021-09-30,28.808
2021-10-01,28.808
2021-10-02,28.808
2021-10-03,28.808
2021-10-04,28.808
2021-10-05,28.808
2021-10-06,28.808
2021-10-07,28.8
2021-10-08,28.8
2021-10-09,28.8
2021-10-10,28.8
2021-10-11,28.8
2021-10-12,30.298
2021-10-13,30.298
2021-10-14,30.298
2021-10-15,30.298
2021-10-16,30.298
2021-10-17,30.298
2021-10-18,30.51
2021-10-19,30.51
2021-10-20,30.51
2021-10-21,30.51
2021-10-22,30.51
2021-10-23,30.51
2021-10-24,30.51
2021-10-25,30.51
2021-10-26,30.51
2021-10-27,28.038
2021-10-28,27.414
2021-10-29,27.414
2021-10-30,27.414
2021-10-31,27.414
2021-11-01,27.414
2021-11-02,27.414
2021-11-03,27.414
2021-11-04,27.414
2021-11-05,27.414
2021-11-06,27.414
2021-11-07,27.414
2021-11-08,27.414
2021-11-09,27.414
2021-11-10,27.414
2021-11-11,27.414
2021-11-12,27.414
2021-11-13,27.414
2021-11-14,27.414
2021-11-15,27.414
2021-11-16,27.414
2021-11-17,27.414
2021-11-18,27.414
2021-11-19,27.414
2021-11-20,27.414
2021-11-21,27.414
2021-11-22,27.414
2021-11-23,27.414
2021-11-24,27.414
2021-11-25,27.414
2021-11-26,27.414
2021-11-27,27.414
2021-11-28,27.414
2021-11-29,27.414
2021-11-30,27.414
2021-12-01,27.414
2021-12-02,27.414
2021-12-03,27.414
2021-12-04,27.414
2021-12-05,27.414
2021-12-06,27.414
2021-12-07,27.414
2021-12-08,27.414
2021-12-09,27.414
2021-12-10,27.414
2021-12-11,27.414
2021-12-12,27.414
2021-12-13,27.414
2021-12-14,27.414
2021-12-15,27.414
2021-12-16,27.414
2021-12-17,27.414
2021-12-18,27.414
2021-12-19,27.414
2021-12-20,27.414
2021-12-21,27.414
2021-12-22,27.414
2021-12-23,27.414
2021-12-24,27.414
2021-12-25,27.414
2021-12-26,27.414
2021-12-27,27.414
2021-12-28,27.414
2021-12-29,27.414
2021-12-30,27.414
2021-12-31,27.414
2022-01-01,27.414
2022-01-02,27.414
2022-01-03,27.414
2022-01-04,27.507
2022-01-05,27.507
2022-01-06,27.507
2022-01-07,27.507
2022-01-08,27.507
2022-01-09,27.507
2022-01-10,27.507
2022-01-11,27.507
2022-01-12,27.507
2022-01-13,27.507
2022-01-14,27.507
2022-01-15,27.507
2022-01-16,27.507
2022-01-17,27.507
2022-01-18,27.507
2022-01-19,26.818
2022-01-20,26.818
2022-01-21,26.818
2022-01-22,26.818
2022-01-23,26.818
2022-01-24,26.818
2022-01-25,27.232
2022-01-26,27.11
2022-01-27,27.476
2022-01-28,27.476
2022-01-29,27.476
2022-01-30,27.476
2022-01-31,27.476
2022-02-01,27.476
2022-02-02,27.476
2022-02-03,27.476
2022-02-04,27.476
2022-02-05,27.476
2022-02-06,27.476
2022-02-07,28.6
2022-02-08,28.385
2022-02-09,28.385
2022-02-10,28.385
2022-02-11,28.385
2022-02-12,28.385
2022-02-13,28.385
2022-02-14,28.385
2022-02-15,28.385
2022-02-16,28.385
2022-02-17,28.385
2022-02-18,28.385
2022-02-19,28.385
2022-02-20,28.385
2022-02-21,28.385
2022-02-22,28.385
2022-02-23,28.385
2022-02-24,28.385
2022-02-25,28.385
2022-02-26,28.385
2022-02-27,28.703
2022-02-28,28.703
2022-03-01,28.703
2022-03-02,28.703
2022-03-03,28.703
2022-03-04,28.703
2022-03-05,28.703
2022-03-06,28.703
2022-03-07,28.703
2022-03-08,28.703
2022-03-09,28.703
2022-03-10,28.703
2022-03-11,28.703
2022-03-12,28.703
2022-03-13,28.703
2022-03-14,28.703
2022-03-15,28.703
2022-03-16,28.703
2022-03-17,28.703
2022-03-18,28.703
2022-03-19,28.703
2022-03-20,28.703
2022-03-21,28.528
2022-03-22,28.528
2022-03-23,28.528
2022-03-24,28.528
2022-03-25,28.528
2022-03-26,28.528
2022-03-27,28.528
2022-03-28,28.528
2022-03-29,28.528
2022-03-30,28.528
2022-03-31,28.528
2022-04-01,28.63
2022-04-02,28.63
2022-04-03,28.63
2022-04-04,27.89
2022-04-05,27.89
2022-04-06,27.89
2022-04-07,27.89
2022-04-08,27.89
2022-04-09,27.89
2022-04-10,27.89
2022-04-11,28.63
2022-04-12,28.63
2022-04-13,28.63
2022-04-14,27.89
2022-04-15,27.89
2022-04-16,27.89
2022-04-17,27.89
2022-04-18,27.89
2022-04-19,28.412
2022-04-20,28.758
2022-04-21,28.758
2022-04-22,28.758
2022-04-23,28.758
2022-04-24,28.758
2022-04-25,28.758
2022-04-26,28.758
2022-04-27,28.758
2022-04-28,28.758
2022-04-29,28.758
2022-04-30,28.758
2022-05-01,28.758
2022-05-02,28.758
2022-05-03,28.758
2022-05-04,28.758
2022-05-05,28.758
2022-05-06,28.758
2022-05-07,28.758
2022-05-08,28.758
2022-05-09,28.758
2022-05-10,28.758
2022-05-11,28.758
2022-05-12,28.758
2022-05-13,28.856
2022-05-14,28.856
2022-05-15,28.856
2022-05-16,28.856
2022-05-17,28.856
2022-05-18,28.856
2022-05-19,28.856
2022-05-20,28.856
2022-05-21,28.856
2022-05-22,28.856
2022-05-23,28.856
2022-05-24,28.856
2022-05-25,28.856
2022-05-26,28.856
2022-05-27,28.856
2022-05-28,28.856
2022-05-29,28.856
2022-05-30,28.856
2022-05-31,28.856
2022-06-01,29.113
2022-06-02,29.113
2022-06-03,29.113
2022-06-04,29.113
2022-06-05,29.113
2022-06-06,29.113
2022-06-07,29.113
2022-06-08,29.113
2022-06-09,29.113
2022-06-10,29.113
2022-06-11,29.113
2022-06-12,29.113
2022-06-13,29.113
2022-06-14,29.113
2022-06-15,29.113
2022-06-16,29.113
2022-06-17,29.113
2022-06-18,29.113
2022-06-19,29.113
2022-06-20,29.113
2022-06-21,29.113
2022-06-22,29.113
2022-06-23,29.113
2022-06-24,29.113
2022-06-25,29.113
2022-06-26,29.113
2022-06-27,29.113
2022-06-28,29.113
2022-06-29,28.316
2022-06-30,28.304
2022-07-01,28.304
2022-07-02,28.304
2022-07-03,28.304
2022-07-04,28.304
2022-07-05,28.304
2022-07-06,28.304
2022-07-07,28.304
2022-07-08,28.304
2022-07-09,28.304
2022-07-10,28.304
2022-07-11,28.304
2022-07-12,28.304
2022-07-13,28.515
2022-07-14,27.797
2022-07-15,27.797
2022-07-16,27.797
2022-07-17,27.797
2022-07-18,27.797
2022-07-19,28.457
2022-07-20,27.718
2022-07-21,27.552
2022-07-22,27.552
2022-07-23,27.552
2022-07-24,27.552
2022-07-25,27.393
2022-07-26,27.393
2022-07-27,27.393
2022-07-28,27.393
2022-07-29,27.393
2022-07-30,27.393
2022-07-31,27.393
2022-08-01,27.393
2022-08-02,27.393
2022-08-03,27.393
2022-08-04,27.393
2022-08-05,27.393
2022-08-06,27.393
2022-08-07,27.393
2022-08-08,27.393
2022-08-09,27.393
2022-08-10,27.393
2022-08-11,27.393
2022-08-12,27.393
2022-08-13,27.393
2022-08-14,27.393
2022-08-15,27.393
2022-08-16,27.393
2022-08-17,27.393
2022-08-18,27.393
2022-08-19,27.393
2022-08-20,27.393
2022-08-21,27.393
2022-08-22,27.393
2022-08-23,27.393
2022-08-24,27.393
2022-08-25,27.393
2022-08-26,27.393
2022-08-27,27.393
2022-08-28,27.393
2022-08-29,27.393
2022-08-30,27.393
2022-08-31,27.393
2022-09-01,27.397
2022-09-02,27.397
2022-09-03,27.397
2022-09-04,27.397
2022-09-05,27.397
2022-09-06,27.397
2022-09-07,27.397
2022-09-08,27.397
2022-09-09,27.397
2022-09-10,27.397
2022-09-11,27.397
