,LYB US Equity
2019-05-28,14.72
2019-05-29,14.72
2019-05-30,14.72
2019-05-31,14.72
2019-06-01,14.72
2019-06-02,14.72
2019-06-03,14.72
2019-06-04,14.72
2019-06-05,14.72
2019-06-06,14.72
2019-06-07,14.72
2019-06-08,14.72
2019-06-09,14.72
2019-06-10,14.72
2019-06-11,14.72
2019-06-12,14.72
2019-06-13,14.72
2019-06-14,14.72
2019-06-15,14.72
2019-06-16,14.72
2019-06-17,14.72
2019-06-18,14.72
2019-06-19,14.72
2019-06-20,14.72
2019-06-21,14.72
2019-06-22,14.72
2019-06-23,14.72
2019-06-24,14.72
2019-06-25,14.72
2019-06-26,14.72
2019-06-27,14.72
2019-06-28,14.72
2019-06-29,14.72
2019-06-30,14.72
2019-07-01,14.72
2019-07-02,14.72
2019-07-03,14.72
2019-07-04,14.72
2019-07-05,14.72
2019-07-06,14.72
2019-07-07,14.72
2019-07-08,14.72
2019-07-09,14.72
2019-07-10,14.72
2019-07-11,14.72
2019-07-12,14.72
2019-07-13,14.72
2019-07-14,14.72
2019-07-15,14.72
2019-07-16,14.72
2019-07-17,14.72
2019-07-18,14.72
2019-07-19,14.72
2019-07-20,14.72
2019-07-21,14.72
2019-07-22,14.72
2019-07-23,14.72
2019-07-24,14.72
2019-07-25,14.6
2019-07-26,14.6
2019-07-27,14.6
2019-07-28,14.6
2019-07-29,14.6
2019-07-30,14.6
2019-07-31,14.6
2019-08-01,14.6
2019-08-02,14.6
2019-08-03,14.6
2019-08-04,14.6
2019-08-05,18.86
2019-08-06,18.86
2019-08-07,18.86
2019-08-08,18.86
2019-08-09,18.86
2019-08-10,18.86
2019-08-11,18.86
2019-08-12,18.86
2019-08-13,17.09
2019-08-14,17.09
2019-08-15,17.09
2019-08-16,17.09
2019-08-17,17.09
2019-08-18,17.09
2019-08-19,17.09
2019-08-20,17.09
2019-08-21,17.09
2019-08-22,17.09
2019-08-23,17.09
2019-08-24,17.09
2019-08-25,17.09
2019-08-26,17.09
2019-08-27,17.09
2019-08-28,17.09
2019-08-29,17.09
2019-08-30,17.09
2019-08-31,17.09
2019-09-01,17.09
2019-09-02,17.09
2019-09-03,17.09
2019-09-04,17.09
2019-09-05,17.09
2019-09-06,17.09
2019-09-07,17.09
2019-09-08,17.09
2019-09-09,14.91
2019-09-10,14.91
2019-09-11,14.91
2019-09-12,14.91
2019-09-13,14.91
2019-09-14,14.91
2019-09-15,14.91
2019-09-16,14.91
2019-09-17,14.91
2019-09-18,14.91
2019-09-19,14.91
2019-09-20,14.91
2019-09-21,14.91
2019-09-22,14.91
2019-09-23,14.91
2019-09-24,14.91
2019-09-25,14.91
2019-09-26,14.91
2019-09-27,14.91
2019-09-28,14.91
2019-09-29,14.91
2019-09-30,14.91
2019-10-01,14.91
2019-10-02,14.91
2019-10-03,14.91
2019-10-04,14.91
2019-10-05,14.91
2019-10-06,14.91
2019-10-07,14.91
2019-10-08,14.91
2019-10-09,14.91
2019-10-10,14.91
2019-10-11,14.91
2019-10-12,14.91
2019-10-13,14.91
2019-10-14,14.91
2019-10-15,14.91
2019-10-16,14.91
2019-10-17,14.91
2019-10-18,14.91
2019-10-19,14.91
2019-10-20,14.91
2019-10-21,14.91
2019-10-22,17.9
2019-10-23,17.9
2019-10-24,17.9
2019-10-25,17.9
2019-10-26,17.9
2019-10-27,17.9
2019-10-28,17.9
2019-10-29,17.9
2019-10-30,17.9
2019-10-31,17.9
2019-11-01,17.9
2019-11-02,17.9
2019-11-03,17.9
2019-11-04,17.9
2019-11-05,17.9
2019-11-06,12.8
2019-11-07,12.8
2019-11-08,12.8
2019-11-09,12.8
2019-11-10,12.83
2019-11-11,12.83
2019-11-12,12.83
2019-11-13,12.83
2019-11-14,12.83
2019-11-15,12.83
2019-11-16,12.83
2019-11-17,12.83
2019-11-18,12.83
2019-11-19,12.83
2019-11-20,12.83
2019-11-21,12.83
2019-11-22,12.83
2019-11-23,12.83
2019-11-24,12.83
2019-11-25,12.83
2019-11-26,12.83
2019-11-27,12.83
2019-11-28,12.83
2019-11-29,12.83
2019-11-30,12.83
2019-12-01,12.83
2019-12-02,12.83
2019-12-03,12.83
2019-12-04,12.83
2019-12-05,12.83
2019-12-06,12.83
2019-12-07,12.83
2019-12-08,12.83
2019-12-09,12.83
2019-12-10,12.83
2019-12-11,12.83
2019-12-12,12.79
2019-12-13,12.79
2019-12-14,12.79
2019-12-15,12.79
2019-12-16,12.79
2019-12-17,12.79
2019-12-18,12.79
2019-12-19,12.79
2019-12-20,12.79
2019-12-21,12.79
2019-12-22,12.79
2019-12-23,12.79
2019-12-24,12.79
2019-12-25,12.79
2019-12-26,12.79
2019-12-27,12.79
2019-12-28,12.79
2019-12-29,12.79
2019-12-30,12.79
2019-12-31,12.79
2020-01-01,12.79
2020-01-02,12.79
2020-01-03,12.79
2020-01-04,12.79
2020-01-05,12.79
2020-01-06,12.79
2020-01-07,12.79
2020-01-08,12.79
2020-01-09,12.79
2020-01-10,12.79
2020-01-11,12.79
2020-01-12,12.79
2020-01-13,12.79
2020-01-14,12.79
2020-01-15,12.79
2020-01-16,12.79
2020-01-17,12.79
2020-01-18,12.79
2020-01-19,12.79
2020-01-20,12.79
2020-01-21,12.79
2020-01-22,12.79
2020-01-23,12.79
2020-01-24,12.79
2020-01-25,12.79
2020-01-26,12.79
2020-01-27,12.79
2020-01-28,19.01
2020-01-29,19.01
2020-01-30,19.01
2020-01-31,19.01
2020-02-01,19.01
2020-02-02,19.01
2020-02-03,19.86
2020-02-04,19.96
2020-02-05,19.96
2020-02-06,19.96
2020-02-07,19.96
2020-02-08,19.96
2020-02-09,19.96
2020-02-10,19.96
2020-02-11,19.96
2020-02-12,19.96
2020-02-13,19.96
2020-02-14,19.96
2020-02-15,19.96
2020-02-16,19.96
2020-02-17,19.96
2020-02-18,19.96
2020-02-19,19.96
2020-02-20,19.96
2020-02-21,19.96
2020-02-22,19.96
2020-02-23,19.96
2020-02-24,19.96
2020-02-25,19.96
2020-02-26,19.96
2020-02-27,19.96
2020-02-28,19.96
2020-02-29,19.96
2020-03-01,19.96
2020-03-02,19.96
2020-03-03,19.96
2020-03-04,19.96
2020-03-05,19.96
2020-03-06,19.96
2020-03-07,19.96
2020-03-08,19.96
2020-03-09,19.96
2020-03-10,19.96
2020-03-11,19.96
2020-03-12,9.95
2020-03-13,9.95
2020-03-14,9.95
2020-03-15,9.95
2020-03-16,9.95
2020-03-17,9.95
2020-03-18,9.95
2020-03-19,9.95
2020-03-20,9.95
2020-03-21,9.95
2020-03-22,9.95
2020-03-23,9.95
2020-03-24,9.95
2020-03-25,9.95
2020-03-26,9.95
2020-03-27,9.95
2020-03-28,9.95
2020-03-29,9.95
2020-03-30,9.95
2020-03-31,9.95
2020-04-01,9.95
2020-04-02,9.95
2020-04-03,9.95
2020-04-04,9.95
2020-04-05,9.95
2020-04-06,9.95
2020-04-07,9.95
2020-04-08,9.78
2020-04-09,9.78
2020-04-10,9.78
2020-04-11,9.78
2020-04-12,9.78
2020-04-13,9.78
2020-04-14,9.78
2020-04-15,9.78
2020-04-16,9.78
2020-04-17,9.78
2020-04-18,9.78
2020-04-19,9.78
2020-04-20,9.78
2020-04-21,9.78
2020-04-22,9.78
2020-04-23,9.78
2020-04-24,9.78
2020-04-25,9.78
2020-04-26,9.78
2020-04-27,9.78
2020-04-28,9.78
2020-04-29,9.78
2020-04-30,9.78
2020-05-01,9.78
2020-05-02,9.78
2020-05-03,9.76
2020-05-04,9.76
2020-05-05,9.76
2020-05-06,9.76
2020-05-07,9.76
2020-05-08,9.76
2020-05-09,9.76
2020-05-10,9.76
2020-05-11,9.76
2020-05-12,9.76
2020-05-13,9.76
2020-05-14,9.76
2020-05-15,9.76
2020-05-16,9.76
2020-05-17,9.76
2020-05-18,9.76
2020-05-19,9.76
2020-05-20,9.76
2020-05-21,9.76
2020-05-22,9.76
2020-05-23,9.76
2020-05-24,9.76
2020-05-25,9.76
2020-05-26,9.76
2020-05-27,9.76
2020-05-28,9.76
2020-05-29,9.76
2020-05-30,9.76
2020-05-31,9.76
2020-06-01,9.76
2020-06-02,9.76
2020-06-03,9.76
2020-06-04,9.76
2020-06-05,9.76
2020-06-06,9.76
2020-06-07,9.76
2020-06-08,9.76
2020-06-09,9.76
2020-06-10,9.76
2020-06-11,9.76
2020-06-12,9.76
2020-06-13,9.76
2020-06-14,9.76
2020-06-15,9.76
2020-06-16,9.76
2020-06-17,9.76
2020-06-18,9.76
2020-06-19,9.76
2020-06-20,9.76
2020-06-21,9.76
2020-06-22,9.76
2020-06-23,9.76
2020-06-24,9.76
2020-06-25,9.76
2020-06-26,9.76
2020-06-27,9.76
2020-06-28,9.76
2020-06-29,9.76
2020-06-30,9.76
2020-07-01,9.76
2020-07-02,9.76
2020-07-03,9.76
2020-07-04,9.76
2020-07-05,9.76
2020-07-06,9.76
2020-07-07,9.76
2020-07-08,9.76
2020-07-09,9.76
2020-07-10,9.76
2020-07-11,9.76
2020-07-12,9.76
2020-07-13,9.76
2020-07-14,9.76
2020-07-15,10.17
2020-07-16,10.17
2020-07-17,10.17
2020-07-18,10.17
2020-07-19,10.17
2020-07-20,10.17
2020-07-21,10.17
2020-07-22,10.17
2020-07-23,10.17
2020-07-24,10.17
2020-07-25,10.17
2020-07-26,10.17
2020-07-27,10.17
2020-07-28,10.17
2020-07-29,10.17
2020-07-30,10.17
2020-07-31,10.17
2020-08-01,10.17
2020-08-02,10.17
2020-08-03,10.17
2020-08-04,10.17
2020-08-05,10.17
2020-08-06,10.17
2020-08-07,10.17
2020-08-08,10.17
2020-08-09,10.17
2020-08-10,10.17
2020-08-11,10.17
2020-08-12,10.17
2020-08-13,10.17
2020-08-14,8.93
2020-08-15,8.93
2020-08-16,8.93
2020-08-17,8.93
2020-08-18,8.93
2020-08-19,8.93
2020-08-20,8.93
2020-08-21,8.93
2020-08-22,8.93
2020-08-23,8.93
2020-08-24,8.93
2020-08-25,8.93
2020-08-26,8.93
2020-08-27,8.93
2020-08-28,8.93
2020-08-29,8.93
2020-08-30,8.93
2020-08-31,8.93
2020-09-01,8.93
2020-09-02,8.93
2020-09-03,8.93
2020-09-04,8.93
2020-09-05,8.93
2020-09-06,8.93
2020-09-07,8.93
2020-09-08,8.93
2020-09-09,8.93
2020-09-10,8.93
2020-09-11,8.93
2020-09-12,8.93
2020-09-13,8.93
2020-09-14,8.93
2020-09-15,8.93
2020-09-16,8.93
2020-09-17,8.93
2020-09-18,8.93
2020-09-19,8.93
2020-09-20,8.93
2020-09-21,8.93
2020-09-22,8.93
2020-09-23,8.93
2020-09-24,8.93
2020-09-25,8.93
2020-09-26,8.93
2020-09-27,8.93
2020-09-28,8.93
2020-09-29,8.93
2020-09-30,8.93
2020-10-01,8.93
2020-10-02,8.93
2020-10-03,8.93
2020-10-04,8.93
2020-10-05,8.93
2020-10-06,8.93
2020-10-07,8.93
2020-10-08,8.93
2020-10-09,8.93
2020-10-10,8.93
2020-10-11,8.93
2020-10-12,8.93
2020-10-13,8.93
2020-10-14,8.93
2020-10-15,8.93
2020-10-16,8.93
2020-10-17,8.93
2020-10-18,8.93
2020-10-19,8.93
2020-10-20,8.93
2020-10-21,8.93
2020-10-22,8.93
2020-10-23,8.93
2020-10-24,8.93
2020-10-25,8.93
2020-10-26,8.93
2020-10-27,8.93
2020-10-28,8.93
2020-10-29,8.93
2020-10-30,8.93
2020-10-31,8.93
2020-11-01,8.93
2020-11-02,8.225
2020-11-03,8.225
2020-11-04,8.225
2020-11-05,8.225
2020-11-06,8.225
2020-11-07,8.225
2020-11-08,8.225
2020-11-09,8.225
2020-11-10,8.225
2020-11-11,8.225
2020-11-12,8.225
2020-11-13,8.88
2020-11-14,8.88
2020-11-15,8.88
2020-11-16,8.88
2020-11-17,8.88
2020-11-18,8.88
2020-11-19,8.88
2020-11-20,8.88
2020-11-21,8.88
2020-11-22,8.88
2020-11-23,8.88
2020-11-24,8.88
2020-11-25,8.88
2020-11-26,8.88
2020-11-27,8.88
2020-11-28,8.88
2020-11-29,8.88
2020-11-30,8.88
2020-12-01,8.88
2020-12-02,8.88
2020-12-03,8.88
2020-12-04,8.88
2020-12-05,8.88
2020-12-06,8.88
2020-12-07,8.88
2020-12-08,8.88
2020-12-09,8.84
2020-12-10,8.84
2020-12-11,8.84
2020-12-12,8.84
2020-12-13,8.84
2020-12-14,8.84
2020-12-15,8.84
2020-12-16,8.84
2020-12-17,8.84
2020-12-18,8.84
2020-12-19,8.84
2020-12-20,8.84
2020-12-21,8.84
2020-12-22,8.84
2020-12-23,8.84
2020-12-24,8.84
2020-12-25,8.84
2020-12-26,8.84
2020-12-27,8.84
2020-12-28,8.84
2020-12-29,8.84
2020-12-30,8.84
2020-12-31,8.84
2021-01-01,8.84
2021-01-02,8.84
2021-01-03,8.84
2021-01-04,8.84
2021-01-05,8.84
2021-01-06,8.97
2021-01-07,8.97
2021-01-08,8.97
2021-01-09,8.97
2021-01-10,8.97
2021-01-11,8.97
2021-01-12,8.97
2021-01-13,8.97
2021-01-14,8.97
2021-01-15,8.97
2021-01-16,8.97
2021-01-17,8.97
2021-01-18,8.97
2021-01-19,8.97
2021-01-20,8.97
2021-01-21,8.97
2021-01-22,9.395
2021-01-23,9.395
2021-01-24,9.395
2021-01-25,9.395
2021-01-26,9.395
2021-01-27,9.395
2021-01-28,9.395
2021-01-29,9.395
2021-01-30,9.395
2021-01-31,9.395
2021-02-01,10.25
2021-02-02,10.25
2021-02-03,10.25
2021-02-04,10.25
2021-02-05,10.25
2021-02-06,10.25
2021-02-07,10.25
2021-02-08,10.25
2021-02-09,10.25
2021-02-10,10.25
2021-02-11,10.25
2021-02-12,10.25
2021-02-13,10.25
2021-02-14,10.25
2021-02-15,10.25
2021-02-16,10.25
2021-02-17,10.7
2021-02-18,10.7
2021-02-19,10.7
2021-02-20,10.7
2021-02-21,10.7
2021-02-22,10.7
2021-02-23,10.7
2021-02-24,10.7
2021-02-25,10.7
2021-02-26,10.7
2021-02-27,10.7
2021-02-28,10.7
2021-03-01,10.7
2021-03-02,10.7
2021-03-03,10.7
2021-03-04,10.7
2021-03-05,10.7
2021-03-06,10.7
2021-03-07,10.7
2021-03-08,11.12
2021-03-09,11.12
2021-03-10,11.12
2021-03-11,11.455
2021-03-12,11.455
2021-03-13,11.455
2021-03-14,11.455
2021-03-15,11.455
2021-03-16,11.455
2021-03-17,11.455
2021-03-18,11.455
2021-03-19,11.455
2021-03-20,11.455
2021-03-21,11.455
2021-03-22,11.455
2021-03-23,11.455
2021-03-24,11.455
2021-03-25,11.455
2021-03-26,11.455
2021-03-27,11.455
2021-03-28,11.455
2021-03-29,11.455
2021-03-30,11.455
2021-03-31,11.455
2021-04-01,11.455
2021-04-02,11.455
2021-04-03,11.455
2021-04-04,11.455
2021-04-05,11.455
2021-04-06,11.455
2021-04-07,10.96
2021-04-08,10.96
2021-04-09,10.96
2021-04-10,10.96
2021-04-11,10.96
2021-04-12,10.96
2021-04-13,10.96
2021-04-14,10.96
2021-04-15,10.96
2021-04-16,10.96
2021-04-17,10.96
2021-04-18,10.96
2021-04-19,10.96
2021-04-20,10.96
2021-04-21,10.96
2021-04-22,10.96
2021-04-23,10.96
2021-04-24,10.96
2021-04-25,10.96
2021-04-26,10.96
2021-04-27,10.96
2021-04-28,10.96
2021-04-29,10.96
2021-04-30,10.95
2021-05-01,10.95
2021-05-02,10.95
2021-05-03,10.95
2021-05-04,10.95
2021-05-05,10.95
2021-05-06,10.95
2021-05-07,10.95
2021-05-08,10.95
2021-05-09,10.95
2021-05-10,10.95
2021-05-11,10.95
2021-05-12,10.95
2021-05-13,10.95
2021-05-14,10.95
2021-05-15,10.95
2021-05-16,10.95
2021-05-17,10.95
2021-05-18,10.95
2021-05-19,10.95
2021-05-20,10.95
2021-05-21,10.95
2021-05-22,10.95
2021-05-23,10.95
2021-05-24,10.95
2021-05-25,10.95
2021-05-26,10.95
2021-05-27,10.95
2021-05-28,10.95
2021-05-29,10.95
2021-05-30,10.95
2021-05-31,10.95
2021-06-01,10.95
2021-06-02,10.95
2021-06-03,10.95
2021-06-04,10.95
2021-06-05,10.95
2021-06-06,10.95
2021-06-07,10.95
2021-06-08,10.95
2021-06-09,10.95
2021-06-10,10.95
2021-06-11,10.95
2021-06-12,10.95
2021-06-13,10.95
2021-06-14,10.95
2021-06-15,10.95
2021-06-16,10.95
2021-06-17,10.95
2021-06-18,10.95
2021-06-19,10.95
2021-06-20,10.95
2021-06-21,10.95
2021-06-22,10.95
2021-06-23,10.95
2021-06-24,10.95
2021-06-25,10.95
2021-06-26,10.95
2021-06-27,10.95
2021-06-28,10.95
2021-06-29,10.95
2021-06-30,10.95
2021-07-01,10.95
2021-07-02,10.95
2021-07-03,10.95
2021-07-04,10.95
2021-07-05,10.95
2021-07-06,10.95
2021-07-07,10.95
2021-07-08,10.95
2021-07-09,10.95
2021-07-10,10.95
2021-07-11,10.95
2021-07-12,10.95
2021-07-13,10.95
2021-07-14,10.95
2021-07-15,10.95
2021-07-16,10.95
2021-07-17,10.95
2021-07-18,10.95
2021-07-19,10.95
2021-07-20,10.95
2021-07-21,10.95
2021-07-22,10.95
2021-07-23,10.95
2021-07-24,10.95
2021-07-25,10.95
2021-07-26,10.95
2021-07-27,10.95
2021-07-28,10.95
2021-07-29,10.95
2021-07-30,10.95
2021-07-31,10.95
2021-08-01,10.95
2021-08-02,10.95
2021-08-03,10.95
2021-08-04,10.95
2021-08-05,10.95
2021-08-06,10.95
2021-08-07,10.95
2021-08-08,10.95
2021-08-09,10.95
2021-08-10,10.95
2021-08-11,10.95
2021-08-12,10.95
2021-08-13,10.95
2021-08-14,10.95
2021-08-15,10.95
2021-08-16,10.95
2021-08-17,10.95
2021-08-18,10.95
2021-08-19,10.95
2021-08-20,10.95
2021-08-21,10.95
2021-08-22,10.95
2021-08-23,10.95
2021-08-24,10.95
2021-08-25,10.95
2021-08-26,10.95
2021-08-27,10.95
2021-08-28,10.95
2021-08-29,10.95
2021-08-30,10.95
2021-08-31,10.95
2021-09-01,10.95
2021-09-02,10.95
2021-09-03,10.95
2021-09-04,10.95
2021-09-05,10.95
2021-09-06,10.95
2021-09-07,10.95
2021-09-08,10.95
2021-09-09,10.95
2021-09-10,10.95
2021-09-11,10.95
2021-09-12,10.95
2021-09-13,10.95
2021-09-14,10.95
2021-09-15,10.95
2021-09-16,10.95
2021-09-17,10.95
2021-09-18,10.95
2021-09-19,10.95
2021-09-20,10.95
2021-09-21,10.95
2021-09-22,10.95
2021-09-23,10.95
2021-09-24,10.95
2021-09-25,10.95
2021-09-26,10.95
2021-09-27,10.95
2021-09-28,10.95
2021-09-29,10.95
2021-09-30,10.95
2021-10-01,10.95
2021-10-02,10.95
2021-10-03,10.95
2021-10-04,10.95
2021-10-05,14.16
2021-10-06,14.16
2021-10-07,14.16
2021-10-08,14.16
2021-10-09,14.16
2021-10-10,14.16
2021-10-11,14.16
2021-10-12,14.16
2021-10-13,14.16
2021-10-14,14.16
2021-10-15,14.16
2021-10-16,14.16
2021-10-17,14.16
2021-10-18,14.16
2021-10-19,14.16
2021-10-20,14.16
2021-10-21,14.16
2021-10-22,14.16
2021-10-23,14.16
2021-10-24,14.16
2021-10-25,14.16
2021-10-26,14.16
2021-10-27,14.16
2021-10-28,14.16
2021-10-29,13.34
2021-10-30,13.34
2021-10-31,13.34
2021-11-01,13.34
2021-11-02,13.34
2021-11-03,13.34
2021-11-04,13.34
2021-11-05,13.34
2021-11-06,13.34
2021-11-07,13.34
2021-11-08,13.34
2021-11-09,13.34
2021-11-10,13.34
2021-11-11,13.34
2021-11-12,13.34
2021-11-13,13.34
2021-11-14,13.34
2021-11-15,13.34
2021-11-16,13.34
2021-11-17,13.34
2021-11-18,13.34
2021-11-19,13.34
2021-11-20,13.34
2021-11-21,13.34
2021-11-22,13.34
2021-11-23,13.34
2021-11-24,13.34
2021-11-25,13.34
2021-11-26,13.34
2021-11-27,13.34
2021-11-28,13.34
2021-11-29,13.34
2021-11-30,13.34
2021-12-01,13.65
2021-12-02,13.65
2021-12-03,13.65
2021-12-04,13.65
2021-12-05,13.65
2021-12-06,13.65
2021-12-07,13.65
2021-12-08,13.65
2021-12-09,13.65
2021-12-10,13.65
2021-12-11,13.65
2021-12-12,13.65
2021-12-13,13.65
2021-12-14,13.65
2021-12-15,13.65
2021-12-16,13.65
2021-12-17,13.65
2021-12-18,13.65
2021-12-19,13.65
2021-12-20,13.65
2021-12-21,13.65
2021-12-22,13.65
2021-12-23,13.65
2021-12-24,13.65
2021-12-25,13.65
2021-12-26,13.65
2021-12-27,13.65
2021-12-28,13.65
2021-12-29,13.65
2021-12-30,13.65
2021-12-31,13.65
2022-01-01,13.65
2022-01-02,13.65
2022-01-03,13.65
2022-01-04,13.65
2022-01-05,13.65
2022-01-06,16.06
2022-01-07,16.06
2022-01-08,16.06
2022-01-09,16.06
2022-01-10,16.06
2022-01-11,16.06
2022-01-12,16.06
2022-01-13,16.06
2022-01-14,16.06
2022-01-15,16.06
2022-01-16,16.06
2022-01-17,16.06
2022-01-18,16.06
2022-01-19,16.06
2022-01-20,16.06
2022-01-21,16.06
2022-01-22,16.06
2022-01-23,16.06
2022-01-24,16.06
2022-01-25,16.06
2022-01-26,16.06
2022-01-27,16.06
2022-01-28,16.06
2022-01-29,16.06
2022-01-30,18.405
2022-01-31,16.307
2022-02-01,16.307
2022-02-02,16.307
2022-02-03,16.307
2022-02-04,16.307
2022-02-05,16.307
2022-02-06,16.307
2022-02-07,16.307
2022-02-08,16.307
2022-02-09,16.307
2022-02-10,16.307
2022-02-11,16.307
2022-02-12,16.307
2022-02-13,16.307
2022-02-14,16.307
2022-02-15,16.307
2022-02-16,16.307
2022-02-17,16.307
2022-02-18,16.307
2022-02-19,16.307
2022-02-20,16.307
2022-02-21,16.307
2022-02-22,16.307
2022-02-23,16.307
2022-02-24,16.307
2022-02-25,16.307
2022-02-26,16.307
2022-02-27,16.307
2022-02-28,16.307
2022-03-01,16.307
2022-03-02,16.307
2022-03-03,16.307
2022-03-04,16.307
2022-03-05,16.307
2022-03-06,16.307
2022-03-07,16.307
2022-03-08,16.307
2022-03-09,16.307
2022-03-10,15.52
2022-03-11,15.52
2022-03-12,15.52
2022-03-13,15.52
2022-03-14,15.52
2022-03-15,15.52
2022-03-16,15.52
2022-03-17,15.52
2022-03-18,15.52
2022-03-19,15.52
2022-03-20,15.52
2022-03-21,15.52
2022-03-22,15.52
2022-03-23,15.957
2022-03-24,15.957
2022-03-25,15.957
2022-03-26,15.957
2022-03-27,15.957
2022-03-28,15.957
2022-03-29,15.957
2022-03-30,15.957
2022-03-31,15.957
2022-04-01,15.957
2022-04-02,15.957
2022-04-03,15.957
2022-04-04,15.957
2022-04-05,15.957
2022-04-06,15.957
2022-04-07,15.957
2022-04-08,15.957
2022-04-09,15.957
2022-04-10,15.957
2022-04-11,15.957
2022-04-12,15.957
2022-04-13,15.957
2022-04-14,15.957
2022-04-15,15.957
2022-04-16,15.957
2022-04-17,15.957
2022-04-18,15.957
2022-04-19,15.957
2022-04-20,15.957
2022-04-21,15.957
2022-04-22,15.957
2022-04-23,15.957
2022-04-24,15.957
2022-04-25,15.957
2022-04-26,15.957
2022-04-27,15.957
2022-04-28,15.957
2022-04-29,15.957
2022-04-30,15.957
2022-05-01,15.577
2022-05-02,15.577
2022-05-03,15.577
2022-05-04,15.577
2022-05-05,15.577
2022-05-06,15.58
2022-05-07,15.58
2022-05-08,15.58
2022-05-09,15.58
2022-05-10,15.58
2022-05-11,15.58
2022-05-12,15.58
2022-05-13,15.58
2022-05-14,15.58
2022-05-15,15.58
2022-05-16,15.58
2022-05-17,15.58
2022-05-18,15.58
2022-05-19,15.58
2022-05-20,15.58
2022-05-21,15.58
2022-05-22,15.58
2022-05-23,15.58
2022-05-24,15.58
2022-05-25,15.58
2022-05-26,15.58
2022-05-27,15.58
2022-05-28,15.58
2022-05-29,15.58
2022-05-30,15.365
2022-05-31,15.365
2022-06-01,15.365
2022-06-02,15.365
2022-06-03,15.365
2022-06-04,15.365
2022-06-05,15.365
2022-06-06,15.365
2022-06-07,15.365
2022-06-08,15.365
2022-06-09,15.365
2022-06-10,15.365
2022-06-11,15.365
2022-06-12,15.365
2022-06-13,15.365
2022-06-14,15.365
2022-06-15,15.365
2022-06-16,17.175
2022-06-17,17.175
2022-06-18,17.175
2022-06-19,17.175
2022-06-20,17.175
2022-06-21,17.175
2022-06-22,17.175
2022-06-23,17.175
2022-06-24,17.175
2022-06-25,17.175
2022-06-26,17.175
2022-06-27,17.175
2022-06-28,17.175
2022-06-29,17.175
2022-06-30,17.175
2022-07-01,17.175
2022-07-02,17.175
2022-07-03,17.175
2022-07-04,17.175
2022-07-05,17.175
2022-07-06,17.175
2022-07-07,17.175
2022-07-08,17.175
2022-07-09,17.175
2022-07-10,17.175
2022-07-11,17.175
2022-07-12,17.175
2022-07-13,17.175
2022-07-14,17.175
2022-07-15,17.175
2022-07-16,17.175
2022-07-17,17.175
2022-07-18,17.175
2022-07-19,17.175
2022-07-20,17.175
2022-07-21,17.175
2022-07-22,17.175
2022-07-23,17.175
2022-07-24,17.175
2022-07-25,17.175
