,LOW US Equity
2022-09-20,19.333
2022-09-21,19.333
2022-09-22,19.333
2022-09-23,19.333
2022-09-24,19.333
2022-09-25,19.333
2022-09-26,19.333
2022-09-27,19.333
2022-09-28,19.333
2022-09-29,19.333
2022-09-30,19.333
2022-10-01,19.333
2022-10-02,19.333
2022-10-03,19.76
2022-10-04,19.76
2022-10-05,19.76
2022-10-06,19.76
2022-10-07,19.76
2022-10-08,19.76
2022-10-09,19.58
2022-10-10,19.58
2022-10-11,19.58
2022-10-12,19.58
2022-10-13,19.58
2022-10-14,19.58
2022-10-15,19.58
2022-10-16,19.58
2022-10-17,19.58
2022-10-18,19.58
2022-10-19,19.436
2022-10-20,19.436
2022-10-21,19.436
2022-10-22,19.436
2022-10-23,19.436
2022-10-24,19.436
2022-10-25,19.436
2022-10-26,19.436
2022-10-27,19.436
2022-10-28,19.436
2022-10-29,19.436
2022-10-30,19.436
2022-10-31,19.436
2022-11-01,19.436
2022-11-02,19.436
2022-11-03,19.39
2022-11-04,19.079
2022-11-05,19.079
2022-11-06,19.079
2022-11-07,19.079
2022-11-08,18.857
2022-11-09,18.857
2022-11-10,18.857
2022-11-11,18.857
2022-11-12,18.857
2022-11-13,18.857
2022-11-14,18.857
2022-11-15,18.857
2022-11-16,18.495
2022-11-17,18.368
2022-11-18,18.368
2022-11-19,18.368
2022-11-20,18.368
2022-11-21,18.385
2022-11-22,18.385
2022-11-23,17.734
2022-11-24,17.734
2022-11-25,17.734
2022-11-26,17.734
2022-11-27,17.734
2022-11-28,17.734
2022-11-29,17.734
2022-11-30,17.734
2022-12-01,17.734
2022-12-02,17.734
2022-12-03,17.734
2022-12-04,17.734
2022-12-05,17.16
2022-12-06,17.272
2022-12-07,17.034
2022-12-08,17.082
2022-12-09,16.969
2022-12-10,16.969
2022-12-11,16.969
2022-12-12,16.97
2022-12-13,16.935
2022-12-14,16.852
2022-12-15,16.852
2022-12-16,16.809
2022-12-17,16.809
2022-12-18,16.809
2022-12-19,16.809
2022-12-20,16.809
2022-12-21,16.809
2022-12-22,16.809
2022-12-23,16.809
2022-12-24,16.809
2022-12-25,16.809
2022-12-26,16.809
2022-12-27,16.809
2022-12-28,16.809
2022-12-29,16.809
2022-12-30,16.809
2022-12-31,16.809
2023-01-01,16.809
2023-01-02,16.809
2023-01-03,16.809
2023-01-04,16.809
2023-01-05,16.809
2023-01-06,16.73
2023-01-07,16.73
2023-01-08,16.73
2023-01-09,16.73
2023-01-10,16.73
2023-01-11,16.73
2023-01-12,16.73
2023-01-13,16.589
2023-01-14,16.589
2023-01-15,16.589
2023-01-16,16.589
2023-01-17,16.589
2023-01-18,16.589
2023-01-19,16.589
2023-01-20,16.589
2023-01-21,16.589
2023-01-22,16.589
2023-01-23,16.475
2023-01-24,16.475
2023-01-25,16.475
2023-01-26,16.511
2023-01-27,16.511
2023-01-28,16.511
2023-01-29,16.511
2023-01-30,16.511
2023-01-31,16.511
2023-02-01,16.511
2023-02-02,16.511
2023-02-03,16.511
2023-02-04,16.511
2023-02-05,16.511
2023-02-06,16.499
2023-02-07,16.499
2023-02-08,16.499
2023-02-09,16.406
2023-02-10,16.406
2023-02-11,16.406
2023-02-12,16.406
2023-02-13,16.524
2023-02-14,16.52
2023-02-15,16.52
2023-02-16,16.52
2023-02-17,16.401
2023-02-18,16.401
2023-02-19,16.401
2023-02-20,16.401
2023-02-21,16.401
2023-02-22,16.401
2023-02-23,16.401
2023-02-24,16.401
2023-02-25,16.401
2023-02-26,16.401
2023-02-27,16.401
2023-02-28,16.401
2023-03-01,16.216
2023-03-02,16.148
2023-03-03,16.184
2023-03-04,16.217
2023-03-05,16.217
2023-03-06,16.247
2023-03-07,16.406
2023-03-08,16.406
2023-03-09,16.406
2023-03-10,16.406
2023-03-11,16.406
2023-03-12,16.406
2023-03-13,16.406
2023-03-14,16.406
2023-03-15,16.406
2023-03-16,16.41
2023-03-17,16.41
2023-03-18,16.41
2023-03-19,16.41
2023-03-20,16.43
2023-03-21,16.426
2023-03-22,16.426
2023-03-23,16.21
2023-03-24,16.21
2023-03-25,16.21
2023-03-26,16.21
2023-03-27,16.21
2023-03-28,16.21
2023-03-29,16.246
2023-03-30,16.246
2023-03-31,16.246
2023-04-01,16.246
2023-04-02,16.246
2023-04-03,16.246
2023-04-04,16.248
2023-04-05,16.246
2023-04-06,16.246
2023-04-07,16.246
2023-04-08,16.246
2023-04-09,16.246
2023-04-10,16.246
2023-04-11,16.246
2023-04-12,16.246
2023-04-13,16.246
2023-04-14,16.239
2023-04-15,16.239
2023-04-16,16.239
2023-04-17,16.234
2023-04-18,16.234
2023-04-19,16.25
2023-04-20,16.25
2023-04-21,16.25
2023-04-22,16.25
2023-04-23,16.25
2023-04-24,16.25
2023-04-25,16.25
2023-04-26,16.28
2023-04-27,16.28
2023-04-28,16.28
2023-04-29,16.28
2023-04-30,16.28
2023-05-01,16.28
2023-05-02,16.28
2023-05-03,16.28
2023-05-04,16.28
2023-05-05,16.276
2023-05-06,16.276
2023-05-07,16.276
2023-05-08,16.21
2023-05-09,16.208
2023-05-10,16.241
2023-05-11,16.238
2023-05-12,16.238
2023-05-13,16.238
2023-05-14,16.238
2023-05-15,16.238
2023-05-16,16.213
2023-05-17,16.14
2023-05-18,16.137
2023-05-19,16.137
2023-05-20,16.137
2023-05-21,16.137
2023-05-22,16.137
2023-05-23,15.954
2023-05-24,16.11
2023-05-25,16.108
2023-05-26,16.108
2023-05-27,16.086
2023-05-28,16.086
2023-05-29,16.086
2023-05-30,16.072
2023-05-31,16.35
2023-06-01,16.35
2023-06-02,16.35
2023-06-03,16.35
2023-06-04,16.35
2023-06-05,16.35
2023-06-06,16.35
2023-06-07,16.35
2023-06-08,16.35
2023-06-09,16.35
2023-06-10,16.35
2023-06-11,16.35
2023-06-12,16.352
2023-06-13,16.352
2023-06-14,16.352
2023-06-15,16.35
2023-06-16,16.35
2023-06-17,16.35
2023-06-18,16.35
2023-06-19,16.35
2023-06-20,16.325
2023-06-21,16.325
2023-06-22,16.325
2023-06-23,16.325
2023-06-24,16.325
2023-06-25,16.325
2023-06-26,16.325
2023-06-27,16.325
2023-06-28,16.306
2023-06-29,16.306
2023-06-30,16.306
2023-07-01,16.306
2023-07-02,16.306
2023-07-03,16.306
2023-07-04,16.306
2023-07-05,16.306
2023-07-06,16.306
2023-07-07,16.306
2023-07-08,16.306
2023-07-09,16.306
2023-07-10,16.312
2023-07-11,16.312
2023-07-12,16.312
2023-07-13,16.312
2023-07-14,16.312
2023-07-15,16.312
2023-07-16,16.312
2023-07-17,16.312
2023-07-18,16.34
2023-07-19,16.34
2023-07-20,16.337
2023-07-21,16.337
2023-07-22,16.337
2023-07-23,16.337
2023-07-24,16.337
2023-07-25,16.337
2023-07-26,16.337
2023-07-27,16.337
2023-07-28,16.337
2023-07-29,16.337
2023-07-30,16.337
2023-07-31,16.337
2023-08-01,16.337
2023-08-02,16.337
2023-08-03,16.337
2023-08-04,16.337
2023-08-05,16.337
2023-08-06,16.337
2023-08-07,16.324
2023-08-08,16.324
2023-08-09,16.326
2023-08-10,16.323
2023-08-11,16.323
2023-08-12,16.323
2023-08-13,16.434
2023-08-14,16.347
2023-08-15,16.347
2023-08-16,16.347
2023-08-17,16.347
2023-08-18,16.347
2023-08-19,16.347
2023-08-20,16.347
2023-08-21,16.347
2023-08-22,16.437
2023-08-23,16.133
2023-08-24,16.133
2023-08-25,16.133
2023-08-26,16.133
2023-08-27,16.133
2023-08-28,16.144
2023-08-29,16.125
2023-08-30,16.125
2023-08-31,16.125
2023-09-01,16.109
2023-09-02,16.109
2023-09-03,16.109
2023-09-04,16.109
2023-09-05,16.108
2023-09-06,16.108
2023-09-07,16.232
2023-09-08,16.232
2023-09-09,16.232
2023-09-10,16.232
2023-09-11,16.232
2023-09-12,16.232
2023-09-13,16.232
2023-09-14,16.218
2023-09-15,16.218
2023-09-16,16.218
2023-09-17,16.218
2023-09-18,16.218
2023-09-19,16.212
2023-09-20,16.212
2023-09-21,16.212
2023-09-22,16.212
2023-09-23,16.212
2023-09-24,16.19
2023-09-25,16.19
2023-09-26,16.19
2023-09-27,16.19
2023-09-28,16.19
2023-09-29,16.19
2023-09-30,16.19
2023-10-01,16.19
2023-10-02,16.154
2023-10-03,16.154
2023-10-04,16.154
2023-10-05,16.041
2023-10-06,16.041
2023-10-07,16.041
2023-10-08,16.041
2023-10-09,16.041
2023-10-10,16.041
2023-10-11,15.997
2023-10-12,15.993
2023-10-13,15.993
2023-10-14,15.993
2023-10-15,15.993
2023-10-16,15.916
2023-10-17,15.973
2023-10-18,15.97
2023-10-19,15.97
2023-10-20,15.97
2023-10-21,15.97
2023-10-22,15.97
2023-10-23,15.97
2023-10-24,15.912
2023-10-25,15.91
2023-10-26,15.91
2023-10-27,15.91
2023-10-28,15.91
2023-10-29,15.908
2023-10-30,15.838
2023-10-31,15.838
2023-11-01,15.85
2023-11-02,15.85
2023-11-03,15.85
2023-11-04,15.85
2023-11-05,15.813
2023-11-06,15.737
2023-11-07,15.67
2023-11-08,15.642
2023-11-09,15.521
2023-11-10,15.521
2023-11-11,15.521
2023-11-12,15.521
2023-11-13,15.521
2023-11-14,15.521
2023-11-15,15.521
2023-11-16,15.521
2023-11-17,15.521
2023-11-18,15.521
2023-11-19,15.521
2023-11-20,15.521
2023-11-21,14.801
2023-11-22,14.52
2023-11-23,14.52
2023-11-24,14.495
2023-11-25,14.474
2023-11-26,14.474
2023-11-27,14.474
2023-11-28,14.481
2023-11-29,14.481
2023-11-30,14.465
2023-12-01,14.465
2023-12-02,14.419
2023-12-03,14.419
2023-12-04,14.419
2023-12-05,14.359
2023-12-06,14.359
2023-12-07,14.359
2023-12-08,14.314
2023-12-09,14.314
2023-12-10,14.314
2023-12-11,14.314
2023-12-12,14.314
2023-12-13,14.103
2023-12-14,14.103
2023-12-15,14.103
2023-12-16,14.103
2023-12-17,14.103
2023-12-18,14.103
2023-12-19,14.062
2023-12-20,14.062
2023-12-21,14.062
2023-12-22,14.062
2023-12-23,14.062
2023-12-24,14.062
2023-12-25,14.062
2023-12-26,14.062
2023-12-27,14.062
2023-12-28,14.062
2023-12-29,14.062
2023-12-30,14.062
2023-12-31,14.062
2024-01-01,14.062
2024-01-02,14.049
2024-01-03,14.035
2024-01-04,14.041
2024-01-05,14.041
2024-01-06,14.069
2024-01-07,14.151
2024-01-08,14.152
2024-01-09,14.152
2024-01-10,14.143
2024-01-11,14.102
2024-01-12,14.102
2024-01-13,14.102
2024-01-14,14.102
2024-01-15,14.082
2024-01-16,14.064
2024-01-17,14.064
2024-01-18,14.081
2024-01-19,14.081
2024-01-20,14.081
2024-01-21,14.081
2024-01-22,14.065
2024-01-23,14.043
2024-01-24,14.043
2024-01-25,14.043
2024-01-26,14.043
2024-01-27,14.043
2024-01-28,14.043
2024-01-29,14.023
2024-01-30,14.023
2024-01-31,14.05
2024-02-01,14.05
2024-02-02,14.05
2024-02-03,14.05
2024-02-04,14.05
2024-02-05,14.032
2024-02-06,14.032
2024-02-07,14.026
2024-02-08,14.026
2024-02-09,14.026
2024-02-10,14.026
2024-02-11,14.029
2024-02-12,14.021
2024-02-13,14.021
2024-02-14,14.039
2024-02-15,14.012
2024-02-16,14.012
2024-02-17,14.012
2024-02-18,14.012
2024-02-19,14.012
2024-02-20,14.02
2024-02-21,14.02
2024-02-22,14.02
2024-02-23,14.02
2024-02-24,14.02
2024-02-25,14.024
2024-02-26,14.024
2024-02-27,13.658
2024-02-28,13.627
2024-02-29,13.624
2024-03-01,13.615
2024-03-02,13.565
2024-03-03,13.552
2024-03-04,13.519
2024-03-05,13.519
2024-03-06,13.519
2024-03-07,13.425
2024-03-08,13.425
2024-03-09,13.425
2024-03-10,13.425
2024-03-11,13.423
2024-03-12,13.398
2024-03-13,13.398
2024-03-14,13.398
2024-03-15,13.398
2024-03-16,13.398
2024-03-17,13.398
2024-03-18,13.415
2024-03-19,13.415
2024-03-20,13.445
2024-03-21,13.445
2024-03-22,13.445
2024-03-23,13.445
2024-03-24,13.445
2024-03-25,13.445
2024-03-26,13.445
2024-03-27,13.473
2024-03-28,13.473
2024-03-29,13.473
2024-03-30,13.473
2024-03-31,13.473
2024-04-01,13.473
2024-04-02,13.473
2024-04-03,13.471
2024-04-04,13.471
2024-04-05,13.448
2024-04-06,13.448
2024-04-07,13.448
2024-04-08,13.448
2024-04-09,13.448
2024-04-10,13.448
2024-04-11,13.448
2024-04-12,13.448
2024-04-13,13.448
2024-04-14,13.448
2024-04-15,13.448
2024-04-16,13.448
2024-04-17,13.448
2024-04-18,13.448
2024-04-19,13.448
2024-04-20,13.448
2024-04-21,13.448
2024-04-22,13.448
2024-04-23,13.448
2024-04-24,13.448
2024-04-25,13.448
2024-04-26,13.448
2024-04-27,13.448
2024-04-28,13.448
2024-04-29,13.448
2024-04-30,13.448
2024-05-01,13.448
