,OMC US Equity
2022-09-10,7.862
2022-09-11,7.862
2022-09-12,7.862
2022-09-13,7.862
2022-09-14,7.862
2022-09-15,7.862
2022-09-16,7.862
2022-09-17,7.862
2022-09-18,7.862
2022-09-19,7.862
2022-09-20,7.862
2022-09-21,7.862
2022-09-22,7.862
2022-09-23,7.862
2022-09-24,7.862
2022-09-25,7.862
2022-09-26,7.862
2022-09-27,7.862
2022-09-28,7.862
2022-09-29,7.862
2022-09-30,7.647
2022-10-01,7.647
2022-10-02,7.647
2022-10-03,7.647
2022-10-04,7.647
2022-10-05,7.638
2022-10-06,7.638
2022-10-07,7.638
2022-10-08,7.638
2022-10-09,7.638
2022-10-10,7.638
2022-10-11,7.61
2022-10-12,7.61
2022-10-13,7.61
2022-10-14,7.61
2022-10-15,7.61
2022-10-16,7.61
2022-10-17,7.61
2022-10-18,7.628
2022-10-19,7.664
2022-10-20,7.694
2022-10-21,7.694
2022-10-22,7.694
2022-10-23,7.694
2022-10-24,7.694
2022-10-25,7.694
2022-10-26,7.694
2022-10-27,7.694
2022-10-28,7.694
2022-10-29,7.694
2022-10-30,7.694
2022-10-31,7.694
2022-11-01,7.694
2022-11-02,7.694
2022-11-03,7.694
2022-11-04,7.694
2022-11-05,7.694
2022-11-06,7.694
2022-11-07,7.694
2022-11-08,7.694
2022-11-09,7.694
2022-11-10,7.699
2022-11-11,7.699
2022-11-12,7.699
2022-11-13,7.699
2022-11-14,7.699
2022-11-15,7.699
2022-11-16,7.699
2022-11-17,7.699
2022-11-18,7.699
2022-11-19,7.699
2022-11-20,7.699
2022-11-21,7.699
2022-11-22,7.699
2022-11-23,7.699
2022-11-24,7.699
2022-11-25,7.699
2022-11-26,7.699
2022-11-27,7.699
2022-11-28,7.699
2022-11-29,7.699
2022-11-30,7.699
2022-12-01,7.699
2022-12-02,7.699
2022-12-03,7.699
2022-12-04,7.699
2022-12-05,7.699
2022-12-06,7.699
2022-12-07,7.699
2022-12-08,7.699
2022-12-09,7.699
2022-12-10,7.699
2022-12-11,7.699
2022-12-12,7.699
2022-12-13,7.699
2022-12-14,7.699
2022-12-15,7.699
2022-12-16,7.699
2022-12-17,7.699
2022-12-18,7.699
2022-12-19,7.699
2022-12-20,7.699
2022-12-21,7.699
2022-12-22,7.699
2022-12-23,7.699
2022-12-24,7.699
2022-12-25,7.699
2022-12-26,7.699
2022-12-27,7.699
2022-12-28,7.699
2022-12-29,7.699
2022-12-30,7.699
2022-12-31,7.699
2023-01-01,7.699
2023-01-02,7.699
2023-01-03,7.699
2023-01-04,7.699
2023-01-05,7.699
2023-01-06,7.699
2023-01-07,7.699
2023-01-08,7.699
2023-01-09,7.699
2023-01-10,7.699
2023-01-11,7.699
2023-01-12,7.699
2023-01-13,7.699
2023-01-14,7.699
2023-01-15,7.699
2023-01-16,7.699
2023-01-17,7.699
2023-01-18,7.699
2023-01-19,7.699
2023-01-20,7.699
2023-01-21,7.699
2023-01-22,7.699
2023-01-23,7.699
2023-01-24,7.699
2023-01-25,7.699
2023-01-26,7.731
2023-01-27,7.731
2023-01-28,7.731
2023-01-29,7.731
2023-01-30,7.731
2023-01-31,7.764
2023-02-01,7.764
2023-02-02,7.764
2023-02-03,7.764
2023-02-04,7.764
2023-02-05,7.764
2023-02-06,7.764
2023-02-07,7.824
2023-02-08,8.236
2023-02-09,8.287
2023-02-10,8.357
2023-02-11,8.357
2023-02-12,8.357
2023-02-13,8.357
2023-02-14,8.357
2023-02-15,8.357
2023-02-16,8.357
2023-02-17,8.357
2023-02-18,8.357
2023-02-19,8.357
2023-02-20,8.357
2023-02-21,8.267
2023-02-22,8.267
2023-02-23,8.267
2023-02-24,8.267
2023-02-25,8.267
2023-02-26,8.267
2023-02-27,8.267
2023-02-28,8.267
2023-03-01,8.267
2023-03-02,8.267
2023-03-03,8.267
2023-03-04,8.267
2023-03-05,8.267
2023-03-06,8.267
2023-03-07,8.267
2023-03-08,8.279
2023-03-09,8.279
2023-03-10,8.279
2023-03-11,8.279
2023-03-12,8.279
2023-03-13,8.279
2023-03-14,8.279
2023-03-15,8.279
2023-03-16,8.279
2023-03-17,8.279
2023-03-18,8.279
2023-03-19,8.279
2023-03-20,8.292
2023-03-21,8.292
2023-03-22,8.292
2023-03-23,8.292
2023-03-24,8.292
2023-03-25,8.292
2023-03-26,8.292
2023-03-27,8.292
2023-03-28,8.292
2023-03-29,8.305
2023-03-30,8.305
2023-03-31,8.305
2023-04-01,8.305
2023-04-02,8.305
2023-04-03,8.305
2023-04-04,8.305
2023-04-05,8.305
2023-04-06,8.305
2023-04-07,8.305
2023-04-08,8.305
2023-04-09,8.305
2023-04-10,8.305
2023-04-11,8.305
2023-04-12,8.305
2023-04-13,8.305
2023-04-14,8.305
2023-04-15,8.305
2023-04-16,8.305
2023-04-17,8.305
2023-04-18,8.329
2023-04-19,8.29
2023-04-20,8.306
2023-04-21,8.306
2023-04-22,8.306
2023-04-23,8.306
2023-04-24,8.306
2023-04-25,8.31
2023-04-26,8.333
2023-04-27,8.333
2023-04-28,8.333
2023-04-29,8.333
2023-04-30,8.333
2023-05-01,8.333
2023-05-02,8.335
2023-05-03,8.335
2023-05-04,8.335
2023-05-05,8.335
2023-05-06,8.335
2023-05-07,8.335
2023-05-08,8.335
2023-05-09,8.338
2023-05-10,8.338
2023-05-11,8.338
2023-05-12,8.338
2023-05-13,8.338
2023-05-14,8.338
2023-05-15,8.338
2023-05-16,8.338
2023-05-17,8.338
2023-05-18,8.338
2023-05-19,8.338
2023-05-20,8.338
2023-05-21,8.338
2023-05-22,8.368
2023-05-23,8.368
2023-05-24,8.368
2023-05-25,8.368
2023-05-26,8.368
2023-05-27,8.368
2023-05-28,8.368
2023-05-29,8.368
2023-05-30,8.368
2023-05-31,8.368
2023-06-01,8.368
2023-06-02,8.368
2023-06-03,8.368
2023-06-04,8.368
2023-06-05,8.368
2023-06-06,8.368
2023-06-07,8.368
2023-06-08,8.368
2023-06-09,8.368
2023-06-10,8.368
2023-06-11,8.368
2023-06-12,8.368
2023-06-13,8.368
2023-06-14,8.368
2023-06-15,8.368
2023-06-16,8.368
2023-06-17,8.368
2023-06-18,8.368
2023-06-19,8.368
2023-06-20,8.368
2023-06-21,8.377
2023-06-22,8.377
2023-06-23,8.377
2023-06-24,8.377
2023-06-25,8.377
2023-06-26,8.377
2023-06-27,8.377
2023-06-28,8.377
2023-06-29,8.377
2023-06-30,8.377
2023-07-01,8.377
2023-07-02,8.377
2023-07-03,8.377
2023-07-04,8.377
2023-07-05,8.377
2023-07-06,8.368
2023-07-07,8.368
2023-07-08,8.368
2023-07-09,8.368
2023-07-10,8.368
2023-07-11,8.368
2023-07-12,8.368
2023-07-13,8.368
2023-07-14,8.368
2023-07-15,8.368
2023-07-16,8.363
2023-07-17,8.363
2023-07-18,8.376
2023-07-19,8.346
2023-07-20,8.338
2023-07-21,8.332
2023-07-22,8.332
2023-07-23,8.332
2023-07-24,8.325
2023-07-25,8.325
2023-07-26,8.325
2023-07-27,8.325
2023-07-28,8.325
2023-07-29,8.325
2023-07-30,8.325
2023-07-31,8.325
2023-08-01,8.328
2023-08-02,8.328
2023-08-03,8.328
2023-08-04,8.328
2023-08-05,8.328
2023-08-06,8.328
2023-08-07,8.328
2023-08-08,8.328
2023-08-09,8.328
2023-08-10,8.312
2023-08-11,8.312
2023-08-12,8.312
2023-08-13,8.312
2023-08-14,8.312
2023-08-15,8.312
2023-08-16,8.312
2023-08-17,8.312
2023-08-18,8.312
2023-08-19,8.312
2023-08-20,8.312
2023-08-21,8.312
2023-08-22,8.312
2023-08-23,8.312
2023-08-24,8.312
2023-08-25,8.312
2023-08-26,8.312
2023-08-27,8.312
2023-08-28,8.312
2023-08-29,8.312
2023-08-30,8.312
2023-08-31,8.312
2023-09-01,8.346
2023-09-02,8.346
2023-09-03,8.346
2023-09-04,8.346
2023-09-05,8.346
2023-09-06,8.346
2023-09-07,8.346
2023-09-08,8.346
2023-09-09,8.346
2023-09-10,8.346
2023-09-11,8.346
2023-09-12,8.346
2023-09-13,8.346
2023-09-14,8.346
2023-09-15,8.346
2023-09-16,8.346
2023-09-17,8.346
2023-09-18,8.351
2023-09-19,8.351
2023-09-20,8.357
2023-09-21,8.357
2023-09-22,8.334
2023-09-23,8.334
2023-09-24,8.334
2023-09-25,8.334
2023-09-26,8.357
2023-09-27,8.357
2023-09-28,8.357
2023-09-29,8.357
2023-09-30,8.357
2023-10-01,8.357
2023-10-02,8.325
2023-10-03,8.325
2023-10-04,8.325
2023-10-05,8.318
2023-10-06,8.318
2023-10-07,8.318
2023-10-08,8.318
2023-10-09,8.318
2023-10-10,8.318
2023-10-11,8.304
2023-10-12,8.308
2023-10-13,8.308
2023-10-14,8.308
2023-10-15,8.308
2023-10-16,8.3
2023-10-17,8.307
2023-10-18,8.332
2023-10-19,8.331
2023-10-20,8.332
2023-10-21,8.332
2023-10-22,8.332
2023-10-23,8.332
2023-10-24,8.332
2023-10-25,8.332
2023-10-26,8.332
2023-10-27,8.332
2023-10-28,8.332
2023-10-29,8.332
2023-10-30,8.332
2023-10-31,8.332
2023-11-01,8.332
2023-11-02,8.332
2023-11-03,8.357
2023-11-04,8.357
2023-11-05,8.357
2023-11-06,8.357
2023-11-07,8.357
2023-11-08,8.357
2023-11-09,8.364
2023-11-10,8.364
2023-11-11,8.364
2023-11-12,8.364
2023-11-13,8.364
2023-11-14,8.364
2023-11-15,8.364
2023-11-16,8.364
2023-11-17,8.364
2023-11-18,8.364
2023-11-19,8.364
2023-11-20,8.364
2023-11-21,8.364
2023-11-22,8.364
2023-11-23,8.364
2023-11-24,8.364
2023-11-25,8.364
2023-11-26,8.364
2023-11-27,8.364
2023-11-28,8.364
2023-11-29,8.364
2023-11-30,8.364
2023-12-01,8.364
2023-12-02,8.364
2023-12-03,8.364
2023-12-04,8.44
2023-12-05,8.44
2023-12-06,8.44
2023-12-07,8.44
2023-12-08,8.44
2023-12-09,8.44
2023-12-10,8.44
2023-12-11,8.44
2023-12-12,8.44
2023-12-13,8.44
2023-12-14,8.44
2023-12-15,8.492
2023-12-16,8.492
2023-12-17,8.492
2023-12-18,8.473
2023-12-19,8.473
2023-12-20,8.473
2023-12-21,8.473
2023-12-22,8.473
2023-12-23,8.473
2023-12-24,8.473
2023-12-25,8.473
2023-12-26,8.473
2023-12-27,8.473
2023-12-28,8.473
2023-12-29,8.473
2023-12-30,8.473
2023-12-31,8.473
2024-01-01,8.473
2024-01-02,8.473
2024-01-03,8.473
2024-01-04,8.473
2024-01-05,8.485
2024-01-06,8.485
2024-01-07,8.485
2024-01-08,8.485
2024-01-09,8.485
2024-01-10,8.505
2024-01-11,8.572
2024-01-12,8.572
2024-01-13,8.572
2024-01-14,8.572
2024-01-15,8.572
2024-01-16,8.572
2024-01-17,8.572
2024-01-18,8.572
2024-01-19,8.572
2024-01-20,8.572
2024-01-21,8.572
2024-01-22,8.572
2024-01-23,8.521
2024-01-24,8.521
2024-01-25,8.521
2024-01-26,8.521
2024-01-27,8.521
2024-01-28,8.521
2024-01-29,8.489
2024-01-30,8.489
2024-01-31,8.489
2024-02-01,8.489
2024-02-02,8.489
2024-02-03,8.489
2024-02-04,8.489
2024-02-05,8.489
2024-02-06,8.449
2024-02-07,8.362
2024-02-08,8.354
2024-02-09,8.354
2024-02-10,8.354
2024-02-11,8.354
2024-02-12,8.354
2024-02-13,8.354
2024-02-14,8.354
2024-02-15,8.354
2024-02-16,8.354
2024-02-17,8.332
2024-02-18,8.332
2024-02-19,8.332
2024-02-20,8.332
2024-02-21,8.332
2024-02-22,8.332
2024-02-23,8.332
2024-02-24,8.332
2024-02-25,8.332
2024-02-26,8.332
2024-02-27,8.332
2024-02-28,8.332
2024-02-29,8.332
2024-03-01,8.332
2024-03-02,8.332
2024-03-03,8.332
2024-03-04,8.332
2024-03-05,8.332
2024-03-06,8.321
2024-03-07,8.321
2024-03-08,8.321
2024-03-09,8.321
2024-03-10,8.321
2024-03-11,8.321
2024-03-12,8.321
2024-03-13,8.324
2024-03-14,8.357
2024-03-15,8.357
2024-03-16,8.357
2024-03-17,8.357
2024-03-18,8.322
2024-03-19,8.322
2024-03-20,8.322
2024-03-21,8.322
2024-03-22,8.322
2024-03-23,8.322
2024-03-24,8.322
2024-03-25,8.357
2024-03-26,8.357
2024-03-27,8.357
2024-03-28,8.364
2024-03-29,8.364
2024-03-30,8.364
2024-03-31,8.364
2024-04-01,8.364
2024-04-02,8.352
2024-04-03,8.352
2024-04-04,8.352
2024-04-05,8.352
2024-04-06,8.352
2024-04-07,8.352
2024-04-08,8.353
2024-04-09,8.353
2024-04-10,8.374
2024-04-11,8.374
2024-04-12,8.374
2024-04-13,8.374
2024-04-14,8.374
2024-04-15,8.374
2024-04-16,8.388
2024-04-17,8.51
2024-04-18,8.51
2024-04-19,8.523
2024-04-20,8.523
2024-04-21,8.523
2024-04-22,8.523
2024-04-23,8.523
2024-04-24,8.523
2024-04-25,8.523
2024-04-26,8.523
2024-04-27,8.523
2024-04-28,8.523
2024-04-29,8.523
2024-04-30,8.523
2024-05-01,8.523
