,PGR US Equity
2023-07-11,16.533
2023-07-12,16.517
2023-07-13,14.824
2023-07-14,15.107
2023-07-15,15.107
2023-07-16,15.107
2023-07-17,15.842
2023-07-18,15.746
2023-07-19,15.768
2023-07-20,16.534
2023-07-21,16.591
2023-07-22,16.591
2023-07-23,16.591
2023-07-24,16.675
2023-07-25,16.47
2023-07-26,16.827
2023-07-27,16.802
2023-07-28,16.764
2023-07-29,16.764
2023-07-30,16.764
2023-07-31,16.892
2023-08-01,17.073
2023-08-02,16.797
2023-08-03,17.265
2023-08-04,16.955
2023-08-05,16.955
2023-08-06,16.955
2023-08-07,17.105
2023-08-08,16.95
2023-08-09,16.95
2023-08-10,16.902
2023-08-11,17.129
2023-08-12,17.129
2023-08-13,17.129
2023-08-14,16.868
2023-08-15,16.751
2023-08-16,18.153
2023-08-17,17.991
2023-08-18,17.82
2023-08-19,17.82
2023-08-20,17.82
2023-08-21,17.588
2023-08-22,17.368
2023-08-23,17.349
2023-08-24,17.492
2023-08-25,17.582
2023-08-26,17.582
2023-08-27,17.582
2023-08-28,17.449
2023-08-29,17.538
2023-08-30,17.774
2023-08-31,17.7
2023-09-01,17.852
2023-09-02,17.852
2023-09-03,17.852
2023-09-04,17.852
2023-09-05,17.594
2023-09-06,17.768
2023-09-07,18.107
2023-09-08,17.889
2023-09-09,17.889
2023-09-10,17.889
2023-09-11,18.087
2023-09-12,18.27
2023-09-13,18.338
2023-09-14,18.309
2023-09-15,18.142
2023-09-16,18.142
2023-09-17,18.142
2023-09-18,18.351
2023-09-19,18.608
2023-09-20,18.637
2023-09-21,18.599
2023-09-22,18.751
2023-09-23,18.751
2023-09-24,18.751
2023-09-25,18.641
2023-09-26,18.412
2023-09-27,18.395
2023-09-28,18.353
2023-09-29,18.208
2023-09-30,18.208
2023-10-01,18.208
2023-10-02,18.146
2023-10-03,18.202
2023-10-04,18.569
2023-10-05,18.615
2023-10-06,18.662
2023-10-07,18.662
2023-10-08,18.662
2023-10-09,18.678
2023-10-10,18.546
2023-10-11,18.707
2023-10-12,18.634
2023-10-13,19.928
2023-10-14,19.928
2023-10-15,19.928
2023-10-16,20.156
2023-10-17,20.351
2023-10-18,20.382
2023-10-19,20.205
2023-10-20,19.826
2023-10-21,19.826
2023-10-22,19.826
2023-10-23,19.652
2023-10-24,20.141
2023-10-25,20.165
2023-10-26,19.834
2023-10-27,19.731
2023-10-28,19.731
2023-10-29,19.731
2023-10-30,20.005
2023-10-31,20.416
2023-11-01,20.535
2023-11-02,20.427
2023-11-03,20.098
2023-11-04,20.098
2023-11-05,20.098
2023-11-06,20.329
2023-11-07,20.377
2023-11-08,20.377
2023-11-09,20.519
2023-11-10,20.524
2023-11-11,20.524
2023-11-12,20.524
2023-11-13,20.72
2023-11-14,20.414
2023-11-15,20.042
2023-11-16,20.33
2023-11-17,19.983
2023-11-18,19.983
2023-11-19,19.983
2023-11-20,20.127
2023-11-21,20.414
2023-11-22,20.515
2023-11-23,20.515
2023-11-24,20.655
2023-11-25,20.655
2023-11-26,20.655
2023-11-27,20.737
2023-11-28,20.592
2023-11-29,20.559
2023-11-30,20.689
2023-12-01,20.491
2023-12-02,20.491
2023-12-03,20.491
2023-12-04,20.611
2023-12-05,20.36
2023-12-06,20.106
2023-12-07,20.133
2023-12-08,20.066
2023-12-09,20.066
2023-12-10,20.066
2023-12-11,20.346
2023-12-12,20.559
2023-12-13,19.986
2023-12-14,19.115
2023-12-15,18.852
2023-12-16,18.852
2023-12-17,18.852
2023-12-18,19.137
2023-12-19,19.353
2023-12-20,19.093
2023-12-21,19.489
2023-12-22,19.649
2023-12-23,19.649
2023-12-24,19.649
2023-12-25,19.649
2023-12-26,19.587
2023-12-27,19.622
2023-12-28,19.706
2023-12-29,19.823
2023-12-30,19.823
2023-12-31,19.823
2024-01-01,19.823
2024-01-02,20.116
2024-01-03,20.194
2024-01-04,20.173
2024-01-05,20.074
2024-01-06,20.074
2024-01-07,20.074
2024-01-08,20.372
2024-01-09,20.441
2024-01-10,20.299
2024-01-11,20.607
2024-01-12,20.715
2024-01-13,20.715
2024-01-14,20.715
2024-01-15,20.715
2024-01-16,20.674
2024-01-17,20.828
2024-01-18,20.643
2024-01-19,20.671
2024-01-20,20.671
2024-01-21,20.671
2024-01-22,20.688
2024-01-23,20.693
2024-01-24,21.173
2024-01-25,21.019
2024-01-26,21.185
2024-01-27,21.185
2024-01-28,21.185
2024-01-29,20.989
2024-01-30,20.913
2024-01-31,21.027
2024-02-01,21.082
2024-02-02,21.315
2024-02-03,21.315
2024-02-04,21.315
2024-02-05,21.491
2024-02-06,21.266
2024-02-07,21.49
2024-02-08,21.583
2024-02-09,21.567
2024-02-10,21.567
2024-02-11,21.567
2024-02-12,21.525
2024-02-13,21.492
2024-02-14,21.242
2024-02-15,21.387
2024-02-16,21.296
2024-02-17,21.296
2024-02-18,21.296
2024-02-19,21.296
2024-02-20,21.402
2024-02-21,21.489
2024-02-22,21.652
2024-02-23,21.608
2024-02-24,21.608
2024-02-25,21.608
2024-02-26,21.866
2024-02-27,21.343
2024-02-28,21.327
2024-02-29,20.931
2024-03-01,20.74
2024-03-02,20.74
2024-03-03,20.74
2024-03-04,20.896
2024-03-05,20.959
2024-03-06,21.499
2024-03-07,21.511
2024-03-08,21.762
2024-03-09,21.762
2024-03-10,21.762
2024-03-11,21.579
2024-03-12,21.82
2024-03-13,21.888
2024-03-14,21.93
2024-03-15,21.401
2024-03-16,21.401
2024-03-17,21.401
2024-03-18,21.348
2024-03-19,21.253
2024-03-20,21.277
2024-03-21,21.262
2024-03-22,21.021
2024-03-23,21.021
2024-03-24,21.021
2024-03-25,21.053
2024-03-26,20.913
2024-03-27,20.968
2024-03-28,20.968
2024-03-29,20.968
2024-03-30,20.968
2024-03-31,20.968
2024-04-01,21.193
2024-04-02,21.201
2024-04-03,21.286
2024-04-04,21.131
2024-04-05,21.309
2024-04-06,21.309
2024-04-07,21.309
2024-04-08,20.798
