,CFR US Equity
2020-10-30,7.404
2020-10-31,7.404
2020-11-01,7.404
2020-11-02,11.853
2020-11-03,12.344
2020-11-04,11.311
2020-11-05,11.884
2020-11-06,11.672
2020-11-07,11.672
2020-11-08,11.672
2020-11-09,13.444
2020-11-10,13.704
2020-11-11,13.182
2020-11-12,12.941
2020-11-13,13.317
2020-11-14,13.317
2020-11-15,13.317
2020-11-16,13.93
2020-11-17,13.958
2020-11-18,13.745
2020-11-19,13.757
2020-11-20,13.709
2020-11-21,13.709
2020-11-22,13.709
2020-11-23,14.017
2020-11-24,14.786
2020-11-25,14.477
2020-11-26,14.477
2020-11-27,14.477
2020-11-28,14.477
2020-11-29,14.477
2020-11-30,13.947
2020-12-01,14.246
2020-12-02,14.296
2020-12-03,14.248
2020-12-04,14.443
2020-12-05,14.443
2020-12-06,14.443
2020-12-07,14.567
2020-12-08,14.57
2020-12-09,14.607
2020-12-10,14.567
2020-12-11,14.462
2020-12-12,14.462
2020-12-13,14.462
2020-12-14,14.3
2020-12-15,14.605
2020-12-16,14.669
2020-12-17,14.519
2020-12-18,14.311
2020-12-19,14.311
2020-12-20,14.311
2020-12-21,14.359
2020-12-22,14.223
2020-12-23,14.599
2020-12-24,14.541
2020-12-25,14.541
2020-12-26,14.541
2020-12-27,14.541
2020-12-28,14.567
2020-12-29,14.409
2020-12-30,14.506
2020-12-31,14.499
2021-01-01,14.499
2021-01-02,14.499
2021-01-03,14.499
2021-01-04,14.562
2021-01-05,14.715
2021-01-06,15.569
2021-01-07,15.877
2021-01-08,15.677
2021-01-09,15.677
2021-01-10,15.677
2021-01-11,15.89
2021-01-12,16.189
2021-01-13,16.098
2021-01-14,16.329
2021-01-15,16.056
2021-01-16,16.056
2021-01-17,16.056
2021-01-18,16.056
2021-01-19,16.181
2021-01-20,16.096
2021-01-21,15.804
2021-01-22,16.066
2021-01-23,16.066
2021-01-24,16.066
2021-01-25,16.09
2021-01-26,16.095
2021-01-27,16.05
2021-01-28,15.393
2021-01-29,15.332
2021-01-30,15.332
2021-01-31,15.332
2021-02-01,15.422
2021-02-02,15.561
2021-02-03,15.673
2021-02-04,16.053
2021-02-05,16.032
2021-02-06,16.032
2021-02-07,16.032
2021-02-08,16.302
2021-02-09,16.487
2021-02-10,16.477
2021-02-11,16.567
2021-02-12,17.65
2021-02-13,17.65
2021-02-14,17.65
2021-02-15,17.65
2021-02-16,18.135
2021-02-17,17.853
2021-02-18,17.644
2021-02-19,18.168
2021-02-20,18.168
2021-02-21,18.168
2021-02-22,18.461
2021-02-23,18.683
2021-02-24,19.091
2021-02-25,18.79
2021-02-26,18.407
2021-02-27,18.407
2021-02-28,18.407
2021-03-01,18.954
2021-03-02,18.629
2021-03-03,18.98
2021-03-04,19.012
2021-03-05,19.528
2021-03-06,19.528
2021-03-07,19.528
2021-03-08,20.153
2021-03-09,19.855
2021-03-10,19.856
2021-03-11,20.123
2021-03-12,20.662
2021-03-13,20.662
2021-03-14,20.662
2021-03-15,20.537
2021-03-16,20.186
2021-03-17,20.398
2021-03-18,20.562
2021-03-19,20.666
2021-03-20,20.666
2021-03-21,20.666
2021-03-22,19.816
2021-03-23,19.102
2021-03-24,19.059
2021-03-25,19.491
2021-03-26,19.791
2021-03-27,19.791
2021-03-28,19.791
2021-03-29,19.079
2021-03-30,18.627
2021-03-31,18.365
2021-04-01,18.59
2021-04-02,18.59
2021-04-03,18.59
2021-04-04,18.59
2021-04-05,18.554
2021-04-06,18.433
2021-04-07,18.362
2021-04-08,18.345
2021-04-09,18.634
2021-04-10,18.634
2021-04-11,18.634
2021-04-12,18.791
2021-04-13,18.406
2021-04-14,18.799
2021-04-15,19.03
2021-04-16,19.356
2021-04-17,19.356
2021-04-18,19.356
2021-04-19,19.334
2021-04-20,18.824
2021-04-21,19.101
2021-04-22,18.902
2021-04-23,19.512
2021-04-24,19.512
2021-04-25,19.512
2021-04-26,19.718
2021-04-27,19.9
2021-04-28,19.908
2021-04-29,20.648
2021-04-30,20.648
2021-05-01,20.648
2021-05-02,20.648
2021-05-03,20.648
2021-05-04,20.648
2021-05-05,20.648
2021-05-06,20.648
2021-05-07,20.648
2021-05-08,20.648
2021-05-09,20.648
2021-05-10,20.648
2021-05-11,20.648
2021-05-12,20.648
2021-05-13,20.648
2021-05-14,20.648
2021-05-15,20.648
2021-05-16,20.648
2021-05-17,20.648
2021-05-18,20.648
2021-05-19,20.648
2021-05-20,20.648
2021-05-21,20.648
2021-05-22,20.648
2021-05-23,20.648
2021-05-24,20.648
2021-05-25,20.648
2021-05-26,20.648
2021-05-27,20.648
2021-05-28,20.648
2021-05-29,20.648
2021-05-30,20.648
2021-05-31,20.648
2021-06-01,20.648
2021-06-02,20.648
2021-06-03,20.648
2021-06-04,20.648
2021-06-05,20.648
2021-06-06,20.648
2021-06-07,20.648
2021-06-08,20.648
2021-06-09,20.648
2021-06-10,20.648
2021-06-11,20.648
2021-06-12,20.648
2021-06-13,20.648
2021-06-14,20.648
2021-06-15,20.648
2021-06-16,20.648
2021-06-17,20.648
2021-06-18,20.648
2021-06-19,20.648
2021-06-20,20.648
2021-06-21,20.648
2021-06-22,20.648
2021-06-23,20.648
2021-06-24,20.648
2021-06-25,20.648
2021-06-26,20.648
2021-06-27,20.648
2021-06-28,20.648
2021-06-29,20.648
2021-06-30,20.648
2021-07-01,20.648
2021-07-02,20.648
2021-07-03,20.648
2021-07-04,20.648
2021-07-05,20.648
2021-07-06,20.648
2021-07-07,20.648
2021-07-08,20.648
2021-07-09,20.648
2021-07-10,20.648
2021-07-11,20.648
2021-07-12,20.648
2021-07-13,20.648
2021-07-14,20.648
2021-07-15,20.648
2021-07-16,20.648
2021-07-17,20.648
2021-07-18,20.648
2021-07-19,20.648
2021-07-20,20.648
2021-07-21,20.648
2021-07-22,20.648
2021-07-23,20.648
2021-07-24,20.648
2021-07-25,20.648
2021-07-26,20.648
2021-07-27,20.648
2021-07-28,20.648
2021-07-29,20.648
2021-07-30,20.648
2021-07-31,20.648
2021-08-01,20.648
2021-08-02,20.648
2021-08-03,20.648
2021-08-04,20.648
2021-08-05,20.648
2021-08-06,20.648
2021-08-07,20.648
2021-08-08,20.648
2021-08-09,20.648
2021-08-10,20.648
2021-08-11,20.648
2021-08-12,20.648
2021-08-13,20.648
2021-08-14,20.648
2021-08-15,20.648
2021-08-16,20.648
2021-08-17,20.648
2021-08-18,20.648
2021-08-19,20.648
2021-08-20,20.648
2021-08-21,20.648
2021-08-22,20.648
2021-08-23,20.648
2021-08-24,20.648
2021-08-25,20.648
2021-08-26,20.648
2021-08-27,20.648
2021-08-28,20.648
2021-08-29,20.648
2021-08-30,20.648
2021-08-31,20.648
2021-09-01,20.648
2021-09-02,20.648
2021-09-03,20.648
2021-09-04,20.648
2021-09-05,20.648
2021-09-06,20.648
2021-09-07,20.648
2021-09-08,20.648
2021-09-09,20.648
2021-09-10,20.648
2021-09-11,20.648
2021-09-12,20.648
2021-09-13,20.648
2021-09-14,20.648
2021-09-15,20.648
2021-09-16,20.648
2021-09-17,20.648
2021-09-18,20.648
2021-09-19,20.648
2021-09-20,20.648
2021-09-21,20.648
2021-09-22,20.648
2021-09-23,20.648
2021-09-24,20.648
2021-09-25,20.648
2021-09-26,20.648
2021-09-27,20.648
2021-09-28,20.648
2021-09-29,20.648
2021-09-30,20.648
2021-10-01,20.648
2021-10-02,20.648
2021-10-03,20.648
2021-10-04,20.648
2021-10-05,20.648
2021-10-06,20.648
2021-10-07,20.648
2021-10-08,20.648
2021-10-09,20.648
2021-10-10,20.648
2021-10-11,20.648
2021-10-12,20.648
2021-10-13,20.648
2021-10-14,20.648
2021-10-15,20.648
2021-10-16,20.648
2021-10-17,20.648
2021-10-18,20.648
2021-10-19,20.648
2021-10-20,20.648
2021-10-21,20.648
2021-10-22,20.648
2021-10-23,20.648
2021-10-24,20.648
2021-10-25,20.648
2021-10-26,20.648
2021-10-27,20.648
2021-10-28,20.648
2021-10-29,14.982
2021-10-30,14.982
2021-10-31,14.982
2021-11-01,15.655
2021-11-02,15.773
2021-11-03,16.074
2021-11-04,15.397
2021-11-05,15.63
2021-11-06,15.63
2021-11-07,15.63
2021-11-08,15.684
2021-11-09,15.692
2021-11-10,15.569
2021-11-11,15.575
2021-11-12,15.364
2021-11-13,15.364
2021-11-14,15.364
2021-11-15,15.405
2021-11-16,15.492
2021-11-17,15.491
2021-11-18,15.515
2021-11-19,15.258
2021-11-20,15.258
2021-11-21,15.258
2021-11-22,15.418
2021-11-23,15.83
2021-11-24,15.791
2021-11-25,15.791
2021-11-26,15.072
2021-11-27,15.072
2021-11-28,15.072
2021-11-29,15.122
2021-11-30,16.245
2021-12-01,15.945
2021-12-02,16.489
2021-12-03,16.148
2021-12-04,16.148
2021-12-05,16.148
2021-12-06,16.616
2021-12-07,16.698
2021-12-08,16.65
2021-12-09,16.486
2021-12-10,16.607
2021-12-11,16.607
2021-12-12,16.607
2021-12-13,16.334
2021-12-14,16.324
2021-12-15,16.527
2021-12-16,16.553
2021-12-17,16.105
2021-12-18,16.105
2021-12-19,16.105
2021-12-20,15.736
2021-12-21,16.21
2021-12-22,16.179
2021-12-23,16.192
2021-12-24,16.192
2021-12-25,16.192
2021-12-26,16.192
2021-12-27,16.351
2021-12-28,16.373
2021-12-29,16.477
2021-12-30,16.312
2021-12-31,16.268
2022-01-01,16.268
2022-01-02,16.268
2022-01-03,16.638
2022-01-04,16.862
2022-01-05,16.676
2022-01-06,17.266
2022-01-07,17.494
2022-01-08,17.494
2022-01-09,17.494
2022-01-10,17.711
2022-01-11,18.089
2022-01-12,18.242
2022-01-13,18.437
2022-01-14,18.46
2022-01-15,18.46
2022-01-16,18.46
2022-01-17,18.46
2022-01-18,18.157
2022-01-19,17.529
2022-01-20,17.151
2022-01-21,16.997
2022-01-22,16.997
2022-01-23,16.997
2022-01-24,16.969
2022-01-25,16.898
2022-01-26,16.851
2022-01-27,17.524
2022-01-28,18.107
2022-01-29,18.107
2022-01-30,18.107
2022-01-31,18.196
2022-02-01,18.348
2022-02-02,18.191
2022-02-03,17.935
2022-02-04,18.26
2022-02-05,18.26
2022-02-06,18.26
2022-02-07,18.369
2022-02-08,18.802
2022-02-09,18.67
2022-02-10,18.681
2022-02-11,14.197
2022-02-12,14.197
2022-02-13,14.197
2022-02-14,13.922
2022-02-15,14.247
2022-02-16,14.226
2022-02-17,13.835
2022-02-18,13.838
2022-02-19,13.838
2022-02-20,13.838
2022-02-21,13.838
2022-02-22,13.72
2022-02-23,13.466
2022-02-24,13.178
2022-02-25,13.762
2022-02-26,13.762
2022-02-27,13.762
2022-02-28,13.82
2022-03-01,13.175
2022-03-02,13.949
2022-03-03,13.731
2022-03-04,13.286
2022-03-05,13.286
2022-03-06,13.286
2022-03-07,13.076
2022-03-08,13.114
2022-03-09,13.568
2022-03-10,13.541
2022-03-11,13.551
2022-03-12,13.551
2022-03-13,13.551
2022-03-14,13.596
2022-03-15,13.64
2022-03-16,13.946
2022-03-17,13.741
2022-03-18,13.808
2022-03-19,13.808
2022-03-20,13.808
2022-03-21,13.836
2022-03-22,14.163
2022-03-23,13.766
2022-03-24,13.894
2022-03-25,14.32
2022-03-26,14.32
2022-03-27,14.32
2022-03-28,14.178
2022-03-29,14.326
2022-03-30,13.911
2022-03-31,13.592
2022-04-01,13.7
2022-04-02,13.7
2022-04-03,13.7
2022-04-04,13.542
2022-04-05,13.41
2022-04-06,13.614
2022-04-07,13.675
2022-04-08,13.747
2022-04-09,13.747
2022-04-10,13.747
2022-04-11,13.767
2022-04-12,13.533
2022-04-13,13.781
2022-04-14,13.703
2022-04-15,13.703
2022-04-16,13.703
2022-04-17,13.703
2022-04-18,13.795
2022-04-19,14.071
2022-04-20,14.28
2022-04-21,13.95
2022-04-22,13.572
2022-04-23,13.572
2022-04-24,13.572
2022-04-25,13.518
2022-04-26,13.007
2022-04-27,13.127
2022-04-28,13.485
2022-04-29,12.991
2022-04-30,12.991
2022-05-01,12.991
2022-05-02,12.949
2022-05-03,13.068
2022-05-04,13.414
2022-05-05,12.84
2022-05-06,12.019
2022-05-07,12.019
2022-05-08,12.019
2022-05-09,11.605
2022-05-10,11.449
2022-05-11,11.261
2022-05-12,11.257
2022-05-13,11.404
2022-05-14,11.404
2022-05-15,11.404
2022-05-16,11.17
2022-05-17,11.507
2022-05-18,11.064
2022-05-19,10.819
2022-05-20,10.731
2022-05-21,10.731
2022-05-22,10.731
2022-05-23,11.028
2022-05-24,10.907
2022-05-25,11.12
2022-05-26,11.363
2022-05-27,11.546
2022-05-28,11.546
2022-05-29,11.546
2022-05-30,11.546
2022-05-31,11.496
2022-06-01,11.447
2022-06-02,11.856
2022-06-03,11.574
2022-06-04,11.574
2022-06-05,11.574
2022-06-06,11.634
2022-06-07,11.757
2022-06-08,11.533
2022-06-09,11.12
2022-06-10,10.738
2022-06-11,10.738
2022-06-12,10.738
2022-06-13,10.502
2022-06-14,10.645
2022-06-15,10.974
2022-06-16,10.764
2022-06-17,10.799
2022-06-18,10.799
2022-06-19,10.799
2022-06-20,10.799
2022-06-21,10.875
2022-06-22,10.898
2022-06-23,10.523
2022-06-24,10.894
2022-06-25,10.894
2022-06-26,10.894
2022-06-27,10.928
2022-06-28,10.858
2022-06-29,10.816
2022-06-30,13.36
2022-07-01,12.297
2022-07-02,12.297
2022-07-03,12.297
2022-07-04,12.297
2022-07-05,12.263
2022-07-06,12.142
2022-07-07,12.302
2022-07-08,12.292
2022-07-09,12.292
2022-07-10,12.292
2022-07-11,12.12
2022-07-12,12.186
2022-07-13,12.195
2022-07-14,12.084
2022-07-15,12.45
2022-07-16,12.45
2022-07-17,12.45
2022-07-18,12.461
2022-07-19,12.781
2022-07-20,12.894
2022-07-21,12.982
2022-07-22,12.917
2022-07-23,12.917
2022-07-24,12.917
2022-07-25,13.231
2022-07-26,13.272
2022-07-27,13.417
2022-07-28,13.37
2022-07-29,13.253
2022-07-30,13.253
2022-07-31,13.253
2022-08-01,13.318
2022-08-02,12.959
2022-08-03,13.101
2022-08-04,12.771
2022-08-05,13.153
2022-08-06,13.153
2022-08-07,13.153
2022-08-08,13.122
2022-08-09,13.202
2022-08-10,13.338
2022-08-11,13.426
2022-08-12,13.644
2022-08-13,13.644
2022-08-14,13.644
2022-08-15,13.804
2022-08-16,13.993
2022-08-17,13.902
2022-08-18,13.938
2022-08-19,13.807
2022-08-20,13.807
2022-08-21,13.807
2022-08-22,13.915
2022-08-23,13.853
2022-08-24,13.775
2022-08-25,13.786
2022-08-26,13.485
2022-08-27,13.485
2022-08-28,13.485
2022-08-29,13.417
2022-08-30,13.488
2022-08-31,13.419
2022-09-01,13.554
2022-09-02,13.552
2022-09-03,13.552
2022-09-04,13.552
2022-09-05,13.552
2022-09-06,13.719
2022-09-07,14.113
2022-09-08,14.529
2022-09-09,14.581
2022-09-10,14.581
2022-09-11,14.581
2022-09-12,14.678
2022-09-13,14.311
2022-09-14,14.406
2022-09-15,14.441
2022-09-16,14.094
2022-09-17,14.094
2022-09-18,14.094
2022-09-19,14.397
2022-09-20,14.312
2022-09-21,14.273
2022-09-22,14.124
2022-09-23,13.885
2022-09-24,13.885
2022-09-25,13.885
2022-09-26,13.616
2022-09-27,13.385
2022-09-28,13.549
2022-09-29,12.905
2022-09-30,12.76
2022-10-01,12.76
2022-10-02,12.76
2022-10-03,13.08
2022-10-04,13.582
2022-10-05,13.556
2022-10-06,13.482
2022-10-07,13.353
2022-10-08,13.353
2022-10-09,13.353
2022-10-10,13.367
2022-10-11,13.586
2022-10-12,13.568
2022-10-13,14.227
2022-10-14,14.196
2022-10-15,14.196
2022-10-16,14.196
2022-10-17,14.38
2022-10-18,14.592
2022-10-19,14.256
2022-10-20,13.827
2022-10-21,13.962
2022-10-22,13.962
2022-10-23,13.962
2022-10-24,13.89
2022-10-25,14.058
2022-10-26,13.946
2022-10-27,13.926
2022-10-28,15.029
2022-10-29,15.029
2022-10-30,15.029
2022-10-31,14.568
2022-11-01,14.707
2022-11-02,14.629
2022-11-03,14.54
2022-11-04,14.715
2022-11-05,14.715
2022-11-06,14.715
2022-11-07,14.873
2022-11-08,14.902
2022-11-09,14.649
2022-11-10,14.574
2022-11-11,13.69
2022-11-12,13.69
2022-11-13,13.69
2022-11-14,13.669
2022-11-15,13.691
2022-11-16,13.596
2022-11-17,13.528
2022-11-18,13.634
2022-11-19,13.634
2022-11-20,13.634
2022-11-21,13.694
2022-11-22,13.907
2022-11-23,13.723
2022-11-24,13.723
2022-11-25,13.901
2022-11-26,13.901
2022-11-27,13.901
2022-11-28,13.746
2022-11-29,13.739
2022-11-30,13.712
2022-12-01,13.328
2022-12-02,13.358
2022-12-03,13.358
2022-12-04,13.358
2022-12-05,12.476
2022-12-06,12.441
2022-12-07,12.358
2022-12-08,12.389
2022-12-09,12.367
2022-12-10,12.367
2022-12-11,12.367
2022-12-12,12.313
2022-12-13,11.847
2022-12-14,11.868
2022-12-15,11.636
2022-12-16,11.411
2022-12-17,11.411
2022-12-18,11.411
2022-12-19,11.499
2022-12-20,11.587
2022-12-21,11.8
2022-12-22,11.819
2022-12-23,11.931
2022-12-24,11.931
2022-12-25,11.931
2022-12-26,11.931
2022-12-27,11.939
2022-12-28,11.963
2022-12-29,12.133
2022-12-30,12.108
2022-12-31,12.108
2023-01-01,12.108
2023-01-02,12.108
2023-01-03,11.86
2023-01-04,11.932
2023-01-05,12.027
2023-01-06,12.235
2023-01-07,12.235
2023-01-08,12.235
2023-01-09,11.876
2023-01-10,11.923
2023-01-11,11.977
2023-01-12,12.173
2023-01-13,12.364
2023-01-14,12.364
2023-01-15,12.364
2023-01-16,12.364
2023-01-17,12.317
2023-01-18,11.75
2023-01-19,11.824
2023-01-20,12.066
2023-01-21,12.066
2023-01-22,12.066
2023-01-23,12.302
2023-01-24,12.297
2023-01-25,12.266
2023-01-26,11.979
2023-01-27,11.611
2023-01-28,11.611
2023-01-29,11.611
2023-01-30,11.531
2023-01-31,11.892
2023-02-01,11.835
2023-02-02,11.686
2023-02-03,11.834
2023-02-04,11.834
2023-02-05,11.834
2023-02-06,12.044
2023-02-07,12.216
2023-02-08,12.154
2023-02-09,12.109
2023-02-10,12.08
2023-02-11,12.08
2023-02-12,12.08
2023-02-13,12.092
2023-02-14,11.982
2023-02-15,12.071
2023-02-16,11.869
2023-02-17,12.043
2023-02-18,12.043
2023-02-19,12.043
2023-02-20,12.043
2023-02-21,11.839
2023-02-22,11.703
2023-02-23,11.839
2023-02-24,12.105
2023-02-25,12.105
2023-02-26,12.105
2023-02-27,12.208
2023-02-28,12.219
2023-03-01,12.329
2023-03-02,12.192
2023-03-03,12.258
2023-03-04,12.258
2023-03-05,12.258
2023-03-06,12.085
2023-03-07,11.839
2023-03-08,11.711
2023-03-09,11.11
2023-03-10,10.99
2023-03-11,10.99
2023-03-12,10.99
2023-03-13,9.577
2023-03-14,10.294
2023-03-15,9.839
2023-03-16,10.049
2023-03-17,9.702
2023-03-18,9.702
2023-03-19,9.702
2023-03-20,9.792
2023-03-21,10.039
2023-03-22,9.446
2023-03-23,9.19
2023-03-24,9.438
2023-03-25,9.438
2023-03-26,9.438
2023-03-27,9.69
2023-03-28,9.721
2023-03-29,9.877
2023-03-30,9.878
2023-03-31,10.043
2023-04-01,10.043
2023-04-02,10.043
2023-04-03,10.115
2023-04-04,9.987
2023-04-05,9.924
2023-04-06,10.272
2023-04-07,10.272
2023-04-08,10.272
2023-04-09,10.272
2023-04-10,10.371
2023-04-11,10.64
2023-04-12,10.541
2023-04-13,10.656
2023-04-14,10.68
2023-04-15,10.68
2023-04-16,10.68
2023-04-17,10.889
2023-04-18,10.665
2023-04-19,11.077
2023-04-20,10.729
2023-04-21,10.523
2023-04-22,10.523
2023-04-23,10.523
2023-04-24,10.468
2023-04-25,10.253
2023-04-26,10.506
2023-04-27,11.241
2023-04-28,11.315
2023-04-29,11.315
2023-04-30,11.315
2023-05-01,11.007
2023-05-02,10.515
2023-05-03,10.203
2023-05-04,9.642
2023-05-05,10.545
2023-05-06,10.545
2023-05-07,10.545
2023-05-08,10.042
2023-05-09,9.898
2023-05-10,9.988
2023-05-11,9.91
2023-05-12,10.085
2023-05-13,10.085
2023-05-14,10.085
2023-05-15,10.32
2023-05-16,9.97
2023-05-17,10.718
2023-05-18,10.667
2023-05-19,10.498
2023-05-20,10.498
2023-05-21,10.498
2023-05-22,10.773
2023-05-23,10.787
2023-05-24,10.67
2023-05-25,10.836
2023-05-26,10.905
2023-05-27,10.905
2023-05-28,10.905
2023-05-29,10.905
2023-05-30,10.895
2023-05-31,10.467
2023-06-01,10.679
2023-06-02,11.168
2023-06-03,11.168
2023-06-04,11.168
2023-06-05,11.052
2023-06-06,11.433
2023-06-07,11.573
2023-06-08,11.544
2023-06-09,11.493
2023-06-10,11.493
2023-06-11,11.493
2023-06-12,11.382
2023-06-13,11.652
2023-06-14,11.502
2023-06-15,11.881
2023-06-16,11.717
2023-06-17,11.717
2023-06-18,11.717
2023-06-19,11.717
2023-06-20,11.608
2023-06-21,11.397
2023-06-22,11.016
2023-06-23,10.842
2023-06-24,10.842
2023-06-25,10.842
2023-06-26,11.064
2023-06-27,11.145
2023-06-28,11.015
2023-06-29,11.471
2023-06-30,11.419
2023-07-01,11.419
2023-07-02,11.419
2023-07-03,11.695
2023-07-04,11.695
2023-07-05,11.453
2023-07-06,11.399
2023-07-07,11.497
2023-07-08,11.497
2023-07-09,11.497
2023-07-10,11.633
2023-07-11,11.9
2023-07-12,11.997
2023-07-13,12.117
2023-07-14,11.788
2023-07-15,11.788
2023-07-16,11.788
2023-07-17,11.965
2023-07-18,12.283
2023-07-19,12.473
2023-07-20,12.521
2023-07-21,12.429
2023-07-22,12.429
2023-07-23,12.429
2023-07-24,12.645
2023-07-25,12.437
2023-07-26,12.602
2023-07-27,12.002
2023-07-28,11.887
2023-07-29,11.887
2023-07-30,11.887
2023-07-31,12.398
2023-08-01,12.312
2023-08-02,12.407
2023-08-03,12.512
2023-08-04,12.465
2023-08-05,12.465
2023-08-06,12.465
2023-08-07,12.633
2023-08-08,12.276
2023-08-09,12.177
2023-08-10,12.196
2023-08-11,12.168
2023-08-12,12.168
2023-08-13,12.168
2023-08-14,11.837
2023-08-15,11.457
2023-08-16,11.346
2023-08-17,11.36
2023-08-18,11.26
2023-08-19,11.26
