,HUBB US Equity
2020-11-12,13.796
2020-11-13,14.05
2020-11-14,14.05
2020-11-15,14.05
2020-11-16,14.382
2020-11-17,14.073
2020-11-18,14.038
2020-11-19,14.255
2020-11-20,14.23
2020-11-21,14.23
2020-11-22,14.23
2020-11-23,14.49
2020-11-24,14.832
2020-11-25,14.69
2020-11-26,14.69
2020-11-27,14.749
2020-11-28,14.749
2020-11-29,14.749
2020-11-30,14.69
2020-12-01,14.7
2020-12-02,14.291
2020-12-03,14.205
2020-12-04,14.682
2020-12-05,14.682
2020-12-06,14.682
2020-12-07,14.45
2020-12-08,14.642
2020-12-09,14.693
2020-12-10,14.541
2020-12-11,14.582
2020-12-12,14.582
2020-12-13,14.582
2020-12-14,14.338
2020-12-15,14.533
2020-12-16,14.226
2020-12-17,14.178
2020-12-18,13.88
2020-12-19,13.88
2020-12-20,13.88
2020-12-21,14.003
2020-12-22,14.081
2020-12-23,14.232
2020-12-24,14.344
2020-12-25,14.344
2020-12-26,14.344
2020-12-27,14.344
2020-12-28,14.118
2020-12-29,13.984
2020-12-30,13.941
2020-12-31,13.984
2021-01-01,13.984
2021-01-02,13.984
2021-01-03,13.984
2021-01-04,13.919
2021-01-05,14.129
2021-01-06,14.99
2021-01-07,15.028
2021-01-08,14.934
2021-01-09,14.934
2021-01-10,14.934
2021-01-11,15.101
2021-01-12,15.333
2021-01-13,14.775
2021-01-14,14.671
2021-01-15,14.499
2021-01-16,14.499
2021-01-17,14.499
2021-01-18,14.499
2021-01-19,14.764
2021-01-20,14.854
2021-01-21,14.765
2021-01-22,14.844
2021-01-23,14.844
2021-01-24,14.844
2021-01-25,14.635
2021-01-26,14.573
2021-01-27,14.374
2021-01-28,14.256
2021-01-29,13.878
2021-01-30,13.878
2021-01-31,13.878
2021-02-01,14.177
2021-02-02,14.132
2021-02-03,14.025
2021-02-04,13.808
2021-02-05,14.067
2021-02-06,14.067
2021-02-07,14.067
2021-02-08,14.269
2021-02-09,14.123
2021-02-10,14.072
2021-02-11,14.28
2021-02-12,14.354
2021-02-13,14.354
2021-02-14,14.354
2021-02-15,14.354
2021-02-16,14.472
2021-02-17,14.627
2021-02-18,14.581
2021-02-19,14.812
2021-02-20,14.812
2021-02-21,14.812
2021-02-22,15.482
2021-02-23,15.661
2021-02-24,15.464
2021-02-25,15.507
2021-02-26,15.508
2021-02-27,15.508
2021-02-28,15.508
2021-03-01,15.912
2021-03-02,15.811
2021-03-03,15.67
2021-03-04,15.278
2021-03-05,15.788
2021-03-06,15.788
2021-03-07,15.788
2021-03-08,16.208
2021-03-09,16.053
2021-03-10,16.392
2021-03-11,16.126
2021-03-12,16.379
2021-03-13,16.379
2021-03-14,16.379
2021-03-15,16.6
2021-03-16,16.519
2021-03-17,16.586
2021-03-18,16.266
2021-03-19,16.03
2021-03-20,16.03
2021-03-21,16.03
2021-03-22,16.107
2021-03-23,15.553
2021-03-24,15.66
2021-03-25,16.052
2021-03-26,16.523
2021-03-27,16.523
2021-03-28,16.523
2021-03-29,16.488
2021-03-30,16.536
2021-03-31,16.475
2021-04-01,16.784
2021-04-02,16.784
2021-04-03,16.784
2021-04-04,16.784
2021-04-05,16.962
2021-04-06,16.985
2021-04-07,16.553
2021-04-08,16.403
2021-04-09,16.523
2021-04-10,16.523
2021-04-11,16.523
2021-04-12,16.472
2021-04-13,16.18
2021-04-14,16.272
2021-04-15,16.482
2021-04-16,16.655
2021-04-17,16.655
2021-04-18,16.655
2021-04-19,16.634
2021-04-20,16.349
2021-04-21,16.713
2021-04-22,16.575
2021-04-23,16.817
2021-04-24,16.817
2021-04-25,16.817
2021-04-26,16.76
2021-04-27,17.077
2021-04-28,16.341
2021-04-29,16.532
2021-04-30,16.202
2021-05-01,16.202
2021-05-02,16.202
2021-05-03,16.338
2021-05-04,16.495
2021-05-05,16.718
2021-05-06,16.857
2021-05-07,16.807
2021-05-08,16.807
2021-05-09,16.807
2021-05-10,16.664
2021-05-11,16.524
2021-05-12,15.929
2021-05-13,16.179
2021-05-14,16.377
2021-05-15,16.377
2021-05-16,16.377
2021-05-17,16.275
2021-05-18,15.949
2021-05-19,15.871
2021-05-20,15.906
2021-05-21,15.891
2021-05-22,15.891
2021-05-23,15.891
2021-05-24,15.942
2021-05-25,15.832
2021-05-26,15.978
2021-05-27,16.097
2021-05-28,16.17
2021-05-29,16.17
2021-05-30,16.17
2021-05-31,16.17
2021-06-01,16.286
2021-06-02,16.149
2021-06-03,16.21
2021-06-04,16.255
2021-06-05,16.255
2021-06-06,16.255
2021-06-07,16.107
2021-06-08,16.1
2021-06-09,15.842
2021-06-10,15.659
2021-06-11,15.646
2021-06-12,15.646
2021-06-13,15.646
2021-06-14,15.543
2021-06-15,15.63
2021-06-16,15.395
2021-06-17,14.972
2021-06-18,14.87
2021-06-19,14.87
2021-06-20,14.87
2021-06-21,15.273
2021-06-22,15.447
2021-06-23,15.492
2021-06-24,15.623
2021-06-25,15.746
2021-06-26,15.746
2021-06-27,15.746
2021-06-28,15.669
2021-06-29,15.706
2021-06-30,15.848
2021-07-01,15.815
2021-07-02,15.798
2021-07-03,15.798
2021-07-04,15.798
2021-07-05,15.798
2021-07-06,15.556
2021-07-07,15.844
2021-07-08,15.697
2021-07-09,16.077
2021-07-10,16.077
2021-07-11,16.077
2021-07-12,16.214
2021-07-13,15.992
2021-07-14,16.15
2021-07-15,16.271
2021-07-16,16.18
2021-07-17,16.18
2021-07-18,16.18
2021-07-19,15.869
2021-07-20,16.644
2021-07-21,16.708
2021-07-22,16.554
2021-07-23,16.548
2021-07-24,16.548
2021-07-25,16.548
2021-07-26,16.449
2021-07-27,16.553
2021-07-28,16.494
2021-07-29,16.792
2021-07-30,17.022
2021-07-31,17.022
2021-08-01,17.022
2021-08-02,16.817
2021-08-03,17.167
2021-08-04,17.043
2021-08-05,16.979
2021-08-06,17.08
2021-08-07,17.08
2021-08-08,17.08
2021-08-09,16.875
2021-08-10,17.209
2021-08-11,17.377
2021-08-12,17.556
2021-08-13,17.652
2021-08-14,17.652
2021-08-15,17.652
2021-08-16,17.49
2021-08-17,17.373
2021-08-18,17.135
2021-08-19,16.926
2021-08-20,17.261
2021-08-21,17.261
2021-08-22,17.261
2021-08-23,17.35
2021-08-24,17.485
2021-08-25,17.761
2021-08-26,17.524
2021-08-27,17.85
2021-08-28,17.85
2021-08-29,17.85
2021-08-30,17.968
2021-08-31,17.755
2021-09-01,17.487
2021-09-02,17.482
2021-09-03,17.421
2021-09-04,17.421
2021-09-05,17.421
2021-09-06,17.421
2021-09-07,17.061
2021-09-08,17.037
2021-09-09,16.765
2021-09-10,16.551
2021-09-11,16.551
2021-09-12,16.551
2021-09-13,16.508
2021-09-14,16.467
2021-09-15,16.483
2021-09-16,16.205
2021-09-17,16.275
2021-09-18,16.275
2021-09-19,16.275
2021-09-20,16.111
2021-09-21,15.766
2021-09-22,15.911
2021-09-23,16.238
2021-09-24,16.103
2021-09-25,16.103
2021-09-26,16.103
2021-09-27,16.26
2021-09-28,16.129
2021-09-29,16.218
2021-09-30,15.853
2021-10-01,15.843
2021-10-02,15.843
2021-10-03,15.843
2021-10-04,15.88
2021-10-05,16.143
2021-10-06,16.193
2021-10-07,16.183
2021-10-08,15.887
2021-10-09,15.887
2021-10-10,15.887
2021-10-11,15.811
2021-10-12,15.753
2021-10-13,16.024
2021-10-14,16.492
2021-10-15,16.573
2021-10-16,16.573
2021-10-17,16.573
2021-10-18,16.62
2021-10-19,16.705
2021-10-20,16.844
2021-10-21,16.794
2021-10-22,16.905
2021-10-23,16.905
2021-10-24,16.905
2021-10-25,16.744
2021-10-26,17.227
2021-10-27,16.991
2021-10-28,17.734
2021-10-29,17.888
2021-10-30,17.888
2021-10-31,17.888
2021-11-01,18.001
2021-11-02,18.178
2021-11-03,18.119
2021-11-04,18.308
2021-11-05,18.454
2021-11-06,18.454
2021-11-07,18.454
2021-11-08,18.655
2021-11-09,18.718
2021-11-10,18.668
2021-11-11,18.659
2021-11-12,18.678
2021-11-13,18.678
2021-11-14,18.678
2021-11-15,18.687
2021-11-16,18.777
2021-11-17,18.767
2021-11-18,18.807
2021-11-19,18.851
2021-11-20,18.851
2021-11-21,18.851
2021-11-22,18.708
2021-11-23,18.746
2021-11-24,18.708
2021-11-25,18.708
2021-11-26,18.286
2021-11-27,18.286
2021-11-28,18.286
2021-11-29,18.16
2021-11-30,17.65
2021-12-01,17.682
2021-12-02,18.26
2021-12-03,18.243
2021-12-04,18.243
2021-12-05,18.243
2021-12-06,18.459
2021-12-07,18.855
2021-12-08,18.851
2021-12-09,18.721
2021-12-10,18.785
2021-12-11,18.785
2021-12-12,18.785
2021-12-13,18.856
2021-12-14,18.52
2021-12-15,18.644
2021-12-16,18.697
2021-12-17,17.965
2021-12-18,17.965
2021-12-19,17.965
2021-12-20,17.706
2021-12-21,18.061
2021-12-22,17.87
2021-12-23,17.913
2021-12-24,17.913
2021-12-25,17.913
2021-12-26,17.913
2021-12-27,18.264
2021-12-28,18.349
2021-12-29,18.416
2021-12-30,18.18
2021-12-31,18.252
2022-01-01,18.252
2022-01-02,18.252
2022-01-03,17.995
2022-01-04,18.364
2022-01-05,17.902
2022-01-06,17.909
2022-01-07,17.534
2022-01-08,17.534
2022-01-09,17.534
2022-01-10,17.208
2022-01-11,17.597
2022-01-12,17.779
2022-01-13,17.577
2022-01-14,17.572
2022-01-15,17.572
2022-01-16,17.572
2022-01-17,17.572
2022-01-18,18.218
2022-01-19,18.066
2022-01-20,17.764
2022-01-21,17.821
2022-01-22,17.821
2022-01-23,17.821
2022-01-24,17.781
2022-01-25,17.142
2022-01-26,17.048
2022-01-27,16.729
2022-01-28,16.731
2022-01-29,16.731
2022-01-30,16.731
2022-01-31,17.144
2022-02-01,17.259
2022-02-02,17.242
2022-02-03,16.879
2022-02-04,16.415
2022-02-05,16.415
2022-02-06,16.415
2022-02-07,16.25
2022-02-08,16.515
2022-02-09,16.828
2022-02-10,16.334
2022-02-11,16.058
2022-02-12,16.058
2022-02-13,16.058
2022-02-14,16.057
2022-02-15,16.229
2022-02-16,16.235
2022-02-17,15.847
2022-02-18,15.711
2022-02-19,15.711
2022-02-20,15.711
2022-02-21,15.711
2022-02-22,15.537
2022-02-23,15.309
2022-02-24,15.43
2022-02-25,15.918
2022-02-26,15.918
2022-02-27,15.918
2022-02-28,15.708
2022-03-01,15.417
2022-03-02,15.887
2022-03-03,15.832
2022-03-04,15.846
2022-03-05,15.846
2022-03-06,15.846
2022-03-07,15.556
2022-03-08,15.701
2022-03-09,15.889
2022-03-10,15.76
2022-03-11,15.615
2022-03-12,15.615
2022-03-13,15.615
2022-03-14,15.671
2022-03-15,15.976
2022-03-16,16.437
2022-03-17,16.49
2022-03-18,16.608
2022-03-19,16.608
2022-03-20,16.608
2022-03-21,16.64
2022-03-22,16.382
2022-03-23,15.807
2022-03-24,15.946
2022-03-25,16.326
2022-03-26,16.326
2022-03-27,16.326
2022-03-28,16.408
2022-03-29,16.805
2022-03-30,16.701
2022-03-31,16.102
2022-04-01,16.258
2022-04-02,16.258
2022-04-03,16.258
2022-04-04,16.23
2022-04-05,15.922
2022-04-06,16.004
2022-04-07,16.265
2022-04-08,16.269
2022-04-09,16.269
2022-04-10,16.269
2022-04-11,16.151
2022-04-12,16.016
2022-04-13,16.266
2022-04-14,16.322
2022-04-15,16.322
2022-04-16,16.322
2022-04-17,16.322
2022-04-18,16.083
2022-04-19,16.642
2022-04-20,16.861
2022-04-21,17.14
2022-04-22,16.926
2022-04-23,16.926
2022-04-24,16.926
2022-04-25,16.714
2022-04-26,17.102
2022-04-27,17.157
2022-04-28,17.802
2022-04-29,16.935
2022-04-30,16.935
2022-05-01,16.935
2022-05-02,16.852
2022-05-03,16.911
2022-05-04,17.354
2022-05-05,16.951
2022-05-06,16.919
2022-05-07,16.919
2022-05-08,16.919
2022-05-09,16.955
2022-05-10,16.52
2022-05-11,16.293
2022-05-12,16.742
2022-05-13,16.719
2022-05-14,16.719
2022-05-15,16.719
2022-05-16,16.597
2022-05-17,16.807
2022-05-18,16.273
2022-05-19,16.258
2022-05-20,16.014
2022-05-21,16.014
2022-05-22,16.014
2022-05-23,16.138
2022-05-24,15.867
2022-05-25,15.752
2022-05-26,16.075
2022-05-27,16.663
2022-05-28,16.663
2022-05-29,16.663
2022-05-30,16.663
2022-05-31,16.443
2022-06-01,16.349
2022-06-02,16.608
2022-06-03,16.75
2022-06-04,16.75
2022-06-05,16.75
2022-06-06,17.143
2022-06-07,17.606
2022-06-08,17.231
2022-06-09,17.16
2022-06-10,16.872
2022-06-11,16.872
2022-06-12,16.872
2022-06-13,15.869
2022-06-14,15.649
2022-06-15,15.68
2022-06-16,14.931
2022-06-17,14.787
2022-06-18,14.787
2022-06-19,14.787
2022-06-20,14.787
2022-06-21,15.028
2022-06-22,14.956
2022-06-23,15.018
2022-06-24,15.822
2022-06-25,15.822
2022-06-26,15.822
2022-06-27,16.065
2022-06-28,15.613
2022-06-29,15.494
2022-06-30,15.413
2022-07-01,15.669
2022-07-02,15.669
2022-07-03,15.669
2022-07-04,15.669
2022-07-05,15.737
2022-07-06,15.797
2022-07-07,16.088
2022-07-08,16.023
2022-07-09,16.023
2022-07-10,16.023
2022-07-11,15.967
2022-07-12,15.969
2022-07-13,16.039
2022-07-14,16.176
2022-07-15,16.394
2022-07-16,16.394
2022-07-17,16.394
2022-07-18,15.807
2022-07-19,16.561
2022-07-20,16.617
2022-07-21,16.853
2022-07-22,16.73
2022-07-23,16.73
2022-07-24,16.73
2022-07-25,16.889
2022-07-26,17.586
2022-07-27,17.953
2022-07-28,18.517
2022-07-29,18.676
2022-07-30,18.676
2022-07-31,18.676
2022-08-01,18.314
2022-08-02,18.114
2022-08-03,18.263
2022-08-04,18.262
2022-08-05,18.207
2022-08-06,18.207
2022-08-07,18.207
2022-08-08,18.26
2022-08-09,18.201
2022-08-10,18.527
2022-08-11,18.628
2022-08-12,18.894
2022-08-13,18.894
2022-08-14,18.894
2022-08-15,18.762
2022-08-16,18.751
2022-08-17,18.785
2022-08-18,19.015
2022-08-19,19.031
2022-08-20,19.031
2022-08-21,19.031
2022-08-22,18.725
2022-08-23,18.396
2022-08-24,18.297
2022-08-25,18.569
2022-08-26,17.756
2022-08-27,17.756
2022-08-28,17.756
2022-08-29,17.788
2022-08-30,17.501
2022-08-31,17.449
2022-09-01,17.612
2022-09-02,17.453
2022-09-03,17.453
2022-09-04,17.453
2022-09-05,17.453
2022-09-06,17.618
2022-09-07,18.148
2022-09-08,18.574
2022-09-09,18.952
2022-09-10,18.952
2022-09-11,18.952
2022-09-12,19.035
2022-09-13,18.607
2022-09-14,18.527
2022-09-15,18.621
2022-09-16,18.533
2022-09-17,18.533
2022-09-18,18.533
2022-09-19,19.201
2022-09-20,18.938
2022-09-21,19.212
2022-09-22,18.785
2022-09-23,18.608
2022-09-24,18.608
2022-09-25,18.608
2022-09-26,18.599
2022-09-27,18.365
2022-09-28,18.777
2022-09-29,18.636
2022-09-30,18.862
2022-10-01,18.862
2022-10-02,18.862
2022-10-03,19.21
2022-10-04,19.969
2022-10-05,20.097
2022-10-06,19.771
2022-10-07,19.274
2022-10-08,19.274
2022-10-09,19.274
2022-10-10,19.36
2022-10-11,19.247
2022-10-12,18.935
2022-10-13,19.027
2022-10-14,18.284
2022-10-15,18.284
2022-10-16,18.284
2022-10-17,18.59
2022-10-18,19.094
2022-10-19,17.927
2022-10-20,17.494
2022-10-21,17.855
2022-10-22,17.855
2022-10-23,17.855
2022-10-24,18.38
2022-10-25,19.171
2022-10-26,19.05
2022-10-27,19.159
2022-10-28,18.971
2022-10-29,18.971
2022-10-30,18.971
2022-10-31,19.004
2022-11-01,19.063
2022-11-02,18.744
2022-11-03,18.761
2022-11-04,18.943
2022-11-05,18.943
2022-11-06,18.943
2022-11-07,18.926
2022-11-08,19.305
2022-11-09,19.086
2022-11-10,20.253
2022-11-11,19.958
2022-11-12,19.958
2022-11-13,19.958
2022-11-14,19.858
2022-11-15,19.881
2022-11-16,19.741
2022-11-17,19.834
2022-11-18,20.127
2022-11-19,20.127
2022-11-20,20.127
2022-11-21,20.15
2022-11-22,20.579
2022-11-23,20.332
2022-11-24,20.332
2022-11-25,20.526
2022-11-26,20.526
2022-11-27,20.526
2022-11-28,19.811
2022-11-29,19.904
2022-11-30,20.263
2022-12-01,20.325
2022-12-02,20.127
2022-12-03,20.127
2022-12-04,20.127
2022-12-05,19.836
2022-12-06,19.768
2022-12-07,19.878
2022-12-08,20.211
2022-12-09,20.145
2022-12-10,20.145
2022-12-11,20.145
2022-12-12,20.548
2022-12-13,20.603
2022-12-14,20.045
2022-12-15,19.423
2022-12-16,18.742
2022-12-17,18.742
2022-12-18,18.742
2022-12-19,19.072
2022-12-20,19.005
2022-12-21,19.295
2022-12-22,18.908
2022-12-23,18.987
2022-12-24,18.987
2022-12-25,18.987
2022-12-26,18.987
2022-12-27,19.084
2022-12-28,18.889
2022-12-29,18.956
2022-12-30,18.903
2022-12-31,18.903
2023-01-01,18.903
2023-01-02,18.903
2023-01-03,18.888
2023-01-04,18.534
2023-01-05,18.14
2023-01-06,18.499
2023-01-07,18.499
2023-01-08,18.499
2023-01-09,18.702
2023-01-10,18.974
2023-01-11,19.138
2023-01-12,19.021
2023-01-13,19.168
2023-01-14,19.168
2023-01-15,19.168
2023-01-16,19.168
2023-01-17,18.645
2023-01-18,18.483
2023-01-19,18.124
2023-01-20,18.22
2023-01-21,18.22
2023-01-22,18.22
2023-01-23,18.213
2023-01-24,18.602
2023-01-25,18.613
2023-01-26,18.849
2023-01-27,18.86
2023-01-28,18.86
2023-01-29,18.86
2023-01-30,18.767
2023-01-31,18.565
2023-02-01,19.303
2023-02-02,19.222
2023-02-03,19.574
2023-02-04,19.574
2023-02-05,19.574
2023-02-06,19.652
2023-02-07,19.851
2023-02-08,19.398
2023-02-09,19.524
2023-02-10,19.703
2023-02-11,19.703
2023-02-12,19.703
2023-02-13,19.909
2023-02-14,19.914
2023-02-15,20.367
2023-02-16,20.306
2023-02-17,20.452
2023-02-18,20.452
2023-02-19,20.452
2023-02-20,20.452
2023-02-21,20.182
2023-02-22,20.074
2023-02-23,20.302
2023-02-24,20.566
2023-02-25,20.566
2023-02-26,20.566
2023-02-27,20.525
2023-02-28,20.501
2023-03-01,20.346
2023-03-02,20.338
2023-03-03,20.623
2023-03-04,20.623
2023-03-05,20.623
2023-03-06,20.599
2023-03-07,20.362
2023-03-08,20.463
2023-03-09,20.117
2023-03-10,19.502
2023-03-11,19.502
2023-03-12,19.502
2023-03-13,19.315
2023-03-14,20.046
2023-03-15,19.101
2023-03-16,19.694
2023-03-17,19.15
2023-03-18,19.15
2023-03-19,19.15
2023-03-20,19.684
2023-03-21,19.725
2023-03-22,19.256
2023-03-23,18.879
2023-03-24,18.768
2023-03-25,18.768
2023-03-26,18.768
2023-03-27,19.036
2023-03-28,19.276
2023-03-29,19.527
2023-03-30,19.539
2023-03-31,19.796
2023-04-01,19.796
2023-04-02,19.796
2023-04-03,19.88
2023-04-04,18.77
2023-04-05,18.225
2023-04-06,17.91
2023-04-07,17.91
2023-04-08,17.91
2023-04-09,17.91
2023-04-10,18.172
2023-04-11,18.173
2023-04-12,18.355
2023-04-13,18.34
2023-04-14,18.432
2023-04-15,18.432
2023-04-16,18.432
2023-04-17,18.627
2023-04-18,18.784
2023-04-19,18.678
2023-04-20,18.596
2023-04-21,18.557
2023-04-22,18.557
2023-04-23,18.557
2023-04-24,18.699
2023-04-25,19.478
2023-04-26,18.906
2023-04-27,19.021
2023-04-28,18.644
2023-04-29,18.644
2023-04-30,18.644
2023-05-01,18.889
2023-05-02,19.368
2023-05-03,18.917
2023-05-04,18.657
2023-05-05,18.836
2023-05-06,18.836
2023-05-07,18.836
2023-05-08,18.73
2023-05-09,18.755
2023-05-10,18.842
2023-05-11,18.881
2023-05-12,18.935
2023-05-13,18.935
2023-05-14,18.935
2023-05-15,18.939
2023-05-16,18.762
2023-05-17,19.105
2023-05-18,19.491
2023-05-19,19.452
2023-05-20,19.452
2023-05-21,19.452
2023-05-22,19.624
2023-05-23,19.159
2023-05-24,19.106
2023-05-25,19.91
2023-05-26,20.209
2023-05-27,20.209
2023-05-28,20.209
2023-05-29,20.209
2023-05-30,19.962
2023-05-31,19.518
2023-06-01,19.849
2023-06-02,20.349
2023-06-03,20.349
2023-06-04,20.349
2023-06-05,20.332
2023-06-06,20.465
2023-06-07,21.041
2023-06-08,21.121
2023-06-09,21.204
2023-06-10,21.204
2023-06-11,21.204
2023-06-12,21.484
2023-06-13,21.819
2023-06-14,21.813
2023-06-15,22.198
2023-06-16,22.154
2023-06-17,22.154
2023-06-18,22.154
2023-06-19,22.154
2023-06-20,22.167
2023-06-21,22.285
2023-06-22,22.192
2023-06-23,21.891
2023-06-24,21.891
2023-06-25,21.891
2023-06-26,22.055
2023-06-27,22.323
2023-06-28,22.219
2023-06-29,22.591
2023-06-30,22.891
2023-07-01,22.891
2023-07-02,22.891
2023-07-03,22.698
2023-07-04,22.698
2023-07-05,22.606
2023-07-06,22.382
2023-07-07,22.48
2023-07-08,22.48
2023-07-09,22.48
2023-07-10,23.003
2023-07-11,22.826
2023-07-12,22.675
2023-07-13,22.776
2023-07-14,22.566
2023-07-15,22.566
2023-07-16,22.566
2023-07-17,22.7
2023-07-18,23.066
2023-07-19,23.067
2023-07-20,23.1
2023-07-21,22.822
2023-07-22,22.822
2023-07-23,22.822
2023-07-24,22.682
2023-07-25,21.065
2023-07-26,19.529
2023-07-27,19.432
2023-07-28,19.432
2023-07-29,19.432
2023-07-30,19.432
2023-07-31,19.209
2023-08-01,19.437
2023-08-02,19.283
2023-08-03,18.876
2023-08-04,18.731
2023-08-05,18.731
2023-08-06,18.731
2023-08-07,19.07
2023-08-08,19.342
2023-08-09,18.828
2023-08-10,18.616
2023-08-11,18.899
2023-08-12,18.899
2023-08-13,18.899
2023-08-14,19.113
2023-08-15,18.883
2023-08-16,18.872
2023-08-17,18.508
2023-08-18,18.688
2023-08-19,18.688
2023-08-20,18.688
2023-08-21,18.921
2023-08-22,18.913
2023-08-23,19.554
2023-08-24,19.483
2023-08-25,19.915
2023-08-26,19.915
2023-08-27,19.915
2023-08-28,20.071
2023-08-29,20.156
2023-08-30,20.187
2023-08-31,20.143
2023-09-01,20.297
