,PII US Equity
2020-10-31,8.192
2020-11-01,8.192
2020-11-02,8.371
2020-11-03,8.457
2020-11-04,8.575
2020-11-05,9.014
2020-11-06,8.778
2020-11-07,8.778
2020-11-08,8.778
2020-11-09,8.01
2020-11-10,8.341
2020-11-11,8.51
2020-11-12,8.165
2020-11-13,8.371
2020-11-14,8.371
2020-11-15,8.371
2020-11-16,8.663
2020-11-17,8.712
2020-11-18,8.162
2020-11-19,8.262
2020-11-20,8.254
2020-11-21,8.254
2020-11-22,8.254
2020-11-23,8.513
2020-11-24,8.561
2020-11-25,8.591
2020-11-26,8.591
2020-11-27,8.58
2020-11-28,8.58
2020-11-29,8.58
2020-11-30,8.678
2020-12-01,8.959
2020-12-02,8.801
2020-12-03,8.719
2020-12-04,8.768
2020-12-05,8.768
2020-12-06,8.768
2020-12-07,8.644
2020-12-08,8.522
2020-12-09,8.581
2020-12-10,8.576
2020-12-11,8.485
2020-12-12,8.485
2020-12-13,8.485
2020-12-14,8.545
2020-12-15,8.684
2020-12-16,8.713
2020-12-17,8.768
2020-12-18,8.969
2020-12-19,8.969
2020-12-20,8.969
2020-12-21,8.928
2020-12-22,9.093
2020-12-23,9.0
2020-12-24,8.925
2020-12-25,8.925
2020-12-26,8.925
2020-12-27,8.925
2020-12-28,8.85
2020-12-29,8.652
2020-12-30,8.75
2020-12-31,8.613
2021-01-01,8.613
2021-01-02,8.613
2021-01-03,8.613
2021-01-04,8.652
2021-01-05,8.882
2021-01-06,9.56
2021-01-07,9.529
2021-01-08,9.479
2021-01-09,9.479
2021-01-10,9.479
2021-01-11,9.649
2021-01-12,9.963
2021-01-13,9.732
2021-01-14,9.661
2021-01-15,9.755
2021-01-16,9.755
2021-01-17,9.755
2021-01-18,9.755
2021-01-19,10.234
2021-01-20,10.576
2021-01-21,10.643
2021-01-22,10.733
2021-01-23,10.733
2021-01-24,10.733
2021-01-25,10.802
2021-01-26,11.18
2021-01-27,9.041
2021-01-28,9.063
2021-01-29,8.987
2021-01-30,8.987
2021-01-31,8.987
2021-02-01,8.802
2021-02-02,8.896
2021-02-03,9.124
2021-02-04,9.167
2021-02-05,9.134
2021-02-06,9.134
2021-02-07,9.134
2021-02-08,9.404
2021-02-09,9.375
2021-02-10,9.506
2021-02-11,9.589
2021-02-12,9.412
2021-02-13,9.412
2021-02-14,9.412
2021-02-15,9.412
2021-02-16,9.219
2021-02-17,9.098
2021-02-18,9.035
2021-02-19,9.387
2021-02-20,9.387
2021-02-21,9.387
2021-02-22,9.308
2021-02-23,9.471
2021-02-24,9.714
2021-02-25,9.349
2021-02-26,9.119
2021-02-27,9.119
2021-02-28,9.119
2021-03-01,9.629
2021-03-02,9.516
2021-03-03,9.51
2021-03-04,9.486
2021-03-05,10.026
2021-03-06,10.026
2021-03-07,10.026
2021-03-08,10.393
2021-03-09,10.358
2021-03-10,10.329
2021-03-11,10.584
2021-03-12,10.616
2021-03-13,10.616
2021-03-14,10.616
2021-03-15,10.88
2021-03-16,10.611
2021-03-17,10.534
2021-03-18,10.313
2021-03-19,10.483
2021-03-20,10.483
2021-03-21,10.483
2021-03-22,10.538
2021-03-23,10.026
2021-03-24,9.799
2021-03-25,10.093
2021-03-26,10.362
2021-03-27,10.362
2021-03-28,10.362
2021-03-29,10.314
2021-03-30,10.496
2021-03-31,10.337
2021-04-01,10.448
2021-04-02,10.448
2021-04-03,10.448
2021-04-04,10.448
2021-04-05,10.656
2021-04-06,10.581
2021-04-07,10.656
2021-04-08,10.669
2021-04-09,10.711
2021-04-10,10.711
2021-04-11,10.711
2021-04-12,10.951
2021-04-13,11.075
2021-04-14,11.225
2021-04-15,11.072
2021-04-16,11.229
2021-04-17,11.229
2021-04-18,11.229
2021-04-19,11.19
2021-04-20,11.073
2021-04-21,11.205
2021-04-22,11.235
2021-04-23,11.34
2021-04-24,11.34
2021-04-25,11.34
2021-04-26,11.222
2021-04-27,11.092
2021-04-28,10.666
2021-04-29,10.649
2021-04-30,11.553
2021-05-01,11.553
2021-05-02,11.553
2021-05-03,11.775
2021-05-04,11.739
2021-05-05,11.633
2021-05-06,11.845
2021-05-07,11.923
2021-05-08,11.923
2021-05-09,11.923
2021-05-10,11.655
2021-05-11,11.658
2021-05-12,10.842
2021-05-13,11.09
2021-05-14,11.089
2021-05-15,11.089
2021-05-16,11.089
2021-05-17,10.94
2021-05-18,10.792
2021-05-19,10.815
2021-05-20,10.655
2021-05-21,10.643
2021-05-22,10.643
2021-05-23,10.643
2021-05-24,10.634
2021-05-25,10.737
2021-05-26,10.815
2021-05-27,10.899
2021-05-28,10.878
2021-05-29,10.878
2021-05-30,10.878
2021-05-31,10.878
2021-06-01,11.075
2021-06-02,10.614
2021-06-03,10.368
2021-06-04,10.408
2021-06-05,10.408
2021-06-06,10.408
2021-06-07,10.357
2021-06-08,10.413
2021-06-09,10.263
2021-06-10,10.556
2021-06-11,10.867
2021-06-12,10.867
2021-06-13,10.867
2021-06-14,10.74
2021-06-15,10.835
2021-06-16,10.92
2021-06-17,10.903
2021-06-18,10.859
2021-06-19,10.859
2021-06-20,10.859
2021-06-21,11.007
2021-06-22,11.091
2021-06-23,10.816
2021-06-24,10.961
2021-06-25,11.097
2021-06-26,11.097
2021-06-27,11.097
2021-06-28,11.143
2021-06-29,11.267
2021-06-30,11.354
2021-07-01,11.136
2021-07-02,11.216
2021-07-03,11.216
2021-07-04,11.216
2021-07-05,11.216
2021-07-06,11.093
2021-07-07,11.167
2021-07-08,11.051
2021-07-09,11.287
2021-07-10,11.287
2021-07-11,11.287
2021-07-12,11.251
2021-07-13,10.832
2021-07-14,10.856
2021-07-15,10.768
2021-07-16,10.594
2021-07-17,10.594
2021-07-18,10.594
2021-07-19,10.619
2021-07-20,11.181
2021-07-21,11.212
2021-07-22,11.093
2021-07-23,11.127
2021-07-24,11.127
2021-07-25,11.127
2021-07-26,11.523
2021-07-27,10.852
2021-07-28,10.671
2021-07-29,11.583
2021-07-30,11.66
2021-07-31,11.66
2021-08-01,11.66
2021-08-02,11.617
2021-08-03,11.943
2021-08-04,11.852
2021-08-05,11.819
2021-08-06,11.696
2021-08-07,11.696
2021-08-08,11.696
2021-08-09,11.453
2021-08-10,11.733
2021-08-11,12.036
2021-08-12,12.008
2021-08-13,11.783
2021-08-14,11.783
2021-08-15,11.783
2021-08-16,11.863
2021-08-17,11.466
2021-08-18,11.252
2021-08-19,10.987
2021-08-20,11.083
2021-08-21,11.083
2021-08-22,11.083
2021-08-23,11.129
2021-08-24,11.313
2021-08-25,11.241
2021-08-26,10.957
2021-08-27,10.948
2021-08-28,10.948
2021-08-29,10.948
2021-08-30,10.991
2021-08-31,10.709
2021-09-01,10.645
2021-09-02,10.65
2021-09-03,10.796
2021-09-04,10.796
2021-09-05,10.796
2021-09-06,10.796
2021-09-07,10.421
2021-09-08,10.31
2021-09-09,10.508
2021-09-10,10.72
2021-09-11,10.72
2021-09-12,10.72
2021-09-13,10.885
2021-09-14,10.699
2021-09-15,10.929
2021-09-16,10.912
2021-09-17,10.702
2021-09-18,10.702
2021-09-19,10.702
2021-09-20,10.478
2021-09-21,10.397
2021-09-22,10.602
2021-09-23,10.764
2021-09-24,10.803
2021-09-25,10.803
2021-09-26,10.803
2021-09-27,10.864
2021-09-28,10.924
2021-09-29,10.863
2021-09-30,10.49
2021-10-01,10.63
2021-10-02,10.63
2021-10-03,10.63
2021-10-04,10.685
2021-10-05,10.746
2021-10-06,10.639
2021-10-07,10.872
2021-10-08,11.173
2021-10-09,11.173
2021-10-10,11.173
2021-10-11,11.137
2021-10-12,11.073
2021-10-13,11.025
2021-10-14,11.268
2021-10-15,11.441
2021-10-16,11.441
2021-10-17,11.441
2021-10-18,11.59
2021-10-19,11.48
2021-10-20,11.08
2021-10-21,11.211
2021-10-22,11.058
2021-10-23,11.058
2021-10-24,11.058
2021-10-25,11.069
2021-10-26,10.192
2021-10-27,10.278
2021-10-28,10.106
2021-10-29,10.078
2021-10-30,10.078
2021-10-31,10.078
2021-11-01,10.871
2021-11-02,11.0
2021-11-03,11.139
2021-11-04,11.2
2021-11-05,11.197
2021-11-06,11.197
2021-11-07,11.197
2021-11-08,11.183
2021-11-09,10.931
2021-11-10,10.844
2021-11-11,10.833
2021-11-12,11.249
2021-11-13,11.249
2021-11-14,11.249
2021-11-15,11.361
2021-11-16,11.333
2021-11-17,11.031
2021-11-18,10.975
2021-11-19,10.837
2021-11-20,10.837
2021-11-21,10.837
2021-11-22,11.212
2021-11-23,11.008
2021-11-24,11.08
2021-11-25,11.08
2021-11-26,10.804
2021-11-27,10.804
2021-11-28,10.804
2021-11-29,10.508
2021-11-30,10.176
2021-12-01,10.094
2021-12-02,10.324
2021-12-03,10.134
2021-12-04,10.134
2021-12-05,10.134
2021-12-06,10.227
2021-12-07,10.129
2021-12-08,10.147
2021-12-09,9.843
2021-12-10,9.688
2021-12-11,9.688
2021-12-12,9.688
2021-12-13,9.73
2021-12-14,9.669
2021-12-15,9.97
2021-12-16,9.786
2021-12-17,9.373
2021-12-18,9.373
2021-12-19,9.373
2021-12-20,9.335
2021-12-21,9.514
2021-12-22,9.581
2021-12-23,9.674
2021-12-24,9.674
2021-12-25,9.674
2021-12-26,9.674
2021-12-27,9.74
2021-12-28,9.861
2021-12-29,9.924
2021-12-30,9.987
2021-12-31,10.005
2022-01-01,10.005
2022-01-02,10.005
2022-01-03,10.043
2022-01-04,10.343
2022-01-05,10.36
2022-01-06,10.433
2022-01-07,10.455
2022-01-08,10.455
2022-01-09,10.455
2022-01-10,10.722
2022-01-11,10.656
2022-01-12,10.654
2022-01-13,10.816
2022-01-14,10.82
2022-01-15,10.82
2022-01-16,10.82
2022-01-17,10.82
2022-01-18,10.181
2022-01-19,10.289
2022-01-20,9.727
2022-01-21,9.629
2022-01-22,9.629
2022-01-23,9.629
2022-01-24,10.025
2022-01-25,9.94
2022-01-26,9.412
2022-01-27,9.004
2022-01-28,9.274
2022-01-29,9.274
2022-01-30,9.274
2022-01-31,9.303
2022-02-01,9.504
2022-02-02,9.092
2022-02-03,9.066
2022-02-04,9.122
2022-02-05,9.122
2022-02-06,9.122
2022-02-07,9.221
2022-02-08,9.458
2022-02-09,9.545
2022-02-10,9.461
2022-02-11,9.328
2022-02-12,9.328
2022-02-13,9.328
2022-02-14,9.184
2022-02-15,9.531
2022-02-16,9.8
2022-02-17,9.639
2022-02-18,9.634
2022-02-19,9.634
2022-02-20,9.634
2022-02-21,9.634
2022-02-22,9.515
2022-02-23,9.295
2022-02-24,9.133
2022-02-25,9.257
2022-02-26,9.257
2022-02-27,9.257
2022-02-28,9.446
2022-03-01,9.069
2022-03-02,9.404
2022-03-03,9.48
2022-03-04,9.154
2022-03-05,9.154
2022-03-06,9.154
2022-03-07,8.504
2022-03-08,8.437
2022-03-09,8.76
2022-03-10,8.605
2022-03-11,8.274
2022-03-12,8.274
2022-03-13,8.274
2022-03-14,8.115
2022-03-15,8.252
2022-03-16,8.325
2022-03-17,8.27
2022-03-18,8.571
2022-03-19,8.571
2022-03-20,8.571
2022-03-21,8.413
2022-03-22,8.514
2022-03-23,8.063
2022-03-24,8.304
2022-03-25,8.279
2022-03-26,8.279
2022-03-27,8.279
2022-03-28,8.367
2022-03-29,8.718
2022-03-30,8.619
2022-03-31,8.187
2022-04-01,8.274
2022-04-02,8.274
2022-04-03,8.274
2022-04-04,8.387
2022-04-05,8.069
2022-04-06,7.983
2022-04-07,8.054
2022-04-08,8.127
2022-04-09,8.127
2022-04-10,8.127
2022-04-11,8.22
2022-04-12,8.224
2022-04-13,8.349
2022-04-14,8.336
2022-04-15,8.336
2022-04-16,8.336
2022-04-17,8.336
2022-04-18,8.21
2022-04-19,8.472
2022-04-20,8.443
2022-04-21,8.302
2022-04-22,8.019
2022-04-23,8.019
2022-04-24,8.019
2022-04-25,8.301
2022-04-26,7.656
2022-04-27,7.747
2022-04-28,7.786
2022-04-29,7.572
2022-04-30,7.572
2022-05-01,7.572
2022-05-02,7.745
2022-05-03,8.056
2022-05-04,8.713
2022-05-05,8.157
2022-05-06,8.207
2022-05-07,8.207
2022-05-08,8.207
2022-05-09,8.148
2022-05-10,7.959
2022-05-11,7.846
2022-05-12,8.248
2022-05-13,8.722
2022-05-14,8.722
2022-05-15,8.722
2022-05-16,8.363
2022-05-17,8.763
2022-05-18,8.074
2022-05-19,7.911
2022-05-20,7.72
2022-05-21,7.72
2022-05-22,7.72
2022-05-23,7.889
2022-05-24,7.633
2022-05-25,8.078
2022-05-26,8.237
2022-05-27,8.4
2022-05-28,8.4
2022-05-29,8.4
2022-05-30,8.4
2022-05-31,8.395
2022-06-01,8.156
2022-06-02,8.393
2022-06-03,7.863
2022-06-04,7.863
2022-06-05,7.863
2022-06-06,8.143
2022-06-07,8.254
2022-06-08,8.37
2022-06-09,8.352
2022-06-10,7.874
2022-06-11,7.874
2022-06-12,7.874
2022-06-13,7.741
2022-06-14,7.925
2022-06-15,7.971
2022-06-16,7.613
2022-06-17,7.669
2022-06-18,7.669
2022-06-19,7.669
2022-06-20,7.669
2022-06-21,7.95
2022-06-22,8.085
2022-06-23,8.216
2022-06-24,8.458
2022-06-25,8.458
2022-06-26,8.458
2022-06-27,8.626
2022-06-28,8.387
2022-06-29,8.259
2022-06-30,8.01
2022-07-01,8.151
2022-07-02,8.151
2022-07-03,8.151
2022-07-04,8.151
2022-07-05,8.727
2022-07-06,8.777
2022-07-07,9.082
2022-07-08,9.064
2022-07-09,9.064
2022-07-10,9.064
2022-07-11,8.661
2022-07-12,8.891
2022-07-13,8.954
2022-07-14,8.697
2022-07-15,8.728
2022-07-16,8.728
2022-07-17,8.728
2022-07-18,8.753
2022-07-19,8.986
2022-07-20,9.099
2022-07-21,9.228
2022-07-22,9.231
2022-07-23,9.231
2022-07-24,9.231
2022-07-25,9.236
2022-07-26,8.997
2022-07-27,9.096
2022-07-28,9.319
2022-07-29,9.569
2022-07-30,9.569
2022-07-31,9.569
2022-08-01,9.542
2022-08-02,9.277
2022-08-03,9.516
2022-08-04,9.487
2022-08-05,9.36
2022-08-06,9.36
2022-08-07,9.36
2022-08-08,9.518
2022-08-09,9.486
2022-08-10,9.633
2022-08-11,9.737
2022-08-12,9.779
2022-08-13,9.779
2022-08-14,9.779
2022-08-15,9.793
2022-08-16,9.962
2022-08-17,9.813
2022-08-18,9.959
2022-08-19,9.885
2022-08-20,9.885
2022-08-21,9.885
2022-08-22,9.632
2022-08-23,9.648
2022-08-24,9.694
2022-08-25,9.911
2022-08-26,9.513
2022-08-27,9.513
2022-08-28,9.513
2022-08-29,9.478
2022-08-30,9.381
2022-08-31,9.264
2022-09-01,9.301
2022-09-02,9.187
2022-09-03,9.187
2022-09-04,9.187
2022-09-05,9.187
2022-09-06,8.868
2022-09-07,9.127
2022-09-08,9.158
2022-09-09,9.227
2022-09-10,9.227
2022-09-11,9.227
2022-09-12,9.48
2022-09-13,9.057
2022-09-14,9.095
2022-09-15,9.051
2022-09-16,8.819
2022-09-17,8.819
2022-09-18,8.819
2022-09-19,8.991
2022-09-20,8.779
2022-09-21,8.582
2022-09-22,8.328
2022-09-23,8.05
2022-09-24,8.05
2022-09-25,8.05
2022-09-26,8.055
2022-09-27,8.186
2022-09-28,8.519
2022-09-29,7.986
2022-09-30,7.823
2022-10-01,7.823
2022-10-02,7.823
2022-10-03,8.015
2022-10-04,8.447
2022-10-05,8.25
2022-10-06,8.112
2022-10-07,7.93
2022-10-08,7.93
2022-10-09,7.93
2022-10-10,8.084
2022-10-11,8.216
2022-10-12,8.25
2022-10-13,8.142
2022-10-14,7.887
2022-10-15,7.887
2022-10-16,7.887
2022-10-17,8.056
2022-10-18,8.143
2022-10-19,7.722
2022-10-20,7.82
2022-10-21,7.826
2022-10-22,7.826
2022-10-23,7.826
2022-10-24,7.973
2022-10-25,8.403
2022-10-26,8.57
2022-10-27,8.626
2022-10-28,8.731
2022-10-29,8.731
2022-10-30,8.731
2022-10-31,8.732
2022-11-01,8.976
2022-11-02,8.652
2022-11-03,8.606
2022-11-04,8.919
2022-11-05,8.919
2022-11-06,8.919
2022-11-07,9.144
2022-11-08,9.314
2022-11-09,9.009
2022-11-10,9.576
2022-11-11,10.044
2022-11-12,10.044
2022-11-13,10.044
2022-11-14,9.6
2022-11-15,9.525
2022-11-16,9.349
2022-11-17,9.46
2022-11-18,9.499
2022-11-19,9.499
2022-11-20,9.499
2022-11-21,9.459
2022-11-22,9.677
2022-11-23,9.699
2022-11-24,9.699
2022-11-25,9.665
2022-11-26,9.665
2022-11-27,9.665
2022-11-28,9.693
2022-11-29,9.889
2022-11-30,9.929
2022-12-01,9.924
2022-12-02,10.146
2022-12-03,10.146
2022-12-04,10.146
2022-12-05,9.633
2022-12-06,9.67
2022-12-07,9.482
2022-12-08,9.223
2022-12-09,9.214
2022-12-10,9.214
2022-12-11,9.214
2022-12-12,9.505
2022-12-13,9.461
2022-12-14,9.451
2022-12-15,9.322
2022-12-16,9.056
2022-12-17,9.056
2022-12-18,9.056
2022-12-19,8.812
2022-12-20,8.724
2022-12-21,8.948
2022-12-22,8.736
2022-12-23,8.837
2022-12-24,8.837
2022-12-25,8.837
2022-12-26,8.837
2022-12-27,8.812
2022-12-28,8.613
2022-12-29,8.817
2022-12-30,8.857
2022-12-31,8.857
2023-01-01,8.857
2023-01-02,8.857
2023-01-03,8.813
2023-01-04,8.901
2023-01-05,8.919
2023-01-06,9.069
2023-01-07,9.069
2023-01-08,9.069
2023-01-09,9.071
2023-01-10,9.163
2023-01-11,9.319
2023-01-12,9.433
2023-01-13,9.361
2023-01-14,9.361
2023-01-15,9.361
2023-01-16,9.361
2023-01-17,9.402
2023-01-18,9.069
2023-01-19,8.974
2023-01-20,9.144
2023-01-21,9.144
2023-01-22,9.144
2023-01-23,9.316
2023-01-24,9.321
2023-01-25,9.356
2023-01-26,9.37
2023-01-27,9.837
2023-01-28,9.837
2023-01-29,9.837
2023-01-30,9.785
2023-01-31,10.546
2023-02-01,10.937
2023-02-02,11.02
2023-02-03,10.965
2023-02-04,10.965
2023-02-05,10.965
2023-02-06,10.825
2023-02-07,10.86
2023-02-08,10.81
2023-02-09,10.627
2023-02-10,10.645
2023-02-11,10.645
2023-02-12,10.645
2023-02-13,10.82
2023-02-14,10.862
2023-02-15,11.082
2023-02-16,11.07
2023-02-17,11.024
2023-02-18,11.024
2023-02-19,11.024
2023-02-20,11.024
2023-02-21,10.762
2023-02-22,10.698
2023-02-23,10.69
2023-02-24,10.535
2023-02-25,10.535
2023-02-26,10.535
2023-02-27,10.607
2023-02-28,10.571
2023-03-01,10.586
2023-03-02,10.741
2023-03-03,10.769
2023-03-04,10.769
2023-03-05,10.769
2023-03-06,10.711
2023-03-07,10.898
2023-03-08,11.044
2023-03-09,10.592
2023-03-10,10.377
2023-03-11,10.377
2023-03-12,10.377
2023-03-13,10.324
2023-03-14,10.332
2023-03-15,9.995
2023-03-16,10.158
2023-03-17,9.856
2023-03-18,9.856
2023-03-19,9.856
2023-03-20,9.993
2023-03-21,10.259
2023-03-22,9.919
2023-03-23,9.85
2023-03-24,9.939
2023-03-25,9.939
2023-03-26,9.939
2023-03-27,9.987
2023-03-28,9.931
2023-03-29,10.022
2023-03-30,10.049
2023-03-31,10.264
2023-04-01,10.264
2023-04-02,10.264
2023-04-03,10.316
2023-04-04,10.019
2023-04-05,9.62
2023-04-06,9.566
2023-04-07,9.566
2023-04-08,9.566
2023-04-09,9.566
2023-04-10,9.954
2023-04-11,10.235
2023-04-12,9.932
2023-04-13,9.949
2023-04-14,10.051
2023-04-15,10.051
2023-04-16,10.051
2023-04-17,10.076
2023-04-18,10.145
2023-04-19,10.139
2023-04-20,10.151
2023-04-21,10.163
2023-04-22,10.163
2023-04-23,10.163
2023-04-24,10.186
2023-04-25,9.953
2023-04-26,9.862
2023-04-27,10.068
2023-04-28,10.063
2023-04-29,10.063
2023-04-30,10.063
2023-05-01,10.153
2023-05-02,10.017
2023-05-03,9.877
2023-05-04,9.627
2023-05-05,9.734
2023-05-06,9.734
2023-05-07,9.734
2023-05-08,9.774
2023-05-09,9.646
2023-05-10,9.516
2023-05-11,9.569
2023-05-12,9.638
2023-05-13,9.638
2023-05-14,9.638
2023-05-15,9.637
2023-05-16,9.51
2023-05-17,9.87
2023-05-18,10.032
2023-05-19,9.789
2023-05-20,9.789
2023-05-21,9.789
2023-05-22,9.776
2023-05-23,9.857
2023-05-24,9.7
2023-05-25,9.828
2023-05-26,10.009
2023-05-27,10.009
2023-05-28,10.009
2023-05-29,10.009
2023-05-30,10.086
2023-05-31,10.029
2023-06-01,10.298
2023-06-02,10.789
2023-06-03,10.789
2023-06-04,10.789
2023-06-05,10.436
2023-06-06,10.824
2023-06-07,10.988
2023-06-08,10.967
2023-06-09,10.878
2023-06-10,10.878
2023-06-11,10.878
2023-06-12,10.91
2023-06-13,11.235
2023-06-14,11.254
2023-06-15,11.33
2023-06-16,11.292
2023-06-17,11.292
2023-06-18,11.292
2023-06-19,11.292
2023-06-20,11.111
2023-06-21,11.096
2023-06-22,10.823
2023-06-23,10.741
2023-06-24,10.741
2023-06-25,10.741
2023-06-26,10.914
2023-06-27,11.015
2023-06-28,11.011
2023-06-29,11.136
2023-06-30,11.26
2023-07-01,11.26
2023-07-02,11.26
2023-07-03,11.381
2023-07-04,11.381
2023-07-05,11.299
2023-07-06,11.289
2023-07-07,11.356
2023-07-08,11.356
2023-07-09,11.356
2023-07-10,11.458
2023-07-11,11.987
2023-07-12,12.063
2023-07-13,12.073
2023-07-14,11.9
2023-07-15,11.9
2023-07-16,11.9
2023-07-17,12.062
2023-07-18,12.297
2023-07-19,12.6
2023-07-20,12.502
2023-07-21,12.51
2023-07-22,12.51
2023-07-23,12.51
2023-07-24,12.524
2023-07-25,12.303
2023-07-26,12.578
2023-07-27,12.28
2023-07-28,12.324
2023-07-29,12.324
2023-07-30,12.324
2023-07-31,12.313
2023-08-01,12.045
2023-08-02,12.101
2023-08-03,11.99
2023-08-04,11.811
2023-08-05,11.811
2023-08-06,11.811
2023-08-07,11.677
2023-08-08,11.424
2023-08-09,11.403
2023-08-10,11.274
2023-08-11,11.269
2023-08-12,11.269
2023-08-13,11.269
2023-08-14,11.213
2023-08-15,10.998
2023-08-16,10.595
2023-08-17,10.379
2023-08-18,10.4
2023-08-19,10.4
2023-08-20,10.4
2023-08-21,10.217
