,AMCX US Equity
2023-08-21,1.796
2023-08-22,1.771
2023-08-23,1.839
2023-08-24,1.814
2023-08-25,1.757
2023-08-26,1.757
2023-08-27,1.757
2023-08-28,1.809
2023-08-29,1.85
2023-08-30,1.888
2023-08-31,1.836
2023-09-01,1.792
2023-09-02,1.792
2023-09-03,1.792
2023-09-04,1.792
2023-09-05,1.754
2023-09-06,1.732
2023-09-07,1.591
2023-09-08,1.659
2023-09-09,1.659
2023-09-10,1.659
2023-09-11,1.719
2023-09-12,1.743
2023-09-13,1.721
2023-09-14,1.834
2023-09-15,1.874
2023-09-16,1.874
2023-09-17,1.874
2023-09-18,1.847
2023-09-19,1.82
2023-09-20,1.82
2023-09-21,1.938
2023-09-22,1.872
2023-09-23,1.872
2023-09-24,1.872
2023-09-25,1.796
2023-09-26,1.698
2023-09-27,1.752
2023-09-28,1.782
2023-09-29,1.858
2023-09-30,1.858
2023-10-01,1.858
2023-10-02,1.801
2023-10-03,1.782
2023-10-04,1.79
2023-10-05,1.762
2023-10-06,1.853
2023-10-07,1.853
2023-10-08,1.853
2023-10-09,1.973
2023-10-10,1.969
2023-10-11,1.923
2023-10-12,1.861
2023-10-13,1.831
2023-10-14,1.831
2023-10-15,1.831
2023-10-16,2.013
2023-10-17,2.059
2023-10-18,2.026
2023-10-19,2.024
2023-10-20,1.935
2023-10-21,1.935
2023-10-22,1.935
2023-10-23,1.852
2023-10-24,1.896
2023-10-25,1.826
2023-10-26,1.814
2023-10-27,1.766
2023-10-28,1.766
2023-10-29,1.766
2023-10-30,1.829
2023-10-31,1.867
2023-11-01,1.91
2023-11-02,2.086
2023-11-03,2.409
2023-11-04,2.409
2023-11-05,2.409
2023-11-06,2.173
2023-11-07,2.085
2023-11-08,2.019
2023-11-09,1.996
2023-11-10,2.068
2023-11-11,2.068
2023-11-12,2.068
2023-11-13,1.977
2023-11-14,2.176
2023-11-15,2.177
2023-11-16,2.124
2023-11-17,2.314
2023-11-18,2.314
2023-11-19,2.314
2023-11-20,2.323
2023-11-21,2.34
2023-11-22,2.284
2023-11-23,2.284
2023-11-24,2.269
2023-11-25,2.269
2023-11-26,2.269
2023-11-27,2.26
2023-11-28,2.262
2023-11-29,2.294
2023-11-30,2.259
2023-12-01,2.395
2023-12-02,2.395
2023-12-03,2.395
2023-12-04,2.481
2023-12-05,2.451
2023-12-06,2.53
2023-12-07,2.623
2023-12-08,2.703
2023-12-09,2.703
2023-12-10,2.703
2023-12-11,2.678
2023-12-12,2.575
2023-12-13,2.759
2023-12-14,2.942
2023-12-15,3.088
2023-12-16,3.088
2023-12-17,3.088
2023-12-18,2.914
2023-12-19,3.102
2023-12-20,2.823
2023-12-21,2.896
2023-12-22,2.75
2023-12-23,2.75
2023-12-24,2.75
2023-12-25,2.75
2023-12-26,2.757
2023-12-27,2.784
2023-12-28,2.823
2023-12-29,2.826
2023-12-30,2.826
2023-12-31,2.826
2024-01-01,2.826
2024-01-02,2.887
2024-01-03,2.769
2024-01-04,2.78
2024-01-05,2.823
2024-01-06,2.823
2024-01-07,2.823
2024-01-08,2.882
2024-01-09,2.861
2024-01-10,2.906
2024-01-11,2.751
2024-01-12,2.745
2024-01-13,2.745
2024-01-14,2.745
2024-01-15,2.745
2024-01-16,2.577
2024-01-17,2.569
2024-01-18,2.605
2024-01-19,2.658
2024-01-20,2.658
2024-01-21,2.658
2024-01-22,2.804
2024-01-23,2.808
2024-01-24,2.626
2024-01-25,2.811
2024-01-26,2.774
2024-01-27,2.774
2024-01-28,2.774
2024-01-29,2.768
2024-01-30,2.763
2024-01-31,2.743
2024-02-01,2.781
2024-02-02,2.745
2024-02-03,2.745
2024-02-04,2.745
2024-02-05,2.632
2024-02-06,2.64
2024-02-07,2.546
2024-02-08,2.551
2024-02-09,2.303
2024-02-10,2.303
2024-02-11,2.303
2024-02-12,2.526
2024-02-13,2.301
2024-02-14,2.394
2024-02-15,2.455
2024-02-16,2.287
2024-02-17,2.287
2024-02-18,2.287
2024-02-19,2.287
2024-02-20,2.28
2024-02-21,2.272
2024-02-22,2.198
2024-02-23,2.134
2024-02-24,2.134
2024-02-25,2.134
2024-02-26,2.105
2024-02-27,2.186
2024-02-28,2.201
2024-02-29,2.222
2024-03-01,2.258
2024-03-02,2.258
2024-03-03,2.258
2024-03-04,2.175
2024-03-05,2.122
2024-03-06,2.138
2024-03-07,2.069
2024-03-08,2.035
2024-03-09,2.035
2024-03-10,2.035
2024-03-11,2.109
2024-03-12,2.162
2024-03-13,2.175
2024-03-14,2.11
2024-03-15,2.1
2024-03-16,2.1
2024-03-17,2.1
2024-03-18,2.215
2024-03-19,2.243
2024-03-20,2.259
2024-03-21,2.126
2024-03-22,1.999
2024-03-23,1.999
2024-03-24,1.999
2024-03-25,2.1
2024-03-26,2.047
2024-03-27,2.112
2024-03-28,2.085
2024-03-29,2.085
2024-03-30,2.085
2024-03-31,2.085
2024-04-01,2.035
2024-04-02,1.987
2024-04-03,2.013
2024-04-04,2.013
2024-04-05,1.977
2024-04-06,1.977
2024-04-07,1.977
2024-04-08,1.935
