,JBLU US Equity
2023-09-17,8.452
2023-09-18,6.907
2023-09-19,7.935
2023-09-20,7.816
2023-09-21,7.73
2023-09-22,7.944
2023-09-23,7.944
2023-09-24,7.944
2023-09-25,7.821
2023-09-26,7.715
2023-09-27,7.803
2023-09-28,9.249
2023-09-29,9.331
2023-09-30,9.331
2023-10-01,9.331
2023-10-02,11.262
2023-10-03,10.947
2023-10-04,21.306
2023-10-05,20.57
2023-10-06,20.614
2023-10-07,20.614
2023-10-08,20.614
2023-10-09,19.868
2023-10-10,20.197
2023-10-11,19.831
2023-10-12,19.114
2023-10-13,18.903
2023-10-14,18.903
2023-10-15,18.903
2023-10-16,19.409
2023-10-17,18.987
2023-10-18,18.565
2023-10-19,18.586
2023-10-20,18.903
2023-10-21,18.903
2023-10-22,18.903
2023-10-23,18.819
2023-10-24,18.186
2023-10-25,17.722
2023-10-26,18.017
2023-10-27,17.426
2023-10-28,17.426
2023-10-29,17.426
2023-10-30,17.722
2023-10-31,17.722
2023-11-01,17.722
2023-11-02,17.722
2023-11-03,17.722
2023-11-04,17.722
2023-11-05,17.722
2023-11-06,17.722
2023-11-07,17.722
2023-11-08,17.722
2023-11-09,17.722
2023-11-10,17.722
2023-11-11,17.722
2023-11-12,17.722
2023-11-13,17.722
2023-11-14,17.722
2023-11-15,17.722
2023-11-16,17.722
2023-11-17,17.722
2023-11-18,17.722
2023-11-19,17.722
2023-11-20,17.722
2023-11-21,17.722
2023-11-22,17.722
2023-11-23,17.722
2023-11-24,17.722
2023-11-25,17.722
2023-11-26,17.722
2023-11-27,17.722
2023-11-28,17.722
2023-11-29,17.722
2023-11-30,17.722
2023-12-01,17.722
2023-12-02,17.722
2023-12-03,17.722
2023-12-04,17.722
2023-12-05,17.722
2023-12-06,17.722
2023-12-07,17.722
2023-12-08,17.722
2023-12-09,17.722
2023-12-10,17.722
2023-12-11,17.722
2023-12-12,17.722
2023-12-13,17.722
2023-12-14,17.722
2023-12-15,17.722
2023-12-16,17.722
2023-12-17,17.722
2023-12-18,17.722
2023-12-19,17.722
2023-12-20,17.722
2023-12-21,17.722
2023-12-22,17.722
2023-12-23,17.722
2023-12-24,17.722
2023-12-25,17.722
2023-12-26,17.722
2023-12-27,17.722
2023-12-28,17.722
2023-12-29,17.722
2023-12-30,17.722
2023-12-31,17.722
2024-01-01,17.722
2024-01-02,17.722
2024-01-03,17.722
2024-01-04,17.722
2024-01-05,17.722
2024-01-06,17.722
2024-01-07,17.722
2024-01-08,17.722
2024-01-09,17.722
2024-01-10,17.722
2024-01-11,17.722
2024-01-12,17.722
2024-01-13,17.722
2024-01-14,17.722
2024-01-15,17.722
2024-01-16,17.722
2024-01-17,17.722
2024-01-18,17.722
2024-01-19,17.722
2024-01-20,17.722
2024-01-21,17.722
2024-01-22,17.722
2024-01-23,17.722
2024-01-24,17.722
2024-01-25,17.722
2024-01-26,17.722
2024-01-27,17.722
2024-01-28,17.722
2024-01-29,17.722
2024-01-30,17.722
2024-01-31,17.722
2024-02-01,17.722
2024-02-02,17.722
2024-02-03,17.722
2024-02-04,17.722
2024-02-05,17.722
2024-02-06,17.722
2024-02-07,17.722
2024-02-08,17.722
2024-02-09,17.722
2024-02-10,17.722
2024-02-11,17.722
2024-02-12,17.722
2024-02-13,17.722
2024-02-14,17.722
2024-02-15,17.722
2024-02-16,17.722
2024-02-17,17.722
2024-02-18,17.722
2024-02-19,17.722
2024-02-20,17.722
2024-02-21,17.722
2024-02-22,17.722
2024-02-23,17.722
2024-02-24,17.722
2024-02-25,17.722
2024-02-26,17.722
2024-02-27,17.722
2024-02-28,17.722
2024-02-29,17.722
2024-03-01,17.722
2024-03-02,17.722
2024-03-03,17.722
2024-03-04,17.722
2024-03-05,17.722
2024-03-06,17.722
2024-03-07,17.722
2024-03-08,17.722
2024-03-09,17.722
2024-03-10,17.722
2024-03-11,17.722
2024-03-12,17.722
2024-03-13,17.722
2024-03-14,17.722
2024-03-15,17.722
2024-03-16,17.722
2024-03-17,17.722
2024-03-18,17.722
2024-03-19,17.722
2024-03-20,17.722
2024-03-21,17.722
2024-03-22,17.722
2024-03-23,17.722
2024-03-24,17.722
2024-03-25,17.722
2024-03-26,17.722
2024-03-27,17.722
2024-03-28,17.722
2024-03-29,17.722
2024-03-30,17.722
2024-03-31,17.722
2024-04-01,17.722
2024-04-02,17.722
2024-04-03,17.722
2024-04-04,17.722
2024-04-05,17.722
2024-04-06,17.722
2024-04-07,17.722
2024-04-08,17.722
