,PPBI US Equity
2020-10-29,14.603
2020-10-30,14.69
2020-10-31,14.69
2020-11-01,14.69
2020-11-02,15.341
2020-11-03,15.727
2020-11-04,14.592
2020-11-05,15.402
2020-11-06,15.192
2020-11-07,15.192
2020-11-08,15.192
2020-11-09,17.05
2020-11-10,17.475
2020-11-11,16.875
2020-11-12,16.328
2020-11-13,17.272
2020-11-14,17.272
2020-11-15,17.272
2020-11-16,17.685
2020-11-17,17.58
2020-11-18,17.085
2020-11-19,13.987
2020-11-20,14.078
2020-11-21,14.078
2020-11-22,14.078
2020-11-23,14.34
2020-11-24,14.808
2020-11-25,14.564
2020-11-26,14.564
2020-11-27,14.302
2020-11-28,14.302
2020-11-29,14.302
2020-11-30,13.744
2020-12-01,13.978
2020-12-02,14.216
2020-12-03,14.106
2020-12-04,14.407
2020-12-05,14.407
2020-12-06,14.407
2020-12-07,14.431
2020-12-08,14.273
2020-12-09,14.292
2020-12-10,14.307
2020-12-11,14.25
2020-12-12,14.25
2020-12-13,14.25
2020-12-14,14.23
2020-12-15,14.517
2020-12-16,14.55
2020-12-17,14.488
2020-12-18,14.292
2020-12-19,14.292
2020-12-20,14.292
2020-12-21,14.402
2020-12-22,14.278
2020-12-23,14.788
2020-12-24,14.746
2020-12-25,14.746
2020-12-26,14.746
2020-12-27,14.746
2020-12-28,14.841
2020-12-29,14.602
2020-12-30,14.893
2020-12-31,14.941
2021-01-01,14.941
2021-01-02,14.941
2021-01-03,14.941
2021-01-04,14.836
2021-01-05,15.003
2021-01-06,16.176
2021-01-07,16.324
2021-01-08,16.062
2021-01-09,16.062
2021-01-10,16.062
2021-01-11,16.19
2021-01-12,16.376
2021-01-13,16.241
2021-01-14,16.639
2021-01-15,16.477
2021-01-16,16.477
2021-01-17,16.477
2021-01-18,16.477
2021-01-19,16.815
2021-01-20,17.392
2021-01-21,16.791
2021-01-22,17.259
2021-01-23,17.259
2021-01-24,17.259
2021-01-25,16.863
2021-01-26,16.954
2021-01-27,13.899
2021-01-28,13.885
2021-01-29,13.361
2021-01-30,13.361
2021-01-31,13.361
2021-02-01,13.911
2021-02-02,14.152
2021-02-03,14.377
2021-02-04,14.604
2021-02-05,14.56
2021-02-06,14.56
2021-02-07,14.56
2021-02-08,14.839
2021-02-09,15.119
2021-02-10,15.338
2021-02-11,15.301
2021-02-12,15.459
2021-02-13,15.459
2021-02-14,15.459
2021-02-15,15.459
2021-02-16,15.569
2021-02-17,15.471
2021-02-18,15.289
2021-02-19,15.662
2021-02-20,15.662
2021-02-21,15.662
2021-02-22,16.075
2021-02-23,15.986
2021-02-24,16.72
2021-02-25,16.387
2021-02-26,16.331
2021-02-27,16.331
2021-02-28,16.331
2021-03-01,16.918
2021-03-02,16.489
2021-03-03,16.728
2021-03-04,16.772
2021-03-05,16.967
2021-03-06,16.967
2021-03-07,16.967
2021-03-08,17.445
2021-03-09,17.603
2021-03-10,18.158
2021-03-11,18.608
2021-03-12,18.904
2021-03-13,18.904
2021-03-14,18.904
2021-03-15,18.511
2021-03-16,18.421
2021-03-17,18.353
2021-03-18,18.547
2021-03-19,18.519
2021-03-20,18.519
2021-03-21,18.519
2021-03-22,17.826
2021-03-23,17.137
2021-03-24,17.028
2021-03-25,17.51
2021-03-26,18.15
2021-03-27,18.15
2021-03-28,18.15
2021-03-29,17.437
2021-03-30,17.883
2021-03-31,17.603
2021-04-01,17.635
2021-04-02,17.635
2021-04-03,17.635
2021-04-04,17.635
2021-04-05,17.676
2021-04-06,17.566
2021-04-07,17.084
2021-04-08,17.1
2021-04-09,17.195
2021-04-10,17.195
2021-04-11,17.195
2021-04-12,17.183
2021-04-13,16.742
2021-04-14,17.076
2021-04-15,16.933
2021-04-16,17.1
2021-04-17,17.1
2021-04-18,17.1
2021-04-19,16.965
2021-04-20,16.225
2021-04-21,16.734
2021-04-22,16.571
2021-04-23,17.462
2021-04-24,17.462
2021-04-25,17.462
2021-04-26,17.394
2021-04-27,17.637
2021-04-28,17.828
2021-04-29,18.316
2021-04-30,17.925
2021-05-01,17.925
2021-05-02,17.925
2021-05-03,18.157
2021-05-04,18.446
2021-05-05,18.914
2021-05-06,19.099
2021-05-07,19.025
2021-05-08,19.025
2021-05-09,19.025
2021-05-10,18.631
2021-05-11,18.402
2021-05-12,17.82
2021-05-13,18.619
2021-05-14,18.865
2021-05-15,18.865
2021-05-16,18.865
2021-05-17,18.849
2021-05-18,18.455
2021-05-19,18.426
2021-05-20,18.578
2021-05-21,18.779
2021-05-22,18.779
2021-05-23,18.779
2021-05-24,18.558
2021-05-25,18.004
2021-05-26,18.451
2021-05-27,18.705
2021-05-28,18.849
2021-05-29,18.849
2021-05-30,18.849
2021-05-31,18.849
2021-06-01,19.05
2021-06-02,18.922
2021-06-03,18.853
2021-06-04,18.906
2021-06-05,18.906
2021-06-06,18.906
2021-06-07,19.226
2021-06-08,19.3
2021-06-09,19.058
2021-06-10,18.541
2021-06-11,18.713
2021-06-12,18.713
2021-06-13,18.713
2021-06-14,18.508
2021-06-15,18.668
2021-06-16,18.898
2021-06-17,17.934
2021-06-18,17.34
2021-06-19,17.34
2021-06-20,17.34
2021-06-21,18.041
2021-06-22,17.869
2021-06-23,17.709
2021-06-24,18.057
2021-06-25,17.631
2021-06-26,17.631
2021-06-27,17.631
2021-06-28,17.352
2021-06-29,17.25
2021-06-30,17.34
2021-07-01,17.516
2021-07-02,17.225
2021-07-03,17.225
2021-07-04,17.225
2021-07-05,17.225
2021-07-06,16.671
2021-07-07,12.323
2021-07-08,11.927
2021-07-09,12.421
2021-07-10,12.421
2021-07-11,12.421
2021-07-12,12.498
2021-07-13,12.117
2021-07-14,11.976
2021-07-15,12.136
2021-07-16,11.73
2021-07-17,11.73
2021-07-18,11.73
2021-07-19,11.187
2021-07-20,11.497
2021-07-21,11.795
2021-07-22,11.408
2021-07-23,11.451
2021-07-24,11.451
2021-07-25,11.451
2021-07-26,11.54
2021-07-27,11.577
2021-07-28,11.773
2021-07-29,11.789
2021-07-30,11.666
2021-07-31,11.666
2021-08-01,11.666
2021-08-02,12.167
2021-08-03,12.464
2021-08-04,12.432
2021-08-05,12.569
2021-08-06,13.012
2021-08-07,13.012
2021-08-08,13.012
2021-08-09,12.826
2021-08-10,12.989
2021-08-11,13.39
2021-08-12,13.237
2021-08-13,12.934
2021-08-14,12.934
2021-08-15,12.934
2021-08-16,12.878
2021-08-17,12.761
2021-08-18,12.702
2021-08-19,12.357
2021-08-20,12.764
2021-08-21,12.764
2021-08-22,12.764
2021-08-23,12.937
2021-08-24,12.943
2021-08-25,13.061
2021-08-26,12.868
2021-08-27,13.328
2021-08-28,13.328
2021-08-29,13.328
2021-08-30,12.898
2021-08-31,13.015
2021-09-01,12.947
2021-09-02,12.901
2021-09-03,12.901
2021-09-04,12.901
2021-09-05,12.901
2021-09-06,12.901
2021-09-07,12.901
2021-09-08,12.901
2021-09-09,12.901
2021-09-10,12.901
2021-09-11,12.901
2021-09-12,12.901
2021-09-13,12.901
2021-09-14,12.901
2021-09-15,12.901
2021-09-16,12.901
2021-09-17,12.901
2021-09-18,12.901
2021-09-19,12.901
2021-09-20,12.901
2021-09-21,12.901
2021-09-22,12.901
2021-09-23,12.901
2021-09-24,12.901
2021-09-25,12.901
2021-09-26,12.901
2021-09-27,12.901
2021-09-28,12.901
2021-09-29,12.901
2021-09-30,12.901
2021-10-01,12.901
2021-10-02,12.901
2021-10-03,12.901
2021-10-04,12.901
2021-10-05,12.901
2021-10-06,12.901
2021-10-07,12.901
2021-10-08,12.901
2021-10-09,12.901
2021-10-10,12.901
2021-10-11,12.901
2021-10-12,12.901
2021-10-13,12.901
2021-10-14,12.901
2021-10-15,12.901
2021-10-16,12.901
2021-10-17,12.901
2021-10-18,12.901
2021-10-19,12.901
2021-10-20,12.901
2021-10-21,12.901
2021-10-22,12.901
2021-10-23,12.901
2021-10-24,12.901
2021-10-25,12.901
2021-10-26,12.901
2021-10-27,12.901
2021-10-28,12.901
2021-10-29,12.901
2021-10-30,12.901
2021-10-31,12.901
2021-11-01,12.901
2021-11-02,12.901
2021-11-03,12.901
2021-11-04,12.901
2021-11-05,12.901
2021-11-06,12.901
2021-11-07,12.901
2021-11-08,12.901
2021-11-09,12.901
2021-11-10,12.901
2021-11-11,12.901
2021-11-12,12.901
2021-11-13,12.901
2021-11-14,12.901
2021-11-15,12.901
2021-11-16,12.901
2021-11-17,12.901
2021-11-18,12.901
2021-11-19,12.901
2021-11-20,12.901
2021-11-21,12.901
2021-11-22,12.901
2021-11-23,12.901
2021-11-24,12.901
2021-11-25,12.901
2021-11-26,12.901
2021-11-27,12.901
2021-11-28,12.901
2021-11-29,12.901
2021-11-30,12.901
2021-12-01,12.901
2021-12-02,12.901
2021-12-03,12.901
2021-12-04,12.901
2021-12-05,12.901
2021-12-06,12.901
2021-12-07,12.901
2021-12-08,12.901
2021-12-09,12.901
2021-12-10,12.901
2021-12-11,12.901
2021-12-12,12.901
2021-12-13,12.901
2021-12-14,12.901
2021-12-15,12.901
2021-12-16,12.901
2021-12-17,12.901
2021-12-18,12.901
2021-12-19,12.901
2021-12-20,12.901
2021-12-21,12.901
2021-12-22,12.901
2021-12-23,12.901
2021-12-24,12.901
2021-12-25,12.901
2021-12-26,12.901
2021-12-27,12.901
2021-12-28,12.901
2021-12-29,12.901
2021-12-30,12.901
2021-12-31,12.901
2022-01-01,12.901
2022-01-02,12.901
2022-01-03,12.901
2022-01-04,12.901
2022-01-05,12.901
2022-01-06,12.901
2022-01-07,12.901
2022-01-08,12.901
2022-01-09,12.901
2022-01-10,12.901
2022-01-11,12.901
2022-01-12,12.901
2022-01-13,12.901
2022-01-14,12.901
2022-01-15,12.901
2022-01-16,12.901
2022-01-17,12.901
2022-01-18,12.901
2022-01-19,12.901
2022-01-20,12.901
2022-01-21,12.901
2022-01-22,12.901
2022-01-23,12.901
2022-01-24,12.901
2022-01-25,12.901
2022-01-26,12.901
2022-01-27,12.901
2022-01-28,12.901
2022-01-29,12.901
2022-01-30,12.901
2022-01-31,12.901
2022-02-01,12.901
2022-02-02,12.901
2022-02-03,12.901
2022-02-04,12.901
2022-02-05,12.901
2022-02-06,12.901
2022-02-07,12.901
2022-02-08,12.901
2022-02-09,12.901
2022-02-10,12.901
2022-02-11,12.901
2022-02-12,12.901
2022-02-13,12.901
2022-02-14,12.901
2022-02-15,12.901
2022-02-16,12.901
2022-02-17,12.901
2022-02-18,12.901
2022-02-19,12.901
2022-02-20,12.901
2022-02-21,12.901
2022-02-22,12.901
2022-02-23,12.901
2022-02-24,12.901
2022-02-25,12.901
2022-02-26,12.901
2022-02-27,12.901
2022-02-28,12.901
2022-03-01,12.901
2022-03-02,12.901
2022-03-03,12.901
2022-03-04,12.901
2022-03-05,12.901
2022-03-06,12.901
2022-03-07,12.901
2022-03-08,12.901
2022-03-09,12.901
2022-03-10,12.901
2022-03-11,12.901
2022-03-12,12.901
2022-03-13,12.901
2022-03-14,12.901
2022-03-15,12.901
2022-03-16,12.901
2022-03-17,12.901
2022-03-18,12.901
2022-03-19,12.901
2022-03-20,12.901
2022-03-21,12.901
2022-03-22,12.901
2022-03-23,12.901
2022-03-24,12.901
2022-03-25,12.901
2022-03-26,12.901
2022-03-27,12.901
2022-03-28,12.901
2022-03-29,12.901
2022-03-30,12.901
2022-03-31,12.901
2022-04-01,12.901
2022-04-02,12.901
2022-04-03,12.901
2022-04-04,12.901
2022-04-05,12.901
2022-04-06,12.901
2022-04-07,12.901
2022-04-08,12.901
2022-04-09,12.901
2022-04-10,12.901
2022-04-11,12.901
2022-04-12,12.901
2022-04-13,12.901
2022-04-14,12.901
2022-04-15,12.901
2022-04-16,12.901
2022-04-17,12.901
2022-04-18,12.901
2022-04-19,12.901
2022-04-20,12.901
2022-04-21,12.901
2022-04-22,12.901
2022-04-23,12.901
2022-04-24,12.901
2022-04-25,12.901
2022-04-26,8.552
2022-04-27,8.378
2022-04-28,8.584
2022-04-29,8.169
2022-04-30,8.169
2022-05-01,8.169
2022-05-02,8.211
2022-05-03,8.339
2022-05-04,8.636
2022-05-05,8.412
2022-05-06,8.478
2022-05-07,8.478
2022-05-08,8.478
2022-05-09,8.423
2022-05-10,8.27
2022-05-11,8.109
2022-05-12,8.175
2022-05-13,8.301
2022-05-14,8.301
2022-05-15,8.301
2022-05-16,8.115
2022-05-17,8.504
2022-05-18,8.304
2022-05-19,8.094
2022-05-20,8.13
2022-05-21,8.13
2022-05-22,8.13
2022-05-23,8.312
2022-05-24,8.217
2022-05-25,8.341
2022-05-26,8.517
2022-05-27,8.625
2022-05-28,8.625
2022-05-29,8.625
2022-05-30,8.625
2022-05-31,8.567
2022-06-01,8.467
2022-06-02,8.678
2022-06-03,8.562
2022-06-04,8.562
2022-06-05,8.562
2022-06-06,8.596
2022-06-07,8.704
2022-06-08,8.441
2022-06-09,8.159
2022-06-10,7.959
2022-06-11,7.959
2022-06-12,7.959
2022-06-13,7.623
2022-06-14,7.628
2022-06-15,7.665
2022-06-16,7.42
2022-06-17,7.478
2022-06-18,7.478
2022-06-19,7.478
2022-06-20,7.478
2022-06-21,7.631
2022-06-22,7.591
2022-06-23,7.512
2022-06-24,7.717
2022-06-25,7.717
2022-06-26,7.717
2022-06-27,7.773
2022-06-28,7.667
2022-06-29,7.222
2022-06-30,7.255
2022-07-01,7.498
2022-07-02,7.498
2022-07-03,7.498
2022-07-04,7.498
2022-07-05,7.47
2022-07-06,7.463
2022-07-07,7.52
2022-07-08,7.54
2022-07-09,7.54
2022-07-10,7.54
2022-07-11,7.461
2022-07-12,7.453
2022-07-13,7.304
2022-07-14,7.188
2022-07-15,7.451
2022-07-16,7.451
2022-07-17,7.451
2022-07-18,7.5
2022-07-19,7.786
2022-07-20,7.875
2022-07-21,8.004
2022-07-22,8.617
2022-07-23,8.617
2022-07-24,8.617
2022-07-25,8.685
2022-07-26,8.676
2022-07-27,8.913
2022-07-28,8.95
2022-07-29,9.124
2022-07-30,9.124
2022-07-31,9.124
2022-08-01,9.119
2022-08-02,8.923
2022-08-03,9.159
2022-08-04,9.129
2022-08-05,9.162
2022-08-06,9.162
2022-08-07,9.162
2022-08-08,9.135
2022-08-09,9.157
2022-08-10,9.3
2022-08-11,9.374
2022-08-12,9.555
2022-08-13,9.555
2022-08-14,9.555
2022-08-15,9.626
2022-08-16,9.87
2022-08-17,9.666
2022-08-18,9.677
2022-08-19,9.436
2022-08-20,9.436
2022-08-21,9.436
2022-08-22,9.197
2022-08-23,9.176
2022-08-24,9.211
2022-08-25,9.357
2022-08-26,9.189
2022-08-27,9.189
2022-08-28,9.189
2022-08-29,8.972
2022-08-30,8.967
2022-08-31,8.885
2022-09-01,8.78
2022-09-02,8.712
2022-09-03,8.712
2022-09-04,8.712
2022-09-05,8.712
2022-09-06,8.449
2022-09-07,8.554
2022-09-08,8.736
2022-09-09,8.888
2022-09-10,8.888
2022-09-11,8.888
2022-09-12,9.021
2022-09-13,8.671
2022-09-14,8.606
2022-09-15,8.809
2022-09-16,8.774
2022-09-17,8.774
2022-09-18,8.774
2022-09-19,8.991
2022-09-20,9.091
2022-09-21,9.089
2022-09-22,8.82
2022-09-23,8.75
2022-09-24,8.75
2022-09-25,8.75
2022-09-26,8.511
2022-09-27,8.462
2022-09-28,8.733
2022-09-29,8.867
2022-09-30,8.785
2022-10-01,8.785
2022-10-02,8.785
2022-10-03,8.966
2022-10-04,9.449
2022-10-05,9.295
2022-10-06,9.298
2022-10-07,9.0
2022-10-08,9.0
2022-10-09,9.0
2022-10-10,9.1
2022-10-11,9.185
2022-10-12,9.139
2022-10-13,9.605
2022-10-14,9.545
2022-10-15,9.545
2022-10-16,9.545
2022-10-17,9.854
2022-10-18,9.942
2022-10-19,9.826
2022-10-20,9.704
2022-10-21,10.104
2022-10-22,10.104
2022-10-23,10.104
2022-10-24,10.126
2022-10-25,10.296
2022-10-26,10.262
2022-10-27,10.361
2022-10-28,10.739
2022-10-29,10.739
2022-10-30,10.739
2022-10-31,10.739
2022-11-01,10.694
2022-11-02,10.417
2022-11-03,10.346
2022-11-04,10.771
2022-11-05,10.771
2022-11-06,10.771
2022-11-07,10.768
2022-11-08,10.612
2022-11-09,10.447
2022-11-10,10.889
2022-11-11,10.88
2022-11-12,10.88
2022-11-13,10.88
2022-11-14,10.827
2022-11-15,10.91
2022-11-16,10.635
2022-11-17,10.382
2022-11-18,10.624
2022-11-19,10.624
2022-11-20,10.624
2022-11-21,10.653
2022-11-22,10.789
2022-11-23,10.706
2022-11-24,10.706
2022-11-25,10.889
2022-11-26,10.889
2022-11-27,10.889
2022-11-28,10.63
2022-11-29,10.665
2022-11-30,10.898
2022-12-01,10.777
2022-12-02,10.733
2022-12-03,10.733
2022-12-04,10.733
2022-12-05,10.287
2022-12-06,10.237
2022-12-07,10.24
2022-12-08,10.184
2022-12-09,10.131
2022-12-10,10.131
2022-12-11,10.131
2022-12-12,10.087
2022-12-13,10.031
2022-12-14,9.771
2022-12-15,9.789
2022-12-16,9.444
2022-12-17,9.444
2022-12-18,9.444
2022-12-19,9.507
2022-12-20,9.534
2022-12-21,9.69
2022-12-22,9.447
2022-12-23,9.459
2022-12-24,9.459
2022-12-25,9.459
2022-12-26,9.459
2022-12-27,9.459
2022-12-28,9.323
2022-12-29,9.567
2022-12-30,9.486
2022-12-31,9.486
2023-01-01,9.486
2023-01-02,9.486
2023-01-03,9.368
2023-01-04,9.506
2023-01-05,9.296
2023-01-06,9.574
2023-01-07,9.574
2023-01-08,9.574
2023-01-09,9.574
2023-01-10,9.549
2023-01-11,9.583
2023-01-12,9.696
2023-01-13,9.705
2023-01-14,9.705
2023-01-15,9.705
2023-01-16,9.705
2023-01-17,9.589
2023-01-18,9.266
2023-01-19,9.134
2023-01-20,9.32
2023-01-21,9.32
2023-01-22,9.32
2023-01-23,9.36
2023-01-24,9.241
2023-01-25,9.241
2023-01-26,9.404
2023-01-27,9.755
2023-01-28,9.755
2023-01-29,9.755
2023-01-30,9.99
2023-01-31,10.449
2023-02-01,10.885
2023-02-02,11.352
2023-02-03,11.515
2023-02-04,11.515
2023-02-05,11.515
2023-02-06,11.28
2023-02-07,11.427
2023-02-08,11.241
2023-02-09,11.048
2023-02-10,10.895
2023-02-11,10.895
2023-02-12,10.895
2023-02-13,11.058
2023-02-14,11.009
2023-02-15,11.188
2023-02-16,10.953
2023-02-17,10.996
2023-02-18,10.996
2023-02-19,10.996
2023-02-20,10.996
2023-02-21,10.634
2023-02-22,10.51
2023-02-23,10.686
2023-02-24,10.751
2023-02-25,10.751
2023-02-26,10.751
2023-02-27,10.627
2023-02-28,10.578
2023-03-01,10.441
2023-03-02,10.26
2023-03-03,10.454
2023-03-04,10.454
2023-03-05,10.454
2023-03-06,10.169
2023-03-07,9.861
2023-03-08,9.903
2023-03-09,9.16
2023-03-10,8.982
2023-03-11,8.982
2023-03-12,8.982
2023-03-13,8.236
2023-03-14,8.207
2023-03-15,8.077
2023-03-16,8.379
2023-03-17,8.038
2023-03-18,8.038
2023-03-19,8.038
2023-03-20,8.126
2023-03-21,8.492
2023-03-22,8.029
2023-03-23,7.646
2023-03-24,8.012
2023-03-25,8.012
2023-03-26,8.012
2023-03-27,7.97
2023-03-28,7.983
2023-03-29,8.104
2023-03-30,8.098
2023-03-31,8.169
2023-04-01,8.169
2023-04-02,8.169
2023-04-03,8.41
2023-04-04,8.141
2023-04-05,8.119
2023-04-06,8.208
2023-04-07,8.208
2023-04-08,8.208
2023-04-09,8.208
2023-04-10,8.339
2023-04-11,8.226
2023-04-12,7.999
2023-04-13,8.087
2023-04-14,7.977
2023-04-15,7.977
2023-04-16,7.977
2023-04-17,8.243
2023-04-18,7.913
2023-04-19,8.204
2023-04-20,8.045
2023-04-21,7.928
2023-04-22,7.928
2023-04-23,7.928
2023-04-24,7.786
2023-04-25,7.363
2023-04-26,7.456
2023-04-27,8.064
2023-04-28,8.299
2023-04-29,8.299
2023-04-30,8.299
2023-05-01,8.642
2023-05-02,7.552
2023-05-03,7.42
2023-05-04,7.151
2023-05-05,7.575
2023-05-06,7.575
2023-05-07,7.575
2023-05-08,7.25
2023-05-09,7.179
2023-05-10,7.179
2023-05-11,7.155
2023-05-12,7.088
2023-05-13,7.088
2023-05-14,7.088
2023-05-15,7.409
2023-05-16,7.215
2023-05-17,7.809
2023-05-18,7.865
2023-05-19,7.615
2023-05-20,7.615
2023-05-21,7.615
2023-05-22,7.88
2023-05-23,7.991
2023-05-24,7.833
2023-05-25,7.738
2023-05-26,7.825
2023-05-27,7.825
2023-05-28,7.825
2023-05-29,7.825
2023-05-30,7.726
2023-05-31,7.46
2023-06-01,7.623
2023-06-02,8.285
2023-06-03,8.285
2023-06-04,8.285
2023-06-05,7.96
2023-06-06,8.388
2023-06-07,8.804
2023-06-08,8.586
2023-06-09,8.546
2023-06-10,8.546
2023-06-11,8.546
2023-06-12,8.498
2023-06-13,8.752
2023-06-14,8.502
2023-06-15,8.728
2023-06-16,8.586
2023-06-17,8.586
2023-06-18,8.586
2023-06-19,8.586
2023-06-20,8.491
2023-06-21,8.265
2023-06-22,8.071
2023-06-23,7.947
2023-06-24,7.947
2023-06-25,7.947
2023-06-26,8.13
2023-06-27,8.369
2023-06-28,8.309
2023-06-29,8.393
2023-06-30,8.269
2023-07-01,8.269
2023-07-02,8.269
2023-07-03,8.457
2023-07-04,8.457
2023-07-05,8.361
2023-07-06,8.189
2023-07-07,8.429
2023-07-08,8.429
2023-07-09,8.429
2023-07-10,8.481
2023-07-11,8.445
2023-07-12,8.633
2023-07-13,8.836
2023-07-14,8.685
2023-07-15,8.685
2023-07-16,8.685
2023-07-17,8.944
2023-07-18,9.224
2023-07-19,9.628
2023-07-20,9.496
2023-07-21,9.428
2023-07-22,9.428
2023-07-23,9.428
2023-07-24,9.728
2023-07-25,9.572
2023-07-26,10.072
2023-07-27,10.663
2023-07-28,10.764
2023-07-29,10.764
2023-07-30,10.764
2023-07-31,11.092
2023-08-01,10.992
2023-08-02,10.892
2023-08-03,11.031
2023-08-04,11.093
2023-08-05,11.093
2023-08-06,11.093
2023-08-07,11.344
2023-08-08,11.203
2023-08-09,11.036
2023-08-10,11.071
2023-08-11,11.027
2023-08-12,11.027
2023-08-13,11.027
2023-08-14,10.693
2023-08-15,10.402
2023-08-16,10.301
2023-08-17,10.226
2023-08-18,10.191
