,AWI US Equity
2020-11-29,11.059
2020-11-30,10.85
2020-12-01,10.955
2020-12-02,10.804
2020-12-03,11.147
2020-12-04,11.38
2020-12-05,11.38
2020-12-06,11.38
2020-12-07,11.37
2020-12-08,11.366
2020-12-09,11.34
2020-12-10,11.26
2020-12-11,11.173
2020-12-12,11.173
2020-12-13,11.173
2020-12-14,10.939
2020-12-15,11.183
2020-12-16,11.002
2020-12-17,10.873
2020-12-18,10.824
2020-12-19,10.824
2020-12-20,10.824
2020-12-21,10.625
2020-12-22,10.556
2020-12-23,10.498
2020-12-24,10.459
2020-12-25,10.459
2020-12-26,10.459
2020-12-27,10.459
2020-12-28,10.421
2020-12-29,10.505
2020-12-30,10.427
2020-12-31,10.474
2021-01-01,10.474
2021-01-02,10.474
2021-01-03,10.474
2021-01-04,10.013
2021-01-05,10.412
2021-01-06,10.949
2021-01-07,11.101
2021-01-08,11.007
2021-01-09,11.007
2021-01-10,11.007
2021-01-11,11.118
2021-01-12,11.509
2021-01-13,11.646
2021-01-14,11.901
2021-01-15,11.794
2021-01-16,11.794
2021-01-17,11.794
2021-01-18,11.794
2021-01-19,11.78
2021-01-20,11.459
2021-01-21,11.2
2021-01-22,11.18
2021-01-23,11.18
2021-01-24,11.18
2021-01-25,11.446
2021-01-26,11.426
2021-01-27,11.264
2021-01-28,11.188
2021-01-29,11.012
2021-01-30,11.012
2021-01-31,11.012
2021-02-01,11.359
2021-02-02,11.325
2021-02-03,11.262
2021-02-04,11.463
2021-02-05,11.487
2021-02-06,11.487
2021-02-07,11.487
2021-02-08,11.706
2021-02-09,11.599
2021-02-10,11.564
2021-02-11,11.728
2021-02-12,11.726
2021-02-13,11.726
2021-02-14,11.726
2021-02-15,11.726
2021-02-16,11.622
2021-02-17,11.453
2021-02-18,11.246
2021-02-19,11.002
2021-02-20,11.002
2021-02-21,11.002
2021-02-22,10.935
2021-02-23,11.926
2021-02-24,12.436
2021-02-25,12.522
2021-02-26,12.05
2021-02-27,12.05
2021-02-28,12.05
2021-03-01,12.33
2021-03-02,11.882
2021-03-03,11.995
2021-03-04,12.021
2021-03-05,12.148
2021-03-06,12.148
2021-03-07,12.148
2021-03-08,12.934
2021-03-09,13.065
2021-03-10,13.134
2021-03-11,13.194
2021-03-12,13.448
2021-03-13,13.448
2021-03-14,13.448
2021-03-15,13.6
2021-03-16,13.476
2021-03-17,13.5
2021-03-18,13.336
2021-03-19,13.386
2021-03-20,13.386
2021-03-21,13.386
2021-03-22,12.913
2021-03-23,12.628
2021-03-24,12.605
2021-03-25,12.763
2021-03-26,13.068
2021-03-27,13.068
2021-03-28,13.068
2021-03-29,13.034
2021-03-30,12.965
2021-03-31,12.717
2021-04-01,13.054
2021-04-02,13.054
2021-04-03,13.054
2021-04-04,13.054
2021-04-05,13.071
2021-04-06,13.516
2021-04-07,13.438
2021-04-08,13.173
2021-04-09,13.346
2021-04-10,13.346
2021-04-11,13.346
2021-04-12,13.308
2021-04-13,13.151
2021-04-14,13.38
2021-04-15,13.486
2021-04-16,13.777
2021-04-17,13.777
2021-04-18,13.777
2021-04-19,13.885
2021-04-20,13.729
2021-04-21,13.953
2021-04-22,13.799
2021-04-23,14.059
2021-04-24,14.059
2021-04-25,14.059
2021-04-26,14.186
2021-04-27,14.241
2021-04-28,14.684
2021-04-29,14.916
2021-04-30,14.631
2021-05-01,14.631
2021-05-02,14.631
2021-05-03,14.842
2021-05-04,15.012
2021-05-05,14.78
2021-05-06,14.508
2021-05-07,14.773
2021-05-08,14.773
2021-05-09,14.773
2021-05-10,14.996
2021-05-11,14.903
2021-05-12,14.416
2021-05-13,14.862
2021-05-14,15.166
2021-05-15,15.166
2021-05-16,15.166
2021-05-17,15.064
2021-05-18,14.861
2021-05-19,14.556
2021-05-20,14.568
2021-05-21,14.647
2021-05-22,14.647
2021-05-23,14.647
2021-05-24,14.663
2021-05-25,14.599
2021-05-26,14.74
2021-05-27,14.869
2021-05-28,15.042
2021-05-29,15.042
2021-05-30,15.042
2021-05-31,15.042
2021-06-01,15.216
2021-06-02,14.986
2021-06-03,15.042
2021-06-04,15.187
2021-06-05,15.187
2021-06-06,15.187
2021-06-07,15.206
2021-06-08,15.484
2021-06-09,15.242
2021-06-10,15.227
2021-06-11,15.341
2021-06-12,15.341
2021-06-13,15.341
2021-06-14,15.305
2021-06-15,15.165
2021-06-16,15.136
2021-06-17,14.716
2021-06-18,14.624
2021-06-19,14.624
2021-06-20,14.624
2021-06-21,14.971
2021-06-22,15.051
2021-06-23,14.962
2021-06-24,15.019
2021-06-25,14.978
2021-06-26,14.978
2021-06-27,14.978
2021-06-28,15.036
2021-06-29,15.235
2021-06-30,15.17
2021-07-01,15.484
2021-07-02,15.491
2021-07-03,15.491
2021-07-04,15.491
2021-07-05,15.491
2021-07-06,15.322
2021-07-07,15.45
2021-07-08,15.155
2021-07-09,15.409
2021-07-10,15.409
2021-07-11,15.409
2021-07-12,15.462
2021-07-13,15.186
2021-07-14,15.111
2021-07-15,15.155
2021-07-16,14.907
2021-07-17,14.907
2021-07-18,14.907
2021-07-19,14.453
2021-07-20,14.861
2021-07-21,15.049
2021-07-22,14.648
2021-07-23,14.935
2021-07-24,14.935
2021-07-25,14.935
2021-07-26,14.93
2021-07-27,15.04
2021-07-28,15.203
2021-07-29,15.295
2021-07-30,15.3
2021-07-31,15.3
2021-08-01,15.3
2021-08-02,15.133
2021-08-03,15.378
2021-08-04,15.193
2021-08-05,15.333
2021-08-06,15.497
2021-08-07,15.497
2021-08-08,15.497
2021-08-09,15.321
2021-08-10,15.442
2021-08-11,15.918
2021-08-12,15.786
2021-08-13,15.605
2021-08-14,15.605
2021-08-15,15.605
2021-08-16,15.554
2021-08-17,15.187
2021-08-18,14.956
2021-08-19,14.766
2021-08-20,14.895
2021-08-21,14.895
2021-08-22,14.895
2021-08-23,14.991
2021-08-24,15.054
2021-08-25,15.021
2021-08-26,14.77
2021-08-27,15.037
2021-08-28,15.037
2021-08-29,15.037
2021-08-30,14.8
2021-08-31,14.728
2021-09-01,14.675
2021-09-02,14.668
2021-09-03,14.44
2021-09-04,14.44
2021-09-05,14.44
2021-09-06,14.44
2021-09-07,14.182
2021-09-08,14.314
2021-09-09,14.162
2021-09-10,13.914
2021-09-11,13.914
2021-09-12,13.914
2021-09-13,14.12
2021-09-14,14.201
2021-09-15,14.155
2021-09-16,14.165
2021-09-17,14.22
2021-09-18,14.22
2021-09-19,14.22
2021-09-20,14.036
2021-09-21,13.965
2021-09-22,14.087
2021-09-23,14.208
2021-09-24,14.245
2021-09-25,14.245
2021-09-26,14.245
2021-09-27,14.44
2021-09-28,13.951
2021-09-29,13.834
2021-09-30,13.529
2021-10-01,13.761
2021-10-02,13.761
2021-10-03,13.761
2021-10-04,13.665
2021-10-05,13.741
2021-10-06,13.696
2021-10-07,13.887
2021-10-08,13.815
2021-10-09,13.815
2021-10-10,13.815
2021-10-11,13.58
2021-10-12,13.525
2021-10-13,13.492
2021-10-14,13.559
2021-10-15,13.947
2021-10-16,13.947
2021-10-17,13.947
2021-10-18,14.028
2021-10-19,13.89
2021-10-20,14.004
2021-10-21,14.196
2021-10-22,14.378
2021-10-23,14.378
2021-10-24,14.378
2021-10-25,14.419
2021-10-26,14.407
2021-10-27,14.61
2021-10-28,14.885
2021-10-29,14.971
2021-10-30,14.971
2021-10-31,14.971
2021-11-01,15.354
2021-11-02,15.317
2021-11-03,15.478
2021-11-04,15.62
2021-11-05,15.829
2021-11-06,15.829
2021-11-07,15.829
2021-11-08,16.086
2021-11-09,16.195
2021-11-10,15.973
2021-11-11,15.863
2021-11-12,16.064
2021-11-13,16.064
2021-11-14,16.064
2021-11-15,15.964
2021-11-16,16.096
2021-11-17,16.096
2021-11-18,16.09
2021-11-19,15.917
2021-11-20,15.917
2021-11-21,15.917
2021-11-22,16.006
2021-11-23,16.172
2021-11-24,16.194
2021-11-25,16.194
2021-11-26,15.542
2021-11-27,15.542
2021-11-28,15.542
2021-11-29,15.57
2021-11-30,15.049
2021-12-01,15.023
2021-12-02,15.624
2021-12-03,15.334
2021-12-04,15.334
2021-12-05,15.334
2021-12-06,14.889
2021-12-07,15.28
2021-12-08,15.553
2021-12-09,15.048
2021-12-10,15.23
2021-12-11,15.23
2021-12-12,15.23
2021-12-13,15.009
2021-12-14,14.903
2021-12-15,14.897
2021-12-16,14.641
2021-12-17,14.559
2021-12-18,14.559
2021-12-19,14.559
2021-12-20,14.401
2021-12-21,14.814
2021-12-22,15.052
2021-12-23,15.104
2021-12-24,15.104
2021-12-25,15.104
2021-12-26,15.104
2021-12-27,15.292
2021-12-28,15.326
2021-12-29,15.388
2021-12-30,15.268
2021-12-31,15.369
2022-01-01,15.369
2022-01-02,15.369
2022-01-03,15.302
2022-01-04,15.294
2022-01-05,14.903
2022-01-06,14.727
2022-01-07,14.557
2022-01-08,14.557
2022-01-09,14.557
2022-01-10,14.559
2022-01-11,14.59
2022-01-12,14.664
2022-01-13,14.559
2022-01-14,14.234
2022-01-15,14.234
2022-01-16,14.234
2022-01-17,14.234
2022-01-18,13.986
2022-01-19,13.988
2022-01-20,13.923
2022-01-21,13.577
2022-01-22,13.577
2022-01-23,13.577
2022-01-24,13.325
2022-01-25,13.195
2022-01-26,13.035
2022-01-27,12.593
2022-01-28,12.924
2022-01-29,12.924
2022-01-30,12.924
2022-01-31,13.105
2022-02-01,13.047
2022-02-02,13.011
2022-02-03,12.246
2022-02-04,12.07
2022-02-05,12.07
2022-02-06,12.07
2022-02-07,12.145
2022-02-08,12.275
2022-02-09,12.517
2022-02-10,12.209
2022-02-11,12.172
2022-02-12,12.172
2022-02-13,12.172
2022-02-14,12.164
2022-02-15,12.39
2022-02-16,12.358
2022-02-17,12.128
2022-02-18,12.026
2022-02-19,12.026
2022-02-20,12.026
2022-02-21,12.026
2022-02-22,13.292
2022-02-23,12.999
2022-02-24,12.915
2022-02-25,13.057
2022-02-26,13.057
2022-02-27,13.057
2022-02-28,12.931
2022-03-01,12.731
2022-03-02,13.192
2022-03-03,13.186
2022-03-04,12.835
2022-03-05,12.835
2022-03-06,12.835
2022-03-07,12.492
2022-03-08,12.484
2022-03-09,12.769
2022-03-10,12.893
2022-03-11,12.923
2022-03-12,12.923
2022-03-13,12.923
2022-03-14,12.916
2022-03-15,13.067
2022-03-16,13.225
2022-03-17,13.14
2022-03-18,13.31
2022-03-19,13.31
2022-03-20,13.31
2022-03-21,13.678
2022-03-22,13.472
2022-03-23,13.051
2022-03-24,12.968
2022-03-25,12.893
2022-03-26,12.893
2022-03-27,12.893
2022-03-28,12.798
2022-03-29,13.253
2022-03-30,13.058
2022-03-31,12.669
2022-04-01,13.012
2022-04-02,13.012
2022-04-03,13.012
2022-04-04,12.999
2022-04-05,13.436
2022-04-06,13.304
2022-04-07,13.532
2022-04-08,13.474
2022-04-09,13.474
2022-04-10,13.474
2022-04-11,13.556
2022-04-12,13.464
2022-04-13,13.596
2022-04-14,13.466
2022-04-15,13.466
2022-04-16,13.466
2022-04-17,13.466
2022-04-18,13.328
2022-04-19,13.556
2022-04-20,13.864
2022-04-21,13.795
2022-04-22,13.506
2022-04-23,13.506
2022-04-24,13.506
2022-04-25,13.57
2022-04-26,12.604
2022-04-27,12.394
2022-04-28,12.605
2022-04-29,12.134
2022-04-30,12.134
2022-05-01,12.134
2022-05-02,12.543
2022-05-03,12.438
2022-05-04,12.574
2022-05-05,11.971
2022-05-06,11.91
2022-05-07,11.91
2022-05-08,11.91
2022-05-09,11.905
2022-05-10,11.76
2022-05-11,11.675
2022-05-12,11.942
2022-05-13,12.078
2022-05-14,12.078
2022-05-15,12.078
2022-05-16,11.951
2022-05-17,12.388
2022-05-18,11.961
2022-05-19,11.943
2022-05-20,12.043
2022-05-21,12.043
2022-05-22,12.043
2022-05-23,12.192
2022-05-24,11.973
2022-05-25,12.052
2022-05-26,12.247
2022-05-27,12.459
2022-05-28,12.459
2022-05-29,12.459
2022-05-30,12.459
2022-05-31,12.401
2022-06-01,12.296
2022-06-02,12.852
2022-06-03,12.732
2022-06-04,12.732
2022-06-05,12.732
2022-06-06,12.876
2022-06-07,12.792
2022-06-08,12.501
2022-06-09,12.498
2022-06-10,12.043
2022-06-11,12.043
2022-06-12,12.043
2022-06-13,11.81
2022-06-14,11.647
2022-06-15,11.792
2022-06-16,11.295
2022-06-17,11.094
2022-06-18,11.094
2022-06-19,11.094
2022-06-20,11.094
2022-06-21,11.088
2022-06-22,11.033
2022-06-23,10.946
2022-06-24,11.495
2022-06-25,11.495
2022-06-26,11.495
2022-06-27,11.619
2022-06-28,11.464
2022-06-29,11.322
2022-06-30,11.282
2022-07-01,11.417
2022-07-02,11.417
2022-07-03,11.417
2022-07-04,11.417
2022-07-05,11.717
2022-07-06,11.678
2022-07-07,11.809
2022-07-08,11.656
2022-07-09,11.656
2022-07-10,11.656
2022-07-11,11.598
2022-07-12,11.629
2022-07-13,11.796
2022-07-14,11.802
2022-07-15,12.061
2022-07-16,12.061
2022-07-17,12.061
2022-07-18,12.03
2022-07-19,12.493
2022-07-20,12.611
2022-07-21,12.68
2022-07-22,12.657
2022-07-23,12.657
2022-07-24,12.657
2022-07-25,12.454
2022-07-26,11.668
2022-07-27,11.945
2022-07-28,12.222
2022-07-29,12.476
2022-07-30,12.476
2022-07-31,12.476
2022-08-01,12.503
2022-08-02,12.324
2022-08-03,12.411
2022-08-04,12.423
2022-08-05,12.345
2022-08-06,12.345
2022-08-07,12.345
2022-08-08,12.827
2022-08-09,12.583
2022-08-10,12.918
2022-08-11,13.111
2022-08-12,13.294
2022-08-13,13.294
2022-08-14,13.294
2022-08-15,13.281
2022-08-16,13.531
2022-08-17,13.382
2022-08-18,13.475
2022-08-19,13.172
2022-08-20,13.172
2022-08-21,13.172
2022-08-22,12.792
2022-08-23,12.694
2022-08-24,12.858
2022-08-25,13.012
2022-08-26,12.402
2022-08-27,12.402
2022-08-28,12.402
2022-08-29,12.343
2022-08-30,12.232
2022-08-31,12.054
2022-09-01,12.036
2022-09-02,11.944
2022-09-03,11.944
2022-09-04,11.944
2022-09-05,11.944
2022-09-06,11.865
2022-09-07,12.167
2022-09-08,12.319
2022-09-09,12.43
2022-09-10,12.43
2022-09-11,12.43
2022-09-12,12.596
2022-09-13,12.11
2022-09-14,11.902
2022-09-15,11.943
2022-09-16,11.937
2022-09-17,11.937
2022-09-18,11.937
2022-09-19,12.065
2022-09-20,11.8
2022-09-21,11.613
2022-09-22,11.329
2022-09-23,11.239
2022-09-24,11.239
2022-09-25,11.239
2022-09-26,11.073
2022-09-27,11.184
2022-09-28,11.534
2022-09-29,11.324
2022-09-30,11.321
2022-10-01,11.321
2022-10-02,11.321
2022-10-03,11.606
2022-10-04,11.967
2022-10-05,11.977
2022-10-06,12.02
2022-10-07,11.844
2022-10-08,11.844
2022-10-09,11.844
2022-10-10,11.908
2022-10-11,11.893
2022-10-12,11.836
2022-10-13,11.77
2022-10-14,11.745
2022-10-15,11.745
2022-10-16,11.745
2022-10-17,11.964
2022-10-18,12.225
2022-10-19,11.726
2022-10-20,11.487
2022-10-21,11.807
2022-10-22,11.807
2022-10-23,11.807
2022-10-24,11.77
2022-10-25,11.78
2022-10-26,11.473
2022-10-27,11.529
2022-10-28,11.612
2022-10-29,11.612
2022-10-30,11.612
2022-10-31,11.638
2022-11-01,11.59
2022-11-02,11.477
2022-11-03,11.349
2022-11-04,11.322
2022-11-05,11.322
2022-11-06,11.322
2022-11-07,11.622
2022-11-08,11.849
2022-11-09,11.55
2022-11-10,12.328
2022-11-11,12.247
2022-11-12,12.247
2022-11-13,12.247
2022-11-14,11.982
2022-11-15,12.002
2022-11-16,11.888
2022-11-17,11.723
2022-11-18,11.909
2022-11-19,11.909
2022-11-20,11.909
2022-11-21,11.837
2022-11-22,11.916
2022-11-23,11.98
2022-11-24,11.98
2022-11-25,11.982
2022-11-26,11.982
2022-11-27,11.982
2022-11-28,11.781
2022-11-29,11.767
2022-11-30,11.92
2022-12-01,11.913
2022-12-02,11.721
2022-12-03,11.721
2022-12-04,11.721
2022-12-05,11.455
2022-12-06,11.186
2022-12-07,11.068
2022-12-08,11.104
2022-12-09,11.282
2022-12-10,11.282
2022-12-11,11.282
2022-12-12,11.336
2022-12-13,11.445
2022-12-14,11.188
2022-12-15,10.922
2022-12-16,10.798
2022-12-17,10.798
2022-12-18,10.798
2022-12-19,10.727
2022-12-20,10.808
2022-12-21,10.853
2022-12-22,10.814
2022-12-23,10.905
2022-12-24,10.905
2022-12-25,10.905
2022-12-26,10.905
2022-12-27,10.872
2022-12-28,10.767
2022-12-29,10.908
2022-12-30,10.789
2022-12-31,10.789
2023-01-01,10.789
2023-01-02,10.789
2023-01-03,10.936
2023-01-04,11.073
2023-01-05,10.844
2023-01-06,11.36
2023-01-07,11.36
2023-01-08,11.36
2023-01-09,11.552
2023-01-10,11.445
2023-01-11,11.728
2023-01-12,11.537
2023-01-13,12.064
2023-01-14,12.064
2023-01-15,12.064
2023-01-16,12.064
2023-01-17,12.006
2023-01-18,11.903
2023-01-19,11.734
2023-01-20,11.937
2023-01-21,11.937
2023-01-22,11.937
2023-01-23,12.075
2023-01-24,12.057
2023-01-25,12.055
2023-01-26,12.129
2023-01-27,12.285
2023-01-28,12.285
2023-01-29,12.285
2023-01-30,12.202
2023-01-31,12.445
2023-02-01,12.867
2023-02-02,13.3
2023-02-03,13.08
2023-02-04,13.08
2023-02-05,13.08
2023-02-06,12.935
2023-02-07,12.909
2023-02-08,12.943
2023-02-09,12.797
2023-02-10,12.792
2023-02-11,12.792
2023-02-12,12.792
2023-02-13,13.02
2023-02-14,13.002
2023-02-15,13.086
2023-02-16,13.108
2023-02-17,13.081
2023-02-18,13.081
2023-02-19,13.081
2023-02-20,13.081
2023-02-21,13.211
2023-02-22,13.892
2023-02-23,14.022
2023-02-24,13.985
2023-02-25,13.985
2023-02-26,13.985
2023-02-27,14.26
2023-02-28,14.036
2023-03-01,13.874
2023-03-02,13.747
2023-03-03,13.906
2023-03-04,13.906
2023-03-05,13.906
2023-03-06,13.591
2023-03-07,13.496
2023-03-08,13.489
2023-03-09,13.134
2023-03-10,12.636
2023-03-11,12.636
2023-03-12,12.636
2023-03-13,12.441
2023-03-14,12.499
2023-03-15,12.418
2023-03-16,12.542
2023-03-17,12.238
2023-03-18,12.238
2023-03-19,12.238
2023-03-20,12.412
2023-03-21,12.478
2023-03-22,12.255
2023-03-23,12.253
2023-03-24,12.204
2023-03-25,12.204
2023-03-26,12.204
2023-03-27,12.327
2023-03-28,12.275
2023-03-29,12.478
2023-03-30,12.49
2023-03-31,12.81
2023-04-01,12.81
2023-04-02,12.81
2023-04-03,12.891
2023-04-04,12.296
2023-04-05,12.264
2023-04-06,12.264
2023-04-07,12.264
2023-04-08,12.264
2023-04-09,12.264
2023-04-10,12.284
2023-04-11,12.709
2023-04-12,12.738
2023-04-13,12.74
2023-04-14,12.689
2023-04-15,12.689
2023-04-16,12.689
2023-04-17,12.823
2023-04-18,12.883
2023-04-19,13.105
2023-04-20,13.179
2023-04-21,13.107
2023-04-22,13.107
2023-04-23,13.107
2023-04-24,13.276
2023-04-25,12.619
2023-04-26,12.283
2023-04-27,12.626
2023-04-28,12.734
2023-04-29,12.734
2023-04-30,12.734
2023-05-01,12.58
2023-05-02,12.497
2023-05-03,12.428
2023-05-04,12.378
2023-05-05,12.64
2023-05-06,12.64
2023-05-07,12.64
2023-05-08,12.531
2023-05-09,12.559
2023-05-10,12.52
2023-05-11,12.308
2023-05-12,12.267
2023-05-13,12.267
2023-05-14,12.267
2023-05-15,12.325
2023-05-16,12.027
2023-05-17,12.05
2023-05-18,12.415
2023-05-19,12.275
2023-05-20,12.275
2023-05-21,12.275
2023-05-22,12.297
2023-05-23,12.235
2023-05-24,11.937
2023-05-25,11.842
2023-05-26,11.911
2023-05-27,11.911
2023-05-28,11.911
2023-05-29,11.911
2023-05-30,11.823
2023-05-31,11.701
2023-06-01,11.662
2023-06-02,12.125
2023-06-03,12.125
2023-06-04,12.125
2023-06-05,12.23
2023-06-06,12.43
2023-06-07,12.677
2023-06-08,12.55
2023-06-09,12.471
2023-06-10,12.471
2023-06-11,12.471
2023-06-12,12.842
2023-06-13,13.017
2023-06-14,13.03
2023-06-15,13.279
2023-06-16,13.178
2023-06-17,13.178
2023-06-18,13.178
2023-06-19,13.178
2023-06-20,13.206
2023-06-21,13.165
2023-06-22,13.193
2023-06-23,13.21
2023-06-24,13.21
2023-06-25,13.21
2023-06-26,13.36
2023-06-27,13.676
2023-06-28,13.562
2023-06-29,13.753
2023-06-30,13.813
2023-07-01,13.813
2023-07-02,13.813
2023-07-03,13.984
2023-07-04,13.984
2023-07-05,13.67
2023-07-06,13.505
2023-07-07,13.621
2023-07-08,13.621
2023-07-09,13.621
2023-07-10,13.716
2023-07-11,13.881
2023-07-12,14.077
2023-07-13,14.046
2023-07-14,13.902
2023-07-15,13.902
2023-07-16,13.902
2023-07-17,13.761
2023-07-18,13.796
2023-07-19,13.962
2023-07-20,14.212
2023-07-21,14.135
2023-07-22,14.135
2023-07-23,14.135
2023-07-24,14.315
2023-07-25,14.614
2023-07-26,14.617
2023-07-27,14.414
2023-07-28,14.585
2023-07-29,14.585
2023-07-30,14.585
2023-07-31,14.388
2023-08-01,14.34
2023-08-02,14.451
2023-08-03,14.421
2023-08-04,14.609
2023-08-05,14.609
2023-08-06,14.609
2023-08-07,14.643
2023-08-08,14.428
2023-08-09,14.391
2023-08-10,14.233
2023-08-11,14.108
2023-08-12,14.108
2023-08-13,14.108
2023-08-14,14.333
2023-08-15,14.242
2023-08-16,14.222
2023-08-17,13.805
2023-08-18,13.886
2023-08-19,13.886
2023-08-20,13.886
2023-08-21,13.695
2023-08-22,13.698
2023-08-23,13.745
2023-08-24,13.752
2023-08-25,13.715
2023-08-26,13.715
2023-08-27,13.715
2023-08-28,14.026
2023-08-29,14.376
2023-08-30,14.363
2023-08-31,14.263
2023-09-01,14.196
2023-09-02,14.196
2023-09-03,14.196
2023-09-04,14.196
2023-09-05,13.552
2023-09-06,13.32
2023-09-07,13.274
2023-09-08,13.405
2023-09-09,13.405
2023-09-10,13.405
2023-09-11,13.517
2023-09-12,13.477
2023-09-13,13.379
2023-09-14,13.504
2023-09-15,13.467
2023-09-16,13.467
2023-09-17,13.467
2023-09-18,13.587
2023-09-19,13.591
