,INTC US Equity
2020-10-28,6.202
2020-10-29,6.183
2020-10-30,6.207
2020-10-31,6.207
2020-11-01,6.207
2020-11-02,6.232
2020-11-03,6.287
2020-11-04,6.406
2020-11-05,6.449
2020-11-06,6.409
2020-11-07,6.409
2020-11-08,6.409
2020-11-09,6.438
2020-11-10,6.416
2020-11-11,6.544
2020-11-12,6.346
2020-11-13,6.418
2020-11-14,6.418
2020-11-15,6.418
2020-11-16,6.521
2020-11-17,6.428
2020-11-18,6.362
2020-11-19,6.441
2020-11-20,6.409
2020-11-21,6.409
2020-11-22,6.409
2020-11-23,6.503
2020-11-24,6.637
2020-11-25,6.643
2020-11-26,6.643
2020-11-27,6.699
2020-11-28,6.699
2020-11-29,6.699
2020-11-30,6.826
2020-12-01,6.997
2020-12-02,7.045
2020-12-03,7.199
2020-12-04,7.34
2020-12-05,7.34
2020-12-06,7.34
2020-12-07,7.088
2020-12-08,7.157
2020-12-09,7.069
2020-12-10,7.096
2020-12-11,7.021
2020-12-12,7.021
2020-12-13,7.021
2020-12-14,7.126
2020-12-15,7.153
2020-12-16,7.218
2020-12-17,7.151
2020-12-18,6.701
2020-12-19,6.701
2020-12-20,6.701
2020-12-21,6.545
2020-12-22,6.519
2020-12-23,6.575
2020-12-24,6.646
2020-12-25,6.646
2020-12-26,6.646
2020-12-27,6.646
2020-12-28,6.646
2020-12-29,6.973
2020-12-30,6.883
2020-12-31,7.034
2021-01-01,7.034
2021-01-02,7.034
2021-01-03,7.034
2021-01-04,7.013
2021-01-05,7.667
2021-01-06,7.741
2021-01-07,7.906
2021-01-08,7.824
2021-01-09,7.824
2021-01-10,7.824
2021-01-11,7.808
2021-01-12,8.065
2021-01-13,8.627
2021-01-14,8.976
2021-01-15,8.723
2021-01-16,8.723
2021-01-17,8.723
2021-01-18,8.723
2021-01-19,8.785
2021-01-20,8.888
2021-01-21,9.462
2021-01-22,8.84
2021-01-23,8.84
2021-01-24,8.84
2021-01-25,9.466
2021-01-26,9.427
2021-01-27,9.15
2021-01-28,9.573
2021-01-29,9.478
2021-01-30,9.478
2021-01-31,9.478
2021-02-01,9.68
2021-02-02,9.903
2021-02-03,9.849
2021-02-04,10.099
2021-02-05,9.994
2021-02-06,9.994
2021-02-07,9.994
2021-02-08,10.163
2021-02-09,10.097
2021-02-10,10.111
2021-02-11,10.42
2021-02-12,10.618
2021-02-13,10.618
2021-02-14,10.618
2021-02-15,10.618
2021-02-16,10.731
2021-02-17,10.625
2021-02-18,10.583
2021-02-19,10.824
2021-02-20,10.824
2021-02-21,10.824
2021-02-22,10.429
2021-02-23,10.499
2021-02-24,10.855
2021-02-25,10.376
2021-02-26,10.441
2021-02-27,10.441
2021-02-28,10.441
2021-03-01,10.802
2021-03-02,10.52
2021-03-03,10.29
2021-03-04,10.02
2021-03-05,10.434
2021-03-06,10.434
2021-03-07,10.434
2021-03-08,10.281
2021-03-09,10.765
2021-03-10,10.693
2021-03-11,10.875
2021-03-12,10.805
2021-03-13,10.805
2021-03-14,10.805
2021-03-15,10.958
2021-03-16,11.128
2021-03-17,11.3
2021-03-18,10.947
2021-03-19,10.953
2021-03-20,10.953
2021-03-21,10.953
2021-03-22,11.274
2021-03-23,10.905
2021-03-24,10.657
2021-03-25,10.654
2021-03-26,11.143
2021-03-27,11.143
2021-03-28,11.143
2021-03-29,11.08
2021-03-30,10.954
2021-03-31,10.994
2021-04-01,11.088
2021-04-02,11.088
2021-04-03,11.088
2021-04-04,11.088
2021-04-05,11.43
2021-04-06,11.262
2021-04-07,11.38
2021-04-08,11.518
2021-04-09,11.726
2021-04-10,11.726
2021-04-11,11.726
2021-04-12,11.235
2021-04-13,11.204
2021-04-14,11.027
2021-04-15,11.097
2021-04-16,11.051
2021-04-17,11.051
2021-04-18,11.051
2021-04-19,10.859
2021-04-20,10.701
2021-04-21,10.871
2021-04-22,10.678
2021-04-23,11.088
2021-04-24,11.088
2021-04-25,11.088
2021-04-26,10.998
2021-04-27,10.851
2021-04-28,10.785
2021-04-29,10.909
2021-04-30,10.596
2021-05-01,10.596
2021-05-02,10.596
2021-05-03,10.546
2021-05-04,10.479
2021-05-05,10.47
2021-05-06,10.598
2021-05-07,10.687
2021-05-08,10.687
2021-05-09,10.687
2021-05-10,10.372
2021-05-11,10.199
2021-05-12,9.936
2021-05-13,10.008
2021-05-14,10.257
2021-05-15,10.257
2021-05-16,10.257
2021-05-17,10.253
2021-05-18,10.162
2021-05-19,10.259
2021-05-20,10.368
2021-05-21,10.392
2021-05-22,10.392
2021-05-23,10.392
2021-05-24,10.555
2021-05-25,10.538
2021-05-26,10.548
2021-05-27,10.698
2021-05-28,10.585
2021-05-29,10.585
2021-05-30,10.585
2021-05-31,10.585
2021-06-01,10.542
2021-06-02,10.651
2021-06-03,10.422
2021-06-04,10.631
2021-06-05,10.631
2021-06-06,10.631
2021-06-07,10.579
2021-06-08,10.562
2021-06-09,10.562
2021-06-10,10.633
2021-06-11,10.72
2021-06-12,10.72
2021-06-13,10.72
2021-06-14,10.783
2021-06-15,10.746
2021-06-16,10.603
2021-06-17,10.596
2021-06-18,10.316
2021-06-19,10.316
2021-06-20,10.316
2021-06-21,10.353
2021-06-22,10.353
2021-06-23,10.24
2021-06-24,10.39
2021-06-25,10.36
2021-06-26,10.36
2021-06-27,10.36
2021-06-28,10.651
2021-06-29,10.516
2021-06-30,11.554
2021-07-01,11.527
2021-07-02,11.681
2021-07-03,11.681
2021-07-04,11.681
2021-07-05,11.681
2021-07-06,11.544
2021-07-07,11.517
2021-07-08,11.4
2021-07-09,11.523
2021-07-10,11.523
2021-07-11,11.523
2021-07-12,11.675
2021-07-13,11.704
2021-07-14,11.632
2021-07-15,11.486
2021-07-16,11.313
2021-07-17,11.313
2021-07-18,11.313
2021-07-19,11.245
2021-07-20,11.369
2021-07-21,11.572
2021-07-22,11.517
2021-07-23,11.215
2021-07-24,11.215
2021-07-25,11.215
2021-07-26,11.51
2021-07-27,11.271
2021-07-28,11.247
2021-07-29,11.381
2021-07-30,11.385
2021-07-31,11.385
2021-08-01,11.385
2021-08-02,11.377
2021-08-03,11.457
2021-08-04,11.423
2021-08-05,11.495
2021-08-06,11.502
2021-08-07,11.502
2021-08-08,11.502
2021-08-09,11.529
2021-08-10,11.506
2021-08-11,11.549
2021-08-12,11.421
2021-08-13,11.41
2021-08-14,11.41
2021-08-15,11.41
2021-08-16,11.369
2021-08-17,11.203
2021-08-18,11.097
2021-08-19,11.15
2021-08-20,11.059
2021-08-21,11.059
2021-08-22,11.059
2021-08-23,11.318
2021-08-24,11.442
2021-08-25,11.442
2021-08-26,11.297
2021-08-27,11.459
2021-08-28,11.459
2021-08-29,11.459
2021-08-30,11.469
2021-08-31,11.495
2021-09-01,11.412
2021-09-02,11.425
2021-09-03,11.378
2021-09-04,11.378
2021-09-05,11.378
2021-09-06,11.378
2021-09-07,11.408
2021-09-08,11.391
2021-09-09,11.354
2021-09-10,11.448
2021-09-11,11.448
2021-09-12,11.448
2021-09-13,11.692
2021-09-14,11.593
2021-09-15,11.72
2021-09-16,11.658
2021-09-17,11.537
2021-09-18,11.537
2021-09-19,11.537
2021-09-20,11.265
2021-09-21,11.242
2021-09-22,11.376
2021-09-23,11.488
2021-09-24,11.529
2021-09-25,11.529
2021-09-26,11.529
2021-09-27,11.622
2021-09-28,11.482
2021-09-29,11.374
2021-09-30,11.329
2021-10-01,11.452
2021-10-02,11.452
2021-10-03,11.452
2021-10-04,11.369
2021-10-05,11.471
2021-10-06,11.478
2021-10-07,11.52
2021-10-08,11.442
2021-10-09,11.442
2021-10-10,11.442
2021-10-11,11.363
2021-10-12,11.093
2021-10-13,11.112
2021-10-14,11.461
2021-10-15,11.58
2021-10-16,11.58
2021-10-17,11.58
2021-10-18,11.582
2021-10-19,11.739
2021-10-20,11.773
2021-10-21,12.418
2021-10-22,11.329
2021-10-23,11.329
2021-10-24,11.329
2021-10-25,11.318
2021-10-26,11.059
2021-10-27,10.97
2021-10-28,11.013
2021-10-29,11.224
2021-10-30,11.224
2021-10-31,11.224
2021-11-01,11.35
2021-11-02,11.421
2021-11-03,11.542
2021-11-04,11.604
2021-11-05,11.745
2021-11-06,11.745
2021-11-07,11.745
2021-11-08,11.89
2021-11-09,11.809
2021-11-10,11.708
2021-11-11,11.655
2021-11-12,11.604
2021-11-13,11.604
2021-11-14,11.604
2021-11-15,11.606
2021-11-16,11.673
2021-11-17,11.586
2021-11-18,11.459
2021-11-19,11.422
2021-11-20,11.422
2021-11-21,11.422
2021-11-22,11.493
2021-11-23,11.325
2021-11-24,11.477
2021-11-25,11.477
2021-11-26,11.251
2021-11-27,11.251
2021-11-28,11.251
2021-11-29,11.533
2021-11-30,11.348
2021-12-01,11.21
2021-12-02,11.417
2021-12-03,11.36
2021-12-04,11.36
2021-12-05,11.36
2021-12-06,11.761
2021-12-07,12.125
2021-12-08,11.936
2021-12-09,11.643
2021-12-10,11.669
2021-12-11,11.669
2021-12-12,11.669
2021-12-13,11.533
2021-12-14,11.463
2021-12-15,11.687
2021-12-16,11.724
2021-12-17,11.676
2021-12-18,11.676
2021-12-19,11.676
2021-12-20,11.44
2021-12-21,11.71
2021-12-22,11.756
2021-12-23,11.835
2021-12-24,11.835
2021-12-25,11.835
2021-12-26,11.835
2021-12-27,11.98
2021-12-28,11.939
2021-12-29,11.955
2021-12-30,11.934
2021-12-31,11.879
2022-01-01,11.879
2022-01-02,11.879
2022-01-03,12.273
2022-01-04,12.257
2022-01-05,12.425
2022-01-06,12.458
2022-01-07,12.326
2022-01-08,12.326
2022-01-09,12.326
2022-01-10,12.734
2022-01-11,12.896
2022-01-12,12.857
2022-01-13,12.672
2022-01-14,12.847
2022-01-15,12.847
2022-01-16,12.847
2022-01-17,12.847
2022-01-18,12.631
2022-01-19,12.368
2022-01-20,12.003
2022-01-21,12.003
2022-01-22,12.003
2022-01-23,12.003
2022-01-24,11.98
2022-01-25,11.763
2022-01-26,12.264
2022-01-27,11.143
2022-01-28,11.16
2022-01-29,11.16
2022-01-30,11.16
2022-01-31,11.415
2022-02-01,11.445
2022-02-02,11.576
2022-02-03,11.289
2022-02-04,11.311
2022-02-05,11.311
2022-02-06,11.311
2022-02-07,11.351
2022-02-08,11.5
2022-02-09,11.759
2022-02-10,11.511
2022-02-11,11.222
2022-02-12,11.222
2022-02-13,11.222
2022-02-14,11.21
2022-02-15,11.412
2022-02-16,11.363
2022-02-17,11.207
2022-02-18,10.683
2022-02-19,10.683
2022-02-20,10.683
2022-02-21,10.683
2022-02-22,10.632
2022-02-23,10.775
2022-02-24,11.274
2022-02-25,11.513
2022-02-26,11.513
2022-02-27,11.513
2022-02-28,11.511
2022-03-01,11.299
2022-03-02,11.793
2022-03-03,11.493
2022-03-04,11.527
2022-03-05,11.527
2022-03-06,11.527
2022-03-07,11.433
2022-03-08,11.39
2022-03-09,11.421
2022-03-10,11.188
2022-03-11,10.989
2022-03-12,10.989
2022-03-13,10.989
2022-03-14,10.647
2022-03-15,10.745
2022-03-16,11.187
2022-03-17,11.309
2022-03-18,11.384
2022-03-19,11.384
2022-03-20,11.384
2022-03-21,11.369
2022-03-22,11.609
2022-03-23,11.58
2022-03-24,12.384
2022-03-25,12.434
2022-03-26,12.434
2022-03-27,12.434
2022-03-28,12.552
2022-03-29,12.733
2022-03-30,12.533
2022-03-31,12.077
2022-04-01,11.724
2022-04-02,11.724
2022-04-03,11.724
2022-04-04,11.989
2022-04-05,11.729
2022-04-06,11.585
2022-04-07,11.59
2022-04-08,11.458
2022-04-09,11.458
2022-04-10,11.458
2022-04-11,11.348
2022-04-12,11.331
2022-04-13,11.456
2022-04-14,11.129
2022-04-15,11.129
2022-04-16,11.129
2022-04-17,11.129
2022-04-18,11.716
2022-04-19,12.04
2022-04-20,12.085
2022-04-21,11.932
2022-04-22,11.685
2022-04-23,11.685
2022-04-24,11.685
2022-04-25,11.815
2022-04-26,11.429
2022-04-27,11.353
2022-04-28,11.792
2022-04-29,11.228
2022-04-30,11.228
2022-05-01,11.228
2022-05-02,11.683
2022-05-03,11.718
2022-05-04,12.103
2022-05-05,11.69
2022-05-06,11.612
2022-05-07,11.612
2022-05-08,11.612
2022-05-09,11.289
2022-05-10,11.536
2022-05-11,11.196
2022-05-12,11.198
2022-05-13,11.397
2022-05-14,11.397
2022-05-15,11.397
2022-05-16,11.261
2022-05-17,11.606
2022-05-18,11.07
2022-05-19,10.981
2022-05-20,10.887
2022-05-21,10.887
2022-05-22,10.887
2022-05-23,10.979
2022-05-24,10.892
2022-05-25,11.031
2022-05-26,11.366
2022-05-27,11.645
2022-05-28,11.645
2022-05-29,11.645
2022-05-30,11.645
2022-05-31,11.611
2022-06-01,11.53
2022-06-02,11.721
2022-06-03,11.342
2022-06-04,11.342
2022-06-05,11.342
2022-06-06,11.464
2022-06-07,11.515
2022-06-08,10.906
2022-06-09,10.583
2022-06-10,10.364
2022-06-11,10.364
2022-06-12,10.364
2022-06-13,9.731
2022-06-14,9.773
2022-06-15,9.958
2022-06-16,9.621
2022-06-17,9.525
2022-06-18,9.525
2022-06-19,9.525
2022-06-20,9.525
2022-06-21,9.721
2022-06-22,9.631
2022-06-23,9.639
2022-06-24,9.948
2022-06-25,9.948
2022-06-26,9.948
2022-06-27,9.953
2022-06-28,9.734
2022-06-29,9.608
2022-06-30,9.639
2022-07-01,9.411
2022-07-02,9.411
2022-07-03,9.411
2022-07-04,9.411
2022-07-05,9.502
2022-07-06,9.58
2022-07-07,9.877
2022-07-08,9.839
2022-07-09,9.839
2022-07-10,9.839
2022-07-11,9.634
2022-07-12,9.637
2022-07-13,9.637
2022-07-14,9.766
2022-07-15,10.202
2022-07-16,10.202
2022-07-17,10.202
2022-07-18,10.225
2022-07-19,10.675
2022-07-20,10.765
2022-07-21,10.839
2022-07-22,10.462
2022-07-23,10.462
2022-07-24,10.462
2022-07-25,10.434
2022-07-26,10.381
2022-07-27,10.706
2022-07-28,11.175
2022-07-29,11.379
2022-07-30,11.379
2022-07-31,11.379
2022-08-01,12.105
2022-08-02,11.794
2022-08-03,11.961
2022-08-04,11.797
2022-08-05,11.708
2022-08-06,11.708
2022-08-07,11.708
2022-08-08,11.704
2022-08-09,11.42
2022-08-10,11.701
2022-08-11,11.774
2022-08-12,11.966
2022-08-13,11.966
2022-08-14,11.966
2022-08-15,12.043
2022-08-16,11.993
2022-08-17,11.857
2022-08-18,11.996
2022-08-19,11.724
2022-08-20,11.724
2022-08-21,11.724
2022-08-22,11.214
2022-08-23,11.251
2022-08-24,11.221
2022-08-25,11.562
2022-08-26,11.055
2022-08-27,11.055
2022-08-28,11.055
2022-08-29,10.916
2022-08-30,11.241
2022-08-31,11.122
2022-09-01,11.561
2022-09-02,11.364
2022-09-03,11.364
2022-09-04,11.364
2022-09-05,11.364
2022-09-06,11.051
2022-09-07,11.289
2022-09-08,11.326
2022-09-09,11.588
2022-09-10,11.588
2022-09-11,11.588
2022-09-12,11.625
2022-09-13,10.789
2022-09-14,10.748
2022-09-15,10.623
2022-09-16,10.77
2022-09-17,10.77
2022-09-18,10.77
2022-09-19,10.844
2022-09-20,10.667
2022-09-21,10.486
2022-09-22,10.339
2022-09-23,10.137
2022-09-24,10.137
2022-09-25,10.137
2022-09-26,9.934
2022-09-27,9.905
2022-09-28,9.993
2022-09-29,9.717
2022-09-30,9.492
2022-10-01,9.492
2022-10-02,9.492
2022-10-03,10.046
2022-10-04,10.317
2022-10-05,10.295
2022-10-06,10.124
2022-10-07,9.606
2022-10-08,9.606
2022-10-09,9.606
2022-10-10,9.523
2022-10-11,9.53
2022-10-12,9.682
2022-10-13,10.091
2022-10-14,9.799
2022-10-15,9.799
2022-10-16,9.799
2022-10-17,10.143
2022-10-18,9.932
2022-10-19,9.982
2022-10-20,10.013
2022-10-21,10.355
2022-10-22,10.355
2022-10-23,10.355
2022-10-24,10.652
2022-10-25,10.742
2022-10-26,10.664
2022-10-27,10.142
2022-10-28,11.134
2022-10-29,11.134
2022-10-30,11.134
2022-10-31,10.906
2022-11-01,10.856
2022-11-02,10.519
2022-11-03,10.507
2022-11-04,10.775
2022-11-05,10.775
2022-11-06,10.775
2022-11-07,10.868
2022-11-08,10.895
2022-11-09,10.528
2022-11-10,11.384
2022-11-11,11.641
2022-11-12,11.641
2022-11-13,11.641
2022-11-14,11.61
2022-11-15,11.734
2022-11-16,11.283
2022-11-17,11.421
2022-11-18,11.413
2022-11-19,11.413
2022-11-20,11.413
2022-11-21,11.472
2022-11-22,11.976
2022-11-23,11.848
2022-11-24,11.848
2022-11-25,11.716
2022-11-26,11.716
2022-11-27,11.716
2022-11-28,11.47
2022-11-29,11.54
2022-11-30,12.008
2022-12-01,11.912
2022-12-02,11.744
2022-12-03,11.744
2022-12-04,11.744
2022-12-05,11.648
2022-12-06,11.421
2022-12-07,11.313
2022-12-08,11.357
2022-12-09,11.277
2022-12-10,11.277
2022-12-11,11.277
2022-12-12,11.537
2022-12-13,11.582
2022-12-14,11.392
2022-12-15,10.662
2022-12-16,10.572
2022-12-17,10.572
2022-12-18,10.572
2022-12-19,10.521
2022-12-20,10.383
2022-12-21,10.537
2022-12-22,10.199
2022-12-23,10.246
2022-12-24,10.246
2022-12-25,10.246
2022-12-26,10.246
2022-12-27,10.187
2022-12-28,10.03
2022-12-29,10.293
2022-12-30,10.38
2022-12-31,10.38
2023-01-01,10.38
2023-01-02,10.38
2023-01-03,10.497
2023-01-04,10.87
2023-01-05,10.823
2023-01-06,11.283
2023-01-07,11.283
2023-01-08,11.283
2023-01-09,11.511
2023-01-10,11.562
2023-01-11,11.723
2023-01-12,12.041
2023-01-13,11.974
2023-01-14,11.974
2023-01-15,11.974
2023-01-16,11.974
2023-01-17,11.83
2023-01-18,11.528
2023-01-19,11.452
2023-01-20,11.838
2023-01-21,11.838
2023-01-22,11.838
2023-01-23,12.439
2023-01-24,12.311
2023-01-25,12.22
2023-01-26,14.543
2023-01-27,14.571
2023-01-28,14.571
2023-01-29,14.571
2023-01-30,14.633
2023-01-31,15.179
2023-02-01,15.797
2023-02-02,16.415
2023-02-03,16.485
2023-02-04,16.485
2023-02-05,16.485
2023-02-06,15.789
2023-02-07,15.987
2023-02-08,15.887
2023-02-09,15.6
2023-02-10,15.64
2023-02-11,15.64
2023-02-12,15.64
2023-02-13,15.899
2023-02-14,15.949
2023-02-15,16.066
2023-02-16,15.704
2023-02-17,15.375
2023-02-18,15.375
2023-02-19,15.375
2023-02-20,15.375
2023-02-21,14.512
2023-02-22,14.175
2023-02-23,14.294
2023-02-24,14.031
2023-02-25,14.031
2023-02-26,14.031
2023-02-27,13.897
2023-02-28,13.914
2023-03-01,14.137
2023-03-02,14.582
2023-03-03,14.693
2023-03-04,14.693
2023-03-05,14.693
2023-03-06,14.465
2023-03-07,14.209
2023-03-08,14.459
2023-03-09,14.715
2023-03-10,15.149
2023-03-11,15.149
2023-03-12,15.149
2023-03-13,15.05
2023-03-14,15.642
2023-03-15,15.865
2023-03-16,16.854
2023-03-17,16.647
2023-03-18,16.647
2023-03-19,16.647
2023-03-20,16.284
2023-03-21,15.893
2023-03-22,15.709
2023-03-23,16.212
2023-03-24,16.396
2023-03-25,16.396
2023-03-26,16.396
2023-03-27,16.295
2023-03-28,16.357
2023-03-29,17.602
2023-03-30,17.88
2023-03-31,18.224
2023-04-01,18.224
2023-04-02,18.224
2023-04-03,18.346
2023-04-04,18.237
2023-04-05,18.088
2023-04-06,18.077
2023-04-07,18.077
2023-04-08,18.077
2023-04-09,18.077
2023-04-10,17.917
2023-04-11,17.853
2023-04-12,17.701
2023-04-13,17.762
2023-04-14,17.629
2023-04-15,17.629
2023-04-16,17.629
2023-04-17,17.757
2023-04-18,17.586
2023-04-19,17.22
2023-04-20,17.06
2023-04-21,16.75
2023-04-22,16.75
2023-04-23,16.75
2023-04-24,16.223
2023-04-25,15.797
2023-04-26,16.059
2023-04-27,17.571
2023-04-28,18.431
2023-04-29,18.431
2023-04-30,18.431
2023-05-01,18.11
2023-05-02,17.794
2023-05-03,18.353
2023-05-04,18.692
2023-05-05,18.633
2023-05-06,18.633
2023-05-07,18.633
2023-05-08,18.5
2023-05-09,18.032
2023-05-10,17.932
2023-05-11,17.268
2023-05-12,17.322
2023-05-13,17.322
2023-05-14,17.322
2023-05-15,17.83
2023-05-16,17.483
2023-05-17,17.274
2023-05-18,17.759
2023-05-19,18.138
2023-05-20,18.138
2023-05-21,18.138
2023-05-22,18.35
2023-05-23,17.884
2023-05-24,17.771
2023-05-25,16.79
2023-05-26,17.771
2023-05-27,17.771
2023-05-28,17.771
2023-05-29,17.771
2023-05-30,18.377
2023-05-31,19.266
2023-06-01,19.076
2023-06-02,19.186
2023-06-03,19.186
2023-06-04,19.186
2023-06-05,18.298
2023-06-06,18.972
2023-06-07,18.853
2023-06-08,19.178
2023-06-09,18.889
2023-06-10,18.889
2023-06-11,18.889
2023-06-12,19.956
2023-06-13,20.45
2023-06-14,21.457
2023-06-15,21.602
2023-06-16,21.934
2023-06-17,21.934
2023-06-18,21.934
2023-06-19,21.934
2023-06-20,21.082
2023-06-21,19.769
2023-06-22,19.655
2023-06-23,19.829
2023-06-24,19.829
2023-06-25,19.829
2023-06-26,20.033
2023-06-27,20.49
2023-06-28,20.171
2023-06-29,19.775
2023-06-30,20.093
2023-07-01,20.093
2023-07-02,20.093
2023-07-03,20.202
2023-07-04,20.202
2023-07-05,19.535
2023-07-06,19.21
2023-07-07,19.138
2023-07-08,19.138
2023-07-09,19.138
2023-07-10,19.673
2023-07-11,20.009
2023-07-12,20.418
2023-07-13,20.024
2023-07-14,19.598
2023-07-15,19.598
2023-07-16,19.598
2023-07-17,20.271
2023-07-18,20.335
2023-07-19,20.519
2023-07-20,19.858
2023-07-21,20.245
2023-07-22,20.245
2023-07-23,20.245
2023-07-24,20.025
2023-07-25,20.342
2023-07-26,20.497
2023-07-27,20.185
2023-07-28,21.683
2023-07-29,21.683
2023-07-30,21.683
2023-07-31,20.897
2023-08-01,20.903
2023-08-02,20.079
2023-08-03,20.36
2023-08-04,20.591
2023-08-05,20.591
2023-08-06,20.591
2023-08-07,20.644
2023-08-08,20.521
2023-08-09,20.087
2023-08-10,20.37
2023-08-11,20.493
2023-08-12,20.493
2023-08-13,20.493
2023-08-14,20.957
2023-08-15,20.422
2023-08-16,19.694
2023-08-17,19.136
