,UPBD US Equity
2023-09-03,8.026
2023-09-04,8.026
2023-09-05,7.716
2023-09-06,7.78
2023-09-07,7.852
2023-09-08,7.745
2023-09-09,7.745
2023-09-10,7.745
2023-09-11,7.762
2023-09-12,7.775
2023-09-13,7.824
2023-09-14,7.903
2023-09-15,7.473
2023-09-16,7.473
2023-09-17,7.473
2023-09-18,7.353
2023-09-19,7.417
2023-09-20,7.424
2023-09-21,7.442
2023-09-22,7.442
2023-09-23,7.442
2023-09-24,7.442
2023-09-25,7.614
2023-09-26,7.442
2023-09-27,7.54
2023-09-28,7.647
2023-09-29,7.545
2023-09-30,7.545
2023-10-01,7.545
2023-10-02,7.467
2023-10-03,7.306
2023-10-04,7.449
2023-10-05,7.418
2023-10-06,7.407
2023-10-07,7.407
2023-10-08,7.407
2023-10-09,7.602
2023-10-10,7.685
2023-10-11,7.625
2023-10-12,7.394
2023-10-13,7.454
2023-10-14,7.454
2023-10-15,7.454
2023-10-16,7.61
2023-10-17,7.703
2023-10-18,7.576
2023-10-19,7.197
2023-10-20,7.037
2023-10-21,7.037
2023-10-22,7.037
2023-10-23,7.026
2023-10-24,6.713
2023-10-25,6.669
2023-10-26,6.586
2023-10-27,6.549
2023-10-28,6.549
2023-10-29,6.549
2023-10-30,6.746
2023-10-31,6.754
2023-11-01,6.772
2023-11-02,7.188
2023-11-03,7.424
2023-11-04,7.424
2023-11-05,7.424
2023-11-06,7.513
2023-11-07,7.534
2023-11-08,7.518
2023-11-09,7.414
2023-11-10,7.404
2023-11-11,7.404
2023-11-12,7.404
2023-11-13,7.372
2023-11-14,7.843
2023-11-15,7.767
2023-11-16,7.523
2023-11-17,7.69
2023-11-18,7.69
2023-11-19,7.69
2023-11-20,7.796
2023-11-21,7.721
2023-11-22,7.638
2023-11-23,7.638
2023-11-24,7.508
2023-11-25,7.508
2023-11-26,7.508
2023-11-27,7.526
2023-11-28,7.601
2023-11-29,7.63
2023-11-30,7.562
2023-12-01,7.817
2023-12-02,7.817
2023-12-03,7.817
2023-12-04,8.03
2023-12-05,7.973
2023-12-06,8.046
2023-12-07,8.235
2023-12-08,8.251
2023-12-09,8.251
2023-12-10,8.251
2023-12-11,8.238
2023-12-12,8.238
2023-12-13,8.324
2023-12-14,8.687
2023-12-15,8.628
2023-12-16,8.628
2023-12-17,8.628
2023-12-18,8.733
2023-12-19,9.001
2023-12-20,8.793
2023-12-21,8.909
2023-12-22,8.956
2023-12-23,8.956
2023-12-24,8.956
2023-12-25,8.956
2023-12-26,9.109
2023-12-27,9.106
2023-12-28,9.103
2023-12-29,8.927
2023-12-30,8.927
2023-12-31,8.927
2024-01-01,8.927
2024-01-02,8.927
2024-01-03,8.58
2024-01-04,8.588
2024-01-05,8.614
2024-01-06,8.614
2024-01-07,8.614
2024-01-08,8.672
2024-01-09,8.583
2024-01-10,8.706
2024-01-11,8.67
2024-01-12,8.551
2024-01-13,8.551
2024-01-14,8.551
2024-01-15,8.551
2024-01-16,8.444
2024-01-17,8.407
2024-01-18,8.462
2024-01-19,8.514
2024-01-20,8.514
2024-01-21,8.514
2024-01-22,8.802
2024-01-23,8.859
2024-01-24,8.773
2024-01-25,9.092
2024-01-26,9.11
2024-01-27,9.11
2024-01-28,9.11
2024-01-29,9.115
2024-01-30,9.094
2024-01-31,8.679
2024-02-01,8.687
2024-02-02,8.671
2024-02-03,8.671
2024-02-04,8.671
2024-02-05,8.522
2024-02-06,8.632
2024-02-07,8.556
2024-02-08,8.757
2024-02-09,8.744
2024-02-10,8.744
2024-02-11,8.744
2024-02-12,8.938
2024-02-13,8.501
2024-02-14,8.619
2024-02-15,8.676
2024-02-16,8.446
2024-02-17,8.446
2024-02-18,8.446
2024-02-19,8.446
2024-02-20,8.527
2024-02-21,8.391
2024-02-22,8.849
2024-02-23,8.836
2024-02-24,8.836
2024-02-25,8.836
2024-02-26,8.653
2024-02-27,8.794
2024-02-28,8.745
2024-02-29,8.82
2024-03-01,8.747
2024-03-02,8.747
2024-03-03,8.747
2024-03-04,8.608
2024-03-05,8.73
2024-03-06,8.516
2024-03-07,8.524
2024-03-08,8.775
2024-03-09,8.775
2024-03-10,8.775
2024-03-11,8.66
2024-03-12,8.767
2024-03-13,8.743
2024-03-14,8.665
2024-03-15,8.665
2024-03-16,8.665
2024-03-17,8.665
2024-03-18,8.561
2024-03-19,8.696
2024-03-20,8.879
2024-03-21,8.934
2024-03-22,9.041
2024-03-23,9.041
2024-03-24,9.041
2024-03-25,9.14
2024-03-26,9.106
2024-03-27,9.137
2024-03-28,9.192
2024-03-29,9.192
2024-03-30,9.192
2024-03-31,9.192
2024-04-01,9.14
2024-04-02,8.826
2024-04-03,8.826
2024-04-04,8.449
2024-04-05,8.707
2024-04-06,8.707
2024-04-07,8.707
2024-04-08,8.865
