,HUBG US Equity
2020-11-03,13.151
2020-11-04,13.039
2020-11-05,13.059
2020-11-06,13.102
2020-11-07,13.102
2020-11-08,13.102
2020-11-09,12.775
2020-11-10,13.458
2020-11-11,13.419
2020-11-12,13.35
2020-11-13,13.742
2020-11-14,13.742
2020-11-15,13.742
2020-11-16,14.03
2020-11-17,14.156
2020-11-18,14.056
2020-11-19,14.025
2020-11-20,14.036
2020-11-21,14.036
2020-11-22,14.036
2020-11-23,13.984
2020-11-24,14.261
2020-11-25,14.248
2020-11-26,14.248
2020-11-27,14.186
2020-11-28,14.186
2020-11-29,14.186
2020-11-30,13.964
2020-12-01,14.064
2020-12-02,13.99
2020-12-03,14.01
2020-12-04,14.307
2020-12-05,14.307
2020-12-06,14.307
2020-12-07,14.491
2020-12-08,14.519
2020-12-09,14.846
2020-12-10,14.654
2020-12-11,14.854
2020-12-12,14.854
2020-12-13,14.854
2020-12-14,13.924
2020-12-15,14.097
2020-12-16,14.052
2020-12-17,14.139
2020-12-18,14.052
2020-12-19,14.052
2020-12-20,14.052
2020-12-21,13.942
2020-12-22,13.888
2020-12-23,13.956
2020-12-24,13.939
2020-12-25,13.939
2020-12-26,13.939
2020-12-27,13.939
2020-12-28,14.028
2020-12-29,13.92
2020-12-30,13.947
2020-12-31,14.033
2021-01-01,14.033
2021-01-02,14.033
2021-01-03,14.033
2021-01-04,13.609
2021-01-05,13.895
2021-01-06,14.405
2021-01-07,14.427
2021-01-08,14.409
2021-01-09,14.409
2021-01-10,14.409
2021-01-11,14.503
2021-01-12,14.636
2021-01-13,14.36
2021-01-14,14.838
2021-01-15,14.52
2021-01-16,14.52
2021-01-17,14.52
2021-01-18,14.52
2021-01-19,14.486
2021-01-20,14.897
2021-01-21,14.638
2021-01-22,14.601
2021-01-23,14.601
2021-01-24,14.601
2021-01-25,14.653
2021-01-26,14.464
2021-01-27,13.723
2021-01-28,13.439
2021-01-29,12.957
2021-01-30,12.957
2021-01-31,12.957
2021-02-01,13.373
2021-02-02,13.821
2021-02-03,13.636
2021-02-04,14.694
2021-02-05,14.982
2021-02-06,14.982
2021-02-07,14.982
2021-02-08,14.602
2021-02-09,14.732
2021-02-10,14.079
2021-02-11,13.755
2021-02-12,13.986
2021-02-13,13.986
2021-02-14,13.986
2021-02-15,13.986
2021-02-16,13.764
2021-02-17,13.732
2021-02-18,13.515
2021-02-19,14.158
2021-02-20,14.158
2021-02-21,14.158
2021-02-22,14.218
2021-02-23,14.019
2021-02-24,14.33
2021-02-25,14.213
2021-02-26,14.353
2021-02-27,14.353
2021-02-28,14.353
2021-03-01,14.532
2021-03-02,14.522
2021-03-03,14.769
2021-03-04,15.076
2021-03-05,15.342
2021-03-06,15.342
2021-03-07,15.342
2021-03-08,15.641
2021-03-09,16.003
2021-03-10,16.073
2021-03-11,16.486
2021-03-12,16.98
2021-03-13,16.98
2021-03-14,16.98
2021-03-15,16.661
2021-03-16,16.437
2021-03-17,16.693
2021-03-18,16.95
2021-03-19,16.526
2021-03-20,16.526
2021-03-21,16.526
2021-03-22,16.297
2021-03-23,15.881
2021-03-24,15.985
2021-03-25,16.123
2021-03-26,16.865
2021-03-27,16.865
2021-03-28,16.865
2021-03-29,16.763
2021-03-30,16.94
2021-03-31,16.771
2021-04-01,16.913
2021-04-02,16.913
2021-04-03,16.913
2021-04-04,16.913
2021-04-05,17.055
2021-04-06,16.611
2021-04-07,16.357
2021-04-08,16.447
2021-04-09,16.434
2021-04-10,16.434
2021-04-11,16.434
2021-04-12,16.671
2021-04-13,16.6
2021-04-14,17.019
2021-04-15,17.098
2021-04-16,17.049
2021-04-17,17.049
2021-04-18,17.049
2021-04-19,16.602
2021-04-20,16.468
2021-04-21,16.215
2021-04-22,16.018
2021-04-23,16.069
2021-04-24,16.069
2021-04-25,16.069
2021-04-26,15.709
2021-04-27,15.791
2021-04-28,15.84
2021-04-29,16.147
2021-04-30,16.006
2021-05-01,16.006
2021-05-02,16.006
2021-05-03,16.481
2021-05-04,16.714
2021-05-05,16.335
2021-05-06,16.242
2021-05-07,16.966
2021-05-08,16.966
2021-05-09,16.966
2021-05-10,17.102
2021-05-11,16.761
2021-05-12,16.396
2021-05-13,16.924
2021-05-14,17.29
2021-05-15,17.29
2021-05-16,17.29
2021-05-17,17.341
2021-05-18,16.972
2021-05-19,16.328
2021-05-20,16.244
2021-05-21,16.212
2021-05-22,16.212
2021-05-23,16.212
2021-05-24,16.333
2021-05-25,15.953
2021-05-26,16.135
2021-05-27,16.233
2021-05-28,16.263
2021-05-29,16.263
2021-05-30,16.263
2021-05-31,16.263
2021-06-01,16.487
2021-06-02,16.023
2021-06-03,15.404
2021-06-04,15.057
2021-06-05,15.057
2021-06-06,15.057
2021-06-07,15.073
2021-06-08,15.003
2021-06-09,14.745
2021-06-10,14.624
2021-06-11,14.871
2021-06-12,14.871
2021-06-13,14.871
2021-06-14,15.115
2021-06-15,15.292
2021-06-16,15.169
2021-06-17,14.678
2021-06-18,14.416
2021-06-19,14.416
2021-06-20,14.416
2021-06-21,14.848
2021-06-22,15.122
2021-06-23,14.875
2021-06-24,14.873
2021-06-25,14.877
2021-06-26,14.877
2021-06-27,14.877
2021-06-28,14.472
2021-06-29,14.476
2021-06-30,14.395
2021-07-01,14.997
2021-07-02,14.853
2021-07-03,14.853
2021-07-04,14.853
2021-07-05,14.853
2021-07-06,14.637
2021-07-07,14.805
2021-07-08,14.371
2021-07-09,14.644
2021-07-10,14.644
2021-07-11,14.644
2021-07-12,14.664
2021-07-13,14.496
2021-07-14,14.594
2021-07-15,14.642
2021-07-16,14.083
2021-07-17,14.083
2021-07-18,14.083
2021-07-19,13.802
2021-07-20,13.996
2021-07-21,13.917
2021-07-22,13.95
2021-07-23,14.225
2021-07-24,14.225
2021-07-25,14.225
2021-07-26,14.16
2021-07-27,13.981
2021-07-28,13.944
2021-07-29,13.852
2021-07-30,13.942
2021-07-31,13.942
2021-08-01,13.942
2021-08-02,13.2
2021-08-03,13.453
2021-08-04,12.754
2021-08-05,12.66
2021-08-06,12.891
2021-08-07,12.891
2021-08-08,12.891
2021-08-09,12.674
2021-08-10,12.789
2021-08-11,13.089
2021-08-12,13.091
2021-08-13,13.522
2021-08-14,13.522
2021-08-15,13.522
2021-08-16,13.623
2021-08-17,13.482
2021-08-18,13.361
2021-08-19,13.157
2021-08-20,13.516
2021-08-21,13.516
2021-08-22,13.516
2021-08-23,13.61
2021-08-24,13.441
2021-08-25,13.637
2021-08-26,13.582
2021-08-27,14.035
2021-08-28,14.035
2021-08-29,14.035
2021-08-30,14.429
2021-08-31,14.402
2021-09-01,14.427
2021-09-02,14.663
2021-09-03,14.47
2021-09-04,14.47
2021-09-05,14.47
2021-09-06,14.47
2021-09-07,14.334
2021-09-08,14.402
2021-09-09,13.828
2021-09-10,14.068
2021-09-11,14.068
2021-09-12,14.068
2021-09-13,14.035
2021-09-14,13.961
2021-09-15,14.258
2021-09-16,14.361
2021-09-17,14.023
2021-09-18,14.023
2021-09-19,14.023
2021-09-20,14.064
2021-09-21,14.211
2021-09-22,14.215
2021-09-23,14.357
2021-09-24,14.359
2021-09-25,14.359
2021-09-26,14.359
2021-09-27,14.62
2021-09-28,14.328
2021-09-29,14.416
2021-09-30,14.105
2021-10-01,14.205
2021-10-02,14.205
2021-10-03,14.205
2021-10-04,14.365
2021-10-05,14.527
2021-10-06,14.64
2021-10-07,14.634
2021-10-08,14.515
2021-10-09,14.515
2021-10-10,14.515
2021-10-11,14.466
2021-10-12,14.665
2021-10-13,14.661
2021-10-14,14.814
2021-10-15,14.942
2021-10-16,14.942
2021-10-17,14.942
2021-10-18,15.032
2021-10-19,15.04
2021-10-20,15.075
2021-10-21,15.247
2021-10-22,15.714
2021-10-23,15.714
2021-10-24,15.714
2021-10-25,15.799
2021-10-26,15.73
2021-10-27,15.584
2021-10-28,15.763
2021-10-29,15.687
2021-10-30,15.687
2021-10-31,15.687
2021-11-01,15.555
2021-11-02,15.287
2021-11-03,15.755
2021-11-04,15.982
2021-11-05,15.765
2021-11-06,15.765
2021-11-07,15.765
2021-11-08,15.902
2021-11-09,15.732
2021-11-10,15.55
2021-11-11,15.805
2021-11-12,16.113
2021-11-13,16.113
2021-11-14,16.113
2021-11-15,16.263
2021-11-16,16.52
2021-11-17,16.377
2021-11-18,15.86
2021-11-19,15.902
2021-11-20,15.902
2021-11-21,15.902
2021-11-22,16.189
2021-11-23,16.13
2021-11-24,16.033
2021-11-25,16.033
2021-11-26,15.555
2021-11-27,15.555
2021-11-28,15.555
2021-11-29,15.434
2021-11-30,14.779
2021-12-01,14.556
2021-12-02,14.973
2021-12-03,15.085
2021-12-04,15.085
2021-12-05,15.085
2021-12-06,15.73
2021-12-07,15.778
2021-12-08,15.404
2021-12-09,15.41
2021-12-10,15.652
2021-12-11,15.652
2021-12-12,15.652
2021-12-13,15.598
2021-12-14,15.479
2021-12-15,15.49
2021-12-16,15.148
2021-12-17,14.686
2021-12-18,14.686
2021-12-19,14.686
2021-12-20,14.565
2021-12-21,14.816
2021-12-22,14.93
2021-12-23,15.002
2021-12-24,15.002
2021-12-25,15.002
2021-12-26,15.002
2021-12-27,15.334
2021-12-28,15.473
2021-12-29,15.797
2021-12-30,15.655
2021-12-31,15.67
2022-01-01,15.67
2022-01-02,15.67
2022-01-03,15.514
2022-01-04,16.027
2022-01-05,15.345
2022-01-06,15.397
2022-01-07,14.952
2022-01-08,14.952
2022-01-09,14.952
2022-01-10,14.824
2022-01-11,14.785
2022-01-12,14.993
2022-01-13,15.12
2022-01-14,14.958
2022-01-15,14.958
2022-01-16,14.958
2022-01-17,14.958
2022-01-18,14.748
2022-01-19,14.574
2022-01-20,14.294
2022-01-21,14.31
2022-01-22,14.31
2022-01-23,14.31
2022-01-24,14.69
2022-01-25,14.262
2022-01-26,14.039
2022-01-27,13.621
2022-01-28,13.903
2022-01-29,13.903
2022-01-30,13.903
2022-01-31,13.966
2022-02-01,14.078
2022-02-02,14.157
2022-02-03,13.982
2022-02-04,13.591
2022-02-05,13.591
2022-02-06,13.591
2022-02-07,13.665
2022-02-08,13.974
2022-02-09,14.524
2022-02-10,13.154
2022-02-11,13.207
2022-02-12,13.207
2022-02-13,13.207
2022-02-14,13.766
2022-02-15,13.893
2022-02-16,13.994
2022-02-17,13.777
2022-02-18,13.85
2022-02-19,13.85
2022-02-20,13.85
2022-02-21,13.85
2022-02-22,13.622
2022-02-23,13.399
2022-02-24,13.74
2022-02-25,14.281
2022-02-26,14.281
2022-02-27,14.281
2022-02-28,14.681
2022-03-01,14.577
2022-03-02,14.779
2022-03-03,14.86
2022-03-04,14.841
2022-03-05,14.841
2022-03-06,14.841
2022-03-07,14.439
2022-03-08,13.808
2022-03-09,14.079
2022-03-10,14.224
2022-03-11,13.698
2022-03-12,13.698
2022-03-13,13.698
2022-03-14,13.672
2022-03-15,13.615
2022-03-16,14.368
2022-03-17,14.309
2022-03-18,14.431
2022-03-19,14.431
2022-03-20,14.431
2022-03-21,14.338
2022-03-22,14.401
2022-03-23,14.192
2022-03-24,14.072
2022-03-25,13.98
2022-03-26,13.98
2022-03-27,13.98
2022-03-28,13.837
2022-03-29,14.354
2022-03-30,14.02
2022-03-31,13.43
2022-04-01,12.201
2022-04-02,12.201
2022-04-03,12.201
2022-04-04,11.914
2022-04-05,11.423
2022-04-06,10.916
2022-04-07,10.857
2022-04-08,10.66
2022-04-09,10.66
2022-04-10,10.66
2022-04-11,10.657
2022-04-12,10.744
2022-04-13,11.025
2022-04-14,10.827
2022-04-15,10.827
2022-04-16,10.827
2022-04-17,10.827
2022-04-18,10.742
2022-04-19,11.108
2022-04-20,11.194
2022-04-21,11.218
2022-04-22,11.008
2022-04-23,11.008
2022-04-24,11.008
2022-04-25,11.416
2022-04-26,11.303
2022-04-27,11.237
2022-04-28,11.716
2022-04-29,11.076
2022-04-30,11.076
2022-05-01,11.076
2022-05-02,11.22
2022-05-03,10.247
2022-05-04,10.888
2022-05-05,10.713
2022-05-06,10.698
2022-05-07,10.698
2022-05-08,10.698
2022-05-09,10.965
2022-05-10,10.863
2022-05-11,10.683
2022-05-12,10.809
2022-05-13,10.765
2022-05-14,10.765
2022-05-15,10.765
2022-05-16,10.533
2022-05-17,11.01
2022-05-18,10.212
2022-05-19,10.079
2022-05-20,10.247
2022-05-21,10.247
2022-05-22,10.247
2022-05-23,10.4
2022-05-24,10.271
2022-05-25,10.788
2022-05-26,10.709
2022-05-27,10.721
2022-05-28,10.721
2022-05-29,10.721
2022-05-30,10.721
2022-05-31,10.654
2022-06-01,10.614
2022-06-02,10.988
2022-06-03,11.225
2022-06-04,11.225
2022-06-05,11.225
2022-06-06,11.477
2022-06-07,11.333
2022-06-08,10.976
2022-06-09,10.829
2022-06-10,10.579
2022-06-11,10.579
2022-06-12,10.579
2022-06-13,10.464
2022-06-14,10.667
2022-06-15,10.73
2022-06-16,10.198
2022-06-17,9.778
2022-06-18,9.778
2022-06-19,9.778
2022-06-20,9.778
2022-06-21,10.096
2022-06-22,9.941
2022-06-23,10.007
2022-06-24,10.233
2022-06-25,10.233
2022-06-26,10.233
2022-06-27,10.442
2022-06-28,10.266
2022-06-29,10.247
2022-06-30,10.356
2022-07-01,10.425
2022-07-02,10.425
2022-07-03,10.425
2022-07-04,10.425
2022-07-05,10.296
2022-07-06,10.212
2022-07-07,10.359
2022-07-08,10.321
2022-07-09,10.321
2022-07-10,10.321
2022-07-11,10.351
2022-07-12,10.366
2022-07-13,10.135
2022-07-14,10.076
2022-07-15,10.319
2022-07-16,10.319
2022-07-17,10.319
2022-07-18,10.267
2022-07-19,10.739
2022-07-20,10.865
2022-07-21,10.69
2022-07-22,10.756
2022-07-23,10.756
2022-07-24,10.756
2022-07-25,10.651
2022-07-26,10.668
2022-07-27,10.847
2022-07-28,11.101
2022-07-29,11.219
2022-07-30,11.219
2022-07-31,11.219
2022-08-01,11.267
2022-08-02,11.072
2022-08-03,10.916
2022-08-04,11.216
2022-08-05,11.34
2022-08-06,11.34
2022-08-07,11.34
2022-08-08,11.361
2022-08-09,11.269
2022-08-10,11.74
2022-08-11,11.958
2022-08-12,12.065
2022-08-13,12.065
2022-08-14,12.065
2022-08-15,12.042
2022-08-16,12.093
2022-08-17,11.827
2022-08-18,11.932
2022-08-19,11.859
2022-08-20,11.859
2022-08-21,11.859
2022-08-22,11.733
2022-08-23,11.678
2022-08-24,11.866
2022-08-25,12.076
2022-08-26,11.624
2022-08-27,11.624
2022-08-28,11.624
2022-08-29,11.446
2022-08-30,11.358
2022-08-31,11.108
2022-09-01,10.971
2022-09-02,10.756
2022-09-03,10.756
2022-09-04,10.756
2022-09-05,10.756
2022-09-06,10.795
2022-09-07,10.806
2022-09-08,10.636
2022-09-09,10.824
2022-09-10,10.824
2022-09-11,10.824
2022-09-12,10.893
2022-09-13,10.546
2022-09-14,10.468
2022-09-15,10.314
2022-09-16,9.868
2022-09-17,9.868
2022-09-18,9.868
2022-09-19,10.009
2022-09-20,9.798
2022-09-21,9.774
2022-09-22,9.762
2022-09-23,9.387
2022-09-24,9.387
2022-09-25,9.387
2022-09-26,9.367
2022-09-27,9.589
2022-09-28,9.796
2022-09-29,9.76
2022-09-30,9.479
2022-10-01,9.479
2022-10-02,9.479
2022-10-03,9.971
2022-10-04,9.852
2022-10-05,9.749
2022-10-06,9.852
2022-10-07,9.67
2022-10-08,9.67
2022-10-09,9.67
2022-10-10,9.728
2022-10-11,9.564
2022-10-12,9.695
2022-10-13,9.942
2022-10-14,9.833
2022-10-15,9.833
2022-10-16,9.833
2022-10-17,10.035
2022-10-18,10.218
2022-10-19,9.991
2022-10-20,9.578
2022-10-21,9.786
2022-10-22,9.786
2022-10-23,9.786
2022-10-24,10.006
2022-10-25,10.14
2022-10-26,10.262
2022-10-27,10.067
2022-10-28,10.443
2022-10-29,10.443
2022-10-30,10.443
2022-10-31,10.383
2022-11-01,10.624
2022-11-02,10.238
2022-11-03,10.194
2022-11-04,10.355
2022-11-05,10.355
2022-11-06,10.355
2022-11-07,10.606
2022-11-08,10.605
2022-11-09,10.32
2022-11-10,11.018
2022-11-11,11.247
2022-11-12,11.247
2022-11-13,11.247
2022-11-14,11.319
2022-11-15,11.533
2022-11-16,11.091
2022-11-17,10.823
2022-11-18,10.915
2022-11-19,10.915
2022-11-20,10.915
2022-11-21,10.876
2022-11-22,10.91
2022-11-23,11.025
2022-11-24,11.025
2022-11-25,11.034
2022-11-26,11.034
2022-11-27,11.034
2022-11-28,11.026
2022-11-29,11.074
2022-11-30,11.259
2022-12-01,11.073
2022-12-02,11.05
2022-12-03,11.05
2022-12-04,11.05
2022-12-05,10.515
2022-12-06,10.578
2022-12-07,10.546
2022-12-08,10.53
2022-12-09,10.458
2022-12-10,10.458
2022-12-11,10.458
2022-12-12,10.765
2022-12-13,10.757
2022-12-14,10.824
2022-12-15,10.68
2022-12-16,10.82
2022-12-17,10.82
2022-12-18,10.82
2022-12-19,10.696
2022-12-20,10.48
2022-12-21,10.88
2022-12-22,10.889
2022-12-23,10.992
2022-12-24,10.992
2022-12-25,10.992
2022-12-26,10.992
2022-12-27,10.942
2022-12-28,10.66
2022-12-29,10.779
2022-12-30,10.636
2022-12-31,10.636
2023-01-01,10.636
2023-01-02,10.636
2023-01-03,10.524
2023-01-04,10.523
2023-01-05,10.048
2023-01-06,10.527
2023-01-07,10.527
2023-01-08,10.527
2023-01-09,10.732
2023-01-10,10.453
2023-01-11,10.708
2023-01-12,10.858
2023-01-13,10.718
2023-01-14,10.718
2023-01-15,10.718
2023-01-16,10.718
2023-01-17,10.531
2023-01-18,10.58
2023-01-19,10.604
2023-01-20,10.843
2023-01-21,10.843
2023-01-22,10.843
2023-01-23,10.825
2023-01-24,11.0
2023-01-25,10.913
2023-01-26,10.783
2023-01-27,10.915
2023-01-28,10.915
2023-01-29,10.915
2023-01-30,10.776
2023-01-31,11.134
2023-02-01,11.526
2023-02-02,11.77
2023-02-03,12.365
2023-02-04,12.365
2023-02-05,12.365
2023-02-06,12.254
2023-02-07,12.514
2023-02-08,12.332
2023-02-09,12.045
2023-02-10,11.991
2023-02-11,11.991
2023-02-12,11.991
2023-02-13,12.152
2023-02-14,12.315
2023-02-15,12.241
2023-02-16,12.098
2023-02-17,12.204
2023-02-18,12.204
2023-02-19,12.204
2023-02-20,12.204
2023-02-21,11.782
2023-02-22,11.782
2023-02-23,11.927
2023-02-24,11.842
2023-02-25,11.842
2023-02-26,11.842
2023-02-27,11.775
2023-02-28,11.566
2023-03-01,11.615
2023-03-02,11.813
2023-03-03,11.866
2023-03-04,11.866
2023-03-05,11.866
2023-03-06,11.637
2023-03-07,11.431
2023-03-08,11.612
2023-03-09,11.476
2023-03-10,11.2
2023-03-11,11.2
2023-03-12,11.2
2023-03-13,10.885
2023-03-14,10.694
2023-03-15,10.489
2023-03-16,10.706
2023-03-17,10.395
2023-03-18,10.395
2023-03-19,10.395
2023-03-20,10.315
2023-03-21,10.495
2023-03-22,10.351
2023-03-23,10.306
2023-03-24,10.306
2023-03-25,10.306
2023-03-26,10.306
2023-03-27,10.482
2023-03-28,10.432
2023-03-29,10.43
2023-03-30,10.351
2023-03-31,10.653
2023-04-01,10.653
2023-04-02,10.653
2023-04-03,10.548
2023-04-04,10.23
2023-04-05,10.069
2023-04-06,9.968
2023-04-07,9.968
2023-04-08,9.968
2023-04-09,9.968
2023-04-10,10.407
2023-04-11,10.486
2023-04-12,10.371
2023-04-13,10.376
2023-04-14,10.513
2023-04-15,10.513
2023-04-16,10.513
2023-04-17,10.508
2023-04-18,10.484
2023-04-19,10.657
2023-04-20,10.665
2023-04-21,10.639
2023-04-22,10.639
2023-04-23,10.639
2023-04-24,10.761
2023-04-25,10.488
2023-04-26,10.035
2023-04-27,10.753
2023-04-28,10.251
2023-04-29,10.251
2023-04-30,10.251
2023-05-01,10.558
2023-05-02,10.445
2023-05-03,10.262
2023-05-04,10.071
2023-05-05,10.279
2023-05-06,10.279
2023-05-07,10.279
2023-05-08,10.266
2023-05-09,10.208
2023-05-10,10.249
2023-05-11,10.376
2023-05-12,10.414
2023-05-13,10.414
2023-05-14,10.414
2023-05-15,10.239
2023-05-16,10.119
2023-05-17,10.337
2023-05-18,10.571
2023-05-19,10.568
2023-05-20,10.568
2023-05-21,10.568
2023-05-22,10.577
2023-05-23,10.47
2023-05-24,10.297
2023-05-25,10.504
2023-05-26,10.466
2023-05-27,10.466
2023-05-28,10.466
2023-05-29,10.466
2023-05-30,10.556
2023-05-31,10.348
2023-06-01,10.304
2023-06-02,10.608
2023-06-03,10.608
2023-06-04,10.608
2023-06-05,10.342
2023-06-06,10.653
2023-06-07,10.9
2023-06-08,10.969
2023-06-09,10.842
2023-06-10,10.842
2023-06-11,10.842
2023-06-12,10.979
2023-06-13,11.022
2023-06-14,11.164
2023-06-15,11.408
2023-06-16,11.292
2023-06-17,11.292
2023-06-18,11.292
2023-06-19,11.292
2023-06-20,10.995
2023-06-21,10.969
2023-06-22,10.967
2023-06-23,10.782
2023-06-24,10.782
2023-06-25,10.782
2023-06-26,10.876
2023-06-27,11.158
2023-06-28,11.177
2023-06-29,11.373
2023-06-30,11.389
2023-07-01,11.389
2023-07-02,11.389
2023-07-03,11.545
2023-07-04,11.545
2023-07-05,11.346
2023-07-06,11.22
2023-07-07,11.301
2023-07-08,11.301
2023-07-09,11.301
2023-07-10,11.456
2023-07-11,11.644
2023-07-12,11.651
2023-07-13,11.544
2023-07-14,11.484
2023-07-15,11.484
2023-07-16,11.484
2023-07-17,11.371
2023-07-18,11.659
2023-07-19,12.192
2023-07-20,12.147
2023-07-21,12.202
2023-07-22,12.202
2023-07-23,12.202
2023-07-24,12.175
2023-07-25,12.214
2023-07-26,12.541
2023-07-27,12.616
2023-07-28,13.05
2023-07-29,13.05
2023-07-30,13.05
2023-07-31,13.184
2023-08-01,13.141
2023-08-02,13.031
2023-08-03,13.033
2023-08-04,12.979
2023-08-05,12.979
2023-08-06,12.979
2023-08-07,12.84
2023-08-08,12.8
2023-08-09,12.828
2023-08-10,12.602
2023-08-11,12.446
2023-08-12,12.446
2023-08-13,12.446
2023-08-14,12.385
2023-08-15,12.168
2023-08-16,11.986
2023-08-17,11.857
2023-08-18,11.893
2023-08-19,11.893
2023-08-20,11.893
2023-08-21,11.873
2023-08-22,11.517
2023-08-23,11.706
