,ZBRA US Equity
2020-11-25,15.569
2020-11-26,15.569
2020-11-27,15.748
2020-11-28,15.748
2020-11-29,15.748
2020-11-30,15.807
2020-12-01,15.546
2020-12-02,15.339
2020-12-03,15.554
2020-12-04,15.809
2020-12-05,15.809
2020-12-06,15.809
2020-12-07,15.615
2020-12-08,15.699
2020-12-09,15.742
2020-12-10,15.67
2020-12-11,15.771
2020-12-12,15.771
2020-12-13,15.771
2020-12-14,16.018
2020-12-15,16.017
2020-12-16,15.765
2020-12-17,15.682
2020-12-18,15.581
2020-12-19,15.581
2020-12-20,15.581
2020-12-21,15.702
2020-12-22,15.871
2020-12-23,15.862
2020-12-24,15.743
2020-12-25,15.743
2020-12-26,15.743
2020-12-27,15.743
2020-12-28,15.981
2020-12-29,15.791
2020-12-30,16.03
2020-12-31,16.054
2021-01-01,16.054
2021-01-02,16.054
2021-01-03,16.054
2021-01-04,15.795
2021-01-05,15.897
2021-01-06,16.492
2021-01-07,17.089
2021-01-08,16.937
2021-01-09,16.937
2021-01-10,16.937
2021-01-11,17.284
2021-01-12,17.041
2021-01-13,17.228
2021-01-14,17.209
2021-01-15,17.094
2021-01-16,17.094
2021-01-17,17.094
2021-01-18,17.094
2021-01-19,16.952
2021-01-20,16.982
2021-01-21,16.967
2021-01-22,17.078
2021-01-23,17.078
2021-01-24,17.078
2021-01-25,20.938
2021-01-26,20.549
2021-01-27,20.352
2021-01-28,20.438
2021-01-29,20.168
2021-01-30,20.168
2021-01-31,20.168
2021-02-01,20.662
2021-02-02,21.071
2021-02-03,20.993
2021-02-04,21.183
2021-02-05,21.171
2021-02-06,21.171
2021-02-07,21.171
2021-02-08,21.857
2021-02-09,22.115
2021-02-10,22.229
2021-02-11,24.445
2021-02-12,22.366
2021-02-13,22.366
2021-02-14,22.366
2021-02-15,22.366
2021-02-16,22.753
2021-02-17,22.452
2021-02-18,22.362
2021-02-19,22.984
2021-02-20,22.984
2021-02-21,22.984
2021-02-22,22.861
2021-02-23,23.316
2021-02-24,24.002
2021-02-25,23.297
2021-02-26,23.382
2021-02-27,23.382
2021-02-28,23.382
2021-03-01,23.946
2021-03-02,23.484
2021-03-03,22.919
2021-03-04,22.455
2021-03-05,22.385
2021-03-06,22.385
2021-03-07,22.385
2021-03-08,21.566
2021-03-09,21.926
2021-03-10,22.028
2021-03-11,22.507
2021-03-12,22.137
2021-03-13,22.137
2021-03-14,22.137
2021-03-15,22.383
2021-03-16,22.186
2021-03-17,22.157
2021-03-18,21.588
2021-03-19,21.533
2021-03-20,21.533
2021-03-21,21.533
2021-03-22,21.712
2021-03-23,21.66
2021-03-24,21.714
2021-03-25,21.595
2021-03-26,22.33
2021-03-27,22.33
2021-03-28,22.33
2021-03-29,21.867
2021-03-30,22.23
2021-03-31,22.714
2021-04-01,23.023
2021-04-02,23.023
2021-04-03,23.023
2021-04-04,23.023
2021-04-05,23.071
2021-04-06,22.994
2021-04-07,22.721
2021-04-08,23.544
2021-04-09,23.76
2021-04-10,23.76
2021-04-11,23.76
2021-04-12,23.666
2021-04-13,23.622
2021-04-14,23.439
2021-04-15,23.776
2021-04-16,24.04
2021-04-17,24.04
2021-04-18,24.04
2021-04-19,23.859
2021-04-20,23.388
2021-04-21,23.004
2021-04-22,22.816
2021-04-23,23.287
2021-04-24,23.287
2021-04-25,23.287
2021-04-26,23.338
2021-04-27,23.49
2021-04-28,23.249
2021-04-29,23.25
2021-04-30,22.834
2021-05-01,22.834
2021-05-02,22.834
2021-05-03,22.427
2021-05-04,22.033
2021-05-05,21.422
2021-05-06,20.933
2021-05-07,21.695
2021-05-08,21.695
2021-05-09,21.695
2021-05-10,21.494
2021-05-11,21.566
2021-05-12,20.621
2021-05-13,20.958
2021-05-14,21.613
2021-05-15,21.613
2021-05-16,21.613
2021-05-17,21.404
2021-05-18,21.206
2021-05-19,21.524
2021-05-20,21.931
2021-05-21,21.951
2021-05-22,21.951
2021-05-23,21.951
2021-05-24,22.274
2021-05-25,22.288
2021-05-26,22.262
2021-05-27,22.118
2021-05-28,22.071
2021-05-29,22.071
2021-05-30,22.071
2021-05-31,22.071
2021-06-01,22.332
2021-06-02,22.414
2021-06-03,22.471
2021-06-04,22.938
2021-06-05,22.938
2021-06-06,22.938
2021-06-07,22.477
2021-06-08,22.45
2021-06-09,22.44
2021-06-10,22.586
2021-06-11,22.579
2021-06-12,22.579
2021-06-13,22.579
2021-06-14,22.643
2021-06-15,22.473
2021-06-16,22.5
2021-06-17,22.295
2021-06-18,21.911
2021-06-19,21.911
2021-06-20,21.911
2021-06-21,22.386
2021-06-22,22.488
2021-06-23,22.33
2021-06-24,22.664
2021-06-25,22.675
2021-06-26,22.675
2021-06-27,22.675
2021-06-28,23.407
2021-06-29,23.804
2021-06-30,23.512
2021-07-01,23.624
2021-07-02,23.976
2021-07-03,23.976
2021-07-04,23.976
2021-07-05,23.976
2021-07-06,24.172
2021-07-07,24.274
2021-07-08,23.972
2021-07-09,24.322
2021-07-10,24.322
2021-07-11,24.322
2021-07-12,24.338
2021-07-13,23.695
2021-07-14,23.541
2021-07-15,23.207
2021-07-16,23.016
2021-07-17,23.016
2021-07-18,23.016
2021-07-19,22.509
2021-07-20,23.076
2021-07-21,23.702
2021-07-22,23.811
2021-07-23,24.361
2021-07-24,24.361
2021-07-25,24.361
2021-07-26,24.214
2021-07-27,23.987
2021-07-28,24.234
2021-07-29,24.338
2021-07-30,24.533
2021-07-31,24.533
2021-08-01,24.533
2021-08-02,24.466
2021-08-03,24.278
2021-08-04,24.637
2021-08-05,25.043
2021-08-06,24.737
2021-08-07,24.737
2021-08-08,24.737
2021-08-09,24.812
2021-08-10,24.95
2021-08-11,25.057
2021-08-12,25.007
2021-08-13,25.124
2021-08-14,25.124
2021-08-15,25.124
2021-08-16,25.204
2021-08-17,24.755
2021-08-18,24.513
2021-08-19,24.757
2021-08-20,25.143
2021-08-21,25.143
2021-08-22,25.143
2021-08-23,25.468
2021-08-24,25.46
2021-08-25,25.698
2021-08-26,25.469
2021-08-27,25.867
2021-08-28,25.867
2021-08-29,25.867
2021-08-30,25.727
2021-08-31,25.832
2021-09-01,25.639
2021-09-02,25.88
2021-09-03,25.983
2021-09-04,25.983
2021-09-05,25.983
2021-09-06,25.983
2021-09-07,25.567
2021-09-08,25.506
2021-09-09,25.406
2021-09-10,25.545
2021-09-11,25.545
2021-09-12,25.545
2021-09-13,25.513
2021-09-14,25.376
2021-09-15,25.56
2021-09-16,25.726
2021-09-17,25.04
2021-09-18,25.04
2021-09-19,25.04
2021-09-20,24.281
2021-09-21,23.889
2021-09-22,24.091
2021-09-23,24.349
2021-09-24,24.614
2021-09-25,24.614
2021-09-26,24.614
2021-09-27,24.135
2021-09-28,23.369
2021-09-29,23.127
2021-09-30,22.676
2021-10-01,22.48
2021-10-02,22.48
2021-10-03,22.48
2021-10-04,22.099
2021-10-05,22.3
2021-10-06,22.278
2021-10-07,22.191
2021-10-08,21.941
2021-10-09,21.941
2021-10-10,21.941
2021-10-11,21.695
2021-10-12,21.757
2021-10-13,21.859
2021-10-14,22.497
2021-10-15,22.694
2021-10-16,22.694
2021-10-17,22.694
2021-10-18,23.182
2021-10-19,23.257
2021-10-20,23.188
2021-10-21,23.476
2021-10-22,23.226
2021-10-23,23.226
2021-10-24,23.226
2021-10-25,23.425
2021-10-26,23.115
2021-10-27,22.782
2021-10-28,23.408
2021-10-29,23.491
2021-10-30,23.491
2021-10-31,23.491
2021-11-01,23.871
2021-11-02,25.761
2021-11-03,23.44
2021-11-04,24.206
2021-11-05,24.615
2021-11-06,24.615
2021-11-07,24.615
2021-11-08,24.31
2021-11-09,24.266
2021-11-10,23.699
2021-11-11,23.831
2021-11-12,24.108
2021-11-13,24.108
2021-11-14,24.108
2021-11-15,24.064
2021-11-16,24.644
2021-11-17,24.677
2021-11-18,24.723
2021-11-19,24.308
2021-11-20,24.308
2021-11-21,24.308
2021-11-22,24.561
2021-11-23,24.389
2021-11-24,24.359
2021-11-25,24.359
2021-11-26,24.062
2021-11-27,24.062
2021-11-28,24.062
2021-11-29,24.733
2021-11-30,23.983
2021-12-01,23.667
2021-12-02,24.316
2021-12-03,23.963
2021-12-04,23.963
2021-12-05,23.963
2021-12-06,23.797
2021-12-07,24.662
2021-12-08,24.659
2021-12-09,24.348
2021-12-10,25.033
2021-12-11,25.033
2021-12-12,25.033
2021-12-13,24.643
2021-12-14,23.864
2021-12-15,24.366
2021-12-16,24.116
2021-12-17,23.972
2021-12-18,23.972
2021-12-19,23.972
2021-12-20,23.193
2021-12-21,23.576
2021-12-22,23.585
2021-12-23,23.666
2021-12-24,23.666
2021-12-25,23.666
2021-12-26,23.666
2021-12-27,24.638
2021-12-28,24.271
2021-12-29,24.426
2021-12-30,24.28
2021-12-31,24.185
2022-01-01,24.185
2022-01-02,24.185
2022-01-03,23.726
2022-01-04,23.876
2022-01-05,22.681
2022-01-06,22.558
2022-01-07,21.571
2022-01-08,21.571
2022-01-09,21.571
2022-01-10,21.756
2022-01-11,21.884
2022-01-12,21.879
2022-01-13,21.365
2022-01-14,21.455
2022-01-15,21.455
2022-01-16,21.455
2022-01-17,21.455
2022-01-18,20.996
2022-01-19,20.85
2022-01-20,20.375
2022-01-21,20.08
2022-01-22,20.08
2022-01-23,20.08
2022-01-24,19.933
2022-01-25,19.26
2022-01-26,19.33
2022-01-27,19.229
2022-01-28,20.015
2022-01-29,20.015
2022-01-30,20.015
2022-01-31,20.688
2022-02-01,20.702
2022-02-02,21.008
2022-02-03,20.654
2022-02-04,20.443
2022-02-05,20.443
2022-02-06,20.443
2022-02-07,20.249
2022-02-08,19.98
2022-02-09,20.562
2022-02-10,18.961
2022-02-11,17.962
2022-02-12,17.962
2022-02-13,17.962
2022-02-14,17.339
2022-02-15,17.686
2022-02-16,17.524
2022-02-17,17.22
2022-02-18,17.091
2022-02-19,17.091
2022-02-20,17.091
2022-02-21,17.091
2022-02-22,16.662
2022-02-23,16.236
2022-02-24,16.888
2022-02-25,17.0
2022-02-26,17.0
2022-02-27,17.0
2022-02-28,16.807
2022-03-01,16.492
2022-03-02,16.886
2022-03-03,16.561
2022-03-04,16.031
2022-03-05,16.031
2022-03-06,16.031
2022-03-07,15.519
2022-03-08,15.611
2022-03-09,16.229
2022-03-10,15.809
2022-03-11,15.698
2022-03-12,15.698
2022-03-13,15.698
2022-03-14,15.455
2022-03-15,15.739
2022-03-16,16.276
2022-03-17,16.994
2022-03-18,17.716
2022-03-19,17.716
2022-03-20,17.716
2022-03-21,17.406
2022-03-22,17.574
2022-03-23,17.016
2022-03-24,17.319
2022-03-25,17.249
2022-03-26,17.249
2022-03-27,17.249
2022-03-28,17.112
2022-03-29,17.753
2022-03-30,17.409
2022-03-31,16.765
2022-04-01,16.766
2022-04-02,16.766
2022-04-03,16.766
2022-04-04,17.475
2022-04-05,17.648
2022-04-06,17.613
2022-04-07,17.426
2022-04-08,17.311
2022-04-09,17.311
2022-04-10,17.311
2022-04-11,17.022
2022-04-12,16.752
2022-04-13,16.868
2022-04-14,16.394
2022-04-15,16.394
2022-04-16,16.394
2022-04-17,16.394
2022-04-18,16.419
2022-04-19,16.933
2022-04-20,16.592
2022-04-21,16.243
2022-04-22,15.741
2022-04-23,15.741
2022-04-24,15.741
2022-04-25,16.197
2022-04-26,15.596
2022-04-27,15.455
2022-04-28,15.949
2022-04-29,15.394
2022-04-30,15.394
2022-05-01,15.394
2022-05-02,15.807
2022-05-03,15.36
2022-05-04,15.379
2022-05-05,14.538
2022-05-06,14.322
2022-05-07,14.322
2022-05-08,14.322
2022-05-09,13.735
2022-05-10,13.622
2022-05-11,13.148
2022-05-12,13.14
2022-05-13,13.976
2022-05-14,13.976
2022-05-15,13.976
2022-05-16,13.663
2022-05-17,14.296
2022-05-18,13.543
2022-05-19,13.446
2022-05-20,13.499
2022-05-21,13.499
2022-05-22,13.499
2022-05-23,14.0
2022-05-24,13.504
2022-05-25,13.497
2022-05-26,13.905
2022-05-27,14.368
2022-05-28,14.368
2022-05-29,14.368
2022-05-30,14.368
2022-05-31,14.144
2022-06-01,13.992
2022-06-02,14.61
2022-06-03,14.092
2022-06-04,14.092
2022-06-05,14.092
2022-06-06,14.142
2022-06-07,14.146
2022-06-08,13.945
2022-06-09,13.309
2022-06-10,12.874
2022-06-11,12.874
2022-06-12,12.874
2022-06-13,12.357
2022-06-14,12.68
2022-06-15,13.001
2022-06-16,12.316
2022-06-17,12.162
2022-06-18,12.162
2022-06-19,12.162
2022-06-20,12.162
2022-06-21,12.474
2022-06-22,12.557
2022-06-23,12.539
2022-06-24,13.024
2022-06-25,13.024
2022-06-26,13.024
2022-06-27,13.063
2022-06-28,12.742
2022-06-29,12.578
2022-06-30,12.488
2022-07-01,12.839
2022-07-02,12.839
2022-07-03,12.839
2022-07-04,12.839
2022-07-05,12.968
2022-07-06,12.633
2022-07-07,13.088
2022-07-08,12.847
2022-07-09,12.847
2022-07-10,12.847
2022-07-11,12.512
2022-07-12,12.542
2022-07-13,12.546
2022-07-14,12.464
2022-07-15,12.76
2022-07-16,12.76
2022-07-17,12.76
2022-07-18,12.68
2022-07-19,13.368
2022-07-20,13.947
2022-07-21,14.236
2022-07-22,14.001
2022-07-23,14.001
2022-07-24,14.001
2022-07-25,13.945
2022-07-26,14.014
2022-07-27,14.508
2022-07-28,14.765
2022-07-29,15.33
2022-07-30,15.33
2022-07-31,15.33
2022-08-01,15.362
2022-08-02,14.128
2022-08-03,14.462
2022-08-04,14.796
2022-08-05,14.846
2022-08-06,14.846
2022-08-07,14.846
2022-08-08,14.784
2022-08-09,14.09
2022-08-10,14.474
2022-08-11,14.788
2022-08-12,15.261
2022-08-13,15.261
2022-08-14,15.261
2022-08-15,15.378
2022-08-16,15.18
2022-08-17,14.984
2022-08-18,15.069
2022-08-19,14.454
2022-08-20,14.454
2022-08-21,14.454
2022-08-22,13.903
2022-08-23,13.951
2022-08-24,14.055
2022-08-25,14.53
2022-08-26,13.563
2022-08-27,13.563
2022-08-28,13.563
2022-08-29,13.551
2022-08-30,13.33
2022-08-31,13.276
2022-09-01,13.632
2022-09-02,13.098
2022-09-03,13.098
2022-09-04,13.098
2022-09-05,13.098
2022-09-06,12.76
2022-09-07,13.009
2022-09-08,13.129
2022-09-09,13.549
2022-09-10,13.549
2022-09-11,13.549
2022-09-12,13.725
2022-09-13,12.918
2022-09-14,13.026
2022-09-15,13.036
2022-09-16,12.698
2022-09-17,12.698
2022-09-18,12.698
2022-09-19,12.817
2022-09-20,12.572
2022-09-21,12.547
2022-09-22,12.013
2022-09-23,11.797
2022-09-24,11.797
2022-09-25,11.797
2022-09-26,11.701
2022-09-27,11.661
2022-09-28,11.943
2022-09-29,11.686
2022-09-30,11.532
2022-10-01,11.532
2022-10-02,11.532
2022-10-03,11.975
2022-10-04,12.396
2022-10-05,12.406
2022-10-06,12.581
2022-10-07,11.968
2022-10-08,11.968
2022-10-09,11.968
2022-10-10,11.605
2022-10-11,11.22
2022-10-12,11.725
2022-10-13,12.05
2022-10-14,11.756
2022-10-15,11.756
2022-10-16,11.756
2022-10-17,12.033
2022-10-18,12.137
2022-10-19,11.979
2022-10-20,11.784
2022-10-21,12.242
2022-10-22,12.242
2022-10-23,12.242
2022-10-24,12.367
2022-10-25,12.779
2022-10-26,12.714
2022-10-27,12.813
2022-10-28,13.404
2022-10-29,13.404
2022-10-30,13.404
2022-10-31,13.182
2022-11-01,11.495
2022-11-02,11.337
2022-11-03,11.007
2022-11-04,11.164
2022-11-05,11.164
2022-11-06,11.164
2022-11-07,11.445
2022-11-08,11.362
2022-11-09,10.986
2022-11-10,12.271
2022-11-11,12.753
2022-11-12,12.753
2022-11-13,12.753
2022-11-14,12.177
2022-11-15,12.667
2022-11-16,12.514
2022-11-17,12.353
2022-11-18,12.401
2022-11-19,12.401
2022-11-20,12.401
2022-11-21,12.444
2022-11-22,12.64
2022-11-23,13.106
2022-11-24,13.106
2022-11-25,13.166
2022-11-26,13.166
2022-11-27,13.166
2022-11-28,13.025
2022-11-29,12.92
2022-11-30,13.087
2022-12-01,13.017
2022-12-02,13.309
2022-12-03,13.309
2022-12-04,13.309
2022-12-05,12.677
2022-12-06,12.309
2022-12-07,12.228
2022-12-08,12.242
2022-12-09,12.176
2022-12-10,12.176
2022-12-11,12.176
2022-12-12,12.602
2022-12-13,12.854
2022-12-14,12.768
2022-12-15,12.257
2022-12-16,12.154
2022-12-17,12.154
2022-12-18,12.154
2022-12-19,12.014
2022-12-20,12.184
2022-12-21,12.366
2022-12-22,12.202
2022-12-23,12.237
2022-12-24,12.237
2022-12-25,12.237
2022-12-26,12.237
2022-12-27,12.374
2022-12-28,12.169
2022-12-29,12.696
2022-12-30,12.64
2022-12-31,12.64
2023-01-01,12.64
2023-01-02,12.64
2023-01-03,12.827
2023-01-04,12.965
2023-01-05,12.82
2023-01-06,13.479
2023-01-07,13.479
2023-01-08,13.479
2023-01-09,13.768
2023-01-10,14.145
2023-01-11,14.779
2023-01-12,14.429
2023-01-13,14.464
2023-01-14,14.464
2023-01-15,14.464
2023-01-16,14.464
2023-01-17,14.334
2023-01-18,14.478
2023-01-19,14.047
2023-01-20,14.502
2023-01-21,14.502
2023-01-22,14.502
2023-01-23,15.514
2023-01-24,15.139
2023-01-25,15.288
2023-01-26,15.323
2023-01-27,15.61
2023-01-28,15.61
2023-01-29,15.61
2023-01-30,15.213
2023-01-31,15.565
2023-02-01,16.234
2023-02-02,17.028
2023-02-03,16.342
2023-02-04,16.342
2023-02-05,16.342
2023-02-06,16.04
2023-02-07,16.359
2023-02-08,16.082
2023-02-09,15.674
2023-02-10,15.52
2023-02-11,15.52
2023-02-12,15.52
2023-02-13,15.792
2023-02-14,15.783
2023-02-15,16.192
2023-02-16,16.825
2023-02-17,16.576
2023-02-18,16.576
2023-02-19,16.576
2023-02-20,16.576
2023-02-21,15.775
2023-02-22,15.666
2023-02-23,15.521
2023-02-24,15.053
2023-02-25,15.053
2023-02-26,15.053
2023-02-27,15.275
2023-02-28,15.482
2023-03-01,15.59
2023-03-02,15.782
2023-03-03,15.957
2023-03-04,15.957
2023-03-05,15.957
2023-03-06,15.769
2023-03-07,15.581
2023-03-08,15.834
2023-03-09,15.31
2023-03-10,14.861
2023-03-11,14.861
2023-03-12,14.861
2023-03-13,14.692
2023-03-14,15.081
2023-03-15,14.837
2023-03-16,15.208
2023-03-17,14.887
2023-03-18,14.887
2023-03-19,14.887
2023-03-20,14.997
2023-03-21,15.182
2023-03-22,14.856
2023-03-23,14.889
2023-03-24,14.888
2023-03-25,14.888
2023-03-26,14.888
2023-03-27,14.895
2023-03-28,14.896
2023-03-29,15.203
2023-03-30,15.87
2023-03-31,16.326
2023-04-01,16.326
2023-04-02,16.326
2023-04-03,16.0
2023-04-04,15.849
2023-04-05,15.41
2023-04-06,15.415
2023-04-07,15.415
2023-04-08,15.415
2023-04-09,15.415
2023-04-10,15.503
2023-04-11,15.609
2023-04-12,15.474
2023-04-13,15.719
2023-04-14,15.56
2023-04-15,15.56
2023-04-16,15.56
2023-04-17,15.406
2023-04-18,15.415
2023-04-19,15.011
2023-04-20,14.896
2023-04-21,14.762
2023-04-22,14.762
2023-04-23,14.762
2023-04-24,14.779
2023-04-25,14.569
2023-04-26,14.381
2023-04-27,14.57
2023-04-28,14.771
2023-04-29,14.771
2023-04-30,14.771
2023-05-01,14.741
2023-05-02,13.502
2023-05-03,14.116
2023-05-04,14.471
2023-05-05,14.951
2023-05-06,14.951
2023-05-07,14.951
2023-05-08,15.173
2023-05-09,14.752
2023-05-10,14.95
2023-05-11,14.593
2023-05-12,14.642
2023-05-13,14.642
2023-05-14,14.642
2023-05-15,14.892
2023-05-16,14.654
2023-05-17,14.945
2023-05-18,15.366
2023-05-19,15.447
2023-05-20,15.447
2023-05-21,15.447
2023-05-22,15.41
2023-05-23,14.92
2023-05-24,14.379
2023-05-25,14.286
2023-05-26,14.563
2023-05-27,14.563
2023-05-28,14.563
2023-05-29,14.563
2023-05-30,14.731
2023-05-31,14.444
2023-06-01,14.644
2023-06-02,15.294
2023-06-03,15.294
2023-06-04,15.294
2023-06-05,14.832
2023-06-06,14.886
2023-06-07,15.298
2023-06-08,15.292
2023-06-09,15.107
2023-06-10,15.107
2023-06-11,15.107
2023-06-12,15.4
2023-06-13,15.587
2023-06-14,15.422
2023-06-15,15.651
2023-06-16,15.533
2023-06-17,15.533
2023-06-18,15.533
2023-06-19,15.533
2023-06-20,15.266
2023-06-21,14.899
2023-06-22,14.736
2023-06-23,14.539
2023-06-24,14.539
2023-06-25,14.539
2023-06-26,15.022
2023-06-27,15.555
2023-06-28,15.593
2023-06-29,15.878
2023-06-30,16.271
2023-07-01,16.271
2023-07-02,16.271
2023-07-03,16.307
2023-07-04,16.307
2023-07-05,16.119
2023-07-06,16.025
2023-07-07,16.249
2023-07-08,16.249
2023-07-09,16.249
2023-07-10,16.852
2023-07-11,17.019
2023-07-12,17.391
2023-07-13,17.531
2023-07-14,17.025
2023-07-15,17.025
2023-07-16,17.025
2023-07-17,17.038
2023-07-18,17.239
2023-07-19,17.516
2023-07-20,16.764
2023-07-21,16.87
2023-07-22,16.87
2023-07-23,16.87
2023-07-24,16.657
2023-07-25,16.593
2023-07-26,16.851
2023-07-27,16.483
2023-07-28,16.506
2023-07-29,16.506
2023-07-30,16.506
2023-07-31,17.015
2023-08-01,17.686
2023-08-02,20.342
2023-08-03,21.05
2023-08-04,21.207
2023-08-05,21.207
2023-08-06,21.207
2023-08-07,20.939
2023-08-08,21.399
2023-08-09,21.754
2023-08-10,21.545
2023-08-11,22.095
2023-08-12,22.095
2023-08-13,22.095
2023-08-14,22.08
2023-08-15,22.425
2023-08-16,22.433
2023-08-17,22.44
2023-08-18,23.185
2023-08-19,23.185
2023-08-20,23.185
2023-08-21,22.805
2023-08-22,22.961
2023-08-23,23.022
2023-08-24,22.666
2023-08-25,22.877
2023-08-26,22.877
2023-08-27,22.877
2023-08-28,23.007
2023-08-29,23.311
2023-08-30,23.79
2023-08-31,23.441
2023-09-01,23.521
2023-09-02,23.521
2023-09-03,23.521
2023-09-04,23.521
2023-09-05,23.291
2023-09-06,23.217
2023-09-07,22.523
2023-09-08,21.852
2023-09-09,21.852
2023-09-10,21.852
2023-09-11,21.716
2023-09-12,21.421
2023-09-13,21.325
2023-09-14,21.718
