,LFUS US Equity
2020-11-23,21.568
2020-11-24,22.133
2020-11-25,21.952
2020-11-26,21.952
2020-11-27,22.197
2020-11-28,22.197
2020-11-29,22.197
2020-11-30,22.027
2020-12-01,22.121
2020-12-02,21.975
2020-12-03,22.202
2020-12-04,22.621
2020-12-05,22.621
2020-12-06,22.621
2020-12-07,22.67
2020-12-08,22.908
2020-12-09,22.84
2020-12-10,22.415
2020-12-11,22.595
2020-12-12,22.595
2020-12-13,22.595
2020-12-14,22.265
2020-12-15,22.805
2020-12-16,22.3
2020-12-17,22.962
2020-12-18,22.999
2020-12-19,22.999
2020-12-20,22.999
2020-12-21,22.583
2020-12-22,22.799
2020-12-23,23.051
2020-12-24,23.046
2020-12-25,23.046
2020-12-26,23.046
2020-12-27,23.046
2020-12-28,23.128
2020-12-29,22.834
2020-12-30,23.184
2020-12-31,23.321
2021-01-01,23.321
2021-01-02,23.321
2021-01-03,23.321
2021-01-04,23.077
2021-01-05,23.368
2021-01-06,23.932
2021-01-07,24.439
2021-01-08,24.69
2021-01-09,24.69
2021-01-10,24.69
2021-01-11,24.997
2021-01-12,25.72
2021-01-13,25.566
2021-01-14,25.957
2021-01-15,25.261
2021-01-16,25.261
2021-01-17,25.261
2021-01-18,25.261
2021-01-19,25.634
2021-01-20,26.007
2021-01-21,25.496
2021-01-22,25.571
2021-01-23,25.571
2021-01-24,25.571
2021-01-25,24.972
2021-01-26,24.282
2021-01-27,22.894
2021-01-28,23.152
2021-01-29,22.287
2021-01-30,22.287
2021-01-31,22.287
2021-02-01,23.318
2021-02-02,24.039
2021-02-03,23.824
2021-02-04,23.823
2021-02-05,24.548
2021-02-06,24.548
2021-02-07,24.548
2021-02-08,25.112
2021-02-09,25.261
2021-02-10,25.216
2021-02-11,25.617
2021-02-12,25.739
2021-02-13,25.739
2021-02-14,25.739
2021-02-15,25.739
2021-02-16,20.23
2021-02-17,19.779
2021-02-18,19.551
2021-02-19,20.385
2021-02-20,20.385
2021-02-21,20.385
2021-02-22,20.263
2021-02-23,19.696
2021-02-24,19.825
2021-02-25,18.919
2021-02-26,19.043
2021-02-27,19.043
2021-02-28,19.043
2021-03-01,19.926
2021-03-02,19.285
2021-03-03,19.124
2021-03-04,18.413
2021-03-05,18.829
2021-03-06,18.829
2021-03-07,18.829
2021-03-08,18.664
2021-03-09,19.334
2021-03-10,19.233
2021-03-11,19.56
2021-03-12,19.667
2021-03-13,19.667
2021-03-14,19.667
2021-03-15,20.08
2021-03-16,20.071
2021-03-17,20.095
2021-03-18,19.442
2021-03-19,19.277
2021-03-20,19.277
2021-03-21,19.277
2021-03-22,19.083
2021-03-23,18.546
2021-03-24,18.669
2021-03-25,19.062
2021-03-26,19.652
2021-03-27,19.652
2021-03-28,19.652
2021-03-29,18.96
2021-03-30,19.208
2021-03-31,19.352
2021-04-01,19.569
2021-04-02,19.569
2021-04-03,19.569
2021-04-04,19.569
2021-04-05,19.892
2021-04-06,19.854
2021-04-07,19.535
2021-04-08,19.653
2021-04-09,19.755
2021-04-10,19.755
2021-04-11,19.755
2021-04-12,19.699
2021-04-13,19.528
2021-04-14,19.891
2021-04-15,19.93
2021-04-16,20.078
2021-04-17,20.078
2021-04-18,20.078
2021-04-19,19.882
2021-04-20,19.484
2021-04-21,19.75
2021-04-22,19.601
2021-04-23,20.194
2021-04-24,20.194
2021-04-25,20.194
2021-04-26,20.401
2021-04-27,20.144
2021-04-28,20.049
2021-04-29,18.289
2021-04-30,17.829
2021-05-01,17.829
2021-05-02,17.829
2021-05-03,17.917
2021-05-04,17.482
2021-05-05,17.477
2021-05-06,17.386
2021-05-07,17.767
2021-05-08,17.767
2021-05-09,17.767
2021-05-10,17.09
2021-05-11,17.091
2021-05-12,16.549
2021-05-13,17.031
2021-05-14,17.303
2021-05-15,17.303
2021-05-16,17.303
2021-05-17,17.417
2021-05-18,17.243
2021-05-19,17.164
2021-05-20,17.451
2021-05-21,17.362
2021-05-22,17.362
2021-05-23,17.362
2021-05-24,17.326
2021-05-25,17.144
2021-05-26,17.418
2021-05-27,17.565
2021-05-28,17.593
2021-05-29,17.593
2021-05-30,17.593
2021-05-31,17.593
2021-06-01,17.694
2021-06-02,17.413
2021-06-03,17.321
2021-06-04,17.603
2021-06-05,17.603
2021-06-06,17.603
2021-06-07,17.319
2021-06-08,17.467
2021-06-09,17.416
2021-06-10,17.507
2021-06-11,17.554
2021-06-12,17.554
2021-06-13,17.554
2021-06-14,17.526
2021-06-15,17.381
2021-06-16,17.197
2021-06-17,16.82
2021-06-18,16.096
2021-06-19,16.096
2021-06-20,16.096
2021-06-21,16.377
2021-06-22,16.376
2021-06-23,16.321
2021-06-24,16.536
2021-06-25,16.663
2021-06-26,16.663
2021-06-27,16.663
2021-06-28,16.96
2021-06-29,17.079
2021-06-30,17.158
2021-07-01,17.175
2021-07-02,17.013
2021-07-03,17.013
2021-07-04,17.013
2021-07-05,17.013
2021-07-06,16.664
2021-07-07,16.806
2021-07-08,16.589
2021-07-09,17.005
2021-07-10,17.005
2021-07-11,17.005
2021-07-12,17.053
2021-07-13,16.862
2021-07-14,16.602
2021-07-15,16.515
2021-07-16,16.179
2021-07-17,16.179
2021-07-18,16.179
2021-07-19,16.028
2021-07-20,16.544
2021-07-21,16.86
2021-07-22,16.632
2021-07-23,16.851
2021-07-24,16.851
2021-07-25,16.851
2021-07-26,16.911
2021-07-27,16.511
2021-07-28,17.537
2021-07-29,16.855
2021-07-30,16.777
2021-07-31,16.777
2021-08-01,16.777
2021-08-02,16.588
2021-08-03,16.745
2021-08-04,16.488
2021-08-05,16.456
2021-08-06,16.655
2021-08-07,16.655
2021-08-08,16.655
2021-08-09,16.62
2021-08-10,17.041
2021-08-11,17.154
2021-08-12,17.381
2021-08-13,17.571
2021-08-14,17.571
2021-08-15,17.571
2021-08-16,17.614
2021-08-17,17.258
2021-08-18,17.179
2021-08-19,17.148
2021-08-20,17.335
2021-08-21,17.335
2021-08-22,17.335
2021-08-23,17.555
2021-08-24,17.609
2021-08-25,17.81
2021-08-26,17.769
2021-08-27,18.047
2021-08-28,18.047
2021-08-29,18.047
2021-08-30,18.203
2021-08-31,18.036
2021-09-01,17.832
2021-09-02,17.944
2021-09-03,17.752
2021-09-04,17.752
2021-09-05,17.752
2021-09-06,17.752
2021-09-07,17.392
2021-09-08,17.343
2021-09-09,17.278
2021-09-10,17.232
2021-09-11,17.232
2021-09-12,17.232
2021-09-13,16.954
2021-09-14,16.64
2021-09-15,17.181
2021-09-16,17.179
2021-09-17,17.595
2021-09-18,17.595
2021-09-19,17.595
2021-09-20,16.939
2021-09-21,16.87
2021-09-22,17.239
2021-09-23,17.365
2021-09-24,17.844
2021-09-25,17.844
2021-09-26,17.844
2021-09-27,17.923
2021-09-28,17.787
2021-09-29,17.485
2021-09-30,17.27
2021-10-01,17.584
2021-10-02,17.584
2021-10-03,17.584
2021-10-04,17.403
2021-10-05,17.621
2021-10-06,17.398
2021-10-07,17.505
2021-10-08,17.533
2021-10-09,17.533
2021-10-10,17.533
2021-10-11,17.397
2021-10-12,17.137
2021-10-13,17.268
2021-10-14,17.822
2021-10-15,17.746
2021-10-16,17.746
2021-10-17,17.746
2021-10-18,18.037
2021-10-19,18.175
2021-10-20,18.42
2021-10-21,18.694
2021-10-22,18.605
2021-10-23,18.605
2021-10-24,18.605
2021-10-25,18.681
2021-10-26,18.038
2021-10-27,17.542
2021-10-28,17.759
2021-10-29,17.853
2021-10-30,17.853
2021-10-31,17.853
2021-11-01,18.168
2021-11-02,19.017
2021-11-03,19.054
2021-11-04,19.182
2021-11-05,19.391
2021-11-06,19.391
2021-11-07,19.391
2021-11-08,19.334
2021-11-09,19.648
2021-11-10,19.577
2021-11-11,19.697
2021-11-12,19.993
2021-11-13,19.993
2021-11-14,19.993
2021-11-15,19.67
2021-11-16,19.865
2021-11-17,20.098
2021-11-18,19.999
2021-11-19,19.52
2021-11-20,19.52
2021-11-21,19.52
2021-11-22,19.204
2021-11-23,19.096
2021-11-24,19.117
2021-11-25,19.117
2021-11-26,18.472
2021-11-27,18.472
2021-11-28,18.472
2021-11-29,18.802
2021-11-30,18.12
2021-12-01,18.199
2021-12-02,18.718
2021-12-03,18.622
2021-12-04,18.622
2021-12-05,18.622
2021-12-06,18.676
2021-12-07,18.839
2021-12-08,18.813
2021-12-09,18.254
2021-12-10,18.485
2021-12-11,18.485
2021-12-12,18.485
2021-12-13,18.626
2021-12-14,18.4
2021-12-15,18.526
2021-12-16,18.048
2021-12-17,18.016
2021-12-18,18.016
2021-12-19,18.016
2021-12-20,17.796
2021-12-21,18.135
2021-12-22,18.189
2021-12-23,18.473
2021-12-24,18.473
2021-12-25,18.473
2021-12-26,18.473
2021-12-27,19.069
2021-12-28,19.124
2021-12-29,19.176
2021-12-30,19.042
2021-12-31,19.103
2022-01-01,19.103
2022-01-02,19.103
2022-01-03,19.181
2022-01-04,19.644
2022-01-05,19.221
2022-01-06,19.105
2022-01-07,18.424
2022-01-08,18.424
2022-01-09,18.424
2022-01-10,18.346
2022-01-11,18.509
2022-01-12,18.566
2022-01-13,18.418
2022-01-14,18.175
2022-01-15,18.175
2022-01-16,18.175
2022-01-17,18.175
2022-01-18,17.744
2022-01-19,17.221
2022-01-20,16.683
2022-01-21,16.069
2022-01-22,16.069
2022-01-23,16.069
2022-01-24,16.665
2022-01-25,15.963
2022-01-26,15.8
2022-01-27,15.312
2022-01-28,15.654
2022-01-29,15.654
2022-01-30,15.654
2022-01-31,16.228
2022-02-01,16.321
2022-02-02,15.406
2022-02-03,16.311
2022-02-04,16.131
2022-02-05,16.131
2022-02-06,16.131
2022-02-07,16.125
2022-02-08,16.263
2022-02-09,16.725
2022-02-10,16.461
2022-02-11,16.105
2022-02-12,16.105
2022-02-13,16.105
2022-02-14,16.118
2022-02-15,16.469
2022-02-16,16.785
2022-02-17,16.284
2022-02-18,16.394
2022-02-19,16.394
2022-02-20,16.394
2022-02-21,16.394
2022-02-22,15.981
2022-02-23,15.88
2022-02-24,16.199
2022-02-25,16.705
2022-02-26,16.705
2022-02-27,16.705
2022-02-28,16.421
2022-03-01,15.813
2022-03-02,16.324
2022-03-03,16.044
2022-03-04,15.599
2022-03-05,15.599
2022-03-06,15.599
2022-03-07,15.091
2022-03-08,15.164
2022-03-09,15.648
2022-03-10,15.569
2022-03-11,15.236
2022-03-12,15.236
2022-03-13,15.236
2022-03-14,15.122
2022-03-15,15.518
2022-03-16,15.99
2022-03-17,16.097
2022-03-18,16.427
2022-03-19,16.427
2022-03-20,16.427
2022-03-21,16.41
2022-03-22,16.401
2022-03-23,16.119
2022-03-24,16.124
2022-03-25,15.987
2022-03-26,15.987
2022-03-27,15.987
2022-03-28,16.214
2022-03-29,16.453
2022-03-30,16.199
2022-03-31,15.862
2022-04-01,15.847
2022-04-02,15.847
2022-04-03,15.847
2022-04-04,15.869
2022-04-05,15.28
2022-04-06,15.02
2022-04-07,14.905
2022-04-08,14.824
2022-04-09,14.824
2022-04-10,14.824
2022-04-11,14.896
2022-04-12,14.686
2022-04-13,14.88
2022-04-14,14.636
2022-04-15,14.636
2022-04-16,14.636
2022-04-17,14.636
2022-04-18,14.622
2022-04-19,14.782
2022-04-20,15.121
2022-04-21,15.149
2022-04-22,14.795
2022-04-23,14.795
2022-04-24,14.795
2022-04-25,14.902
2022-04-26,14.34
2022-04-27,14.372
2022-04-28,14.804
2022-04-29,14.651
2022-04-30,14.651
2022-05-01,14.651
2022-05-02,15.103
2022-05-03,15.047
2022-05-04,16.204
2022-05-05,15.786
2022-05-06,15.966
2022-05-07,15.966
2022-05-08,15.966
2022-05-09,15.716
2022-05-10,15.714
2022-05-11,15.549
2022-05-12,15.845
2022-05-13,16.458
2022-05-14,16.458
2022-05-15,16.458
2022-05-16,16.244
2022-05-17,16.92
2022-05-18,16.314
2022-05-19,16.184
2022-05-20,16.171
2022-05-21,16.171
2022-05-22,16.171
2022-05-23,16.396
2022-05-24,16.214
2022-05-25,16.169
2022-05-26,16.447
2022-05-27,16.863
2022-05-28,16.863
2022-05-29,16.863
2022-05-30,16.863
2022-05-31,16.815
2022-06-01,16.777
2022-06-02,17.313
2022-06-03,17.14
2022-06-04,17.14
2022-06-05,17.14
2022-06-06,17.17
2022-06-07,17.379
2022-06-08,16.921
2022-06-09,16.703
2022-06-10,16.27
2022-06-11,16.27
2022-06-12,16.27
2022-06-13,15.654
2022-06-14,15.683
2022-06-15,15.074
2022-06-16,15.05
2022-06-17,15.316
2022-06-18,15.316
2022-06-19,15.316
2022-06-20,15.316
2022-06-21,15.474
2022-06-22,15.356
2022-06-23,15.462
2022-06-24,16.129
2022-06-25,16.129
2022-06-26,16.129
2022-06-27,16.142
2022-06-28,16.107
2022-06-29,15.971
2022-06-30,15.905
2022-07-01,15.547
2022-07-02,15.547
2022-07-03,15.547
2022-07-04,15.547
2022-07-05,15.708
2022-07-06,14.806
2022-07-07,15.228
2022-07-08,14.968
2022-07-09,14.968
2022-07-10,14.968
2022-07-11,15.079
2022-07-12,14.811
2022-07-13,14.997
2022-07-14,14.818
2022-07-15,15.28
2022-07-16,15.28
2022-07-17,15.28
2022-07-18,15.07
2022-07-19,15.526
2022-07-20,15.844
2022-07-21,16.214
2022-07-22,16.12
2022-07-23,16.12
2022-07-24,16.12
2022-07-25,16.202
2022-07-26,16.253
2022-07-27,16.74
2022-07-28,17.154
2022-07-29,17.421
2022-07-30,17.421
2022-07-31,17.421
2022-08-01,17.387
2022-08-02,17.269
2022-08-03,16.769
2022-08-04,15.146
2022-08-05,14.982
2022-08-06,14.982
2022-08-07,14.982
2022-08-08,14.864
2022-08-09,14.365
2022-08-10,14.805
2022-08-11,14.675
2022-08-12,14.918
2022-08-13,14.918
2022-08-14,14.918
2022-08-15,14.908
2022-08-16,14.732
2022-08-17,14.612
2022-08-18,14.8
2022-08-19,14.56
2022-08-20,14.56
2022-08-21,14.56
2022-08-22,14.229
2022-08-23,14.146
2022-08-24,14.271
2022-08-25,14.554
2022-08-26,13.991
2022-08-27,13.991
2022-08-28,13.991
2022-08-29,14.07
2022-08-30,14.085
2022-08-31,14.027
2022-09-01,13.714
2022-09-02,13.438
2022-09-03,13.438
2022-09-04,13.438
2022-09-05,13.438
2022-09-06,13.381
2022-09-07,13.439
2022-09-08,13.475
2022-09-09,13.692
2022-09-10,13.692
2022-09-11,13.692
2022-09-12,13.808
2022-09-13,13.287
2022-09-14,13.167
2022-09-15,13.23
2022-09-16,12.843
2022-09-17,12.843
2022-09-18,12.843
2022-09-19,13.118
2022-09-20,12.857
2022-09-21,12.701
2022-09-22,12.266
2022-09-23,12.141
2022-09-24,12.141
2022-09-25,12.141
2022-09-26,11.941
2022-09-27,11.964
2022-09-28,12.339
2022-09-29,12.371
2022-09-30,12.056
2022-10-01,12.056
2022-10-02,12.056
2022-10-03,12.578
2022-10-04,13.016
2022-10-05,12.998
2022-10-06,12.996
2022-10-07,12.424
2022-10-08,12.424
2022-10-09,12.424
2022-10-10,12.297
2022-10-11,12.316
2022-10-12,12.022
2022-10-13,12.428
2022-10-14,12.077
2022-10-15,12.077
2022-10-16,12.077
2022-10-17,12.411
2022-10-18,12.651
2022-10-19,12.462
2022-10-20,12.321
2022-10-21,12.725
2022-10-22,12.725
2022-10-23,12.725
2022-10-24,12.833
2022-10-25,13.111
2022-10-26,13.055
2022-10-27,13.197
2022-10-28,13.591
2022-10-29,13.591
2022-10-30,13.591
2022-10-31,13.406
2022-11-01,13.405
2022-11-02,12.585
2022-11-03,12.304
2022-11-04,12.857
2022-11-05,12.857
2022-11-06,12.857
2022-11-07,13.046
2022-11-08,13.32
2022-11-09,13.191
2022-11-10,13.929
2022-11-11,14.193
2022-11-12,14.193
2022-11-13,14.193
2022-11-14,14.287
2022-11-15,15.067
2022-11-16,14.672
2022-11-17,14.634
2022-11-18,14.767
2022-11-19,14.767
2022-11-20,14.767
2022-11-21,14.464
2022-11-22,14.916
2022-11-23,14.945
2022-11-24,14.945
2022-11-25,14.971
2022-11-26,14.971
2022-11-27,14.971
2022-11-28,14.518
2022-11-29,14.494
2022-11-30,15.071
2022-12-01,15.162
2022-12-02,15.128
2022-12-03,15.128
2022-12-04,15.128
2022-12-05,14.536
2022-12-06,14.458
2022-12-07,14.542
2022-12-08,14.624
2022-12-09,14.361
2022-12-10,14.361
2022-12-11,14.361
2022-12-12,14.238
2022-12-13,14.437
2022-12-14,14.227
2022-12-15,13.84
2022-12-16,13.437
2022-12-17,13.437
2022-12-18,13.437
2022-12-19,13.279
2022-12-20,13.285
2022-12-21,13.471
2022-12-22,13.149
2022-12-23,13.365
2022-12-24,13.365
2022-12-25,13.365
2022-12-26,13.365
2022-12-27,13.377
2022-12-28,13.163
2022-12-29,13.626
2022-12-30,13.463
2022-12-31,13.463
2023-01-01,13.463
2023-01-02,13.463
2023-01-03,13.633
2023-01-04,13.847
2023-01-05,13.79
2023-01-06,14.198
2023-01-07,14.198
2023-01-08,14.198
2023-01-09,14.551
2023-01-10,14.691
2023-01-11,14.909
2023-01-12,15.167
2023-01-13,15.111
2023-01-14,15.111
2023-01-15,15.111
2023-01-16,15.111
2023-01-17,15.037
2023-01-18,14.982
2023-01-19,14.554
2023-01-20,14.893
2023-01-21,14.893
2023-01-22,14.893
2023-01-23,15.352
2023-01-24,15.467
2023-01-25,15.25
2023-01-26,15.442
2023-01-27,15.737
2023-01-28,15.737
2023-01-29,15.737
2023-01-30,15.322
2023-01-31,15.939
2023-02-01,16.229
2023-02-02,17.381
2023-02-03,17.631
2023-02-04,17.631
2023-02-05,17.631
2023-02-06,17.181
2023-02-07,17.635
2023-02-08,17.557
2023-02-09,17.563
2023-02-10,17.372
2023-02-11,17.372
2023-02-12,17.372
2023-02-13,17.47
2023-02-14,17.47
2023-02-15,17.464
2023-02-16,17.546
2023-02-17,17.507
2023-02-18,17.507
2023-02-19,17.507
2023-02-20,17.507
2023-02-21,16.896
2023-02-22,16.828
2023-02-23,16.898
2023-02-24,16.747
2023-02-25,16.747
2023-02-26,16.747
2023-02-27,16.887
2023-02-28,16.843
2023-03-01,17.09
2023-03-02,17.416
2023-03-03,17.755
2023-03-04,17.755
2023-03-05,17.755
2023-03-06,17.502
2023-03-07,17.1
2023-03-08,17.446
2023-03-09,17.21
2023-03-10,16.938
2023-03-11,16.938
2023-03-12,16.938
2023-03-13,16.8
2023-03-14,17.305
2023-03-15,16.473
2023-03-16,16.933
2023-03-17,16.536
2023-03-18,16.536
2023-03-19,16.536
2023-03-20,16.904
2023-03-21,17.072
2023-03-22,16.774
2023-03-23,17.06
2023-03-24,17.275
2023-03-25,17.275
2023-03-26,17.275
2023-03-27,16.986
2023-03-28,16.959
2023-03-29,17.386
2023-03-30,17.408
2023-03-31,17.625
2023-04-01,17.625
2023-04-02,17.625
2023-04-03,17.578
2023-04-04,17.074
2023-04-05,16.589
2023-04-06,16.474
2023-04-07,16.474
2023-04-08,16.474
2023-04-09,16.474
2023-04-10,16.762
2023-04-11,16.929
2023-04-12,16.909
2023-04-13,16.975
2023-04-14,16.911
2023-04-15,16.911
2023-04-16,16.911
2023-04-17,16.956
2023-04-18,16.723
2023-04-19,16.611
2023-04-20,16.542
2023-04-21,16.208
2023-04-22,16.208
2023-04-23,16.208
2023-04-24,16.339
2023-04-25,16.175
2023-04-26,15.758
2023-04-27,15.882
2023-04-28,15.98
2023-04-29,15.98
2023-04-30,15.98
2023-05-01,16.08
2023-05-02,16.06
2023-05-03,17.337
2023-05-04,17.312
2023-05-05,17.508
2023-05-06,17.508
2023-05-07,17.508
2023-05-08,17.269
2023-05-09,16.955
2023-05-10,17.124
2023-05-11,17.06
2023-05-12,16.963
2023-05-13,16.963
2023-05-14,16.963
2023-05-15,17.368
2023-05-16,17.253
2023-05-17,17.716
2023-05-18,17.883
2023-05-19,17.84
2023-05-20,17.84
2023-05-21,17.84
2023-05-22,17.96
2023-05-23,17.637
2023-05-24,17.358
2023-05-25,17.619
2023-05-26,18.109
2023-05-27,18.109
2023-05-28,18.109
2023-05-29,18.109
2023-05-30,17.746
2023-05-31,17.075
2023-06-01,17.119
2023-06-02,17.616
2023-06-03,17.616
2023-06-04,17.616
2023-06-05,17.193
2023-06-06,17.654
2023-06-07,17.873
2023-06-08,17.929
2023-06-09,17.84
2023-06-10,17.84
2023-06-11,17.84
2023-06-12,17.905
2023-06-13,18.16
2023-06-14,18.009
2023-06-15,18.105
2023-06-16,18.125
2023-06-17,18.125
2023-06-18,18.125
2023-06-19,18.125
2023-06-20,18.595
2023-06-21,18.604
2023-06-22,18.362
2023-06-23,18.016
2023-06-24,18.016
2023-06-25,18.016
2023-06-26,18.372
2023-06-27,18.715
2023-06-28,18.912
2023-06-29,19.052
2023-06-30,19.427
2023-07-01,19.427
2023-07-02,19.427
2023-07-03,19.161
2023-07-04,19.161
2023-07-05,19.283
2023-07-06,19.112
2023-07-07,19.314
2023-07-08,19.314
2023-07-09,19.314
2023-07-10,19.402
2023-07-11,19.643
2023-07-12,19.935
2023-07-13,20.233
2023-07-14,20.113
2023-07-15,20.113
2023-07-16,20.113
2023-07-17,20.376
2023-07-18,20.646
2023-07-19,20.333
2023-07-20,19.913
2023-07-21,19.89
2023-07-22,19.89
2023-07-23,19.89
2023-07-24,19.795
2023-07-25,20.0
2023-07-26,20.242
2023-07-27,20.359
2023-07-28,20.116
2023-07-29,20.116
2023-07-30,20.116
2023-07-31,20.333
2023-08-01,20.16
2023-08-02,18.696
2023-08-03,18.521
2023-08-04,18.345
2023-08-05,18.345
2023-08-06,18.345
2023-08-07,18.408
2023-08-08,18.382
2023-08-09,18.739
2023-08-10,18.669
2023-08-11,18.654
2023-08-12,18.654
2023-08-13,18.654
2023-08-14,18.948
2023-08-15,18.911
2023-08-16,18.948
2023-08-17,18.767
2023-08-18,18.895
2023-08-19,18.895
2023-08-20,18.895
2023-08-21,19.129
2023-08-22,18.986
2023-08-23,19.265
2023-08-24,18.997
2023-08-25,19.108
2023-08-26,19.108
2023-08-27,19.108
2023-08-28,19.144
2023-08-29,19.542
2023-08-30,19.411
2023-08-31,19.485
2023-09-01,19.519
2023-09-02,19.519
2023-09-03,19.519
2023-09-04,19.519
2023-09-05,19.0
2023-09-06,19.06
2023-09-07,18.42
2023-09-08,18.439
2023-09-09,18.439
2023-09-10,18.439
2023-09-11,18.354
2023-09-12,18.238
2023-09-13,18.134
