,PLAY US Equity
2020-11-14,17.341
2020-11-15,17.341
2020-11-16,18.889
2020-11-17,13.392
2020-11-18,13.497
2020-11-19,13.519
2020-11-20,13.138
2020-11-21,13.138
2020-11-22,13.138
2020-11-23,13.878
2020-11-24,14.939
2020-11-25,14.646
2020-11-26,14.646
2020-11-27,14.746
2020-11-28,14.746
2020-11-29,14.746
2020-11-30,13.989
2020-12-01,14.11
2020-12-02,14.296
2020-12-03,14.564
2020-12-04,14.735
2020-12-05,14.735
2020-12-06,14.735
2020-12-07,13.666
2020-12-08,13.901
2020-12-09,14.044
2020-12-10,14.099
2020-12-11,14.017
2020-12-12,14.017
2020-12-13,14.017
2020-12-14,13.485
2020-12-15,15.017
2020-12-16,14.65
2020-12-17,15.793
2020-12-18,15.563
2020-12-19,15.563
2020-12-20,15.563
2020-12-21,15.686
2020-12-22,15.994
2020-12-23,16.325
2020-12-24,16.571
2020-12-25,16.571
2020-12-26,16.571
2020-12-27,16.571
2020-12-28,16.249
2020-12-29,16.549
2020-12-30,16.157
2020-12-31,16.818
2021-01-01,16.818
2021-01-02,16.818
2021-01-03,16.818
2021-01-04,15.132
2021-01-05,15.804
2021-01-06,16.857
2021-01-07,17.838
2021-01-08,17.608
2021-01-09,17.608
2021-01-10,17.608
2021-01-11,18.213
2021-01-12,14.868
2021-01-13,14.627
2021-01-14,14.649
2021-01-15,14.763
2021-01-16,14.763
2021-01-17,14.763
2021-01-18,14.763
2021-01-19,15.645
2021-01-20,15.171
2021-01-21,14.776
2021-01-22,14.912
2021-01-23,14.912
2021-01-24,14.912
2021-01-25,15.434
2021-01-26,14.991
2021-01-27,14.838
2021-01-28,15.605
2021-01-29,14.921
2021-01-30,14.921
2021-01-31,14.921
2021-02-01,15.022
2021-02-02,14.855
2021-02-03,16.079
2021-02-04,16.566
2021-02-05,16.136
2021-02-06,16.136
2021-02-07,16.136
2021-02-08,16.632
2021-02-09,16.496
2021-02-10,17.039
2021-02-11,16.522
2021-02-12,16.649
2021-02-13,16.649
2021-02-14,16.649
2021-02-15,16.649
2021-02-16,16.404
2021-02-17,16.158
2021-02-18,16.232
2021-02-19,17.057
2021-02-20,17.057
2021-02-21,17.057
2021-02-22,17.811
2021-02-23,17.342
2021-02-24,18.333
2021-02-25,17.377
2021-02-26,17.811
2021-02-27,17.811
2021-02-28,17.811
2021-03-01,18.25
2021-03-02,17.86
2021-03-03,18.395
2021-03-04,18.325
2021-03-05,18.588
2021-03-06,18.588
2021-03-07,18.588
2021-03-08,19.583
2021-03-09,19.309
2021-03-10,19.934
2021-03-11,20.009
2021-03-12,20.404
2021-03-13,20.404
2021-03-14,20.404
2021-03-15,20.67
2021-03-16,20.129
2021-03-17,20.781
2021-03-18,20.366
2021-03-19,20.652
2021-03-20,20.652
2021-03-21,20.652
2021-03-22,20.33
2021-03-23,19.076
2021-03-24,19.121
2021-03-25,21.415
2021-03-26,21.92
2021-03-27,21.92
2021-03-28,21.92
2021-03-29,20.902
2021-03-30,21.277
2021-03-31,21.384
2021-04-01,15.954
2021-04-02,15.954
2021-04-03,15.954
2021-04-04,15.954
2021-04-05,15.606
2021-04-06,15.768
2021-04-07,15.68
2021-04-08,15.732
2021-04-09,15.518
2021-04-10,15.518
2021-04-11,15.518
2021-04-12,15.324
2021-04-13,15.32
2021-04-14,15.898
2021-04-15,15.577
2021-04-16,15.415
2021-04-17,15.415
2021-04-18,15.415
2021-04-19,15.092
2021-04-20,15.38
2021-04-21,16.211
2021-04-22,16.335
2021-04-23,16.461
2021-04-24,16.461
2021-04-25,16.461
2021-04-26,16.387
2021-04-27,16.546
2021-04-28,16.373
2021-04-29,16.236
2021-04-30,16.077
2021-05-01,16.077
2021-05-02,16.077
2021-05-03,16.158
2021-05-04,16.162
2021-05-05,15.958
2021-05-06,15.57
2021-05-07,15.792
2021-05-08,15.792
2021-05-09,15.792
2021-05-10,14.986
2021-05-11,15.141
2021-05-12,14.303
2021-05-13,14.898
2021-05-14,15.496
2021-05-15,15.496
2021-05-16,15.496
2021-05-17,15.694
2021-05-18,15.151
2021-05-19,14.986
2021-05-20,14.637
2021-05-21,14.493
2021-05-22,14.493
2021-05-23,14.493
2021-05-24,14.609
2021-05-25,14.433
2021-05-26,14.873
2021-05-27,14.824
2021-05-28,14.887
2021-05-29,14.887
2021-05-30,14.887
2021-05-31,14.887
2021-06-01,15.046
2021-06-02,15.197
2021-06-03,14.408
2021-06-04,14.549
2021-06-05,14.549
2021-06-06,14.549
2021-06-07,14.863
2021-06-08,16.317
2021-06-09,16.13
2021-06-10,15.521
2021-06-11,13.566
2021-06-12,13.566
2021-06-13,13.566
2021-06-14,13.38
2021-06-15,13.051
2021-06-16,13.256
2021-06-17,12.674
2021-06-18,12.554
2021-06-19,12.554
2021-06-20,12.554
2021-06-21,12.905
2021-06-22,13.085
2021-06-23,12.889
2021-06-24,13.288
2021-06-25,12.877
2021-06-26,12.877
2021-06-27,12.877
2021-06-28,12.782
2021-06-29,12.601
2021-06-30,12.848
2021-07-01,12.902
2021-07-02,12.636
2021-07-03,12.636
2021-07-04,12.636
2021-07-05,12.636
2021-07-06,12.307
2021-07-07,11.75
2021-07-08,11.5
2021-07-09,12.187
2021-07-10,12.187
2021-07-11,12.187
2021-07-12,12.408
2021-07-13,12.142
2021-07-14,11.737
2021-07-15,11.453
2021-07-16,11.168
2021-07-17,11.168
2021-07-18,11.168
2021-07-19,10.399
2021-07-20,10.949
2021-07-21,11.487
2021-07-22,10.94
2021-07-23,10.722
2021-07-24,10.722
2021-07-25,10.722
2021-07-26,11.63
2021-07-27,11.494
2021-07-28,11.0
2021-07-29,10.968
2021-07-30,10.532
2021-07-31,10.532
2021-08-01,10.532
2021-08-02,10.443
2021-08-03,10.392
2021-08-04,10.244
2021-08-05,10.68
2021-08-06,11.0
2021-08-07,11.0
2021-08-08,11.0
2021-08-09,10.585
2021-08-10,11.146
2021-08-11,11.706
2021-08-12,11.674
2021-08-13,11.288
2021-08-14,11.288
2021-08-15,11.288
2021-08-16,11.206
2021-08-17,10.592
2021-08-18,10.646
2021-08-19,9.962
2021-08-20,10.114
2021-08-21,10.114
2021-08-22,10.114
2021-08-23,10.696
2021-08-24,11.196
2021-08-25,11.756
2021-08-26,11.576
2021-08-27,14.125
2021-08-28,14.125
2021-08-29,14.125
2021-08-30,13.469
2021-08-31,13.808
2021-09-01,13.849
2021-09-02,13.69
2021-09-03,13.439
2021-09-04,13.439
2021-09-05,13.439
2021-09-06,13.439
2021-09-07,13.026
2021-09-08,12.83
2021-09-09,15.821
2021-09-10,10.947
2021-09-11,10.947
2021-09-12,10.947
2021-09-13,11.072
2021-09-14,10.614
2021-09-15,10.94
2021-09-16,11.139
2021-09-17,11.121
2021-09-18,11.121
2021-09-19,11.121
2021-09-20,11.145
2021-09-21,10.965
2021-09-22,11.725
2021-09-23,12.168
2021-09-24,12.696
2021-09-25,12.696
2021-09-26,12.696
2021-09-27,12.547
2021-09-28,12.305
2021-09-29,11.948
2021-09-30,11.704
2021-10-01,12.705
2021-10-02,12.705
2021-10-03,12.705
2021-10-04,12.342
2021-10-05,12.415
2021-10-06,12.562
2021-10-07,12.369
2021-10-08,11.646
2021-10-09,11.646
2021-10-10,11.646
2021-10-11,11.631
2021-10-12,11.911
2021-10-13,11.646
2021-10-14,11.673
2021-10-15,11.307
2021-10-16,11.307
2021-10-17,11.307
2021-10-18,11.221
2021-10-19,11.09
2021-10-20,10.925
2021-10-21,11.267
2021-10-22,11.685
2021-10-23,11.685
2021-10-24,11.685
2021-10-25,12.052
2021-10-26,11.863
2021-10-27,11.615
2021-10-28,11.362
2021-10-29,11.337
2021-10-30,11.337
2021-10-31,11.337
2021-11-01,11.652
2021-11-02,11.285
2021-11-03,11.798
2021-11-04,11.536
2021-11-05,12.336
2021-11-06,12.336
2021-11-07,12.336
2021-11-08,11.875
2021-11-09,12.018
2021-11-10,11.673
2021-11-11,11.722
2021-11-12,11.609
2021-11-13,11.609
2021-11-14,11.609
2021-11-15,11.606
2021-11-16,11.71
2021-11-17,11.921
2021-11-18,11.64
2021-11-19,11.121
2021-11-20,11.121
2021-11-21,11.121
2021-11-22,11.023
2021-11-23,11.035
2021-11-24,11.118
2021-11-25,11.118
2021-11-26,10.415
2021-11-27,10.415
2021-11-28,10.415
2021-11-29,10.128
2021-11-30,9.918
2021-12-01,9.203
2021-12-02,9.795
2021-12-03,10.638
2021-12-04,10.638
2021-12-05,10.638
2021-12-06,11.52
2021-12-07,11.667
2021-12-08,12.675
2021-12-09,12.069
2021-12-10,12.115
2021-12-11,12.115
2021-12-12,12.115
2021-12-13,12.58
2021-12-14,13.401
2021-12-15,12.725
2021-12-16,11.671
2021-12-17,11.9
2021-12-18,11.9
2021-12-19,11.9
2021-12-20,11.762
2021-12-21,13.141
2021-12-22,13.595
2021-12-23,13.913
2021-12-24,13.913
2021-12-25,13.913
2021-12-26,13.913
2021-12-27,13.941
2021-12-28,13.701
2021-12-29,13.659
2021-12-30,13.567
2021-12-31,13.535
2022-01-01,13.535
2022-01-02,13.535
2022-01-03,13.817
2022-01-04,14.068
2022-01-05,13.507
2022-01-06,13.507
2022-01-07,13.546
2022-01-08,13.546
2022-01-09,13.546
2022-01-10,13.645
2022-01-11,13.634
2022-01-12,13.627
2022-01-13,13.412
2022-01-14,13.401
2022-01-15,13.401
2022-01-16,13.401
2022-01-17,13.401
2022-01-18,12.433
2022-01-19,12.525
2022-01-20,12.204
2022-01-21,11.961
2022-01-22,11.961
2022-01-23,11.961
2022-01-24,12.465
2022-01-25,12.585
2022-01-26,12.222
2022-01-27,12.014
2022-01-28,12.433
2022-01-29,12.433
2022-01-30,12.433
2022-01-31,12.602
2022-02-01,12.849
2022-02-02,12.606
2022-02-03,12.634
2022-02-04,12.859
2022-02-05,12.859
2022-02-06,12.859
2022-02-07,13.327
2022-02-08,13.778
2022-02-09,13.894
2022-02-10,14.039
2022-02-11,14.021
2022-02-12,14.021
2022-02-13,14.021
2022-02-14,14.109
2022-02-15,15.021
2022-02-16,15.458
2022-02-17,14.926
2022-02-18,14.94
2022-02-19,14.94
2022-02-20,14.94
2022-02-21,14.94
2022-02-22,14.602
2022-02-23,14.384
2022-02-24,14.697
2022-02-25,15.197
2022-02-26,15.197
2022-02-27,15.197
2022-02-28,15.261
2022-03-01,15.532
2022-03-02,16.373
2022-03-03,15.345
2022-03-04,14.412
2022-03-05,14.412
2022-03-06,14.412
2022-03-07,12.275
2022-03-08,12.729
2022-03-09,13.553
2022-03-10,13.789
2022-03-11,13.852
2022-03-12,13.852
2022-03-13,13.852
2022-03-14,13.641
2022-03-15,14.021
2022-03-16,15.06
2022-03-17,15.268
2022-03-18,15.085
2022-03-19,15.085
2022-03-20,15.085
2022-03-21,14.873
2022-03-22,15.366
2022-03-23,15.623
2022-03-24,13.99
2022-03-25,13.789
2022-03-26,13.789
2022-03-27,13.789
2022-03-28,13.719
2022-03-29,11.878
2022-03-30,11.969
2022-03-31,11.775
2022-04-01,11.576
2022-04-02,11.576
2022-04-03,11.576
2022-04-04,11.235
2022-04-05,11.127
2022-04-06,13.802
2022-04-07,13.487
2022-04-08,13.13
2022-04-09,13.13
2022-04-10,13.13
2022-04-11,13.873
2022-04-12,13.951
2022-04-13,14.899
2022-04-14,14.929
2022-04-15,14.929
2022-04-16,14.929
2022-04-17,14.929
2022-04-18,15.49
2022-04-19,15.864
2022-04-20,15.747
2022-04-21,15.315
2022-04-22,15.289
2022-04-23,15.289
2022-04-24,15.289
2022-04-25,15.756
2022-04-26,23.392
2022-04-27,23.095
2022-04-28,23.518
2022-04-29,22.864
2022-04-30,22.864
2022-05-01,22.864
2022-05-02,23.266
2022-05-03,23.558
2022-05-04,23.975
2022-05-05,22.151
2022-05-06,22.533
2022-05-07,22.533
2022-05-08,22.533
2022-05-09,19.799
2022-05-10,20.166
2022-05-11,19.307
2022-05-12,19.281
2022-05-13,19.613
2022-05-14,19.613
2022-05-15,19.613
2022-05-16,18.789
2022-05-17,19.442
2022-05-18,18.211
2022-05-19,17.97
2022-05-20,17.518
2022-05-21,17.518
2022-05-22,17.518
2022-05-23,17.462
2022-05-24,15.437
2022-05-25,16.844
2022-05-26,19.126
2022-05-27,19.317
2022-05-28,19.317
2022-05-29,19.317
2022-05-30,19.317
2022-05-31,19.04
2022-06-01,19.07
2022-06-02,19.121
2022-06-03,17.884
2022-06-04,17.884
2022-06-05,17.884
2022-06-06,18.719
2022-06-07,11.471
2022-06-08,12.059
2022-06-09,11.642
2022-06-10,11.051
2022-06-11,11.051
2022-06-12,11.051
2022-06-13,10.129
2022-06-14,10.27
2022-06-15,10.646
2022-06-16,9.698
2022-06-17,10.023
2022-06-18,10.023
2022-06-19,10.023
2022-06-20,10.023
2022-06-21,9.156
2022-06-22,9.319
2022-06-23,9.114
2022-06-24,10.017
2022-06-25,10.017
2022-06-26,10.017
2022-06-27,9.798
2022-06-28,9.425
2022-06-29,9.467
2022-06-30,9.19
2022-07-01,9.451
2022-07-02,9.451
2022-07-03,9.451
2022-07-04,9.451
2022-07-05,9.565
2022-07-06,9.078
2022-07-07,9.237
2022-07-08,9.016
2022-07-09,9.016
2022-07-10,9.016
2022-07-11,9.041
2022-07-12,8.676
2022-07-13,8.94
2022-07-14,8.855
2022-07-15,8.985
2022-07-16,8.985
2022-07-17,8.985
2022-07-18,9.342
2022-07-19,9.758
2022-07-20,9.899
2022-07-21,9.842
2022-07-22,9.691
2022-07-23,9.691
2022-07-24,9.691
2022-07-25,9.781
2022-07-26,9.553
2022-07-27,9.994
2022-07-28,10.425
2022-07-29,10.509
2022-07-30,10.509
2022-07-31,10.509
2022-08-01,10.669
2022-08-02,10.993
2022-08-03,11.21
2022-08-04,11.134
2022-08-05,10.987
2022-08-06,10.987
2022-08-07,10.987
2022-08-08,11.432
2022-08-09,11.269
2022-08-10,11.803
2022-08-11,12.0
2022-08-12,12.135
2022-08-13,12.135
2022-08-14,12.135
2022-08-15,12.115
2022-08-16,12.307
2022-08-17,11.904
2022-08-18,12.177
2022-08-19,11.899
2022-08-20,11.899
2022-08-21,11.899
2022-08-22,11.53
2022-08-23,11.809
2022-08-24,11.944
2022-08-25,12.259
2022-08-26,11.887
2022-08-27,11.887
2022-08-28,11.887
2022-08-29,11.693
2022-08-30,11.527
2022-08-31,11.629
2022-09-01,11.738
2022-09-02,11.823
2022-09-03,11.823
2022-09-04,11.823
2022-09-05,11.823
2022-09-06,11.935
2022-09-07,12.308
2022-09-08,10.498
2022-09-09,10.815
2022-09-10,10.815
2022-09-11,10.815
2022-09-12,11.123
2022-09-13,10.351
2022-09-14,10.64
2022-09-15,10.703
2022-09-16,10.7
2022-09-17,10.7
2022-09-18,10.7
2022-09-19,10.343
2022-09-20,10.209
2022-09-21,9.966
2022-09-22,9.537
2022-09-23,9.211
2022-09-24,9.211
2022-09-25,9.211
2022-09-26,8.797
2022-09-27,8.903
2022-09-28,9.151
2022-09-29,8.991
2022-09-30,8.866
2022-10-01,8.866
2022-10-02,8.866
2022-10-03,9.108
2022-10-04,9.654
2022-10-05,9.506
2022-10-06,9.369
2022-10-07,9.294
2022-10-08,9.294
2022-10-09,9.294
2022-10-10,9.201
2022-10-11,9.177
2022-10-12,9.439
2022-10-13,9.773
2022-10-14,9.712
2022-10-15,9.712
2022-10-16,9.712
2022-10-17,9.895
2022-10-18,10.331
2022-10-19,10.215
2022-10-20,10.334
2022-10-21,10.619
2022-10-22,10.619
2022-10-23,10.619
2022-10-24,10.453
2022-10-25,10.712
2022-10-26,11.105
2022-10-27,11.288
2022-10-28,11.701
2022-10-29,11.701
2022-10-30,11.701
2022-10-31,11.584
2022-11-01,11.061
2022-11-02,10.439
2022-11-03,10.82
2022-11-04,10.968
2022-11-05,10.968
2022-11-06,10.968
2022-11-07,10.77
2022-11-08,10.809
2022-11-09,10.556
2022-11-10,11.613
2022-11-11,11.459
2022-11-12,11.459
2022-11-13,11.459
2022-11-14,11.365
2022-11-15,11.569
2022-11-16,11.444
2022-11-17,11.47
2022-11-18,11.47
2022-11-19,11.47
2022-11-20,11.47
2022-11-21,11.066
2022-11-22,10.937
2022-11-23,11.013
2022-11-24,11.013
2022-11-25,11.313
2022-11-26,11.313
2022-11-27,11.313
2022-11-28,11.493
2022-11-29,11.415
2022-11-30,11.546
2022-12-01,10.684
2022-12-02,10.649
2022-12-03,10.649
2022-12-04,10.649
2022-12-05,10.153
2022-12-06,9.658
2022-12-07,8.809
2022-12-08,9.206
2022-12-09,7.969
2022-12-10,7.969
2022-12-11,7.969
2022-12-12,8.224
2022-12-13,8.181
2022-12-14,8.153
2022-12-15,7.919
2022-12-16,7.785
2022-12-17,7.785
2022-12-18,7.785
2022-12-19,7.602
2022-12-20,7.833
2022-12-21,7.934
2022-12-22,8.205
2022-12-23,8.233
2022-12-24,8.233
2022-12-25,8.233
2022-12-26,8.233
2022-12-27,8.2
2022-12-28,8.224
2022-12-29,8.252
2022-12-30,8.339
2022-12-31,8.339
2023-01-01,8.339
2023-01-02,8.339
2023-01-03,8.346
2023-01-04,8.746
2023-01-05,8.866
2023-01-06,9.082
2023-01-07,9.082
2023-01-08,9.082
2023-01-09,9.448
2023-01-10,9.668
2023-01-11,9.624
2023-01-12,9.899
2023-01-13,10.113
2023-01-14,10.113
2023-01-15,10.113
2023-01-16,10.113
2023-01-17,9.668
2023-01-18,9.647
2023-01-19,9.64
2023-01-20,9.906
2023-01-21,9.906
2023-01-22,9.906
2023-01-23,9.911
2023-01-24,9.654
2023-01-25,9.518
2023-01-26,9.666
2023-01-27,9.788
2023-01-28,9.788
2023-01-29,9.788
2023-01-30,9.776
2023-01-31,10.2
2023-02-01,10.376
2023-02-02,10.461
2023-02-03,10.52
2023-02-04,10.52
2023-02-05,10.52
2023-02-06,10.416
2023-02-07,10.548
2023-02-08,10.334
2023-02-09,10.358
2023-02-10,10.261
2023-02-11,10.261
2023-02-12,10.261
2023-02-13,10.304
2023-02-14,10.336
2023-02-15,10.261
2023-02-16,10.252
2023-02-17,10.047
2023-02-18,10.047
2023-02-19,10.047
2023-02-20,10.047
2023-02-21,9.624
2023-02-22,9.708
2023-02-23,9.666
2023-02-24,9.492
2023-02-25,9.492
2023-02-26,9.492
2023-02-27,9.36
2023-02-28,9.416
2023-03-01,9.393
2023-03-02,9.555
2023-03-03,9.746
2023-03-04,9.746
2023-03-05,9.746
2023-03-06,9.428
2023-03-07,9.221
2023-03-08,9.245
2023-03-09,8.833
2023-03-10,8.456
2023-03-11,8.456
2023-03-12,8.456
2023-03-13,8.04
2023-03-14,7.929
2023-03-15,8.0
2023-03-16,8.271
2023-03-17,8.068
2023-03-18,8.068
2023-03-19,8.068
2023-03-20,8.459
2023-03-21,8.858
2023-03-22,8.97
2023-03-23,8.758
2023-03-24,8.795
2023-03-25,8.795
2023-03-26,8.795
2023-03-27,8.98
2023-03-28,9.068
2023-03-29,9.273
2023-03-30,9.286
2023-03-31,9.352
2023-04-01,9.352
2023-04-02,9.352
2023-04-03,9.146
2023-04-04,8.846
2023-04-05,8.503
2023-04-06,8.638
2023-04-07,8.638
2023-04-08,8.638
2023-04-09,8.638
2023-04-10,8.854
2023-04-11,9.283
2023-04-12,8.815
2023-04-13,8.854
2023-04-14,8.943
2023-04-15,8.943
2023-04-16,8.943
2023-04-17,8.772
2023-04-18,8.828
2023-04-19,8.876
2023-04-20,8.64
2023-04-21,8.64
2023-04-22,8.64
2023-04-23,8.64
2023-04-24,8.706
2023-04-25,8.531
2023-04-26,8.64
2023-04-27,8.821
2023-04-28,9.014
2023-04-29,9.014
2023-04-30,9.014
2023-05-01,9.528
2023-05-02,9.271
2023-05-03,9.764
2023-05-04,9.608
2023-05-05,9.743
2023-05-06,9.743
2023-05-07,9.743
2023-05-08,9.429
2023-05-09,9.606
2023-05-10,9.466
2023-05-11,9.391
2023-05-12,9.276
2023-05-13,9.276
2023-05-14,9.276
2023-05-15,9.117
2023-05-16,9.117
2023-05-17,9.319
2023-05-18,9.441
2023-05-19,9.36
2023-05-20,9.36
2023-05-21,9.36
2023-05-22,9.122
2023-05-23,9.226
2023-05-24,9.198
2023-05-25,9.082
2023-05-26,9.0
2023-05-27,9.0
2023-05-28,9.0
2023-05-29,9.0
2023-05-30,8.745
2023-05-31,8.736
2023-06-01,8.785
2023-06-02,9.082
2023-06-03,9.082
2023-06-04,9.082
2023-06-05,8.674
2023-06-06,8.691
2023-06-07,9.898
2023-06-08,9.5
2023-06-09,9.308
2023-06-10,9.308
2023-06-11,9.308
2023-06-12,9.001
2023-06-13,10.649
2023-06-14,9.812
2023-06-15,9.396
2023-06-16,8.91
2023-06-17,8.91
2023-06-18,8.91
2023-06-19,8.91
2023-06-20,9.334
2023-06-21,9.35
2023-06-22,9.39
2023-06-23,9.557
2023-06-24,9.557
2023-06-25,9.557
2023-06-26,9.55
2023-06-27,9.81
2023-06-28,9.937
2023-06-29,10.184
2023-06-30,10.109
2023-07-01,10.109
2023-07-02,10.109
2023-07-03,10.116
2023-07-04,10.116
2023-07-05,9.785
2023-07-06,9.792
2023-07-07,10.093
2023-07-08,10.093
2023-07-09,10.093
2023-07-10,10.102
2023-07-11,10.165
2023-07-12,10.186
2023-07-13,10.344
2023-07-14,10.306
2023-07-15,10.306
2023-07-16,10.306
2023-07-17,10.014
2023-07-18,10.267
2023-07-19,10.477
2023-07-20,10.484
2023-07-21,10.463
2023-07-22,10.463
2023-07-23,10.463
2023-07-24,10.581
2023-07-25,10.357
2023-07-26,10.339
2023-07-27,10.108
2023-07-28,10.258
2023-07-29,10.258
2023-07-30,10.258
2023-07-31,10.716
2023-08-01,10.627
2023-08-02,10.297
2023-08-03,10.021
2023-08-04,9.995
2023-08-05,9.995
2023-08-06,9.995
2023-08-07,10.049
2023-08-08,9.902
2023-08-09,9.726
2023-08-10,9.588
2023-08-11,9.483
2023-08-12,9.483
2023-08-13,9.483
2023-08-14,9.661
2023-08-15,9.547
2023-08-16,9.613
2023-08-17,9.256
2023-08-18,9.415
2023-08-19,9.415
2023-08-20,9.415
2023-08-21,9.439
2023-08-22,9.439
2023-08-23,9.431
2023-08-24,9.16
2023-08-25,9.24
2023-08-26,9.24
2023-08-27,9.24
2023-08-28,9.24
2023-08-29,9.382
2023-08-30,9.41
2023-08-31,9.266
2023-09-01,9.412
2023-09-02,9.412
2023-09-03,9.412
