,ESNT US Equity
2020-11-13,5.74
2020-11-14,5.74
2020-11-15,5.74
2020-11-16,6.166
2020-11-17,6.207
2020-11-18,6.1
2020-11-19,6.141
2020-11-20,6.057
2020-11-21,6.057
2020-11-22,6.057
2020-11-23,6.059
2020-11-24,6.224
2020-11-25,6.16
2020-11-26,6.16
2020-11-27,6.1
2020-11-28,6.1
2020-11-29,6.1
2020-11-30,5.922
2020-12-01,6.087
2020-12-02,6.131
2020-12-03,6.087
2020-12-04,6.196
2020-12-05,6.196
2020-12-06,6.196
2020-12-07,6.092
2020-12-08,6.005
2020-12-09,6.018
2020-12-10,6.007
2020-12-11,5.842
2020-12-12,5.842
2020-12-13,5.842
2020-12-14,5.778
2020-12-15,6.057
2020-12-16,6.199
2020-12-17,6.022
2020-12-18,5.938
2020-12-19,5.938
2020-12-20,5.938
2020-12-21,5.994
2020-12-22,5.915
2020-12-23,5.965
2020-12-24,5.929
2020-12-25,5.929
2020-12-26,5.929
2020-12-27,5.929
2020-12-28,5.896
2020-12-29,5.779
2020-12-30,5.82
2020-12-31,5.833
2021-01-01,5.833
2021-01-02,5.833
2021-01-03,5.833
2021-01-04,5.693
2021-01-05,5.757
2021-01-06,6.129
2021-01-07,6.357
2021-01-08,6.47
2021-01-09,6.47
2021-01-10,6.47
2021-01-11,6.568
2021-01-12,6.53
2021-01-13,6.504
2021-01-14,6.545
2021-01-15,6.495
2021-01-16,6.495
2021-01-17,6.495
2021-01-18,6.495
2021-01-19,6.381
2021-01-20,6.53
2021-01-21,6.318
2021-01-22,6.185
2021-01-23,6.185
2021-01-24,6.185
2021-01-25,6.073
2021-01-26,5.878
2021-01-27,5.716
2021-01-28,5.898
2021-01-29,5.648
2021-01-30,5.648
2021-01-31,5.648
2021-02-01,5.836
2021-02-02,5.898
2021-02-03,5.717
2021-02-04,5.926
2021-02-05,5.896
2021-02-06,5.896
2021-02-07,5.896
2021-02-08,6.026
2021-02-09,6.08
2021-02-10,6.04
2021-02-11,6.009
2021-02-12,5.878
2021-02-13,5.878
2021-02-14,5.878
2021-02-15,5.878
2021-02-16,6.019
2021-02-17,6.002
2021-02-18,5.857
2021-02-19,5.971
2021-02-20,5.971
2021-02-21,5.971
2021-02-22,5.847
2021-02-23,5.757
2021-02-24,5.838
2021-02-25,5.563
2021-02-26,5.567
2021-02-27,5.567
2021-02-28,5.567
2021-03-01,5.859
2021-03-02,5.713
2021-03-03,5.743
2021-03-04,5.568
2021-03-05,5.707
2021-03-06,5.707
2021-03-07,5.707
2021-03-08,5.718
2021-03-09,5.763
2021-03-10,5.964
2021-03-11,6.166
2021-03-12,6.224
2021-03-13,6.224
2021-03-14,6.224
2021-03-15,6.21
2021-03-16,6.14
2021-03-17,6.29
2021-03-18,6.014
2021-03-19,5.896
2021-03-20,5.896
2021-03-21,5.896
2021-03-22,5.8
2021-03-23,5.745
2021-03-24,5.672
2021-03-25,5.809
2021-03-26,6.02
2021-03-27,6.02
2021-03-28,6.02
2021-03-29,6.056
2021-03-30,6.187
2021-03-31,6.437
2021-04-01,6.32
2021-04-02,6.32
2021-04-03,6.32
2021-04-04,6.32
2021-04-05,6.542
2021-04-06,6.503
2021-04-07,6.583
2021-04-08,6.728
2021-04-09,6.763
2021-04-10,6.763
2021-04-11,6.763
2021-04-12,6.653
2021-04-13,6.601
2021-04-14,6.614
2021-04-15,6.614
2021-04-16,6.66
2021-04-17,6.66
2021-04-18,6.66
2021-04-19,6.775
2021-04-20,6.643
2021-04-21,6.785
2021-04-22,6.845
2021-04-23,7.004
2021-04-24,7.004
2021-04-25,7.004
2021-04-26,7.086
2021-04-27,7.179
2021-04-28,7.243
2021-04-29,7.239
2021-04-30,7.126
2021-05-01,7.126
2021-05-02,7.126
2021-05-03,7.147
2021-05-04,7.098
2021-05-05,7.048
2021-05-06,6.695
2021-05-07,6.736
2021-05-08,6.736
2021-05-09,6.736
2021-05-10,6.527
2021-05-11,6.308
2021-05-12,6.243
2021-05-13,6.431
2021-05-14,6.442
2021-05-15,6.442
2021-05-16,6.442
2021-05-17,6.512
2021-05-18,6.498
2021-05-19,6.484
2021-05-20,6.485
2021-05-21,6.504
2021-05-22,6.504
2021-05-23,6.504
2021-05-24,6.437
2021-05-25,6.353
2021-05-26,6.519
2021-05-27,6.557
2021-05-28,6.507
2021-05-29,6.507
2021-05-30,6.507
2021-05-31,6.507
2021-06-01,6.527
2021-06-02,6.466
2021-06-03,6.423
2021-06-04,6.443
2021-06-05,6.443
2021-06-06,6.443
2021-06-07,6.613
2021-06-08,6.654
2021-06-09,6.605
2021-06-10,6.469
2021-06-11,6.476
2021-06-12,6.476
2021-06-13,6.476
2021-06-14,6.457
2021-06-15,6.512
2021-06-16,6.514
2021-06-17,6.28
2021-06-18,6.074
2021-06-19,6.074
2021-06-20,6.074
2021-06-21,6.25
2021-06-22,6.296
2021-06-23,6.266
2021-06-24,6.289
2021-06-25,6.383
2021-06-26,6.383
2021-06-27,6.383
2021-06-28,6.253
2021-06-29,6.178
2021-06-30,6.114
2021-07-01,6.216
2021-07-02,6.167
2021-07-03,6.167
2021-07-04,6.167
2021-07-05,6.167
2021-07-06,6.024
2021-07-07,5.949
2021-07-08,5.876
2021-07-09,5.974
2021-07-10,5.974
2021-07-11,5.974
2021-07-12,6.097
2021-07-13,5.974
2021-07-14,6.009
2021-07-15,6.039
2021-07-16,5.974
2021-07-17,5.974
2021-07-18,5.974
2021-07-19,5.772
2021-07-20,5.911
2021-07-21,5.986
2021-07-22,5.889
2021-07-23,5.951
2021-07-24,5.951
2021-07-25,5.951
2021-07-26,5.949
2021-07-27,5.919
2021-07-28,6.024
2021-07-29,6.126
2021-07-30,6.144
2021-07-31,6.144
2021-08-01,6.144
2021-08-02,6.119
2021-08-03,6.137
2021-08-04,6.165
2021-08-05,6.289
2021-08-06,6.515
2021-08-07,6.515
2021-08-08,6.515
2021-08-09,6.439
2021-08-10,6.45
2021-08-11,6.515
2021-08-12,6.458
2021-08-13,6.474
2021-08-14,6.474
2021-08-15,6.474
2021-08-16,6.438
2021-08-17,6.348
2021-08-18,6.376
2021-08-19,6.235
2021-08-20,6.353
2021-08-21,6.353
2021-08-22,6.353
2021-08-23,6.364
2021-08-24,6.428
2021-08-25,6.409
2021-08-26,6.319
2021-08-27,6.477
2021-08-28,6.477
2021-08-29,6.477
2021-08-30,6.367
2021-08-31,6.428
2021-09-01,6.406
2021-09-02,6.435
2021-09-03,6.398
2021-09-04,6.398
2021-09-05,6.398
2021-09-06,6.398
2021-09-07,6.335
2021-09-08,6.303
2021-09-09,6.294
2021-09-10,6.155
2021-09-11,6.155
2021-09-12,6.155
2021-09-13,6.263
2021-09-14,6.084
2021-09-15,6.069
2021-09-16,6.081
2021-09-17,6.055
2021-09-18,6.055
2021-09-19,6.055
2021-09-20,5.983
2021-09-21,5.938
2021-09-22,6.035
2021-09-23,6.113
2021-09-24,6.065
2021-09-25,6.065
2021-09-26,6.065
2021-09-27,6.213
2021-09-28,6.075
2021-09-29,6.099
2021-09-30,6.009
2021-10-01,6.213
2021-10-02,6.213
2021-10-03,6.213
2021-10-04,6.15
2021-10-05,6.143
2021-10-06,6.103
2021-10-07,6.199
2021-10-08,6.268
2021-10-09,6.268
2021-10-10,6.268
2021-10-11,6.33
2021-10-12,6.449
2021-10-13,6.544
2021-10-14,6.719
2021-10-15,6.739
2021-10-16,6.739
2021-10-17,6.739
2021-10-18,6.693
2021-10-19,6.701
2021-10-20,6.822
2021-10-21,6.8
2021-10-22,6.728
2021-10-23,6.728
2021-10-24,6.728
2021-10-25,6.782
2021-10-26,6.754
2021-10-27,6.59
2021-10-28,6.539
2021-10-29,6.587
2021-10-30,6.587
2021-10-31,6.587
2021-11-01,6.775
2021-11-02,6.731
2021-11-03,6.564
2021-11-04,6.476
2021-11-05,6.61
2021-11-06,6.61
2021-11-07,6.61
2021-11-08,6.436
2021-11-09,6.24
2021-11-10,6.323
2021-11-11,6.307
2021-11-12,6.225
2021-11-13,6.225
2021-11-14,6.225
2021-11-15,6.221
2021-11-16,6.186
2021-11-17,6.115
2021-11-18,6.039
2021-11-19,6.087
2021-11-20,6.087
2021-11-21,6.087
2021-11-22,6.049
2021-11-23,6.102
2021-11-24,6.107
2021-11-25,6.107
2021-11-26,5.753
2021-11-27,5.753
2021-11-28,5.753
2021-11-29,5.659
2021-11-30,5.606
2021-12-01,5.622
2021-12-02,5.842
2021-12-03,5.738
2021-12-04,5.738
2021-12-05,5.738
2021-12-06,5.849
2021-12-07,5.941
2021-12-08,5.951
2021-12-09,5.907
2021-12-10,5.872
2021-12-11,5.872
2021-12-12,5.872
2021-12-13,5.576
2021-12-14,5.531
2021-12-15,5.603
2021-12-16,5.571
2021-12-17,5.577
2021-12-18,5.577
2021-12-19,5.577
2021-12-20,5.315
2021-12-21,5.494
2021-12-22,5.585
2021-12-23,5.64
2021-12-24,5.64
2021-12-25,5.64
2021-12-26,5.64
2021-12-27,5.695
2021-12-28,5.722
2021-12-29,5.766
2021-12-30,5.775
2021-12-31,5.771
2022-01-01,5.771
2022-01-02,5.771
2022-01-03,5.783
2022-01-04,5.863
2022-01-05,5.783
2022-01-06,5.931
2022-01-07,6.049
2022-01-08,6.049
2022-01-09,6.049
2022-01-10,6.249
2022-01-11,6.248
2022-01-12,6.273
2022-01-13,6.27
2022-01-14,6.254
2022-01-15,6.254
2022-01-16,6.254
2022-01-17,6.254
2022-01-18,6.123
2022-01-19,5.932
2022-01-20,5.854
2022-01-21,5.7
2022-01-22,5.7
2022-01-23,5.7
2022-01-24,5.755
2022-01-25,5.795
2022-01-26,5.759
2022-01-27,5.564
2022-01-28,5.651
2022-01-29,5.651
2022-01-30,5.651
2022-01-31,5.785
2022-02-01,5.837
2022-02-02,5.782
2022-02-03,5.717
2022-02-04,5.784
2022-02-05,5.784
2022-02-06,5.784
2022-02-07,5.82
2022-02-08,5.946
2022-02-09,5.855
2022-02-10,5.783
2022-02-11,5.804
2022-02-12,5.804
2022-02-13,5.804
2022-02-14,6.036
2022-02-15,6.194
2022-02-16,6.205
2022-02-17,5.953
2022-02-18,5.984
2022-02-19,5.984
2022-02-20,5.984
2022-02-21,5.984
2022-02-22,5.908
2022-02-23,5.816
2022-02-24,5.729
2022-02-25,5.904
2022-02-26,5.904
2022-02-27,5.904
2022-02-28,5.874
2022-03-01,5.669
2022-03-02,5.878
2022-03-03,5.81
2022-03-04,5.632
2022-03-05,5.632
2022-03-06,5.632
2022-03-07,5.368
2022-03-08,5.263
2022-03-09,5.477
2022-03-10,5.46
2022-03-11,5.456
2022-03-12,5.456
2022-03-13,5.456
2022-03-14,5.587
2022-03-15,5.591
2022-03-16,5.632
2022-03-17,5.535
2022-03-18,5.565
2022-03-19,5.565
2022-03-20,5.565
2022-03-21,5.549
2022-03-22,5.635
2022-03-23,5.473
2022-03-24,5.618
2022-03-25,5.651
2022-03-26,5.651
2022-03-27,5.651
2022-03-28,5.541
2022-03-29,5.615
2022-03-30,5.501
2022-03-31,5.405
2022-04-01,5.439
2022-04-02,5.439
2022-04-03,5.439
2022-04-04,5.406
2022-04-05,5.412
2022-04-06,5.319
2022-04-07,5.351
2022-04-08,5.366
2022-04-09,5.366
2022-04-10,5.366
2022-04-11,5.392
2022-04-12,5.348
2022-04-13,5.47
2022-04-14,5.558
2022-04-15,5.558
2022-04-16,5.558
2022-04-17,5.558
2022-04-18,5.622
2022-04-19,5.727
2022-04-20,5.846
2022-04-21,5.803
2022-04-22,5.487
2022-04-23,5.487
2022-04-24,5.487
2022-04-25,5.538
2022-04-26,5.426
2022-04-27,5.406
2022-04-28,5.548
2022-04-29,5.403
2022-04-30,5.403
2022-05-01,5.403
2022-05-02,5.462
2022-05-03,5.614
2022-05-04,5.738
2022-05-05,5.523
2022-05-06,5.619
2022-05-07,5.619
2022-05-08,5.619
2022-05-09,5.486
2022-05-10,5.455
2022-05-11,5.398
2022-05-12,5.379
2022-05-13,5.422
2022-05-14,5.422
2022-05-15,5.422
2022-05-16,5.399
2022-05-17,5.678
2022-05-18,5.452
2022-05-19,5.512
2022-05-20,5.396
2022-05-21,5.396
2022-05-22,5.396
2022-05-23,5.464
2022-05-24,5.376
2022-05-25,5.467
2022-05-26,5.636
2022-05-27,5.696
2022-05-28,5.696
2022-05-29,5.696
2022-05-30,5.696
2022-05-31,5.732
2022-06-01,5.675
2022-06-02,5.75
2022-06-03,5.669
2022-06-04,5.669
2022-06-05,5.669
2022-06-06,5.744
2022-06-07,5.862
2022-06-08,5.758
2022-06-09,5.7
2022-06-10,5.474
2022-06-11,5.474
2022-06-12,5.474
2022-06-13,5.203
2022-06-14,5.191
2022-06-15,5.17
2022-06-16,4.779
2022-06-17,4.947
2022-06-18,4.947
2022-06-19,4.947
2022-06-20,4.947
2022-06-21,4.951
2022-06-22,4.929
2022-06-23,5.065
2022-06-24,5.272
2022-06-25,5.272
2022-06-26,5.272
2022-06-27,5.277
2022-06-28,5.237
2022-06-29,5.233
2022-06-30,5.211
2022-07-01,5.294
2022-07-02,5.294
2022-07-03,5.294
2022-07-04,5.294
2022-07-05,5.472
2022-07-06,5.46
2022-07-07,5.497
2022-07-08,5.515
2022-07-09,5.515
2022-07-10,5.515
2022-07-11,5.495
2022-07-12,5.505
2022-07-13,5.518
2022-07-14,5.486
2022-07-15,5.591
2022-07-16,5.591
2022-07-17,5.591
2022-07-18,5.476
2022-07-19,5.628
2022-07-20,5.67
2022-07-21,5.697
2022-07-22,5.67
2022-07-23,5.67
2022-07-24,5.67
2022-07-25,5.817
2022-07-26,5.76
2022-07-27,5.81
2022-07-28,5.878
2022-07-29,5.935
2022-07-30,5.935
2022-07-31,5.935
2022-08-01,5.885
2022-08-02,5.806
2022-08-03,5.897
2022-08-04,5.946
2022-08-05,5.884
2022-08-06,5.884
2022-08-07,5.884
2022-08-08,5.992
2022-08-09,5.877
2022-08-10,6.004
2022-08-11,6.025
2022-08-12,6.139
2022-08-13,6.139
2022-08-14,6.139
2022-08-15,6.15
2022-08-16,6.184
2022-08-17,6.143
2022-08-18,6.164
2022-08-19,6.057
2022-08-20,6.057
2022-08-21,6.057
2022-08-22,5.883
2022-08-23,5.878
2022-08-24,5.788
2022-08-25,5.868
2022-08-26,5.721
2022-08-27,5.721
2022-08-28,5.721
2022-08-29,5.686
2022-08-30,5.668
2022-08-31,5.62
2022-09-01,5.492
2022-09-02,5.462
2022-09-03,5.462
2022-09-04,5.462
2022-09-05,5.462
2022-09-06,5.411
2022-09-07,5.514
2022-09-08,5.566
2022-09-09,5.717
2022-09-10,5.717
2022-09-11,5.717
2022-09-12,5.758
2022-09-13,5.543
2022-09-14,5.491
2022-09-15,5.501
2022-09-16,5.469
2022-09-17,5.469
2022-09-18,5.469
2022-09-19,5.525
2022-09-20,5.462
2022-09-21,5.36
2022-09-22,5.192
2022-09-23,5.06
2022-09-24,5.06
2022-09-25,5.06
2022-09-26,4.927
2022-09-27,4.877
2022-09-28,4.958
2022-09-29,4.991
2022-09-30,4.901
2022-10-01,4.901
2022-10-02,4.901
2022-10-03,5.065
2022-10-04,5.343
2022-10-05,5.29
2022-10-06,5.245
2022-10-07,5.061
2022-10-08,5.061
2022-10-09,5.061
2022-10-10,4.97
2022-10-11,5.008
2022-10-12,4.967
2022-10-13,5.149
2022-10-14,5.017
2022-10-15,5.017
2022-10-16,5.017
2022-10-17,5.209
2022-10-18,5.256
2022-10-19,5.154
2022-10-20,5.076
2022-10-21,5.129
2022-10-22,5.129
2022-10-23,5.129
2022-10-24,5.209
2022-10-25,5.375
2022-10-26,5.393
2022-10-27,5.461
2022-10-28,5.57
2022-10-29,5.57
2022-10-30,5.57
2022-10-31,5.61
2022-11-01,5.594
2022-11-02,5.489
2022-11-03,5.421
2022-11-04,5.422
2022-11-05,5.422
2022-11-06,5.422
2022-11-07,5.441
2022-11-08,5.53
2022-11-09,5.392
2022-11-10,5.749
2022-11-11,5.632
2022-11-12,5.632
2022-11-13,5.632
2022-11-14,5.526
2022-11-15,5.516
2022-11-16,5.454
2022-11-17,5.499
2022-11-18,5.558
2022-11-19,5.558
2022-11-20,5.558
2022-11-21,5.566
2022-11-22,5.714
2022-11-23,5.769
2022-11-24,5.769
2022-11-25,5.724
2022-11-26,5.724
2022-11-27,5.724
2022-11-28,5.631
2022-11-29,5.652
2022-11-30,5.843
2022-12-01,5.853
2022-12-02,5.77
2022-12-03,5.77
2022-12-04,5.77
2022-12-05,5.548
2022-12-06,5.499
2022-12-07,5.522
2022-12-08,5.532
2022-12-09,5.527
2022-12-10,5.527
2022-12-11,5.527
2022-12-12,5.597
2022-12-13,5.6
2022-12-14,5.583
2022-12-15,5.578
2022-12-16,5.499
2022-12-17,5.499
2022-12-18,5.499
2022-12-19,5.483
2022-12-20,5.562
2022-12-21,5.773
2022-12-22,5.653
2022-12-23,5.706
2022-12-24,5.706
2022-12-25,5.706
2022-12-26,5.706
2022-12-27,5.71
2022-12-28,5.628
2022-12-29,5.745
2022-12-30,5.693
2022-12-31,5.693
2023-01-01,5.693
2023-01-02,5.693
2023-01-03,5.782
2023-01-04,5.785
2023-01-05,5.664
2023-01-06,5.657
2023-01-07,5.657
2023-01-08,5.657
2023-01-09,5.638
2023-01-10,5.752
2023-01-11,5.871
2023-01-12,5.901
2023-01-13,5.895
2023-01-14,5.895
2023-01-15,5.895
2023-01-16,5.895
2023-01-17,5.896
2023-01-18,5.917
2023-01-19,5.934
2023-01-20,6.026
2023-01-21,6.026
2023-01-22,6.026
2023-01-23,6.017
2023-01-24,5.986
2023-01-25,6.064
2023-01-26,6.283
2023-01-27,6.325
2023-01-28,6.325
2023-01-29,6.325
2023-01-30,6.283
2023-01-31,6.484
2023-02-01,6.522
2023-02-02,6.525
2023-02-03,6.506
2023-02-04,6.506
2023-02-05,6.506
2023-02-06,6.32
2023-02-07,6.407
2023-02-08,6.328
2023-02-09,6.248
2023-02-10,6.254
2023-02-11,6.254
2023-02-12,6.254
2023-02-13,6.453
2023-02-14,6.48
2023-02-15,6.495
2023-02-16,6.434
2023-02-17,6.457
2023-02-18,6.457
2023-02-19,6.457
2023-02-20,6.457
2023-02-21,6.282
2023-02-22,6.305
2023-02-23,6.389
2023-02-24,6.367
2023-02-25,6.367
2023-02-26,6.367
2023-02-27,6.388
2023-02-28,6.376
2023-03-01,6.4
2023-03-02,6.45
2023-03-03,6.489
2023-03-04,6.489
2023-03-05,6.489
2023-03-06,6.483
2023-03-07,6.456
2023-03-08,6.447
2023-03-09,6.157
2023-03-10,5.947
2023-03-11,5.947
2023-03-12,5.947
2023-03-13,5.675
2023-03-14,5.726
2023-03-15,5.608
2023-03-16,5.771
2023-03-17,5.491
2023-03-18,5.491
2023-03-19,5.491
2023-03-20,5.656
2023-03-21,5.781
2023-03-22,5.709
2023-03-23,5.659
2023-03-24,5.817
2023-03-25,5.817
2023-03-26,5.817
2023-03-27,5.881
2023-03-28,5.886
2023-03-29,5.957
2023-03-30,5.926
2023-03-31,5.98
2023-04-01,5.98
2023-04-02,5.98
2023-04-03,6.001
2023-04-04,5.86
2023-04-05,5.905
2023-04-06,5.939
2023-04-07,5.939
2023-04-08,5.939
2023-04-09,5.939
2023-04-10,5.937
2023-04-11,6.103
2023-04-12,6.15
2023-04-13,6.198
2023-04-14,6.224
2023-04-15,6.224
2023-04-16,6.224
2023-04-17,6.25
2023-04-18,6.242
2023-04-19,6.271
2023-04-20,6.255
2023-04-21,6.256
2023-04-22,6.256
2023-04-23,6.256
2023-04-24,6.215
2023-04-25,6.147
2023-04-26,6.083
2023-04-27,6.206
2023-04-28,6.351
2023-04-29,6.351
2023-04-30,6.351
2023-05-01,6.346
2023-05-02,6.212
2023-05-03,6.246
2023-05-04,6.135
2023-05-05,6.357
2023-05-06,6.357
2023-05-07,6.357
2023-05-08,6.417
2023-05-09,6.474
2023-05-10,6.487
2023-05-11,6.488
2023-05-12,6.439
2023-05-13,6.439
2023-05-14,6.439
2023-05-15,6.554
2023-05-16,6.472
2023-05-17,6.612
2023-05-18,6.702
2023-05-19,6.637
2023-05-20,6.637
2023-05-21,6.637
2023-05-22,6.598
2023-05-23,6.552
2023-05-24,6.46
2023-05-25,6.496
2023-05-26,6.644
2023-05-27,6.644
2023-05-28,6.644
2023-05-29,6.644
2023-05-30,6.72
2023-05-31,6.61
2023-06-01,6.73
2023-06-02,6.911
2023-06-03,6.911
2023-06-04,6.911
2023-06-05,6.738
2023-06-06,6.932
2023-06-07,7.074
2023-06-08,6.992
2023-06-09,6.974
2023-06-10,6.974
2023-06-11,6.974
2023-06-12,6.935
2023-06-13,6.866
2023-06-14,6.75
2023-06-15,6.811
2023-06-16,6.76
2023-06-17,6.76
2023-06-18,6.76
2023-06-19,6.76
2023-06-20,6.759
2023-06-21,6.697
2023-06-22,6.696
2023-06-23,6.648
2023-06-24,6.648
2023-06-25,6.648
2023-06-26,6.643
2023-06-27,6.754
2023-06-28,6.886
2023-06-29,6.978
2023-06-30,6.995
2023-07-01,6.995
2023-07-02,6.995
2023-07-03,7.069
2023-07-04,7.069
2023-07-05,6.922
2023-07-06,6.812
2023-07-07,6.886
2023-07-08,6.886
2023-07-09,6.886
2023-07-10,6.941
2023-07-11,7.02
2023-07-12,7.123
2023-07-13,7.17
2023-07-14,7.162
2023-07-15,7.162
2023-07-16,7.162
2023-07-17,7.274
2023-07-18,7.334
2023-07-19,7.372
2023-07-20,7.402
2023-07-21,7.364
2023-07-22,7.364
2023-07-23,7.364
2023-07-24,7.426
2023-07-25,7.411
2023-07-26,7.478
2023-07-27,7.45
2023-07-28,7.445
2023-07-29,7.445
2023-07-30,7.445
2023-07-31,7.424
2023-08-01,7.432
2023-08-02,7.583
2023-08-03,7.653
2023-08-04,7.799
2023-08-05,7.799
2023-08-06,7.799
2023-08-07,7.845
2023-08-08,7.803
2023-08-09,7.767
2023-08-10,7.679
2023-08-11,7.718
2023-08-12,7.718
2023-08-13,7.718
2023-08-14,7.761
2023-08-15,7.639
2023-08-16,7.486
2023-08-17,7.451
2023-08-18,7.45
2023-08-19,7.45
2023-08-20,7.45
2023-08-21,7.401
2023-08-22,7.342
2023-08-23,7.419
2023-08-24,7.462
2023-08-25,7.484
2023-08-26,7.484
2023-08-27,7.484
2023-08-28,7.457
2023-08-29,7.5
2023-08-30,7.487
2023-08-31,7.469
2023-09-01,7.549
2023-09-02,7.549
