,TROW US Equity
2020-11-23,11.699
2020-11-24,12.083
2020-11-25,12.175
2020-11-26,12.175
2020-11-27,12.224
2020-11-28,12.224
2020-11-29,12.224
2020-11-30,12.038
2020-12-01,12.213
2020-12-02,12.298
2020-12-03,12.597
2020-12-04,12.804
2020-12-05,12.804
2020-12-06,12.804
2020-12-07,12.7
2020-12-08,12.857
2020-12-09,12.723
2020-12-10,12.536
2020-12-11,12.716
2020-12-12,12.716
2020-12-13,12.716
2020-12-14,12.486
2020-12-15,12.655
2020-12-16,12.703
2020-12-17,12.776
2020-12-18,12.704
2020-12-19,12.704
2020-12-20,12.704
2020-12-21,12.553
2020-12-22,12.449
2020-12-23,12.484
2020-12-24,12.521
2020-12-25,12.521
2020-12-26,12.521
2020-12-27,12.521
2020-12-28,12.503
2020-12-29,12.53
2020-12-30,12.631
2020-12-31,12.784
2021-01-01,12.784
2021-01-02,12.784
2021-01-03,12.784
2021-01-04,12.471
2021-01-05,12.59
2021-01-06,12.796
2021-01-07,13.051
2021-01-08,13.048
2021-01-09,13.048
2021-01-10,13.048
2021-01-11,13.121
2021-01-12,13.368
2021-01-13,13.274
2021-01-14,13.387
2021-01-15,13.209
2021-01-16,13.209
2021-01-17,13.209
2021-01-18,13.209
2021-01-19,13.383
2021-01-20,13.472
2021-01-21,13.227
2021-01-22,13.191
2021-01-23,13.191
2021-01-24,13.191
2021-01-25,13.258
2021-01-26,13.562
2021-01-27,13.215
2021-01-28,13.717
2021-01-29,13.717
2021-01-30,13.717
2021-01-31,13.717
2021-02-01,13.717
2021-02-02,13.717
2021-02-03,13.717
2021-02-04,13.717
2021-02-05,13.717
2021-02-06,13.717
2021-02-07,13.717
2021-02-08,13.717
2021-02-09,13.717
2021-02-10,13.717
2021-02-11,13.717
2021-02-12,13.717
2021-02-13,13.717
2021-02-14,13.717
2021-02-15,13.717
2021-02-16,13.717
2021-02-17,13.717
2021-02-18,13.717
2021-02-19,13.717
2021-02-20,13.717
2021-02-21,13.717
2021-02-22,13.717
2021-02-23,13.717
2021-02-24,13.717
2021-02-25,13.717
2021-02-26,13.717
2021-02-27,13.717
2021-02-28,13.717
2021-03-01,13.717
2021-03-02,13.717
2021-03-03,13.717
2021-03-04,13.717
2021-03-05,13.717
2021-03-06,13.717
2021-03-07,13.717
2021-03-08,13.717
2021-03-09,13.717
2021-03-10,13.717
2021-03-11,13.717
2021-03-12,13.717
2021-03-13,13.717
2021-03-14,13.717
2021-03-15,13.717
2021-03-16,13.717
2021-03-17,13.717
2021-03-18,13.717
2021-03-19,13.717
2021-03-20,13.717
2021-03-21,13.717
2021-03-22,13.717
2021-03-23,13.717
2021-03-24,13.717
2021-03-25,13.717
2021-03-26,13.717
2021-03-27,13.717
2021-03-28,13.717
2021-03-29,13.717
2021-03-30,13.717
2021-03-31,13.717
2021-04-01,13.717
2021-04-02,13.717
2021-04-03,13.717
2021-04-04,13.717
2021-04-05,13.717
2021-04-06,10.635
2021-04-07,10.659
2021-04-08,10.628
2021-04-09,10.814
2021-04-10,10.814
2021-04-11,10.814
2021-04-12,10.993
2021-04-13,10.658
2021-04-14,10.537
2021-04-15,10.683
2021-04-16,10.711
2021-04-17,10.711
2021-04-18,10.711
2021-04-19,10.664
2021-04-20,10.635
2021-04-21,10.794
2021-04-22,10.558
2021-04-23,10.756
2021-04-24,10.756
2021-04-25,10.756
2021-04-26,10.772
2021-04-27,10.775
2021-04-28,10.825
2021-04-29,10.952
2021-04-30,10.743
2021-05-01,10.743
2021-05-02,10.743
2021-05-03,10.952
2021-05-04,10.902
2021-05-05,11.11
2021-05-06,11.297
2021-05-07,11.344
2021-05-08,11.344
2021-05-09,11.344
2021-05-10,11.403
2021-05-11,11.077
2021-05-12,11.064
2021-05-13,11.319
2021-05-14,11.454
2021-05-15,11.454
2021-05-16,11.454
2021-05-17,11.478
2021-05-18,11.308
2021-05-19,11.26
2021-05-20,11.385
2021-05-21,11.52
2021-05-22,11.52
2021-05-23,11.52
2021-05-24,11.263
2021-05-25,11.236
2021-05-26,11.78
2021-05-27,11.949
2021-05-28,12.02
2021-05-29,12.02
2021-05-30,12.02
2021-05-31,12.02
2021-06-01,12.006
2021-06-02,12.115
2021-06-03,12.03
2021-06-04,12.216
2021-06-05,12.216
2021-06-06,12.216
2021-06-07,12.277
2021-06-08,12.31
2021-06-09,12.217
2021-06-10,12.044
2021-06-11,12.184
2021-06-12,12.184
2021-06-13,12.184
2021-06-14,12.168
2021-06-15,12.334
2021-06-16,12.373
2021-06-17,12.189
2021-06-18,12.004
2021-06-19,12.004
2021-06-20,12.004
2021-06-21,12.316
2021-06-22,12.382
2021-06-23,12.415
2021-06-24,12.518
2021-06-25,12.619
2021-06-26,12.619
2021-06-27,12.619
2021-06-28,12.653
2021-06-29,12.344
2021-06-30,12.355
2021-07-01,12.478
2021-07-02,12.704
2021-07-03,12.704
2021-07-04,12.704
2021-07-05,12.704
2021-07-06,12.709
2021-07-07,12.787
2021-07-08,12.445
2021-07-09,12.807
2021-07-10,12.807
2021-07-11,12.807
2021-07-12,12.724
2021-07-13,12.382
2021-07-14,12.277
2021-07-15,12.322
2021-07-16,12.26
2021-07-17,12.26
2021-07-18,12.26
2021-07-19,11.901
2021-07-20,12.313
2021-07-21,12.498
2021-07-22,12.379
2021-07-23,12.498
2021-07-24,12.498
2021-07-25,12.498
2021-07-26,12.43
2021-07-27,12.259
2021-07-28,12.227
2021-07-29,12.376
2021-07-30,12.389
2021-07-31,12.389
2021-08-01,12.389
2021-08-02,12.682
2021-08-03,12.892
2021-08-04,12.903
2021-08-05,13.053
2021-08-06,13.159
2021-08-07,13.159
2021-08-08,13.159
2021-08-09,13.256
2021-08-10,13.362
2021-08-11,13.355
2021-08-12,13.257
2021-08-13,13.211
2021-08-14,13.211
2021-08-15,13.211
2021-08-16,13.289
2021-08-17,13.087
2021-08-18,12.926
2021-08-19,13.065
2021-08-20,13.25
2021-08-21,13.25
2021-08-22,13.25
2021-08-23,13.261
2021-08-24,13.344
2021-08-25,13.486
2021-08-26,13.438
2021-08-27,13.691
2021-08-28,13.691
2021-08-29,13.691
2021-08-30,13.658
2021-08-31,13.766
2021-09-01,13.59
2021-09-02,13.615
2021-09-03,13.44
2021-09-04,13.44
2021-09-05,13.44
2021-09-06,13.44
2021-09-07,13.223
2021-09-08,13.35
2021-09-09,13.357
2021-09-10,13.319
2021-09-11,13.319
2021-09-12,13.319
2021-09-13,13.327
2021-09-14,13.156
2021-09-15,13.294
2021-09-16,13.289
2021-09-17,13.195
2021-09-18,13.195
2021-09-19,13.195
2021-09-20,12.702
2021-09-21,12.582
2021-09-22,12.788
2021-09-23,13.105
2021-09-24,13.053
2021-09-25,13.053
2021-09-26,13.053
2021-09-27,13.094
2021-09-28,12.482
2021-09-29,12.477
2021-09-30,12.156
2021-10-01,12.27
2021-10-02,12.27
2021-10-03,12.27
2021-10-04,11.964
2021-10-05,12.055
2021-10-06,11.976
2021-10-07,12.025
2021-10-08,12.073
2021-10-09,12.073
2021-10-10,12.073
2021-10-11,12.043
2021-10-12,11.649
2021-10-13,11.825
2021-10-14,12.2
2021-10-15,12.345
2021-10-16,12.345
2021-10-17,12.345
2021-10-18,12.441
2021-10-19,12.6
2021-10-20,12.719
2021-10-21,12.719
2021-10-22,12.854
2021-10-23,12.854
2021-10-24,12.854
2021-10-25,12.848
2021-10-26,12.999
2021-10-27,12.665
2021-10-28,13.383
2021-10-29,13.253
2021-10-30,13.253
2021-10-31,13.253
2021-11-01,13.191
2021-11-02,13.025
2021-11-03,13.184
2021-11-04,13.194
2021-11-05,13.28
2021-11-06,13.28
2021-11-07,13.28
2021-11-08,13.293
2021-11-09,13.195
2021-11-10,12.799
2021-11-11,12.86
2021-11-12,13.034
2021-11-13,13.034
2021-11-14,13.034
2021-11-15,13.061
2021-11-16,13.015
2021-11-17,12.77
2021-11-18,12.702
2021-11-19,12.737
2021-11-20,12.737
2021-11-21,12.737
2021-11-22,12.533
2021-11-23,12.605
2021-11-24,12.565
2021-11-25,12.565
2021-11-26,12.259
2021-11-27,12.259
2021-11-28,12.259
2021-11-29,12.524
2021-11-30,12.096
2021-12-01,11.859
2021-12-02,12.203
2021-12-03,11.833
2021-12-04,11.833
2021-12-05,11.833
2021-12-06,11.937
2021-12-07,12.354
2021-12-08,12.321
2021-12-09,12.063
2021-12-10,11.867
2021-12-11,11.867
2021-12-12,11.867
2021-12-13,11.743
2021-12-14,11.495
2021-12-15,11.784
2021-12-16,11.676
2021-12-17,11.844
2021-12-18,11.844
2021-12-19,11.844
2021-12-20,11.567
2021-12-21,11.673
2021-12-22,11.763
2021-12-23,11.962
2021-12-24,11.962
2021-12-25,11.962
2021-12-26,11.962
2021-12-27,12.209
2021-12-28,12.214
2021-12-29,12.1
2021-12-30,12.136
2021-12-31,12.044
2022-01-01,12.044
2022-01-02,12.044
2022-01-03,13.032
2022-01-04,13.069
2022-01-05,12.557
2022-01-06,12.727
2022-01-07,12.832
2022-01-08,12.832
2022-01-09,12.832
2022-01-10,12.673
2022-01-11,12.972
2022-01-12,12.236
2022-01-13,11.998
2022-01-14,11.84
2022-01-15,11.84
2022-01-16,11.84
2022-01-17,11.84
2022-01-18,11.621
2022-01-19,11.419
2022-01-20,11.215
2022-01-21,10.867
2022-01-22,10.867
2022-01-23,10.867
2022-01-24,10.843
2022-01-25,10.729
2022-01-26,10.659
2022-01-27,10.492
2022-01-28,10.183
2022-01-29,10.183
2022-01-30,10.183
2022-01-31,10.94
2022-02-01,11.033
2022-02-02,11.111
2022-02-03,10.482
2022-02-04,10.534
2022-02-05,10.534
2022-02-06,10.534
2022-02-07,10.756
2022-02-08,10.717
2022-02-09,10.857
2022-02-10,10.472
2022-02-11,10.219
2022-02-12,10.219
2022-02-13,10.219
2022-02-14,10.211
2022-02-15,10.384
2022-02-16,10.353
2022-02-17,10.16
2022-02-18,10.312
2022-02-19,10.312
2022-02-20,10.312
2022-02-21,10.312
2022-02-22,10.162
2022-02-23,9.982
2022-02-24,10.2
2022-02-25,10.38
2022-02-26,10.38
2022-02-27,10.38
2022-02-28,10.33
2022-03-01,9.973
2022-03-02,10.217
2022-03-03,10.213
2022-03-04,9.915
2022-03-05,9.915
2022-03-06,9.915
2022-03-07,9.608
2022-03-08,9.638
2022-03-09,9.924
2022-03-10,10.016
2022-03-11,9.854
2022-03-12,9.854
2022-03-13,9.854
2022-03-14,9.986
2022-03-15,10.164
2022-03-16,10.584
2022-03-17,10.719
2022-03-18,10.701
2022-03-19,10.701
2022-03-20,10.701
2022-03-21,10.622
2022-03-22,10.897
2022-03-23,10.678
2022-03-24,10.848
2022-03-25,10.859
2022-03-26,10.859
2022-03-27,10.859
2022-03-28,10.958
2022-03-29,11.303
2022-03-30,11.07
2022-03-31,10.932
2022-04-01,11.052
2022-04-02,11.052
2022-04-03,11.052
2022-04-04,11.262
2022-04-05,11.196
2022-04-06,10.874
2022-04-07,10.832
2022-04-08,10.874
2022-04-09,10.874
2022-04-10,10.874
2022-04-11,10.676
2022-04-12,10.74
2022-04-13,10.764
2022-04-14,10.418
2022-04-15,10.418
2022-04-16,10.418
2022-04-17,10.418
2022-04-18,10.444
2022-04-19,10.879
2022-04-20,10.75
2022-04-21,10.426
2022-04-22,10.063
2022-04-23,10.063
2022-04-24,10.063
2022-04-25,10.283
2022-04-26,9.853
2022-04-27,9.824
2022-04-28,9.617
2022-04-29,9.623
2022-04-30,9.623
2022-05-01,9.623
2022-05-02,9.995
2022-05-03,10.261
2022-05-04,10.821
2022-05-05,10.226
2022-05-06,10.104
2022-05-07,10.104
2022-05-08,10.104
2022-05-09,9.832
2022-05-10,9.883
2022-05-11,9.291
2022-05-12,9.652
2022-05-13,9.872
2022-05-14,9.872
2022-05-15,9.872
2022-05-16,9.802
2022-05-17,10.172
2022-05-18,9.819
2022-05-19,9.803
2022-05-20,9.984
2022-05-21,9.984
2022-05-22,9.984
2022-05-23,9.946
2022-05-24,9.866
2022-05-25,10.084
2022-05-26,10.472
2022-05-27,10.649
2022-05-28,10.649
2022-05-29,10.649
2022-05-30,10.649
2022-05-31,10.42
2022-06-01,10.157
2022-06-02,10.42
2022-06-03,10.253
2022-06-04,10.253
2022-06-05,10.253
2022-06-06,10.275
2022-06-07,10.339
2022-06-08,10.097
2022-06-09,9.938
2022-06-10,9.743
2022-06-11,9.743
2022-06-12,9.743
2022-06-13,9.154
2022-06-14,9.238
2022-06-15,9.443
2022-06-16,9.101
2022-06-17,9.152
2022-06-18,9.152
2022-06-19,9.152
2022-06-20,9.152
2022-06-21,9.427
2022-06-22,9.551
2022-06-23,9.866
2022-06-24,10.423
2022-06-25,10.423
2022-06-26,10.423
2022-06-27,10.339
2022-06-28,10.269
2022-06-29,10.063
2022-06-30,10.177
2022-07-01,10.33
2022-07-02,10.33
2022-07-03,10.33
2022-07-04,10.33
2022-07-05,10.488
2022-07-06,10.465
2022-07-07,10.653
2022-07-08,10.388
2022-07-09,10.388
2022-07-10,10.388
2022-07-11,10.766
2022-07-12,11.192
2022-07-13,11.045
2022-07-14,11.053
2022-07-15,11.704
2022-07-16,11.704
2022-07-17,11.704
2022-07-18,11.532
2022-07-19,12.297
2022-07-20,12.509
2022-07-21,12.672
2022-07-22,12.506
2022-07-23,12.506
2022-07-24,12.506
2022-07-25,12.394
2022-07-26,12.074
2022-07-27,12.415
2022-07-28,12.529
2022-07-29,12.909
2022-07-30,12.909
2022-07-31,12.909
2022-08-01,12.866
2022-08-02,12.825
2022-08-03,13.275
2022-08-04,13.114
2022-08-05,13.1
2022-08-06,13.1
2022-08-07,13.1
2022-08-08,13.386
2022-08-09,13.061
2022-08-10,13.606
2022-08-11,13.568
2022-08-12,13.736
2022-08-13,13.736
2022-08-14,13.736
2022-08-15,13.719
2022-08-16,13.724
2022-08-17,13.541
2022-08-18,13.685
2022-08-19,13.13
2022-08-20,13.13
2022-08-21,13.13
2022-08-22,12.855
2022-08-23,12.925
2022-08-24,12.964
2022-08-25,13.127
2022-08-26,12.43
2022-08-27,12.43
2022-08-28,12.43
2022-08-29,12.36
2022-08-30,12.404
2022-08-31,12.463
2022-09-01,12.359
2022-09-02,12.269
2022-09-03,12.269
2022-09-04,12.269
2022-09-05,12.269
2022-09-06,12.302
2022-09-07,12.572
2022-09-08,12.618
2022-09-09,12.896
2022-09-10,12.896
2022-09-11,12.896
2022-09-12,12.953
2022-09-13,12.045
2022-09-14,11.986
2022-09-15,11.741
2022-09-16,11.605
2022-09-17,11.605
2022-09-18,11.605
2022-09-19,12.005
2022-09-20,11.78
2022-09-21,11.61
2022-09-22,11.363
2022-09-23,11.323
2022-09-24,11.323
2022-09-25,11.323
2022-09-26,11.331
2022-09-27,11.255
2022-09-28,11.558
2022-09-29,11.322
2022-09-30,11.321
2022-10-01,11.321
2022-10-02,11.321
2022-10-03,11.94
2022-10-04,12.438
2022-10-05,12.249
2022-10-06,12.214
2022-10-07,11.694
2022-10-08,11.694
2022-10-09,11.694
2022-10-10,11.66
2022-10-11,11.609
2022-10-12,11.319
2022-10-13,11.768
2022-10-14,11.346
2022-10-15,11.346
2022-10-16,11.346
2022-10-17,11.864
2022-10-18,12.225
2022-10-19,11.965
2022-10-20,11.796
2022-10-21,12.127
2022-10-22,12.127
2022-10-23,12.127
2022-10-24,12.349
2022-10-25,12.857
2022-10-26,12.941
2022-10-27,12.767
2022-10-28,13.167
2022-10-29,13.167
2022-10-30,13.167
2022-10-31,12.866
2022-11-01,12.931
2022-11-02,12.685
2022-11-03,12.268
2022-11-04,12.463
2022-11-05,12.463
2022-11-06,12.463
2022-11-07,12.754
2022-11-08,13.28
2022-11-09,13.04
2022-11-10,15.119
2022-11-11,16.173
2022-11-12,16.173
2022-11-13,16.173
2022-11-14,15.222
2022-11-15,15.319
2022-11-16,15.019
2022-11-17,14.885
2022-11-18,14.8
2022-11-19,14.8
2022-11-20,14.8
2022-11-21,14.671
2022-11-22,15.051
2022-11-23,15.048
2022-11-24,15.048
2022-11-25,15.126
2022-11-26,15.126
2022-11-27,15.126
2022-11-28,14.652
2022-11-29,14.576
2022-11-30,15.109
2022-12-01,15.373
2022-12-02,15.243
2022-12-03,15.243
2022-12-04,15.243
2022-12-05,14.855
2022-12-06,14.578
2022-12-07,14.569
2022-12-08,14.69
2022-12-09,14.48
2022-12-10,14.48
2022-12-11,14.48
2022-12-12,14.62
2022-12-13,14.92
2022-12-14,14.208
2022-12-15,13.552
2022-12-16,13.414
2022-12-17,13.414
2022-12-18,13.414
2022-12-19,13.293
2022-12-20,13.267
2022-12-21,13.721
2022-12-22,13.384
2022-12-23,13.486
2022-12-24,13.486
2022-12-25,13.486
2022-12-26,13.486
2022-12-27,13.439
2022-12-28,13.117
2022-12-29,13.512
2022-12-30,13.236
2022-12-31,13.236
2023-01-01,13.236
2023-01-02,13.236
2023-01-03,13.247
2023-01-04,13.54
2023-01-05,13.157
2023-01-06,13.653
2023-01-07,13.653
2023-01-08,13.653
2023-01-09,13.964
2023-01-10,14.201
2023-01-11,14.509
2023-01-12,14.518
2023-01-13,14.404
2023-01-14,14.404
2023-01-15,14.404
2023-01-16,14.404
2023-01-17,14.419
2023-01-18,14.244
2023-01-19,13.831
2023-01-20,14.341
2023-01-21,14.341
2023-01-22,14.341
2023-01-23,14.485
2023-01-24,14.339
2023-01-25,14.237
2023-01-26,14.555
2023-01-27,15.174
2023-01-28,15.174
2023-01-29,15.174
2023-01-30,14.941
2023-01-31,15.423
2023-02-01,15.896
2023-02-02,17.049
2023-02-03,16.661
2023-02-04,16.661
2023-02-05,16.661
2023-02-06,16.255
2023-02-07,16.427
2023-02-08,15.96
2023-02-09,15.527
2023-02-10,15.59
2023-02-11,15.59
2023-02-12,15.59
2023-02-13,16.086
2023-02-14,16.025
2023-02-15,16.175
2023-02-16,15.784
2023-02-17,15.663
2023-02-18,15.663
2023-02-19,15.663
2023-02-20,15.663
2023-02-21,14.937
2023-02-22,14.805
2023-02-23,14.862
2023-02-24,14.532
2023-02-25,14.532
2023-02-26,14.532
2023-02-27,14.716
2023-02-28,14.812
2023-03-01,14.66
2023-03-02,14.664
2023-03-03,14.972
2023-03-04,14.972
2023-03-05,14.972
2023-03-06,15.117
2023-03-07,14.679
2023-03-08,14.861
2023-03-09,14.766
2023-03-10,13.894
2023-03-11,13.894
2023-03-12,13.894
2023-03-13,14.107
2023-03-14,14.261
2023-03-15,14.273
2023-03-16,14.473
2023-03-17,14.475
2023-03-18,14.475
2023-03-19,14.475
2023-03-20,14.395
2023-03-21,14.784
2023-03-22,14.47
2023-03-23,14.566
2023-03-24,14.825
2023-03-25,14.825
2023-03-26,14.825
2023-03-27,14.677
2023-03-28,14.612
2023-03-29,14.954
2023-03-30,14.916
2023-03-31,15.443
2023-04-01,15.443
2023-04-02,15.443
2023-04-03,15.368
2023-04-04,15.185
2023-04-05,15.046
2023-04-06,14.996
2023-04-07,14.996
2023-04-08,14.996
2023-04-09,14.996
2023-04-10,15.12
2023-04-11,15.429
2023-04-12,15.105
2023-04-13,15.355
2023-04-14,15.445
2023-04-15,15.445
2023-04-16,15.445
2023-04-17,15.473
2023-04-18,15.486
2023-04-19,15.388
2023-04-20,15.315
2023-04-21,15.291
2023-04-22,15.291
2023-04-23,15.291
2023-04-24,15.364
2023-04-25,14.934
2023-04-26,14.811
2023-04-27,15.136
2023-04-28,15.341
2023-04-29,15.341
2023-04-30,15.341
2023-05-01,15.202
2023-05-02,14.676
2023-05-03,14.571
2023-05-04,14.662
2023-05-05,14.912
2023-05-06,14.912
2023-05-07,14.912
2023-05-08,14.755
2023-05-09,14.591
2023-05-10,14.686
2023-05-11,14.715
2023-05-12,14.612
2023-05-13,14.612
2023-05-14,14.612
2023-05-15,14.748
2023-05-16,14.446
2023-05-17,14.632
2023-05-18,14.983
2023-05-19,14.833
2023-05-20,14.833
2023-05-21,14.833
2023-05-22,14.865
2023-05-23,14.751
2023-05-24,14.442
2023-05-25,14.483
2023-05-26,14.851
2023-05-27,14.851
2023-05-28,14.851
2023-05-29,14.851
2023-05-30,15.144
2023-05-31,14.925
2023-06-01,15.137
2023-06-02,15.491
2023-06-03,15.491
2023-06-04,15.491
2023-06-05,15.403
2023-06-06,15.645
2023-06-07,15.79
2023-06-08,15.903
2023-06-09,15.987
2023-06-10,15.987
2023-06-11,15.987
2023-06-12,15.457
2023-06-13,15.622
2023-06-14,15.696
2023-06-15,16.197
2023-06-16,16.125
2023-06-17,16.125
2023-06-18,16.125
2023-06-19,16.125
2023-06-20,15.881
2023-06-21,15.569
2023-06-22,15.049
2023-06-23,15.016
2023-06-24,15.016
2023-06-25,15.016
2023-06-26,15.114
2023-06-27,15.388
2023-06-28,15.56
2023-06-29,15.662
2023-06-30,15.781
2023-07-01,15.781
2023-07-02,15.781
2023-07-03,15.955
2023-07-04,15.955
2023-07-05,15.765
2023-07-06,15.431
2023-07-07,15.49
2023-07-08,15.49
2023-07-09,15.49
2023-07-10,15.98
2023-07-11,16.114
2023-07-12,16.305
2023-07-13,16.513
2023-07-14,16.18
2023-07-15,16.18
2023-07-16,16.18
2023-07-17,16.364
2023-07-18,16.62
2023-07-19,16.836
2023-07-20,16.694
2023-07-21,16.618
2023-07-22,16.618
2023-07-23,16.618
2023-07-24,16.72
2023-07-25,16.537
2023-07-26,16.458
2023-07-27,16.224
2023-07-28,17.302
2023-07-29,17.302
2023-07-30,17.302
2023-07-31,16.229
2023-08-01,15.943
2023-08-02,15.577
2023-08-03,15.378
2023-08-04,15.186
2023-08-05,15.186
2023-08-06,15.186
2023-08-07,15.326
2023-08-08,15.088
2023-08-09,14.851
2023-08-10,14.929
2023-08-11,14.617
2023-08-12,14.617
2023-08-13,14.617
2023-08-14,14.593
2023-08-15,14.26
2023-08-16,14.17
2023-08-17,14.103
2023-08-18,13.965
2023-08-19,13.965
2023-08-20,13.965
2023-08-21,13.948
2023-08-22,13.939
2023-08-23,14.323
2023-08-24,14.212
2023-08-25,14.236
2023-08-26,14.236
2023-08-27,14.236
2023-08-28,14.326
2023-08-29,14.501
2023-08-30,14.487
2023-08-31,14.565
2023-09-01,14.509
2023-09-02,14.509
2023-09-03,14.509
2023-09-04,14.509
2023-09-05,14.369
2023-09-06,14.329
2023-09-07,14.141
2023-09-08,14.039
2023-09-09,14.039
2023-09-10,14.039
2023-09-11,14.15
2023-09-12,14.173
2023-09-13,14.055
