,TRGP US Equity
2020-11-26,14.284
2020-11-27,14.01
2020-11-28,14.01
2020-11-29,14.01
2020-11-30,13.438
2020-12-01,13.501
2020-12-02,9.855
2020-12-03,10.153
2020-12-04,10.813
2020-12-05,10.813
2020-12-06,10.813
2020-12-07,10.487
2020-12-08,10.241
2020-12-09,10.135
2020-12-10,10.938
2020-12-11,11.013
2020-12-12,11.013
2020-12-13,11.013
2020-12-14,10.697
2020-12-15,10.985
2020-12-16,11.024
2020-12-17,10.818
2020-12-18,10.506
2020-12-19,10.506
2020-12-20,10.506
2020-12-21,10.556
2020-12-22,10.393
2020-12-23,10.467
2020-12-24,10.35
2020-12-25,10.35
2020-12-26,10.35
2020-12-27,10.35
2020-12-28,10.03
2020-12-29,10.182
2020-12-30,10.206
2020-12-31,10.284
2021-01-01,10.284
2021-01-02,10.284
2021-01-03,10.284
2021-01-04,10.198
2021-01-05,10.829
2021-01-06,11.13
2021-01-07,11.878
2021-01-08,13.686
2021-01-09,13.686
2021-01-10,13.686
2021-01-11,13.69
2021-01-12,14.534
2021-01-13,14.384
2021-01-14,13.406
2021-01-15,12.958
2021-01-16,12.958
2021-01-17,12.958
2021-01-18,12.958
2021-01-19,12.979
2021-01-20,13.116
2021-01-21,12.676
2021-01-22,12.676
2021-01-23,12.676
2021-01-24,12.676
2021-01-25,12.323
2021-01-26,12.156
2021-01-27,11.891
2021-01-28,12.358
2021-01-29,12.102
2021-01-30,12.102
2021-01-31,12.102
2021-02-01,12.381
2021-02-02,12.916
2021-02-03,13.278
2021-02-04,13.181
2021-02-05,13.367
2021-02-06,13.367
2021-02-07,13.367
2021-02-08,13.822
2021-02-09,13.402
2021-02-10,13.729
2021-02-11,13.451
2021-02-12,13.592
2021-02-13,13.592
2021-02-14,13.592
2021-02-15,13.592
2021-02-16,13.725
2021-02-17,13.703
2021-02-18,13.066
2021-02-19,13.247
2021-02-20,13.247
2021-02-21,13.247
2021-02-22,13.428
2021-02-23,11.199
2021-02-24,11.639
2021-02-25,11.407
2021-02-26,11.06
2021-02-27,11.06
2021-02-28,11.06
2021-03-01,11.464
2021-03-02,11.503
2021-03-03,11.543
2021-03-04,11.943
2021-03-05,13.59
2021-03-06,13.59
2021-03-07,13.59
2021-03-08,13.499
2021-03-09,13.134
2021-03-10,13.531
2021-03-11,13.547
2021-03-12,13.879
2021-03-13,13.879
2021-03-14,13.879
2021-03-15,13.563
2021-03-16,13.148
2021-03-17,10.001
2021-03-18,9.716
2021-03-19,9.734
2021-03-20,9.734
2021-03-21,9.734
2021-03-22,9.602
2021-03-23,9.215
2021-03-24,9.368
2021-03-25,9.554
2021-03-26,8.957
2021-03-27,8.957
2021-03-28,8.957
2021-03-29,8.742
2021-03-30,8.769
2021-03-31,8.764
2021-04-01,8.86
2021-04-02,8.86
2021-04-03,8.86
2021-04-04,8.86
2021-04-05,8.634
2021-04-06,8.601
2021-04-07,9.223
2021-04-08,9.019
2021-04-09,8.885
2021-04-10,8.885
2021-04-11,8.885
2021-04-12,8.954
2021-04-13,9.057
2021-04-14,9.4
2021-04-15,9.543
2021-04-16,9.555
2021-04-17,9.555
2021-04-18,9.555
2021-04-19,9.44
2021-04-20,9.099
2021-04-21,9.234
2021-04-22,9.251
2021-04-23,9.564
2021-04-24,9.564
2021-04-25,9.564
2021-04-26,9.635
2021-04-27,9.556
2021-04-28,9.73
2021-04-29,9.835
2021-04-30,9.804
2021-05-01,9.804
2021-05-02,9.804
2021-05-03,10.044
2021-05-04,10.027
2021-05-05,10.296
2021-05-06,10.502
2021-05-07,10.804
2021-05-08,10.804
2021-05-09,10.804
2021-05-10,10.714
2021-05-11,10.663
2021-05-12,10.72
2021-05-13,10.643
2021-05-14,10.939
2021-05-15,10.939
2021-05-16,10.939
2021-05-17,11.089
2021-05-18,10.939
2021-05-19,10.332
2021-05-20,10.476
2021-05-21,10.451
2021-05-22,10.451
2021-05-23,10.451
2021-05-24,9.318
2021-05-25,8.988
2021-05-26,9.132
2021-05-27,9.345
2021-05-28,9.369
2021-05-29,9.369
2021-05-30,9.369
2021-05-31,9.369
2021-06-01,9.615
2021-06-02,9.786
2021-06-03,8.687
2021-06-04,9.754
2021-06-05,9.754
2021-06-06,9.754
2021-06-07,9.982
2021-06-08,9.938
2021-06-09,9.533
2021-06-10,9.815
2021-06-11,9.896
2021-06-12,9.896
2021-06-13,9.896
2021-06-14,9.925
2021-06-15,10.058
2021-06-16,10.324
2021-06-17,9.565
2021-06-18,9.316
2021-06-19,9.316
2021-06-20,9.316
2021-06-21,9.638
2021-06-22,9.571
2021-06-23,9.541
2021-06-24,9.613
2021-06-25,9.554
2021-06-26,9.554
2021-06-27,9.554
2021-06-28,9.288
2021-06-29,9.257
2021-06-30,9.373
2021-07-01,9.442
2021-07-02,9.446
2021-07-03,9.446
2021-07-04,9.446
2021-07-05,9.446
2021-07-06,9.274
2021-07-07,9.096
2021-07-08,8.706
2021-07-09,9.053
2021-07-10,9.053
2021-07-11,9.053
2021-07-12,8.977
2021-07-13,8.923
2021-07-14,8.649
2021-07-15,8.438
2021-07-16,8.308
2021-07-17,8.308
2021-07-18,8.308
2021-07-19,8.048
2021-07-20,8.336
2021-07-21,8.609
2021-07-22,8.609
2021-07-23,8.547
2021-07-24,8.547
2021-07-25,8.547
2021-07-26,8.742
2021-07-27,8.458
2021-07-28,8.615
2021-07-29,8.65
2021-07-30,8.484
2021-07-31,8.484
2021-08-01,8.484
2021-08-02,8.367
2021-08-03,8.486
2021-08-04,8.343
2021-08-05,8.543
2021-08-06,8.639
2021-08-07,8.639
2021-08-08,8.639
2021-08-09,8.591
2021-08-10,8.946
2021-08-11,8.903
2021-08-12,8.93
2021-08-13,8.853
2021-08-14,8.853
2021-08-15,8.853
2021-08-16,8.668
2021-08-17,8.71
2021-08-18,8.555
2021-08-19,8.285
2021-08-20,8.432
2021-08-21,8.432
2021-08-22,8.432
2021-08-23,8.678
2021-08-24,8.847
2021-08-25,8.938
2021-08-26,8.778
2021-08-27,9.097
2021-08-28,9.097
2021-08-29,9.097
2021-08-30,8.901
2021-08-31,8.849
2021-09-01,8.823
2021-09-02,9.077
2021-09-03,9.077
2021-09-04,9.077
2021-09-05,9.077
2021-09-06,9.077
2021-09-07,8.95
2021-09-08,8.926
2021-09-09,8.857
2021-09-10,8.762
2021-09-11,8.762
2021-09-12,8.762
2021-09-13,9.014
2021-09-14,8.905
2021-09-15,9.411
2021-09-16,9.312
2021-09-17,9.075
2021-09-18,9.075
2021-09-19,9.075
2021-09-20,8.889
2021-09-21,9.014
2021-09-22,9.272
2021-09-23,9.558
2021-09-24,9.554
2021-09-25,9.554
2021-09-26,9.554
2021-09-27,9.965
2021-09-28,9.937
2021-09-29,9.973
2021-09-30,9.915
2021-10-01,10.229
2021-10-02,10.229
2021-10-03,10.229
2021-10-04,10.491
2021-10-05,10.521
2021-10-06,10.453
2021-10-07,10.539
2021-10-08,10.62
2021-10-09,10.62
2021-10-10,10.62
2021-10-11,10.682
2021-10-12,10.834
2021-10-13,10.926
2021-10-14,11.124
2021-10-15,11.224
2021-10-16,11.224
2021-10-17,11.224
2021-10-18,11.355
2021-10-19,11.323
2021-10-20,11.438
2021-10-21,11.222
2021-10-22,11.325
2021-10-23,11.325
2021-10-24,11.325
2021-10-25,11.442
2021-10-26,11.321
2021-10-27,11.045
2021-10-28,11.15
2021-10-29,11.035
2021-10-30,11.035
2021-10-31,11.035
2021-11-01,11.273
2021-11-02,11.223
2021-11-03,11.098
2021-11-04,11.299
2021-11-05,11.441
2021-11-06,11.441
2021-11-07,11.441
2021-11-08,11.673
2021-11-09,11.554
2021-11-10,11.067
2021-11-11,11.152
2021-11-12,10.944
2021-11-13,10.944
2021-11-14,10.944
2021-11-15,11.13
2021-11-16,11.037
2021-11-17,11.025
2021-11-18,11.013
2021-11-19,10.809
2021-11-20,10.809
2021-11-21,10.809
2021-11-22,10.861
2021-11-23,11.217
2021-11-24,11.439
2021-11-25,11.439
2021-11-26,10.995
2021-11-27,10.995
2021-11-28,10.995
2021-11-29,10.892
2021-11-30,10.421
2021-12-01,10.264
2021-12-02,10.585
2021-12-03,10.343
2021-12-04,10.343
2021-12-05,10.343
2021-12-06,10.547
2021-12-07,10.775
2021-12-08,10.72
2021-12-09,10.532
2021-12-10,10.538
2021-12-11,10.538
2021-12-12,10.538
2021-12-13,10.232
2021-12-14,10.173
2021-12-15,10.278
2021-12-16,10.171
2021-12-17,10.048
2021-12-18,10.048
2021-12-19,10.048
2021-12-20,9.887
2021-12-21,10.203
2021-12-22,10.27
2021-12-23,10.256
2021-12-24,10.256
2021-12-25,10.256
2021-12-26,10.256
2021-12-27,10.605
2021-12-28,10.565
2021-12-29,10.484
2021-12-30,10.395
2021-12-31,10.545
2022-01-01,10.545
2022-01-02,10.545
2022-01-03,10.746
2022-01-04,10.974
2022-01-05,10.912
2022-01-06,11.215
2022-01-07,11.285
2022-01-08,11.285
2022-01-09,11.285
2022-01-10,11.015
2022-01-11,11.384
2022-01-12,11.499
2022-01-13,11.528
2022-01-14,11.663
2022-01-15,11.663
2022-01-16,11.663
2022-01-17,11.663
2022-01-18,11.592
2022-01-19,11.366
2022-01-20,11.215
2022-01-21,11.192
2022-01-22,11.192
2022-01-23,11.192
2022-01-24,11.215
2022-01-25,11.479
2022-01-26,11.578
2022-01-27,11.655
2022-01-28,11.768
2022-01-29,11.768
2022-01-30,11.768
2022-01-31,11.998
2022-02-01,12.333
2022-02-02,12.441
2022-02-03,12.25
2022-02-04,12.4
2022-02-05,12.4
2022-02-06,12.4
2022-02-07,6.319
2022-02-08,6.313
2022-02-09,6.411
2022-02-10,6.383
2022-02-11,6.581
2022-02-12,6.581
2022-02-13,6.581
2022-02-14,6.425
2022-02-15,6.415
2022-02-16,6.471
2022-02-17,6.417
2022-02-18,6.379
2022-02-19,6.379
2022-02-20,6.379
2022-02-21,6.379
2022-02-22,6.246
2022-02-23,6.281
2022-02-24,6.38
2022-02-25,8.913
2022-02-26,8.913
2022-02-27,8.913
2022-02-28,9.141
2022-03-01,9.166
2022-03-02,9.452
2022-03-03,9.51
2022-03-04,9.723
2022-03-05,9.723
2022-03-06,9.723
2022-03-07,10.304
2022-03-08,10.062
2022-03-09,10.259
2022-03-10,11.306
2022-03-11,11.116
2022-03-12,11.116
2022-03-13,11.116
2022-03-14,10.807
2022-03-15,10.698
2022-03-16,10.819
2022-03-17,11.007
2022-03-18,11.272
2022-03-19,11.272
2022-03-20,11.272
2022-03-21,11.658
2022-03-22,11.577
2022-03-23,11.756
2022-03-24,12.316
2022-03-25,12.784
2022-03-26,12.784
2022-03-27,12.784
2022-03-28,12.624
2022-03-29,12.647
2022-03-30,15.044
2022-03-31,14.89
2022-04-01,15.259
2022-04-02,15.259
2022-04-03,15.259
2022-04-04,15.19
2022-04-05,14.937
2022-04-06,15.132
2022-04-07,15.031
2022-04-08,14.348
2022-04-09,14.348
2022-04-10,14.348
2022-04-11,13.832
2022-04-12,14.049
2022-04-13,14.239
2022-04-14,14.276
2022-04-15,14.276
2022-04-16,14.276
2022-04-17,14.276
2022-04-18,14.305
2022-04-19,13.5
2022-04-20,14.03
2022-04-21,13.682
2022-04-22,13.254
2022-04-23,13.254
2022-04-24,13.254
2022-04-25,13.052
2022-04-26,12.804
2022-04-27,13.083
2022-04-28,12.64
2022-04-29,12.167
2022-04-30,12.167
2022-05-01,12.167
2022-05-02,12.308
2022-05-03,12.656
2022-05-04,12.931
2022-05-05,12.298
2022-05-06,12.387
2022-05-07,12.387
2022-05-08,12.387
2022-05-09,11.043
2022-05-10,11.06
2022-05-11,11.185
2022-05-12,11.126
2022-05-13,11.567
2022-05-14,11.567
2022-05-15,11.567
2022-05-16,11.661
2022-05-17,12.049
2022-05-18,11.522
2022-05-19,11.38
2022-05-20,11.468
2022-05-21,11.468
2022-05-22,11.468
2022-05-23,11.438
2022-05-24,11.314
2022-05-25,11.566
2022-05-26,11.657
2022-05-27,11.948
2022-05-28,11.948
2022-05-29,11.948
2022-05-30,11.948
2022-05-31,11.817
2022-06-01,12.317
2022-06-02,12.581
2022-06-03,12.691
2022-06-04,12.691
2022-06-05,12.691
2022-06-06,13.238
2022-06-07,13.933
2022-06-08,13.479
2022-06-09,13.014
2022-06-10,12.555
2022-06-11,12.555
2022-06-12,12.555
2022-06-13,11.709
2022-06-14,11.492
2022-06-15,11.567
2022-06-16,10.627
2022-06-17,10.651
2022-06-18,10.651
2022-06-19,10.651
2022-06-20,10.651
2022-06-21,11.104
2022-06-22,10.5
2022-06-23,10.173
2022-06-24,10.171
2022-06-25,10.171
2022-06-26,10.171
2022-06-27,10.632
2022-06-28,10.657
2022-06-29,10.341
2022-06-30,10.176
2022-07-01,10.403
2022-07-02,10.403
2022-07-03,10.403
2022-07-04,10.403
2022-07-05,10.055
2022-07-06,9.598
2022-07-07,10.202
2022-07-08,10.329
2022-07-09,10.329
2022-07-10,10.329
2022-07-11,10.193
2022-07-12,10.213
2022-07-13,10.14
2022-07-14,9.981
2022-07-15,10.193
2022-07-16,10.193
2022-07-17,10.193
2022-07-18,10.479
2022-07-19,10.848
2022-07-20,10.815
2022-07-21,10.781
2022-07-22,10.61
2022-07-23,10.61
2022-07-24,10.61
2022-07-25,10.844
2022-07-26,11.057
2022-07-27,11.261
2022-07-28,11.445
2022-07-29,11.744
2022-07-30,11.744
2022-07-31,11.744
2022-08-01,10.569
2022-08-02,10.498
2022-08-03,10.442
2022-08-04,9.91
2022-08-05,9.962
2022-08-06,9.962
2022-08-07,9.962
2022-08-08,10.162
2022-08-09,10.475
2022-08-10,10.56
2022-08-11,11.005
2022-08-12,10.857
2022-08-13,10.857
2022-08-14,10.857
2022-08-15,10.554
2022-08-16,10.563
2022-08-17,10.441
2022-08-18,10.851
2022-08-19,10.765
2022-08-20,10.765
2022-08-21,10.765
2022-08-22,10.654
2022-08-23,10.941
2022-08-24,11.185
2022-08-25,11.332
2022-08-26,11.02
2022-08-27,11.02
2022-08-28,11.02
2022-08-29,11.089
2022-08-30,10.62
2022-08-31,10.64
2022-09-01,10.548
2022-09-02,10.506
2022-09-03,10.506
2022-09-04,10.506
2022-09-05,10.506
2022-09-06,10.269
2022-09-07,10.288
2022-09-08,10.351
2022-09-09,10.605
2022-09-10,10.605
2022-09-11,10.605
2022-09-12,10.732
2022-09-13,10.192
2022-09-14,10.692
2022-09-15,10.648
2022-09-16,10.145
2022-09-17,10.145
2022-09-18,10.145
2022-09-19,10.236
2022-09-20,10.112
2022-09-21,9.872
2022-09-22,9.659
2022-09-23,8.818
2022-09-24,8.818
2022-09-25,8.818
2022-09-26,8.453
2022-09-27,8.589
2022-09-28,9.017
2022-09-29,8.973
2022-09-30,8.905
2022-10-01,8.905
2022-10-02,8.905
2022-10-03,9.295
2022-10-04,9.647
2022-10-05,9.759
2022-10-06,9.573
2022-10-07,9.411
2022-10-08,9.411
2022-10-09,9.411
2022-10-10,9.351
2022-10-11,9.5
2022-10-12,9.355
2022-10-13,9.865
2022-10-14,9.372
2022-10-15,9.372
2022-10-16,9.372
2022-10-17,9.743
2022-10-18,9.899
2022-10-19,9.982
2022-10-20,9.781
2022-10-21,10.081
2022-10-22,10.081
2022-10-23,10.081
2022-10-24,9.86
2022-10-25,9.927
2022-10-26,10.012
2022-10-27,10.764
2022-10-28,10.07
2022-10-29,10.07
2022-10-30,10.07
2022-10-31,10.304
2022-11-01,10.324
2022-11-02,10.098
2022-11-03,10.759
2022-11-04,11.016
2022-11-05,11.016
2022-11-06,11.016
2022-11-07,11.095
2022-11-08,11.227
2022-11-09,10.544
2022-11-10,11.05
2022-11-11,11.212
2022-11-12,11.212
2022-11-13,11.212
2022-11-14,11.024
2022-11-15,11.374
2022-11-16,11.061
2022-11-17,10.88
2022-11-18,11.115
2022-11-19,11.115
2022-11-20,11.115
2022-11-21,11.093
2022-11-22,11.627
2022-11-23,11.526
2022-11-24,11.526
2022-11-25,11.514
2022-11-26,11.514
2022-11-27,11.514
2022-11-28,11.353
2022-11-29,11.578
2022-11-30,11.683
2022-12-01,11.771
2022-12-02,11.809
2022-12-03,11.809
2022-12-04,11.809
2022-12-05,11.308
2022-12-06,10.939
2022-12-07,11.153
2022-12-08,10.94
2022-12-09,10.996
2022-12-10,10.996
2022-12-11,10.996
2022-12-12,11.284
2022-12-13,11.656
2022-12-14,11.741
2022-12-15,11.404
2022-12-16,11.242
2022-12-17,11.242
2022-12-18,11.242
2022-12-19,10.569
2022-12-20,10.683
2022-12-21,11.035
2022-12-22,10.825
2022-12-23,11.231
2022-12-24,11.231
2022-12-25,11.231
2022-12-26,11.231
2022-12-27,11.312
2022-12-28,11.015
2022-12-29,11.274
2022-12-30,11.252
2022-12-31,11.252
2023-01-01,11.252
2023-01-02,11.252
2023-01-03,10.542
2023-01-04,10.587
2023-01-05,10.572
2023-01-06,10.934
2023-01-07,10.934
2023-01-08,10.934
2023-01-09,11.246
2023-01-10,11.167
2023-01-11,11.206
2023-01-12,11.32
2023-01-13,11.318
2023-01-14,11.318
2023-01-15,11.318
2023-01-16,11.318
2023-01-17,11.279
2023-01-18,11.038
2023-01-19,11.153
2023-01-20,11.27
2023-01-21,11.27
2023-01-22,11.27
2023-01-23,11.215
2023-01-24,11.139
2023-01-25,11.172
2023-01-26,11.33
2023-01-27,11.226
2023-01-28,11.226
2023-01-29,11.226
2023-01-30,11.081
2023-01-31,11.236
2023-02-01,11.156
2023-02-02,11.184
2023-02-03,10.981
2023-02-04,10.981
2023-02-05,10.981
2023-02-06,10.851
2023-02-07,11.161
2023-02-08,11.246
2023-02-09,11.128
2023-02-10,11.482
2023-02-11,11.482
2023-02-12,11.482
2023-02-13,11.466
2023-02-14,11.553
2023-02-15,11.445
2023-02-16,10.777
2023-02-17,10.474
2023-02-18,10.474
2023-02-19,10.474
2023-02-20,10.474
2023-02-21,10.382
2023-02-22,10.973
2023-02-23,11.1
2023-02-24,10.997
2023-02-25,10.997
2023-02-26,10.997
2023-02-27,10.828
2023-02-28,10.672
2023-03-01,10.876
2023-03-02,11.081
2023-03-03,11.367
2023-03-04,11.367
2023-03-05,11.367
2023-03-06,11.283
2023-03-07,11.076
2023-03-08,10.992
2023-03-09,10.816
2023-03-10,10.579
2023-03-11,10.579
2023-03-12,10.579
2023-03-13,10.316
2023-03-14,10.345
2023-03-15,9.747
2023-03-16,9.822
2023-03-17,9.65
2023-03-18,9.65
2023-03-19,9.65
2023-03-20,9.815
2023-03-21,10.148
2023-03-22,9.754
2023-03-23,9.561
2023-03-24,9.657
2023-03-25,9.657
2023-03-26,9.657
2023-03-27,9.989
2023-03-28,10.049
2023-03-29,10.178
2023-03-30,10.242
2023-03-31,11.414
2023-04-01,11.414
2023-04-02,11.414
2023-04-03,11.72
2023-04-04,11.607
2023-04-05,11.7
2023-04-06,11.589
2023-04-07,11.589
2023-04-08,11.589
2023-04-09,11.589
2023-04-10,11.608
2023-04-11,11.744
2023-04-12,11.713
2023-04-13,11.718
2023-04-14,11.915
2023-04-15,11.915
2023-04-16,11.915
2023-04-17,11.7
2023-04-18,11.727
2023-04-19,11.606
2023-04-20,11.459
2023-04-21,11.467
2023-04-22,11.467
2023-04-23,11.467
2023-04-24,11.555
2023-04-25,11.321
2023-04-26,11.152
2023-04-27,11.212
2023-04-28,11.342
2023-04-29,11.342
2023-04-30,11.342
2023-05-01,11.315
2023-05-02,10.844
2023-05-03,10.713
2023-05-04,10.415
2023-05-05,10.817
2023-05-06,10.817
2023-05-07,10.817
2023-05-08,10.722
2023-05-09,10.588
2023-05-10,10.459
2023-05-11,10.295
2023-05-12,10.262
2023-05-13,10.262
2023-05-14,10.262
2023-05-15,10.381
2023-05-16,10.048
2023-05-17,10.186
2023-05-18,10.215
2023-05-19,10.429
2023-05-20,10.429
2023-05-21,10.429
2023-05-22,10.581
2023-05-23,10.539
2023-05-24,10.547
2023-05-25,10.334
2023-05-26,10.301
2023-05-27,10.301
2023-05-28,10.301
2023-05-29,10.301
2023-05-30,10.197
2023-05-31,10.132
2023-06-01,10.243
2023-06-02,10.644
2023-06-03,10.644
2023-06-04,10.644
2023-06-05,10.556
2023-06-06,10.909
2023-06-07,11.173
2023-06-08,11.095
2023-06-09,10.87
2023-06-10,10.87
2023-06-11,10.87
2023-06-12,10.768
2023-06-13,10.887
2023-06-14,10.895
2023-06-15,11.039
2023-06-16,11.021
2023-06-17,11.021
2023-06-18,11.021
2023-06-19,11.021
2023-06-20,10.921
2023-06-21,11.077
2023-06-22,10.958
2023-06-23,10.764
2023-06-24,10.764
2023-06-25,10.764
2023-06-26,11.012
2023-06-27,11.191
2023-06-28,11.409
2023-06-29,11.578
2023-06-30,11.715
2023-07-01,11.715
2023-07-02,11.715
2023-07-03,11.856
2023-07-04,11.856
2023-07-05,11.769
2023-07-06,11.649
2023-07-07,11.863
2023-07-08,11.863
2023-07-09,11.863
2023-07-10,11.792
2023-07-11,11.974
2023-07-12,12.054
2023-07-13,12.137
2023-07-14,11.901
2023-07-15,11.901
2023-07-16,11.901
2023-07-17,11.85
2023-07-18,12.09
2023-07-19,12.137
2023-07-20,12.141
2023-07-21,12.266
2023-07-22,12.266
2023-07-23,12.266
2023-07-24,12.375
2023-07-25,12.419
2023-07-26,12.375
2023-07-27,12.264
2023-07-28,12.351
2023-07-29,12.351
2023-07-30,12.351
2023-07-31,12.559
2023-08-01,12.501
2023-08-02,12.434
2023-08-03,12.503
2023-08-04,12.736
2023-08-05,12.736
2023-08-06,12.736
2023-08-07,12.61
2023-08-08,13.063
2023-08-09,13.291
2023-08-10,13.314
2023-08-11,13.61
2023-08-12,13.61
2023-08-13,13.61
2023-08-14,13.554
2023-08-15,13.471
2023-08-16,13.332
2023-08-17,13.457
2023-08-18,13.611
2023-08-19,13.611
2023-08-20,13.611
2023-08-21,13.575
2023-08-22,13.442
2023-08-23,13.431
2023-08-24,13.505
2023-08-25,13.567
2023-08-26,13.567
2023-08-27,13.567
2023-08-28,13.706
2023-08-29,13.772
2023-08-30,13.853
2023-08-31,13.861
2023-09-01,14.066
2023-09-02,14.066
2023-09-03,14.066
2023-09-04,14.066
2023-09-05,13.957
2023-09-06,13.665
2023-09-07,13.742
2023-09-08,13.713
2023-09-09,13.713
2023-09-10,13.713
2023-09-11,13.448
2023-09-12,13.666
2023-09-13,13.599
2023-09-14,13.754
2023-09-15,13.581
