,TDS US Equity
2020-11-08,11.739
2020-11-09,12.532
2020-11-10,9.133
2020-11-11,9.197
2020-11-12,9.079
2020-11-13,9.404
2020-11-14,9.404
2020-11-15,9.404
2020-11-16,9.547
2020-11-17,9.576
2020-11-18,9.281
2020-11-19,9.276
2020-11-20,9.212
2020-11-21,9.212
2020-11-22,9.212
2020-11-23,9.433
2020-11-24,9.709
2020-11-25,9.64
2020-11-26,9.64
2020-11-27,9.773
2020-11-28,9.773
2020-11-29,9.773
2020-11-30,9.35
2020-12-01,9.384
2020-12-02,9.423
2020-12-03,9.33
2020-12-04,9.409
2020-12-05,9.409
2020-12-06,9.409
2020-12-07,9.384
2020-12-08,9.266
2020-12-09,9.399
2020-12-10,9.345
2020-12-11,9.192
2020-12-12,9.192
2020-12-13,9.192
2020-12-14,9.379
2020-12-15,9.493
2020-12-16,9.315
2020-12-17,9.265
2020-12-18,9.056
2020-12-19,9.056
2020-12-20,9.056
2020-12-21,8.967
2020-12-22,8.847
2020-12-23,8.967
2020-12-24,9.076
2020-12-25,9.076
2020-12-26,9.076
2020-12-27,9.076
2020-12-28,9.146
2020-12-29,9.046
2020-12-30,9.001
2020-12-31,9.23
2021-01-01,9.23
2021-01-02,9.23
2021-01-03,9.23
2021-01-04,9.315
2021-01-05,9.374
2021-01-06,9.782
2021-01-07,9.747
2021-01-08,9.653
2021-01-09,9.653
2021-01-10,9.653
2021-01-11,9.563
2021-01-12,9.508
2021-01-13,9.434
2021-01-14,9.906
2021-01-15,10.06
2021-01-16,10.06
2021-01-17,10.06
2021-01-18,10.06
2021-01-19,10.254
2021-01-20,10.363
2021-01-21,10.115
2021-01-22,10.204
2021-01-23,10.204
2021-01-24,10.204
2021-01-25,9.996
2021-01-26,10.224
2021-01-27,9.757
2021-01-28,9.573
2021-01-29,9.32
2021-01-30,9.32
2021-01-31,9.32
2021-02-01,9.469
2021-02-02,9.658
2021-02-03,9.737
2021-02-04,10.045
2021-02-05,10.194
2021-02-06,10.194
2021-02-07,10.194
2021-02-08,10.363
2021-02-09,10.229
2021-02-10,10.189
2021-02-11,10.135
2021-02-12,10.12
2021-02-13,10.12
2021-02-14,10.12
2021-02-15,10.12
2021-02-16,10.224
2021-02-17,10.189
2021-02-18,10.09
2021-02-19,9.707
2021-02-20,9.707
2021-02-21,9.707
2021-02-22,16.056
2021-02-23,16.163
2021-02-24,16.154
2021-02-25,16.145
2021-02-26,15.932
2021-02-27,15.932
2021-02-28,15.932
2021-03-01,16.083
2021-03-02,16.315
2021-03-03,16.519
2021-03-04,16.626
2021-03-05,17.766
2021-03-06,17.766
2021-03-07,17.766
2021-03-08,19.066
2021-03-09,19.423
2021-03-10,20.598
2021-03-11,19.618
2021-03-12,20.233
2021-03-13,20.233
2021-03-14,20.233
2021-03-15,20.838
2021-03-16,20.69
2021-03-17,20.906
2021-03-18,20.34
2021-03-19,20.412
2021-03-20,20.412
2021-03-21,20.412
2021-03-22,20.044
2021-03-23,19.389
2021-03-24,19.246
2021-03-25,19.82
2021-03-26,20.17
2021-03-27,20.17
2021-03-28,20.17
2021-03-29,20.394
2021-03-30,20.403
2021-03-31,20.601
2021-04-01,20.861
2021-04-02,20.861
2021-04-03,20.861
2021-04-04,20.861
2021-04-05,21.426
2021-04-06,20.852
2021-04-07,21.283
2021-04-08,21.238
2021-04-09,20.843
2021-04-10,20.843
2021-04-11,20.843
2021-04-12,21.256
2021-04-13,21.094
2021-04-14,21.04
2021-04-15,21.238
2021-04-16,21.283
2021-04-17,21.283
2021-04-18,21.283
2021-04-19,21.372
2021-04-20,21.031
2021-04-21,21.363
2021-04-22,21.301
2021-04-23,21.336
2021-04-24,21.336
2021-04-25,21.336
2021-04-26,21.004
2021-04-27,20.951
2021-04-28,20.951
2021-04-29,21.067
2021-04-30,20.619
2021-05-01,20.619
2021-05-02,20.619
2021-05-03,21.058
2021-05-04,21.345
2021-05-05,21.624
2021-05-06,22.395
2021-05-07,22.189
2021-05-08,22.189
2021-05-09,22.189
2021-05-10,22.88
2021-05-11,18.189
2021-05-12,17.88
2021-05-13,18.146
2021-05-14,18.462
2021-05-15,18.462
2021-05-16,18.462
2021-05-17,18.218
2021-05-18,17.966
2021-05-19,18.203
2021-05-20,18.311
2021-05-21,18.304
2021-05-22,18.304
2021-05-23,18.304
2021-05-24,18.361
2021-05-25,17.902
2021-05-26,18.167
2021-05-27,18.354
2021-05-28,18.462
2021-05-29,18.462
2021-05-30,18.462
2021-05-31,18.462
2021-06-01,18.727
2021-06-02,18.44
2021-06-03,18.562
2021-06-04,18.799
2021-06-05,18.799
2021-06-06,18.799
2021-06-07,18.749
2021-06-08,18.921
2021-06-09,18.821
2021-06-10,18.792
2021-06-11,18.878
2021-06-12,18.878
2021-06-13,18.878
2021-06-14,17.668
2021-06-15,17.74
2021-06-16,17.393
2021-06-17,17.053
2021-06-18,16.54
2021-06-19,16.54
2021-06-20,16.54
2021-06-21,16.894
2021-06-22,16.866
2021-06-23,16.576
2021-06-24,17.118
2021-06-25,17.01
2021-06-26,17.01
2021-06-27,17.01
2021-06-28,16.519
2021-06-29,16.237
2021-06-30,16.374
2021-07-01,16.439
2021-07-02,16.692
2021-07-03,16.692
2021-07-04,16.692
2021-07-05,16.692
2021-07-06,16.49
2021-07-07,16.41
2021-07-08,16.071
2021-07-09,16.461
2021-07-10,16.461
2021-07-11,16.461
2021-07-12,16.345
2021-07-13,16.287
2021-07-14,15.876
2021-07-15,15.774
2021-07-16,15.897
2021-07-17,15.897
2021-07-18,15.897
2021-07-19,16.331
2021-07-20,16.49
2021-07-21,16.287
2021-07-22,16.251
2021-07-23,16.533
2021-07-24,16.533
2021-07-25,16.533
2021-07-26,16.801
2021-07-27,16.685
2021-07-28,16.41
2021-07-29,16.49
2021-07-30,16.15
2021-07-31,16.15
2021-08-01,16.15
2021-08-02,15.749
2021-08-03,15.835
2021-08-04,15.147
2021-08-05,15.28
2021-08-06,15.116
2021-08-07,15.116
2021-08-08,15.116
2021-08-09,14.867
2021-08-10,14.978
2021-08-11,15.126
2021-08-12,15.149
2021-08-13,15.215
2021-08-14,15.215
2021-08-15,15.215
2021-08-16,14.66
2021-08-17,14.867
2021-08-18,14.608
2021-08-19,14.422
2021-08-20,14.674
2021-08-21,14.674
2021-08-22,14.674
2021-08-23,14.912
2021-08-24,14.83
2021-08-25,14.697
2021-08-26,14.489
2021-08-27,14.808
2021-08-28,14.808
2021-08-29,14.808
2021-08-30,14.934
2021-08-31,15.06
2021-09-01,15.089
2021-09-02,15.215
2021-09-03,15.29
2021-09-04,15.29
2021-09-05,15.29
2021-09-06,15.29
2021-09-07,14.971
2021-09-08,14.949
2021-09-09,14.749
2021-09-10,14.608
2021-09-11,14.608
2021-09-12,14.608
2021-09-13,14.756
2021-09-14,14.416
2021-09-15,14.618
2021-09-16,14.595
2021-09-17,14.834
2021-09-18,14.834
2021-09-19,14.834
2021-09-20,14.468
2021-09-21,14.378
2021-09-22,14.236
2021-09-23,14.453
2021-09-24,14.356
2021-09-25,14.356
2021-09-26,14.356
2021-09-27,14.7
2021-09-28,14.543
2021-09-29,14.857
2021-09-30,14.58
2021-10-01,14.73
2021-10-02,14.73
2021-10-03,14.73
2021-10-04,14.857
2021-10-05,14.715
2021-10-06,14.595
2021-10-07,14.745
2021-10-08,14.49
2021-10-09,14.49
2021-10-10,14.49
2021-10-11,14.461
2021-10-12,14.416
2021-10-13,14.386
2021-10-14,14.483
2021-10-15,14.528
2021-10-16,14.528
2021-10-17,14.528
2021-10-18,14.206
2021-10-19,14.535
2021-10-20,14.715
2021-10-21,14.595
2021-10-22,14.505
2021-10-23,14.505
2021-10-24,14.505
2021-10-25,14.752
2021-10-26,14.401
2021-10-27,13.937
2021-10-28,13.915
2021-10-29,14.012
2021-10-30,14.012
2021-10-31,14.012
2021-11-01,14.805
2021-11-02,14.588
2021-11-03,14.969
2021-11-04,14.79
2021-11-05,14.625
2021-11-06,14.625
2021-11-07,14.625
2021-11-08,13.844
2021-11-09,13.761
2021-11-10,13.921
2021-11-11,14.191
2021-11-12,13.879
2021-11-13,13.879
2021-11-14,13.879
2021-11-15,13.657
2021-11-16,13.511
2021-11-17,13.719
2021-11-18,13.636
2021-11-19,13.06
2021-11-20,13.06
2021-11-21,13.06
2021-11-22,13.268
2021-11-23,13.539
2021-11-24,13.421
2021-11-25,13.421
2021-11-26,13.087
2021-11-27,13.087
2021-11-28,13.087
2021-11-29,12.768
2021-11-30,12.275
2021-12-01,11.984
2021-12-02,12.338
2021-12-03,12.581
2021-12-04,12.581
2021-12-05,12.581
2021-12-06,13.657
2021-12-07,13.539
2021-12-08,13.546
2021-12-09,13.428
2021-12-10,13.761
2021-12-11,13.761
2021-12-12,13.761
2021-12-13,13.56
2021-12-14,14.011
2021-12-15,13.864
2021-12-16,14.187
2021-12-17,13.437
2021-12-18,13.437
2021-12-19,13.437
2021-12-20,13.605
2021-12-21,14.558
2021-12-22,14.628
2021-12-23,14.453
2021-12-24,14.453
2021-12-25,14.453
2021-12-26,14.453
2021-12-27,14.306
2021-12-28,14.285
2021-12-29,14.117
2021-12-30,14.271
2021-12-31,14.117
2022-01-01,14.117
2022-01-02,14.117
2022-01-03,14.425
2022-01-04,14.579
2022-01-05,14.509
2022-01-06,14.124
2022-01-07,14.572
2022-01-08,14.572
2022-01-09,14.572
2022-01-10,14.264
2022-01-11,14.313
2022-01-12,14.138
2022-01-13,14.355
2022-01-14,14.446
2022-01-15,14.446
2022-01-16,14.446
2022-01-17,14.446
2022-01-18,14.096
2022-01-19,13.829
2022-01-20,13.745
2022-01-21,13.584
2022-01-22,13.584
2022-01-23,13.584
2022-01-24,13.878
2022-01-25,14.053
2022-01-26,13.633
2022-01-27,13.675
2022-01-28,13.997
2022-01-29,13.997
2022-01-30,13.997
2022-01-31,13.871
2022-02-01,13.99
2022-02-02,14.159
2022-02-03,14.53
2022-02-04,14.334
2022-02-05,14.334
2022-02-06,14.334
2022-02-07,14.25
2022-02-08,14.586
2022-02-09,14.523
2022-02-10,14.236
2022-02-11,14.397
2022-02-12,14.397
2022-02-13,14.397
2022-02-14,14.32
2022-02-15,14.649
2022-02-16,14.642
2022-02-17,14.362
2022-02-18,12.975
2022-02-19,12.975
2022-02-20,12.975
2022-02-21,12.975
2022-02-22,27.891
2022-02-23,26.627
2022-02-24,27.032
2022-02-25,28.15
2022-02-26,28.15
2022-02-27,28.15
2022-02-28,28.101
2022-03-01,27.875
2022-03-02,28.49
2022-03-03,28.684
2022-03-04,29.089
2022-03-05,29.089
2022-03-06,29.089
2022-03-07,30.353
2022-03-08,30.304
2022-03-09,30.142
2022-03-10,30.336
2022-03-11,30.531
2022-03-12,30.531
2022-03-13,30.531
2022-03-14,31.021
2022-03-15,30.809
2022-03-16,30.989
2022-03-17,30.923
2022-03-18,30.384
2022-03-19,30.384
2022-03-20,30.384
2022-03-21,30.236
2022-03-22,29.991
2022-03-23,29.942
2022-03-24,30.122
2022-03-25,30.923
2022-03-26,30.923
2022-03-27,30.923
2022-03-28,30.498
2022-03-29,30.874
2022-03-30,30.858
2022-03-31,30.874
2022-04-01,32.199
2022-04-02,32.199
2022-04-03,32.199
2022-04-04,32.019
2022-04-05,31.757
2022-04-06,31.953
2022-04-07,32.395
2022-04-08,33.474
2022-04-09,33.474
2022-04-10,33.474
2022-04-11,32.804
2022-04-12,33.311
2022-04-13,33.916
2022-04-14,33.703
2022-04-15,33.703
2022-04-16,33.703
2022-04-17,33.703
2022-04-18,33.262
2022-04-19,26.263
2022-04-20,26.765
2022-04-21,26.988
2022-04-22,26.695
2022-04-23,26.695
2022-04-24,26.695
2022-04-25,26.389
2022-04-26,25.706
2022-04-27,25.957
2022-04-28,26.486
2022-04-29,25.511
2022-04-30,25.511
2022-05-01,25.511
2022-05-02,25.706
2022-05-03,25.957
2022-05-04,27.057
2022-05-05,26.528
2022-05-06,26.138
2022-05-07,26.138
2022-05-08,26.138
2022-05-09,31.857
2022-05-10,30.75
2022-05-11,30.455
2022-05-12,30.594
2022-05-13,30.403
2022-05-14,30.403
2022-05-15,30.403
2022-05-16,30.437
2022-05-17,31.132
2022-05-18,30.09
2022-05-19,30.489
2022-05-20,30.316
2022-05-21,30.316
2022-05-22,30.316
2022-05-23,30.889
2022-05-24,53.504
2022-05-25,54.87
2022-05-26,53.504
2022-05-27,53.385
2022-05-28,53.385
2022-05-29,53.385
2022-05-30,53.385
2022-05-31,52.672
2022-06-01,51.454
2022-06-02,51.276
2022-06-03,50.176
2022-06-04,50.176
2022-06-05,50.176
2022-06-06,50.265
2022-06-07,49.434
2022-06-08,47.889
2022-06-09,47.74
2022-06-10,47.295
2022-06-11,47.295
2022-06-12,47.295
2022-06-13,45.631
2022-06-14,45.691
2022-06-15,46.924
2022-06-16,45.541
2022-06-17,46.232
2022-06-18,46.232
2022-06-19,46.232
2022-06-20,46.232
2022-06-21,47.134
2022-06-22,47.946
2022-06-23,49.268
2022-06-24,48.637
2022-06-25,48.637
2022-06-26,48.637
2022-06-27,49.479
2022-06-28,47.645
2022-06-29,47.585
2022-06-30,47.465
2022-07-01,48.276
2022-07-02,48.276
2022-07-03,48.276
2022-07-04,48.276
2022-07-05,47.855
2022-07-06,46.593
2022-07-07,45.992
2022-07-08,45.451
2022-07-09,45.451
2022-07-10,45.451
2022-07-11,45.481
2022-07-12,46.202
2022-07-13,46.202
2022-07-14,45.962
2022-07-15,46.533
2022-07-16,46.533
2022-07-17,46.533
2022-07-18,46.112
2022-07-19,47.134
2022-07-20,47.375
2022-07-21,44.729
2022-07-22,44.308
2022-07-23,44.308
2022-07-24,44.308
2022-07-25,28.358
2022-07-26,29.285
2022-07-27,27.595
2022-07-28,27.542
2022-07-29,27.577
2022-07-30,27.577
2022-07-31,27.577
2022-08-01,28.153
2022-08-02,27.647
2022-08-03,27.507
2022-08-04,26.688
2022-08-05,23.118
2022-08-06,23.118
2022-08-07,23.118
2022-08-08,24.449
2022-08-09,24.506
2022-08-10,24.034
2022-08-11,24.048
2022-08-12,24.392
2022-08-13,24.392
2022-08-14,24.392
2022-08-15,24.506
2022-08-16,24.821
2022-08-17,24.872
2022-08-18,24.669
2022-08-19,24.93
2022-08-20,24.93
2022-08-21,24.93
2022-08-22,24.698
2022-08-23,24.378
2022-08-24,24.858
2022-08-25,25.105
2022-08-26,24.785
2022-08-27,24.785
2022-08-28,24.785
2022-08-29,24.552
2022-08-30,24.014
2022-08-31,23.665
2022-09-01,23.767
2022-09-02,23.505
2022-09-03,23.505
2022-09-04,23.505
2022-09-05,23.505
2022-09-06,23.607
2022-09-07,23.898
2022-09-08,23.578
2022-09-09,23.636
2022-09-10,23.636
2022-09-11,23.636
2022-09-12,23.869
2022-09-13,22.85
2022-09-14,22.586
2022-09-15,22.953
2022-09-16,22.998
2022-09-17,22.998
2022-09-18,22.998
2022-09-19,22.924
2022-09-20,22.262
2022-09-21,22.012
2022-09-22,22.321
2022-09-23,21.585
2022-09-24,21.585
2022-09-25,21.585
2022-09-26,21.408
2022-09-27,21.276
2022-09-28,21.806
2022-09-29,21.158
2022-09-30,20.452
2022-10-01,20.452
2022-10-02,20.452
2022-10-03,21.467
2022-10-04,21.556
2022-10-05,21.1
2022-10-06,20.849
2022-10-07,19.981
2022-10-08,19.981
2022-10-09,19.981
2022-10-10,20.629
2022-10-11,21.276
2022-10-12,21.041
2022-10-13,21.717
2022-10-14,21.614
2022-10-15,21.614
2022-10-16,21.614
2022-10-17,22.041
2022-10-18,22.129
2022-10-19,22.321
2022-10-20,22.718
2022-10-21,23.042
2022-10-22,23.042
2022-10-23,23.042
2022-10-24,27.333
2022-10-25,27.23
2022-10-26,27.609
2022-10-27,28.418
2022-10-28,29.381
2022-10-29,29.381
2022-10-30,29.381
2022-10-31,29.261
2022-11-01,29.072
2022-11-02,29.003
2022-11-03,28.521
2022-11-04,21.137
2022-11-05,21.137
2022-11-06,21.137
2022-11-07,38.016
2022-11-08,35.759
2022-11-09,35.823
2022-11-10,38.143
2022-11-11,29.642
2022-11-12,29.642
2022-11-13,29.642
2022-11-14,27.238
2022-11-15,26.489
2022-11-16,27.393
2022-11-17,27.264
2022-11-18,26.877
2022-11-19,26.877
2022-11-20,26.877
2022-11-21,26.075
2022-11-22,26.127
2022-11-23,26.721
2022-11-24,26.721
2022-11-25,26.618
2022-11-26,26.618
2022-11-27,26.618
2022-11-28,29.746
2022-11-29,31.041
2022-11-30,31.733
2022-12-01,31.312
2022-12-02,31.372
2022-12-03,31.372
2022-12-04,31.372
2022-12-05,30.86
2022-12-06,30.98
2022-12-07,30.98
2022-12-08,30.047
2022-12-09,30.168
2022-12-10,30.168
2022-12-11,30.168
2022-12-12,31.372
2022-12-13,31.823
2022-12-14,31.885
2022-12-15,31.456
2022-12-16,31.364
2022-12-17,31.364
2022-12-18,31.364
2022-12-19,30.506
2022-12-20,31.119
2022-12-21,31.211
2022-12-22,31.119
2022-12-23,32.375
2022-12-24,32.375
2022-12-25,32.375
2022-12-26,32.375
2022-12-27,32.834
2022-12-28,32.222
2022-12-29,32.405
2022-12-30,32.13
2022-12-31,32.13
2023-01-01,32.13
2023-01-02,32.13
2023-01-03,33.722
2023-01-04,35.652
2023-01-05,36.203
2023-01-06,36.234
2023-01-07,36.234
2023-01-08,36.234
2023-01-09,35.315
2023-01-10,35.407
2023-01-11,35.775
2023-01-12,35.407
2023-01-13,35.009
2023-01-14,35.009
2023-01-15,35.009
2023-01-16,35.009
2023-01-17,35.775
2023-01-18,34.917
2023-01-19,35.499
2023-01-20,37.367
2023-01-21,37.367
2023-01-22,37.367
2023-01-23,37.857
2023-01-24,37.643
2023-01-25,39.174
2023-01-26,39.818
2023-01-27,41.227
2023-01-28,41.227
2023-01-29,41.227
2023-01-30,40.369
2023-01-31,40.951
2023-02-01,42.39
2023-02-02,42.789
2023-02-03,41.288
2023-02-04,41.288
2023-02-05,41.288
2023-02-06,41.012
2023-02-07,181.435
2023-02-08,175.557
2023-02-09,168.287
2023-02-10,178.032
2023-02-11,178.032
2023-02-12,178.032
2023-02-13,181.59
2023-02-14,180.507
2023-02-15,180.507
2023-02-16,172.154
2023-02-17,211.906
2023-02-18,211.906
2023-02-19,211.906
2023-02-20,211.906
2023-02-21,203.244
2023-02-22,201.543
2023-02-23,195.046
2023-02-24,190.251
2023-02-25,190.251
2023-02-26,190.251
2023-02-27,187.931
2023-02-28,85.341
2023-03-01,224.775
2023-03-02,221.805
2023-03-03,221.805
2023-03-04,221.805
2023-03-05,221.805
2023-03-06,216.979
2023-03-07,214.938
2023-03-08,219.021
2023-03-09,206.771
2023-03-10,206.956
2023-03-11,206.956
2023-03-12,206.956
2023-03-13,197.119
2023-03-14,196.08
2023-03-15,197.402
2023-03-16,194.569
2023-03-17,187.957
2023-03-18,187.957
2023-03-19,187.957
2023-03-20,193.435
2023-03-21,193.813
2023-03-22,187.391
2023-03-23,184.179
2023-03-24,183.424
2023-03-25,183.424
2023-03-26,183.424
2023-03-27,187.391
2023-03-28,186.635
2023-03-29,189.469
2023-03-30,194.002
2023-03-31,198.536
2023-04-01,198.536
2023-04-02,198.536
2023-04-03,199.48
2023-04-04,197.969
2023-04-05,205.336
2023-04-06,209.303
2023-04-07,209.303
2023-04-08,209.303
2023-04-09,209.303
2023-04-10,211.192
2023-04-11,212.137
2023-04-12,211.381
2023-04-13,209.87
2023-04-14,205.525
2023-04-15,205.525
2023-04-16,205.525
2023-04-17,208.737
2023-04-18,203.447
2023-04-19,203.258
2023-04-20,196.458
2023-04-21,194.191
2023-04-22,194.191
2023-04-23,194.191
2023-04-24,192.491
2023-04-25,184.557
2023-04-26,180.968
2023-04-27,185.124
2023-04-28,188.902
2023-04-29,188.902
2023-04-30,188.902
2023-05-01,188.902
2023-05-02,188.902
2023-05-03,188.902
2023-05-04,188.902
2023-05-05,188.902
2023-05-06,188.902
2023-05-07,188.902
2023-05-08,188.902
2023-05-09,188.902
2023-05-10,188.902
2023-05-11,188.902
2023-05-12,188.902
2023-05-13,188.902
2023-05-14,188.902
2023-05-15,188.902
2023-05-16,188.902
2023-05-17,188.902
2023-05-18,188.902
2023-05-19,188.902
2023-05-20,188.902
2023-05-21,188.902
2023-05-22,188.902
2023-05-23,188.902
2023-05-24,188.902
2023-05-25,188.902
2023-05-26,188.902
2023-05-27,188.902
2023-05-28,188.902
2023-05-29,188.902
2023-05-30,188.902
2023-05-31,188.902
2023-06-01,188.902
2023-06-02,188.902
2023-06-03,188.902
2023-06-04,188.902
2023-06-05,188.902
2023-06-06,188.902
2023-06-07,188.902
2023-06-08,188.902
2023-06-09,188.902
2023-06-10,188.902
2023-06-11,188.902
2023-06-12,188.902
2023-06-13,188.902
2023-06-14,188.902
2023-06-15,188.902
2023-06-16,188.902
2023-06-17,188.902
2023-06-18,188.902
2023-06-19,188.902
2023-06-20,188.902
2023-06-21,188.902
2023-06-22,188.902
2023-06-23,188.902
2023-06-24,188.902
2023-06-25,188.902
2023-06-26,188.902
2023-06-27,188.902
2023-06-28,188.902
2023-06-29,188.902
2023-06-30,188.902
2023-07-01,188.902
2023-07-02,188.902
2023-07-03,188.902
2023-07-04,188.902
2023-07-05,188.902
2023-07-06,188.902
2023-07-07,188.902
2023-07-08,188.902
2023-07-09,188.902
2023-07-10,188.902
2023-07-11,188.902
2023-07-12,188.902
2023-07-13,188.902
2023-07-14,188.902
2023-07-15,188.902
2023-07-16,188.902
2023-07-17,188.902
2023-07-18,188.902
2023-07-19,188.902
2023-07-20,188.902
2023-07-21,188.902
2023-07-22,188.902
2023-07-23,188.902
2023-07-24,188.902
2023-07-25,188.902
2023-07-26,188.902
2023-07-27,188.902
2023-07-28,188.902
2023-07-29,188.902
2023-07-30,188.902
2023-07-31,188.902
2023-08-01,188.902
2023-08-02,188.902
2023-08-03,188.902
2023-08-04,188.902
2023-08-05,188.902
2023-08-06,188.902
2023-08-07,188.902
2023-08-08,188.902
2023-08-09,188.902
2023-08-10,188.902
2023-08-11,188.902
2023-08-12,188.902
2023-08-13,188.902
2023-08-14,188.902
2023-08-15,188.902
2023-08-16,188.902
2023-08-17,188.902
2023-08-18,188.902
2023-08-19,188.902
2023-08-20,188.902
2023-08-21,188.902
2023-08-22,188.902
2023-08-23,188.902
2023-08-24,188.902
2023-08-25,188.902
2023-08-26,188.902
2023-08-27,188.902
2023-08-28,188.902
2023-08-29,188.902
