,MBUU US Equity
2020-11-26,8.805
2020-11-27,8.989
2020-11-28,8.989
2020-11-29,8.989
2020-11-30,8.674
2020-12-01,8.927
2020-12-02,8.842
2020-12-03,8.907
2020-12-04,9.003
2020-12-05,9.003
2020-12-06,9.003
2020-12-07,9.119
2020-12-08,9.12
2020-12-09,9.009
2020-12-10,9.11
2020-12-11,9.009
2020-12-12,9.009
2020-12-13,9.009
2020-12-14,9.711
2020-12-15,9.849
2020-12-16,9.814
2020-12-17,9.963
2020-12-18,9.886
2020-12-19,9.886
2020-12-20,9.886
2020-12-21,9.96
2020-12-22,10.279
2020-12-23,10.332
2020-12-24,10.204
2020-12-25,10.204
2020-12-26,10.204
2020-12-27,10.204
2020-12-28,9.928
2020-12-29,9.478
2020-12-30,9.619
2020-12-31,9.504
2021-01-01,9.504
2021-01-02,9.504
2021-01-03,9.504
2021-01-04,9.408
2021-01-05,9.807
2021-01-06,9.763
2021-01-07,9.795
2021-01-08,9.633
2021-01-09,9.633
2021-01-10,9.633
2021-01-11,9.97
2021-01-12,10.67
2021-01-13,11.199
2021-01-14,9.731
2021-01-15,9.664
2021-01-16,9.664
2021-01-17,9.664
2021-01-18,9.664
2021-01-19,10.195
2021-01-20,10.311
2021-01-21,10.342
2021-01-22,10.323
2021-01-23,10.323
2021-01-24,10.323
2021-01-25,10.004
2021-01-26,10.408
2021-01-27,9.768
2021-01-28,9.685
2021-01-29,9.513
2021-01-30,9.513
2021-01-31,9.513
2021-02-01,9.726
2021-02-02,9.871
2021-02-03,9.965
2021-02-04,10.321
2021-02-05,10.408
2021-02-06,10.408
2021-02-07,10.408
2021-02-08,10.89
2021-02-09,10.433
2021-02-10,10.52
2021-02-11,10.168
2021-02-12,10.114
2021-02-13,10.114
2021-02-14,10.114
2021-02-15,10.114
2021-02-16,9.71
2021-02-17,9.73
2021-02-18,9.433
2021-02-19,9.787
2021-02-20,9.787
2021-02-21,9.787
2021-02-22,9.935
2021-02-23,10.178
2021-02-24,10.232
2021-02-25,9.844
2021-02-26,9.388
2021-02-27,9.388
2021-02-28,9.388
2021-03-01,9.987
2021-03-02,9.961
2021-03-03,10.015
2021-03-04,9.742
2021-03-05,10.081
2021-03-06,10.081
2021-03-07,10.081
2021-03-08,10.571
2021-03-09,10.647
2021-03-10,10.848
2021-03-11,11.166
2021-03-12,11.214
2021-03-13,11.214
2021-03-14,11.214
2021-03-15,11.552
2021-03-16,11.579
2021-03-17,11.083
2021-03-18,10.841
2021-03-19,10.861
2021-03-20,10.861
2021-03-21,10.861
2021-03-22,10.797
2021-03-23,10.092
2021-03-24,9.686
2021-03-25,10.006
2021-03-26,10.202
2021-03-27,10.202
2021-03-28,10.202
2021-03-29,9.712
2021-03-30,9.982
2021-03-31,10.035
2021-04-01,10.254
2021-04-02,10.254
2021-04-03,10.254
2021-04-04,10.254
2021-04-05,10.463
2021-04-06,10.403
2021-04-07,10.297
2021-04-08,10.474
2021-04-09,10.486
2021-04-10,10.486
2021-04-11,10.486
2021-04-12,10.764
2021-04-13,10.603
2021-04-14,10.574
2021-04-15,10.486
2021-04-16,10.61
2021-04-17,10.61
2021-04-18,10.61
2021-04-19,10.535
2021-04-20,10.067
2021-04-21,10.164
2021-04-22,10.64
2021-04-23,10.841
2021-04-24,10.841
2021-04-25,10.841
2021-04-26,11.031
2021-04-27,11.011
2021-04-28,10.576
2021-04-29,10.54
2021-04-30,10.499
2021-05-01,10.499
2021-05-02,10.499
2021-05-03,10.932
2021-05-04,10.757
2021-05-05,10.35
2021-05-06,9.877
2021-05-07,10.109
2021-05-08,10.109
2021-05-09,10.109
2021-05-10,9.92
2021-05-11,10.043
2021-05-12,9.295
2021-05-13,10.012
2021-05-14,10.178
2021-05-15,10.178
2021-05-16,10.178
2021-05-17,10.787
2021-05-18,10.638
2021-05-19,10.544
2021-05-20,10.401
2021-05-21,10.126
2021-05-22,10.126
2021-05-23,10.126
2021-05-24,9.887
2021-05-25,9.612
2021-05-26,9.776
2021-05-27,10.017
2021-05-28,10.112
2021-05-29,10.112
2021-05-30,10.112
2021-05-31,10.112
2021-06-01,10.277
2021-06-02,10.115
2021-06-03,9.936
2021-06-04,9.74
2021-06-05,9.74
2021-06-06,9.74
2021-06-07,9.91
2021-06-08,9.899
2021-06-09,9.745
2021-06-10,9.268
2021-06-11,8.354
2021-06-12,8.354
2021-06-13,8.354
2021-06-14,8.18
2021-06-15,8.139
2021-06-16,8.057
2021-06-17,8.14
2021-06-18,8.21
2021-06-19,8.21
2021-06-20,8.21
2021-06-21,8.495
2021-06-22,8.566
2021-06-23,8.541
2021-06-24,8.611
2021-06-25,8.502
2021-06-26,8.502
2021-06-27,8.502
2021-06-28,8.328
2021-06-29,8.289
2021-06-30,8.4
2021-07-01,8.471
2021-07-02,8.23
2021-07-03,8.23
2021-07-04,8.23
2021-07-05,8.23
2021-07-06,8.024
2021-07-07,7.99
2021-07-08,7.893
2021-07-09,8.184
2021-07-10,8.184
2021-07-11,8.184
2021-07-12,8.603
2021-07-13,8.589
2021-07-14,8.794
2021-07-15,8.678
2021-07-16,8.604
2021-07-17,8.604
2021-07-18,8.604
2021-07-19,8.548
2021-07-20,9.002
2021-07-21,9.034
2021-07-22,8.991
2021-07-23,9.137
2021-07-24,9.137
2021-07-25,9.137
2021-07-26,9.073
2021-07-27,8.908
2021-07-28,9.063
2021-07-29,9.354
2021-07-30,9.583
2021-07-31,9.583
2021-08-01,9.583
2021-08-02,9.636
2021-08-03,9.611
2021-08-04,9.722
2021-08-05,9.573
2021-08-06,9.616
2021-08-07,9.616
2021-08-08,9.616
2021-08-09,9.354
2021-08-10,9.646
2021-08-11,9.696
2021-08-12,9.494
2021-08-13,9.375
2021-08-14,9.375
2021-08-15,9.375
2021-08-16,9.359
2021-08-17,8.95
2021-08-18,8.44
2021-08-19,8.371
2021-08-20,8.629
2021-08-21,8.629
2021-08-22,8.629
2021-08-23,8.786
2021-08-24,9.227
2021-08-25,9.247
2021-08-26,8.833
2021-08-27,8.556
2021-08-28,8.556
2021-08-29,8.556
2021-08-30,8.71
2021-08-31,8.202
2021-09-01,8.341
2021-09-02,8.132
2021-09-03,8.069
2021-09-04,8.069
2021-09-05,8.069
2021-09-06,8.069
2021-09-07,8.329
2021-09-08,8.184
2021-09-09,8.305
2021-09-10,8.254
2021-09-11,8.254
2021-09-12,8.254
2021-09-13,8.336
2021-09-14,8.249
2021-09-15,8.353
2021-09-16,8.254
2021-09-17,8.349
2021-09-18,8.349
2021-09-19,8.349
2021-09-20,8.122
2021-09-21,8.067
2021-09-22,8.28
2021-09-23,8.445
2021-09-24,8.485
2021-09-25,8.485
2021-09-26,8.485
2021-09-27,8.571
2021-09-28,8.706
2021-09-29,8.466
2021-09-30,8.408
2021-10-01,8.729
2021-10-02,8.729
2021-10-03,8.729
2021-10-04,8.575
2021-10-05,8.63
2021-10-06,8.622
2021-10-07,8.735
2021-10-08,8.555
2021-10-09,8.555
2021-10-10,8.555
2021-10-11,8.314
2021-10-12,8.31
2021-10-13,8.326
2021-10-14,8.46
2021-10-15,8.365
2021-10-16,8.365
2021-10-17,8.365
2021-10-18,8.532
2021-10-19,8.291
2021-10-20,8.163
2021-10-21,8.34
2021-10-22,8.372
2021-10-23,8.372
2021-10-24,8.372
2021-10-25,8.479
2021-10-26,8.15
2021-10-27,8.037
2021-10-28,8.288
2021-10-29,8.484
2021-10-30,8.484
2021-10-31,8.484
2021-11-01,8.884
2021-11-02,8.665
2021-11-03,8.921
2021-11-04,9.017
2021-11-05,9.255
2021-11-06,9.255
2021-11-07,9.255
2021-11-08,8.854
2021-11-09,8.699
2021-11-10,8.639
2021-11-11,8.414
2021-11-12,8.474
2021-11-13,8.474
2021-11-14,8.474
2021-11-15,8.319
2021-11-16,8.51
2021-11-17,8.584
2021-11-18,8.504
2021-11-19,8.396
2021-11-20,8.396
2021-11-21,8.396
2021-11-22,8.756
2021-11-23,8.9
2021-11-24,8.94
2021-11-25,8.94
2021-11-26,8.497
2021-11-27,8.497
2021-11-28,8.497
2021-11-29,8.42
2021-11-30,8.241
2021-12-01,8.325
2021-12-02,8.461
2021-12-03,8.233
2021-12-04,8.233
2021-12-05,8.233
2021-12-06,8.412
2021-12-07,8.369
2021-12-08,8.126
2021-12-09,7.953
2021-12-10,8.03
2021-12-11,8.03
2021-12-12,8.03
2021-12-13,7.96
2021-12-14,7.958
2021-12-15,8.123
2021-12-16,7.982
2021-12-17,7.741
2021-12-18,7.741
2021-12-19,7.741
2021-12-20,7.474
2021-12-21,7.662
2021-12-22,7.764
2021-12-23,7.899
2021-12-24,7.899
2021-12-25,7.899
2021-12-26,7.899
2021-12-27,8.001
2021-12-28,8.017
2021-12-29,8.136
2021-12-30,8.224
2021-12-31,8.153
2022-01-01,8.153
2022-01-02,8.153
2022-01-03,8.267
2022-01-04,8.132
2022-01-05,7.916
2022-01-06,8.288
2022-01-07,7.96
2022-01-08,7.96
2022-01-09,7.96
2022-01-10,7.985
2022-01-11,7.865
2022-01-12,7.75
2022-01-13,7.834
2022-01-14,7.726
2022-01-15,7.726
2022-01-16,7.726
2022-01-17,7.726
2022-01-18,7.42
2022-01-19,7.324
2022-01-20,7.012
2022-01-21,6.734
2022-01-22,6.734
2022-01-23,6.734
2022-01-24,7.287
2022-01-25,7.247
2022-01-26,7.158
2022-01-27,7.2
2022-01-28,7.552
2022-01-29,7.552
2022-01-30,7.552
2022-01-31,7.789
2022-02-01,8.091
2022-02-02,7.702
2022-02-03,7.625
2022-02-04,7.574
2022-02-05,7.574
2022-02-06,7.574
2022-02-07,7.679
2022-02-08,8.274
2022-02-09,8.249
2022-02-10,8.068
2022-02-11,7.979
2022-02-12,7.979
2022-02-13,7.979
2022-02-14,7.804
2022-02-15,7.969
2022-02-16,7.856
2022-02-17,7.757
2022-02-18,7.685
2022-02-19,7.685
2022-02-20,7.685
2022-02-21,7.685
2022-02-22,7.653
2022-02-23,7.668
2022-02-24,7.713
2022-02-25,7.842
2022-02-26,7.842
2022-02-27,7.842
2022-02-28,7.914
2022-03-01,7.787
2022-03-02,8.002
2022-03-03,7.92
2022-03-04,7.493
2022-03-05,7.493
2022-03-06,7.493
2022-03-07,6.733
2022-03-08,6.95
2022-03-09,7.303
2022-03-10,7.185
2022-03-11,6.864
2022-03-12,6.864
2022-03-13,6.864
2022-03-14,6.589
2022-03-15,6.76
2022-03-16,6.968
2022-03-17,6.804
2022-03-18,6.962
2022-03-19,6.962
2022-03-20,6.962
2022-03-21,6.969
2022-03-22,7.044
2022-03-23,6.647
2022-03-24,6.744
2022-03-25,6.722
2022-03-26,6.722
2022-03-27,6.722
2022-03-28,6.782
2022-03-29,7.182
2022-03-30,6.877
2022-03-31,6.59
2022-04-01,6.355
2022-04-02,6.355
2022-04-03,6.355
2022-04-04,6.38
2022-04-05,6.031
2022-04-06,5.787
2022-04-07,5.761
2022-04-08,5.762
2022-04-09,5.762
2022-04-10,5.762
2022-04-11,5.91
2022-04-12,5.917
2022-04-13,5.945
2022-04-14,5.931
2022-04-15,5.931
2022-04-16,5.931
2022-04-17,5.931
2022-04-18,5.966
2022-04-19,6.099
2022-04-20,6.065
2022-04-21,5.912
2022-04-22,5.745
2022-04-23,5.745
2022-04-24,5.745
2022-04-25,5.9
2022-04-26,5.6
2022-04-27,5.6
2022-04-28,5.741
2022-04-29,5.713
2022-04-30,5.713
2022-05-01,5.713
2022-05-02,5.811
2022-05-03,5.904
2022-05-04,6.13
2022-05-05,5.908
2022-05-06,5.895
2022-05-07,5.895
2022-05-08,5.895
2022-05-09,5.94
2022-05-10,6.414
2022-05-11,6.249
2022-05-12,6.374
2022-05-13,6.697
2022-05-14,6.697
2022-05-15,6.697
2022-05-16,6.59
2022-05-17,6.834
2022-05-18,6.237
2022-05-19,6.091
2022-05-20,6.13
2022-05-21,6.13
2022-05-22,6.13
2022-05-23,6.078
2022-05-24,6.17
2022-05-25,6.347
2022-05-26,6.434
2022-05-27,6.434
2022-05-28,6.434
2022-05-29,6.434
2022-05-30,6.434
2022-05-31,6.438
2022-06-01,6.448
2022-06-02,6.439
2022-06-03,6.256
2022-06-04,6.256
2022-06-05,6.256
2022-06-06,6.445
2022-06-07,6.481
2022-06-08,6.51
2022-06-09,6.492
2022-06-10,6.14
2022-06-11,6.14
2022-06-12,6.14
2022-06-13,5.892
2022-06-14,6.033
2022-06-15,5.911
2022-06-16,5.353
2022-06-17,5.625
2022-06-18,5.625
2022-06-19,5.625
2022-06-20,5.625
2022-06-21,5.698
2022-06-22,5.788
2022-06-23,5.88
2022-06-24,5.889
2022-06-25,5.889
2022-06-26,5.889
2022-06-27,5.936
2022-06-28,5.859
2022-06-29,5.921
2022-06-30,5.791
2022-07-01,5.826
2022-07-02,5.826
2022-07-03,5.826
2022-07-04,5.826
2022-07-05,6.031
2022-07-06,5.989
2022-07-07,6.15
2022-07-08,6.194
2022-07-09,6.194
2022-07-10,6.194
2022-07-11,6.148
2022-07-12,6.225
2022-07-13,6.319
2022-07-14,6.204
2022-07-15,6.317
2022-07-16,6.317
2022-07-17,6.317
2022-07-18,6.181
2022-07-19,6.349
2022-07-20,6.535
2022-07-21,6.637
2022-07-22,6.6
2022-07-23,6.6
2022-07-24,6.6
2022-07-25,6.637
2022-07-26,6.604
2022-07-27,6.757
2022-07-28,6.752
2022-07-29,6.851
2022-07-30,6.851
2022-07-31,6.851
2022-08-01,6.901
2022-08-02,6.762
2022-08-03,6.937
2022-08-04,6.923
2022-08-05,6.909
2022-08-06,6.909
2022-08-07,6.909
2022-08-08,7.043
2022-08-09,6.951
2022-08-10,7.134
2022-08-11,7.127
2022-08-12,7.299
2022-08-13,7.299
2022-08-14,7.299
2022-08-15,7.466
2022-08-16,7.501
2022-08-17,7.57
2022-08-18,7.733
2022-08-19,7.496
2022-08-20,7.496
2022-08-21,7.496
2022-08-22,7.302
2022-08-23,7.331
2022-08-24,7.371
2022-08-25,7.627
2022-08-26,7.404
2022-08-27,7.404
2022-08-28,7.404
2022-08-29,7.219
2022-08-30,7.213
2022-08-31,7.034
2022-09-01,6.855
2022-09-02,6.866
2022-09-03,6.866
2022-09-04,6.866
2022-09-05,6.866
2022-09-06,6.573
2022-09-07,6.788
2022-09-08,6.468
2022-09-09,6.432
2022-09-10,6.432
2022-09-11,6.432
2022-09-12,6.538
2022-09-13,6.391
2022-09-14,6.333
2022-09-15,6.47
2022-09-16,6.19
2022-09-17,6.19
2022-09-18,6.19
2022-09-19,6.271
2022-09-20,6.019
2022-09-21,5.903
2022-09-22,5.838
2022-09-23,5.781
2022-09-24,5.781
2022-09-25,5.781
2022-09-26,5.695
2022-09-27,5.977
2022-09-28,6.074
2022-09-29,5.882
2022-09-30,5.598
2022-10-01,5.598
2022-10-02,5.598
2022-10-03,5.506
2022-10-04,5.671
2022-10-05,5.548
2022-10-06,5.611
2022-10-07,5.488
2022-10-08,5.488
2022-10-09,5.488
2022-10-10,5.524
2022-10-11,5.659
2022-10-12,5.744
2022-10-13,5.836
2022-10-14,5.512
2022-10-15,5.512
2022-10-16,5.512
2022-10-17,5.519
2022-10-18,5.715
2022-10-19,5.621
2022-10-20,5.555
2022-10-21,5.587
2022-10-22,5.587
2022-10-23,5.587
2022-10-24,5.786
2022-10-25,6.026
2022-10-26,6.147
2022-10-27,6.101
2022-10-28,6.239
2022-10-29,6.239
2022-10-30,6.239
2022-10-31,6.131
2022-11-01,6.227
2022-11-02,5.939
2022-11-03,6.056
2022-11-04,6.422
2022-11-05,6.422
2022-11-06,6.422
2022-11-07,6.634
2022-11-08,6.8
2022-11-09,6.701
2022-11-10,7.132
2022-11-11,7.49
2022-11-12,7.49
2022-11-13,7.49
2022-11-14,7.396
2022-11-15,7.463
2022-11-16,7.2
2022-11-17,7.256
2022-11-18,7.399
2022-11-19,7.399
2022-11-20,7.399
2022-11-21,7.036
2022-11-22,7.244
2022-11-23,7.086
2022-11-24,7.086
2022-11-25,7.115
2022-11-26,7.115
2022-11-27,7.115
2022-11-28,7.069
2022-11-29,7.114
2022-11-30,7.21
2022-12-01,7.258
2022-12-02,7.298
2022-12-03,7.298
2022-12-04,7.298
2022-12-05,7.083
2022-12-06,7.004
2022-12-07,6.954
2022-12-08,6.955
2022-12-09,6.923
2022-12-10,6.923
2022-12-11,6.923
2022-12-12,7.105
2022-12-13,7.044
2022-12-14,7.134
2022-12-15,7.073
2022-12-16,7.01
2022-12-17,7.01
2022-12-18,7.01
2022-12-19,6.863
2022-12-20,6.798
2022-12-21,6.997
2022-12-22,6.738
2022-12-23,6.817
2022-12-24,6.817
2022-12-25,6.817
2022-12-26,6.817
2022-12-27,6.772
2022-12-28,6.542
2022-12-29,6.75
2022-12-30,6.738
2022-12-31,6.738
2023-01-01,6.738
2023-01-02,6.738
2023-01-03,6.753
2023-01-04,6.982
2023-01-05,7.023
2023-01-06,7.253
2023-01-07,7.253
2023-01-08,7.253
2023-01-09,7.247
2023-01-10,7.35
2023-01-11,7.407
2023-01-12,7.48
2023-01-13,7.43
2023-01-14,7.43
2023-01-15,7.43
2023-01-16,7.43
2023-01-17,7.405
2023-01-18,7.125
2023-01-19,7.152
2023-01-20,7.276
2023-01-21,7.276
2023-01-22,7.276
2023-01-23,7.45
2023-01-24,7.453
2023-01-25,7.416
2023-01-26,7.187
2023-01-27,7.144
2023-01-28,7.144
2023-01-29,7.144
2023-01-30,7.234
2023-01-31,7.66
2023-02-01,7.925
2023-02-02,8.239
2023-02-03,8.062
2023-02-04,8.062
2023-02-05,8.062
2023-02-06,7.9
2023-02-07,8.039
2023-02-08,8.174
2023-02-09,7.82
2023-02-10,7.741
2023-02-11,7.741
2023-02-12,7.741
2023-02-13,7.941
2023-02-14,7.913
2023-02-15,8.091
2023-02-16,7.962
2023-02-17,8.036
2023-02-18,8.036
2023-02-19,8.036
2023-02-20,8.036
2023-02-21,7.814
2023-02-22,7.928
2023-02-23,7.867
2023-02-24,7.823
2023-02-25,7.823
2023-02-26,7.823
2023-02-27,7.734
2023-02-28,7.713
2023-03-01,7.643
2023-03-02,7.744
2023-03-03,7.779
2023-03-04,7.779
2023-03-05,7.779
2023-03-06,7.718
2023-03-07,7.796
2023-03-08,7.793
2023-03-09,7.554
2023-03-10,7.394
2023-03-11,7.394
2023-03-12,7.394
2023-03-13,7.241
2023-03-14,7.299
2023-03-15,7.148
2023-03-16,7.19
2023-03-17,6.936
2023-03-18,6.936
2023-03-19,6.936
2023-03-20,6.94
2023-03-21,7.224
2023-03-22,7.025
2023-03-23,6.981
2023-03-24,6.962
2023-03-25,6.962
2023-03-26,6.962
2023-03-27,6.991
2023-03-28,7.007
2023-03-29,6.994
2023-03-30,6.968
2023-03-31,7.264
2023-04-01,7.264
2023-04-02,7.264
2023-04-03,7.291
2023-04-04,7.012
2023-04-05,6.829
2023-04-06,6.681
2023-04-07,6.681
2023-04-08,6.681
2023-04-09,6.681
2023-04-10,6.822
2023-04-11,7.047
2023-04-12,7.02
2023-04-13,7.103
2023-04-14,7.168
2023-04-15,7.168
2023-04-16,7.168
2023-04-17,7.213
2023-04-18,7.334
2023-04-19,7.349
2023-04-20,7.305
2023-04-21,7.385
2023-04-22,7.385
2023-04-23,7.385
2023-04-24,7.297
2023-04-25,7.153
2023-04-26,7.071
2023-04-27,7.174
2023-04-28,7.347
2023-04-29,7.347
2023-04-30,7.347
2023-05-01,7.342
2023-05-02,7.328
2023-05-03,7.367
2023-05-04,7.318
2023-05-05,7.548
2023-05-06,7.548
2023-05-07,7.548
2023-05-08,7.648
2023-05-09,7.334
2023-05-10,7.106
2023-05-11,7.194
2023-05-12,7.198
2023-05-13,7.198
2023-05-14,7.198
2023-05-15,7.173
2023-05-16,6.959
2023-05-17,7.144
2023-05-18,7.337
2023-05-19,6.996
2023-05-20,6.996
2023-05-21,6.996
2023-05-22,7.051
2023-05-23,7.035
2023-05-24,6.897
2023-05-25,6.969
2023-05-26,7.021
2023-05-27,7.021
2023-05-28,7.021
2023-05-29,7.021
2023-05-30,6.996
2023-05-31,6.851
2023-06-01,6.81
2023-06-02,7.092
2023-06-03,7.092
2023-06-04,7.092
2023-06-05,7.019
2023-06-06,7.514
2023-06-07,7.913
2023-06-08,7.783
2023-06-09,7.828
2023-06-10,7.828
2023-06-11,7.828
2023-06-12,7.798
2023-06-13,8.055
2023-06-14,7.999
2023-06-15,8.028
2023-06-16,7.552
2023-06-17,7.552
2023-06-18,7.552
2023-06-19,7.552
2023-06-20,7.563
2023-06-21,7.601
2023-06-22,7.513
2023-06-23,7.347
2023-06-24,7.347
2023-06-25,7.347
2023-06-26,7.428
2023-06-27,7.595
2023-06-28,7.564
2023-06-29,7.668
2023-06-30,7.656
2023-07-01,7.656
2023-07-02,7.656
2023-07-03,7.754
2023-07-04,7.754
2023-07-05,7.528
2023-07-06,7.353
2023-07-07,7.302
2023-07-08,7.302
2023-07-09,7.302
2023-07-10,7.277
2023-07-11,7.438
2023-07-12,7.575
2023-07-13,7.647
2023-07-14,7.363
2023-07-15,7.363
2023-07-16,7.363
2023-07-17,7.36
2023-07-18,7.524
2023-07-19,7.667
2023-07-20,7.563
2023-07-21,7.622
2023-07-22,7.622
2023-07-23,7.622
2023-07-24,7.694
2023-07-25,7.769
2023-07-26,7.846
2023-07-27,7.727
2023-07-28,7.739
2023-07-29,7.739
2023-07-30,7.739
2023-07-31,7.928
2023-08-01,7.975
2023-08-02,7.912
2023-08-03,7.37
2023-08-04,7.514
2023-08-05,7.514
2023-08-06,7.514
2023-08-07,7.628
2023-08-08,7.551
2023-08-09,7.494
2023-08-10,7.491
2023-08-11,7.45
2023-08-12,7.45
2023-08-13,7.45
2023-08-14,7.457
2023-08-15,7.259
2023-08-16,7.154
2023-08-17,7.154
2023-08-18,7.232
2023-08-19,7.232
2023-08-20,7.232
2023-08-21,7.165
2023-08-22,7.064
2023-08-23,7.14
2023-08-24,7.05
2023-08-25,7.125
2023-08-26,7.125
2023-08-27,7.125
2023-08-28,7.064
2023-08-29,7.507
2023-08-30,7.622
2023-08-31,7.859
2023-09-01,8.348
2023-09-02,8.348
2023-09-03,8.348
2023-09-04,8.348
2023-09-05,8.095
2023-09-06,8.088
2023-09-07,8.011
2023-09-08,8.026
2023-09-09,8.026
2023-09-10,8.026
2023-09-11,7.97
2023-09-12,7.883
2023-09-13,8.02
2023-09-14,8.288
2023-09-15,8.0
2023-09-16,8.0
