,DGX US Equity
2023-09-21,13.34
2023-09-22,13.336
2023-09-23,13.336
2023-09-24,13.336
2023-09-25,13.425
2023-09-26,13.455
2023-09-27,13.327
2023-09-28,13.322
2023-09-29,13.161
2023-09-30,13.161
2023-10-01,13.161
2023-10-02,13.058
2023-10-03,13.071
2023-10-04,13.239
2023-10-05,13.36
2023-10-06,13.499
2023-10-07,13.499
2023-10-08,13.499
2023-10-09,13.569
2023-10-10,13.454
2023-10-11,13.341
2023-10-12,13.112
2023-10-13,13.325
2023-10-14,13.325
2023-10-15,13.325
2023-10-16,13.358
2023-10-17,13.411
2023-10-18,13.356
2023-10-19,13.361
2023-10-20,13.459
2023-10-21,13.459
2023-10-22,13.459
2023-10-23,13.256
2023-10-24,13.476
2023-10-25,13.726
2023-10-26,14.363
2023-10-27,13.971
2023-10-28,13.971
2023-10-29,13.971
2023-10-30,14.16
2023-10-31,14.236
2023-11-01,14.502
2023-11-02,14.371
2023-11-03,14.653
2023-11-04,14.653
2023-11-05,14.653
2023-11-06,14.691
2023-11-07,14.581
2023-11-08,14.645
2023-11-09,14.478
2023-11-10,14.608
2023-11-11,14.608
2023-11-12,14.608
2023-11-13,14.556
2023-11-14,14.714
2023-11-15,14.897
2023-11-16,14.84
2023-11-17,14.847
2023-11-18,14.847
2023-11-19,14.847
2023-11-20,14.8
2023-11-21,14.742
2023-11-22,14.899
2023-11-23,14.899
2023-11-24,14.876
2023-11-25,14.876
2023-11-26,14.876
2023-11-27,14.85
2023-11-28,14.867
2023-11-29,14.818
2023-11-30,15.033
2023-12-01,14.917
2023-12-02,14.917
2023-12-03,14.917
2023-12-04,15.061
2023-12-05,14.776
2023-12-06,14.884
2023-12-07,14.902
2023-12-08,14.978
2023-12-09,14.978
2023-12-10,14.978
2023-12-11,15.091
2023-12-12,15.358
2023-12-13,15.524
2023-12-14,15.1
2023-12-15,14.854
2023-12-16,14.854
2023-12-17,14.854
2023-12-18,14.941
2023-12-19,15.011
2023-12-20,14.808
2023-12-21,14.947
2023-12-22,15.024
2023-12-23,15.024
2023-12-24,15.024
2023-12-25,15.024
2023-12-26,15.026
2023-12-27,15.116
2023-12-28,15.125
2023-12-29,15.149
2023-12-30,15.149
2023-12-31,15.149
2024-01-01,15.149
2024-01-02,15.481
2024-01-03,15.356
2024-01-04,15.452
2024-01-05,15.631
2024-01-06,15.631
2024-01-07,15.631
2024-01-08,15.589
2024-01-09,15.531
2024-01-10,14.984
2024-01-11,14.886
2024-01-12,14.835
2024-01-13,14.835
2024-01-14,14.835
2024-01-15,14.835
2024-01-16,14.753
2024-01-17,14.739
2024-01-18,14.803
2024-01-19,14.62
2024-01-20,14.62
2024-01-21,14.62
2024-01-22,14.415
2024-01-23,14.347
2024-01-24,14.124
2024-01-25,14.411
2024-01-26,14.443
2024-01-27,14.443
2024-01-28,14.443
2024-01-29,14.326
2024-01-30,14.269
2024-01-31,14.225
2024-02-01,14.304
2024-02-02,14.087
2024-02-03,14.087
2024-02-04,14.087
2024-02-05,13.949
2024-02-06,14.229
2024-02-07,14.451
2024-02-08,14.351
2024-02-09,14.374
2024-02-10,14.374
2024-02-11,14.374
2024-02-12,14.745
2024-02-13,14.471
2024-02-14,14.456
2024-02-15,14.23
2024-02-16,14.034
2024-02-17,14.034
2024-02-18,14.034
2024-02-19,14.034
2024-02-20,14.012
2024-02-21,14.343
2024-02-22,14.186
2024-02-23,14.39
2024-02-24,14.39
2024-02-25,14.39
2024-02-26,14.296
2024-02-27,14.323
2024-02-28,14.235
2024-02-29,14.148
2024-03-01,14.124
2024-03-02,14.124
2024-03-03,14.124
2024-03-04,14.218
2024-03-05,14.128
2024-03-06,14.401
2024-03-07,14.454
2024-03-08,14.437
2024-03-09,14.437
2024-03-10,14.437
2024-03-11,14.689
2024-03-12,14.724
2024-03-13,14.687
2024-03-14,14.427
2024-03-15,14.559
2024-03-16,14.559
2024-03-17,14.559
2024-03-18,14.543
2024-03-19,14.647
2024-03-20,14.495
2024-03-21,14.641
2024-03-22,14.695
2024-03-23,14.695
2024-03-24,14.695
2024-03-25,14.692
2024-03-26,14.646
2024-03-27,14.895
2024-03-28,15.128
2024-03-29,15.128
2024-03-30,15.128
2024-03-31,15.128
2024-04-01,15.316
2024-04-02,15.029
2024-04-03,15.041
2024-04-04,14.939
2024-04-05,14.926
2024-04-06,14.926
2024-04-07,14.926
2024-04-08,14.858
