,OGE US Equity
2020-11-05,12.47
2020-11-06,12.357
2020-11-07,12.357
2020-11-08,12.357
2020-11-09,12.739
2020-11-10,13.348
2020-11-11,13.243
2020-11-12,12.767
2020-11-13,13.246
2020-11-14,13.246
2020-11-15,13.246
2020-11-16,13.535
2020-11-17,13.344
2020-11-18,12.981
2020-11-19,13.059
2020-11-20,13.157
2020-11-21,13.157
2020-11-22,13.157
2020-11-23,13.289
2020-11-24,13.559
2020-11-25,13.512
2020-11-26,13.512
2020-11-27,13.126
2020-11-28,13.126
2020-11-29,13.126
2020-11-30,12.634
2020-12-01,12.755
2020-12-02,12.88
2020-12-03,12.724
2020-12-04,12.825
2020-12-05,12.825
2020-12-06,12.825
2020-12-07,12.837
2020-12-08,12.693
2020-12-09,12.798
2020-12-10,12.615
2020-12-11,12.544
2020-12-12,12.544
2020-12-13,12.544
2020-12-14,12.513
2020-12-15,12.611
2020-12-16,12.47
2020-12-17,12.295
2020-12-18,12.147
2020-12-19,12.147
2020-12-20,12.147
2020-12-21,11.893
2020-12-22,11.971
2020-12-23,12.065
2020-12-24,12.15
2020-12-25,12.15
2020-12-26,12.15
2020-12-27,12.15
2020-12-28,12.244
2020-12-29,12.1
2020-12-30,12.306
2020-12-31,12.427
2021-01-01,12.427
2021-01-02,12.427
2021-01-03,12.427
2021-01-04,12.459
2021-01-05,12.466
2021-01-06,12.841
2021-01-07,12.56
2021-01-08,12.668
2021-01-09,12.668
2021-01-10,12.668
2021-01-11,12.494
2021-01-12,12.308
2021-01-13,12.304
2021-01-14,12.134
2021-01-15,12.363
2021-01-16,12.363
2021-01-17,12.363
2021-01-18,12.363
2021-01-19,12.281
2021-01-20,12.387
2021-01-21,12.363
2021-01-22,12.387
2021-01-23,12.387
2021-01-24,12.387
2021-01-25,12.569
2021-01-26,12.47
2021-01-27,12.134
2021-01-28,12.229
2021-01-29,12.055
2021-01-30,12.055
2021-01-31,12.055
2021-02-01,12.17
2021-02-02,12.34
2021-02-03,12.17
2021-02-04,12.395
2021-02-05,12.415
2021-02-06,12.415
2021-02-07,12.415
2021-02-08,12.253
2021-02-09,12.217
2021-02-10,12.521
2021-02-11,12.506
2021-02-12,12.458
2021-02-13,12.458
2021-02-14,12.458
2021-02-15,12.458
2021-02-16,12.494
2021-02-17,12.545
2021-02-18,12.541
2021-02-19,12.608
2021-02-20,12.608
2021-02-21,12.608
2021-02-22,12.284
2021-02-23,12.489
2021-02-24,12.393
2021-02-25,11.144
2021-02-26,11.016
2021-02-27,11.016
2021-02-28,11.016
2021-03-01,11.136
2021-03-02,11.2
2021-03-03,11.324
2021-03-04,11.577
2021-03-05,11.945
2021-03-06,11.945
2021-03-07,11.945
2021-03-08,12.07
2021-03-09,11.964
2021-03-10,12.092
2021-03-11,11.799
2021-03-12,11.972
2021-03-13,11.972
2021-03-14,11.972
2021-03-15,12.476
2021-03-16,12.427
2021-03-17,12.194
2021-03-18,12.228
2021-03-19,12.149
2021-03-20,12.149
2021-03-21,12.149
2021-03-22,12.073
2021-03-23,12.047
2021-03-24,12.051
2021-03-25,12.137
2021-03-26,12.194
2021-03-27,12.194
2021-03-28,12.194
2021-03-29,12.337
2021-03-30,12.213
2021-03-31,12.179
2021-04-01,12.273
2021-04-02,12.273
2021-04-03,12.273
2021-04-04,12.273
2021-04-05,12.356
2021-04-06,12.307
2021-04-07,12.416
2021-04-08,12.292
2021-04-09,12.27
2021-04-10,12.27
2021-04-11,12.27
2021-04-12,12.342
2021-04-13,12.434
2021-04-14,12.521
2021-04-15,12.727
2021-04-16,12.754
2021-04-17,12.754
2021-04-18,12.754
2021-04-19,12.788
2021-04-20,12.819
2021-04-21,12.681
2021-04-22,12.552
2021-04-23,12.556
2021-04-24,12.556
2021-04-25,12.556
2021-04-26,12.59
2021-04-27,12.434
2021-04-28,12.651
2021-04-29,12.849
2021-04-30,12.788
2021-05-01,12.788
2021-05-02,12.788
2021-05-03,12.761
2021-05-04,12.731
2021-05-05,12.735
2021-05-06,13.009
2021-05-07,12.957
2021-05-08,12.957
2021-05-09,12.957
2021-05-10,13.015
2021-05-11,12.763
2021-05-12,12.575
2021-05-13,12.923
2021-05-14,13.137
2021-05-15,13.137
2021-05-16,13.137
2021-05-17,12.904
2021-05-18,12.805
2021-05-19,12.824
2021-05-20,12.824
2021-05-21,12.87
2021-05-22,12.87
2021-05-23,12.87
2021-05-24,12.95
2021-05-25,12.881
2021-05-26,13.122
2021-05-27,13.202
2021-05-28,13.175
2021-05-29,13.175
2021-05-30,13.175
2021-05-31,13.175
2021-06-01,13.08
2021-06-02,12.999
2021-06-03,13.076
2021-06-04,13.11
2021-06-05,13.11
2021-06-06,13.11
2021-06-07,13.072
2021-06-08,12.999
2021-06-09,13.167
2021-06-10,13.324
2021-06-11,13.538
2021-06-12,13.538
2021-06-13,13.538
2021-06-14,13.465
2021-06-15,13.439
2021-06-16,13.282
2021-06-17,13.183
2021-06-18,12.766
2021-06-19,12.766
2021-06-20,12.766
2021-06-21,13.106
2021-06-22,12.996
2021-06-23,12.919
2021-06-24,12.896
2021-06-25,13.129
2021-06-26,13.129
2021-06-27,13.129
2021-06-28,13.049
2021-06-29,12.862
2021-06-30,12.85
2021-07-01,12.976
2021-07-02,13.072
2021-07-03,13.072
2021-07-04,13.072
2021-07-05,13.072
2021-07-06,12.973
2021-07-07,13.022
2021-07-08,12.973
2021-07-09,13.113
2021-07-10,13.113
2021-07-11,13.113
2021-07-12,13.12
2021-07-13,12.869
2021-07-14,12.935
2021-07-15,13.14
2021-07-16,13.229
2021-07-17,13.229
2021-07-18,13.229
2021-07-19,12.877
2021-07-20,13.097
2021-07-21,12.927
2021-07-22,12.834
2021-07-23,12.997
2021-07-24,12.997
2021-07-25,12.997
2021-07-26,13.035
2021-07-27,13.225
2021-07-28,13.124
2021-07-29,13.155
2021-07-30,13.043
2021-07-31,13.043
2021-08-01,13.043
2021-08-02,13.163
2021-08-03,13.271
2021-08-04,13.178
2021-08-05,13.234
2021-08-06,13.453
2021-08-07,13.453
2021-08-08,13.453
2021-08-09,13.489
2021-08-10,13.493
2021-08-11,13.654
2021-08-12,13.819
2021-08-13,13.903
2021-08-14,13.903
2021-08-15,13.903
2021-08-16,13.754
2021-08-17,13.773
2021-08-18,13.662
2021-08-19,13.558
2021-08-20,13.746
2021-08-21,13.746
2021-08-22,13.746
2021-08-23,13.604
2021-08-24,13.577
2021-08-25,13.673
2021-08-26,13.6
2021-08-27,13.627
2021-08-28,13.627
2021-08-29,13.627
2021-08-30,13.596
2021-08-31,13.566
2021-09-01,13.688
2021-09-02,13.777
2021-09-03,13.665
2021-09-04,13.665
2021-09-05,13.665
2021-09-06,13.665
2021-09-07,13.497
2021-09-08,13.681
2021-09-09,13.6
2021-09-10,13.443
2021-09-11,13.443
2021-09-12,13.443
2021-09-13,13.466
2021-09-14,13.282
2021-09-15,13.302
2021-09-16,13.06
2021-09-17,12.926
2021-09-18,12.926
2021-09-19,12.926
2021-09-20,12.857
2021-09-21,12.735
2021-09-22,12.853
2021-09-23,12.915
2021-09-24,12.899
2021-09-25,12.899
2021-09-26,12.899
2021-09-27,12.8
2021-09-28,12.62
2021-09-29,12.846
2021-09-30,12.627
2021-10-01,12.643
2021-10-02,12.643
2021-10-03,12.643
2021-10-04,12.888
2021-10-05,12.796
2021-10-06,12.903
2021-10-07,12.869
2021-10-08,12.822
2021-10-09,12.822
2021-10-10,12.822
2021-10-11,12.706
2021-10-12,12.679
2021-10-13,12.814
2021-10-14,13.09
2021-10-15,13.09
2021-10-16,13.09
2021-10-17,13.09
2021-10-18,12.95
2021-10-19,13.031
2021-10-20,13.198
2021-10-21,13.109
2021-10-22,13.272
2021-10-23,13.272
2021-10-24,13.272
2021-10-25,13.7
2021-10-26,13.704
2021-10-27,13.62
2021-10-28,13.628
2021-10-29,13.628
2021-10-30,13.628
2021-10-31,13.628
2021-11-01,13.868
2021-11-02,13.792
2021-11-03,13.836
2021-11-04,13.664
2021-11-05,13.84
2021-11-06,13.84
2021-11-07,13.84
2021-11-08,13.6
2021-11-09,13.644
2021-11-10,13.724
2021-11-11,13.752
2021-11-12,13.776
2021-11-13,13.776
2021-11-14,13.776
2021-11-15,13.98
2021-11-16,13.924
2021-11-17,13.936
2021-11-18,13.856
2021-11-19,14.044
2021-11-20,14.044
2021-11-21,14.044
2021-11-22,14.172
2021-11-23,14.18
2021-11-24,14.16
2021-11-25,14.16
2021-11-26,13.824
2021-11-27,13.824
2021-11-28,13.824
2021-11-29,14.04
2021-11-30,13.728
2021-12-01,13.716
2021-12-02,13.982
2021-12-03,14.28
2021-12-04,14.28
2021-12-05,14.28
2021-12-06,14.562
2021-12-07,14.518
2021-12-08,14.526
2021-12-09,14.429
2021-12-10,14.469
2021-12-11,14.469
2021-12-12,14.469
2021-12-13,14.63
2021-12-14,14.622
2021-12-15,14.916
2021-12-16,14.916
2021-12-17,14.844
2021-12-18,14.844
2021-12-19,14.844
2021-12-20,14.864
2021-12-21,14.892
2021-12-22,14.981
2021-12-23,14.985
2021-12-24,14.985
2021-12-25,14.985
2021-12-26,14.985
2021-12-27,15.105
2021-12-28,15.234
2021-12-29,15.351
2021-12-30,15.403
2021-12-31,15.456
2022-01-01,15.456
2022-01-02,15.456
2022-01-03,15.295
2022-01-04,15.254
2022-01-05,15.21
2022-01-06,15.198
2022-01-07,15.28
2022-01-08,15.28
2022-01-09,15.28
2022-01-10,15.284
2022-01-11,15.17
2022-01-12,15.174
2022-01-13,15.296
2022-01-14,15.471
2022-01-15,15.471
2022-01-16,15.471
2022-01-17,15.471
2022-01-18,15.361
2022-01-19,14.968
2022-01-20,14.841
2022-01-21,14.79
2022-01-22,14.79
2022-01-23,14.79
2022-01-24,15.003
2022-01-25,14.981
2022-01-26,15.03
2022-01-27,15.087
2022-01-28,15.309
2022-01-29,15.309
2022-01-30,15.309
2022-01-31,15.348
2022-02-01,15.267
2022-02-02,15.421
2022-02-03,15.498
2022-02-04,15.28
2022-02-05,15.28
2022-02-06,15.28
2022-02-07,15.255
2022-02-08,15.292
2022-02-09,15.308
2022-02-10,14.933
2022-02-11,14.86
2022-02-12,14.86
2022-02-13,14.86
2022-02-14,14.714
2022-02-15,14.484
2022-02-16,14.476
2022-02-17,14.548
2022-02-18,14.464
2022-02-19,14.464
2022-02-20,14.464
2022-02-21,14.464
2022-02-22,14.54
2022-02-23,14.334
2022-02-24,14.715
2022-02-25,15.096
2022-02-26,15.096
2022-02-27,15.096
2022-02-28,15.246
2022-03-01,15.23
2022-03-02,15.562
2022-03-03,15.958
2022-03-04,16.222
2022-03-05,16.222
2022-03-06,16.222
2022-03-07,16.027
2022-03-08,15.914
2022-03-09,15.922
2022-03-10,15.955
2022-03-11,15.881
2022-03-12,15.881
2022-03-13,15.881
2022-03-14,15.811
2022-03-15,15.885
2022-03-16,15.909
2022-03-17,15.799
2022-03-18,15.766
2022-03-19,15.766
2022-03-20,15.766
2022-03-21,15.953
2022-03-22,15.937
2022-03-23,15.884
2022-03-24,16.147
2022-03-25,16.52
2022-03-26,16.52
2022-03-27,16.52
2022-03-28,16.495
2022-03-29,16.76
2022-03-30,16.748
2022-03-31,16.884
2022-04-01,17.091
2022-04-02,17.091
2022-04-03,17.091
2022-04-04,16.984
2022-04-05,17.096
2022-04-06,17.481
2022-04-07,17.36
2022-04-08,17.319
2022-04-09,17.319
2022-04-10,17.319
2022-04-11,17.264
2022-04-12,17.36
2022-04-13,17.386
2022-04-14,17.406
2022-04-15,17.406
2022-04-16,17.406
2022-04-17,17.406
2022-04-18,17.44
2022-04-19,17.464
2022-04-20,17.772
2022-04-21,17.752
2022-04-22,17.466
2022-04-23,17.466
2022-04-24,17.466
2022-04-25,17.243
2022-04-26,17.013
2022-04-27,16.981
2022-04-28,16.813
2022-04-29,16.218
2022-04-30,16.218
2022-05-01,16.218
2022-05-02,15.907
2022-05-03,15.998
2022-05-04,16.403
2022-05-05,16.27
2022-05-06,16.266
2022-05-07,16.266
2022-05-08,16.266
2022-05-09,16.212
2022-05-10,16.022
2022-05-11,16.183
2022-05-12,16.084
2022-05-13,16.245
2022-05-14,16.245
2022-05-15,16.245
2022-05-16,16.318
2022-05-17,16.616
2022-05-18,16.525
2022-05-19,16.471
2022-05-20,16.512
2022-05-21,16.512
2022-05-22,16.512
2022-05-23,16.648
2022-05-24,16.826
2022-05-25,16.931
2022-05-26,16.968
2022-05-27,17.163
2022-05-28,17.163
2022-05-29,17.163
2022-05-30,17.163
2022-05-31,17.088
2022-06-01,16.977
2022-06-02,17.01
2022-06-03,16.964
2022-06-04,16.964
2022-06-05,16.964
2022-06-06,16.839
2022-06-07,16.884
2022-06-08,16.564
2022-06-09,16.114
2022-06-10,16.049
2022-06-11,16.049
2022-06-12,16.049
2022-06-13,15.161
2022-06-14,14.878
2022-06-15,14.907
2022-06-16,14.479
2022-06-17,14.401
2022-06-18,14.401
2022-06-19,14.401
2022-06-20,14.401
2022-06-21,14.508
2022-06-22,14.779
2022-06-23,15.137
2022-06-24,15.47
2022-06-25,15.47
2022-06-26,15.47
2022-06-27,15.709
2022-06-28,15.713
2022-06-29,15.692
2022-06-30,15.861
2022-07-01,16.374
2022-07-02,16.374
2022-07-03,16.374
2022-07-04,16.374
2022-07-05,16.124
2022-07-06,16.157
2022-07-07,16.02
2022-07-08,15.986
2022-07-09,15.986
2022-07-10,15.986
2022-07-11,16.214
2022-07-12,16.239
2022-07-13,16.218
2022-07-14,16.361
2022-07-15,16.512
2022-07-16,16.512
2022-07-17,16.512
2022-07-18,16.456
2022-07-19,16.595
2022-07-20,16.132
2022-07-21,16.127
2022-07-22,16.237
2022-07-23,16.237
2022-07-24,16.237
2022-07-25,16.397
2022-07-26,16.599
2022-07-27,16.624
2022-07-28,17.071
2022-07-29,17.298
2022-07-30,17.298
2022-07-31,17.298
2022-08-01,17.26
2022-08-02,17.05
2022-08-03,17.125
2022-08-04,16.898
2022-08-05,17.073
2022-08-06,17.073
2022-08-07,17.073
2022-08-08,17.167
2022-08-09,17.4
2022-08-10,17.433
2022-08-11,17.442
2022-08-12,17.807
2022-08-13,17.807
2022-08-14,17.807
2022-08-15,18.104
2022-08-16,18.083
2022-08-17,18.015
2022-08-18,18.129
2022-08-19,18.155
2022-08-20,18.155
2022-08-21,18.155
2022-08-22,17.909
2022-08-23,17.811
2022-08-24,17.756
2022-08-25,17.87
2022-08-26,17.612
2022-08-27,17.612
2022-08-28,17.612
2022-08-29,17.641
2022-08-30,17.298
2022-08-31,17.196
2022-09-01,17.396
2022-09-02,17.247
2022-09-03,17.247
2022-09-04,17.247
2022-09-05,17.247
2022-09-06,17.118
2022-09-07,17.584
2022-09-08,17.567
2022-09-09,17.744
2022-09-10,17.744
2022-09-11,17.744
2022-09-12,17.837
2022-09-13,17.451
2022-09-14,17.71
2022-09-15,17.341
2022-09-16,17.345
2022-09-17,17.345
2022-09-18,17.345
2022-09-19,17.644
2022-09-20,17.44
2022-09-21,17.283
2022-09-22,17.27
2022-09-23,16.972
2022-09-24,16.972
2022-09-25,16.972
2022-09-26,16.564
2022-09-27,16.22
2022-09-28,16.509
2022-09-29,15.909
2022-09-30,15.501
2022-10-01,15.501
2022-10-02,15.501
2022-10-03,15.892
2022-10-04,16.313
2022-10-05,15.931
2022-10-06,15.267
2022-10-07,14.813
2022-10-08,14.813
2022-10-09,14.813
2022-10-10,14.981
2022-10-11,14.938
2022-10-12,14.615
2022-10-13,14.839
2022-10-14,14.521
2022-10-15,14.521
2022-10-16,14.521
2022-10-17,14.878
2022-10-18,15.11
2022-10-19,14.977
2022-10-20,14.779
2022-10-21,15.034
2022-10-22,15.034
2022-10-23,15.034
2022-10-24,15.039
2022-10-25,15.439
2022-10-26,15.434
2022-10-27,15.456
2022-10-28,15.846
2022-10-29,15.846
2022-10-30,15.846
2022-10-31,15.726
2022-11-01,15.851
2022-11-02,15.636
2022-11-03,15.879
2022-11-04,16.087
2022-11-05,16.087
2022-11-06,16.087
2022-11-07,15.732
2022-11-08,15.963
2022-11-09,15.903
2022-11-10,16.54
2022-11-11,16.471
2022-11-12,16.471
2022-11-13,16.471
2022-11-14,16.351
2022-11-15,16.411
2022-11-16,16.63
2022-11-17,16.48
2022-11-18,16.831
2022-11-19,16.831
2022-11-20,16.831
2022-11-21,16.758
2022-11-22,16.964
2022-11-23,17.024
2022-11-24,17.024
2022-11-25,17.149
2022-11-26,17.149
2022-11-27,17.149
2022-11-28,17.05
2022-11-29,17.029
2022-11-30,17.355
2022-12-01,17.097
2022-12-02,17.003
2022-12-03,17.003
2022-12-04,17.003
2022-12-05,16.943
2022-12-06,17.114
2022-12-07,16.939
2022-12-08,17.17
2022-12-09,17.136
2022-12-10,17.136
2022-12-11,17.136
2022-12-12,17.247
2022-12-13,17.209
2022-12-14,17.385
2022-12-15,17.149
2022-12-16,16.943
2022-12-17,16.943
2022-12-18,16.943
2022-12-19,16.771
2022-12-20,16.737
2022-12-21,17.11
2022-12-22,16.973
2022-12-23,17.166
2022-12-24,17.166
2022-12-25,17.166
2022-12-26,17.166
2022-12-27,17.285
2022-12-28,17.118
2022-12-29,17.26
2022-12-30,16.972
2022-12-31,16.972
2023-01-01,16.972
2023-01-02,16.972
2023-01-03,16.955
2023-01-04,16.976
2023-01-05,16.616
2023-01-06,16.986
2023-01-07,16.986
2023-01-08,16.986
2023-01-09,17.286
2023-01-10,17.234
2023-01-11,17.424
2023-01-12,17.446
2023-01-13,17.325
2023-01-14,17.325
2023-01-15,17.325
2023-01-16,17.325
2023-01-17,17.151
2023-01-18,16.809
2023-01-19,16.475
2023-01-20,16.639
2023-01-21,16.639
2023-01-22,16.639
2023-01-23,16.698
2023-01-24,16.929
2023-01-25,16.977
2023-01-26,17.064
2023-01-27,17.064
2023-01-28,17.064
2023-01-29,17.064
2023-01-30,16.977
2023-01-31,17.151
2023-02-01,17.373
2023-02-02,17.373
2023-02-03,16.924
2023-02-04,16.924
2023-02-05,16.924
2023-02-06,16.993
2023-02-07,17.063
2023-02-08,16.736
2023-02-09,16.522
2023-02-10,16.784
2023-02-11,16.784
2023-02-12,16.784
2023-02-13,16.932
2023-02-14,16.732
2023-02-15,16.727
2023-02-16,16.583
2023-02-17,16.754
2023-02-18,16.754
2023-02-19,16.754
2023-02-20,16.754
2023-02-21,16.466
2023-02-22,16.44
2023-02-23,16.385
2023-02-24,16.303
2023-02-25,16.303
2023-02-26,16.303
2023-02-27,16.1
2023-02-28,15.755
2023-03-01,15.565
2023-03-02,15.773
2023-03-03,15.857
2023-03-04,15.857
2023-03-05,15.857
2023-03-06,15.875
2023-03-07,15.636
2023-03-08,15.864
2023-03-09,15.593
2023-03-10,15.295
2023-03-11,15.295
2023-03-12,15.295
2023-03-13,15.397
2023-03-14,15.708
2023-03-15,15.873
2023-03-16,16.059
2023-03-17,15.864
2023-03-18,15.864
2023-03-19,15.864
2023-03-20,16.242
2023-03-21,15.952
2023-03-22,15.594
2023-03-23,15.293
2023-03-24,15.815
2023-03-25,15.815
2023-03-26,15.815
2023-03-27,15.877
2023-03-28,16.05
2023-03-29,16.4
2023-03-30,16.506
2023-03-31,16.697
2023-04-01,16.697
2023-04-02,16.697
2023-04-03,16.506
2023-04-04,16.644
2023-04-05,17.273
2023-04-06,17.248
2023-04-07,17.248
2023-04-08,17.248
2023-04-09,17.248
2023-04-10,17.32
2023-04-11,17.266
2023-04-12,17.297
2023-04-13,17.091
2023-04-14,17.002
2023-04-15,17.002
2023-04-16,17.002
2023-04-17,16.966
2023-04-18,16.688
2023-04-19,16.849
2023-04-20,16.783
2023-04-21,16.882
2023-04-22,16.882
2023-04-23,16.882
2023-04-24,17.021
2023-04-25,17.021
2023-04-26,16.644
2023-04-27,16.932
2023-04-28,16.846
2023-04-29,16.846
2023-04-30,16.846
2023-05-01,16.789
2023-05-02,16.515
2023-05-03,16.511
2023-05-04,16.744
2023-05-05,16.933
2023-05-06,16.933
2023-05-07,16.933
2023-05-08,16.843
2023-05-09,16.861
2023-05-10,17.031
2023-05-11,16.829
2023-05-12,16.941
2023-05-13,16.941
2023-05-14,16.941
2023-05-15,16.69
2023-05-16,16.43
2023-05-17,16.354
2023-05-18,16.412
2023-05-19,16.201
2023-05-20,16.201
2023-05-21,16.201
2023-05-22,16.237
2023-05-23,16.134
2023-05-24,16.035
2023-05-25,15.672
2023-05-26,15.681
2023-05-27,15.681
2023-05-28,15.681
2023-05-29,15.681
2023-05-30,15.704
2023-05-31,15.825
2023-06-01,15.704
2023-06-02,16.004
2023-06-03,16.004
2023-06-04,16.004
2023-06-05,16.044
2023-06-06,15.963
2023-06-07,16.3
2023-06-08,16.331
2023-06-09,16.283
2023-06-10,16.283
2023-06-11,16.283
2023-06-12,16.265
2023-06-13,16.292
2023-06-14,16.265
2023-06-15,16.433
2023-06-16,16.545
2023-06-17,16.545
2023-06-18,16.545
2023-06-19,16.545
2023-06-20,16.33
2023-06-21,16.392
2023-06-22,16.218
2023-06-23,15.989
2023-06-24,15.989
2023-06-25,15.989
2023-06-26,16.159
2023-06-27,16.173
2023-06-28,15.899
2023-06-29,15.935
2023-06-30,16.092
2023-07-01,16.092
2023-07-02,16.092
2023-07-03,16.223
2023-07-04,16.223
2023-07-05,16.362
2023-07-06,16.237
2023-07-07,16.116
2023-07-08,16.116
2023-07-09,16.116
2023-07-10,15.998
2023-07-11,16.202
2023-07-12,16.429
2023-07-13,16.551
2023-07-14,16.47
2023-07-15,16.47
2023-07-16,16.47
2023-07-17,16.13
2023-07-18,16.08
2023-07-19,16.293
2023-07-20,16.56
2023-07-21,16.76
2023-07-22,16.76
2023-07-23,16.76
2023-07-24,16.574
2023-07-25,16.642
2023-07-26,16.728
2023-07-27,16.352
2023-07-28,16.293
2023-07-29,16.293
2023-07-30,16.293
2023-07-31,16.379
2023-08-01,16.307
2023-08-02,16.393
2023-08-03,15.976
2023-08-04,15.713
2023-08-05,15.713
2023-08-06,15.713
2023-08-07,15.704
2023-08-08,15.645
2023-08-09,15.63
2023-08-10,15.599
2023-08-11,15.648
2023-08-12,15.648
2023-08-13,15.648
2023-08-14,15.278
2023-08-15,15.062
2023-08-16,15.215
2023-08-17,15.269
2023-08-18,15.373
2023-08-19,15.373
2023-08-20,15.373
2023-08-21,15.233
2023-08-22,15.384
2023-08-23,15.493
2023-08-24,15.381
2023-08-25,15.444
2023-08-26,15.444
