,SR US Equity
2020-11-29,11.779
2020-11-30,11.469
2020-12-01,11.417
2020-12-02,11.487
2020-12-03,11.526
2020-12-04,11.65
2020-12-05,11.65
2020-12-06,11.65
2020-12-07,11.566
2020-12-08,11.528
2020-12-09,11.727
2020-12-10,11.753
2020-12-11,11.827
2020-12-12,11.827
2020-12-13,11.827
2020-12-14,11.879
2020-12-15,12.214
2020-12-16,11.926
2020-12-17,11.952
2020-12-18,11.633
2020-12-19,11.633
2020-12-20,11.633
2020-12-21,11.09
2020-12-22,11.43
2020-12-23,11.454
2020-12-24,11.512
2020-12-25,11.512
2020-12-26,11.512
2020-12-27,11.512
2020-12-28,11.608
2020-12-29,11.408
2020-12-30,11.477
2020-12-31,11.599
2021-01-01,11.599
2021-01-02,11.599
2021-01-03,11.599
2021-01-04,11.484
2021-01-05,11.3
2021-01-06,11.544
2021-01-07,11.273
2021-01-08,11.253
2021-01-09,11.253
2021-01-10,11.253
2021-01-11,11.039
2021-01-12,11.05
2021-01-13,11.146
2021-01-14,11.086
2021-01-15,11.166
2021-01-16,11.166
2021-01-17,11.166
2021-01-18,11.166
2021-01-19,11.077
2021-01-20,10.901
2021-01-21,10.962
2021-01-22,11.08
2021-01-23,11.08
2021-01-24,11.08
2021-01-25,11.052
2021-01-26,10.824
2021-01-27,10.926
2021-01-28,10.849
2021-01-29,10.98
2021-01-30,10.98
2021-01-31,10.98
2021-02-01,11.188
2021-02-02,11.288
2021-02-03,11.16
2021-02-04,11.476
2021-02-05,11.694
2021-02-06,11.694
2021-02-07,11.694
2021-02-08,11.631
2021-02-09,11.539
2021-02-10,11.356
2021-02-11,11.464
2021-02-12,11.491
2021-02-13,11.491
2021-02-14,11.491
2021-02-15,11.491
2021-02-16,11.641
2021-02-17,11.94
2021-02-18,12.144
2021-02-19,12.155
2021-02-20,12.155
2021-02-21,12.155
2021-02-22,11.988
2021-02-23,12.338
2021-02-24,12.225
2021-02-25,12.204
2021-02-26,11.931
2021-02-27,11.931
2021-02-28,11.931
2021-03-01,12.029
2021-03-02,12.001
2021-03-03,12.085
2021-03-04,12.211
2021-03-05,12.739
2021-03-06,12.739
2021-03-07,12.739
2021-03-08,13.071
2021-03-09,12.928
2021-03-10,13.136
2021-03-11,13.208
2021-03-12,13.618
2021-03-13,13.618
2021-03-14,13.618
2021-03-15,13.529
2021-03-16,13.691
2021-03-17,13.319
2021-03-18,13.431
2021-03-19,13.366
2021-03-20,13.366
2021-03-21,13.366
2021-03-22,13.114
2021-03-23,12.978
2021-03-24,13.098
2021-03-25,13.23
2021-03-26,13.422
2021-03-27,13.422
2021-03-28,13.422
2021-03-29,13.344
2021-03-30,13.392
2021-03-31,13.393
2021-04-01,13.299
2021-04-02,13.299
2021-04-03,13.299
2021-04-04,13.299
2021-04-05,13.431
2021-04-06,13.5
2021-04-07,13.547
2021-04-08,13.727
2021-04-09,13.805
2021-04-10,13.805
2021-04-11,13.805
2021-04-12,13.919
2021-04-13,13.812
2021-04-14,13.81
2021-04-15,13.878
2021-04-16,13.853
2021-04-17,13.853
2021-04-18,13.853
2021-04-19,13.83
2021-04-20,13.887
2021-04-21,13.869
2021-04-22,13.749
2021-04-23,13.688
2021-04-24,13.688
2021-04-25,13.688
2021-04-26,13.53
2021-04-27,13.446
2021-04-28,13.346
2021-04-29,13.455
2021-04-30,13.503
2021-05-01,13.503
2021-05-02,13.503
2021-05-03,13.604
2021-05-04,13.6
2021-05-05,13.496
2021-05-06,13.695
2021-05-07,13.635
2021-05-08,13.635
2021-05-09,13.635
2021-05-10,13.887
2021-05-11,13.639
2021-05-12,13.176
2021-05-13,13.445
2021-05-14,13.439
2021-05-15,13.439
2021-05-16,13.439
2021-05-17,13.263
2021-05-18,13.128
2021-05-19,12.964
2021-05-20,12.985
2021-05-21,12.953
2021-05-22,12.953
2021-05-23,12.953
2021-05-24,13.022
2021-05-25,12.802
2021-05-26,12.91
2021-05-27,12.806
2021-05-28,12.787
2021-05-29,12.787
2021-05-30,12.787
2021-05-31,12.787
2021-06-01,12.883
2021-06-02,12.951
2021-06-03,12.997
2021-06-04,12.86
2021-06-05,12.86
2021-06-06,12.86
2021-06-07,12.936
2021-06-08,13.04
2021-06-09,13.188
2021-06-10,13.438
2021-06-11,13.625
2021-06-12,13.625
2021-06-13,13.625
2021-06-14,13.573
2021-06-15,13.613
2021-06-16,13.735
2021-06-17,13.683
2021-06-18,13.055
2021-06-19,13.055
2021-06-20,13.055
2021-06-21,13.442
2021-06-22,12.814
2021-06-23,12.661
2021-06-24,12.794
2021-06-25,13.172
2021-06-26,13.172
2021-06-27,13.172
2021-06-28,13.134
2021-06-29,13.019
2021-06-30,13.047
2021-07-01,13.184
2021-07-02,13.143
2021-07-03,13.143
2021-07-04,13.143
2021-07-05,13.143
2021-07-06,13.018
2021-07-07,13.038
2021-07-08,12.906
2021-07-09,13.027
2021-07-10,13.027
2021-07-11,13.027
2021-07-12,13.117
2021-07-13,13.037
2021-07-14,13.019
2021-07-15,13.318
2021-07-16,13.285
2021-07-17,13.285
2021-07-18,13.285
2021-07-19,12.791
2021-07-20,12.838
2021-07-21,12.755
2021-07-22,12.435
2021-07-23,12.719
2021-07-24,12.719
2021-07-25,12.719
2021-07-26,12.815
2021-07-27,12.996
2021-07-28,12.988
2021-07-29,13.011
2021-07-30,12.856
2021-07-31,12.856
2021-08-01,12.856
2021-08-02,12.982
2021-08-03,13.254
2021-08-04,13.212
2021-08-05,13.225
2021-08-06,13.113
2021-08-07,13.113
2021-08-08,13.113
2021-08-09,12.981
2021-08-10,12.932
2021-08-11,13.042
2021-08-12,12.996
2021-08-13,13.12
2021-08-14,13.12
2021-08-15,13.12
2021-08-16,13.129
2021-08-17,13.056
2021-08-18,12.78
2021-08-19,12.587
2021-08-20,12.642
2021-08-21,12.642
2021-08-22,12.642
2021-08-23,12.562
2021-08-24,12.466
2021-08-25,12.308
2021-08-26,12.021
2021-08-27,12.102
2021-08-28,12.102
2021-08-29,12.102
2021-08-30,12.113
2021-08-31,12.115
2021-09-01,12.259
2021-09-02,12.231
2021-09-03,12.019
2021-09-04,12.019
2021-09-05,12.019
2021-09-06,12.019
2021-09-07,11.643
2021-09-08,11.906
2021-09-09,11.976
2021-09-10,11.633
2021-09-11,11.633
2021-09-12,11.633
2021-09-13,11.693
2021-09-14,11.534
2021-09-15,11.372
2021-09-16,11.552
2021-09-17,11.473
2021-09-18,11.473
2021-09-19,11.473
2021-09-20,11.365
2021-09-21,11.327
2021-09-22,11.277
2021-09-23,11.204
2021-09-24,11.228
2021-09-25,11.228
2021-09-26,11.228
2021-09-27,11.335
2021-09-28,11.186
2021-09-29,11.407
2021-09-30,11.247
2021-10-01,11.414
2021-10-02,11.414
2021-10-03,11.414
2021-10-04,11.614
2021-10-05,11.642
2021-10-06,11.673
2021-10-07,11.747
2021-10-08,11.719
2021-10-09,11.719
2021-10-10,11.719
2021-10-11,11.668
2021-10-12,11.782
2021-10-13,12.01
2021-10-14,12.129
2021-10-15,11.824
2021-10-16,11.824
2021-10-17,11.824
2021-10-18,11.598
2021-10-19,11.622
2021-10-20,11.857
2021-10-21,11.782
2021-10-22,11.811
2021-10-23,11.811
2021-10-24,11.811
2021-10-25,11.969
2021-10-26,11.991
2021-10-27,11.73
2021-10-28,11.657
2021-10-29,11.537
2021-10-30,11.537
2021-10-31,11.537
2021-11-01,11.78
2021-11-02,11.636
2021-11-03,11.614
2021-11-04,11.55
2021-11-05,11.646
2021-11-06,11.646
2021-11-07,11.646
2021-11-08,11.287
2021-11-09,11.329
2021-11-10,11.613
2021-11-11,11.568
2021-11-12,11.401
2021-11-13,11.401
2021-11-14,11.401
2021-11-15,11.901
2021-11-16,11.661
2021-11-17,11.581
2021-11-18,11.582
2021-11-19,11.735
2021-11-20,11.735
2021-11-21,11.735
2021-11-22,11.848
2021-11-23,11.852
2021-11-24,11.878
2021-11-25,11.878
2021-11-26,11.625
2021-11-27,11.625
2021-11-28,11.625
2021-11-29,11.714
2021-11-30,11.315
2021-12-01,11.275
2021-12-02,11.478
2021-12-03,11.672
2021-12-04,11.672
2021-12-05,11.672
2021-12-06,12.073
2021-12-07,12.047
2021-12-08,12.164
2021-12-09,12.112
2021-12-10,12.205
2021-12-11,12.205
2021-12-12,12.205
2021-12-13,12.184
2021-12-14,12.041
2021-12-15,12.279
2021-12-16,12.248
2021-12-17,12.358
2021-12-18,12.358
2021-12-19,12.358
2021-12-20,12.458
2021-12-21,12.275
2021-12-22,12.393
2021-12-23,12.412
2021-12-24,12.412
2021-12-25,12.412
2021-12-26,12.412
2021-12-27,12.47
2021-12-28,12.458
2021-12-29,12.54
2021-12-30,12.557
2021-12-31,12.605
2022-01-01,12.605
2022-01-02,12.605
2022-01-03,12.607
2022-01-04,12.64
2022-01-05,12.674
2022-01-06,12.897
2022-01-07,12.975
2022-01-08,12.975
2022-01-09,12.975
2022-01-10,12.989
2022-01-11,12.86
2022-01-12,12.667
2022-01-13,12.887
2022-01-14,13.05
2022-01-15,13.05
2022-01-16,13.05
2022-01-17,13.05
2022-01-18,13.047
2022-01-19,12.898
2022-01-20,12.637
2022-01-21,12.6
2022-01-22,12.6
2022-01-23,12.6
2022-01-24,12.424
2022-01-25,12.591
2022-01-26,12.497
2022-01-27,12.723
2022-01-28,12.897
2022-01-29,12.897
2022-01-30,12.897
2022-01-31,12.945
2022-02-01,13.021
2022-02-02,12.803
2022-02-03,12.905
2022-02-04,12.711
2022-02-05,12.711
2022-02-06,12.711
2022-02-07,12.701
2022-02-08,12.752
2022-02-09,12.812
2022-02-10,12.748
2022-02-11,13.014
2022-02-12,13.014
2022-02-13,13.014
2022-02-14,12.894
2022-02-15,12.788
2022-02-16,12.928
2022-02-17,12.754
2022-02-18,12.57
2022-02-19,12.57
2022-02-20,12.57
2022-02-21,12.57
2022-02-22,12.76
2022-02-23,12.562
2022-02-24,12.902
2022-02-25,13.225
2022-02-26,13.225
2022-02-27,13.225
2022-02-28,13.413
2022-03-01,13.193
2022-03-02,13.417
2022-03-03,13.787
2022-03-04,14.149
2022-03-05,14.149
2022-03-06,14.149
2022-03-07,14.301
2022-03-08,14.033
2022-03-09,13.711
2022-03-10,13.775
2022-03-11,13.856
2022-03-12,13.856
2022-03-13,13.856
2022-03-14,13.714
2022-03-15,13.686
2022-03-16,13.545
2022-03-17,13.599
2022-03-18,13.395
2022-03-19,13.395
2022-03-20,13.395
2022-03-21,13.662
2022-03-22,13.572
2022-03-23,13.493
2022-03-24,13.544
2022-03-25,13.961
2022-03-26,13.961
2022-03-27,13.961
2022-03-28,14.016
2022-03-29,14.32
2022-03-30,14.478
2022-03-31,14.478
2022-04-01,14.545
2022-04-02,14.545
2022-04-03,14.545
2022-04-04,14.446
2022-04-05,14.659
2022-04-06,14.929
2022-04-07,14.943
2022-04-08,15.229
2022-04-09,15.229
2022-04-10,15.229
2022-04-11,15.179
2022-04-12,15.189
2022-04-13,14.983
2022-04-14,15.117
2022-04-15,15.117
2022-04-16,15.117
2022-04-17,15.117
2022-04-18,15.427
2022-04-19,15.738
2022-04-20,15.596
2022-04-21,15.58
2022-04-22,15.383
2022-04-23,15.383
2022-04-24,15.383
2022-04-25,14.894
2022-04-26,14.864
2022-04-27,14.745
2022-04-28,14.731
2022-04-29,14.352
2022-04-30,14.352
2022-05-01,14.352
2022-05-02,14.36
2022-05-03,14.232
2022-05-04,14.668
2022-05-05,14.504
2022-05-06,14.589
2022-05-07,14.589
2022-05-08,14.589
2022-05-09,14.905
2022-05-10,14.688
2022-05-11,14.624
2022-05-12,14.747
2022-05-13,14.697
2022-05-14,14.697
2022-05-15,14.697
2022-05-16,14.873
2022-05-17,15.195
2022-05-18,15.135
2022-05-19,14.962
2022-05-20,14.873
2022-05-21,14.873
2022-05-22,14.873
2022-05-23,14.903
2022-05-24,15.331
2022-05-25,15.38
2022-05-26,15.408
2022-05-27,15.51
2022-05-28,15.51
2022-05-29,15.51
2022-05-30,15.51
2022-05-31,15.404
2022-06-01,15.306
2022-06-02,15.384
2022-06-03,15.268
2022-06-04,15.268
2022-06-05,15.268
2022-06-06,15.4
2022-06-07,15.477
2022-06-08,15.286
2022-06-09,15.083
2022-06-10,15.275
2022-06-11,15.275
2022-06-12,15.275
2022-06-13,14.62
2022-06-14,14.483
2022-06-15,14.342
2022-06-16,14.229
2022-06-17,14.027
2022-06-18,14.027
2022-06-19,14.027
2022-06-20,14.027
2022-06-21,14.269
2022-06-22,14.277
2022-06-23,14.326
2022-06-24,14.548
2022-06-25,14.548
2022-06-26,14.548
2022-06-27,14.894
2022-06-28,14.774
2022-06-29,14.735
2022-06-30,14.77
2022-07-01,15.158
2022-07-02,15.158
2022-07-03,15.158
2022-07-04,15.158
2022-07-05,14.371
2022-07-06,14.461
2022-07-07,14.28
2022-07-08,14.179
2022-07-09,14.179
2022-07-10,14.179
2022-07-11,14.097
2022-07-12,13.976
2022-07-13,13.897
2022-07-14,13.865
2022-07-15,14.044
2022-07-16,14.044
2022-07-17,14.044
2022-07-18,13.934
2022-07-19,14.085
2022-07-20,13.879
2022-07-21,13.805
2022-07-22,13.908
2022-07-23,13.908
2022-07-24,13.908
2022-07-25,14.168
2022-07-26,14.304
2022-07-27,14.361
2022-07-28,14.805
2022-07-29,14.972
2022-07-30,14.972
2022-07-31,14.972
2022-08-01,14.948
2022-08-02,14.751
2022-08-03,14.664
2022-08-04,14.558
2022-08-05,14.389
2022-08-06,14.389
2022-08-07,14.389
2022-08-08,14.61
2022-08-09,14.866
2022-08-10,14.863
2022-08-11,14.764
2022-08-12,15.056
2022-08-13,15.056
2022-08-14,15.056
2022-08-15,15.186
2022-08-16,15.409
2022-08-17,15.243
2022-08-18,15.269
2022-08-19,15.224
2022-08-20,15.224
2022-08-21,15.224
2022-08-22,14.845
2022-08-23,14.753
2022-08-24,14.633
2022-08-25,14.82
2022-08-26,14.544
2022-08-27,14.544
2022-08-28,14.544
2022-08-29,14.439
2022-08-30,14.078
2022-08-31,13.929
2022-09-01,13.919
2022-09-02,13.753
2022-09-03,13.753
2022-09-04,13.753
2022-09-05,13.753
2022-09-06,13.799
2022-09-07,14.066
2022-09-08,13.971
2022-09-09,14.252
2022-09-10,14.252
2022-09-11,14.252
2022-09-12,14.538
2022-09-13,14.019
2022-09-14,14.175
2022-09-15,13.956
2022-09-16,14.043
2022-09-17,14.043
2022-09-18,14.043
2022-09-19,14.315
2022-09-20,14.09
2022-09-21,13.913
2022-09-22,14.084
2022-09-23,13.781
2022-09-24,13.781
2022-09-25,13.781
2022-09-26,13.524
2022-09-27,13.167
2022-09-28,13.362
2022-09-29,12.986
2022-09-30,12.644
2022-10-01,12.644
2022-10-02,12.644
2022-10-03,13.003
2022-10-04,13.321
2022-10-05,13.059
2022-10-06,12.773
2022-10-07,12.577
2022-10-08,12.577
2022-10-09,12.577
2022-10-10,12.585
2022-10-11,12.905
2022-10-12,12.767
2022-10-13,13.258
2022-10-14,12.82
2022-10-15,12.82
2022-10-16,12.82
2022-10-17,13.124
2022-10-18,13.36
2022-10-19,13.285
2022-10-20,13.159
2022-10-21,13.273
2022-10-22,13.273
2022-10-23,13.273
2022-10-24,13.321
2022-10-25,13.585
2022-10-26,13.794
2022-10-27,14.032
2022-10-28,14.154
2022-10-29,14.154
2022-10-30,14.154
2022-10-31,14.176
2022-11-01,14.286
2022-11-02,14.064
2022-11-03,13.809
2022-11-04,13.921
2022-11-05,13.921
2022-11-06,13.921
2022-11-07,13.708
2022-11-08,13.82
2022-11-09,13.907
2022-11-10,14.456
2022-11-11,14.334
2022-11-12,14.334
2022-11-13,14.334
2022-11-14,14.133
2022-11-15,14.226
2022-11-16,13.796
2022-11-17,14.04
2022-11-18,14.557
2022-11-19,14.557
2022-11-20,14.557
2022-11-21,14.946
2022-11-22,15.12
2022-11-23,15.196
2022-11-24,15.196
2022-11-25,15.404
2022-11-26,15.404
2022-11-27,15.404
2022-11-28,15.198
2022-11-29,15.085
2022-11-30,15.287
2022-12-01,14.686
2022-12-02,14.181
2022-12-03,14.181
2022-12-04,14.181
2022-12-05,13.681
2022-12-06,14.135
2022-12-07,14.492
2022-12-08,14.622
2022-12-09,14.538
2022-12-10,14.538
2022-12-11,14.538
2022-12-12,14.693
2022-12-13,14.602
2022-12-14,14.657
2022-12-15,14.572
2022-12-16,14.339
2022-12-17,14.339
2022-12-18,14.339
2022-12-19,14.47
2022-12-20,14.504
2022-12-21,14.892
2022-12-22,14.886
2022-12-23,15.154
2022-12-24,15.154
2022-12-25,15.154
2022-12-26,15.154
2022-12-27,15.204
2022-12-28,15.062
2022-12-29,15.26
2022-12-30,14.971
2022-12-31,14.971
2023-01-01,14.971
2023-01-02,14.971
2023-01-03,15.101
2023-01-04,15.395
2023-01-05,15.238
2023-01-06,15.678
2023-01-07,15.678
2023-01-08,15.678
2023-01-09,15.584
2023-01-10,15.66
2023-01-11,15.832
2023-01-12,15.834
2023-01-13,15.897
2023-01-14,15.897
2023-01-15,15.897
2023-01-16,15.897
2023-01-17,15.655
2023-01-18,15.382
2023-01-19,15.331
2023-01-20,15.296
2023-01-21,15.296
2023-01-22,15.296
2023-01-23,15.384
2023-01-24,15.521
2023-01-25,15.528
2023-01-26,15.528
2023-01-27,15.583
2023-01-28,15.583
2023-01-29,15.583
2023-01-30,15.495
2023-01-31,15.848
2023-02-01,16.293
2023-02-02,16.336
2023-02-03,16.591
2023-02-04,16.591
2023-02-05,16.591
2023-02-06,16.496
2023-02-07,16.327
2023-02-08,15.939
2023-02-09,15.722
2023-02-10,15.961
2023-02-11,15.961
2023-02-12,15.961
2023-02-13,16.031
2023-02-14,15.698
2023-02-15,15.79
2023-02-16,15.75
2023-02-17,15.994
2023-02-18,15.994
2023-02-19,15.994
2023-02-20,15.994
2023-02-21,15.72
2023-02-22,15.803
2023-02-23,15.761
2023-02-24,15.702
2023-02-25,15.702
2023-02-26,15.702
2023-02-27,15.612
2023-02-28,15.43
2023-03-01,15.441
2023-03-02,15.279
2023-03-03,15.338
2023-03-04,15.338
2023-03-05,15.338
2023-03-06,15.073
2023-03-07,14.913
2023-03-08,14.977
2023-03-09,14.892
2023-03-10,14.726
2023-03-11,14.726
2023-03-12,14.726
2023-03-13,14.969
2023-03-14,15.357
2023-03-15,15.333
2023-03-16,15.668
2023-03-17,15.436
2023-03-18,15.436
2023-03-19,15.436
2023-03-20,15.513
2023-03-21,15.205
2023-03-22,14.88
2023-03-23,14.75
2023-03-24,15.278
2023-03-25,15.278
2023-03-26,15.278
2023-03-27,15.293
2023-03-28,15.284
2023-03-29,15.514
2023-03-30,15.639
2023-03-31,15.487
2023-04-01,15.487
2023-04-02,15.487
2023-04-03,15.376
2023-04-04,15.361
2023-04-05,15.791
2023-04-06,15.696
2023-04-07,15.696
2023-04-08,15.696
2023-04-09,15.696
2023-04-10,15.752
2023-04-11,15.692
2023-04-12,15.398
2023-04-13,15.303
2023-04-14,15.013
2023-04-15,15.013
2023-04-16,15.013
2023-04-17,15.377
2023-04-18,15.236
2023-04-19,15.438
2023-04-20,15.4
2023-04-21,15.429
2023-04-22,15.429
2023-04-23,15.429
2023-04-24,15.367
2023-04-25,15.411
2023-04-26,14.93
2023-04-27,15.17
2023-04-28,14.948
2023-04-29,14.948
2023-04-30,14.948
2023-05-01,14.928
2023-05-02,14.707
2023-05-03,14.941
2023-05-04,15.093
2023-05-05,15.351
2023-05-06,15.351
2023-05-07,15.351
2023-05-08,15.078
2023-05-09,15.104
2023-05-10,15.298
2023-05-11,15.142
2023-05-12,15.248
2023-05-13,15.248
2023-05-14,15.248
2023-05-15,15.014
2023-05-16,14.839
2023-05-17,15.015
2023-05-18,14.957
2023-05-19,15.004
2023-05-20,15.004
2023-05-21,15.004
2023-05-22,14.979
2023-05-23,15.01
2023-05-24,14.571
2023-05-25,14.485
2023-05-26,14.501
2023-05-27,14.501
2023-05-28,14.501
2023-05-29,14.501
2023-05-30,14.292
2023-05-31,14.224
2023-06-01,14.008
2023-06-02,14.431
2023-06-03,14.431
2023-06-04,14.431
2023-06-05,14.239
2023-06-06,14.49
2023-06-07,15.048
2023-06-08,14.893
2023-06-09,14.781
2023-06-10,14.781
2023-06-11,14.781
2023-06-12,14.685
2023-06-13,14.785
2023-06-14,14.307
2023-06-15,14.215
2023-06-16,14.17
2023-06-17,14.17
2023-06-18,14.17
2023-06-19,14.17
2023-06-20,14.051
2023-06-21,14.248
2023-06-22,14.224
2023-06-23,13.983
2023-06-24,13.983
2023-06-25,13.983
2023-06-26,14.043
2023-06-27,14.068
2023-06-28,13.954
2023-06-29,14.052
2023-06-30,14.146
2023-07-01,14.146
2023-07-02,14.146
2023-07-03,14.159
2023-07-04,14.159
2023-07-05,14.192
2023-07-06,13.925
2023-07-07,13.856
2023-07-08,13.856
2023-07-09,13.856
2023-07-10,14.043
2023-07-11,14.09
2023-07-12,14.239
2023-07-13,14.237
2023-07-14,14.054
2023-07-15,14.054
2023-07-16,14.054
2023-07-17,14.083
2023-07-18,14.161
2023-07-19,14.331
2023-07-20,14.589
2023-07-21,14.545
2023-07-22,14.545
2023-07-23,14.545
2023-07-24,14.576
2023-07-25,14.527
2023-07-26,14.547
2023-07-27,14.246
2023-07-28,14.141
2023-07-29,14.141
2023-07-30,14.141
2023-07-31,14.175
2023-08-01,13.836
2023-08-02,13.677
2023-08-03,13.53
2023-08-04,13.55
2023-08-05,13.55
2023-08-06,13.55
2023-08-07,13.566
2023-08-08,13.38
2023-08-09,13.423
2023-08-10,13.365
2023-08-11,13.365
2023-08-12,13.365
2023-08-13,13.365
2023-08-14,13.12
2023-08-15,13.064
2023-08-16,13.171
2023-08-17,13.218
2023-08-18,13.198
2023-08-19,13.198
2023-08-20,13.198
2023-08-21,13.167
2023-08-22,13.187
2023-08-23,13.156
2023-08-24,13.093
2023-08-25,13.156
2023-08-26,13.156
2023-08-27,13.156
2023-08-28,13.205
2023-08-29,13.294
2023-08-30,13.247
2023-08-31,13.057
2023-09-01,13.062
2023-09-02,13.062
2023-09-03,13.062
2023-09-04,13.062
2023-09-05,12.8
2023-09-06,13.02
2023-09-07,13.227
2023-09-08,13.29
2023-09-09,13.29
2023-09-10,13.29
2023-09-11,13.385
2023-09-12,13.475
2023-09-13,13.611
2023-09-14,13.68
2023-09-15,13.674
2023-09-16,13.674
2023-09-17,13.674
2023-09-18,13.502
2023-09-19,13.302
