,BANR US Equity
2020-11-29,8.445
2020-11-30,7.955
2020-12-01,8.238
2020-12-02,8.297
2020-12-03,8.58
2020-12-04,8.809
2020-12-05,8.809
2020-12-06,8.809
2020-12-07,8.79
2020-12-08,8.759
2020-12-09,8.728
2020-12-10,8.794
2020-12-11,8.607
2020-12-12,8.607
2020-12-13,8.607
2020-12-14,8.753
2020-12-15,8.882
2020-12-16,8.83
2020-12-17,8.751
2020-12-18,8.484
2020-12-19,8.484
2020-12-20,8.484
2020-12-21,8.605
2020-12-22,8.497
2020-12-23,8.732
2020-12-24,8.782
2020-12-25,8.782
2020-12-26,8.782
2020-12-27,8.782
2020-12-28,8.903
2020-12-29,8.713
2020-12-30,8.861
2020-12-31,8.967
2021-01-01,8.967
2021-01-02,8.967
2021-01-03,8.967
2021-01-04,8.876
2021-01-05,8.95
2021-01-06,9.845
2021-01-07,9.96
2021-01-08,9.698
2021-01-09,9.698
2021-01-10,9.698
2021-01-11,9.841
2021-01-12,10.026
2021-01-13,9.775
2021-01-14,10.039
2021-01-15,9.856
2021-01-16,9.856
2021-01-17,9.856
2021-01-18,9.856
2021-01-19,9.945
2021-01-20,9.925
2021-01-21,9.698
2021-01-22,9.975
2021-01-23,9.975
2021-01-24,9.975
2021-01-25,8.974
2021-01-26,8.768
2021-01-27,8.144
2021-01-28,8.298
2021-01-29,7.918
2021-01-30,7.918
2021-01-31,7.918
2021-02-01,8.247
2021-02-02,8.478
2021-02-03,8.408
2021-02-04,8.715
2021-02-05,8.76
2021-02-06,8.76
2021-02-07,8.76
2021-02-08,8.919
2021-02-09,8.966
2021-02-10,8.968
2021-02-11,8.993
2021-02-12,9.101
2021-02-13,9.101
2021-02-14,9.101
2021-02-15,9.101
2021-02-16,9.213
2021-02-17,9.17
2021-02-18,9.137
2021-02-19,9.289
2021-02-20,9.289
2021-02-21,9.289
2021-02-22,9.544
2021-02-23,9.614
2021-02-24,9.809
2021-02-25,9.517
2021-02-26,9.351
2021-02-27,9.351
2021-02-28,9.351
2021-03-01,9.694
2021-03-02,9.544
2021-03-03,9.705
2021-03-04,9.67
2021-03-05,10.181
2021-03-06,10.181
2021-03-07,10.181
2021-03-08,10.492
2021-03-09,10.243
2021-03-10,10.439
2021-03-11,10.402
2021-03-12,10.658
2021-03-13,10.658
2021-03-14,10.658
2021-03-15,10.373
2021-03-16,10.232
2021-03-17,10.212
2021-03-18,10.346
2021-03-19,10.338
2021-03-20,10.338
2021-03-21,10.338
2021-03-22,9.932
2021-03-23,9.562
2021-03-24,9.537
2021-03-25,9.717
2021-03-26,10.105
2021-03-27,10.105
2021-03-28,10.105
2021-03-29,9.661
2021-03-30,9.878
2021-03-31,9.63
2021-04-01,9.742
2021-04-02,9.742
2021-04-03,9.742
2021-04-04,9.742
2021-04-05,9.708
2021-04-06,9.73
2021-04-07,9.626
2021-04-08,9.642
2021-04-09,9.738
2021-04-10,9.738
2021-04-11,9.738
2021-04-12,9.831
2021-04-13,9.676
2021-04-14,9.825
2021-04-15,9.779
2021-04-16,9.87
2021-04-17,9.87
2021-04-18,9.87
2021-04-19,9.833
2021-04-20,9.519
2021-04-21,9.793
2021-04-22,9.768
2021-04-23,10.183
2021-04-24,10.183
2021-04-25,10.183
2021-04-26,10.132
2021-04-27,10.125
2021-04-28,10.216
2021-04-29,10.213
2021-04-30,10.024
2021-05-01,10.024
2021-05-02,10.024
2021-05-03,10.132
2021-05-04,10.19
2021-05-05,10.118
2021-05-06,10.26
2021-05-07,10.276
2021-05-08,10.276
2021-05-09,10.276
2021-05-10,10.169
2021-05-11,10.039
2021-05-12,9.904
2021-05-13,10.379
2021-05-14,10.482
2021-05-15,10.482
2021-05-16,10.482
2021-05-17,10.478
2021-05-18,10.221
2021-05-19,10.26
2021-05-20,10.35
2021-05-21,10.572
2021-05-22,10.572
2021-05-23,10.572
2021-05-24,10.4
2021-05-25,9.951
2021-05-26,10.194
2021-05-27,10.382
2021-05-28,10.396
2021-05-29,10.396
2021-05-30,10.396
2021-05-31,10.396
2021-06-01,10.507
2021-06-02,10.389
2021-06-03,10.46
2021-06-04,10.471
2021-06-05,10.471
2021-06-06,10.471
2021-06-07,10.56
2021-06-08,10.619
2021-06-09,10.407
2021-06-10,10.199
2021-06-11,10.171
2021-06-12,10.171
2021-06-13,10.171
2021-06-14,10.077
2021-06-15,10.153
2021-06-16,10.253
2021-06-17,9.867
2021-06-18,9.412
2021-06-19,9.412
2021-06-20,9.412
2021-06-21,9.826
2021-06-22,9.828
2021-06-23,9.736
2021-06-24,9.876
2021-06-25,10.096
2021-06-26,10.096
2021-06-27,10.096
2021-06-28,9.661
2021-06-29,9.599
2021-06-30,9.629
2021-07-01,9.707
2021-07-02,9.558
2021-07-03,9.558
2021-07-04,9.558
2021-07-05,9.558
2021-07-06,9.329
2021-07-07,10.093
2021-07-08,9.869
2021-07-09,10.226
2021-07-10,10.226
2021-07-11,10.226
2021-07-12,10.311
2021-07-13,10.012
2021-07-14,9.996
2021-07-15,10.17
2021-07-16,9.975
2021-07-17,9.975
2021-07-18,9.975
2021-07-19,9.587
2021-07-20,9.827
2021-07-21,10.058
2021-07-22,9.985
2021-07-23,10.106
2021-07-24,10.106
2021-07-25,10.106
2021-07-26,10.51
2021-07-27,10.466
2021-07-28,10.578
2021-07-29,10.67
2021-07-30,10.622
2021-07-31,10.622
2021-08-01,10.622
2021-08-02,10.497
2021-08-03,10.687
2021-08-04,10.598
2021-08-05,10.828
2021-08-06,11.185
2021-08-07,11.185
2021-08-08,11.185
2021-08-09,11.064
2021-08-10,11.248
2021-08-11,11.458
2021-08-12,11.411
2021-08-13,11.339
2021-08-14,11.339
2021-08-15,11.339
2021-08-16,11.325
2021-08-17,11.185
2021-08-18,11.074
2021-08-19,11.08
2021-08-20,11.222
2021-08-21,11.222
2021-08-22,11.222
2021-08-23,11.365
2021-08-24,11.426
2021-08-25,11.48
2021-08-26,11.315
2021-08-27,11.767
2021-08-28,11.767
2021-08-29,11.767
2021-08-30,11.454
2021-08-31,11.545
2021-09-01,11.482
2021-09-02,11.506
2021-09-03,11.506
2021-09-04,11.506
2021-09-05,11.506
2021-09-06,11.506
2021-09-07,11.506
2021-09-08,11.506
2021-09-09,11.506
2021-09-10,11.506
2021-09-11,11.506
2021-09-12,11.506
2021-09-13,11.506
2021-09-14,11.506
2021-09-15,11.506
2021-09-16,11.506
2021-09-17,11.506
2021-09-18,11.506
2021-09-19,11.506
2021-09-20,11.506
2021-09-21,11.506
2021-09-22,11.506
2021-09-23,11.506
2021-09-24,11.506
2021-09-25,11.506
2021-09-26,11.506
2021-09-27,11.506
2021-09-28,11.506
2021-09-29,11.506
2021-09-30,11.506
2021-10-01,11.506
2021-10-02,11.506
2021-10-03,11.506
2021-10-04,11.506
2021-10-05,11.506
2021-10-06,11.506
2021-10-07,11.506
2021-10-08,11.506
2021-10-09,11.506
2021-10-10,11.506
2021-10-11,11.506
2021-10-12,11.506
2021-10-13,11.506
2021-10-14,11.506
2021-10-15,11.506
2021-10-16,11.506
2021-10-17,11.506
2021-10-18,11.506
2021-10-19,11.506
2021-10-20,11.506
2021-10-21,11.506
2021-10-22,11.506
2021-10-23,11.506
2021-10-24,11.506
2021-10-25,11.506
2021-10-26,11.506
2021-10-27,11.506
2021-10-28,11.506
2021-10-29,11.506
2021-10-30,11.506
2021-10-31,11.506
2021-11-01,11.506
2021-11-02,11.506
2021-11-03,11.506
2021-11-04,11.506
2021-11-05,11.506
2021-11-06,11.506
2021-11-07,11.506
2021-11-08,11.506
2021-11-09,11.506
2021-11-10,11.506
2021-11-11,11.506
2021-11-12,11.506
2021-11-13,11.506
2021-11-14,11.506
2021-11-15,11.506
2021-11-16,11.506
2021-11-17,11.506
2021-11-18,11.506
2021-11-19,11.506
2021-11-20,11.506
2021-11-21,11.506
2021-11-22,11.506
2021-11-23,11.506
2021-11-24,11.506
2021-11-25,11.506
2021-11-26,11.506
2021-11-27,11.506
2021-11-28,11.506
2021-11-29,11.506
2021-11-30,11.506
2021-12-01,11.506
2021-12-02,11.506
2021-12-03,11.506
2021-12-04,11.506
2021-12-05,11.506
2021-12-06,11.506
2021-12-07,11.506
2021-12-08,11.506
2021-12-09,11.506
2021-12-10,11.506
2021-12-11,11.506
2021-12-12,11.506
2021-12-13,11.506
2021-12-14,11.506
2021-12-15,11.506
2021-12-16,11.506
2021-12-17,11.506
2021-12-18,11.506
2021-12-19,11.506
2021-12-20,11.506
2021-12-21,11.506
2021-12-22,11.506
2021-12-23,11.506
2021-12-24,11.506
2021-12-25,11.506
2021-12-26,11.506
2021-12-27,11.506
2021-12-28,11.506
2021-12-29,11.506
2021-12-30,11.506
2021-12-31,11.506
2022-01-01,11.506
2022-01-02,11.506
2022-01-03,11.506
2022-01-04,11.506
2022-01-05,11.506
2022-01-06,11.506
2022-01-07,11.506
2022-01-08,11.506
2022-01-09,11.506
2022-01-10,11.506
2022-01-11,11.506
2022-01-12,11.506
2022-01-13,11.506
2022-01-14,11.506
2022-01-15,11.506
2022-01-16,11.506
2022-01-17,11.506
2022-01-18,11.506
2022-01-19,11.506
2022-01-20,11.506
2022-01-21,9.44
2022-01-22,9.44
2022-01-23,9.44
2022-01-24,9.961
2022-01-25,9.871
2022-01-26,9.664
2022-01-27,9.456
2022-01-28,9.474
2022-01-29,9.474
2022-01-30,9.474
2022-01-31,9.59
2022-02-01,9.525
2022-02-02,9.421
2022-02-03,9.357
2022-02-04,9.539
2022-02-05,9.539
2022-02-06,9.539
2022-02-07,9.659
2022-02-08,9.905
2022-02-09,9.805
2022-02-10,9.852
2022-02-11,9.846
2022-02-12,9.846
2022-02-13,9.846
2022-02-14,9.648
2022-02-15,9.892
2022-02-16,9.895
2022-02-17,9.617
2022-02-18,9.709
2022-02-19,9.709
2022-02-20,9.709
2022-02-21,9.709
2022-02-22,9.647
2022-02-23,9.489
2022-02-24,9.278
2022-02-25,9.662
2022-02-26,9.662
2022-02-27,9.662
2022-02-28,9.581
2022-03-01,9.216
2022-03-02,9.556
2022-03-03,9.528
2022-03-04,9.091
2022-03-05,9.091
2022-03-06,9.091
2022-03-07,8.757
2022-03-08,8.838
2022-03-09,9.127
2022-03-10,8.685
2022-03-11,8.788
2022-03-12,8.788
2022-03-13,8.788
2022-03-14,8.893
2022-03-15,8.793
2022-03-16,9.005
2022-03-17,8.922
2022-03-18,8.858
2022-03-19,8.858
2022-03-20,8.858
2022-03-21,8.797
2022-03-22,8.889
2022-03-23,8.509
2022-03-24,8.69
2022-03-25,8.928
2022-03-26,8.928
2022-03-27,8.928
2022-03-28,8.928
2022-03-29,9.134
2022-03-30,8.771
2022-03-31,8.682
2022-04-01,8.617
2022-04-02,8.617
2022-04-03,8.617
2022-04-04,8.523
2022-04-05,8.422
2022-04-06,8.341
2022-04-07,8.261
2022-04-08,8.231
2022-04-09,8.231
2022-04-10,8.231
2022-04-11,8.203
2022-04-12,8.238
2022-04-13,8.332
2022-04-14,8.197
2022-04-15,8.197
2022-04-16,8.197
2022-04-17,8.197
2022-04-18,8.192
2022-04-19,8.519
2022-04-20,8.602
2022-04-21,8.795
2022-04-22,8.655
2022-04-23,8.655
2022-04-24,8.655
2022-04-25,8.877
2022-04-26,8.631
2022-04-27,8.576
2022-04-28,8.674
2022-04-29,8.414
2022-04-30,8.414
2022-05-01,8.414
2022-05-02,8.53
2022-05-03,8.643
2022-05-04,8.921
2022-05-05,8.684
2022-05-06,8.763
2022-05-07,8.763
2022-05-08,8.763
2022-05-09,8.801
2022-05-10,8.673
2022-05-11,8.574
2022-05-12,8.596
2022-05-13,8.642
2022-05-14,8.642
2022-05-15,8.642
2022-05-16,8.509
2022-05-17,8.839
2022-05-18,8.713
2022-05-19,8.558
2022-05-20,8.612
2022-05-21,8.612
2022-05-22,8.612
2022-05-23,8.839
2022-05-24,8.824
2022-05-25,8.755
2022-05-26,9.004
2022-05-27,9.164
2022-05-28,9.164
2022-05-29,9.164
2022-05-30,9.164
2022-05-31,9.036
2022-06-01,8.924
2022-06-02,9.07
2022-06-03,9.013
2022-06-04,9.013
2022-06-05,9.013
2022-06-06,9.019
2022-06-07,9.136
2022-06-08,8.93
2022-06-09,8.682
2022-06-10,8.518
2022-06-11,8.518
2022-06-12,8.518
2022-06-13,8.349
2022-06-14,8.45
2022-06-15,8.42
2022-06-16,8.178
2022-06-17,8.408
2022-06-18,8.408
2022-06-19,8.408
2022-06-20,8.408
2022-06-21,8.697
2022-06-22,8.627
2022-06-23,8.556
2022-06-24,8.691
2022-06-25,8.691
2022-06-26,8.691
2022-06-27,8.761
2022-06-28,8.775
2022-06-29,8.677
2022-06-30,8.669
2022-07-01,8.947
2022-07-02,8.947
2022-07-03,8.947
2022-07-04,8.947
2022-07-05,8.905
2022-07-06,8.908
2022-07-07,8.876
2022-07-08,8.854
2022-07-09,8.854
2022-07-10,8.854
2022-07-11,8.808
2022-07-12,8.808
2022-07-13,8.708
2022-07-14,8.573
2022-07-15,8.806
2022-07-16,8.806
2022-07-17,8.806
2022-07-18,8.84
2022-07-19,9.095
2022-07-20,9.233
2022-07-21,9.139
2022-07-22,8.921
2022-07-23,8.921
2022-07-24,8.921
2022-07-25,9.23
2022-07-26,9.273
2022-07-27,9.403
2022-07-28,9.459
2022-07-29,9.608
2022-07-30,9.608
2022-07-31,9.608
2022-08-01,9.591
2022-08-02,9.456
2022-08-03,9.444
2022-08-04,9.397
2022-08-05,9.511
2022-08-06,9.511
2022-08-07,9.511
2022-08-08,9.512
2022-08-09,9.583
2022-08-10,9.623
2022-08-11,9.764
2022-08-12,9.954
2022-08-13,9.954
2022-08-14,9.954
2022-08-15,9.995
2022-08-16,10.076
2022-08-17,9.998
2022-08-18,10.035
2022-08-19,9.981
2022-08-20,9.981
2022-08-21,9.981
2022-08-22,9.79
2022-08-23,9.655
2022-08-24,9.625
2022-08-25,9.795
2022-08-26,9.614
2022-08-27,9.614
2022-08-28,9.614
2022-08-29,9.444
2022-08-30,9.576
2022-08-31,9.484
2022-09-01,9.338
2022-09-02,9.277
2022-09-03,9.277
2022-09-04,9.277
2022-09-05,9.277
2022-09-06,9.111
2022-09-07,9.196
2022-09-08,9.31
2022-09-09,9.531
2022-09-10,9.531
2022-09-11,9.531
2022-09-12,9.564
2022-09-13,9.375
2022-09-14,9.394
2022-09-15,9.488
2022-09-16,9.601
2022-09-17,9.601
2022-09-18,9.601
2022-09-19,9.725
2022-09-20,9.747
2022-09-21,9.681
2022-09-22,9.492
2022-09-23,9.389
2022-09-24,9.389
2022-09-25,9.389
2022-09-26,9.375
2022-09-27,9.182
2022-09-28,9.2
2022-09-29,9.177
2022-09-30,9.215
2022-10-01,9.215
2022-10-02,9.215
2022-10-03,9.466
2022-10-04,9.798
2022-10-05,9.734
2022-10-06,9.598
2022-10-07,9.373
2022-10-08,9.373
2022-10-09,9.373
2022-10-10,9.427
2022-10-11,9.553
2022-10-12,9.613
2022-10-13,10.0
2022-10-14,9.961
2022-10-15,9.961
2022-10-16,9.961
2022-10-17,10.251
2022-10-18,10.363
2022-10-19,10.247
2022-10-20,9.926
2022-10-21,9.784
2022-10-22,9.784
2022-10-23,9.784
2022-10-24,9.893
2022-10-25,10.045
2022-10-26,10.25
2022-10-27,10.446
2022-10-28,10.838
2022-10-29,10.838
2022-10-30,10.838
2022-10-31,10.974
2022-11-01,10.852
2022-11-02,10.603
2022-11-03,10.44
2022-11-04,10.628
2022-11-05,10.628
2022-11-06,10.628
2022-11-07,10.657
2022-11-08,10.422
2022-11-09,10.268
2022-11-10,10.569
2022-11-11,10.38
2022-11-12,10.38
2022-11-13,10.38
2022-11-14,10.211
2022-11-15,10.249
2022-11-16,10.159
2022-11-17,10.093
2022-11-18,10.227
2022-11-19,10.227
2022-11-20,10.227
2022-11-21,10.267
2022-11-22,10.342
2022-11-23,10.334
2022-11-24,10.334
2022-11-25,10.515
2022-11-26,10.515
2022-11-27,10.515
2022-11-28,10.176
2022-11-29,10.184
2022-11-30,10.368
2022-12-01,10.368
2022-12-02,10.368
2022-12-03,10.368
2022-12-04,10.368
2022-12-05,9.77
2022-12-06,9.684
2022-12-07,9.681
2022-12-08,9.675
2022-12-09,9.71
2022-12-10,9.71
2022-12-11,9.71
2022-12-12,9.748
2022-12-13,9.705
2022-12-14,9.384
2022-12-15,9.178
2022-12-16,9.048
2022-12-17,9.048
2022-12-18,9.048
2022-12-19,9.14
2022-12-20,9.117
2022-12-21,9.23
2022-12-22,9.167
2022-12-23,9.259
2022-12-24,9.259
2022-12-25,9.259
2022-12-26,9.259
2022-12-27,9.347
2022-12-28,9.218
2022-12-29,9.353
2022-12-30,9.29
2022-12-31,9.29
2023-01-01,9.29
2023-01-02,9.29
2023-01-03,9.25
2023-01-04,9.253
2023-01-05,9.197
2023-01-06,9.403
2023-01-07,9.403
2023-01-08,9.403
2023-01-09,9.24
2023-01-10,9.347
2023-01-11,9.367
2023-01-12,9.558
2023-01-13,9.525
2023-01-14,9.525
2023-01-15,9.525
2023-01-16,9.525
2023-01-17,9.41
2023-01-18,9.058
2023-01-19,9.056
2023-01-20,9.542
2023-01-21,9.542
2023-01-22,9.542
2023-01-23,9.266
2023-01-24,9.271
2023-01-25,9.146
2023-01-26,9.216
2023-01-27,9.174
2023-01-28,9.174
2023-01-29,9.174
2023-01-30,9.199
2023-01-31,9.478
2023-02-01,9.595
2023-02-02,9.726
2023-02-03,9.786
2023-02-04,9.786
2023-02-05,9.786
2023-02-06,9.593
2023-02-07,9.645
2023-02-08,9.577
2023-02-09,9.402
2023-02-10,9.378
2023-02-11,9.378
2023-02-12,9.378
2023-02-13,9.389
2023-02-14,9.346
2023-02-15,9.418
2023-02-16,9.316
2023-02-17,9.464
2023-02-18,9.464
2023-02-19,9.464
2023-02-20,9.464
2023-02-21,9.302
2023-02-22,9.299
2023-02-23,9.372
2023-02-24,9.405
2023-02-25,9.405
2023-02-26,9.405
2023-02-27,9.311
2023-02-28,9.277
2023-03-01,9.294
2023-03-02,9.252
2023-03-03,9.305
2023-03-04,9.305
2023-03-05,9.305
2023-03-06,9.253
2023-03-07,9.023
2023-03-08,9.012
2023-03-09,8.375
2023-03-10,8.328
2023-03-11,8.328
2023-03-12,8.328
2023-03-13,7.648
2023-03-14,7.986
2023-03-15,7.976
2023-03-16,8.441
2023-03-17,7.901
2023-03-18,7.901
2023-03-19,7.901
2023-03-20,7.898
2023-03-21,8.282
2023-03-22,7.88
2023-03-23,7.802
2023-03-24,8.022
2023-03-25,8.022
2023-03-26,8.022
2023-03-27,8.001
2023-03-28,8.179
2023-03-29,8.161
2023-03-30,8.093
2023-03-31,8.232
2023-04-01,8.232
2023-04-02,8.232
2023-04-03,8.498
2023-04-04,8.409
2023-04-05,8.274
2023-04-06,8.414
2023-04-07,8.414
2023-04-08,8.414
2023-04-09,8.414
2023-04-10,8.413
2023-04-11,8.33
2023-04-12,8.246
2023-04-13,8.344
2023-04-14,8.193
2023-04-15,8.193
2023-04-16,8.193
2023-04-17,8.417
2023-04-18,8.255
2023-04-19,8.362
2023-04-20,8.272
2023-04-21,8.069
2023-04-22,8.069
2023-04-23,8.069
2023-04-24,8.118
2023-04-25,7.908
2023-04-26,7.998
2023-04-27,8.201
2023-04-28,8.178
2023-04-29,8.178
2023-04-30,8.178
2023-05-01,8.021
2023-05-02,7.58
2023-05-03,7.505
2023-05-04,7.212
2023-05-05,7.47
2023-05-06,7.47
2023-05-07,7.47
2023-05-08,7.35
2023-05-09,7.191
2023-05-10,7.141
2023-05-11,6.981
2023-05-12,6.971
2023-05-13,6.971
2023-05-14,6.971
2023-05-15,7.272
2023-05-16,7.247
2023-05-17,7.803
2023-05-18,7.722
2023-05-19,7.537
2023-05-20,7.537
2023-05-21,7.537
2023-05-22,7.77
2023-05-23,7.874
2023-05-24,7.664
2023-05-25,7.495
2023-05-26,7.575
2023-05-27,7.575
2023-05-28,7.575
2023-05-29,7.575
2023-05-30,7.475
2023-05-31,7.158
2023-06-01,7.407
2023-06-02,7.915
2023-06-03,7.915
2023-06-04,7.915
2023-06-05,7.571
2023-06-06,7.891
2023-06-07,7.962
2023-06-08,7.775
2023-06-09,7.677
2023-06-10,7.677
2023-06-11,7.677
2023-06-12,7.571
2023-06-13,7.67
2023-06-14,7.541
2023-06-15,7.798
2023-06-16,7.682
2023-06-17,7.682
2023-06-18,7.682
2023-06-19,7.682
2023-06-20,7.598
2023-06-21,7.487
2023-06-22,7.321
2023-06-23,7.26
2023-06-24,7.26
2023-06-25,7.26
2023-06-26,7.25
2023-06-27,7.363
2023-06-28,7.328
2023-06-29,7.434
2023-06-30,7.281
2023-07-01,7.281
2023-07-02,7.281
2023-07-03,7.479
2023-07-04,7.479
2023-07-05,7.393
2023-07-06,7.298
2023-07-07,7.431
2023-07-08,7.431
2023-07-09,7.431
2023-07-10,7.454
2023-07-11,7.541
2023-07-12,7.76
2023-07-13,7.881
2023-07-14,7.765
2023-07-15,7.765
2023-07-16,7.765
2023-07-17,7.86
2023-07-18,8.086
2023-07-19,8.236
2023-07-20,7.558
2023-07-21,8.35
2023-07-22,8.35
2023-07-23,8.35
2023-07-24,8.457
2023-07-25,8.34
2023-07-26,8.918
2023-07-27,8.796
2023-07-28,8.926
2023-07-29,8.926
2023-07-30,8.926
2023-07-31,9.024
2023-08-01,9.015
2023-08-02,8.96
2023-08-03,9.077
2023-08-04,9.119
2023-08-05,9.119
2023-08-06,9.119
2023-08-07,9.21
2023-08-08,9.03
2023-08-09,8.947
2023-08-10,8.911
2023-08-11,8.888
2023-08-12,8.888
2023-08-13,8.888
2023-08-14,8.816
2023-08-15,8.539
2023-08-16,8.446
2023-08-17,8.456
2023-08-18,8.41
2023-08-19,8.41
2023-08-20,8.41
2023-08-21,8.302
2023-08-22,8.058
2023-08-23,8.224
2023-08-24,8.24
2023-08-25,8.181
2023-08-26,8.181
2023-08-27,8.181
2023-08-28,8.281
2023-08-29,8.274
2023-08-30,8.234
2023-08-31,8.255
2023-09-01,8.465
2023-09-02,8.465
2023-09-03,8.465
2023-09-04,8.465
2023-09-05,8.293
2023-09-06,8.238
2023-09-07,8.196
2023-09-08,8.276
2023-09-09,8.276
2023-09-10,8.276
2023-09-11,8.234
2023-09-12,8.278
2023-09-13,8.2
2023-09-14,8.287
2023-09-15,8.215
2023-09-16,8.215
2023-09-17,8.215
2023-09-18,8.196
2023-09-19,8.092
