,MAXR US Equity
2020-11-26,8.606
2020-11-27,8.621
2020-11-28,8.621
2020-11-29,8.621
2020-11-30,8.401
2020-12-01,8.437
2020-12-02,8.397
2020-12-03,8.524
2020-12-04,9.243
2020-12-05,9.243
2020-12-06,9.243
2020-12-07,9.418
2020-12-08,9.775
2020-12-09,9.751
2020-12-10,10.461
2020-12-11,11.177
2020-12-12,11.177
2020-12-13,11.177
2020-12-14,10.282
2020-12-15,10.687
2020-12-16,10.621
2020-12-17,10.297
2020-12-18,10.152
2020-12-19,10.152
2020-12-20,10.152
2020-12-21,10.297
2020-12-22,10.137
2020-12-23,10.666
2020-12-24,10.717
2020-12-25,10.717
2020-12-26,10.717
2020-12-27,10.717
2020-12-28,10.548
2020-12-29,10.394
2020-12-30,10.605
2020-12-31,12.062
2021-01-01,12.062
2021-01-02,12.062
2021-01-03,12.062
2021-01-04,11.346
2021-01-05,11.668
2021-01-06,12.143
2021-01-07,12.631
2021-01-08,12.165
2021-01-09,12.165
2021-01-10,12.165
2021-01-11,12.14
2021-01-12,12.334
2021-01-13,12.165
2021-01-14,14.553
2021-01-15,15.206
2021-01-16,15.206
2021-01-17,15.206
2021-01-18,15.206
2021-01-19,17.101
2021-01-20,17.135
2021-01-21,15.966
2021-01-22,15.697
2021-01-23,15.697
2021-01-24,15.697
2021-01-25,16.465
2021-01-26,15.946
2021-01-27,14.282
2021-01-28,14.505
2021-01-29,13.747
2021-01-30,13.747
2021-01-31,13.747
2021-02-01,16.711
2021-02-02,16.876
2021-02-03,17.481
2021-02-04,18.721
2021-02-05,19.762
2021-02-06,19.762
2021-02-07,19.762
2021-02-08,20.168
2021-02-09,20.485
2021-02-10,19.609
2021-02-11,19.192
2021-02-12,20.484
2021-02-13,20.484
2021-02-14,20.484
2021-02-15,20.484
2021-02-16,20.109
2021-02-17,19.253
2021-02-18,18.047
2021-02-19,19.486
2021-02-20,19.486
2021-02-21,19.486
2021-02-22,18.805
2021-02-23,18.536
2021-02-24,18.581
2021-02-25,11.253
2021-02-26,12.033
2021-02-27,12.033
2021-02-28,12.033
2021-03-01,13.107
2021-03-02,12.659
2021-03-03,11.701
2021-03-04,10.911
2021-03-05,10.823
2021-03-06,10.823
2021-03-07,10.823
2021-03-08,10.592
2021-03-09,11.075
2021-03-10,11.261
2021-03-11,11.822
2021-03-12,11.719
2021-03-13,11.719
2021-03-14,11.719
2021-03-15,12.033
2021-03-16,11.275
2021-03-17,11.692
2021-03-18,10.454
2021-03-19,10.214
2021-03-20,10.214
2021-03-21,10.214
2021-03-22,10.634
2021-03-23,10.02
2021-03-24,9.192
2021-03-25,9.502
2021-03-26,9.965
2021-03-27,9.965
2021-03-28,9.965
2021-03-29,9.481
2021-03-30,9.692
2021-03-31,10.013
2021-04-01,10.09
2021-04-02,10.09
2021-04-03,10.09
2021-04-04,10.09
2021-04-05,10.516
2021-04-06,10.185
2021-04-07,10.161
2021-04-08,10.534
2021-04-09,10.346
2021-04-10,10.346
2021-04-11,10.346
2021-04-12,9.852
2021-04-13,9.841
2021-04-14,10.078
2021-04-15,9.968
2021-04-16,10.293
2021-04-17,10.293
2021-04-18,10.293
2021-04-19,9.871
2021-04-20,9.683
2021-04-21,10.054
2021-04-22,10.282
2021-04-23,10.575
2021-04-24,10.575
2021-04-25,10.575
2021-04-26,10.749
2021-04-27,10.885
2021-04-28,10.781
2021-04-29,10.493
2021-04-30,10.349
2021-05-01,10.349
2021-05-02,10.349
2021-05-03,11.331
2021-05-04,8.53
2021-05-05,8.198
2021-05-06,8.955
2021-05-07,9.251
2021-05-08,9.251
2021-05-09,9.251
2021-05-10,8.638
2021-05-11,9.093
2021-05-12,8.768
2021-05-13,8.835
2021-05-14,9.187
2021-05-15,9.187
2021-05-16,9.187
2021-05-17,8.826
2021-05-18,8.668
2021-05-19,8.589
2021-05-20,8.682
2021-05-21,8.668
2021-05-22,8.668
2021-05-23,8.668
2021-05-24,8.788
2021-05-25,8.747
2021-05-26,9.155
2021-05-27,9.383
2021-05-28,9.122
2021-05-29,9.122
2021-05-30,9.122
2021-05-31,9.122
2021-06-01,9.642
2021-06-02,9.589
2021-06-03,9.87
2021-06-04,10.049
2021-06-05,10.049
2021-06-06,10.049
2021-06-07,10.307
2021-06-08,10.536
2021-06-09,10.404
2021-06-10,10.507
2021-06-11,10.601
2021-06-12,10.601
2021-06-13,10.601
2021-06-14,10.689
2021-06-15,10.554
2021-06-16,11.733
2021-06-17,11.73
2021-06-18,11.411
2021-06-19,11.411
2021-06-20,11.411
2021-06-21,11.575
2021-06-22,11.543
2021-06-23,11.868
2021-06-24,12.247
2021-06-25,12.264
2021-06-26,12.264
2021-06-27,12.264
2021-06-28,12.288
2021-06-29,11.922
2021-06-30,11.881
2021-07-01,12.125
2021-07-02,11.907
2021-07-03,11.907
2021-07-04,11.907
2021-07-05,11.907
2021-07-06,11.482
2021-07-07,11.014
2021-07-08,10.625
2021-07-09,10.616
2021-07-10,10.616
2021-07-11,10.616
2021-07-12,10.479
2021-07-13,10.58
2021-07-14,9.872
2021-07-15,9.596
2021-07-16,9.799
2021-07-17,9.799
2021-07-18,9.799
2021-07-19,8.934
2021-07-20,9.271
2021-07-21,9.926
2021-07-22,10.089
2021-07-23,9.915
2021-07-24,9.915
2021-07-25,9.915
2021-07-26,10.135
2021-07-27,9.848
2021-07-28,10.083
2021-07-29,10.167
2021-07-30,10.527
2021-07-31,10.527
2021-08-01,10.527
2021-08-02,10.344
2021-08-03,10.266
2021-08-04,9.333
2021-08-05,8.135
2021-08-06,8.792
2021-08-07,8.792
2021-08-08,8.792
2021-08-09,8.984
2021-08-10,9.009
2021-08-11,8.97
2021-08-12,8.959
2021-08-13,8.441
2021-08-14,8.441
2021-08-15,8.441
2021-08-16,8.202
2021-08-17,8.063
2021-08-18,8.024
2021-08-19,7.614
2021-08-20,7.709
2021-08-21,7.709
2021-08-22,7.709
2021-08-23,8.249
2021-08-24,8.563
2021-08-25,8.611
2021-08-26,8.981
2021-08-27,9.237
2021-08-28,9.237
2021-08-29,9.237
2021-08-30,9.214
2021-08-31,9.355
2021-09-01,9.408
2021-09-02,9.596
2021-09-03,9.431
2021-09-04,9.431
2021-09-05,9.431
2021-09-06,9.431
2021-09-07,9.217
2021-09-08,9.011
2021-09-09,9.143
2021-09-10,9.046
2021-09-11,9.046
2021-09-12,9.046
2021-09-13,9.193
2021-09-14,8.693
2021-09-15,8.799
2021-09-16,8.778
2021-09-17,8.884
2021-09-18,8.884
2021-09-19,8.884
2021-09-20,8.389
2021-09-21,8.501
2021-09-22,8.699
2021-09-23,8.825
2021-09-24,8.663
2021-09-25,8.663
2021-09-26,8.663
2021-09-27,8.928
2021-09-28,8.534
2021-09-29,8.351
2021-09-30,8.336
2021-10-01,8.49
2021-10-02,8.49
2021-10-03,8.49
2021-10-04,8.357
2021-10-05,8.139
2021-10-06,8.072
2021-10-07,8.254
2021-10-08,8.354
2021-10-09,8.354
2021-10-10,8.354
2021-10-11,8.348
2021-10-12,8.445
2021-10-13,8.531
2021-10-14,8.899
2021-10-15,8.704
2021-10-16,8.704
2021-10-17,8.704
2021-10-18,8.498
2021-10-19,8.707
2021-10-20,8.929
2021-10-21,9.004
2021-10-22,8.83
2021-10-23,8.83
2021-10-24,8.83
2021-10-25,8.884
2021-10-26,8.481
2021-10-27,8.505
2021-10-28,8.282
2021-10-29,7.987
2021-10-30,7.987
2021-10-31,7.987
2021-11-01,8.123
2021-11-02,7.843
2021-11-03,9.156
2021-11-04,12.609
2021-11-05,12.673
2021-11-06,12.673
2021-11-07,12.673
2021-11-08,12.265
2021-11-09,12.471
2021-11-10,11.889
2021-11-11,11.802
2021-11-12,11.883
2021-11-13,11.883
2021-11-14,11.883
2021-11-15,12.103
2021-11-16,11.799
2021-11-17,12.826
2021-11-18,11.933
2021-11-19,11.514
2021-11-20,11.514
2021-11-21,11.514
2021-11-22,11.468
2021-11-23,11.472
2021-11-24,11.391
2021-11-25,11.391
2021-11-26,10.587
2021-11-27,10.587
2021-11-28,10.587
2021-11-29,10.872
2021-11-30,10.591
2021-12-01,10.091
2021-12-02,10.583
2021-12-03,10.294
2021-12-04,10.294
2021-12-05,10.294
2021-12-06,10.783
2021-12-07,10.86
2021-12-08,11.133
2021-12-09,11.141
2021-12-10,11.006
2021-12-11,11.006
2021-12-12,11.006
2021-12-13,10.518
2021-12-14,10.26
2021-12-15,10.237
2021-12-16,10.391
2021-12-17,10.902
2021-12-18,10.902
2021-12-19,10.902
2021-12-20,10.625
2021-12-21,11.491
2021-12-22,11.749
2021-12-23,11.992
2021-12-24,11.992
2021-12-25,11.992
2021-12-26,11.992
2021-12-27,11.718
2021-12-28,11.68
2021-12-29,11.064
2021-12-30,11.445
2021-12-31,11.364
2022-01-01,11.364
2022-01-02,11.364
2022-01-03,11.626
2022-01-04,12.042
2022-01-05,11.449
2022-01-06,11.314
2022-01-07,11.43
2022-01-08,11.43
2022-01-09,11.43
2022-01-10,11.26
2022-01-11,11.768
2022-01-12,11.641
2022-01-13,11.457
2022-01-14,11.445
2022-01-15,11.445
2022-01-16,11.445
2022-01-17,11.445
2022-01-18,10.82
2022-01-19,10.491
2022-01-20,11.448
2022-01-21,10.832
2022-01-22,10.832
2022-01-23,10.832
2022-01-24,11.225
2022-01-25,10.768
2022-01-26,10.509
2022-01-27,9.934
2022-01-28,9.882
2022-01-29,9.882
2022-01-30,9.882
2022-01-31,10.525
2022-02-01,10.638
2022-02-02,9.697
2022-02-03,9.271
2022-02-04,9.434
2022-02-05,9.434
2022-02-06,9.434
2022-02-07,9.865
2022-02-08,10.181
2022-02-09,10.588
2022-02-10,10.417
2022-02-11,10.409
2022-02-12,10.409
2022-02-13,10.409
2022-02-14,10.207
2022-02-15,10.828
2022-02-16,10.866
2022-02-17,10.542
2022-02-18,10.371
2022-02-19,10.371
2022-02-20,10.371
2022-02-21,10.371
2022-02-22,10.893
2022-02-23,10.789
2022-02-24,13.508
2022-02-25,13.85
2022-02-26,13.85
2022-02-27,13.85
2022-02-28,15.644
2022-03-01,16.262
2022-03-02,17.168
2022-03-03,16.556
2022-03-04,15.939
2022-03-05,15.939
2022-03-06,15.939
2022-03-07,16.107
2022-03-08,17.255
2022-03-09,18.0
2022-03-10,17.592
2022-03-11,16.597
2022-03-12,16.597
2022-03-13,16.597
2022-03-14,16.102
2022-03-15,16.505
2022-03-16,16.743
2022-03-17,17.995
2022-03-18,18.543
2022-03-19,18.543
2022-03-20,18.543
2022-03-21,18.564
2022-03-22,19.294
2022-03-23,19.206
2022-03-24,19.982
2022-03-25,19.651
2022-03-26,19.651
2022-03-27,19.651
2022-03-28,19.585
2022-03-29,19.631
2022-03-30,20.027
2022-03-31,20.073
2022-04-01,19.763
2022-04-02,19.763
2022-04-03,19.763
2022-04-04,19.895
2022-04-05,19.743
2022-04-06,19.392
2022-04-07,19.254
2022-04-08,18.766
2022-04-09,18.766
2022-04-10,18.766
2022-04-11,18.944
2022-04-12,19.578
2022-04-13,19.863
2022-04-14,20.096
2022-04-15,20.096
2022-04-16,20.096
2022-04-17,20.096
2022-04-18,20.008
2022-04-19,21.056
2022-04-20,20.396
2022-04-21,18.758
2022-04-22,18.474
2022-04-23,18.474
2022-04-24,18.474
2022-04-25,18.163
2022-04-26,17.556
2022-04-27,17.337
2022-04-28,17.426
2022-04-29,16.902
2022-04-30,16.902
2022-05-01,16.902
2022-05-02,17.332
2022-05-03,17.463
2022-05-04,18.114
2022-05-05,17.52
2022-05-06,17.094
2022-05-07,17.094
2022-05-08,17.094
2022-05-09,16.4
2022-05-10,16.587
2022-05-11,16.008
2022-05-12,15.853
2022-05-13,17.246
2022-05-14,17.246
2022-05-15,17.246
2022-05-16,17.181
2022-05-17,18.677
2022-05-18,17.82
2022-05-19,17.513
2022-05-20,16.918
2022-05-21,16.918
2022-05-22,16.918
2022-05-23,16.924
2022-05-24,16.009
2022-05-25,18.426
2022-05-26,19.02
2022-05-27,19.595
2022-05-28,19.595
2022-05-29,19.595
2022-05-30,19.595
2022-05-31,19.065
2022-06-01,18.797
2022-06-02,19.499
2022-06-03,19.237
2022-06-04,19.237
2022-06-05,19.237
2022-06-06,19.263
2022-06-07,19.244
2022-06-08,18.848
2022-06-09,18.203
2022-06-10,21.285
2022-06-11,21.285
2022-06-12,21.285
2022-06-13,20.852
2022-06-14,20.593
2022-06-15,20.703
2022-06-16,19.208
2022-06-17,19.806
2022-06-18,19.806
2022-06-19,19.806
2022-06-20,19.806
2022-06-21,18.442
2022-06-22,18.345
2022-06-23,18.428
2022-06-24,19.035
2022-06-25,19.035
2022-06-26,19.035
2022-06-27,18.662
2022-06-28,18.38
2022-06-29,17.897
2022-06-30,17.987
2022-07-01,18.324
2022-07-02,18.324
2022-07-03,18.324
2022-07-04,18.324
2022-07-05,18.028
2022-07-06,17.69
2022-07-07,18.4
2022-07-08,18.09
2022-07-09,18.09
2022-07-10,18.09
2022-07-11,17.187
2022-07-12,17.401
2022-07-13,17.159
2022-07-14,16.174
2022-07-15,16.416
2022-07-16,16.416
2022-07-17,16.416
2022-07-18,16.463
2022-07-19,17.404
2022-07-20,17.888
2022-07-21,17.868
2022-07-22,17.485
2022-07-23,17.485
2022-07-24,17.485
2022-07-25,18.017
2022-07-26,17.557
2022-07-27,18.142
2022-07-28,18.349
2022-07-29,18.906
2022-07-30,18.906
2022-07-31,18.906
2022-08-01,17.525
2022-08-02,17.926
2022-08-03,18.181
2022-08-04,18.06
2022-08-05,18.073
2022-08-06,18.073
2022-08-07,18.073
2022-08-08,18.341
2022-08-09,17.514
2022-08-10,18.418
2022-08-11,19.061
2022-08-12,20.057
2022-08-13,20.057
2022-08-14,20.057
2022-08-15,19.704
2022-08-16,19.251
2022-08-17,18.301
2022-08-18,17.321
2022-08-19,15.873
2022-08-20,15.873
2022-08-21,15.873
2022-08-22,15.4
2022-08-23,15.382
2022-08-24,15.873
2022-08-25,16.165
2022-08-26,15.345
2022-08-27,15.345
2022-08-28,15.345
2022-08-29,14.841
2022-08-30,14.984
2022-08-31,14.804
2022-09-01,14.413
2022-09-02,14.04
2022-09-03,14.04
2022-09-04,14.04
2022-09-05,14.04
2022-09-06,13.705
2022-09-07,14.115
2022-09-08,13.878
2022-09-09,14.624
2022-09-10,14.624
2022-09-11,14.624
2022-09-12,14.773
2022-09-13,14.063
2022-09-14,13.633
2022-09-15,13.408
2022-09-16,12.966
2022-09-17,12.966
2022-09-18,12.966
2022-09-19,13.458
2022-09-20,13.209
2022-09-21,13.028
2022-09-22,12.611
2022-09-23,12.031
2022-09-24,12.031
2022-09-25,12.031
2022-09-26,11.52
2022-09-27,11.383
2022-09-28,11.608
2022-09-29,11.421
2022-09-30,11.664
2022-10-01,11.664
2022-10-02,11.664
2022-10-03,12.362
2022-10-04,13.583
2022-10-05,13.352
2022-10-06,13.14
2022-10-07,12.829
2022-10-08,12.829
2022-10-09,12.829
2022-10-10,12.492
2022-10-11,12.256
2022-10-12,11.844
2022-10-13,12.299
2022-10-14,11.766
2022-10-15,11.766
2022-10-16,11.766
2022-10-17,12.547
2022-10-18,12.912
2022-10-19,12.664
2022-10-20,12.54
2022-10-21,12.708
2022-10-22,12.708
2022-10-23,12.708
2022-10-24,12.714
2022-10-25,13.203
2022-10-26,13.364
2022-10-27,13.464
2022-10-28,13.953
2022-10-29,13.953
2022-10-30,13.953
2022-10-31,13.842
2022-11-01,13.866
2022-11-02,12.974
2022-11-03,12.714
2022-11-04,14.805
2022-11-05,14.805
2022-11-06,14.805
2022-11-07,15.635
2022-11-08,15.622
2022-11-09,15.188
2022-11-10,16.718
2022-11-11,17.003
2022-11-12,17.003
2022-11-13,17.003
2022-11-14,16.312
2022-11-15,16.751
2022-11-16,16.516
2022-11-17,17.009
2022-11-18,17.41
2022-11-19,17.41
2022-11-20,17.41
2022-11-21,17.542
2022-11-22,18.333
2022-11-23,15.983
2022-11-24,15.983
2022-11-25,16.461
2022-11-26,16.461
2022-11-27,16.461
2022-11-28,16.264
2022-11-29,16.314
2022-11-30,17.165
2022-12-01,17.59
2022-12-02,18.243
2022-12-03,18.243
2022-12-04,18.243
2022-12-05,17.796
2022-12-06,17.009
2022-12-07,17.115
2022-12-08,17.363
2022-12-09,16.966
2022-12-10,16.966
2022-12-11,16.966
2022-12-12,17.285
2022-12-13,16.879
2022-12-14,16.576
2022-12-15,15.928
2022-12-16,35.807
2022-12-17,35.807
2022-12-18,35.807
2022-12-19,33.479
2022-12-20,33.433
2022-12-21,33.655
2022-12-22,33.713
2022-12-23,33.72
2022-12-24,33.72
2022-12-25,33.72
2022-12-26,33.72
2022-12-27,33.615
2022-12-28,33.524
2022-12-29,33.642
2022-12-30,33.7
2022-12-31,33.7
2023-01-01,33.7
2023-01-02,33.7
2023-01-03,33.394
2023-01-04,33.218
2023-01-05,33.16
2023-01-06,33.225
2023-01-07,33.225
2023-01-08,33.225
2023-01-09,33.192
2023-01-10,33.192
2023-01-11,33.446
2023-01-12,33.388
2023-01-13,33.335
2023-01-14,33.335
2023-01-15,33.335
2023-01-16,33.335
2023-01-17,33.381
2023-01-18,33.381
2023-01-19,33.388
2023-01-20,33.42
2023-01-21,33.42
2023-01-22,33.42
2023-01-23,33.414
2023-01-24,33.42
2023-01-25,33.388
2023-01-26,33.492
2023-01-27,35.386
2023-01-28,35.386
2023-01-29,35.386
2023-01-30,35.427
2023-01-31,35.627
2023-02-01,35.483
2023-02-02,35.462
2023-02-03,35.367
2023-02-04,35.367
2023-02-05,35.367
2023-02-06,35.36
2023-02-07,35.401
2023-02-08,35.415
2023-02-09,35.284
2023-02-10,35.325
2023-02-11,35.325
2023-02-12,35.325
2023-02-13,35.483
2023-02-14,35.545
2023-02-15,35.305
2023-02-16,35.291
2023-02-17,35.291
2023-02-18,35.291
2023-02-19,35.291
2023-02-20,35.291
2023-02-21,35.243
2023-02-22,35.313
2023-02-23,34.935
2023-02-24,34.962
2023-02-25,34.962
2023-02-26,34.962
2023-02-27,34.996
2023-02-28,35.003
2023-03-01,34.983
2023-03-02,34.833
2023-03-03,34.867
2023-03-04,34.867
2023-03-05,34.867
2023-03-06,34.847
2023-03-07,34.793
2023-03-08,34.731
2023-03-09,34.629
2023-03-10,34.595
2023-03-11,34.595
2023-03-12,34.595
2023-03-13,34.303
2023-03-14,34.555
2023-03-15,34.548
2023-03-16,34.589
2023-03-17,33.83
2023-03-18,33.83
2023-03-19,33.83
2023-03-20,33.991
2023-03-21,34.105
2023-03-22,33.763
2023-03-23,33.97
2023-03-24,33.984
2023-03-25,33.984
2023-03-26,33.984
2023-03-27,33.984
2023-03-28,33.977
2023-03-29,34.105
2023-03-30,34.165
2023-03-31,34.245
2023-04-01,34.245
2023-04-02,34.245
2023-04-03,34.406
2023-04-04,34.467
2023-04-05,35.562
2023-04-06,33.598
2023-04-07,33.598
2023-04-08,33.598
2023-04-09,33.598
2023-04-10,33.69
2023-04-11,33.585
2023-04-12,33.546
2023-04-13,33.651
2023-04-14,33.644
2023-04-15,33.644
2023-04-16,33.644
2023-04-17,34.603
2023-04-18,34.603
2023-04-19,36.521
2023-04-20,36.521
2023-04-21,36.507
2023-04-22,36.507
2023-04-23,36.507
2023-04-24,36.59
2023-04-25,36.521
2023-04-26,36.514
2023-04-27,36.521
2023-04-28,41.941
2023-04-29,41.941
2023-04-30,41.941
2023-05-01,42.148
2023-05-02,42.156
2023-05-03,42.156
2023-05-04,42.156
2023-05-05,42.156
2023-05-06,42.156
2023-05-07,42.156
2023-05-08,42.156
2023-05-09,42.156
2023-05-10,42.156
2023-05-11,42.156
2023-05-12,42.156
2023-05-13,42.156
2023-05-14,42.156
2023-05-15,42.156
2023-05-16,42.156
2023-05-17,42.156
2023-05-18,42.156
2023-05-19,42.156
2023-05-20,42.156
2023-05-21,42.156
2023-05-22,42.156
2023-05-23,42.156
2023-05-24,42.156
2023-05-25,42.156
2023-05-26,42.156
2023-05-27,42.156
2023-05-28,42.156
2023-05-29,42.156
2023-05-30,42.156
2023-05-31,42.156
2023-06-01,42.156
2023-06-02,42.156
2023-06-03,42.156
2023-06-04,42.156
2023-06-05,42.156
2023-06-06,42.156
2023-06-07,42.156
2023-06-08,42.156
2023-06-09,42.156
2023-06-10,42.156
2023-06-11,42.156
2023-06-12,42.156
2023-06-13,42.156
2023-06-14,42.156
2023-06-15,42.156
2023-06-16,42.156
2023-06-17,42.156
2023-06-18,42.156
2023-06-19,42.156
2023-06-20,42.156
2023-06-21,42.156
2023-06-22,42.156
2023-06-23,42.156
2023-06-24,42.156
2023-06-25,42.156
2023-06-26,42.156
2023-06-27,42.156
2023-06-28,42.156
2023-06-29,42.156
2023-06-30,42.156
2023-07-01,42.156
2023-07-02,42.156
2023-07-03,42.156
2023-07-04,42.156
2023-07-05,42.156
2023-07-06,42.156
2023-07-07,42.156
2023-07-08,42.156
2023-07-09,42.156
2023-07-10,42.156
2023-07-11,42.156
2023-07-12,42.156
2023-07-13,42.156
2023-07-14,42.156
2023-07-15,42.156
2023-07-16,42.156
2023-07-17,42.156
2023-07-18,42.156
2023-07-19,42.156
2023-07-20,42.156
2023-07-21,42.156
2023-07-22,42.156
2023-07-23,42.156
2023-07-24,42.156
2023-07-25,42.156
2023-07-26,42.156
2023-07-27,42.156
2023-07-28,42.156
2023-07-29,42.156
2023-07-30,42.156
2023-07-31,42.156
2023-08-01,42.156
2023-08-02,42.156
2023-08-03,42.156
2023-08-04,42.156
2023-08-05,42.156
2023-08-06,42.156
2023-08-07,42.156
2023-08-08,42.156
2023-08-09,42.156
2023-08-10,42.156
2023-08-11,42.156
2023-08-12,42.156
2023-08-13,42.156
2023-08-14,42.156
2023-08-15,42.156
2023-08-16,42.156
2023-08-17,42.156
2023-08-18,42.156
2023-08-19,42.156
2023-08-20,42.156
2023-08-21,42.156
2023-08-22,42.156
2023-08-23,42.156
2023-08-24,42.156
2023-08-25,42.156
2023-08-26,42.156
2023-08-27,42.156
2023-08-28,42.156
2023-08-29,42.156
2023-08-30,42.156
2023-08-31,42.156
2023-09-01,42.156
2023-09-02,42.156
2023-09-03,42.156
2023-09-04,42.156
2023-09-05,42.156
2023-09-06,42.156
2023-09-07,42.156
2023-09-08,42.156
2023-09-09,42.156
2023-09-10,42.156
2023-09-11,42.156
2023-09-12,42.156
2023-09-13,42.156
2023-09-14,42.156
2023-09-15,42.156
