,SCCO US Equity
2020-11-27,15.753
2020-11-28,15.753
2020-11-29,15.753
2020-11-30,15.37
2020-12-01,15.572
2020-12-02,15.585
2020-12-03,15.982
2020-12-04,16.17
2020-12-05,16.17
2020-12-06,16.17
2020-12-07,15.341
2020-12-08,15.613
2020-12-09,15.398
2020-12-10,15.318
2020-12-11,15.471
2020-12-12,15.471
2020-12-13,15.471
2020-12-14,15.334
2020-12-15,15.67
2020-12-16,15.991
2020-12-17,16.286
2020-12-18,16.245
2020-12-19,16.245
2020-12-20,16.245
2020-12-21,16.514
2020-12-22,16.335
2020-12-23,16.675
2020-12-24,16.594
2020-12-25,16.594
2020-12-26,16.594
2020-12-27,16.594
2020-12-28,16.447
2020-12-29,16.638
2020-12-30,17.04
2020-12-31,16.858
2021-01-01,16.858
2021-01-02,16.858
2021-01-03,16.858
2021-01-04,17.415
2021-01-05,17.645
2021-01-06,20.108
2021-01-07,20.759
2021-01-08,20.834
2021-01-09,20.834
2021-01-10,20.834
2021-01-11,23.592
2021-01-12,23.976
2021-01-13,23.451
2021-01-14,23.705
2021-01-15,23.074
2021-01-16,23.074
2021-01-17,23.074
2021-01-18,23.074
2021-01-19,23.672
2021-01-20,23.461
2021-01-21,23.461
2021-01-22,23.461
2021-01-23,23.461
2021-01-24,23.461
2021-01-25,23.461
2021-01-26,23.461
2021-01-27,23.461
2021-01-28,23.461
2021-01-29,23.461
2021-01-30,23.461
2021-01-31,23.461
2021-02-01,23.461
2021-02-02,23.461
2021-02-03,23.461
2021-02-04,23.461
2021-02-05,23.461
2021-02-06,23.461
2021-02-07,23.461
2021-02-08,23.461
2021-02-09,23.461
2021-02-10,23.461
2021-02-11,23.461
2021-02-12,23.461
2021-02-13,23.461
2021-02-14,23.461
2021-02-15,23.461
2021-02-16,23.461
2021-02-17,23.461
2021-02-18,23.461
2021-02-19,23.461
2021-02-20,23.461
2021-02-21,23.461
2021-02-22,23.461
2021-02-23,23.461
2021-02-24,23.461
2021-02-25,23.461
2021-02-26,23.461
2021-02-27,23.461
2021-02-28,23.461
2021-03-01,23.461
2021-03-02,23.461
2021-03-03,23.461
2021-03-04,23.461
2021-03-05,23.461
2021-03-06,23.461
2021-03-07,23.461
2021-03-08,23.461
2021-03-09,23.461
2021-03-10,23.461
2021-03-11,23.461
2021-03-12,24.692
2021-03-13,24.692
2021-03-14,24.692
2021-03-15,23.989
2021-03-16,23.366
2021-03-17,23.518
2021-03-18,23.093
2021-03-19,22.84
2021-03-20,22.84
2021-03-21,22.84
2021-03-22,22.821
2021-03-23,15.466
2021-03-24,15.31
2021-03-25,14.933
2021-03-26,15.75
2021-03-27,15.75
2021-03-28,15.75
2021-03-29,21.555
2021-03-30,21.558
2021-03-31,21.488
2021-04-01,21.976
2021-04-02,21.976
2021-04-03,21.976
2021-04-04,21.976
2021-04-05,22.701
2021-04-06,22.606
2021-04-07,22.429
2021-04-08,22.945
2021-04-09,22.945
2021-04-10,22.945
2021-04-11,22.945
2021-04-12,22.945
2021-04-13,22.945
2021-04-14,22.945
2021-04-15,22.945
2021-04-16,22.945
2021-04-17,22.945
2021-04-18,22.945
2021-04-19,22.945
2021-04-20,22.945
2021-04-21,22.945
2021-04-22,22.945
2021-04-23,22.945
2021-04-24,22.945
2021-04-25,22.945
2021-04-26,22.945
2021-04-27,22.945
2021-04-28,22.945
2021-04-29,22.945
2021-04-30,22.945
2021-05-01,22.945
2021-05-02,22.945
2021-05-03,11.951
2021-05-04,11.962
2021-05-05,12.46
2021-05-06,12.508
2021-05-07,13.203
2021-05-08,13.203
2021-05-09,13.203
2021-05-10,13.945
2021-05-11,14.112
2021-05-12,17.688
2021-05-13,17.34
2021-05-14,17.149
2021-05-15,17.149
2021-05-16,17.149
2021-05-17,17.609
2021-05-18,17.207
2021-05-19,15.957
2021-05-20,15.94
2021-05-21,15.607
2021-05-22,15.607
2021-05-23,15.607
2021-05-24,15.294
2021-05-25,15.056
2021-05-26,15.115
2021-05-27,15.551
2021-05-28,15.674
2021-05-29,15.674
2021-05-30,15.674
2021-05-31,15.674
2021-06-01,16.108
2021-06-02,16.151
2021-06-03,15.598
2021-06-04,15.991
2021-06-05,15.991
2021-06-06,15.991
2021-06-07,15.337
2021-06-08,15.477
2021-06-09,14.966
2021-06-10,15.054
2021-06-11,15.047
2021-06-12,15.047
2021-06-13,15.047
2021-06-14,14.789
2021-06-15,14.191
2021-06-16,14.088
2021-06-17,13.353
2021-06-18,13.368
2021-06-19,13.368
2021-06-20,13.368
2021-06-21,13.858
2021-06-22,14.002
2021-06-23,14.162
2021-06-24,14.308
2021-06-25,14.479
2021-06-26,14.479
2021-06-27,14.479
2021-06-28,14.485
2021-06-29,14.613
2021-06-30,14.456
2021-07-01,14.2
2021-07-02,14.427
2021-07-03,14.427
2021-07-04,14.427
2021-07-05,14.427
2021-07-06,14.034
2021-07-07,14.382
2021-07-08,14.191
2021-07-09,14.707
2021-07-10,14.707
2021-07-11,14.707
2021-07-12,21.026
2021-07-13,20.807
2021-07-14,20.616
2021-07-15,20.668
2021-07-16,20.018
2021-07-17,20.018
2021-07-18,20.018
2021-07-19,19.669
2021-07-20,20.047
2021-07-21,20.535
2021-07-22,20.38
2021-07-23,20.383
2021-07-24,20.383
2021-07-25,20.383
2021-07-26,20.907
2021-07-27,21.001
2021-07-28,21.062
2021-07-29,21.88
2021-07-30,21.211
2021-07-31,21.211
2021-08-01,21.211
2021-08-02,20.881
2021-08-03,21.149
2021-08-04,20.894
2021-08-05,21.017
2021-08-06,21.136
2021-08-07,21.136
2021-08-08,21.136
2021-08-09,21.078
2021-08-10,21.498
2021-08-11,21.796
2021-08-12,21.623
2021-08-13,22.016
2021-08-14,22.016
2021-08-15,22.016
2021-08-16,21.239
2021-08-17,20.679
2021-08-18,20.48
2021-08-19,16.359
2021-08-20,16.337
2021-08-21,16.337
2021-08-22,16.337
2021-08-23,16.85
2021-08-24,16.947
2021-08-25,16.778
2021-08-26,16.447
2021-08-27,16.931
2021-08-28,16.931
2021-08-29,16.931
2021-08-30,14.45
2021-08-31,14.347
2021-09-01,14.15
2021-09-02,16.77
2021-09-03,16.834
2021-09-04,16.834
2021-09-05,16.834
2021-09-06,16.834
2021-09-07,16.762
2021-09-08,16.128
2021-09-09,16.176
2021-09-10,16.627
2021-09-11,16.627
2021-09-12,16.627
2021-09-13,16.523
2021-09-14,16.332
2021-09-15,16.754
2021-09-16,15.894
2021-09-17,15.724
2021-09-18,15.724
2021-09-19,15.724
2021-09-20,15.286
2021-09-21,15.171
2021-09-22,15.251
2021-09-23,15.356
2021-09-24,15.574
2021-09-25,15.574
2021-09-26,15.574
2021-09-27,15.923
2021-09-28,15.641
2021-09-29,15.364
2021-09-30,15.087
2021-10-01,15.262
2021-10-02,15.262
2021-10-03,15.262
2021-10-04,15.19
2021-10-05,15.114
2021-10-06,15.104
2021-10-07,15.671
2021-10-08,15.749
2021-10-09,15.749
2021-10-10,15.749
2021-10-11,15.851
2021-10-12,15.827
2021-10-13,15.99
2021-10-14,16.928
2021-10-15,17.794
2021-10-16,17.794
2021-10-17,17.794
2021-10-18,17.501
2021-10-19,17.767
2021-10-20,17.657
2021-10-21,17.294
2021-10-22,17.237
2021-10-23,17.237
2021-10-24,17.237
2021-10-25,17.627
2021-10-26,17.302
2021-10-27,16.477
2021-10-28,16.606
2021-10-29,16.122
2021-10-30,16.122
2021-10-31,16.122
2021-11-01,16.262
2021-11-02,16.173
2021-11-03,15.886
2021-11-04,15.837
2021-11-05,15.964
2021-11-06,15.964
2021-11-07,15.964
2021-11-08,16.609
2021-11-09,17.054
2021-11-10,16.595
2021-11-11,17.598
2021-11-12,17.864
2021-11-13,17.864
2021-11-14,17.864
2021-11-15,17.386
2021-11-16,15.256
2021-11-17,14.969
2021-11-18,15.118
2021-11-19,12.859
2021-11-20,12.859
2021-11-21,12.859
2021-11-22,12.495
2021-11-23,10.562
2021-11-24,10.574
2021-11-25,10.574
2021-11-26,10.291
2021-11-27,10.291
2021-11-28,10.291
2021-11-29,10.621
2021-11-30,10.432
2021-12-01,10.236
2021-12-02,10.466
2021-12-03,10.375
2021-12-04,10.375
2021-12-05,10.375
2021-12-06,10.48
2021-12-07,10.667
2021-12-08,10.755
2021-12-09,10.899
2021-12-10,10.781
2021-12-11,10.781
2021-12-12,10.781
2021-12-13,10.617
2021-12-14,10.578
2021-12-15,10.182
2021-12-16,10.407
2021-12-17,10.41
2021-12-18,10.41
2021-12-19,10.41
2021-12-20,10.239
2021-12-21,10.564
2021-12-22,10.585
2021-12-23,10.735
2021-12-24,10.735
2021-12-25,10.735
2021-12-26,10.735
2021-12-27,10.933
2021-12-28,10.888
2021-12-29,10.856
2021-12-30,10.919
2021-12-31,11.004
2022-01-01,11.004
2022-01-02,11.004
2022-01-03,10.951
2022-01-04,11.159
2022-01-05,11.168
2022-01-06,11.154
2022-01-07,11.475
2022-01-08,11.475
2022-01-09,11.475
2022-01-10,11.388
2022-01-11,11.771
2022-01-12,12.342
2022-01-13,12.12
2022-01-14,12.09
2022-01-15,12.09
2022-01-16,12.09
2022-01-17,12.09
2022-01-18,12.126
2022-01-19,12.099
2022-01-20,12.03
2022-01-21,11.721
2022-01-22,11.721
2022-01-23,11.721
2022-01-24,11.466
2022-01-25,11.434
2022-01-26,11.429
2022-01-27,11.316
2022-01-28,11.068
2022-01-29,11.068
2022-01-30,11.068
2022-01-31,11.302
2022-02-01,11.526
2022-02-02,11.254
2022-02-03,11.731
2022-02-04,11.737
2022-02-05,11.737
2022-02-06,11.737
2022-02-07,12.917
2022-02-08,13.402
2022-02-09,13.508
2022-02-10,13.384
2022-02-11,13.378
2022-02-12,13.378
2022-02-13,13.378
2022-02-14,13.407
2022-02-15,13.613
2022-02-16,13.876
2022-02-17,13.601
2022-02-18,13.665
2022-02-19,13.665
2022-02-20,13.665
2022-02-21,13.665
2022-02-22,13.526
2022-02-23,13.395
2022-02-24,13.354
2022-02-25,13.908
2022-02-26,13.908
2022-02-27,13.908
2022-02-28,14.029
2022-03-01,14.523
2022-03-02,14.741
2022-03-03,15.21
2022-03-04,15.487
2022-03-05,15.487
2022-03-06,15.487
2022-03-07,15.018
2022-03-08,15.129
2022-03-09,18.627
2022-03-10,18.734
2022-03-11,18.428
2022-03-12,18.428
2022-03-13,18.428
2022-03-14,17.299
2022-03-15,17.023
2022-03-16,17.533
2022-03-17,18.182
2022-03-18,18.488
2022-03-19,18.488
2022-03-20,18.488
2022-03-21,19.175
2022-03-22,19.045
2022-03-23,18.682
2022-03-24,18.571
2022-03-25,18.703
2022-03-26,18.703
2022-03-27,18.703
2022-03-28,18.022
2022-03-29,18.062
2022-03-30,18.159
2022-03-31,17.937
2022-04-01,18.473
2022-04-02,18.473
2022-04-03,18.473
2022-04-04,18.433
2022-04-05,17.54
2022-04-06,17.226
2022-04-07,17.353
2022-04-08,17.448
2022-04-09,17.448
2022-04-10,17.448
2022-04-11,17.306
2022-04-12,17.271
2022-04-13,16.746
2022-04-14,16.34
2022-04-15,16.34
2022-04-16,16.34
2022-04-17,16.34
2022-04-18,16.436
2022-04-19,16.319
2022-04-20,15.845
2022-04-21,15.132
2022-04-22,14.681
2022-04-23,14.681
2022-04-24,14.681
2022-04-25,14.271
2022-04-26,13.778
2022-04-27,13.967
2022-04-28,13.984
2022-04-29,13.822
2022-04-30,13.822
2022-05-01,13.822
2022-05-02,13.734
2022-05-03,13.952
2022-05-04,14.434
2022-05-05,13.914
2022-05-06,13.652
2022-05-07,13.652
2022-05-08,13.652
2022-05-09,12.981
2022-05-10,12.832
2022-05-11,12.683
2022-05-12,12.163
2022-05-13,12.243
2022-05-14,12.243
2022-05-15,12.243
2022-05-16,12.27
2022-05-17,12.962
2022-05-18,12.714
2022-05-19,13.244
2022-05-20,13.438
2022-05-21,13.438
2022-05-22,13.438
2022-05-23,13.787
2022-05-24,13.946
2022-05-25,13.946
2022-05-26,13.975
2022-05-27,14.336
2022-05-28,14.336
2022-05-29,14.336
2022-05-30,14.336
2022-05-31,14.194
2022-06-01,14.242
2022-06-02,14.796
2022-06-03,14.575
2022-06-04,14.575
2022-06-05,14.575
2022-06-06,14.722
2022-06-07,14.908
2022-06-08,14.413
2022-06-09,13.912
2022-06-10,13.148
2022-06-11,13.148
2022-06-12,13.148
2022-06-13,12.627
2022-06-14,12.513
2022-06-15,12.61
2022-06-16,12.293
2022-06-17,12.128
2022-06-18,12.128
2022-06-19,12.128
2022-06-20,12.128
2022-06-21,12.1
2022-06-22,11.646
2022-06-23,10.917
2022-06-24,11.348
2022-06-25,11.348
2022-06-26,11.348
2022-06-27,11.368
2022-06-28,11.43
2022-06-29,11.571
2022-06-30,11.202
2022-07-01,11.27
2022-07-02,11.27
2022-07-03,11.27
2022-07-04,11.27
2022-07-05,10.764
2022-07-06,10.966
2022-07-07,11.758
2022-07-08,11.735
2022-07-09,11.735
2022-07-10,11.735
2022-07-11,11.327
2022-07-12,11.347
2022-07-13,11.287
2022-07-14,10.749
2022-07-15,10.987
2022-07-16,10.987
2022-07-17,10.987
2022-07-18,11.458
2022-07-19,11.925
2022-07-20,11.781
2022-07-21,11.964
2022-07-22,11.679
2022-07-23,11.679
2022-07-24,11.679
2022-07-25,11.956
2022-07-26,11.866
2022-07-27,11.856
2022-07-28,11.748
2022-07-29,12.22
2022-07-30,12.22
2022-07-31,12.22
2022-08-01,11.761
2022-08-02,11.481
2022-08-03,11.4
2022-08-04,11.361
2022-08-05,11.643
2022-08-06,11.643
2022-08-07,11.643
2022-08-08,11.75
2022-08-09,11.799
2022-08-10,12.105
2022-08-11,12.18
2022-08-12,12.326
2022-08-13,12.326
2022-08-14,12.326
2022-08-15,12.308
2022-08-16,12.495
2022-08-17,12.201
2022-08-18,12.521
2022-08-19,12.262
2022-08-20,12.262
2022-08-21,12.262
2022-08-22,12.082
2022-08-23,12.511
2022-08-24,12.473
2022-08-25,12.827
2022-08-26,13.015
2022-08-27,13.015
2022-08-28,13.015
2022-08-29,12.579
2022-08-30,12.015
2022-08-31,11.896
2022-09-01,11.467
2022-09-02,11.547
2022-09-03,11.547
2022-09-04,11.547
2022-09-05,11.547
2022-09-06,11.406
2022-09-07,11.558
2022-09-08,11.957
2022-09-09,12.434
2022-09-10,12.434
2022-09-11,12.434
2022-09-12,12.523
2022-09-13,12.184
2022-09-14,11.71
2022-09-15,11.694
2022-09-16,11.674
2022-09-17,11.674
2022-09-18,11.674
2022-09-19,11.967
2022-09-20,11.834
2022-09-21,11.344
2022-09-22,11.396
2022-09-23,10.866
2022-09-24,10.866
2022-09-25,10.866
2022-09-26,10.706
2022-09-27,10.911
2022-09-28,11.179
2022-09-29,11.204
2022-09-30,11.214
2022-10-01,11.214
2022-10-02,11.214
2022-10-03,11.939
2022-10-04,12.227
2022-10-05,12.26
2022-10-06,12.389
2022-10-07,12.289
2022-10-08,12.289
2022-10-09,12.289
2022-10-10,12.65
2022-10-11,12.599
2022-10-12,12.81
2022-10-13,13.272
2022-10-14,12.804
2022-10-15,12.804
2022-10-16,12.804
2022-10-17,12.98
2022-10-18,13.207
2022-10-19,13.023
2022-10-20,13.231
2022-10-21,13.688
2022-10-22,13.688
2022-10-23,13.688
2022-10-24,12.858
2022-10-25,13.287
2022-10-26,13.803
2022-10-27,13.568
2022-10-28,13.164
2022-10-29,13.164
2022-10-30,13.164
2022-10-31,13.117
2022-11-01,13.809
2022-11-02,13.251
2022-11-03,13.364
2022-11-04,14.828
2022-11-05,14.828
2022-11-06,14.828
2022-11-07,14.654
2022-11-08,15.086
2022-11-09,14.877
2022-11-10,15.68
2022-11-11,16.843
2022-11-12,16.843
2022-11-13,16.843
2022-11-14,16.869
2022-11-15,16.913
2022-11-16,16.545
2022-11-17,16.339
2022-11-18,16.182
2022-11-19,16.182
2022-11-20,16.182
2022-11-21,15.968
2022-11-22,16.587
2022-11-23,16.613
2022-11-24,16.613
2022-11-25,16.167
2022-11-26,16.167
2022-11-27,16.167
2022-11-28,15.848
2022-11-29,15.068
2022-11-30,15.497
2022-12-01,15.609
2022-12-02,15.738
2022-12-03,15.738
2022-12-04,15.738
2022-12-05,15.401
2022-12-06,15.456
2022-12-07,15.246
2022-12-08,15.471
2022-12-09,15.272
2022-12-10,15.272
2022-12-11,15.272
2022-12-12,15.224
2022-12-13,15.373
2022-12-14,15.428
2022-12-15,15.076
2022-12-16,15.043
2022-12-17,15.043
2022-12-18,15.043
2022-12-19,14.983
2022-12-20,15.207
2022-12-21,14.574
2022-12-22,14.395
2022-12-23,14.442
2022-12-24,14.442
2022-12-25,14.442
2022-12-26,14.442
2022-12-27,14.707
2022-12-28,14.442
2022-12-29,14.615
2022-12-30,14.283
2022-12-31,14.283
2023-01-01,14.283
2023-01-02,14.283
2023-01-03,14.577
2023-01-04,15.013
2023-01-05,15.398
2023-01-06,16.006
2023-01-07,16.006
2023-01-08,16.006
2023-01-09,16.429
2023-01-10,16.701
2023-01-11,16.799
2023-01-12,17.191
2023-01-13,17.5
2023-01-14,17.5
2023-01-15,17.5
2023-01-16,17.5
2023-01-17,17.778
2023-01-18,17.412
2023-01-19,17.601
2023-01-20,17.345
2023-01-21,17.345
2023-01-22,17.345
2023-01-23,17.619
2023-01-24,17.678
2023-01-25,17.662
2023-01-26,17.537
2023-01-27,17.486
2023-01-28,17.486
2023-01-29,17.486
2023-01-30,17.393
2023-01-31,17.537
2023-02-01,18.274
2023-02-02,17.747
2023-02-03,17.644
2023-02-04,17.644
2023-02-05,17.644
2023-02-06,17.453
2023-02-07,17.885
2023-02-08,17.826
2023-02-09,17.836
2023-02-10,17.627
2023-02-11,17.627
2023-02-12,17.627
2023-02-13,17.902
2023-02-14,18.149
2023-02-15,18.334
2023-02-16,18.456
2023-02-17,17.957
2023-02-18,17.957
2023-02-19,17.957
2023-02-20,17.957
2023-02-21,18.034
2023-02-22,17.877
2023-02-23,17.53
2023-02-24,17.268
2023-02-25,17.268
2023-02-26,17.268
2023-02-27,17.215
2023-02-28,17.498
2023-03-01,18.082
2023-03-02,17.866
2023-03-03,18.663
2023-03-04,18.663
2023-03-05,18.663
2023-03-06,18.888
2023-03-07,17.855
2023-03-08,18.43
2023-03-09,18.041
2023-03-10,17.775
2023-03-11,17.775
2023-03-12,17.775
2023-03-13,16.824
2023-03-14,17.046
2023-03-15,15.718
2023-03-16,15.822
2023-03-17,15.73
2023-03-18,15.73
2023-03-19,15.73
2023-03-20,16.399
2023-03-21,16.478
2023-03-22,16.388
2023-03-23,16.48
2023-03-24,16.453
2023-03-25,16.453
2023-03-26,16.453
2023-03-27,16.679
2023-03-28,17.048
2023-03-29,17.479
2023-03-30,17.486
2023-03-31,17.597
2023-04-01,17.597
2023-04-02,17.597
2023-04-03,17.825
2023-04-04,17.264
2023-04-05,16.607
2023-04-06,16.649
2023-04-07,16.649
2023-04-08,16.649
2023-04-09,16.649
2023-04-10,16.749
2023-04-11,17.277
2023-04-12,17.23
2023-04-13,17.92
2023-04-14,17.931
2023-04-15,17.931
2023-04-16,17.931
2023-04-17,17.802
2023-04-18,18.442
2023-04-19,18.096
2023-04-20,17.712
2023-04-21,17.26
2023-04-22,17.26
2023-04-23,17.26
2023-04-24,17.445
2023-04-25,16.589
2023-04-26,16.567
2023-04-27,16.252
2023-04-28,16.541
2023-04-29,16.541
2023-04-30,16.541
2023-05-01,16.569
2023-05-02,16.621
2023-05-03,16.47
2023-05-04,16.217
2023-05-05,17.123
2023-05-06,17.123
2023-05-07,17.123
2023-05-08,17.285
2023-05-09,17.395
2023-05-10,16.401
2023-05-11,15.285
2023-05-12,15.294
2023-05-13,15.294
2023-05-14,15.294
2023-05-15,15.912
2023-05-16,15.276
2023-05-17,15.619
2023-05-18,15.196
2023-05-19,15.152
2023-05-20,15.152
2023-05-21,15.152
2023-05-22,15.265
2023-05-23,14.664
2023-05-24,14.305
2023-05-25,14.344
2023-05-26,14.799
2023-05-27,14.799
2023-05-28,14.799
2023-05-29,14.799
2023-05-30,14.751
2023-05-31,14.692
2023-06-01,15.116
2023-06-02,16.398
2023-06-03,16.398
2023-06-04,16.398
2023-06-05,16.289
2023-06-06,16.017
2023-06-07,16.048
2023-06-08,15.988
2023-06-09,15.839
2023-06-10,15.839
2023-06-11,15.839
2023-06-12,15.815
2023-06-13,16.326
2023-06-14,16.537
2023-06-15,16.629
2023-06-16,16.691
2023-06-17,16.691
2023-06-18,16.691
2023-06-19,16.691
2023-06-20,16.404
2023-06-21,16.412
2023-06-22,16.529
2023-06-23,15.957
2023-06-24,15.957
2023-06-25,15.957
2023-06-26,16.269
2023-06-27,16.439
2023-06-28,15.881
2023-06-29,15.877
2023-06-30,16.12
2023-07-01,16.12
2023-07-02,16.12
2023-07-03,16.37
2023-07-04,16.37
2023-07-05,16.217
2023-07-06,15.84
2023-07-07,16.204
2023-07-08,16.204
2023-07-09,16.204
2023-07-10,16.339
2023-07-11,16.616
2023-07-12,17.276
2023-07-13,18.164
2023-07-14,17.894
2023-07-15,17.894
2023-07-16,17.894
2023-07-17,17.686
2023-07-18,17.878
2023-07-19,17.906
2023-07-20,18.256
2023-07-21,18.282
2023-07-22,18.282
2023-07-23,18.282
2023-07-24,18.623
2023-07-25,19.613
2023-07-26,19.714
2023-07-27,19.703
2023-07-28,20.001
2023-07-29,20.001
2023-07-30,20.001
2023-07-31,20.683
2023-08-01,20.079
2023-08-02,19.42
2023-08-03,19.966
2023-08-04,19.586
2023-08-05,19.586
2023-08-06,19.586
2023-08-07,19.628
2023-08-08,19.765
2023-08-09,19.709
2023-08-10,19.675
2023-08-11,19.413
2023-08-12,19.413
2023-08-13,19.413
2023-08-14,19.295
2023-08-15,18.922
2023-08-16,18.962
2023-08-17,18.88
2023-08-18,18.242
2023-08-19,18.242
2023-08-20,18.242
2023-08-21,18.556
2023-08-22,18.789
2023-08-23,19.529
2023-08-24,18.929
2023-08-25,18.658
2023-08-26,18.658
2023-08-27,18.658
2023-08-28,18.944
2023-08-29,18.914
2023-08-30,19.04
2023-08-31,18.946
2023-09-01,19.294
2023-09-02,19.294
2023-09-03,19.294
2023-09-04,19.294
2023-09-05,18.627
2023-09-06,18.693
2023-09-07,18.439
2023-09-08,18.491
2023-09-09,18.491
2023-09-10,18.491
2023-09-11,18.885
2023-09-12,18.625
2023-09-13,18.409
2023-09-14,18.841
2023-09-15,18.737
2023-09-16,18.737
