,FIBK US Equity
2020-11-29,10.563
2020-11-30,10.086
2020-12-01,10.245
2020-12-02,10.536
2020-12-03,10.473
2020-12-04,10.634
2020-12-05,10.634
2020-12-06,10.634
2020-12-07,10.632
2020-12-08,10.751
2020-12-09,10.831
2020-12-10,10.738
2020-12-11,10.698
2020-12-12,10.698
2020-12-13,10.698
2020-12-14,10.616
2020-12-15,10.857
2020-12-16,10.759
2020-12-17,10.746
2020-12-18,10.653
2020-12-19,10.653
2020-12-20,10.653
2020-12-21,10.528
2020-12-22,10.534
2020-12-23,10.738
2020-12-24,10.778
2020-12-25,10.778
2020-12-26,10.778
2020-12-27,10.778
2020-12-28,10.852
2020-12-29,10.656
2020-12-30,10.748
2020-12-31,10.807
2021-01-01,10.807
2021-01-02,10.807
2021-01-03,10.807
2021-01-04,10.69
2021-01-05,10.719
2021-01-06,11.398
2021-01-07,11.461
2021-01-08,11.178
2021-01-09,11.178
2021-01-10,11.178
2021-01-11,11.297
2021-01-12,11.554
2021-01-13,11.278
2021-01-14,11.289
2021-01-15,11.326
2021-01-16,11.326
2021-01-17,11.326
2021-01-18,11.326
2021-01-19,11.252
2021-01-20,11.207
2021-01-21,10.974
2021-01-22,11.135
2021-01-23,11.135
2021-01-24,11.135
2021-01-25,10.984
2021-01-26,10.73
2021-01-27,10.547
2021-01-28,10.573
2021-01-29,10.247
2021-01-30,10.247
2021-01-31,10.247
2021-02-01,10.771
2021-02-02,10.842
2021-02-03,10.91
2021-02-04,11.235
2021-02-05,11.26
2021-02-06,11.26
2021-02-07,11.26
2021-02-08,11.626
2021-02-09,11.852
2021-02-10,11.912
2021-02-11,11.802
2021-02-12,12.039
2021-02-13,12.039
2021-02-14,12.039
2021-02-15,12.039
2021-02-16,12.152
2021-02-17,12.133
2021-02-18,12.125
2021-02-19,12.221
2021-02-20,12.221
2021-02-21,12.221
2021-02-22,12.654
2021-02-23,12.684
2021-02-24,12.937
2021-02-25,12.833
2021-02-26,12.513
2021-02-27,12.513
2021-02-28,12.513
2021-03-01,12.976
2021-03-02,12.656
2021-03-03,12.946
2021-03-04,12.797
2021-03-05,13.177
2021-03-06,13.177
2021-03-07,13.177
2021-03-08,13.629
2021-03-09,13.249
2021-03-10,13.684
2021-03-11,13.722
2021-03-12,14.001
2021-03-13,14.001
2021-03-14,14.001
2021-03-15,13.662
2021-03-16,13.535
2021-03-17,13.524
2021-03-18,13.736
2021-03-19,13.532
2021-03-20,13.532
2021-03-21,13.532
2021-03-22,12.968
2021-03-23,12.505
2021-03-24,12.524
2021-03-25,12.728
2021-03-26,12.968
2021-03-27,12.968
2021-03-28,12.968
2021-03-29,12.579
2021-03-30,12.794
2021-03-31,12.684
2021-04-01,12.816
2021-04-02,12.816
2021-04-03,12.816
2021-04-04,12.816
2021-04-05,12.786
2021-04-06,12.802
2021-04-07,12.813
2021-04-08,12.961
2021-04-09,13.103
2021-04-10,13.103
2021-04-11,13.103
2021-04-12,13.278
2021-04-13,12.913
2021-04-14,13.083
2021-04-15,13.039
2021-04-16,13.245
2021-04-17,13.245
2021-04-18,13.245
2021-04-19,13.364
2021-04-20,12.986
2021-04-21,13.253
2021-04-22,13.003
2021-04-23,13.52
2021-04-24,13.52
2021-04-25,13.52
2021-04-26,13.439
2021-04-27,13.431
2021-04-28,13.186
2021-04-29,13.306
2021-04-30,13.239
2021-05-01,13.239
2021-05-02,13.239
2021-05-03,13.456
2021-05-04,13.462
2021-05-05,13.442
2021-05-06,13.597
2021-05-07,13.476
2021-05-08,13.476
2021-05-09,13.476
2021-05-10,13.288
2021-05-11,13.1
2021-05-12,12.876
2021-05-13,13.427
2021-05-14,13.518
2021-05-15,13.518
2021-05-16,13.518
2021-05-17,13.496
2021-05-18,13.166
2021-05-19,13.041
2021-05-20,12.955
2021-05-21,13.163
2021-05-22,13.163
2021-05-23,13.163
2021-05-24,13.169
2021-05-25,12.845
2021-05-26,13.075
2021-05-27,13.331
2021-05-28,13.382
2021-05-29,13.382
2021-05-30,13.382
2021-05-31,13.382
2021-06-01,13.527
2021-06-02,13.516
2021-06-03,13.433
2021-06-04,13.237
2021-06-05,13.237
2021-06-06,13.237
2021-06-07,13.206
2021-06-08,13.322
2021-06-09,13.092
2021-06-10,12.938
2021-06-11,12.901
2021-06-12,12.901
2021-06-13,12.901
2021-06-14,12.58
2021-06-15,12.745
2021-06-16,12.836
2021-06-17,12.373
2021-06-18,11.736
2021-06-19,11.736
2021-06-20,11.736
2021-06-21,12.253
2021-06-22,12.219
2021-06-23,12.199
2021-06-24,12.347
2021-06-25,12.29
2021-06-26,12.29
2021-06-27,12.29
2021-06-28,12.091
2021-06-29,11.952
2021-06-30,11.892
2021-07-01,12.037
2021-07-02,11.912
2021-07-03,11.912
2021-07-04,11.912
2021-07-05,11.912
2021-07-06,11.906
2021-07-07,11.431
2021-07-08,11.387
2021-07-09,11.685
2021-07-10,11.685
2021-07-11,11.685
2021-07-12,11.713
2021-07-13,11.494
2021-07-14,11.576
2021-07-15,11.743
2021-07-16,11.639
2021-07-17,11.639
2021-07-18,11.639
2021-07-19,11.237
2021-07-20,11.469
2021-07-21,11.601
2021-07-22,11.286
2021-07-23,11.412
2021-07-24,11.412
2021-07-25,11.412
2021-07-26,11.508
2021-07-27,11.494
2021-07-28,11.231
2021-07-29,11.442
2021-07-30,11.464
2021-07-31,11.464
2021-08-01,11.464
2021-08-02,12.025
2021-08-03,12.345
2021-08-04,12.322
2021-08-05,12.541
2021-08-06,12.835
2021-08-07,12.835
2021-08-08,12.835
2021-08-09,12.814
2021-08-10,13.018
2021-08-11,13.335
2021-08-12,13.155
2021-08-13,12.992
2021-08-14,12.992
2021-08-15,12.992
2021-08-16,13.108
2021-08-17,13.03
2021-08-18,13.073
2021-08-19,12.919
2021-08-20,13.227
2021-08-21,13.227
2021-08-22,13.227
2021-08-23,13.201
2021-08-24,13.047
2021-08-25,12.945
2021-08-26,12.753
2021-08-27,13.201
2021-08-28,13.201
2021-08-29,13.201
2021-08-30,12.716
2021-08-31,12.814
2021-09-01,12.82
2021-09-02,12.579
2021-09-03,12.579
2021-09-04,12.579
2021-09-05,12.579
2021-09-06,12.579
2021-09-07,12.579
2021-09-08,12.579
2021-09-09,12.579
2021-09-10,12.579
2021-09-11,12.579
2021-09-12,12.579
2021-09-13,12.579
2021-09-14,12.579
2021-09-15,12.579
2021-09-16,12.579
2021-09-17,12.579
2021-09-18,12.579
2021-09-19,12.579
2021-09-20,12.579
2021-09-21,12.579
2021-09-22,12.579
2021-09-23,12.579
2021-09-24,12.579
2021-09-25,12.579
2021-09-26,12.579
2021-09-27,12.579
2021-09-28,12.579
2021-09-29,12.579
2021-09-30,12.579
2021-10-01,12.579
2021-10-02,12.579
2021-10-03,12.579
2021-10-04,12.579
2021-10-05,12.579
2021-10-06,12.579
2021-10-07,12.579
2021-10-08,12.579
2021-10-09,12.579
2021-10-10,12.579
2021-10-11,12.579
2021-10-12,12.579
2021-10-13,12.579
2021-10-14,12.579
2021-10-15,12.579
2021-10-16,12.579
2021-10-17,12.579
2021-10-18,12.579
2021-10-19,12.579
2021-10-20,12.579
2021-10-21,12.579
2021-10-22,12.579
2021-10-23,12.579
2021-10-24,12.579
2021-10-25,12.579
2021-10-26,12.579
2021-10-27,12.579
2021-10-28,12.579
2021-10-29,12.579
2021-10-30,12.579
2021-10-31,12.579
2021-11-01,12.579
2021-11-02,12.579
2021-11-03,12.579
2021-11-04,12.579
2021-11-05,12.579
2021-11-06,12.579
2021-11-07,12.579
2021-11-08,12.579
2021-11-09,12.579
2021-11-10,12.579
2021-11-11,12.579
2021-11-12,12.579
2021-11-13,12.579
2021-11-14,12.579
2021-11-15,12.579
2021-11-16,12.579
2021-11-17,12.579
2021-11-18,12.579
2021-11-19,12.579
2021-11-20,12.579
2021-11-21,12.579
2021-11-22,12.579
2021-11-23,12.579
2021-11-24,12.579
2021-11-25,12.579
2021-11-26,12.579
2021-11-27,12.579
2021-11-28,12.579
2021-11-29,12.579
2021-11-30,12.579
2021-12-01,12.579
2021-12-02,12.579
2021-12-03,12.579
2021-12-04,12.579
2021-12-05,12.579
2021-12-06,12.579
2021-12-07,12.579
2021-12-08,12.579
2021-12-09,12.579
2021-12-10,12.579
2021-12-11,12.579
2021-12-12,12.579
2021-12-13,12.579
2021-12-14,12.579
2021-12-15,12.579
2021-12-16,12.579
2021-12-17,12.579
2021-12-18,12.579
2021-12-19,12.579
2021-12-20,12.579
2021-12-21,12.579
2021-12-22,12.579
2021-12-23,12.579
2021-12-24,12.579
2021-12-25,12.579
2021-12-26,12.579
2021-12-27,12.579
2021-12-28,12.579
2021-12-29,12.579
2021-12-30,12.579
2021-12-31,12.579
2022-01-01,12.579
2022-01-02,12.579
2022-01-03,12.579
2022-01-04,12.579
2022-01-05,12.579
2022-01-06,12.579
2022-01-07,12.579
2022-01-08,12.579
2022-01-09,12.579
2022-01-10,12.579
2022-01-11,12.579
2022-01-12,12.579
2022-01-13,12.579
2022-01-14,12.579
2022-01-15,12.579
2022-01-16,12.579
2022-01-17,12.579
2022-01-18,12.579
2022-01-19,12.579
2022-01-20,12.579
2022-01-21,12.579
2022-01-22,12.579
2022-01-23,12.579
2022-01-24,12.579
2022-01-25,12.579
2022-01-26,12.579
2022-01-27,12.579
2022-01-28,12.579
2022-01-29,12.579
2022-01-30,12.579
2022-01-31,12.579
2022-02-01,12.579
2022-02-02,12.579
2022-02-03,12.579
2022-02-04,12.579
2022-02-05,12.579
2022-02-06,12.579
2022-02-07,12.579
2022-02-08,12.579
2022-02-09,12.579
2022-02-10,12.579
2022-02-11,12.579
2022-02-12,12.579
2022-02-13,12.579
2022-02-14,12.579
2022-02-15,12.579
2022-02-16,12.579
2022-02-17,12.579
2022-02-18,12.579
2022-02-19,12.579
2022-02-20,12.579
2022-02-21,12.579
2022-02-22,12.579
2022-02-23,12.579
2022-02-24,12.579
2022-02-25,12.579
2022-02-26,12.579
2022-02-27,12.579
2022-02-28,12.579
2022-03-01,12.579
2022-03-02,12.579
2022-03-03,12.579
2022-03-04,12.579
2022-03-05,12.579
2022-03-06,12.579
2022-03-07,12.579
2022-03-08,12.579
2022-03-09,12.579
2022-03-10,12.579
2022-03-11,12.579
2022-03-12,12.579
2022-03-13,12.579
2022-03-14,12.579
2022-03-15,12.579
2022-03-16,12.579
2022-03-17,12.579
2022-03-18,12.579
2022-03-19,12.579
2022-03-20,12.579
2022-03-21,12.579
2022-03-22,12.579
2022-03-23,12.579
2022-03-24,12.579
2022-03-25,12.579
2022-03-26,12.579
2022-03-27,12.579
2022-03-28,12.579
2022-03-29,12.579
2022-03-30,12.579
2022-03-31,12.579
2022-04-01,12.579
2022-04-02,12.579
2022-04-03,12.579
2022-04-04,12.579
2022-04-05,12.579
2022-04-06,12.579
2022-04-07,12.579
2022-04-08,12.579
2022-04-09,12.579
2022-04-10,12.579
2022-04-11,12.579
2022-04-12,12.579
2022-04-13,12.579
2022-04-14,12.579
2022-04-15,12.579
2022-04-16,12.579
2022-04-17,12.579
2022-04-18,12.579
2022-04-19,12.579
2022-04-20,12.579
2022-04-21,12.579
2022-04-22,12.579
2022-04-23,12.579
2022-04-24,12.579
2022-04-25,12.579
2022-04-26,12.579
2022-04-27,12.579
2022-04-28,12.579
2022-04-29,7.4
2022-04-30,7.4
2022-05-01,7.4
2022-05-02,7.751
2022-05-03,8.067
2022-05-04,8.154
2022-05-05,7.86
2022-05-06,7.903
2022-05-07,7.903
2022-05-08,7.903
2022-05-09,8.002
2022-05-10,7.797
2022-05-11,7.726
2022-05-12,7.839
2022-05-13,7.88
2022-05-14,7.88
2022-05-15,7.88
2022-05-16,7.802
2022-05-17,8.03
2022-05-18,7.83
2022-05-19,7.701
2022-05-20,7.74
2022-05-21,7.74
2022-05-22,7.74
2022-05-23,7.945
2022-05-24,7.977
2022-05-25,8.187
2022-05-26,8.481
2022-05-27,8.767
2022-05-28,8.767
2022-05-29,8.767
2022-05-30,8.767
2022-05-31,8.767
2022-06-01,8.624
2022-06-02,8.758
2022-06-03,8.843
2022-06-04,8.843
2022-06-05,8.843
2022-06-06,8.748
2022-06-07,8.804
2022-06-08,8.705
2022-06-09,8.465
2022-06-10,8.352
2022-06-11,8.352
2022-06-12,8.352
2022-06-13,8.256
2022-06-14,8.32
2022-06-15,8.468
2022-06-16,8.221
2022-06-17,8.364
2022-06-18,8.364
2022-06-19,8.364
2022-06-20,8.364
2022-06-21,8.624
2022-06-22,8.647
2022-06-23,8.564
2022-06-24,8.735
2022-06-25,8.735
2022-06-26,8.735
2022-06-27,8.866
2022-06-28,8.838
2022-06-29,8.783
2022-06-30,8.776
2022-07-01,8.917
2022-07-02,8.917
2022-07-03,8.917
2022-07-04,8.917
2022-07-05,8.928
2022-07-06,8.912
2022-07-07,8.976
2022-07-08,8.917
2022-07-09,8.917
2022-07-10,8.917
2022-07-11,8.871
2022-07-12,8.896
2022-07-13,8.751
2022-07-14,8.682
2022-07-15,8.746
2022-07-16,8.746
2022-07-17,8.746
2022-07-18,8.788
2022-07-19,8.981
2022-07-20,9.039
2022-07-21,9.08
2022-07-22,9.103
2022-07-23,9.103
2022-07-24,9.103
2022-07-25,9.267
2022-07-26,9.246
2022-07-27,8.752
2022-07-28,8.706
2022-07-29,8.825
2022-07-30,8.825
2022-07-31,8.825
2022-08-01,8.819
2022-08-02,8.698
2022-08-03,8.782
2022-08-04,8.661
2022-08-05,8.78
2022-08-06,8.78
2022-08-07,8.78
2022-08-08,8.81
2022-08-09,8.797
2022-08-10,8.854
2022-08-11,8.944
2022-08-12,9.051
2022-08-13,9.051
2022-08-14,9.051
2022-08-15,9.127
2022-08-16,9.173
2022-08-17,9.042
2022-08-18,9.053
2022-08-19,9.001
2022-08-20,9.001
2022-08-21,9.001
2022-08-22,8.963
2022-08-23,8.843
2022-08-24,8.81
2022-08-25,8.894
2022-08-26,8.791
2022-08-27,8.791
2022-08-28,8.791
2022-08-29,8.66
2022-08-30,8.802
2022-08-31,8.802
2022-09-01,8.692
2022-09-02,8.611
2022-09-03,8.611
2022-09-04,8.611
2022-09-05,8.611
2022-09-06,8.48
2022-09-07,8.611
2022-09-08,8.806
2022-09-09,8.869
2022-09-10,8.869
2022-09-11,8.869
2022-09-12,8.933
2022-09-13,8.73
2022-09-14,8.88
2022-09-15,9.125
2022-09-16,9.145
2022-09-17,9.145
2022-09-18,9.145
2022-09-19,9.355
2022-09-20,9.46
2022-09-21,9.403
2022-09-22,9.32
2022-09-23,9.071
2022-09-24,9.071
2022-09-25,9.071
2022-09-26,9.117
2022-09-27,8.935
2022-09-28,8.887
2022-09-29,8.786
2022-09-30,8.984
2022-10-01,8.984
2022-10-02,8.984
2022-10-03,9.093
2022-10-04,9.387
2022-10-05,9.369
2022-10-06,9.311
2022-10-07,9.163
2022-10-08,9.163
2022-10-09,9.163
2022-10-10,9.252
2022-10-11,9.256
2022-10-12,9.309
2022-10-13,9.689
2022-10-14,9.501
2022-10-15,9.501
2022-10-16,9.501
2022-10-17,9.735
2022-10-18,9.656
2022-10-19,9.658
2022-10-20,9.313
2022-10-21,9.311
2022-10-22,9.311
2022-10-23,9.311
2022-10-24,9.333
2022-10-25,9.249
2022-10-26,8.543
2022-10-27,8.786
2022-10-28,8.955
2022-10-29,8.955
2022-10-30,8.955
2022-10-31,9.181
2022-11-01,9.159
2022-11-02,9.117
2022-11-03,9.041
2022-11-04,9.254
2022-11-05,9.254
2022-11-06,9.254
2022-11-07,9.215
2022-11-08,9.201
2022-11-09,9.108
2022-11-10,9.325
2022-11-11,8.951
2022-11-12,8.951
2022-11-13,8.951
2022-11-14,8.981
2022-11-15,8.918
2022-11-16,8.815
2022-11-17,8.784
2022-11-18,8.981
2022-11-19,8.981
2022-11-20,8.981
2022-11-21,8.959
2022-11-22,9.026
2022-11-23,8.945
2022-11-24,8.945
2022-11-25,9.065
2022-11-26,9.065
2022-11-27,9.065
2022-11-28,8.874
2022-11-29,8.835
2022-11-30,8.872
2022-12-01,8.764
2022-12-02,8.764
2022-12-03,8.764
2022-12-04,8.764
2022-12-05,8.471
2022-12-06,8.406
2022-12-07,8.42
2022-12-08,8.375
2022-12-09,8.231
2022-12-10,8.231
2022-12-11,8.231
2022-12-12,8.299
2022-12-13,8.033
2022-12-14,7.969
2022-12-15,8.001
2022-12-16,7.9
2022-12-17,7.9
2022-12-18,7.9
2022-12-19,7.892
2022-12-20,7.965
2022-12-21,8.07
2022-12-22,7.986
2022-12-23,8.035
2022-12-24,8.035
2022-12-25,8.035
2022-12-26,8.035
2022-12-27,8.047
2022-12-28,8.005
2022-12-29,8.137
2022-12-30,8.102
2022-12-31,8.102
2023-01-01,8.102
2023-01-02,8.102
2023-01-03,8.156
2023-01-04,8.235
2023-01-05,8.154
2023-01-06,8.358
2023-01-07,8.358
2023-01-08,8.358
2023-01-09,8.263
2023-01-10,8.263
2023-01-11,8.282
2023-01-12,8.422
2023-01-13,8.38
2023-01-14,8.38
2023-01-15,8.38
2023-01-16,8.38
2023-01-17,8.241
2023-01-18,7.99
2023-01-19,7.944
2023-01-20,8.063
2023-01-21,8.063
2023-01-22,8.063
2023-01-23,8.078
2023-01-24,7.914
2023-01-25,8.103
2023-01-26,8.02
2023-01-27,7.788
2023-01-28,7.788
2023-01-29,7.788
2023-01-30,8.166
2023-01-31,8.775
2023-02-01,9.036
2023-02-02,9.149
2023-02-03,9.28
2023-02-04,9.28
2023-02-05,9.28
2023-02-06,9.215
2023-02-07,9.268
2023-02-08,9.143
2023-02-09,9.113
2023-02-10,9.173
2023-02-11,9.173
2023-02-12,9.173
2023-02-13,9.26
2023-02-14,9.187
2023-02-15,9.368
2023-02-16,9.172
2023-02-17,9.323
2023-02-18,9.323
2023-02-19,9.323
2023-02-20,9.323
2023-02-21,9.059
2023-02-22,9.016
2023-02-23,9.092
2023-02-24,9.021
2023-02-25,9.021
2023-02-26,9.021
2023-02-27,9.026
2023-02-28,8.924
2023-03-01,8.795
2023-03-02,8.677
2023-03-03,8.821
2023-03-04,8.821
2023-03-05,8.821
2023-03-06,8.831
2023-03-07,8.63
2023-03-08,8.504
2023-03-09,8.02
2023-03-10,7.969
2023-03-11,7.969
2023-03-12,7.969
2023-03-13,7.796
2023-03-14,7.826
2023-03-15,7.882
2023-03-16,7.964
2023-03-17,7.539
2023-03-18,7.539
2023-03-19,7.539
2023-03-20,7.767
2023-03-21,8.053
2023-03-22,7.6
2023-03-23,7.364
2023-03-24,7.62
2023-03-25,7.62
2023-03-26,7.62
2023-03-27,7.841
2023-03-28,7.803
2023-03-29,7.887
2023-03-30,7.874
2023-03-31,7.861
2023-04-01,7.861
2023-04-02,7.861
2023-04-03,7.769
2023-04-04,7.824
2023-04-05,7.928
2023-04-06,8.144
2023-04-07,8.144
2023-04-08,8.144
2023-04-09,8.144
2023-04-10,8.261
2023-04-11,8.194
2023-04-12,8.086
2023-04-13,8.203
2023-04-14,7.981
2023-04-15,7.981
2023-04-16,7.981
2023-04-17,8.219
2023-04-18,7.992
2023-04-19,8.206
2023-04-20,8.022
2023-04-21,7.736
2023-04-22,7.736
2023-04-23,7.736
2023-04-24,7.659
2023-04-25,7.356
2023-04-26,7.373
2023-04-27,7.539
2023-04-28,7.316
2023-04-29,7.316
2023-04-30,7.316
2023-05-01,7.567
2023-05-02,7.637
2023-05-03,7.573
2023-05-04,7.243
2023-05-05,7.637
2023-05-06,7.637
2023-05-07,7.637
2023-05-08,7.202
2023-05-09,7.08
2023-05-10,7.195
2023-05-11,6.987
2023-05-12,6.974
2023-05-13,6.974
2023-05-14,6.974
2023-05-15,7.125
2023-05-16,6.997
2023-05-17,7.484
2023-05-18,7.541
2023-05-19,7.317
2023-05-20,7.317
2023-05-21,7.317
2023-05-22,7.532
2023-05-23,7.698
2023-05-24,7.541
2023-05-25,7.477
2023-05-26,7.557
2023-05-27,7.557
2023-05-28,7.557
2023-05-29,7.557
2023-05-30,7.388
2023-05-31,7.061
2023-06-01,7.285
2023-06-02,7.762
2023-06-03,7.762
2023-06-04,7.762
2023-06-05,7.535
2023-06-06,7.9
2023-06-07,8.156
2023-06-08,8.082
2023-06-09,7.999
2023-06-10,7.999
2023-06-11,7.999
2023-06-12,7.964
2023-06-13,8.323
2023-06-14,8.098
2023-06-15,8.265
2023-06-16,8.191
2023-06-17,8.191
2023-06-18,8.191
2023-06-19,8.191
2023-06-20,7.81
2023-06-21,7.736
2023-06-22,7.633
2023-06-23,7.654
2023-06-24,7.654
2023-06-25,7.654
2023-06-26,7.912
2023-06-27,8.073
2023-06-28,8.314
2023-06-29,8.414
2023-06-30,8.214
2023-07-01,8.214
2023-07-02,8.214
2023-07-03,8.335
2023-07-04,8.335
2023-07-05,8.183
2023-07-06,8.008
2023-07-07,8.108
2023-07-08,8.108
2023-07-09,8.108
2023-07-10,8.108
2023-07-11,8.27
2023-07-12,8.489
2023-07-13,8.74
2023-07-14,8.663
2023-07-15,8.663
2023-07-16,8.663
2023-07-17,8.824
2023-07-18,9.12
2023-07-19,9.287
2023-07-20,9.221
2023-07-21,9.169
2023-07-22,9.169
2023-07-23,9.169
2023-07-24,9.493
2023-07-25,9.629
2023-07-26,10.165
2023-07-27,10.293
2023-07-28,10.369
2023-07-29,10.369
2023-07-30,10.369
2023-07-31,10.638
2023-08-01,10.586
2023-08-02,10.725
2023-08-03,10.908
2023-08-04,11.159
2023-08-05,11.159
2023-08-06,11.159
2023-08-07,11.239
2023-08-08,11.094
2023-08-09,10.942
2023-08-10,10.923
2023-08-11,10.942
2023-08-12,10.942
2023-08-13,10.942
2023-08-14,10.718
2023-08-15,10.315
2023-08-16,10.193
2023-08-17,10.148
2023-08-18,10.19
2023-08-19,10.19
2023-08-20,10.19
2023-08-21,10.034
2023-08-22,9.596
2023-08-23,9.665
2023-08-24,9.691
2023-08-25,9.608
2023-08-26,9.608
2023-08-27,9.608
2023-08-28,9.752
2023-08-29,9.779
2023-08-30,9.741
2023-08-31,9.851
2023-09-01,10.152
2023-09-02,10.152
2023-09-03,10.152
2023-09-04,10.152
2023-09-05,9.844
2023-09-06,9.517
2023-09-07,9.41
2023-09-08,9.517
2023-09-09,9.517
2023-09-10,9.517
2023-09-11,9.475
2023-09-12,9.558
2023-09-13,9.505
2023-09-14,9.733
2023-09-15,9.752
2023-09-16,9.752
2023-09-17,9.752
2023-09-18,9.486
