,CXT US Equity
2023-08-19,13.568
2023-08-20,13.568
2023-08-21,13.463
2023-08-22,13.427
2023-08-23,13.647
2023-08-24,13.483
2023-08-25,13.42
2023-08-26,13.42
2023-08-27,13.42
2023-08-28,13.629
2023-08-29,13.482
2023-08-30,13.59
2023-08-31,13.562
2023-09-01,13.788
2023-09-02,13.788
2023-09-03,13.788
2023-09-04,13.788
2023-09-05,13.098
2023-09-06,13.226
2023-09-07,13.167
2023-09-08,13.112
2023-09-09,13.112
2023-09-10,13.112
2023-09-11,13.043
2023-09-12,13.069
2023-09-13,13.053
2023-09-14,13.176
2023-09-15,13.071
2023-09-16,13.071
2023-09-17,13.071
2023-09-18,13.229
2023-09-19,13.372
2023-09-20,13.11
2023-09-21,12.936
2023-09-22,12.874
2023-09-23,12.874
2023-09-24,12.874
2023-09-25,12.909
2023-09-26,12.648
2023-09-27,12.685
2023-09-28,12.829
2023-09-29,12.696
2023-09-30,12.696
2023-10-01,12.696
2023-10-02,12.443
2023-10-03,12.114
2023-10-04,12.232
2023-10-05,12.287
2023-10-06,12.493
2023-10-07,12.493
2023-10-08,12.493
2023-10-09,12.566
2023-10-10,12.559
2023-10-11,12.495
2023-10-12,12.152
2023-10-13,12.036
2023-10-14,12.036
2023-10-15,12.036
2023-10-16,12.045
2023-10-17,12.319
2023-10-18,11.789
2023-10-19,11.785
2023-10-20,11.6
2023-10-21,11.6
2023-10-22,11.6
2023-10-23,11.54
2023-10-24,11.826
2023-10-25,12.02
2023-10-26,11.839
2023-10-27,11.627
2023-10-28,11.627
2023-10-29,11.627
2023-10-30,11.629
2023-10-31,11.881
2023-11-01,12.056
2023-11-02,12.152
2023-11-03,12.385
2023-11-04,12.385
2023-11-05,12.385
2023-11-06,12.299
2023-11-07,11.327
2023-11-08,11.272
2023-11-09,11.393
2023-11-10,11.639
2023-11-11,11.639
2023-11-12,11.639
2023-11-13,11.648
2023-11-14,12.15
2023-11-15,11.931
2023-11-16,11.753
2023-11-17,12.127
2023-11-18,12.127
2023-11-19,12.127
2023-11-20,12.065
2023-11-21,11.956
2023-11-22,11.997
2023-11-23,11.997
2023-11-24,12.043
2023-11-25,12.043
2023-11-26,12.043
2023-11-27,11.869
2023-11-28,11.637
2023-11-29,11.671
2023-11-30,11.762
2023-12-01,12.103
2023-12-02,12.103
2023-12-03,12.103
2023-12-04,12.149
2023-12-05,11.877
2023-12-06,11.552
2023-12-07,11.712
2023-12-08,11.678
2023-12-09,11.678
2023-12-10,11.678
2023-12-11,11.698
2023-12-12,11.58
2023-12-13,11.852
2023-12-14,12.14
2023-12-15,12.231
2023-12-16,12.231
2023-12-17,12.231
2023-12-18,13.017
2023-12-19,13.013
2023-12-20,13.052
2023-12-21,13.326
2023-12-22,13.541
2023-12-23,13.541
2023-12-24,13.541
2023-12-25,13.541
2023-12-26,13.44
2023-12-27,13.337
2023-12-28,13.187
2023-12-29,12.999
2023-12-30,12.999
2023-12-31,12.999
2024-01-01,12.999
2024-01-02,13.049
2024-01-03,12.432
2024-01-04,12.341
2024-01-05,12.396
2024-01-06,12.396
2024-01-07,12.396
2024-01-08,12.581
2024-01-09,12.446
2024-01-10,12.576
2024-01-11,12.709
2024-01-12,12.668
2024-01-13,12.668
2024-01-14,12.668
2024-01-15,12.668
2024-01-16,12.462
2024-01-17,12.556
2024-01-18,12.755
2024-01-19,13.12
2024-01-20,13.12
2024-01-21,13.12
2024-01-22,13.433
2024-01-23,13.535
2024-01-24,13.808
2024-01-25,13.949
2024-01-26,13.882
2024-01-27,13.882
2024-01-28,13.882
2024-01-29,13.925
2024-01-30,14.225
2024-01-31,13.945
2024-02-01,14.138
2024-02-02,14.26
2024-02-03,14.26
2024-02-04,14.26
2024-02-05,14.036
2024-02-06,14.059
2024-02-07,14.083
2024-02-08,14.155
2024-02-09,14.402
2024-02-10,14.402
2024-02-11,14.402
2024-02-12,14.382
2024-02-13,14.045
2024-02-14,14.373
2024-02-15,13.708
2024-02-16,13.715
2024-02-17,13.715
2024-02-18,13.715
2024-02-19,13.715
2024-02-20,13.702
2024-02-21,13.716
2024-02-22,14.093
2024-02-23,14.177
2024-02-24,14.177
2024-02-25,14.177
2024-02-26,14.238
2024-02-27,13.746
2024-02-28,13.615
2024-02-29,13.714
2024-03-01,13.908
2024-03-02,13.908
2024-03-03,13.908
2024-03-04,13.972
2024-03-05,13.883
2024-03-06,14.031
2024-03-07,14.138
2024-03-08,13.988
2024-03-09,13.988
2024-03-10,13.988
2024-03-11,13.991
2024-03-12,14.15
2024-03-13,14.27
2024-03-14,14.059
2024-03-15,14.261
2024-03-16,14.261
2024-03-17,14.261
2024-03-18,14.23
2024-03-19,14.192
2024-03-20,14.164
2024-03-21,14.296
2024-03-22,14.277
2024-03-23,14.277
2024-03-24,14.277
2024-03-25,14.164
2024-03-26,14.073
2024-03-27,14.446
2024-03-28,14.531
2024-03-29,14.531
2024-03-30,14.531
2024-03-31,14.531
2024-04-01,14.324
2024-04-02,13.991
2024-04-03,13.732
2024-04-04,13.5
2024-04-05,13.547
2024-04-06,13.547
2024-04-07,13.547
2024-04-08,14.079
