,ETR US Equity
2020-10-30,12.6
2020-10-31,12.6
2020-11-01,12.6
2020-11-02,13.113
2020-11-03,13.468
2020-11-04,13.164
2020-11-05,13.297
2020-11-06,13.059
2020-11-07,13.059
2020-11-08,13.059
2020-11-09,13.587
2020-11-10,13.717
2020-11-11,13.792
2020-11-12,13.531
2020-11-13,13.71
2020-11-14,13.71
2020-11-15,13.71
2020-11-16,14.161
2020-11-17,14.059
2020-11-18,13.837
2020-11-19,13.684
2020-11-20,13.685
2020-11-21,13.685
2020-11-22,13.685
2020-11-23,13.778
2020-11-24,13.889
2020-11-25,14.096
2020-11-26,14.096
2020-11-27,14.003
2020-11-28,14.003
2020-11-29,14.003
2020-11-30,13.669
2020-12-01,13.863
2020-12-02,13.832
2020-12-03,13.581
2020-12-04,13.593
2020-12-05,13.593
2020-12-06,13.593
2020-12-07,13.578
2020-12-08,13.409
2020-12-09,13.304
2020-12-10,13.151
2020-12-11,13.09
2020-12-12,13.09
2020-12-13,13.09
2020-12-14,12.915
2020-12-15,13.064
2020-12-16,12.799
2020-12-17,12.807
2020-12-18,12.738
2020-12-19,12.738
2020-12-20,12.738
2020-12-21,12.356
2020-12-22,12.228
2020-12-23,12.159
2020-12-24,12.144
2020-12-25,12.144
2020-12-26,12.144
2020-12-27,12.144
2020-12-28,12.183
2020-12-29,12.321
2020-12-30,12.563
2020-12-31,12.715
2021-01-01,12.715
2021-01-02,12.715
2021-01-03,12.715
2021-01-04,12.482
2021-01-05,12.315
2021-01-06,12.51
2021-01-07,12.079
2021-01-08,12.161
2021-01-09,12.161
2021-01-10,12.161
2021-01-11,12.021
2021-01-12,11.806
2021-01-13,11.927
2021-01-14,11.972
2021-01-15,12.131
2021-01-16,12.131
2021-01-17,12.131
2021-01-18,12.131
2021-01-19,12.114
2021-01-20,11.971
2021-01-21,11.839
2021-01-22,11.877
2021-01-23,11.877
2021-01-24,11.877
2021-01-25,11.958
2021-01-26,11.95
2021-01-27,11.814
2021-01-28,12.099
2021-01-29,12.031
2021-01-30,12.031
2021-01-31,12.031
2021-02-01,12.009
2021-02-02,12.094
2021-02-03,11.976
2021-02-04,12.175
2021-02-05,12.195
2021-02-06,12.195
2021-02-07,12.195
2021-02-08,11.923
2021-02-09,11.99
2021-02-10,12.117
2021-02-11,12.064
2021-02-12,12.095
2021-02-13,12.095
2021-02-14,12.095
2021-02-15,12.095
2021-02-16,11.95
2021-02-17,11.879
2021-02-18,11.973
2021-02-19,11.877
2021-02-20,11.877
2021-02-21,11.877
2021-02-22,11.355
2021-02-23,11.62
2021-02-24,11.468
2021-02-25,11.216
2021-02-26,11.059
2021-02-27,11.059
2021-02-28,11.059
2021-03-01,11.18
2021-03-02,11.308
2021-03-03,11.138
2021-03-04,11.158
2021-03-05,11.355
2021-03-06,11.355
2021-03-07,11.355
2021-03-08,11.437
2021-03-09,11.512
2021-03-10,11.98
2021-03-11,11.841
2021-03-12,12.147
2021-03-13,12.147
2021-03-14,12.147
2021-03-15,12.448
2021-03-16,12.547
2021-03-17,12.55
2021-03-18,12.438
2021-03-19,12.487
2021-03-20,12.487
2021-03-21,12.487
2021-03-22,12.391
2021-03-23,12.445
2021-03-24,12.384
2021-03-25,12.495
2021-03-26,12.512
2021-03-27,12.512
2021-03-28,12.512
2021-03-29,12.586
2021-03-30,12.522
2021-03-31,12.625
2021-04-01,12.646
2021-04-02,12.646
2021-04-03,12.646
2021-04-04,12.646
2021-04-05,12.759
2021-04-06,12.933
2021-04-07,12.91
2021-04-08,12.855
2021-04-09,12.837
2021-04-10,12.837
2021-04-11,12.837
2021-04-12,12.946
2021-04-13,13.129
2021-04-14,13.226
2021-04-15,13.405
2021-04-16,13.539
2021-04-17,13.539
2021-04-18,13.539
2021-04-19,13.531
2021-04-20,13.71
2021-04-21,13.651
2021-04-22,13.514
2021-04-23,13.419
2021-04-24,13.419
2021-04-25,13.419
2021-04-26,13.456
2021-04-27,13.398
2021-04-28,13.359
2021-04-29,13.611
2021-04-30,13.699
2021-05-01,13.699
2021-05-02,13.699
2021-05-03,13.692
2021-05-04,13.676
2021-05-05,13.522
2021-05-06,13.609
2021-05-07,13.695
2021-05-08,13.695
2021-05-09,13.695
2021-05-10,13.797
2021-05-11,13.534
2021-05-12,13.135
2021-05-13,13.411
2021-05-14,13.553
2021-05-15,13.553
2021-05-16,13.553
2021-05-17,13.343
2021-05-18,13.344
2021-05-19,13.278
2021-05-20,13.37
2021-05-21,13.484
2021-05-22,13.484
2021-05-23,13.484
2021-05-24,13.504
2021-05-25,13.393
2021-05-26,13.319
2021-05-27,13.252
2021-05-28,13.31
2021-05-29,13.31
2021-05-30,13.31
2021-05-31,13.31
2021-06-01,13.23
2021-06-02,13.236
2021-06-03,13.379
2021-06-04,13.511
2021-06-05,13.511
2021-06-06,13.511
2021-06-07,13.597
2021-06-08,13.538
2021-06-09,13.728
2021-06-10,13.861
2021-06-11,13.897
2021-06-12,13.897
2021-06-13,13.897
2021-06-14,13.892
2021-06-15,13.934
2021-06-16,13.7
2021-06-17,13.732
2021-06-18,13.189
2021-06-19,13.189
2021-06-20,13.189
2021-06-21,13.329
2021-06-22,13.167
2021-06-23,12.932
2021-06-24,12.879
2021-06-25,12.958
2021-06-26,12.958
2021-06-27,12.958
2021-06-28,13.053
2021-06-29,12.815
2021-06-30,12.718
2021-07-01,12.955
2021-07-02,12.987
2021-07-03,12.987
2021-07-04,12.987
2021-07-05,12.987
2021-07-06,13.051
2021-07-07,13.112
2021-07-08,13.046
2021-07-09,13.129
2021-07-10,13.129
2021-07-11,13.129
2021-07-12,13.144
2021-07-13,12.968
2021-07-14,13.079
2021-07-15,13.218
2021-07-16,13.358
2021-07-17,13.358
2021-07-18,13.358
2021-07-19,12.962
2021-07-20,13.062
2021-07-21,12.908
2021-07-22,12.875
2021-07-23,13.111
2021-07-24,13.111
2021-07-25,13.111
2021-07-26,13.244
2021-07-27,13.443
2021-07-28,13.312
2021-07-29,13.321
2021-07-30,13.134
2021-07-31,13.134
2021-08-01,13.134
2021-08-02,13.219
2021-08-03,13.268
2021-08-04,13.136
2021-08-05,13.484
2021-08-06,13.437
2021-08-07,13.437
2021-08-08,13.437
2021-08-09,13.531
2021-08-10,13.764
2021-08-11,13.929
2021-08-12,13.888
2021-08-13,13.971
2021-08-14,13.971
2021-08-15,13.971
2021-08-16,14.022
2021-08-17,13.999
2021-08-18,14.004
2021-08-19,14.216
2021-08-20,14.526
2021-08-21,14.526
2021-08-22,14.526
2021-08-23,14.428
2021-08-24,14.395
2021-08-25,14.401
2021-08-26,14.388
2021-08-27,14.136
2021-08-28,14.136
2021-08-29,14.136
2021-08-30,13.841
2021-08-31,13.999
2021-09-01,14.242
2021-09-02,14.391
2021-09-03,14.246
2021-09-04,14.246
2021-09-05,14.246
2021-09-06,14.246
2021-09-07,14.238
2021-09-08,14.533
2021-09-09,14.294
2021-09-10,14.155
2021-09-11,14.155
2021-09-12,14.155
2021-09-13,14.346
2021-09-14,14.477
2021-09-15,14.288
2021-09-16,14.227
2021-09-17,14.053
2021-09-18,14.053
2021-09-19,14.053
2021-09-20,13.86
2021-09-21,13.705
2021-09-22,13.452
2021-09-23,13.023
2021-09-24,12.81
2021-09-25,12.81
2021-09-26,12.81
2021-09-27,12.705
2021-09-28,12.608
2021-09-29,12.796
2021-09-30,12.615
2021-10-01,12.622
2021-10-02,12.622
2021-10-03,12.622
2021-10-04,12.878
2021-10-05,12.889
2021-10-06,13.105
2021-10-07,13.142
2021-10-08,13.108
2021-10-09,13.108
2021-10-10,13.108
2021-10-11,13.043
2021-10-12,13.059
2021-10-13,13.028
2021-10-14,13.165
2021-10-15,13.008
2021-10-16,13.008
2021-10-17,13.008
2021-10-18,12.978
2021-10-19,13.015
2021-10-20,13.2
2021-10-21,13.169
2021-10-22,13.236
2021-10-23,13.236
2021-10-24,13.236
2021-10-25,13.132
2021-10-26,13.146
2021-10-27,13.046
2021-10-28,13.007
2021-10-29,13.035
2021-10-30,13.035
2021-10-31,13.035
2021-11-01,13.094
2021-11-02,13.133
2021-11-03,13.078
2021-11-04,13.02
2021-11-05,13.239
2021-11-06,13.239
2021-11-07,13.239
2021-11-08,12.836
2021-11-09,12.993
2021-11-10,13.136
2021-11-11,13.096
2021-11-12,13.03
2021-11-13,13.03
2021-11-14,13.03
2021-11-15,13.471
2021-11-16,13.507
2021-11-17,13.566
2021-11-18,13.541
2021-11-19,13.601
2021-11-20,13.601
2021-11-21,13.601
2021-11-22,13.774
2021-11-23,13.646
2021-11-24,13.659
2021-11-25,13.659
2021-11-26,13.234
2021-11-27,13.234
2021-11-28,13.234
2021-11-29,13.492
2021-11-30,12.884
2021-12-01,12.892
2021-12-02,13.096
2021-12-03,13.259
2021-12-04,13.259
2021-12-05,13.259
2021-12-06,13.472
2021-12-07,13.454
2021-12-08,13.539
2021-12-09,13.634
2021-12-10,13.782
2021-12-11,13.782
2021-12-12,13.782
2021-12-13,13.843
2021-12-14,13.763
2021-12-15,14.092
2021-12-16,14.197
2021-12-17,14.049
2021-12-18,14.049
2021-12-19,14.049
2021-12-20,14.04
2021-12-21,14.017
2021-12-22,14.108
2021-12-23,14.122
2021-12-24,14.122
2021-12-25,14.122
2021-12-26,14.122
2021-12-27,14.217
2021-12-28,14.353
2021-12-29,14.43
2021-12-30,14.321
2021-12-31,14.451
2022-01-01,14.451
2022-01-02,14.451
2022-01-03,14.29
2022-01-04,14.275
2022-01-05,14.308
2022-01-06,14.066
2022-01-07,14.384
2022-01-08,14.384
2022-01-09,14.384
2022-01-10,14.337
2022-01-11,13.957
2022-01-12,14.021
2022-01-13,14.209
2022-01-14,14.264
2022-01-15,14.264
2022-01-16,14.264
2022-01-17,14.264
2022-01-18,14.106
2022-01-19,14.156
2022-01-20,14.11
2022-01-21,14.036
2022-01-22,14.036
2022-01-23,14.036
2022-01-24,13.879
2022-01-25,13.826
2022-01-26,13.774
2022-01-27,14.07
2022-01-28,14.272
2022-01-29,14.272
2022-01-30,14.272
2022-01-31,14.35
2022-02-01,14.124
2022-02-02,14.381
2022-02-03,14.376
2022-02-04,14.238
2022-02-05,14.238
2022-02-06,14.238
2022-02-07,14.079
2022-02-08,14.12
2022-02-09,14.311
2022-02-10,13.792
2022-02-11,13.71
2022-02-12,13.71
2022-02-13,13.71
2022-02-14,13.539
2022-02-15,13.401
2022-02-16,13.469
2022-02-17,13.598
2022-02-18,13.555
2022-02-19,13.555
2022-02-20,13.555
2022-02-21,13.555
2022-02-22,13.541
2022-02-23,13.568
2022-02-24,13.253
2022-02-25,13.675
2022-02-26,13.675
2022-02-27,13.675
2022-02-28,13.627
2022-03-01,13.453
2022-03-02,13.81
2022-03-03,14.165
2022-03-04,14.538
2022-03-05,14.538
2022-03-06,14.538
2022-03-07,14.489
2022-03-08,14.169
2022-03-09,13.986
2022-03-10,14.11
2022-03-11,14.076
2022-03-12,14.076
2022-03-13,14.076
2022-03-14,14.273
2022-03-15,14.4
2022-03-16,14.305
2022-03-17,14.288
2022-03-18,14.167
2022-03-19,14.167
2022-03-20,14.167
2022-03-21,14.338
2022-03-22,14.192
2022-03-23,14.344
2022-03-24,14.587
2022-03-25,14.861
2022-03-26,14.861
2022-03-27,14.861
2022-03-28,14.927
2022-03-29,15.06
2022-03-30,15.147
2022-03-31,15.109
2022-04-01,15.542
2022-04-02,15.542
2022-04-03,15.542
2022-04-04,15.454
2022-04-05,15.7
2022-04-06,15.996
2022-04-07,15.915
2022-04-08,15.957
2022-04-09,15.957
2022-04-10,15.957
2022-04-11,15.759
2022-04-12,15.956
2022-04-13,15.964
2022-04-14,16.071
2022-04-15,16.071
2022-04-16,16.071
2022-04-17,16.071
2022-04-18,16.102
2022-04-19,16.103
2022-04-20,16.274
2022-04-21,16.186
2022-04-22,15.929
2022-04-23,15.929
2022-04-24,15.929
2022-04-25,15.765
2022-04-26,15.561
2022-04-27,15.572
2022-04-28,15.759
2022-04-29,15.315
2022-04-30,15.315
2022-05-01,15.315
2022-05-02,15.208
2022-05-03,15.142
2022-05-04,15.42
2022-05-05,15.374
2022-05-06,15.5
2022-05-07,15.5
2022-05-08,15.5
2022-05-09,15.498
2022-05-10,15.115
2022-05-11,15.298
2022-05-12,15.097
2022-05-13,15.227
2022-05-14,15.227
2022-05-15,15.227
2022-05-16,15.316
2022-05-17,15.384
2022-05-18,15.144
2022-05-19,15.04
2022-05-20,15.219
2022-05-21,15.219
2022-05-22,15.219
2022-05-23,15.196
2022-05-24,15.503
2022-05-25,15.461
2022-05-26,15.596
2022-05-27,15.753
2022-05-28,15.753
2022-05-29,15.753
2022-05-30,15.753
2022-05-31,15.654
2022-06-01,15.635
2022-06-02,15.665
2022-06-03,15.612
2022-06-04,15.612
2022-06-05,15.612
2022-06-06,15.786
2022-06-07,15.782
2022-06-08,15.399
2022-06-09,15.123
2022-06-10,15.089
2022-06-11,15.089
2022-06-12,15.089
2022-06-13,14.278
2022-06-14,13.964
2022-06-15,14.027
2022-06-16,13.741
2022-06-17,13.261
2022-06-18,13.261
2022-06-19,13.261
2022-06-20,13.261
2022-06-21,13.527
2022-06-22,13.518
2022-06-23,13.674
2022-06-24,14.273
2022-06-25,14.273
2022-06-26,14.273
2022-06-27,14.465
2022-06-28,14.455
2022-06-29,14.434
2022-06-30,14.557
2022-07-01,14.9
2022-07-02,14.9
2022-07-03,14.9
2022-07-04,14.9
2022-07-05,14.185
2022-07-06,14.381
2022-07-07,14.281
2022-07-08,14.215
2022-07-09,14.215
2022-07-10,14.215
2022-07-11,14.302
2022-07-12,14.328
2022-07-13,14.138
2022-07-14,14.171
2022-07-15,14.219
2022-07-16,14.219
2022-07-17,14.219
2022-07-18,14.105
2022-07-19,14.431
2022-07-20,14.175
2022-07-21,14.121
2022-07-22,14.305
2022-07-23,14.305
2022-07-24,14.305
2022-07-25,14.499
2022-07-26,14.563
2022-07-27,14.534
2022-07-28,14.919
2022-07-29,15.067
2022-07-30,15.067
2022-07-31,15.067
2022-08-01,14.884
2022-08-02,14.845
2022-08-03,15.138
2022-08-04,15.338
2022-08-05,15.184
2022-08-06,15.184
2022-08-07,15.184
2022-08-08,15.235
2022-08-09,15.429
2022-08-10,15.352
2022-08-11,15.425
2022-08-12,15.715
2022-08-13,15.715
2022-08-14,15.715
2022-08-15,15.832
2022-08-16,15.881
2022-08-17,15.757
2022-08-18,15.654
2022-08-19,15.806
2022-08-20,15.806
2022-08-21,15.806
2022-08-22,15.679
2022-08-23,15.525
2022-08-24,15.495
2022-08-25,15.509
2022-08-26,15.456
2022-08-27,15.456
2022-08-28,15.456
2022-08-29,15.503
2022-08-30,15.168
2022-08-31,14.967
2022-09-01,15.19
2022-09-02,15.086
2022-09-03,15.086
2022-09-04,15.086
2022-09-05,15.086
2022-09-06,15.001
2022-09-07,15.461
2022-09-08,15.371
2022-09-09,15.503
2022-09-10,15.503
2022-09-11,15.503
2022-09-12,15.772
2022-09-13,15.212
2022-09-14,15.342
2022-09-15,14.901
2022-09-16,14.916
2022-09-17,14.916
2022-09-18,14.916
2022-09-19,14.976
2022-09-20,14.772
2022-09-21,14.628
2022-09-22,14.722
2022-09-23,14.421
2022-09-24,14.421
2022-09-25,14.421
2022-09-26,14.056
2022-09-27,13.667
2022-09-28,13.93
2022-09-29,13.258
2022-09-30,13.0
2022-10-01,13.0
2022-10-02,13.0
2022-10-03,13.43
2022-10-04,13.713
2022-10-05,13.552
2022-10-06,13.268
2022-10-07,13.077
2022-10-08,13.077
2022-10-09,13.077
2022-10-10,13.206
2022-10-11,13.067
2022-10-12,12.48
2022-10-13,12.994
2022-10-14,12.923
2022-10-15,12.923
2022-10-16,12.923
2022-10-17,13.092
2022-10-18,13.366
2022-10-19,13.147
2022-10-20,12.9
2022-10-21,13.192
2022-10-22,13.192
2022-10-23,13.192
2022-10-24,13.197
2022-10-25,13.508
2022-10-26,13.504
2022-10-27,13.544
2022-10-28,13.892
2022-10-29,13.892
2022-10-30,13.892
2022-10-31,13.816
2022-11-01,13.968
2022-11-02,14.027
2022-11-03,14.107
2022-11-04,14.283
2022-11-05,14.283
2022-11-06,14.283
2022-11-07,13.994
2022-11-08,13.939
2022-11-09,13.817
2022-11-10,14.467
2022-11-11,14.426
2022-11-12,14.426
2022-11-13,14.426
2022-11-14,14.156
2022-11-15,14.282
2022-11-16,14.36
2022-11-17,14.192
2022-11-18,14.594
2022-11-19,14.594
2022-11-20,14.594
2022-11-21,14.727
2022-11-22,14.68
2022-11-23,14.715
2022-11-24,14.715
2022-11-25,14.818
2022-11-26,14.818
2022-11-27,14.818
2022-11-28,14.753
2022-11-29,14.696
2022-11-30,15.146
2022-12-01,15.15
2022-12-02,15.1
2022-12-03,15.1
2022-12-04,15.1
2022-12-05,15.033
2022-12-06,15.252
2022-12-07,15.111
2022-12-08,15.242
2022-12-09,15.225
2022-12-10,15.225
2022-12-11,15.225
2022-12-12,15.358
2022-12-13,15.398
2022-12-14,15.41
2022-12-15,15.193
2022-12-16,14.889
2022-12-17,14.889
2022-12-18,14.889
2022-12-19,14.727
2022-12-20,14.681
2022-12-21,14.852
2022-12-22,14.669
2022-12-23,14.764
2022-12-24,14.764
2022-12-25,14.764
2022-12-26,14.764
2022-12-27,14.931
2022-12-28,14.704
2022-12-29,14.85
2022-12-30,14.643
2022-12-31,14.643
2023-01-01,14.643
2023-01-02,14.643
2023-01-03,14.205
2023-01-04,14.215
2023-01-05,13.493
2023-01-06,14.016
2023-01-07,14.016
2023-01-08,14.016
2023-01-09,14.223
2023-01-10,14.127
2023-01-11,14.266
2023-01-12,14.011
2023-01-13,13.974
2023-01-14,13.974
2023-01-15,13.974
2023-01-16,13.974
2023-01-17,14.102
2023-01-18,14.191
2023-01-19,14.026
2023-01-20,14.083
2023-01-21,14.083
2023-01-22,14.083
2023-01-23,14.047
2023-01-24,14.118
2023-01-25,14.148
2023-01-26,14.276
2023-01-27,14.307
2023-01-28,14.307
2023-01-29,14.307
2023-01-30,14.173
2023-01-31,14.253
2023-02-01,14.375
2023-02-02,14.551
2023-02-03,14.226
2023-02-04,14.226
2023-02-05,14.226
2023-02-06,14.325
2023-02-07,14.184
2023-02-08,13.9
2023-02-09,13.751
2023-02-10,14.067
2023-02-11,14.067
2023-02-12,14.067
2023-02-13,14.073
2023-02-14,14.107
2023-02-15,14.302
2023-02-16,14.397
2023-02-17,14.552
2023-02-18,14.552
2023-02-19,14.552
2023-02-20,14.552
2023-02-21,14.308
2023-02-22,14.295
2023-02-23,14.258
2023-02-24,14.27
2023-02-25,14.27
2023-02-26,14.27
2023-02-27,14.106
2023-02-28,13.679
2023-03-01,13.483
2023-03-02,13.788
2023-03-03,13.968
2023-03-04,13.968
2023-03-05,13.968
2023-03-06,14.066
2023-03-07,13.706
2023-03-08,13.794
2023-03-09,13.674
2023-03-10,13.376
2023-03-11,13.376
2023-03-12,13.376
2023-03-13,13.54
2023-03-14,13.784
2023-03-15,13.971
2023-03-16,14.078
2023-03-17,13.901
2023-03-18,13.901
2023-03-19,13.901
2023-03-20,14.101
2023-03-21,13.711
2023-03-22,13.349
2023-03-23,13.339
2023-03-24,13.782
2023-03-25,13.782
2023-03-26,13.782
2023-03-27,13.891
2023-03-28,13.967
2023-03-29,14.113
2023-03-30,14.222
2023-03-31,14.323
2023-04-01,14.323
2023-04-02,14.323
2023-04-03,14.229
2023-04-04,14.268
2023-04-05,14.679
2023-04-06,14.732
2023-04-07,14.732
2023-04-08,14.732
2023-04-09,14.732
2023-04-10,14.737
2023-04-11,14.657
2023-04-12,14.61
2023-04-13,14.489
2023-04-14,14.286
2023-04-15,14.286
2023-04-16,14.286
2023-04-17,14.453
2023-04-18,14.406
2023-04-19,14.515
2023-04-20,14.424
2023-04-21,14.426
2023-04-22,14.426
2023-04-23,14.426
2023-04-24,14.478
2023-04-25,14.444
2023-04-26,13.95
2023-04-27,14.252
2023-04-28,14.306
2023-04-29,14.306
2023-04-30,14.306
2023-05-01,14.283
2023-05-02,14.153
2023-05-03,14.108
2023-05-04,14.252
2023-05-05,14.421
2023-05-06,14.421
2023-05-07,14.421
2023-05-08,14.361
2023-05-09,14.369
2023-05-10,14.488
2023-05-11,14.314
2023-05-12,14.426
2023-05-13,14.426
2023-05-14,14.426
2023-05-15,14.207
2023-05-16,13.878
2023-05-17,13.759
2023-05-18,13.676
2023-05-19,13.548
2023-05-20,13.548
2023-05-21,13.548
2023-05-22,13.529
2023-05-23,13.511
2023-05-24,13.333
2023-05-25,13.097
2023-05-26,13.041
2023-05-27,13.041
2023-05-28,13.041
2023-05-29,13.041
2023-05-30,13.031
2023-05-31,13.229
2023-06-01,13.132
2023-06-02,13.41
2023-06-03,13.41
2023-06-04,13.41
2023-06-05,13.453
2023-06-06,13.346
2023-06-07,13.652
2023-06-08,13.678
2023-06-09,13.67
2023-06-10,13.67
2023-06-11,13.67
2023-06-12,13.648
2023-06-13,13.582
2023-06-14,13.649
2023-06-15,13.769
2023-06-16,13.745
2023-06-17,13.745
2023-06-18,13.745
2023-06-19,13.745
2023-06-20,13.41
2023-06-21,13.553
2023-06-22,13.363
2023-06-23,13.063
2023-06-24,13.063
2023-06-25,13.063
2023-06-26,13.308
2023-06-27,13.288
2023-06-28,12.881
2023-06-29,12.875
2023-06-30,13.096
2023-07-01,13.096
2023-07-02,13.096
2023-07-03,13.197
2023-07-04,13.197
2023-07-05,13.335
2023-07-06,13.284
2023-07-07,13.106
2023-07-08,13.106
2023-07-09,13.106
2023-07-10,12.958
2023-07-11,13.125
2023-07-12,13.223
2023-07-13,13.316
2023-07-14,13.431
2023-07-15,13.431
2023-07-16,13.431
2023-07-17,13.278
2023-07-18,13.313
2023-07-19,13.615
2023-07-20,13.942
2023-07-21,13.978
2023-07-22,13.978
2023-07-23,13.978
2023-07-24,14.045
2023-07-25,14.044
2023-07-26,14.036
2023-07-27,13.934
2023-07-28,13.885
2023-07-29,13.885
2023-07-30,13.885
2023-07-31,13.809
2023-08-01,13.603
2023-08-02,13.634
2023-08-03,13.214
2023-08-04,13.128
2023-08-05,13.128
2023-08-06,13.128
2023-08-07,13.09
2023-08-08,13.11
2023-08-09,13.045
2023-08-10,13.09
2023-08-11,13.111
2023-08-12,13.111
2023-08-13,13.111
2023-08-14,13.113
2023-08-15,12.88
2023-08-16,13.018
2023-08-17,12.946
2023-08-18,13.018
2023-08-19,13.018
