,BAH US Equity
2020-10-30,15.467
2020-10-31,15.467
2020-11-01,15.467
2020-11-02,16.125
2020-11-03,16.62
2020-11-04,17.434
2020-11-05,17.14
2020-11-06,17.2
2020-11-07,17.2
2020-11-08,17.2
2020-11-09,17.172
2020-11-10,17.198
2020-11-11,17.087
2020-11-12,17.184
2020-11-13,17.457
2020-11-14,17.457
2020-11-15,17.457
2020-11-16,17.816
2020-11-17,17.772
2020-11-18,17.561
2020-11-19,17.571
2020-11-20,17.379
2020-11-21,17.379
2020-11-22,17.379
2020-11-23,17.513
2020-11-24,17.505
2020-11-25,17.541
2020-11-26,17.541
2020-11-27,17.567
2020-11-28,17.567
2020-11-29,17.567
2020-11-30,17.299
2020-12-01,17.78
2020-12-02,17.648
2020-12-03,17.616
2020-12-04,17.626
2020-12-05,17.626
2020-12-06,17.626
2020-12-07,17.664
2020-12-08,17.547
2020-12-09,17.421
2020-12-10,17.469
2020-12-11,17.495
2020-12-12,17.495
2020-12-13,17.495
2020-12-14,17.598
2020-12-15,17.786
2020-12-16,18.075
2020-12-17,17.748
2020-12-18,17.899
2020-12-19,17.899
2020-12-20,17.899
2020-12-21,17.475
2020-12-22,17.381
2020-12-23,17.439
2020-12-24,17.415
2020-12-25,17.415
2020-12-26,17.415
2020-12-27,17.415
2020-12-28,17.467
2020-12-29,17.385
2020-12-30,17.337
2020-12-31,17.377
2021-01-01,17.377
2021-01-02,17.377
2021-01-03,17.377
2021-01-04,17.138
2021-01-05,17.274
2021-01-06,17.678
2021-01-07,18.109
2021-01-08,18.258
2021-01-09,18.258
2021-01-10,18.258
2021-01-11,18.216
2021-01-12,18.475
2021-01-13,18.21
2021-01-14,18.23
2021-01-15,18.374
2021-01-16,18.374
2021-01-17,18.374
2021-01-18,18.374
2021-01-19,18.717
2021-01-20,18.936
2021-01-21,18.894
2021-01-22,19.121
2021-01-23,19.121
2021-01-24,19.121
2021-01-25,19.446
2021-01-26,19.502
2021-01-27,19.448
2021-01-28,19.016
2021-01-29,16.977
2021-01-30,16.977
2021-01-31,16.977
2021-02-01,16.85
2021-02-02,16.778
2021-02-03,16.464
2021-02-04,16.78
2021-02-05,16.516
2021-02-06,16.516
2021-02-07,16.516
2021-02-08,16.488
2021-02-09,16.731
2021-02-10,16.808
2021-02-11,17.095
2021-02-12,16.691
2021-02-13,16.691
2021-02-14,16.691
2021-02-15,16.691
2021-02-16,16.243
2021-02-17,16.137
2021-02-18,15.923
2021-02-19,15.739
2021-02-20,15.739
2021-02-21,15.739
2021-02-22,15.451
2021-02-23,15.389
2021-02-24,15.597
2021-02-25,15.625
2021-02-26,15.425
2021-02-27,15.425
2021-02-28,15.425
2021-03-01,15.875
2021-03-02,15.811
2021-03-03,15.731
2021-03-04,15.333
2021-03-05,15.347
2021-03-06,15.347
2021-03-07,15.347
2021-03-08,15.647
2021-03-09,15.605
2021-03-10,15.681
2021-03-11,15.755
2021-03-12,15.707
2021-03-13,15.707
2021-03-14,15.707
2021-03-15,16.123
2021-03-16,15.885
2021-03-17,16.007
2021-03-18,16.111
2021-03-19,15.947
2021-03-20,15.947
2021-03-21,15.947
2021-03-22,15.963
2021-03-23,16.007
2021-03-24,15.943
2021-03-25,16.073
2021-03-26,15.949
2021-03-27,15.949
2021-03-28,15.949
2021-03-29,16.281
2021-03-30,16.151
2021-03-31,16.103
2021-04-01,16.339
2021-04-02,16.339
2021-04-03,16.339
2021-04-04,16.339
2021-04-05,16.735
2021-04-06,16.497
2021-04-07,16.443
2021-04-08,16.401
2021-04-09,16.449
2021-04-10,16.449
2021-04-11,16.449
2021-04-12,16.603
2021-04-13,16.505
2021-04-14,16.557
2021-04-15,16.669
2021-04-16,16.931
2021-04-17,16.931
2021-04-18,16.931
2021-04-19,16.963
2021-04-20,16.675
2021-04-21,16.785
2021-04-22,16.739
2021-04-23,16.669
2021-04-24,16.669
2021-04-25,16.669
2021-04-26,16.537
2021-04-27,16.575
2021-04-28,16.355
2021-04-29,16.665
2021-04-30,16.587
2021-05-01,16.587
2021-05-02,16.587
2021-05-03,16.771
2021-05-04,17.118
2021-05-05,16.741
2021-05-06,16.809
2021-05-07,16.819
2021-05-08,16.819
2021-05-09,16.819
2021-05-10,16.669
2021-05-11,16.337
2021-05-12,16.135
2021-05-13,16.619
2021-05-14,16.627
2021-05-15,16.627
2021-05-16,16.627
2021-05-17,16.649
2021-05-18,16.469
2021-05-19,16.265
2021-05-20,16.409
2021-05-21,16.385
2021-05-22,16.385
2021-05-23,16.385
2021-05-24,16.434
2021-05-25,16.026
2021-05-26,16.023
2021-05-27,15.98
2021-05-28,15.881
2021-05-29,15.881
2021-05-30,15.881
2021-05-31,15.881
2021-06-01,15.887
2021-06-02,16.094
2021-06-03,15.935
2021-06-04,16.008
2021-06-05,16.008
2021-06-06,16.008
2021-06-07,16.111
2021-06-08,16.16
2021-06-09,16.373
2021-06-10,16.527
2021-06-11,16.512
2021-06-12,16.512
2021-06-13,16.512
2021-06-14,16.469
2021-06-15,16.508
2021-06-16,16.514
2021-06-17,16.495
2021-06-18,16.286
2021-06-19,16.286
2021-06-20,16.286
2021-06-21,16.501
2021-06-22,16.57
2021-06-23,16.295
2021-06-24,16.17
2021-06-25,16.359
2021-06-26,16.359
2021-06-27,16.359
2021-06-28,16.05
2021-06-29,15.916
2021-06-30,15.929
2021-07-01,16.118
2021-07-02,16.222
2021-07-03,16.222
2021-07-04,16.222
2021-07-05,16.222
2021-07-06,16.297
2021-07-07,16.634
2021-07-08,16.507
2021-07-09,16.606
2021-07-10,16.606
2021-07-11,16.606
2021-07-12,16.673
2021-07-13,16.652
2021-07-14,16.73
2021-07-15,16.848
2021-07-16,16.866
2021-07-17,16.866
2021-07-18,16.866
2021-07-19,16.433
2021-07-20,16.669
2021-07-21,16.596
2021-07-22,16.592
2021-07-23,16.762
2021-07-24,16.762
2021-07-25,16.762
2021-07-26,16.781
2021-07-27,16.779
2021-07-28,16.805
2021-07-29,16.766
2021-07-30,16.031
2021-07-31,16.031
2021-08-01,16.031
2021-08-02,15.986
2021-08-03,15.422
2021-08-04,15.28
2021-08-05,15.282
2021-08-06,15.239
2021-08-07,15.239
2021-08-08,15.239
2021-08-09,15.088
2021-08-10,15.131
2021-08-11,15.23
2021-08-12,15.194
2021-08-13,15.084
2021-08-14,15.084
2021-08-15,15.084
2021-08-16,15.251
2021-08-17,15.273
2021-08-18,14.95
2021-08-19,15.206
2021-08-20,15.382
2021-08-21,15.382
2021-08-22,15.382
2021-08-23,15.206
2021-08-24,15.159
2021-08-25,15.221
2021-08-26,15.065
2021-08-27,15.142
2021-08-28,15.142
2021-08-29,15.142
2021-08-30,15.157
2021-08-31,15.184
2021-09-01,15.29
2021-09-02,15.503
2021-09-03,15.409
2021-09-04,15.409
2021-09-05,15.409
2021-09-06,15.409
2021-09-07,15.183
2021-09-08,15.34
2021-09-09,15.266
2021-09-10,15.107
2021-09-11,15.107
2021-09-12,15.107
2021-09-13,15.246
2021-09-14,14.825
2021-09-15,14.93
2021-09-16,14.853
2021-09-17,14.817
2021-09-18,14.817
2021-09-19,14.817
2021-09-20,14.799
2021-09-21,14.473
2021-09-22,14.53
2021-09-23,14.539
2021-09-24,14.671
2021-09-25,14.671
2021-09-26,14.671
2021-09-27,14.732
2021-09-28,14.549
2021-09-29,14.728
2021-09-30,14.71
2021-10-01,14.981
2021-10-02,14.981
2021-10-03,14.981
2021-10-04,15.062
2021-10-05,14.724
2021-10-06,14.805
2021-10-07,14.938
2021-10-08,14.904
2021-10-09,14.904
2021-10-10,14.904
2021-10-11,14.812
2021-10-12,14.788
2021-10-13,14.81
2021-10-14,14.875
2021-10-15,14.932
2021-10-16,14.932
2021-10-17,14.932
2021-10-18,14.957
2021-10-19,14.981
2021-10-20,15.014
2021-10-21,15.377
2021-10-22,15.348
2021-10-23,15.348
2021-10-24,15.348
2021-10-25,15.479
2021-10-26,15.29
2021-10-27,14.744
2021-10-28,14.905
2021-10-29,15.969
2021-10-30,15.969
2021-10-31,15.969
2021-11-01,16.29
2021-11-02,16.323
2021-11-03,16.052
2021-11-04,16.178
2021-11-05,16.063
2021-11-06,16.063
2021-11-07,16.063
2021-11-08,16.235
2021-11-09,16.252
2021-11-10,16.333
2021-11-11,16.424
2021-11-12,16.697
2021-11-13,16.697
2021-11-14,16.697
2021-11-15,16.545
2021-11-16,16.467
2021-11-17,16.506
2021-11-18,16.134
2021-11-19,16.231
2021-11-20,16.231
2021-11-21,16.231
2021-11-22,16.441
2021-11-23,16.348
2021-11-24,16.166
2021-11-25,16.166
2021-11-26,15.833
2021-11-27,15.833
2021-11-28,15.833
2021-11-29,15.996
2021-11-30,15.599
2021-12-01,15.593
2021-12-02,16.058
2021-12-03,15.98
2021-12-04,15.98
2021-12-05,15.98
2021-12-06,16.061
2021-12-07,16.017
2021-12-08,15.878
2021-12-09,15.515
2021-12-10,15.495
2021-12-11,15.495
2021-12-12,15.495
2021-12-13,15.738
2021-12-14,15.625
2021-12-15,15.423
2021-12-16,15.384
2021-12-17,15.233
2021-12-18,15.233
2021-12-19,15.233
2021-12-20,15.094
2021-12-21,15.296
2021-12-22,15.317
2021-12-23,15.43
2021-12-24,15.43
2021-12-25,15.43
2021-12-26,15.43
2021-12-27,15.616
2021-12-28,15.742
2021-12-29,15.833
2021-12-30,15.802
2021-12-31,15.763
2022-01-01,15.763
2022-01-02,15.763
2022-01-03,16.397
2022-01-04,16.796
2022-01-05,16.504
2022-01-06,16.186
2022-01-07,16.262
2022-01-08,16.262
2022-01-09,16.262
2022-01-10,16.097
2022-01-11,16.073
2022-01-12,15.95
2022-01-13,16.05
2022-01-14,16.549
2022-01-15,16.549
2022-01-16,16.549
2022-01-17,16.549
2022-01-18,16.383
2022-01-19,16.199
2022-01-20,15.959
2022-01-21,15.886
2022-01-22,15.886
2022-01-23,15.886
2022-01-24,15.949
2022-01-25,15.723
2022-01-26,15.502
2022-01-27,15.102
2022-01-28,13.892
2022-01-29,13.892
2022-01-30,13.892
2022-01-31,14.364
2022-02-01,14.36
2022-02-02,14.613
2022-02-03,14.405
2022-02-04,14.451
2022-02-05,14.451
2022-02-06,14.451
2022-02-07,14.254
2022-02-08,14.144
2022-02-09,14.257
2022-02-10,14.207
2022-02-11,14.173
2022-02-12,14.173
2022-02-13,14.173
2022-02-14,14.11
2022-02-15,13.993
2022-02-16,14.042
2022-02-17,14.023
2022-02-18,13.864
2022-02-19,13.864
2022-02-20,13.864
2022-02-21,13.864
2022-02-22,13.55
2022-02-23,13.379
2022-02-24,14.264
2022-02-25,14.501
2022-02-26,14.501
2022-02-27,14.501
2022-02-28,15.318
2022-03-01,15.657
2022-03-02,15.492
2022-03-03,15.688
2022-03-04,16.388
2022-03-05,16.388
2022-03-06,16.388
2022-03-07,16.504
2022-03-08,15.826
2022-03-09,15.851
2022-03-10,15.909
2022-03-11,15.814
2022-03-12,15.814
2022-03-13,15.814
2022-03-14,15.846
2022-03-15,16.123
2022-03-16,15.884
2022-03-17,16.145
2022-03-18,16.406
2022-03-19,16.406
2022-03-20,16.406
2022-03-21,16.174
2022-03-22,16.208
2022-03-23,16.261
2022-03-24,16.493
2022-03-25,16.645
2022-03-26,16.645
2022-03-27,16.645
2022-03-28,16.785
2022-03-29,16.408
2022-03-30,16.923
2022-03-31,16.626
2022-04-01,16.904
2022-04-02,16.904
2022-04-03,16.904
2022-04-04,16.705
2022-04-05,16.616
2022-04-06,16.753
2022-04-07,16.914
2022-04-08,16.817
2022-04-09,16.817
2022-04-10,16.817
2022-04-11,16.732
2022-04-12,16.575
2022-04-13,16.828
2022-04-14,16.772
2022-04-15,16.772
2022-04-16,16.772
2022-04-17,16.772
2022-04-18,16.625
2022-04-19,16.696
2022-04-20,17.168
2022-04-21,17.177
2022-04-22,16.818
2022-04-23,16.818
2022-04-24,16.818
2022-04-25,16.694
2022-04-26,16.549
2022-04-27,16.373
2022-04-28,16.113
2022-04-29,15.759
2022-04-30,15.759
2022-05-01,15.759
2022-05-02,15.918
2022-05-03,16.07
2022-05-04,16.732
2022-05-05,16.491
2022-05-06,16.282
2022-05-07,16.282
2022-05-08,16.282
2022-05-09,15.715
2022-05-10,15.769
2022-05-11,15.431
2022-05-12,15.371
2022-05-13,15.547
2022-05-14,15.547
2022-05-15,15.547
2022-05-16,15.871
2022-05-17,16.097
2022-05-18,15.39
2022-05-19,15.607
2022-05-20,15.468
2022-05-21,15.468
2022-05-22,15.468
2022-05-23,15.94
2022-05-24,16.619
2022-05-25,16.661
2022-05-26,17.02
2022-05-27,17.1
2022-05-28,17.1
2022-05-29,17.1
2022-05-30,17.1
2022-05-31,16.903
2022-06-01,16.789
2022-06-02,17.192
2022-06-03,17.141
2022-06-04,17.141
2022-06-05,17.141
2022-06-06,17.384
2022-06-07,17.599
2022-06-08,17.23
2022-06-09,17.073
2022-06-10,16.83
2022-06-11,16.83
2022-06-12,16.83
2022-06-13,16.51
2022-06-14,16.341
2022-06-15,16.574
2022-06-16,16.074
2022-06-17,16.164
2022-06-18,16.164
2022-06-19,16.164
2022-06-20,16.164
2022-06-21,16.787
2022-06-22,16.867
2022-06-23,16.931
2022-06-24,17.839
2022-06-25,17.839
2022-06-26,17.839
2022-06-27,17.674
2022-06-28,17.449
2022-06-29,17.821
2022-06-30,18.189
2022-07-01,18.689
2022-07-02,18.689
2022-07-03,18.689
2022-07-04,18.689
2022-07-05,18.141
2022-07-06,18.44
2022-07-07,18.536
2022-07-08,18.567
2022-07-09,18.567
2022-07-10,18.567
2022-07-11,18.467
2022-07-12,18.168
2022-07-13,18.073
2022-07-14,18.124
2022-07-15,18.14
2022-07-16,18.14
2022-07-17,18.14
2022-07-18,18.087
2022-07-19,18.616
2022-07-20,18.69
2022-07-21,18.736
2022-07-22,18.937
2022-07-23,18.937
2022-07-24,18.937
2022-07-25,19.096
2022-07-26,19.114
2022-07-27,18.925
2022-07-28,19.212
2022-07-29,19.189
2022-07-30,19.189
2022-07-31,19.189
2022-08-01,19.153
2022-08-02,19.273
2022-08-03,19.303
2022-08-04,19.066
2022-08-05,19.066
2022-08-06,19.066
2022-08-07,19.066
2022-08-08,18.926
2022-08-09,19.197
2022-08-10,19.275
2022-08-11,19.028
2022-08-12,19.332
2022-08-13,19.332
2022-08-14,19.332
2022-08-15,19.808
2022-08-16,19.78
2022-08-17,19.796
2022-08-18,19.98
2022-08-19,19.97
2022-08-20,19.97
2022-08-21,19.97
2022-08-22,19.77
2022-08-23,19.736
2022-08-24,19.867
2022-08-25,19.839
2022-08-26,19.548
2022-08-27,19.548
2022-08-28,19.548
2022-08-29,19.296
2022-08-30,19.252
2022-08-31,19.304
2022-09-01,19.415
2022-09-02,19.189
2022-09-03,19.189
2022-09-04,19.189
2022-09-05,19.189
2022-09-06,19.254
2022-09-07,19.5
2022-09-08,19.369
2022-09-09,19.653
2022-09-10,19.653
2022-09-11,19.653
2022-09-12,19.633
2022-09-13,19.139
2022-09-14,19.155
2022-09-15,18.622
2022-09-16,19.19
2022-09-17,19.19
2022-09-18,19.19
2022-09-19,19.337
2022-09-20,19.276
2022-09-21,19.145
2022-09-22,19.057
2022-09-23,18.783
2022-09-24,18.783
2022-09-25,18.783
2022-09-26,18.662
2022-09-27,18.553
2022-09-28,18.817
2022-09-29,18.559
2022-09-30,18.594
2022-10-01,18.594
2022-10-02,18.594
2022-10-03,19.323
2022-10-04,19.568
2022-10-05,19.663
2022-10-06,19.445
2022-10-07,19.578
2022-10-08,19.578
2022-10-09,19.578
2022-10-10,19.518
2022-10-11,19.471
2022-10-12,19.023
2022-10-13,19.413
2022-10-14,19.051
2022-10-15,19.051
2022-10-16,19.051
2022-10-17,19.475
2022-10-18,20.374
2022-10-19,19.852
2022-10-20,20.039
2022-10-21,20.337
2022-10-22,20.337
2022-10-23,20.337
2022-10-24,20.243
2022-10-25,20.348
2022-10-26,20.627
2022-10-27,20.775
2022-10-28,21.765
2022-10-29,21.765
2022-10-30,21.765
2022-10-31,21.875
2022-11-01,21.73
2022-11-02,21.804
2022-11-03,21.841
2022-11-04,21.465
2022-11-05,21.465
2022-11-06,21.465
2022-11-07,21.94
2022-11-08,22.163
2022-11-09,22.081
2022-11-10,22.35
2022-11-11,20.827
2022-11-12,20.827
2022-11-13,20.827
2022-11-14,21.299
2022-11-15,20.906
2022-11-16,21.389
2022-11-17,21.165
2022-11-18,21.493
2022-11-19,21.493
2022-11-20,21.493
2022-11-21,21.495
2022-11-22,21.531
2022-11-23,21.269
2022-11-24,21.269
2022-11-25,21.65
2022-11-26,21.65
2022-11-27,21.65
2022-11-28,21.539
2022-11-29,21.261
2022-11-30,21.327
2022-12-01,21.423
2022-12-02,21.736
2022-12-03,21.736
2022-12-04,21.736
2022-12-05,21.549
2022-12-06,21.569
2022-12-07,21.297
2022-12-08,21.299
2022-12-09,21.012
2022-12-10,21.012
2022-12-11,21.012
2022-12-12,21.06
2022-12-13,20.911
2022-12-14,21.189
2022-12-15,20.875
2022-12-16,20.813
2022-12-17,20.813
2022-12-18,20.813
2022-12-19,20.755
2022-12-20,20.759
2022-12-21,21.017
2022-12-22,20.823
2022-12-23,20.921
2022-12-24,20.921
2022-12-25,20.921
2022-12-26,20.921
2022-12-27,20.959
2022-12-28,20.783
2022-12-29,20.867
2022-12-30,20.933
2022-12-31,20.933
2023-01-01,20.933
2023-01-02,20.933
2023-01-03,20.945
2023-01-04,20.869
2023-01-05,20.565
2023-01-06,20.661
2023-01-07,20.661
2023-01-08,20.661
2023-01-09,19.412
2023-01-10,19.507
2023-01-11,19.504
2023-01-12,19.217
2023-01-13,19.126
2023-01-14,19.126
2023-01-15,19.126
2023-01-16,19.126
2023-01-17,19.096
2023-01-18,18.945
2023-01-19,18.642
2023-01-20,18.917
2023-01-21,18.917
2023-01-22,18.917
2023-01-23,19.036
2023-01-24,19.413
2023-01-25,19.607
2023-01-26,19.611
2023-01-27,18.732
2023-01-28,18.732
2023-01-29,18.732
2023-01-30,18.834
2023-01-31,19.024
2023-02-01,19.155
2023-02-02,19.175
2023-02-03,19.45
2023-02-04,19.45
2023-02-05,19.45
2023-02-06,19.326
2023-02-07,19.463
2023-02-08,19.356
2023-02-09,19.277
2023-02-10,19.546
2023-02-11,19.546
2023-02-12,19.546
2023-02-13,19.38
2023-02-14,19.184
2023-02-15,19.497
2023-02-16,19.509
2023-02-17,19.598
2023-02-18,19.598
2023-02-19,19.598
2023-02-20,19.598
2023-02-21,19.614
2023-02-22,19.527
2023-02-23,19.368
2023-02-24,19.324
2023-02-25,19.324
2023-02-26,19.324
2023-02-27,19.255
2023-02-28,19.128
2023-03-01,19.275
2023-03-02,19.435
2023-03-03,19.471
2023-03-04,19.471
2023-03-05,19.471
2023-03-06,19.441
2023-03-07,19.293
2023-03-08,18.685
2023-03-09,18.481
2023-03-10,18.285
2023-03-11,18.285
2023-03-12,18.285
2023-03-13,18.124
2023-03-14,18.445
2023-03-15,18.225
2023-03-16,18.29
2023-03-17,17.875
2023-03-18,17.875
2023-03-19,17.875
2023-03-20,18.261
2023-03-21,18.461
2023-03-22,18.213
2023-03-23,18.191
2023-03-24,18.356
2023-03-25,18.356
2023-03-26,18.356
2023-03-27,18.52
2023-03-28,18.5
2023-03-29,18.663
2023-03-30,18.52
2023-03-31,18.712
2023-04-01,18.712
2023-04-02,18.712
2023-04-03,19.18
2023-04-04,19.16
2023-04-05,19.155
2023-04-06,19.286
2023-04-07,19.286
2023-04-08,19.286
2023-04-09,19.286
2023-04-10,19.528
2023-04-11,19.405
2023-04-12,19.485
2023-04-13,19.612
2023-04-14,19.56
2023-04-15,19.56
2023-04-16,19.56
2023-04-17,19.548
2023-04-18,19.685
2023-04-19,19.818
2023-04-20,19.869
2023-04-21,19.961
2023-04-22,19.961
2023-04-23,19.961
2023-04-24,19.455
2023-04-25,19.387
2023-04-26,18.975
2023-04-27,19.338
2023-04-28,19.304
2023-04-29,19.304
2023-04-30,19.304
2023-05-01,19.554
2023-05-02,18.685
2023-05-03,18.846
2023-05-04,18.57
2023-05-05,18.772
2023-05-06,18.772
2023-05-07,18.772
2023-05-08,18.443
2023-05-09,18.63
2023-05-10,18.81
2023-05-11,18.58
2023-05-12,18.725
2023-05-13,18.725
2023-05-14,18.725
2023-05-15,18.719
2023-05-16,18.493
2023-05-17,18.769
2023-05-18,18.826
2023-05-19,18.687
2023-05-20,18.687
2023-05-21,18.687
2023-05-22,18.79
2023-05-23,18.856
2023-05-24,18.538
2023-05-25,18.172
2023-05-26,19.399
2023-05-27,19.399
2023-05-28,19.399
2023-05-29,19.399
2023-05-30,19.647
2023-05-31,20.062
2023-06-01,20.151
2023-06-02,20.739
2023-06-03,20.739
2023-06-04,20.739
2023-06-05,20.635
2023-06-06,20.634
2023-06-07,20.604
2023-06-08,20.765
2023-06-09,20.667
2023-06-10,20.667
2023-06-11,20.667
2023-06-12,20.753
2023-06-13,21.173
2023-06-14,21.161
2023-06-15,21.487
2023-06-16,21.734
2023-06-17,21.734
2023-06-18,21.734
2023-06-19,21.734
2023-06-20,21.922
2023-06-21,21.916
2023-06-22,21.958
2023-06-23,21.5
2023-06-24,21.5
2023-06-25,21.5
2023-06-26,21.736
2023-06-27,21.79
2023-06-28,21.708
2023-06-29,21.98
2023-06-30,22.296
2023-07-01,22.296
2023-07-02,22.296
2023-07-03,22.374
2023-07-04,22.374
2023-07-05,22.428
2023-07-06,22.284
2023-07-07,22.384
2023-07-08,22.384
2023-07-09,22.384
2023-07-10,22.502
2023-07-11,22.715
2023-07-12,22.421
2023-07-13,22.489
2023-07-14,22.629
2023-07-15,22.629
2023-07-16,22.629
2023-07-17,22.839
2023-07-18,23.084
2023-07-19,23.178
2023-07-20,23.22
2023-07-21,23.136
2023-07-22,23.136
2023-07-23,23.136
2023-07-24,23.144
2023-07-25,23.214
2023-07-26,23.276
2023-07-27,22.763
2023-07-28,23.901
2023-07-29,23.901
2023-07-30,23.901
2023-07-31,23.767
2023-08-01,24.209
2023-08-02,24.284
2023-08-03,24.446
2023-08-04,24.083
2023-08-05,24.083
2023-08-06,24.083
2023-08-07,24.209
2023-08-08,23.833
2023-08-09,23.774
2023-08-10,23.602
2023-08-11,23.663
2023-08-12,23.663
2023-08-13,23.663
2023-08-14,24.041
2023-08-15,23.98
2023-08-16,23.575
2023-08-17,22.62
2023-08-18,22.397
2023-08-19,22.397
