,SLGN US Equity
2020-11-21,9.649
2020-11-22,9.649
2020-11-23,9.713
2020-11-24,9.719
2020-11-25,9.55
2020-11-26,9.55
2020-11-27,9.587
2020-11-28,9.587
2020-11-29,9.587
2020-11-30,9.528
2020-12-01,9.7
2020-12-02,9.587
2020-12-03,9.59
2020-12-04,9.829
2020-12-05,9.829
2020-12-06,9.829
2020-12-07,9.866
2020-12-08,9.852
2020-12-09,9.979
2020-12-10,9.942
2020-12-11,9.998
2020-12-12,9.998
2020-12-13,9.998
2020-12-14,9.979
2020-12-15,10.106
2020-12-16,10.235
2020-12-17,10.278
2020-12-18,10.306
2020-12-19,10.306
2020-12-20,10.306
2020-12-21,10.255
2020-12-22,10.238
2020-12-23,10.286
2020-12-24,10.387
2020-12-25,10.387
2020-12-26,10.387
2020-12-27,10.387
2020-12-28,10.309
2020-12-29,10.306
2020-12-30,10.444
2020-12-31,10.452
2021-01-01,10.452
2021-01-02,10.452
2021-01-03,10.452
2021-01-04,10.32
2021-01-05,10.41
2021-01-06,10.822
2021-01-07,10.7
2021-01-08,10.489
2021-01-09,10.489
2021-01-10,10.489
2021-01-11,10.458
2021-01-12,10.489
2021-01-13,10.323
2021-01-14,10.227
2021-01-15,10.168
2021-01-16,10.168
2021-01-17,10.168
2021-01-18,10.168
2021-01-19,10.199
2021-01-20,10.359
2021-01-21,10.407
2021-01-22,11.083
2021-01-23,11.083
2021-01-24,11.083
2021-01-25,10.881
2021-01-26,10.751
2021-01-27,10.647
2021-01-28,9.906
2021-01-29,10.038
2021-01-30,10.038
2021-01-31,10.038
2021-02-01,10.308
2021-02-02,10.255
2021-02-03,10.154
2021-02-04,10.176
2021-02-05,10.385
2021-02-06,10.385
2021-02-07,10.385
2021-02-08,10.581
2021-02-09,10.553
2021-02-10,10.672
2021-02-11,10.528
2021-02-12,10.685
2021-02-13,10.685
2021-02-14,10.685
2021-02-15,10.685
2021-02-16,10.586
2021-02-17,10.534
2021-02-18,10.627
2021-02-19,10.658
2021-02-20,10.658
2021-02-21,10.658
2021-02-22,10.506
2021-02-23,10.63
2021-02-24,10.663
2021-02-25,10.517
2021-02-26,10.349
2021-02-27,10.349
2021-02-28,10.349
2021-03-01,10.694
2021-03-02,10.779
2021-03-03,10.757
2021-03-04,10.688
2021-03-05,11.126
2021-03-06,11.126
2021-03-07,11.126
2021-03-08,11.498
2021-03-09,11.713
2021-03-10,11.655
2021-03-11,11.371
2021-03-12,11.575
2021-03-13,11.575
2021-03-14,11.575
2021-03-15,11.898
2021-03-16,11.87
2021-03-17,11.829
2021-03-18,11.657
2021-03-19,11.466
2021-03-20,11.466
2021-03-21,11.466
2021-03-22,11.668
2021-03-23,11.502
2021-03-24,11.58
2021-03-25,11.845
2021-03-26,11.889
2021-03-27,11.889
2021-03-28,11.889
2021-03-29,12.003
2021-03-30,11.809
2021-03-31,11.618
2021-04-01,11.607
2021-04-02,11.607
2021-04-03,11.607
2021-04-04,11.607
2021-04-05,11.71
2021-04-06,11.801
2021-04-07,11.624
2021-04-08,11.624
2021-04-09,11.641
2021-04-10,11.641
2021-04-11,11.641
2021-04-12,11.688
2021-04-13,11.701
2021-04-14,11.679
2021-04-15,11.74
2021-04-16,12.039
2021-04-17,12.039
2021-04-18,12.039
2021-04-19,12.083
2021-04-20,12.055
2021-04-21,12.213
2021-04-22,12.069
2021-04-23,12.127
2021-04-24,12.127
2021-04-25,12.127
2021-04-26,11.972
2021-04-27,11.914
2021-04-28,11.408
2021-04-29,11.433
2021-04-30,11.394
2021-05-01,11.394
2021-05-02,11.394
2021-05-03,11.497
2021-05-04,11.526
2021-05-05,11.679
2021-05-06,11.648
2021-05-07,11.678
2021-05-08,11.678
2021-05-09,11.678
2021-05-10,11.629
2021-05-11,11.647
2021-05-12,11.47
2021-05-13,11.77
2021-05-14,11.691
2021-05-15,11.691
2021-05-16,11.691
2021-05-17,11.84
2021-05-18,11.81
2021-05-19,11.57
2021-05-20,11.688
2021-05-21,11.675
2021-05-22,11.675
2021-05-23,11.675
2021-05-24,11.667
2021-05-25,11.507
2021-05-26,11.421
2021-05-27,11.402
2021-05-28,11.421
2021-05-29,11.421
2021-05-30,11.421
2021-05-31,11.421
2021-06-01,11.489
2021-06-02,11.418
2021-06-03,11.424
2021-06-04,11.475
2021-06-05,11.475
2021-06-06,11.475
2021-06-07,11.237
2021-06-08,11.237
2021-06-09,11.275
2021-06-10,11.426
2021-06-11,11.54
2021-06-12,11.54
2021-06-13,11.54
2021-06-14,11.41
2021-06-15,11.454
2021-06-16,11.318
2021-06-17,11.15
2021-06-18,10.982
2021-06-19,10.982
2021-06-20,10.982
2021-06-21,11.112
2021-06-22,11.291
2021-06-23,11.185
2021-06-24,11.096
2021-06-25,11.288
2021-06-26,11.288
2021-06-27,11.288
2021-06-28,11.169
2021-06-29,11.161
2021-06-30,11.25
2021-07-01,11.207
2021-07-02,11.234
2021-07-03,11.234
2021-07-04,11.234
2021-07-05,11.234
2021-07-06,11.169
2021-07-07,11.28
2021-07-08,11.163
2021-07-09,11.288
2021-07-10,11.288
2021-07-11,11.288
2021-07-12,11.234
2021-07-13,11.055
2021-07-14,11.05
2021-07-15,11.066
2021-07-16,10.976
2021-07-17,10.976
2021-07-18,10.976
2021-07-19,10.795
2021-07-20,10.795
2021-07-21,10.713
2021-07-22,10.61
2021-07-23,10.583
2021-07-24,10.583
2021-07-25,10.583
2021-07-26,10.727
2021-07-27,10.67
2021-07-28,10.711
2021-07-29,10.598
2021-07-30,10.701
2021-07-31,10.701
2021-08-01,10.701
2021-08-02,10.503
2021-08-03,10.524
2021-08-04,10.431
2021-08-05,10.463
2021-08-06,10.479
2021-08-07,10.479
2021-08-08,10.479
2021-08-09,10.629
2021-08-10,10.841
2021-08-11,10.965
2021-08-12,10.922
2021-08-13,11.031
2021-08-14,11.031
2021-08-15,11.031
2021-08-16,11.213
2021-08-17,11.044
2021-08-18,11.012
2021-08-19,10.907
2021-08-20,11.01
2021-08-21,11.01
2021-08-22,11.01
2021-08-23,10.975
2021-08-24,11.099
2021-08-25,11.213
2021-08-26,11.128
2021-08-27,11.187
2021-08-28,11.187
2021-08-29,11.187
2021-08-30,11.292
2021-08-31,11.242
2021-09-01,11.25
2021-09-02,11.353
2021-09-03,11.353
2021-09-04,11.353
2021-09-05,11.353
2021-09-06,11.353
2021-09-07,11.041
2021-09-08,11.093
2021-09-09,10.895
2021-09-10,10.911
2021-09-11,10.911
2021-09-12,10.911
2021-09-13,10.768
2021-09-14,10.659
2021-09-15,10.844
2021-09-16,10.799
2021-09-17,10.455
2021-09-18,10.455
2021-09-19,10.455
2021-09-20,10.524
2021-09-21,10.505
2021-09-22,10.426
2021-09-23,10.402
2021-09-24,9.769
2021-09-25,9.769
2021-09-26,9.769
2021-09-27,9.767
2021-09-28,9.732
2021-09-29,9.734
2021-09-30,9.15
2021-10-01,8.98
2021-10-02,8.98
2021-10-03,8.98
2021-10-04,9.171
2021-10-05,9.262
2021-10-06,9.531
2021-10-07,9.713
2021-10-08,9.589
2021-10-09,9.589
2021-10-10,9.589
2021-10-11,9.474
2021-10-12,9.491
2021-10-13,9.486
2021-10-14,9.703
2021-10-15,9.686
2021-10-16,9.686
2021-10-17,9.686
2021-10-18,9.603
2021-10-19,9.574
2021-10-20,9.622
2021-10-21,9.53
2021-10-22,9.477
2021-10-23,9.477
2021-10-24,9.477
2021-10-25,9.335
2021-10-26,9.281
2021-10-27,9.576
2021-10-28,9.613
2021-10-29,9.541
2021-10-30,9.541
2021-10-31,9.541
2021-11-01,9.518
2021-11-02,9.729
2021-11-03,10.033
2021-11-04,9.876
2021-11-05,9.734
2021-11-06,9.734
2021-11-07,9.734
2021-11-08,9.738
2021-11-09,9.869
2021-11-10,9.852
2021-11-11,9.966
2021-11-12,10.059
2021-11-13,10.059
2021-11-14,10.059
2021-11-15,10.139
2021-11-16,10.244
2021-11-17,10.251
2021-11-18,10.052
2021-11-19,10.016
2021-11-20,10.016
2021-11-21,10.016
2021-11-22,10.04
2021-11-23,9.698
2021-11-24,9.675
2021-11-25,9.675
2021-11-26,9.744
2021-11-27,9.744
2021-11-28,9.744
2021-11-29,9.758
2021-11-30,9.523
2021-12-01,9.441
2021-12-02,9.588
2021-12-03,9.613
2021-12-04,9.613
2021-12-05,9.613
2021-12-06,9.767
2021-12-07,9.702
2021-12-08,9.59
2021-12-09,9.546
2021-12-10,9.682
2021-12-11,9.682
2021-12-12,9.682
2021-12-13,9.576
2021-12-14,9.583
2021-12-15,9.723
2021-12-16,9.755
2021-12-17,9.719
2021-12-18,9.719
2021-12-19,9.719
2021-12-20,9.612
2021-12-21,9.628
2021-12-22,9.617
2021-12-23,9.575
2021-12-24,9.575
2021-12-25,9.575
2021-12-26,9.575
2021-12-27,9.749
2021-12-28,9.885
2021-12-29,9.98
2021-12-30,9.943
2021-12-31,9.973
2022-01-01,9.973
2022-01-02,9.973
2022-01-03,9.859
2022-01-04,9.919
2022-01-05,9.985
2022-01-06,9.924
2022-01-07,9.878
2022-01-08,9.878
2022-01-09,9.878
2022-01-10,9.892
2022-01-11,9.829
2022-01-12,9.821
2022-01-13,9.983
2022-01-14,9.96
2022-01-15,9.96
2022-01-16,9.96
2022-01-17,9.96
2022-01-18,9.872
2022-01-19,10.046
2022-01-20,9.872
2022-01-21,9.714
2022-01-22,9.714
2022-01-23,9.714
2022-01-24,9.573
2022-01-25,9.612
2022-01-26,9.49
2022-01-27,9.956
2022-01-28,10.001
2022-01-29,10.001
2022-01-30,10.001
2022-01-31,10.064
2022-02-01,10.221
2022-02-02,10.021
2022-02-03,9.974
2022-02-04,9.917
2022-02-05,9.917
2022-02-06,9.917
2022-02-07,9.787
2022-02-08,9.809
2022-02-09,9.753
2022-02-10,9.664
2022-02-11,9.52
2022-02-12,9.52
2022-02-13,9.52
2022-02-14,9.558
2022-02-15,9.576
2022-02-16,9.607
2022-02-17,9.567
2022-02-18,9.511
2022-02-19,9.511
2022-02-20,9.511
2022-02-21,9.511
2022-02-22,9.421
2022-02-23,9.354
2022-02-24,9.233
2022-02-25,9.451
2022-02-26,9.451
2022-02-27,9.451
2022-02-28,9.39
2022-03-01,9.188
2022-03-02,9.231
2022-03-03,9.298
2022-03-04,9.379
2022-03-05,9.379
2022-03-06,9.379
2022-03-07,9.507
2022-03-08,9.381
2022-03-09,9.502
2022-03-10,9.554
2022-03-11,9.599
2022-03-12,9.599
2022-03-13,9.599
2022-03-14,9.883
2022-03-15,9.984
2022-03-16,10.09
2022-03-17,10.148
2022-03-18,10.124
2022-03-19,10.124
2022-03-20,10.124
2022-03-21,10.373
2022-03-22,10.362
2022-03-23,10.13
2022-03-24,10.164
2022-03-25,10.396
2022-03-26,10.396
2022-03-27,10.396
2022-03-28,10.38
2022-03-29,10.362
2022-03-30,10.423
2022-03-31,10.403
2022-04-01,10.4
2022-04-02,10.4
2022-04-03,10.4
2022-04-04,10.274
2022-04-05,10.207
2022-04-06,10.369
2022-04-07,10.256
2022-04-08,10.306
2022-04-09,10.306
2022-04-10,10.306
2022-04-11,10.319
2022-04-12,10.157
2022-04-13,10.265
2022-04-14,10.225
2022-04-15,10.225
2022-04-16,10.225
2022-04-17,10.225
2022-04-18,10.066
2022-04-19,10.217
2022-04-20,10.402
2022-04-21,10.418
2022-04-22,10.243
2022-04-23,10.243
2022-04-24,10.243
2022-04-25,10.067
2022-04-26,9.863
2022-04-27,9.742
2022-04-28,9.806
2022-04-29,9.636
2022-04-30,9.636
2022-05-01,9.636
2022-05-02,9.664
2022-05-03,9.805
2022-05-04,10.037
2022-05-05,10.12
2022-05-06,9.811
2022-05-07,9.811
2022-05-08,9.811
2022-05-09,9.681
2022-05-10,9.523
2022-05-11,9.379
2022-05-12,9.324
2022-05-13,9.355
2022-05-14,9.355
2022-05-15,9.355
2022-05-16,9.46
2022-05-17,9.559
2022-05-18,9.322
2022-05-19,9.131
2022-05-20,9.159
2022-05-21,9.159
2022-05-22,9.159
2022-05-23,9.193
2022-05-24,9.401
2022-05-25,9.231
2022-05-26,9.414
2022-05-27,9.619
2022-05-28,9.619
2022-05-29,9.619
2022-05-30,9.619
2022-05-31,9.476
2022-06-01,9.612
2022-06-02,9.762
2022-06-03,9.813
2022-06-04,9.813
2022-06-05,9.813
2022-06-06,9.792
2022-06-07,9.896
2022-06-08,9.749
2022-06-09,9.602
2022-06-10,9.448
2022-06-11,9.448
2022-06-12,9.448
2022-06-13,9.117
2022-06-14,9.082
2022-06-15,8.985
2022-06-16,8.652
2022-06-17,8.652
2022-06-18,8.652
2022-06-19,8.652
2022-06-20,8.652
2022-06-21,8.652
2022-06-22,8.604
2022-06-23,8.713
2022-06-24,9.182
2022-06-25,9.182
2022-06-26,9.182
2022-06-27,9.214
2022-06-28,9.074
2022-06-29,9.052
2022-06-30,8.944
2022-07-01,9.087
2022-07-02,9.087
2022-07-03,9.087
2022-07-04,9.087
2022-07-05,8.931
2022-07-06,8.912
2022-07-07,8.866
2022-07-08,8.403
2022-07-09,8.403
2022-07-10,8.403
2022-07-11,8.472
2022-07-12,8.62
2022-07-13,8.542
2022-07-14,8.548
2022-07-15,8.507
2022-07-16,8.507
2022-07-17,8.507
2022-07-18,8.563
2022-07-19,8.866
2022-07-20,8.903
2022-07-21,9.03
2022-07-22,9.072
2022-07-23,9.072
2022-07-24,9.072
2022-07-25,9.089
2022-07-26,9.241
2022-07-27,9.62
2022-07-28,9.727
2022-07-29,9.729
2022-07-30,9.729
2022-07-31,9.729
2022-08-01,9.62
2022-08-02,9.481
2022-08-03,9.477
2022-08-04,9.303
2022-08-05,9.285
2022-08-06,9.285
2022-08-07,9.285
2022-08-08,9.44
2022-08-09,9.694
2022-08-10,9.951
2022-08-11,9.816
2022-08-12,10.132
2022-08-13,10.132
2022-08-14,10.132
2022-08-15,10.214
2022-08-16,10.303
2022-08-17,10.153
2022-08-18,10.243
2022-08-19,10.149
2022-08-20,10.149
2022-08-21,10.149
2022-08-22,9.966
2022-08-23,10.125
2022-08-24,10.219
2022-08-25,10.293
2022-08-26,10.134
2022-08-27,10.134
2022-08-28,10.134
2022-08-29,10.151
2022-08-30,10.036
2022-08-31,9.944
2022-09-01,9.87
2022-09-02,9.837
2022-09-03,9.837
2022-09-04,9.837
2022-09-05,9.837
2022-09-06,9.852
2022-09-07,10.143
2022-09-08,10.304
2022-09-09,10.405
2022-09-10,10.405
2022-09-11,10.405
2022-09-12,10.575
2022-09-13,10.333
2022-09-14,10.254
2022-09-15,10.261
2022-09-16,10.145
2022-09-17,10.145
2022-09-18,10.145
2022-09-19,10.263
2022-09-20,9.944
2022-09-21,9.785
2022-09-22,9.453
2022-09-23,9.294
2022-09-24,9.294
2022-09-25,9.294
2022-09-26,9.191
2022-09-27,9.051
2022-09-28,9.272
2022-09-29,9.145
2022-09-30,9.178
2022-10-01,9.178
2022-10-02,9.178
2022-10-03,9.256
2022-10-04,9.571
2022-10-05,9.577
2022-10-06,9.407
2022-10-07,9.2
2022-10-08,9.2
2022-10-09,9.2
2022-10-10,9.348
2022-10-11,9.315
2022-10-12,9.259
2022-10-13,9.431
2022-10-14,9.388
2022-10-15,9.388
2022-10-16,9.388
2022-10-17,9.642
2022-10-18,9.816
2022-10-19,9.732
2022-10-20,9.583
2022-10-21,9.895
2022-10-22,9.895
2022-10-23,9.895
2022-10-24,9.921
2022-10-25,9.888
2022-10-26,10.29
2022-10-27,10.444
2022-10-28,10.656
2022-10-29,10.656
2022-10-30,10.656
2022-10-31,10.588
2022-11-01,10.507
2022-11-02,10.281
2022-11-03,10.328
2022-11-04,10.684
2022-11-05,10.684
2022-11-06,10.684
2022-11-07,10.811
2022-11-08,11.066
2022-11-09,10.889
2022-11-10,11.122
2022-11-11,10.965
2022-11-12,10.965
2022-11-13,10.965
2022-11-14,10.961
2022-11-15,11.05
2022-11-16,11.155
2022-11-17,11.14
2022-11-18,11.354
2022-11-19,11.354
2022-11-20,11.354
2022-11-21,11.56
2022-11-22,11.69
2022-11-23,11.871
2022-11-24,11.871
2022-11-25,11.873
2022-11-26,11.873
2022-11-27,11.873
2022-11-28,11.645
2022-11-29,11.674
2022-11-30,11.863
2022-12-01,11.928
2022-12-02,12.15
2022-12-03,12.15
2022-12-04,12.15
2022-12-05,12.037
2022-12-06,12.042
2022-12-07,11.905
2022-12-08,11.963
2022-12-09,11.806
2022-12-10,11.806
2022-12-11,11.806
2022-12-12,11.771
2022-12-13,11.905
2022-12-14,11.952
2022-12-15,11.692
2022-12-16,11.739
2022-12-17,11.739
2022-12-18,11.739
2022-12-19,11.544
2022-12-20,11.555
2022-12-21,11.829
2022-12-22,11.683
2022-12-23,11.849
2022-12-24,11.849
2022-12-25,11.849
2022-12-26,11.849
2022-12-27,11.905
2022-12-28,11.661
2022-12-29,11.764
2022-12-30,11.625
2022-12-31,11.625
2023-01-01,11.625
2023-01-02,11.625
2023-01-03,11.62
2023-01-04,11.727
2023-01-05,11.973
2023-01-06,11.921
2023-01-07,11.921
2023-01-08,11.921
2023-01-09,11.83
2023-01-10,11.855
2023-01-11,11.809
2023-01-12,11.902
2023-01-13,11.961
2023-01-14,11.961
2023-01-15,11.961
2023-01-16,11.961
2023-01-17,11.882
2023-01-18,11.628
2023-01-19,11.523
2023-01-20,11.582
2023-01-21,11.582
2023-01-22,11.582
2023-01-23,11.427
2023-01-24,11.51
2023-01-25,11.954
2023-01-26,11.947
2023-01-27,11.892
2023-01-28,11.892
2023-01-29,11.892
2023-01-30,11.96
2023-01-31,12.233
2023-02-01,12.267
2023-02-02,12.528
2023-02-03,12.448
2023-02-04,12.448
2023-02-05,12.448
2023-02-06,12.46
2023-02-07,12.349
2023-02-08,12.174
2023-02-09,12.151
2023-02-10,12.201
2023-02-11,12.201
2023-02-12,12.201
2023-02-13,12.269
2023-02-14,12.208
2023-02-15,12.33
2023-02-16,12.16
2023-02-17,12.199
2023-02-18,12.199
2023-02-19,12.199
2023-02-20,12.199
2023-02-21,11.948
2023-02-22,12.043
2023-02-23,12.106
2023-02-24,12.093
2023-02-25,12.093
2023-02-26,12.093
2023-02-27,12.088
2023-02-28,12.088
2023-03-01,12.208
2023-03-02,12.233
2023-03-03,12.376
2023-03-04,12.376
2023-03-05,12.376
2023-03-06,12.065
2023-03-07,12.022
2023-03-08,11.97
2023-03-09,11.828
2023-03-10,11.667
2023-03-11,11.667
2023-03-12,11.667
2023-03-13,11.576
2023-03-14,11.823
2023-03-15,11.545
2023-03-16,11.64
2023-03-17,11.472
2023-03-18,11.472
2023-03-19,11.472
2023-03-20,11.808
2023-03-21,11.804
2023-03-22,11.688
2023-03-23,11.536
2023-03-24,11.649
2023-03-25,11.649
2023-03-26,11.649
2023-03-27,11.722
2023-03-28,11.865
2023-03-29,11.897
2023-03-30,11.963
2023-03-31,12.192
2023-04-01,12.192
2023-04-02,12.192
2023-04-03,12.163
2023-04-04,11.924
2023-04-05,11.826
2023-04-06,11.895
2023-04-07,11.895
2023-04-08,11.895
2023-04-09,11.895
2023-04-10,11.906
2023-04-11,11.913
2023-04-12,11.823
2023-04-13,11.921
2023-04-14,11.827
2023-04-15,11.827
2023-04-16,11.827
2023-04-17,11.943
2023-04-18,12.021
2023-04-19,12.148
2023-04-20,12.329
2023-04-21,12.319
2023-04-22,12.319
2023-04-23,12.319
2023-04-24,12.362
2023-04-25,12.157
2023-04-26,11.132
2023-04-27,11.125
2023-04-28,11.337
2023-04-29,11.337
2023-04-30,11.337
2023-05-01,11.422
2023-05-02,11.185
2023-05-03,10.994
2023-05-04,10.874
2023-05-05,11.047
2023-05-06,11.047
2023-05-07,11.047
2023-05-08,11.019
2023-05-09,10.84
2023-05-10,10.994
2023-05-11,11.102
2023-05-12,11.111
2023-05-13,11.111
2023-05-14,11.111
2023-05-15,11.01
2023-05-16,10.895
2023-05-17,10.989
2023-05-18,10.893
2023-05-19,10.957
2023-05-20,10.957
2023-05-21,10.957
2023-05-22,10.93
2023-05-23,10.849
2023-05-24,10.67
2023-05-25,10.667
2023-05-26,10.69
2023-05-27,10.69
2023-05-28,10.69
2023-05-29,10.69
2023-05-30,10.617
2023-05-31,10.395
2023-06-01,10.27
2023-06-02,10.573
2023-06-03,10.573
2023-06-04,10.573
2023-06-05,10.466
2023-06-06,10.49
2023-06-07,10.783
2023-06-08,11.138
2023-06-09,10.908
2023-06-10,10.908
2023-06-11,10.908
2023-06-12,11.01
2023-06-13,11.073
2023-06-14,10.933
2023-06-15,10.961
2023-06-16,11.007
2023-06-17,11.007
2023-06-18,11.007
2023-06-19,11.007
2023-06-20,10.691
2023-06-21,10.684
2023-06-22,10.697
2023-06-23,10.57
2023-06-24,10.57
2023-06-25,10.57
2023-06-26,10.751
2023-06-27,11.049
2023-06-28,10.827
2023-06-29,10.894
2023-06-30,10.834
2023-07-01,10.834
2023-07-02,10.834
2023-07-03,10.963
2023-07-04,10.963
2023-07-05,10.594
2023-07-06,10.691
2023-07-07,10.864
2023-07-08,10.864
2023-07-09,10.864
2023-07-10,10.77
2023-07-11,10.856
2023-07-12,11.08
2023-07-13,10.971
2023-07-14,10.911
2023-07-15,10.911
2023-07-16,10.911
2023-07-17,10.754
2023-07-18,10.821
2023-07-19,10.91
2023-07-20,11.101
2023-07-21,11.16
2023-07-22,11.16
2023-07-23,11.16
2023-07-24,11.156
2023-07-25,11.335
2023-07-26,10.866
2023-07-27,11.247
2023-07-28,11.444
2023-07-29,11.444
2023-07-30,11.444
2023-07-31,11.371
2023-08-01,11.389
2023-08-02,11.33
2023-08-03,11.379
2023-08-04,11.371
2023-08-05,11.371
2023-08-06,11.371
2023-08-07,11.457
2023-08-08,11.498
2023-08-09,11.656
2023-08-10,11.669
2023-08-11,11.669
2023-08-12,11.669
2023-08-13,11.669
2023-08-14,11.656
2023-08-15,11.521
2023-08-16,11.563
2023-08-17,11.617
2023-08-18,11.586
2023-08-19,11.586
2023-08-20,11.586
2023-08-21,11.526
2023-08-22,11.475
2023-08-23,11.526
2023-08-24,11.583
2023-08-25,11.638
2023-08-26,11.638
2023-08-27,11.638
2023-08-28,11.695
2023-08-29,11.788
2023-08-30,11.785
2023-08-31,11.728
2023-09-01,11.681
2023-09-02,11.681
2023-09-03,11.681
2023-09-04,11.681
2023-09-05,11.289
2023-09-06,11.247
2023-09-07,10.995
2023-09-08,11.084
2023-09-09,11.084
2023-09-10,11.084
2023-09-11,11.05
