,AAWW US Equity
2020-11-21,5.159
2020-11-22,5.159
2020-11-23,5.221
2020-11-24,5.445
2020-11-25,5.412
2020-11-26,5.412
2020-11-27,5.443
2020-11-28,5.443
2020-11-29,5.443
2020-11-30,5.392
2020-12-01,5.272
2020-12-02,5.243
2020-12-03,5.411
2020-12-04,5.446
2020-12-05,5.446
2020-12-06,5.446
2020-12-07,5.364
2020-12-08,5.31
2020-12-09,5.387
2020-12-10,5.416
2020-12-11,5.336
2020-12-12,5.336
2020-12-13,5.336
2020-12-14,5.266
2020-12-15,5.43
2020-12-16,5.365
2020-12-17,5.411
2020-12-18,5.34
2020-12-19,5.34
2020-12-20,5.34
2020-12-21,5.352
2020-12-22,5.421
2020-12-23,5.386
2020-12-24,5.424
2020-12-25,5.424
2020-12-26,5.424
2020-12-27,5.424
2020-12-28,5.298
2020-12-29,5.217
2020-12-30,5.276
2020-12-31,5.27
2021-01-01,5.27
2021-01-02,5.27
2021-01-03,5.27
2021-01-04,5.352
2021-01-05,5.197
2021-01-06,5.136
2021-01-07,4.947
2021-01-08,4.906
2021-01-09,4.906
2021-01-10,4.906
2021-01-11,4.965
2021-01-12,5.004
2021-01-13,5.117
2021-01-14,5.212
2021-01-15,5.097
2021-01-16,5.097
2021-01-17,5.097
2021-01-18,5.097
2021-01-19,5.04
2021-01-20,4.995
2021-01-21,5.001
2021-01-22,5.125
2021-01-23,5.125
2021-01-24,5.125
2021-01-25,5.095
2021-01-26,5.282
2021-01-27,5.269
2021-01-28,5.064
2021-01-29,4.959
2021-01-30,4.959
2021-01-31,4.959
2021-02-01,5.187
2021-02-02,5.013
2021-02-03,4.964
2021-02-04,5.079
2021-02-05,5.142
2021-02-06,5.142
2021-02-07,5.142
2021-02-08,5.128
2021-02-09,5.336
2021-02-10,5.317
2021-02-11,5.198
2021-02-12,5.372
2021-02-13,5.372
2021-02-14,5.372
2021-02-15,5.372
2021-02-16,5.275
2021-02-17,5.354
2021-02-18,5.458
2021-02-19,4.589
2021-02-20,4.589
2021-02-21,4.589
2021-02-22,4.425
2021-02-23,4.265
2021-02-24,4.358
2021-02-25,4.135
2021-02-26,4.066
2021-02-27,4.066
2021-02-28,4.066
2021-03-01,4.08
2021-03-02,4.172
2021-03-03,4.218
2021-03-04,4.066
2021-03-05,4.251
2021-03-06,4.251
2021-03-07,4.251
2021-03-08,4.23
2021-03-09,4.322
2021-03-10,4.455
2021-03-11,4.547
2021-03-12,4.444
2021-03-13,4.444
2021-03-14,4.444
2021-03-15,4.401
2021-03-16,4.306
2021-03-17,4.367
2021-03-18,4.325
2021-03-19,4.367
2021-03-20,4.367
2021-03-21,4.367
2021-03-22,4.388
2021-03-23,4.222
2021-03-24,4.063
2021-03-25,4.096
2021-03-26,4.297
2021-03-27,4.297
2021-03-28,4.297
2021-03-29,4.324
2021-03-30,4.413
2021-03-31,4.457
2021-04-01,4.515
2021-04-02,4.515
2021-04-03,4.515
2021-04-04,4.515
2021-04-05,4.619
2021-04-06,4.735
2021-04-07,4.552
2021-04-08,4.558
2021-04-09,4.625
2021-04-10,4.625
2021-04-11,4.625
2021-04-12,4.732
2021-04-13,4.757
2021-04-14,5.26
2021-04-15,5.312
2021-04-16,5.406
2021-04-17,5.406
2021-04-18,5.406
2021-04-19,5.445
2021-04-20,5.452
2021-04-21,5.401
2021-04-22,5.34
2021-04-23,5.475
2021-04-24,5.475
2021-04-25,5.475
2021-04-26,5.443
2021-04-27,5.577
2021-04-28,5.619
2021-04-29,5.588
2021-04-30,5.49
2021-05-01,5.49
2021-05-02,5.49
2021-05-03,5.702
2021-05-04,5.63
2021-05-05,5.778
2021-05-06,5.77
2021-05-07,5.985
2021-05-08,5.985
2021-05-09,5.985
2021-05-10,5.239
2021-05-11,5.164
2021-05-12,5.037
2021-05-13,5.224
2021-05-14,5.295
2021-05-15,5.295
2021-05-16,5.295
2021-05-17,5.345
2021-05-18,5.297
2021-05-19,5.359
2021-05-20,5.311
2021-05-21,5.298
2021-05-22,5.298
2021-05-23,5.298
2021-05-24,5.294
2021-05-25,5.234
2021-05-26,5.362
2021-05-27,5.402
2021-05-28,5.356
2021-05-29,5.356
2021-05-30,5.356
2021-05-31,5.356
2021-06-01,5.365
2021-06-02,5.313
2021-06-03,5.31
2021-06-04,5.301
2021-06-05,5.301
2021-06-06,5.301
2021-06-07,5.317
2021-06-08,5.309
2021-06-09,5.287
2021-06-10,5.268
2021-06-11,5.306
2021-06-12,5.306
2021-06-13,5.306
2021-06-14,5.221
2021-06-15,5.232
2021-06-16,5.109
2021-06-17,5.046
2021-06-18,4.788
2021-06-19,4.788
2021-06-20,4.788
2021-06-21,6.311
2021-06-22,6.355
2021-06-23,6.382
2021-06-24,6.455
2021-06-25,6.325
2021-06-26,6.325
2021-06-27,6.325
2021-06-28,6.244
2021-06-29,6.344
2021-06-30,6.318
2021-07-01,6.341
2021-07-02,6.394
2021-07-03,6.394
2021-07-04,6.394
2021-07-05,6.394
2021-07-06,6.186
2021-07-07,6.141
2021-07-08,6.093
2021-07-09,6.288
2021-07-10,6.288
2021-07-11,6.288
2021-07-12,6.288
2021-07-13,6.15
2021-07-14,6.159
2021-07-15,6.119
2021-07-16,5.943
2021-07-17,5.943
2021-07-18,5.943
2021-07-19,5.884
2021-07-20,6.024
2021-07-21,6.074
2021-07-22,6.018
2021-07-23,6.088
2021-07-24,6.088
2021-07-25,6.088
2021-07-26,6.147
2021-07-27,6.121
2021-07-28,6.167
2021-07-29,6.288
2021-07-30,6.212
2021-07-31,6.212
2021-08-01,6.212
2021-08-02,6.138
2021-08-03,6.263
2021-08-04,6.246
2021-08-05,5.041
2021-08-06,5.958
2021-08-07,5.958
2021-08-08,5.958
2021-08-09,5.914
2021-08-10,5.899
2021-08-11,5.998
2021-08-12,6.086
2021-08-13,6.263
2021-08-14,6.263
2021-08-15,6.263
2021-08-16,6.371
2021-08-17,6.349
2021-08-18,6.154
2021-08-19,6.048
2021-08-20,6.235
2021-08-21,6.235
2021-08-22,6.235
2021-08-23,6.106
2021-08-24,6.092
2021-08-25,6.078
2021-08-26,5.987
2021-08-27,6.037
2021-08-28,6.037
2021-08-29,6.037
2021-08-30,6.008
2021-08-31,5.983
2021-09-01,6.014
2021-09-02,6.043
2021-09-03,6.016
2021-09-04,6.016
2021-09-05,6.016
2021-09-06,6.016
2021-09-07,6.034
2021-09-08,5.95
2021-09-09,5.972
2021-09-10,6.052
2021-09-11,6.052
2021-09-12,6.052
2021-09-13,5.986
2021-09-14,6.16
2021-09-15,6.289
2021-09-16,6.412
2021-09-17,6.184
2021-09-18,6.184
2021-09-19,6.184
2021-09-20,6.074
2021-09-21,5.935
2021-09-22,6.051
2021-09-23,6.342
2021-09-24,6.419
2021-09-25,6.419
2021-09-26,6.419
2021-09-27,6.735
2021-09-28,6.832
2021-09-29,6.966
2021-09-30,6.679
2021-10-01,6.827
2021-10-02,6.827
2021-10-03,6.827
2021-10-04,6.884
2021-10-05,7.63
2021-10-06,7.502
2021-10-07,7.419
2021-10-08,7.28
2021-10-09,7.28
2021-10-10,7.28
2021-10-11,7.156
2021-10-12,6.975
2021-10-13,7.061
2021-10-14,7.083
2021-10-15,7.017
2021-10-16,7.017
2021-10-17,7.017
2021-10-18,7.054
2021-10-19,6.914
2021-10-20,6.98
2021-10-21,7.164
2021-10-22,7.223
2021-10-23,7.223
2021-10-24,7.223
2021-10-25,7.336
2021-10-26,7.301
2021-10-27,7.122
2021-10-28,7.248
2021-10-29,7.233
2021-10-30,7.233
2021-10-31,7.233
2021-11-01,7.448
2021-11-02,7.487
2021-11-03,7.415
2021-11-04,7.926
2021-11-05,7.653
2021-11-06,7.653
2021-11-07,7.653
2021-11-08,7.691
2021-11-09,7.497
2021-11-10,7.457
2021-11-11,7.601
2021-11-12,7.624
2021-11-13,7.624
2021-11-14,7.624
2021-11-15,7.81
2021-11-16,7.834
2021-11-17,7.887
2021-11-18,7.988
2021-11-19,7.983
2021-11-20,7.983
2021-11-21,7.983
2021-11-22,8.241
2021-11-23,8.45
2021-11-24,8.385
2021-11-25,8.385
2021-11-26,8.218
2021-11-27,8.218
2021-11-28,8.218
2021-11-29,8.072
2021-11-30,7.8
2021-12-01,7.612
2021-12-02,7.689
2021-12-03,7.74
2021-12-04,7.74
2021-12-05,7.74
2021-12-06,7.759
2021-12-07,7.809
2021-12-08,7.766
2021-12-09,7.718
2021-12-10,7.764
2021-12-11,7.764
2021-12-12,7.764
2021-12-13,7.626
2021-12-14,7.741
2021-12-15,7.781
2021-12-16,7.887
2021-12-17,7.731
2021-12-18,7.731
2021-12-19,7.731
2021-12-20,7.791
2021-12-21,7.894
2021-12-22,8.096
2021-12-23,8.143
2021-12-24,8.143
2021-12-25,8.143
2021-12-26,8.143
2021-12-27,8.209
2021-12-28,8.238
2021-12-29,8.303
2021-12-30,8.258
2021-12-31,8.335
2022-01-01,8.335
2022-01-02,8.335
2022-01-03,8.396
2022-01-04,8.482
2022-01-05,7.902
2022-01-06,7.68
2022-01-07,7.613
2022-01-08,7.613
2022-01-09,7.613
2022-01-10,7.422
2022-01-11,7.65
2022-01-12,7.533
2022-01-13,7.586
2022-01-14,7.205
2022-01-15,7.205
2022-01-16,7.205
2022-01-17,7.205
2022-01-18,7.133
2022-01-19,6.895
2022-01-20,6.536
2022-01-21,6.611
2022-01-22,6.611
2022-01-23,6.611
2022-01-24,6.693
2022-01-25,6.6
2022-01-26,6.515
2022-01-27,6.423
2022-01-28,6.401
2022-01-29,6.401
2022-01-30,6.401
2022-01-31,6.782
2022-02-01,6.93
2022-02-02,6.822
2022-02-03,6.744
2022-02-04,6.481
2022-02-05,6.481
2022-02-06,6.481
2022-02-07,6.613
2022-02-08,6.631
2022-02-09,6.787
2022-02-10,6.607
2022-02-11,6.453
2022-02-12,6.453
2022-02-13,6.453
2022-02-14,6.485
2022-02-15,6.313
2022-02-16,6.364
2022-02-17,6.127
2022-02-18,5.978
2022-02-19,5.978
2022-02-20,5.978
2022-02-21,5.978
2022-02-22,5.674
2022-02-23,5.74
2022-02-24,5.719
2022-02-25,5.853
2022-02-26,5.853
2022-02-27,5.853
2022-02-28,5.756
2022-03-01,5.905
2022-03-02,5.938
2022-03-03,5.925
2022-03-04,6.05
2022-03-05,6.05
2022-03-06,6.05
2022-03-07,5.838
2022-03-08,5.926
2022-03-09,6.046
2022-03-10,6.045
2022-03-11,5.956
2022-03-12,5.956
2022-03-13,5.956
2022-03-14,5.945
2022-03-15,6.186
2022-03-16,6.169
2022-03-17,6.241
2022-03-18,6.478
2022-03-19,6.478
2022-03-20,6.478
2022-03-21,6.314
2022-03-22,6.376
2022-03-23,6.361
2022-03-24,6.49
2022-03-25,6.522
2022-03-26,6.522
2022-03-27,6.522
2022-03-28,6.533
2022-03-29,6.526
2022-03-30,6.492
2022-03-31,6.344
2022-04-01,6.039
2022-04-02,6.039
2022-04-03,6.039
2022-04-04,6.109
2022-04-05,5.488
2022-04-06,5.247
2022-04-07,5.031
2022-04-08,4.937
2022-04-09,4.937
2022-04-10,4.937
2022-04-11,4.92
2022-04-12,5.0
2022-04-13,5.108
2022-04-14,5.117
2022-04-15,5.117
2022-04-16,5.117
2022-04-17,5.117
2022-04-18,5.151
2022-04-19,5.311
2022-04-20,5.208
2022-04-21,5.204
2022-04-22,5.115
2022-04-23,5.115
2022-04-24,5.115
2022-04-25,5.171
2022-04-26,5.067
2022-04-27,5.055
2022-04-28,5.217
2022-04-29,5.154
2022-04-30,5.154
2022-05-01,5.154
2022-05-02,5.164
2022-05-03,5.105
2022-05-04,5.277
2022-05-05,4.98
2022-05-06,4.924
2022-05-07,4.924
2022-05-08,4.924
2022-05-09,4.843
2022-05-10,4.824
2022-05-11,4.788
2022-05-12,4.767
2022-05-13,4.872
2022-05-14,4.872
2022-05-15,4.872
2022-05-16,4.786
2022-05-17,5.005
2022-05-18,4.757
2022-05-19,4.611
2022-05-20,4.476
2022-05-21,4.476
2022-05-22,4.476
2022-05-23,4.609
2022-05-24,4.529
2022-05-25,4.608
2022-05-26,4.715
2022-05-27,4.799
2022-05-28,4.799
2022-05-29,4.799
2022-05-30,4.799
2022-05-31,4.799
2022-06-01,4.761
2022-06-02,4.881
2022-06-03,4.831
2022-06-04,4.831
2022-06-05,4.831
2022-06-06,4.935
2022-06-07,4.965
2022-06-08,4.825
2022-06-09,4.646
2022-06-10,4.506
2022-06-11,4.506
2022-06-12,4.506
2022-06-13,4.405
2022-06-14,4.427
2022-06-15,4.512
2022-06-16,4.324
2022-06-17,4.313
2022-06-18,4.313
2022-06-19,4.313
2022-06-20,4.313
2022-06-21,4.364
2022-06-22,4.297
2022-06-23,4.371
2022-06-24,4.404
2022-06-25,4.404
2022-06-26,4.404
2022-06-27,4.499
2022-06-28,4.454
2022-06-29,4.32
2022-06-30,4.248
2022-07-01,4.228
2022-07-02,4.228
2022-07-03,4.228
2022-07-04,4.228
2022-07-05,4.24
2022-07-06,4.065
2022-07-07,4.194
2022-07-08,4.245
2022-07-09,4.245
2022-07-10,4.245
2022-07-11,4.274
2022-07-12,4.269
2022-07-13,4.247
2022-07-14,4.248
2022-07-15,4.332
2022-07-16,4.332
2022-07-17,4.332
2022-07-18,4.438
2022-07-19,4.763
2022-07-20,4.833
2022-07-21,4.833
2022-07-22,4.92
2022-07-23,4.92
2022-07-24,4.92
2022-07-25,4.917
2022-07-26,4.905
2022-07-27,5.035
2022-07-28,5.172
2022-07-29,5.35
2022-07-30,5.35
2022-07-31,5.35
2022-08-01,6.006
2022-08-02,6.174
2022-08-03,6.835
2022-08-04,7.106
2022-08-05,7.096
2022-08-06,7.096
2022-08-07,7.096
2022-08-08,7.116
2022-08-09,7.148
2022-08-10,7.162
2022-08-11,7.13
2022-08-12,7.123
2022-08-13,7.123
2022-08-14,7.123
2022-08-15,7.1
2022-08-16,7.116
2022-08-17,7.12
2022-08-18,7.129
2022-08-19,7.116
2022-08-20,7.116
2022-08-21,7.116
2022-08-22,7.109
2022-08-23,7.103
2022-08-24,7.111
2022-08-25,7.109
2022-08-26,7.107
2022-08-27,7.107
2022-08-28,7.107
2022-08-29,7.095
2022-08-30,7.103
2022-08-31,7.111
2022-09-01,7.101
2022-09-02,7.114
2022-09-03,7.114
2022-09-04,7.114
2022-09-05,7.114
2022-09-06,7.113
2022-09-07,7.111
2022-09-08,7.111
2022-09-09,7.11
2022-09-10,7.11
2022-09-11,7.11
2022-09-12,7.105
2022-09-13,7.101
2022-09-14,7.119
2022-09-15,7.116
2022-09-16,7.074
2022-09-17,7.074
2022-09-18,7.074
2022-09-19,7.06
2022-09-20,7.059
2022-09-21,7.062
2022-09-22,7.047
2022-09-23,6.966
2022-09-24,6.966
2022-09-25,6.966
2022-09-26,6.917
2022-09-27,6.823
2022-09-28,6.839
2022-09-29,6.792
2022-09-30,6.774
2022-10-01,6.774
2022-10-02,6.774
2022-10-03,6.904
2022-10-04,6.942
2022-10-05,6.953
2022-10-06,6.966
2022-10-07,6.972
2022-10-08,6.972
2022-10-09,6.972
2022-10-10,7.01
2022-10-11,7.018
2022-10-12,7.03
2022-10-13,7.056
2022-10-14,7.076
2022-10-15,7.076
2022-10-16,7.076
2022-10-17,7.093
2022-10-18,7.094
2022-10-19,7.133
2022-10-20,7.146
2022-10-21,7.136
2022-10-22,7.136
2022-10-23,7.136
2022-10-24,7.136
2022-10-25,7.14
2022-10-26,7.15
2022-10-27,7.139
2022-10-28,7.162
2022-10-29,7.162
2022-10-30,7.162
2022-10-31,7.182
2022-11-01,7.18
2022-11-02,7.165
2022-11-03,7.434
2022-11-04,7.448
2022-11-05,7.448
2022-11-06,7.448
2022-11-07,7.448
2022-11-08,7.423
2022-11-09,7.396
2022-11-10,7.427
2022-11-11,7.432
2022-11-12,7.432
2022-11-13,7.432
2022-11-14,7.444
2022-11-15,7.45
2022-11-16,7.451
2022-11-17,7.416
2022-11-18,7.463
2022-11-19,7.463
2022-11-20,7.463
2022-11-21,7.472
2022-11-22,7.474
2022-11-23,7.484
2022-11-24,7.484
2022-11-25,7.465
2022-11-26,7.465
2022-11-27,7.465
2022-11-28,7.467
2022-11-29,7.468
2022-11-30,7.473
2022-12-01,7.453
2022-12-02,7.43
2022-12-03,7.43
2022-12-04,7.43
2022-12-05,7.453
2022-12-06,7.456
2022-12-07,7.471
2022-12-08,7.463
2022-12-09,7.456
2022-12-10,7.456
2022-12-11,7.456
2022-12-12,7.472
2022-12-13,7.461
2022-12-14,7.46
2022-12-15,7.456
2022-12-16,7.419
2022-12-17,7.419
2022-12-18,7.419
2022-12-19,7.428
2022-12-20,7.448
2022-12-21,7.466
2022-12-22,7.465
2022-12-23,7.468
2022-12-24,7.468
2022-12-25,7.468
2022-12-26,7.468
2022-12-27,7.477
2022-12-28,7.505
2022-12-29,7.482
2022-12-30,7.475
2022-12-31,7.475
2023-01-01,7.475
2023-01-02,7.475
2023-01-03,7.508
2023-01-04,7.511
2023-01-05,7.514
2023-01-06,7.514
2023-01-07,7.514
2023-01-08,7.514
2023-01-09,7.505
2023-01-10,7.86
2023-01-11,7.856
2023-01-12,7.881
2023-01-13,7.875
2023-01-14,7.875
2023-01-15,7.875
2023-01-16,7.875
2023-01-17,7.866
2023-01-18,7.882
2023-01-19,7.878
2023-01-20,7.897
2023-01-21,7.897
2023-01-22,7.897
2023-01-23,7.901
2023-01-24,7.895
2023-01-25,7.889
2023-01-26,7.895
2023-01-27,7.887
2023-01-28,7.887
2023-01-29,7.887
2023-01-30,7.914
2023-01-31,8.131
2023-02-01,8.131
2023-02-02,8.134
2023-02-03,8.127
2023-02-04,8.127
2023-02-05,8.127
2023-02-06,8.132
2023-02-07,8.129
2023-02-08,8.13
2023-02-09,8.126
2023-02-10,8.13
2023-02-11,8.13
2023-02-12,8.13
2023-02-13,8.13
2023-02-14,8.131
2023-02-15,8.128
2023-02-16,8.107
2023-02-17,8.111
2023-02-18,8.111
2023-02-19,8.111
2023-02-20,8.111
2023-02-21,8.094
2023-02-22,8.1
2023-02-23,8.341
2023-02-24,8.338
2023-02-25,8.338
2023-02-26,8.338
2023-02-27,8.306
2023-02-28,8.261
2023-03-01,8.248
2023-03-02,8.223
2023-03-03,8.18
2023-03-04,8.18
2023-03-05,8.18
2023-03-06,8.119
2023-03-07,8.198
2023-03-08,8.238
2023-03-09,8.218
2023-03-10,8.189
2023-03-11,8.189
2023-03-12,8.189
2023-03-13,8.155
2023-03-14,6.942
2023-03-15,7.162
2023-03-16,7.382
2023-03-17,7.346
2023-03-18,7.346
2023-03-19,7.346
2023-03-20,7.346
2023-03-21,7.346
2023-03-22,7.346
2023-03-23,7.346
2023-03-24,7.346
2023-03-25,7.346
2023-03-26,7.346
2023-03-27,7.346
2023-03-28,7.346
2023-03-29,7.346
2023-03-30,7.346
2023-03-31,7.346
2023-04-01,7.346
2023-04-02,7.346
2023-04-03,7.346
2023-04-04,7.346
2023-04-05,7.346
2023-04-06,7.346
2023-04-07,7.346
2023-04-08,7.346
2023-04-09,7.346
2023-04-10,7.346
2023-04-11,7.346
2023-04-12,7.346
2023-04-13,7.346
2023-04-14,7.346
2023-04-15,7.346
2023-04-16,7.346
2023-04-17,7.346
2023-04-18,7.346
2023-04-19,7.346
2023-04-20,7.346
2023-04-21,7.346
2023-04-22,7.346
2023-04-23,7.346
2023-04-24,7.346
2023-04-25,7.346
2023-04-26,7.346
2023-04-27,7.346
2023-04-28,7.346
2023-04-29,7.346
2023-04-30,7.346
2023-05-01,7.346
2023-05-02,7.346
2023-05-03,7.346
2023-05-04,7.346
2023-05-05,7.346
2023-05-06,7.346
2023-05-07,7.346
2023-05-08,7.346
2023-05-09,7.346
2023-05-10,7.346
2023-05-11,7.346
2023-05-12,7.346
2023-05-13,7.346
2023-05-14,7.346
2023-05-15,7.346
2023-05-16,7.346
2023-05-17,7.346
2023-05-18,7.346
2023-05-19,7.346
2023-05-20,7.346
2023-05-21,7.346
2023-05-22,7.346
2023-05-23,7.346
2023-05-24,7.346
2023-05-25,7.346
2023-05-26,7.346
2023-05-27,7.346
2023-05-28,7.346
2023-05-29,7.346
2023-05-30,7.346
2023-05-31,7.346
2023-06-01,7.346
2023-06-02,7.346
2023-06-03,7.346
2023-06-04,7.346
2023-06-05,7.346
2023-06-06,7.346
2023-06-07,7.346
2023-06-08,7.346
2023-06-09,7.346
2023-06-10,7.346
2023-06-11,7.346
2023-06-12,7.346
2023-06-13,7.346
2023-06-14,7.346
2023-06-15,7.346
2023-06-16,7.346
2023-06-17,7.346
2023-06-18,7.346
2023-06-19,7.346
2023-06-20,7.346
2023-06-21,7.346
2023-06-22,7.346
2023-06-23,7.346
2023-06-24,7.346
2023-06-25,7.346
2023-06-26,7.346
2023-06-27,7.346
2023-06-28,7.346
2023-06-29,7.346
2023-06-30,7.346
2023-07-01,7.346
2023-07-02,7.346
2023-07-03,7.346
2023-07-04,7.346
2023-07-05,7.346
2023-07-06,7.346
2023-07-07,7.346
2023-07-08,7.346
2023-07-09,7.346
2023-07-10,7.346
2023-07-11,7.346
2023-07-12,7.346
2023-07-13,7.346
2023-07-14,7.346
2023-07-15,7.346
2023-07-16,7.346
2023-07-17,7.346
2023-07-18,7.346
2023-07-19,7.346
2023-07-20,7.346
2023-07-21,7.346
2023-07-22,7.346
2023-07-23,7.346
2023-07-24,7.346
2023-07-25,7.346
2023-07-26,7.346
2023-07-27,7.346
2023-07-28,7.346
2023-07-29,7.346
2023-07-30,7.346
2023-07-31,7.346
2023-08-01,7.346
2023-08-02,7.346
2023-08-03,7.346
2023-08-04,7.346
2023-08-05,7.346
2023-08-06,7.346
2023-08-07,7.346
2023-08-08,7.346
2023-08-09,7.346
2023-08-10,7.346
2023-08-11,7.346
2023-08-12,7.346
2023-08-13,7.346
2023-08-14,7.346
2023-08-15,7.346
2023-08-16,7.346
2023-08-17,7.346
2023-08-18,7.346
2023-08-19,7.346
2023-08-20,7.346
2023-08-21,7.346
2023-08-22,7.346
2023-08-23,7.346
2023-08-24,7.346
2023-08-25,7.346
2023-08-26,7.346
2023-08-27,7.346
2023-08-28,7.346
2023-08-29,7.346
2023-08-30,7.346
2023-08-31,7.346
2023-09-01,7.346
2023-09-02,7.346
2023-09-03,7.346
2023-09-04,7.346
2023-09-05,7.346
2023-09-06,7.346
2023-09-07,7.346
2023-09-08,7.346
2023-09-09,7.346
2023-09-10,7.346
