,BOH US Equity
2020-11-29,11.866
2020-11-30,11.424
2020-12-01,11.688
2020-12-02,11.891
2020-12-03,11.889
2020-12-04,12.107
2020-12-05,12.107
2020-12-06,12.107
2020-12-07,12.13
2020-12-08,12.098
2020-12-09,12.077
2020-12-10,12.089
2020-12-11,12.017
2020-12-12,12.017
2020-12-13,12.017
2020-12-14,11.897
2020-12-15,12.11
2020-12-16,12.028
2020-12-17,11.926
2020-12-18,11.729
2020-12-19,11.729
2020-12-20,11.729
2020-12-21,11.811
2020-12-22,11.575
2020-12-23,11.833
2020-12-24,11.75
2020-12-25,11.75
2020-12-26,11.75
2020-12-27,11.75
2020-12-28,11.825
2020-12-29,11.61
2020-12-30,11.727
2020-12-31,11.689
2021-01-01,11.689
2021-01-02,11.689
2021-01-03,11.689
2021-01-04,11.802
2021-01-05,11.756
2021-01-06,12.374
2021-01-07,12.588
2021-01-08,12.492
2021-01-09,12.492
2021-01-10,12.492
2021-01-11,12.641
2021-01-12,12.83
2021-01-13,12.676
2021-01-14,12.893
2021-01-15,12.727
2021-01-16,12.727
2021-01-17,12.727
2021-01-18,12.727
2021-01-19,12.789
2021-01-20,12.801
2021-01-21,12.533
2021-01-22,12.832
2021-01-23,12.832
2021-01-24,12.832
2021-01-25,12.452
2021-01-26,11.92
2021-01-27,11.78
2021-01-28,11.918
2021-01-29,11.528
2021-01-30,11.528
2021-01-31,11.528
2021-02-01,11.739
2021-02-02,11.828
2021-02-03,11.709
2021-02-04,11.927
2021-02-05,12.032
2021-02-06,12.032
2021-02-07,12.032
2021-02-08,12.29
2021-02-09,12.656
2021-02-10,12.804
2021-02-11,12.784
2021-02-12,12.906
2021-02-13,12.906
2021-02-14,12.906
2021-02-15,12.906
2021-02-16,13.067
2021-02-17,13.02
2021-02-18,12.908
2021-02-19,13.136
2021-02-20,13.136
2021-02-21,13.136
2021-02-22,13.309
2021-02-23,13.661
2021-02-24,13.773
2021-02-25,13.307
2021-02-26,12.994
2021-02-27,12.994
2021-02-28,12.994
2021-03-01,13.331
2021-03-02,13.222
2021-03-03,13.449
2021-03-04,13.054
2021-03-05,13.613
2021-03-06,13.613
2021-03-07,13.613
2021-03-08,13.974
2021-03-09,13.544
2021-03-10,13.907
2021-03-11,13.972
2021-03-12,14.104
2021-03-13,14.104
2021-03-14,14.104
2021-03-15,14.147
2021-03-16,13.819
2021-03-17,14.026
2021-03-18,14.217
2021-03-19,14.279
2021-03-20,14.279
2021-03-21,14.279
2021-03-22,13.656
2021-03-23,13.181
2021-03-24,13.253
2021-03-25,13.552
2021-03-26,13.831
2021-03-27,13.831
2021-03-28,13.831
2021-03-29,13.295
2021-03-30,13.62
2021-03-31,13.289
2021-04-01,13.515
2021-04-02,13.515
2021-04-03,13.515
2021-04-04,13.515
2021-04-05,13.461
2021-04-06,13.448
2021-04-07,13.006
2021-04-08,12.984
2021-04-09,13.123
2021-04-10,13.123
2021-04-11,13.123
2021-04-12,13.253
2021-04-13,12.947
2021-04-14,13.12
2021-04-15,13.094
2021-04-16,13.264
2021-04-17,13.264
2021-04-18,13.264
2021-04-19,13.183
2021-04-20,12.792
2021-04-21,12.979
2021-04-22,12.781
2021-04-23,13.149
2021-04-24,13.149
2021-04-25,13.149
2021-04-26,12.99
2021-04-27,13.797
2021-04-28,13.659
2021-04-29,13.954
2021-04-30,13.658
2021-05-01,13.658
2021-05-02,13.658
2021-05-03,13.827
2021-05-04,14.029
2021-05-05,14.027
2021-05-06,14.259
2021-05-07,14.184
2021-05-08,14.184
2021-05-09,14.184
2021-05-10,14.003
2021-05-11,13.812
2021-05-12,13.401
2021-05-13,14.003
2021-05-14,14.045
2021-05-15,14.045
2021-05-16,14.045
2021-05-17,13.976
2021-05-18,13.751
2021-05-19,13.721
2021-05-20,13.652
2021-05-21,13.812
2021-05-22,13.812
2021-05-23,13.812
2021-05-24,13.557
2021-05-25,13.326
2021-05-26,13.417
2021-05-27,13.475
2021-05-28,13.587
2021-05-29,13.587
2021-05-30,13.587
2021-05-31,13.587
2021-06-01,13.588
2021-06-02,13.393
2021-06-03,13.446
2021-06-04,13.404
2021-06-05,13.404
2021-06-06,13.404
2021-06-07,13.444
2021-06-08,13.522
2021-06-09,13.452
2021-06-10,13.494
2021-06-11,13.598
2021-06-12,13.598
2021-06-13,13.598
2021-06-14,13.262
2021-06-15,13.473
2021-06-16,13.588
2021-06-17,12.908
2021-06-18,12.439
2021-06-19,12.439
2021-06-20,12.439
2021-06-21,12.98
2021-06-22,12.889
2021-06-23,12.902
2021-06-24,13.144
2021-06-25,13.373
2021-06-26,13.373
2021-06-27,13.373
2021-06-28,12.915
2021-06-29,12.834
2021-06-30,12.882
2021-07-01,12.986
2021-07-02,12.84
2021-07-03,12.84
2021-07-04,12.84
2021-07-05,12.84
2021-07-06,12.592
2021-07-07,12.039
2021-07-08,11.935
2021-07-09,12.521
2021-07-10,12.521
2021-07-11,12.521
2021-07-12,12.537
2021-07-13,12.444
2021-07-14,12.531
2021-07-15,12.669
2021-07-16,12.396
2021-07-17,12.396
2021-07-18,12.396
2021-07-19,11.878
2021-07-20,12.091
2021-07-21,12.213
2021-07-22,11.869
2021-07-23,12.045
2021-07-24,12.045
2021-07-25,12.045
2021-07-26,12.208
2021-07-27,12.298
2021-07-28,12.359
2021-07-29,13.214
2021-07-30,13.028
2021-07-31,13.028
2021-08-01,13.028
2021-08-02,12.907
2021-08-03,13.049
2021-08-04,12.862
2021-08-05,12.991
2021-08-06,13.315
2021-08-07,13.315
2021-08-08,13.315
2021-08-09,13.19
2021-08-10,13.29
2021-08-11,13.543
2021-08-12,13.478
2021-08-13,13.36
2021-08-14,13.36
2021-08-15,13.36
2021-08-16,13.271
2021-08-17,13.223
2021-08-18,12.98
2021-08-19,12.944
2021-08-20,13.228
2021-08-21,13.228
2021-08-22,13.228
2021-08-23,13.221
2021-08-24,13.238
2021-08-25,13.221
2021-08-26,12.997
2021-08-27,13.293
2021-08-28,13.293
2021-08-29,13.293
2021-08-30,13.053
2021-08-31,13.152
2021-09-01,12.956
2021-09-02,12.929
2021-09-03,12.929
2021-09-04,12.929
2021-09-05,12.929
2021-09-06,12.929
2021-09-07,12.929
2021-09-08,12.929
2021-09-09,12.929
2021-09-10,12.929
2021-09-11,12.929
2021-09-12,12.929
2021-09-13,12.929
2021-09-14,12.929
2021-09-15,12.929
2021-09-16,12.929
2021-09-17,12.929
2021-09-18,12.929
2021-09-19,12.929
2021-09-20,12.929
2021-09-21,12.929
2021-09-22,12.929
2021-09-23,12.929
2021-09-24,12.929
2021-09-25,12.929
2021-09-26,12.929
2021-09-27,12.929
2021-09-28,12.929
2021-09-29,12.929
2021-09-30,12.929
2021-10-01,12.929
2021-10-02,12.929
2021-10-03,12.929
2021-10-04,12.929
2021-10-05,12.929
2021-10-06,12.929
2021-10-07,12.929
2021-10-08,12.929
2021-10-09,12.929
2021-10-10,12.929
2021-10-11,12.929
2021-10-12,12.929
2021-10-13,12.929
2021-10-14,12.929
2021-10-15,12.929
2021-10-16,12.929
2021-10-17,12.929
2021-10-18,12.929
2021-10-19,12.929
2021-10-20,12.929
2021-10-21,12.929
2021-10-22,12.929
2021-10-23,12.929
2021-10-24,12.929
2021-10-25,12.929
2021-10-26,12.929
2021-10-27,12.929
2021-10-28,12.929
2021-10-29,12.929
2021-10-30,12.929
2021-10-31,12.929
2021-11-01,12.929
2021-11-02,12.929
2021-11-03,12.929
2021-11-04,12.929
2021-11-05,12.929
2021-11-06,12.929
2021-11-07,12.929
2021-11-08,12.929
2021-11-09,12.929
2021-11-10,12.929
2021-11-11,12.929
2021-11-12,12.929
2021-11-13,12.929
2021-11-14,12.929
2021-11-15,12.929
2021-11-16,12.929
2021-11-17,12.929
2021-11-18,12.929
2021-11-19,12.929
2021-11-20,12.929
2021-11-21,12.929
2021-11-22,12.929
2021-11-23,12.929
2021-11-24,12.929
2021-11-25,12.929
2021-11-26,12.929
2021-11-27,12.929
2021-11-28,12.929
2021-11-29,12.929
2021-11-30,12.929
2021-12-01,12.929
2021-12-02,12.929
2021-12-03,12.929
2021-12-04,12.929
2021-12-05,12.929
2021-12-06,12.929
2021-12-07,12.929
2021-12-08,12.929
2021-12-09,12.929
2021-12-10,12.929
2021-12-11,12.929
2021-12-12,12.929
2021-12-13,12.929
2021-12-14,12.929
2021-12-15,12.929
2021-12-16,12.929
2021-12-17,12.929
2021-12-18,12.929
2021-12-19,12.929
2021-12-20,12.929
2021-12-21,12.929
2021-12-22,12.929
2021-12-23,12.929
2021-12-24,12.929
2021-12-25,12.929
2021-12-26,12.929
2021-12-27,12.929
2021-12-28,12.929
2021-12-29,12.929
2021-12-30,12.929
2021-12-31,12.929
2022-01-01,12.929
2022-01-02,12.929
2022-01-03,12.929
2022-01-04,12.929
2022-01-05,12.929
2022-01-06,12.929
2022-01-07,12.929
2022-01-08,12.929
2022-01-09,12.929
2022-01-10,12.929
2022-01-11,12.929
2022-01-12,12.929
2022-01-13,12.929
2022-01-14,12.929
2022-01-15,12.929
2022-01-16,12.929
2022-01-17,12.929
2022-01-18,12.929
2022-01-19,12.929
2022-01-20,12.929
2022-01-21,12.556
2022-01-22,12.556
2022-01-23,12.556
2022-01-24,12.697
2022-01-25,13.598
2022-01-26,13.36
2022-01-27,13.208
2022-01-28,13.214
2022-01-29,13.214
2022-01-30,13.214
2022-01-31,13.274
2022-02-01,13.362
2022-02-02,13.175
2022-02-03,13.203
2022-02-04,13.334
2022-02-05,13.334
2022-02-06,13.334
2022-02-07,13.308
2022-02-08,13.629
2022-02-09,13.49
2022-02-10,13.524
2022-02-11,13.502
2022-02-12,13.502
2022-02-13,13.502
2022-02-14,13.487
2022-02-15,13.669
2022-02-16,13.601
2022-02-17,13.329
2022-02-18,13.461
2022-02-19,13.461
2022-02-20,13.461
2022-02-21,13.461
2022-02-22,13.437
2022-02-23,13.269
2022-02-24,12.972
2022-02-25,13.48
2022-02-26,13.48
2022-02-27,13.48
2022-02-28,13.402
2022-03-01,12.886
2022-03-02,13.325
2022-03-03,13.258
2022-03-04,12.774
2022-03-05,12.774
2022-03-06,12.774
2022-03-07,12.48
2022-03-08,12.418
2022-03-09,12.731
2022-03-10,12.015
2022-03-11,12.249
2022-03-12,12.249
2022-03-13,12.249
2022-03-14,12.205
2022-03-15,12.23
2022-03-16,12.567
2022-03-17,12.455
2022-03-18,12.446
2022-03-19,12.446
2022-03-20,12.446
2022-03-21,12.487
2022-03-22,12.522
2022-03-23,12.237
2022-03-24,12.269
2022-03-25,12.608
2022-03-26,12.608
2022-03-27,12.608
2022-03-28,12.523
2022-03-29,12.704
2022-03-30,12.348
2022-03-31,12.257
2022-04-01,12.106
2022-04-02,12.106
2022-04-03,12.106
2022-04-04,12.167
2022-04-05,12.048
2022-04-06,11.918
2022-04-07,11.727
2022-04-08,11.684
2022-04-09,11.684
2022-04-10,11.684
2022-04-11,11.609
2022-04-12,11.498
2022-04-13,11.714
2022-04-14,11.622
2022-04-15,11.622
2022-04-16,11.622
2022-04-17,11.622
2022-04-18,11.563
2022-04-19,11.934
2022-04-20,12.021
2022-04-21,11.918
2022-04-22,11.476
2022-04-23,11.476
2022-04-24,11.476
2022-04-25,11.304
2022-04-26,11.051
2022-04-27,11.514
2022-04-28,11.615
2022-04-29,11.264
2022-04-30,11.264
2022-05-01,11.264
2022-05-02,11.336
2022-05-03,11.429
2022-05-04,11.771
2022-05-05,11.474
2022-05-06,11.336
2022-05-07,11.336
2022-05-08,11.336
2022-05-09,11.383
2022-05-10,11.297
2022-05-11,11.221
2022-05-12,11.345
2022-05-13,11.35
2022-05-14,11.35
2022-05-15,11.35
2022-05-16,11.395
2022-05-17,11.755
2022-05-18,11.565
2022-05-19,11.382
2022-05-20,11.405
2022-05-21,11.405
2022-05-22,11.405
2022-05-23,11.653
2022-05-24,11.752
2022-05-25,11.349
2022-05-26,11.478
2022-05-27,11.708
2022-05-28,11.708
2022-05-29,11.708
2022-05-30,11.708
2022-05-31,11.723
2022-06-01,11.532
2022-06-02,11.766
2022-06-03,11.684
2022-06-04,11.684
2022-06-05,11.684
2022-06-06,11.683
2022-06-07,11.73
2022-06-08,11.543
2022-06-09,11.254
2022-06-10,11.084
2022-06-11,11.084
2022-06-12,11.084
2022-06-13,10.884
2022-06-14,10.822
2022-06-15,10.826
2022-06-16,10.532
2022-06-17,10.559
2022-06-18,10.559
2022-06-19,10.559
2022-06-20,10.559
2022-06-21,10.923
2022-06-22,10.944
2022-06-23,10.894
2022-06-24,11.497
2022-06-25,11.497
2022-06-26,11.497
2022-06-27,11.311
2022-06-28,11.232
2022-06-29,11.129
2022-06-30,11.244
2022-07-01,11.464
2022-07-02,11.464
2022-07-03,11.464
2022-07-04,11.464
2022-07-05,11.396
2022-07-06,11.405
2022-07-07,11.526
2022-07-08,11.469
2022-07-09,11.469
2022-07-10,11.469
2022-07-11,11.324
2022-07-12,11.257
2022-07-13,11.0
2022-07-14,10.836
2022-07-15,11.138
2022-07-16,11.138
2022-07-17,11.138
2022-07-18,11.206
2022-07-19,11.496
2022-07-20,11.597
2022-07-21,11.624
2022-07-22,11.629
2022-07-23,11.629
2022-07-24,11.629
2022-07-25,11.649
2022-07-26,10.409
2022-07-27,10.496
2022-07-28,10.515
2022-07-29,10.609
2022-07-30,10.609
2022-07-31,10.609
2022-08-01,10.678
2022-08-02,10.482
2022-08-03,10.55
2022-08-04,10.488
2022-08-05,10.664
2022-08-06,10.664
2022-08-07,10.664
2022-08-08,10.633
2022-08-09,10.756
2022-08-10,10.799
2022-08-11,10.915
2022-08-12,11.107
2022-08-13,11.107
2022-08-14,11.107
2022-08-15,11.154
2022-08-16,11.266
2022-08-17,11.184
2022-08-18,11.174
2022-08-19,11.101
2022-08-20,11.101
2022-08-21,11.101
2022-08-22,10.819
2022-08-23,10.711
2022-08-24,10.631
2022-08-25,10.743
2022-08-26,10.527
2022-08-27,10.527
2022-08-28,10.527
2022-08-29,10.408
2022-08-30,10.419
2022-08-31,10.426
2022-09-01,10.408
2022-09-02,10.333
2022-09-03,10.333
2022-09-04,10.333
2022-09-05,10.333
2022-09-06,10.205
2022-09-07,10.379
2022-09-08,10.534
2022-09-09,10.617
2022-09-10,10.617
2022-09-11,10.617
2022-09-12,10.689
2022-09-13,10.459
2022-09-14,10.544
2022-09-15,10.623
2022-09-16,10.606
2022-09-17,10.606
2022-09-18,10.606
2022-09-19,10.757
2022-09-20,10.822
2022-09-21,10.61
2022-09-22,10.444
2022-09-23,10.384
2022-09-24,10.384
2022-09-25,10.384
2022-09-26,10.291
2022-09-27,10.058
2022-09-28,10.152
2022-09-29,11.158
2022-09-30,11.194
2022-10-01,11.194
2022-10-02,11.194
2022-10-03,11.408
2022-10-04,11.872
2022-10-05,11.82
2022-10-06,11.769
2022-10-07,11.276
2022-10-08,11.276
2022-10-09,11.276
2022-10-10,11.252
2022-10-11,11.501
2022-10-12,11.456
2022-10-13,11.825
2022-10-14,11.72
2022-10-15,11.72
2022-10-16,11.72
2022-10-17,12.026
2022-10-18,12.068
2022-10-19,11.868
2022-10-20,11.551
2022-10-21,11.509
2022-10-22,11.509
2022-10-23,11.509
2022-10-24,11.135
2022-10-25,11.231
2022-10-26,11.549
2022-10-27,11.674
2022-10-28,11.937
2022-10-29,11.937
2022-10-30,11.937
2022-10-31,12.015
2022-11-01,11.991
2022-11-02,11.954
2022-11-03,11.731
2022-11-04,12.041
2022-11-05,12.041
2022-11-06,12.041
2022-11-07,11.994
2022-11-08,12.024
2022-11-09,11.95
2022-11-10,12.738
2022-11-11,12.861
2022-11-12,12.861
2022-11-13,12.861
2022-11-14,12.87
2022-11-15,12.804
2022-11-16,12.548
2022-11-17,12.434
2022-11-18,12.562
2022-11-19,12.562
2022-11-20,12.562
2022-11-21,12.643
2022-11-22,12.828
2022-11-23,12.905
2022-11-24,12.905
2022-11-25,13.105
2022-11-26,13.105
2022-11-27,13.105
2022-11-28,12.744
2022-11-29,12.67
2022-11-30,12.873
2022-12-01,12.956
2022-12-02,13.061
2022-12-03,13.061
2022-12-04,13.061
2022-12-05,12.452
2022-12-06,12.386
2022-12-07,12.313
2022-12-08,12.401
2022-12-09,12.327
2022-12-10,12.327
2022-12-11,12.327
2022-12-12,12.49
2022-12-13,12.42
2022-12-14,12.142
2022-12-15,11.927
2022-12-16,11.932
2022-12-17,11.932
2022-12-18,11.932
2022-12-19,11.912
2022-12-20,11.992
2022-12-21,12.225
2022-12-22,12.209
2022-12-23,12.256
2022-12-24,12.256
2022-12-25,12.256
2022-12-26,12.256
2022-12-27,12.279
2022-12-28,12.201
2022-12-29,12.406
2022-12-30,12.377
2022-12-31,12.377
2023-01-01,12.377
2023-01-02,12.377
2023-01-03,12.402
2023-01-04,12.342
2023-01-05,12.292
2023-01-06,12.758
2023-01-07,12.758
2023-01-08,12.758
2023-01-09,12.931
2023-01-10,13.046
2023-01-11,13.067
2023-01-12,13.061
2023-01-13,13.028
2023-01-14,13.028
2023-01-15,13.028
2023-01-16,13.028
2023-01-17,12.967
2023-01-18,12.506
2023-01-19,12.404
2023-01-20,12.692
2023-01-21,12.692
2023-01-22,12.692
2023-01-23,13.641
2023-01-24,13.569
2023-01-25,13.84
2023-01-26,13.842
2023-01-27,14.009
2023-01-28,14.009
2023-01-29,14.009
2023-01-30,14.039
2023-01-31,14.172
2023-02-01,14.244
2023-02-02,14.556
2023-02-03,14.756
2023-02-04,14.756
2023-02-05,14.756
2023-02-06,14.459
2023-02-07,14.622
2023-02-08,14.417
2023-02-09,14.194
2023-02-10,14.176
2023-02-11,14.176
2023-02-12,14.176
2023-02-13,14.313
2023-02-14,14.222
2023-02-15,14.372
2023-02-16,14.104
2023-02-17,14.076
2023-02-18,14.076
2023-02-19,14.076
2023-02-20,14.076
2023-02-21,13.831
2023-02-22,13.792
2023-02-23,13.896
2023-02-24,13.918
2023-02-25,13.918
2023-02-26,13.918
2023-02-27,13.944
2023-02-28,14.001
2023-03-01,13.961
2023-03-02,13.864
2023-03-03,13.965
2023-03-04,13.965
2023-03-05,13.965
2023-03-06,13.787
2023-03-07,13.656
2023-03-08,13.638
2023-03-09,12.63
2023-03-10,11.854
2023-03-11,11.854
2023-03-12,11.854
2023-03-13,9.678
2023-03-14,9.555
2023-03-15,8.902
2023-03-16,9.852
2023-03-17,9.553
2023-03-18,9.553
2023-03-19,9.553
2023-03-20,9.533
2023-03-21,10.011
2023-03-22,9.503
2023-03-23,9.385
2023-03-24,9.588
2023-03-25,9.588
2023-03-26,9.588
2023-03-27,9.778
2023-03-28,9.902
2023-03-29,10.136
2023-03-30,11.166
2023-03-31,11.443
2023-04-01,11.443
2023-04-02,11.443
2023-04-03,11.201
2023-04-04,11.152
2023-04-05,9.937
2023-04-06,10.097
2023-04-07,10.097
2023-04-08,10.097
2023-04-09,10.097
2023-04-10,10.219
2023-04-11,10.451
2023-04-12,10.225
2023-04-13,10.213
2023-04-14,9.994
2023-04-15,9.994
2023-04-16,9.994
2023-04-17,10.49
2023-04-18,9.962
2023-04-19,10.405
2023-04-20,10.371
2023-04-21,10.188
2023-04-22,10.188
2023-04-23,10.188
2023-04-24,10.621
2023-04-25,10.34
2023-04-26,10.156
2023-04-27,10.186
2023-04-28,10.483
2023-04-29,10.483
2023-04-30,10.483
2023-05-01,10.346
2023-05-02,9.455
2023-05-03,9.624
2023-05-04,8.733
2023-05-05,9.39
2023-05-06,9.39
2023-05-07,9.39
2023-05-08,9.488
2023-05-09,9.075
2023-05-10,8.597
2023-05-11,7.717
2023-05-12,7.398
2023-05-13,7.398
2023-05-14,7.398
2023-05-15,7.614
2023-05-16,7.698
2023-05-17,8.507
2023-05-18,8.546
2023-05-19,8.321
2023-05-20,8.321
2023-05-21,8.321
2023-05-22,8.95
2023-05-23,8.921
2023-05-24,8.738
2023-05-25,8.718
2023-05-26,8.646
2023-05-27,8.646
2023-05-28,8.646
2023-05-29,8.646
2023-05-30,8.98
2023-05-31,8.787
2023-06-01,8.978
2023-06-02,9.739
2023-06-03,9.739
2023-06-04,9.739
2023-06-05,9.382
2023-06-06,10.189
2023-06-07,10.82
2023-06-08,10.766
2023-06-09,10.362
2023-06-10,10.362
2023-06-11,10.362
2023-06-12,10.298
2023-06-13,10.505
2023-06-14,10.151
2023-06-15,10.419
2023-06-16,10.587
2023-06-17,10.587
2023-06-18,10.587
2023-06-19,10.587
2023-06-20,10.403
2023-06-21,10.098
2023-06-22,9.762
2023-06-23,9.554
2023-06-24,9.554
2023-06-25,9.554
2023-06-26,9.888
2023-06-27,9.915
2023-06-28,9.787
2023-06-29,9.847
2023-06-30,9.6
2023-07-01,9.6
2023-07-02,9.6
2023-07-03,9.887
2023-07-04,9.887
2023-07-05,9.777
2023-07-06,9.426
2023-07-07,9.728
2023-07-08,9.728
2023-07-09,9.728
2023-07-10,10.014
2023-07-11,10.816
2023-07-12,11.211
2023-07-13,11.409
2023-07-14,11.388
2023-07-15,11.388
2023-07-16,11.388
2023-07-17,11.624
2023-07-18,12.691
2023-07-19,13.031
2023-07-20,13.007
2023-07-21,12.959
2023-07-22,12.959
2023-07-23,12.959
2023-07-24,14.073
2023-07-25,13.758
2023-07-26,14.7
2023-07-27,14.393
2023-07-28,14.915
2023-07-29,14.915
2023-07-30,14.915
2023-07-31,14.91
2023-08-01,14.487
2023-08-02,14.127
2023-08-03,14.022
2023-08-04,14.38
2023-08-05,14.38
2023-08-06,14.38
2023-08-07,14.768
2023-08-08,14.651
2023-08-09,14.561
2023-08-10,14.99
2023-08-11,14.977
2023-08-12,14.977
2023-08-13,14.977
2023-08-14,14.622
2023-08-15,13.921
2023-08-16,13.996
2023-08-17,14.505
2023-08-18,14.452
2023-08-19,14.452
2023-08-20,14.452
2023-08-21,14.182
2023-08-22,13.876
2023-08-23,14.201
2023-08-24,14.348
2023-08-25,13.873
2023-08-26,13.873
2023-08-27,13.873
2023-08-28,14.27
2023-08-29,14.414
2023-08-30,14.471
2023-08-31,14.52
2023-09-01,14.836
2023-09-02,14.836
2023-09-03,14.836
2023-09-04,14.836
2023-09-05,14.218
2023-09-06,13.639
2023-09-07,13.386
2023-09-08,13.413
2023-09-09,13.413
2023-09-10,13.413
2023-09-11,13.144
2023-09-12,13.249
2023-09-13,13.163
2023-09-14,13.494
2023-09-15,13.644
2023-09-16,13.644
2023-09-17,13.644
2023-09-18,13.526
2023-09-19,13.65
