,PAG US Equity
2020-10-30,6.027
2020-10-31,6.027
2020-11-01,6.027
2020-11-02,6.193
2020-11-03,6.395
2020-11-04,6.395
2020-11-05,6.595
2020-11-06,6.489
2020-11-07,6.489
2020-11-08,6.489
2020-11-09,6.893
2020-11-10,7.107
2020-11-11,7.08
2020-11-12,6.865
2020-11-13,7.067
2020-11-14,7.067
2020-11-15,7.067
2020-11-16,7.284
2020-11-17,7.261
2020-11-18,7.08
2020-11-19,6.891
2020-11-20,6.746
2020-11-21,6.746
2020-11-22,6.746
2020-11-23,6.994
2020-11-24,7.178
2020-11-25,7.003
2020-11-26,7.003
2020-11-27,6.878
2020-11-28,6.878
2020-11-29,6.878
2020-11-30,6.537
2020-12-01,6.819
2020-12-02,6.832
2020-12-03,6.89
2020-12-04,6.948
2020-12-05,6.948
2020-12-06,6.948
2020-12-07,6.764
2020-12-08,6.652
2020-12-09,6.984
2020-12-10,6.756
2020-12-11,6.879
2020-12-12,6.879
2020-12-13,6.879
2020-12-14,6.731
2020-12-15,6.899
2020-12-16,6.923
2020-12-17,6.97
2020-12-18,6.787
2020-12-19,6.787
2020-12-20,6.787
2020-12-21,6.73
2020-12-22,6.649
2020-12-23,6.9
2020-12-24,6.848
2020-12-25,6.848
2020-12-26,6.848
2020-12-27,6.848
2020-12-28,6.884
2020-12-29,6.876
2020-12-30,6.986
2020-12-31,7.05
2021-01-01,7.05
2021-01-02,7.05
2021-01-03,7.05
2021-01-04,6.822
2021-01-05,6.989
2021-01-06,7.274
2021-01-07,7.477
2021-01-08,7.407
2021-01-09,7.407
2021-01-10,7.407
2021-01-11,7.479
2021-01-12,7.708
2021-01-13,7.467
2021-01-14,7.687
2021-01-15,7.646
2021-01-16,7.646
2021-01-17,7.646
2021-01-18,7.646
2021-01-19,7.61
2021-01-20,7.812
2021-01-21,7.845
2021-01-22,7.754
2021-01-23,7.754
2021-01-24,7.754
2021-01-25,7.616
2021-01-26,7.767
2021-01-27,7.19
2021-01-28,7.347
2021-01-29,7.103
2021-01-30,7.103
2021-01-31,7.103
2021-02-01,7.277
2021-02-02,7.296
2021-02-03,7.501
2021-02-04,7.661
2021-02-05,7.752
2021-02-06,7.752
2021-02-07,7.752
2021-02-08,7.93
2021-02-09,7.838
2021-02-10,7.878
2021-02-11,7.81
2021-02-12,7.902
2021-02-13,7.902
2021-02-14,7.902
2021-02-15,7.902
2021-02-16,7.858
2021-02-17,7.738
2021-02-18,7.599
2021-02-19,7.882
2021-02-20,7.882
2021-02-21,7.882
2021-02-22,7.931
2021-02-23,7.92
2021-02-24,8.298
2021-02-25,8.012
2021-02-26,8.122
2021-02-27,8.122
2021-02-28,8.122
2021-03-01,8.312
2021-03-02,8.328
2021-03-03,8.478
2021-03-04,8.534
2021-03-05,9.287
2021-03-06,9.287
2021-03-07,9.287
2021-03-08,9.565
2021-03-09,9.506
2021-03-10,7.675
2021-03-11,7.751
2021-03-12,7.802
2021-03-13,7.802
2021-03-14,7.802
2021-03-15,7.822
2021-03-16,7.801
2021-03-17,7.822
2021-03-18,7.584
2021-03-19,7.498
2021-03-20,7.498
2021-03-21,7.498
2021-03-22,7.372
2021-03-23,7.141
2021-03-24,7.026
2021-03-25,7.299
2021-03-26,7.505
2021-03-27,7.505
2021-03-28,7.505
2021-03-29,7.317
2021-03-30,7.551
2021-03-31,7.382
2021-04-01,7.44
2021-04-02,7.44
2021-04-03,7.44
2021-04-04,7.44
2021-04-05,7.551
2021-04-06,7.496
2021-04-07,7.429
2021-04-08,7.462
2021-04-09,7.679
2021-04-10,7.679
2021-04-11,7.679
2021-04-12,7.806
2021-04-13,7.697
2021-04-14,7.912
2021-04-15,7.958
2021-04-16,8.004
2021-04-17,8.004
2021-04-18,8.004
2021-04-19,7.955
2021-04-20,7.831
2021-04-21,8.03
2021-04-22,7.861
2021-04-23,8.151
2021-04-24,8.151
2021-04-25,8.151
2021-04-26,8.15
2021-04-27,8.137
2021-04-28,8.165
2021-04-29,8.176
2021-04-30,8.075
2021-05-01,8.075
2021-05-02,8.075
2021-05-03,8.313
2021-05-04,8.335
2021-05-05,8.337
2021-05-06,8.506
2021-05-07,8.484
2021-05-08,8.484
2021-05-09,8.484
2021-05-10,8.457
2021-05-11,8.234
2021-05-12,7.975
2021-05-13,8.178
2021-05-14,8.478
2021-05-15,8.478
2021-05-16,8.478
2021-05-17,8.519
2021-05-18,8.288
2021-05-19,7.83
2021-05-20,7.81
2021-05-21,7.942
2021-05-22,7.942
2021-05-23,7.942
2021-05-24,7.907
2021-05-25,7.769
2021-05-26,7.887
2021-05-27,7.929
2021-05-28,7.923
2021-05-29,7.923
2021-05-30,7.923
2021-05-31,7.923
2021-06-01,8.049
2021-06-02,7.739
2021-06-03,7.689
2021-06-04,7.501
2021-06-05,7.501
2021-06-06,7.501
2021-06-07,7.356
2021-06-08,7.466
2021-06-09,7.314
2021-06-10,7.338
2021-06-11,7.418
2021-06-12,7.418
2021-06-13,7.418
2021-06-14,7.213
2021-06-15,7.272
2021-06-16,7.221
2021-06-17,6.891
2021-06-18,6.718
2021-06-19,6.718
2021-06-20,6.718
2021-06-21,6.889
2021-06-22,6.887
2021-06-23,6.879
2021-06-24,6.851
2021-06-25,6.938
2021-06-26,6.938
2021-06-27,6.938
2021-06-28,6.874
2021-06-29,6.878
2021-06-30,6.988
2021-07-01,7.217
2021-07-02,7.213
2021-07-03,7.213
2021-07-04,7.213
2021-07-05,7.213
2021-07-06,7.006
2021-07-07,7.066
2021-07-08,6.991
2021-07-09,7.277
2021-07-10,7.277
2021-07-11,7.277
2021-07-12,7.409
2021-07-13,7.289
2021-07-14,7.312
2021-07-15,7.289
2021-07-16,7.182
2021-07-17,7.182
2021-07-18,7.182
2021-07-19,7.027
2021-07-20,7.401
2021-07-21,7.641
2021-07-22,7.585
2021-07-23,7.539
2021-07-24,7.539
2021-07-25,7.539
2021-07-26,7.452
2021-07-27,7.486
2021-07-28,7.504
2021-07-29,6.818
2021-07-30,6.936
2021-07-31,6.936
2021-08-01,6.936
2021-08-02,7.032
2021-08-03,7.045
2021-08-04,6.727
2021-08-05,6.868
2021-08-06,6.87
2021-08-07,6.87
2021-08-08,6.87
2021-08-09,6.832
2021-08-10,7.003
2021-08-11,7.078
2021-08-12,7.081
2021-08-13,7.057
2021-08-14,7.057
2021-08-15,7.057
2021-08-16,7.116
2021-08-17,6.78
2021-08-18,6.736
2021-08-19,6.683
2021-08-20,6.72
2021-08-21,6.72
2021-08-22,6.72
2021-08-23,6.736
2021-08-24,6.844
2021-08-25,6.9
2021-08-26,6.833
2021-08-27,7.051
2021-08-28,7.051
2021-08-29,7.051
2021-08-30,6.99
2021-08-31,7.076
2021-09-01,7.057
2021-09-02,6.989
2021-09-03,6.908
2021-09-04,6.908
2021-09-05,6.908
2021-09-06,6.908
2021-09-07,6.805
2021-09-08,6.897
2021-09-09,7.041
2021-09-10,7.038
2021-09-11,7.038
2021-09-12,7.038
2021-09-13,7.067
2021-09-14,7.075
2021-09-15,7.223
2021-09-16,7.463
2021-09-17,7.61
2021-09-18,7.61
2021-09-19,7.61
2021-09-20,7.461
2021-09-21,7.587
2021-09-22,7.911
2021-09-23,8.208
2021-09-24,8.421
2021-09-25,8.421
2021-09-26,8.421
2021-09-27,8.365
2021-09-28,8.249
2021-09-29,8.529
2021-09-30,7.916
2021-10-01,8.033
2021-10-02,8.033
2021-10-03,8.033
2021-10-04,8.032
2021-10-05,8.033
2021-10-06,7.972
2021-10-07,8.119
2021-10-08,8.202
2021-10-09,8.202
2021-10-10,8.202
2021-10-11,8.065
2021-10-12,8.059
2021-10-13,7.949
2021-10-14,8.013
2021-10-15,8.135
2021-10-16,8.135
2021-10-17,8.135
2021-10-18,8.262
2021-10-19,8.11
2021-10-20,8.162
2021-10-21,8.679
2021-10-22,8.807
2021-10-23,8.807
2021-10-24,8.807
2021-10-25,8.94
2021-10-26,8.714
2021-10-27,8.138
2021-10-28,7.408
2021-10-29,7.426
2021-10-30,7.426
2021-10-31,7.426
2021-11-01,7.573
2021-11-02,7.513
2021-11-03,7.681
2021-11-04,7.746
2021-11-05,7.832
2021-11-06,7.832
2021-11-07,7.832
2021-11-08,7.772
2021-11-09,7.798
2021-11-10,7.786
2021-11-11,7.805
2021-11-12,7.886
2021-11-13,7.886
2021-11-14,7.886
2021-11-15,7.839
2021-11-16,7.845
2021-11-17,6.921
2021-11-18,6.996
2021-11-19,6.741
2021-11-20,6.741
2021-11-21,6.741
2021-11-22,7.124
2021-11-23,7.243
2021-11-24,7.229
2021-11-25,7.229
2021-11-26,7.175
2021-11-27,7.175
2021-11-28,7.175
2021-11-29,7.157
2021-11-30,7.004
2021-12-01,7.003
2021-12-02,7.336
2021-12-03,7.214
2021-12-04,7.214
2021-12-05,7.214
2021-12-06,7.288
2021-12-07,7.286
2021-12-08,7.243
2021-12-09,7.288
2021-12-10,7.431
2021-12-11,7.431
2021-12-12,7.431
2021-12-13,7.027
2021-12-14,7.108
2021-12-15,7.177
2021-12-16,7.096
2021-12-17,7.153
2021-12-18,7.153
2021-12-19,7.153
2021-12-20,6.878
2021-12-21,7.064
2021-12-22,7.168
2021-12-23,7.232
2021-12-24,7.232
2021-12-25,7.232
2021-12-26,7.232
2021-12-27,7.396
2021-12-28,7.395
2021-12-29,7.425
2021-12-30,7.454
2021-12-31,7.539
2022-01-01,7.539
2022-01-02,7.539
2022-01-03,7.376
2022-01-04,7.33
2022-01-05,7.237
2022-01-06,7.299
2022-01-07,7.297
2022-01-08,7.297
2022-01-09,7.297
2022-01-10,7.282
2022-01-11,7.218
2022-01-12,7.087
2022-01-13,7.198
2022-01-14,7.116
2022-01-15,7.116
2022-01-16,7.116
2022-01-17,7.116
2022-01-18,7.052
2022-01-19,6.881
2022-01-20,6.714
2022-01-21,6.736
2022-01-22,6.736
2022-01-23,6.736
2022-01-24,6.965
2022-01-25,6.95
2022-01-26,6.819
2022-01-27,6.771
2022-01-28,6.833
2022-01-29,6.833
2022-01-30,6.833
2022-01-31,6.927
2022-02-01,7.067
2022-02-02,7.02
2022-02-03,6.871
2022-02-04,6.774
2022-02-05,6.774
2022-02-06,6.774
2022-02-07,6.883
2022-02-08,7.006
2022-02-09,7.036
2022-02-10,6.699
2022-02-11,6.597
2022-02-12,6.597
2022-02-13,6.597
2022-02-14,6.61
2022-02-15,6.88
2022-02-16,7.033
2022-02-17,6.836
2022-02-18,6.858
2022-02-19,6.858
2022-02-20,6.858
2022-02-21,6.858
2022-02-22,6.417
2022-02-23,6.292
2022-02-24,6.531
2022-02-25,6.743
2022-02-26,6.743
2022-02-27,6.743
2022-02-28,6.73
2022-03-01,6.545
2022-03-02,7.068
2022-03-03,6.858
2022-03-04,6.712
2022-03-05,6.712
2022-03-06,6.712
2022-03-07,7.062
2022-03-08,7.323
2022-03-09,7.34
2022-03-10,7.403
2022-03-11,7.425
2022-03-12,7.425
2022-03-13,7.425
2022-03-14,7.412
2022-03-15,7.427
2022-03-16,7.732
2022-03-17,7.7
2022-03-18,7.679
2022-03-19,7.679
2022-03-20,7.679
2022-03-21,7.624
2022-03-22,7.674
2022-03-23,7.459
2022-03-24,7.489
2022-03-25,7.504
2022-03-26,7.504
2022-03-27,7.504
2022-03-28,7.3
2022-03-29,7.591
2022-03-30,7.361
2022-03-31,6.883
2022-04-01,6.922
2022-04-02,6.922
2022-04-03,6.922
2022-04-04,6.858
2022-04-05,6.795
2022-04-06,6.844
2022-04-07,6.771
2022-04-08,6.902
2022-04-09,6.902
2022-04-10,6.902
2022-04-11,6.969
2022-04-12,6.903
2022-04-13,7.002
2022-04-14,7.09
2022-04-15,7.09
2022-04-16,7.09
2022-04-17,7.09
2022-04-18,7.139
2022-04-19,7.414
2022-04-20,7.454
2022-04-21,7.174
2022-04-22,7.112
2022-04-23,7.112
2022-04-24,7.112
2022-04-25,7.379
2022-04-26,7.287
2022-04-27,7.266
2022-04-28,7.852
2022-04-29,7.698
2022-04-30,7.698
2022-05-01,7.698
2022-05-02,7.624
2022-05-03,7.882
2022-05-04,8.075
2022-05-05,7.885
2022-05-06,7.881
2022-05-07,7.881
2022-05-08,7.881
2022-05-09,7.696
2022-05-10,7.605
2022-05-11,7.564
2022-05-12,7.686
2022-05-13,8.174
2022-05-14,8.174
2022-05-15,8.174
2022-05-16,8.146
2022-05-17,8.318
2022-05-18,7.67
2022-05-19,7.678
2022-05-20,7.494
2022-05-21,7.494
2022-05-22,7.494
2022-05-23,7.515
2022-05-24,7.554
2022-05-25,7.792
2022-05-26,7.993
2022-05-27,8.09
2022-05-28,8.09
2022-05-29,8.09
2022-05-30,8.09
2022-05-31,7.989
2022-06-01,8.064
2022-06-02,8.111
2022-06-03,8.131
2022-06-04,8.131
2022-06-05,8.131
2022-06-06,8.336
2022-06-07,8.386
2022-06-08,8.341
2022-06-09,8.412
2022-06-10,8.015
2022-06-11,8.015
2022-06-12,8.015
2022-06-13,7.642
2022-06-14,7.844
2022-06-15,7.912
2022-06-16,7.11
2022-06-17,7.359
2022-06-18,7.359
2022-06-19,7.359
2022-06-20,7.359
2022-06-21,7.302
2022-06-22,7.354
2022-06-23,7.35
2022-06-24,7.713
2022-06-25,7.713
2022-06-26,7.713
2022-06-27,7.716
2022-06-28,7.685
2022-06-29,7.635
2022-06-30,7.264
2022-07-01,7.409
2022-07-02,7.409
2022-07-03,7.409
2022-07-04,7.409
2022-07-05,7.45
2022-07-06,7.239
2022-07-07,7.598
2022-07-08,7.556
2022-07-09,7.556
2022-07-10,7.556
2022-07-11,7.391
2022-07-12,7.542
2022-07-13,7.452
2022-07-14,7.213
2022-07-15,7.365
2022-07-16,7.365
2022-07-17,7.365
2022-07-18,7.516
2022-07-19,7.848
2022-07-20,7.76
2022-07-21,7.605
2022-07-22,7.683
2022-07-23,7.683
2022-07-24,7.683
2022-07-25,7.694
2022-07-26,7.564
2022-07-27,7.677
2022-07-28,7.899
2022-07-29,7.757
2022-07-30,7.757
2022-07-31,7.757
2022-08-01,7.961
2022-08-02,7.727
2022-08-03,7.8
2022-08-04,7.742
2022-08-05,7.7
2022-08-06,7.7
2022-08-07,7.7
2022-08-08,7.783
2022-08-09,7.664
2022-08-10,7.843
2022-08-11,7.906
2022-08-12,7.883
2022-08-13,7.883
2022-08-14,7.883
2022-08-15,7.858
2022-08-16,8.299
2022-08-17,8.097
2022-08-18,8.137
2022-08-19,7.995
2022-08-20,7.995
2022-08-21,7.995
2022-08-22,7.866
2022-08-23,7.939
2022-08-24,8.036
2022-08-25,8.27
2022-08-26,8.108
2022-08-27,8.108
2022-08-28,8.108
2022-08-29,8.133
2022-08-30,8.033
2022-08-31,7.881
2022-09-01,7.802
2022-09-02,7.661
2022-09-03,7.661
2022-09-04,7.661
2022-09-05,7.661
2022-09-06,7.345
2022-09-07,7.564
2022-09-08,7.364
2022-09-09,7.405
2022-09-10,7.405
2022-09-11,7.405
2022-09-12,7.495
2022-09-13,7.114
2022-09-14,7.055
2022-09-15,7.099
2022-09-16,6.994
2022-09-17,6.994
2022-09-18,6.994
2022-09-19,7.148
2022-09-20,6.921
2022-09-21,6.934
2022-09-22,6.92
2022-09-23,6.709
2022-09-24,6.709
2022-09-25,6.709
2022-09-26,6.453
2022-09-27,6.74
2022-09-28,7.153
2022-09-29,6.498
2022-09-30,6.579
2022-10-01,6.579
2022-10-02,6.579
2022-10-03,6.772
2022-10-04,6.895
2022-10-05,6.816
2022-10-06,7.074
2022-10-07,7.002
2022-10-08,7.002
2022-10-09,7.002
2022-10-10,6.981
2022-10-11,7.067
2022-10-12,7.107
2022-10-13,7.223
2022-10-14,7.042
2022-10-15,7.042
2022-10-16,7.042
2022-10-17,7.108
2022-10-18,7.219
2022-10-19,6.882
2022-10-20,6.734
2022-10-21,6.831
2022-10-22,6.831
2022-10-23,6.831
2022-10-24,7.066
2022-10-25,7.277
2022-10-26,6.976
2022-10-27,6.752
2022-10-28,6.918
2022-10-29,6.918
2022-10-30,6.918
2022-10-31,6.956
2022-11-01,7.143
2022-11-02,6.861
2022-11-03,6.825
2022-11-04,6.888
2022-11-05,6.888
2022-11-06,6.888
2022-11-07,6.994
2022-11-08,7.048
2022-11-09,7.138
2022-11-10,7.767
2022-11-11,7.768
2022-11-12,7.768
2022-11-13,7.768
2022-11-14,7.953
2022-11-15,7.9
2022-11-16,7.765
2022-11-17,7.739
2022-11-18,7.779
2022-11-19,7.779
2022-11-20,7.779
2022-11-21,7.769
2022-11-22,7.872
2022-11-23,7.85
2022-11-24,7.85
2022-11-25,7.86
2022-11-26,7.86
2022-11-27,7.86
2022-11-28,7.78
2022-11-29,7.865
2022-11-30,7.92
2022-12-01,7.813
2022-12-02,7.88
2022-12-03,7.88
2022-12-04,7.88
2022-12-05,7.744
2022-12-06,7.893
2022-12-07,7.865
2022-12-08,7.874
2022-12-09,7.806
2022-12-10,7.806
2022-12-11,7.806
2022-12-12,7.869
2022-12-13,7.582
2022-12-14,7.719
2022-12-15,7.628
2022-12-16,7.441
2022-12-17,7.441
2022-12-18,7.441
2022-12-19,7.241
2022-12-20,7.02
2022-12-21,7.057
2022-12-22,6.9
2022-12-23,7.032
2022-12-24,7.032
2022-12-25,7.032
2022-12-26,7.032
2022-12-27,7.075
2022-12-28,7.007
2022-12-29,7.155
2022-12-30,7.198
2022-12-31,7.198
2023-01-01,7.198
2023-01-02,7.198
2023-01-03,7.121
2023-01-04,7.241
2023-01-05,7.176
2023-01-06,7.421
2023-01-07,7.421
2023-01-08,7.421
2023-01-09,7.305
2023-01-10,7.456
2023-01-11,7.637
2023-01-12,7.678
2023-01-13,7.511
2023-01-14,7.511
2023-01-15,7.511
2023-01-16,7.511
2023-01-17,7.553
2023-01-18,7.504
2023-01-19,7.501
2023-01-20,7.842
2023-01-21,7.842
2023-01-22,7.842
2023-01-23,7.844
2023-01-24,7.782
2023-01-25,8.006
2023-01-26,8.167
2023-01-27,8.308
2023-01-28,8.308
2023-01-29,8.308
2023-01-30,8.303
2023-01-31,8.517
2023-02-01,8.71
2023-02-02,9.226
2023-02-03,9.219
2023-02-04,9.219
2023-02-05,9.219
2023-02-06,9.136
2023-02-07,8.982
2023-02-08,9.01
2023-02-09,8.9
2023-02-10,8.957
2023-02-11,8.957
2023-02-12,8.957
2023-02-13,9.109
2023-02-14,9.341
2023-02-15,9.379
2023-02-16,9.422
2023-02-17,9.889
2023-02-18,9.889
2023-02-19,9.889
2023-02-20,9.889
2023-02-21,9.281
2023-02-22,9.416
2023-02-23,9.253
2023-02-24,9.201
2023-02-25,9.201
2023-02-26,9.201
2023-02-27,9.27
2023-02-28,9.098
2023-03-01,9.134
2023-03-02,9.065
2023-03-03,9.125
2023-03-04,9.125
2023-03-05,9.125
2023-03-06,9.006
2023-03-07,9.155
2023-03-08,9.216
2023-03-09,9.24
2023-03-10,9.007
2023-03-11,9.007
2023-03-12,9.007
2023-03-13,8.702
2023-03-14,8.559
2023-03-15,8.43
2023-03-16,8.576
2023-03-17,8.26
2023-03-18,8.26
2023-03-19,8.26
2023-03-20,8.5
2023-03-21,8.639
2023-03-22,8.454
2023-03-23,8.369
2023-03-24,8.433
2023-03-25,8.433
2023-03-26,8.433
2023-03-27,8.531
2023-03-28,8.556
2023-03-29,8.687
2023-03-30,8.851
2023-03-31,9.004
2023-04-01,9.004
2023-04-02,9.004
2023-04-03,9.095
2023-04-04,8.923
2023-04-05,8.744
2023-04-06,8.603
2023-04-07,8.603
2023-04-08,8.603
2023-04-09,8.603
2023-04-10,8.679
2023-04-11,9.008
2023-04-12,8.915
2023-04-13,8.906
2023-04-14,9.101
2023-04-15,9.101
2023-04-16,9.101
2023-04-17,9.081
2023-04-18,9.213
2023-04-19,9.135
2023-04-20,9.004
2023-04-21,8.974
2023-04-22,8.974
2023-04-23,8.974
2023-04-24,9.032
2023-04-25,8.738
2023-04-26,8.696
2023-04-27,8.902
2023-04-28,8.915
2023-04-29,8.915
2023-04-30,8.915
2023-05-01,9.225
2023-05-02,9.14
2023-05-03,8.818
2023-05-04,8.734
2023-05-05,8.981
2023-05-06,8.981
2023-05-07,8.981
2023-05-08,9.002
2023-05-09,9.01
2023-05-10,9.03
2023-05-11,8.912
2023-05-12,8.987
2023-05-13,8.987
2023-05-14,8.987
2023-05-15,8.996
2023-05-16,8.807
2023-05-17,9.026
2023-05-18,9.143
2023-05-19,8.998
2023-05-20,8.998
2023-05-21,8.998
2023-05-22,9.098
2023-05-23,9.198
2023-05-24,9.145
2023-05-25,9.19
2023-05-26,9.13
2023-05-27,9.13
2023-05-28,9.13
2023-05-29,9.13
2023-05-30,9.365
2023-05-31,8.912
2023-06-01,8.926
2023-06-02,9.437
2023-06-03,9.437
2023-06-04,9.437
2023-06-05,9.247
2023-06-06,9.481
2023-06-07,9.761
2023-06-08,9.822
2023-06-09,9.662
2023-06-10,9.662
2023-06-11,9.662
2023-06-12,9.709
2023-06-13,10.051
2023-06-14,9.93
2023-06-15,10.094
2023-06-16,9.912
2023-06-17,9.912
2023-06-18,9.912
2023-06-19,9.912
2023-06-20,9.912
2023-06-21,10.057
2023-06-22,10.082
2023-06-23,10.201
2023-06-24,10.201
2023-06-25,10.201
2023-06-26,10.275
2023-06-27,10.501
2023-06-28,10.655
2023-06-29,10.683
2023-06-30,10.725
2023-07-01,10.725
2023-07-02,10.725
2023-07-03,10.754
2023-07-04,10.754
2023-07-05,10.71
2023-07-06,10.847
2023-07-07,11.085
2023-07-08,11.085
2023-07-09,11.085
2023-07-10,11.259
2023-07-11,11.481
2023-07-12,11.488
2023-07-13,11.399
2023-07-14,11.256
2023-07-15,11.256
2023-07-16,11.256
2023-07-17,11.29
2023-07-18,11.376
2023-07-19,11.518
2023-07-20,11.31
2023-07-21,10.857
2023-07-22,10.857
2023-07-23,10.857
2023-07-24,10.726
2023-07-25,10.554
2023-07-26,10.439
2023-07-27,10.421
2023-07-28,10.346
2023-07-29,10.346
2023-07-30,10.346
2023-07-31,10.315
2023-08-01,10.391
2023-08-02,11.072
2023-08-03,11.039
2023-08-04,10.694
2023-08-05,10.694
2023-08-06,10.694
2023-08-07,10.724
2023-08-08,10.403
2023-08-09,10.524
2023-08-10,10.466
2023-08-11,10.948
2023-08-12,10.948
2023-08-13,10.948
2023-08-14,11.031
2023-08-15,10.896
2023-08-16,10.824
2023-08-17,10.581
2023-08-18,10.716
2023-08-19,10.716
