,CPF US Equity
2020-11-29,1.739
2020-11-30,1.627
2020-12-01,1.651
2020-12-02,1.705
2020-12-03,1.704
2020-12-04,1.76
2020-12-05,1.76
2020-12-06,1.76
2020-12-07,1.737
2020-12-08,1.738
2020-12-09,1.761
2020-12-10,1.774
2020-12-11,1.758
2020-12-12,1.758
2020-12-13,1.758
2020-12-14,1.806
2020-12-15,1.855
2020-12-16,1.837
2020-12-17,1.838
2020-12-18,1.886
2020-12-19,1.886
2020-12-20,1.886
2020-12-21,1.877
2020-12-22,1.846
2020-12-23,1.902
2020-12-24,1.887
2020-12-25,1.887
2020-12-26,1.887
2020-12-27,1.887
2020-12-28,1.895
2020-12-29,1.866
2020-12-30,1.876
2020-12-31,1.887
2021-01-01,1.887
2021-01-02,1.887
2021-01-03,1.887
2021-01-04,1.843
2021-01-05,1.86
2021-01-06,2.062
2021-01-07,2.079
2021-01-08,2.062
2021-01-09,2.062
2021-01-10,2.062
2021-01-11,2.05
2021-01-12,2.093
2021-01-13,2.044
2021-01-14,2.107
2021-01-15,2.057
2021-01-16,2.057
2021-01-17,2.057
2021-01-18,2.057
2021-01-19,2.077
2021-01-20,2.055
2021-01-21,1.994
2021-01-22,2.018
2021-01-23,2.018
2021-01-24,2.018
2021-01-25,1.992
2021-01-26,1.938
2021-01-27,1.851
2021-01-28,1.976
2021-01-29,1.93
2021-01-30,1.93
2021-01-31,1.93
2021-02-01,2.016
2021-02-02,2.042
2021-02-03,2.025
2021-02-04,2.092
2021-02-05,2.105
2021-02-06,2.105
2021-02-07,2.105
2021-02-08,2.147
2021-02-09,2.182
2021-02-10,2.139
2021-02-11,2.099
2021-02-12,2.096
2021-02-13,2.096
2021-02-14,2.096
2021-02-15,2.096
2021-02-16,2.11
2021-02-17,2.116
2021-02-18,2.045
2021-02-19,2.104
2021-02-20,2.104
2021-02-21,2.104
2021-02-22,2.173
2021-02-23,2.197
2021-02-24,2.277
2021-02-25,2.259
2021-02-26,2.219
2021-02-27,2.219
2021-02-28,2.219
2021-03-01,2.3
2021-03-02,2.253
2021-03-03,2.346
2021-03-04,2.337
2021-03-05,2.407
2021-03-06,2.407
2021-03-07,2.407
2021-03-08,2.517
2021-03-09,2.455
2021-03-10,2.527
2021-03-11,2.593
2021-03-12,2.644
2021-03-13,2.644
2021-03-14,2.644
2021-03-15,2.584
2021-03-16,2.569
2021-03-17,2.586
2021-03-18,2.646
2021-03-19,2.655
2021-03-20,2.655
2021-03-21,2.655
2021-03-22,2.575
2021-03-23,2.525
2021-03-24,2.544
2021-03-25,2.585
2021-03-26,2.631
2021-03-27,2.631
2021-03-28,2.631
2021-03-29,2.567
2021-03-30,2.643
2021-03-31,2.616
2021-04-01,2.67
2021-04-02,2.67
2021-04-03,2.67
2021-04-04,2.67
2021-04-05,2.688
2021-04-06,2.647
2021-04-07,2.647
2021-04-08,2.647
2021-04-09,2.647
2021-04-10,2.647
2021-04-11,2.647
2021-04-12,2.647
2021-04-13,2.647
2021-04-14,2.647
2021-04-15,2.647
2021-04-16,2.647
2021-04-17,2.647
2021-04-18,2.647
2021-04-19,2.647
2021-04-20,2.647
2021-04-21,2.647
2021-04-22,2.647
2021-04-23,2.647
2021-04-24,2.647
2021-04-25,2.647
2021-04-26,2.647
2021-04-27,2.647
2021-04-28,2.647
2021-04-29,2.647
2021-04-30,2.647
2021-05-01,2.647
2021-05-02,2.647
2021-05-03,2.761
2021-05-04,2.805
2021-05-05,2.808
2021-05-06,2.835
2021-05-07,2.817
2021-05-08,2.817
2021-05-09,2.817
2021-05-10,2.766
2021-05-11,2.702
2021-05-12,2.666
2021-05-13,2.78
2021-05-14,2.812
2021-05-15,2.812
2021-05-16,2.812
2021-05-17,2.806
2021-05-18,2.76
2021-05-19,2.743
2021-05-20,2.728
2021-05-21,2.773
2021-05-22,2.773
2021-05-23,2.773
2021-05-24,2.735
2021-05-25,2.658
2021-05-26,2.715
2021-05-27,2.743
2021-05-28,2.754
2021-05-29,2.754
2021-05-30,2.754
2021-05-31,2.754
2021-06-01,2.795
2021-06-02,2.793
2021-06-03,2.818
2021-06-04,2.816
2021-06-05,2.816
2021-06-06,2.816
2021-06-07,2.827
2021-06-08,2.841
2021-06-09,2.793
2021-06-10,2.71
2021-06-11,2.709
2021-06-12,2.709
2021-06-13,2.709
2021-06-14,2.687
2021-06-15,2.734
2021-06-16,2.772
2021-06-17,2.683
2021-06-18,2.612
2021-06-19,2.612
2021-06-20,2.612
2021-06-21,2.689
2021-06-22,2.685
2021-06-23,2.668
2021-06-24,2.681
2021-06-25,2.635
2021-06-26,2.635
2021-06-27,2.635
2021-06-28,2.597
2021-06-29,2.576
2021-06-30,2.59
2021-07-01,2.601
2021-07-02,2.565
2021-07-03,2.565
2021-07-04,2.565
2021-07-05,2.565
2021-07-06,2.513
2021-07-07,2.606
2021-07-08,2.556
2021-07-09,2.638
2021-07-10,2.638
2021-07-11,2.638
2021-07-12,2.656
2021-07-13,2.593
2021-07-14,2.6
2021-07-15,2.635
2021-07-16,2.584
2021-07-17,2.584
2021-07-18,2.584
2021-07-19,2.484
2021-07-20,2.558
2021-07-21,2.603
2021-07-22,2.545
2021-07-23,2.564
2021-07-24,2.564
2021-07-25,2.564
2021-07-26,2.608
2021-07-27,2.616
2021-07-28,2.665
2021-07-29,2.7
2021-07-30,2.685
2021-07-31,2.685
2021-08-01,2.685
2021-08-02,2.642
2021-08-03,2.688
2021-08-04,2.659
2021-08-05,2.696
2021-08-06,2.756
2021-08-07,2.756
2021-08-08,2.756
2021-08-09,2.718
2021-08-10,2.775
2021-08-11,2.812
2021-08-12,2.776
2021-08-13,2.75
2021-08-14,2.75
2021-08-15,2.75
2021-08-16,2.729
2021-08-17,2.673
2021-08-18,2.648
2021-08-19,2.625
2021-08-20,2.683
2021-08-21,2.683
2021-08-22,2.683
2021-08-23,2.69
2021-08-24,2.677
2021-08-25,2.69
2021-08-26,2.651
2021-08-27,2.737
2021-08-28,2.737
2021-08-29,2.737
2021-08-30,2.665
2021-08-31,2.679
2021-09-01,2.649
2021-09-02,2.614
2021-09-03,2.614
2021-09-04,2.614
2021-09-05,2.614
2021-09-06,2.614
2021-09-07,2.614
2021-09-08,2.614
2021-09-09,2.614
2021-09-10,2.614
2021-09-11,2.614
2021-09-12,2.614
2021-09-13,2.614
2021-09-14,2.614
2021-09-15,2.614
2021-09-16,2.614
2021-09-17,2.614
2021-09-18,2.614
2021-09-19,2.614
2021-09-20,2.614
2021-09-21,2.614
2021-09-22,2.614
2021-09-23,2.614
2021-09-24,2.614
2021-09-25,2.614
2021-09-26,2.614
2021-09-27,2.614
2021-09-28,2.614
2021-09-29,2.614
2021-09-30,2.614
2021-10-01,2.614
2021-10-02,2.614
2021-10-03,2.614
2021-10-04,2.614
2021-10-05,2.614
2021-10-06,2.614
2021-10-07,2.614
2021-10-08,2.614
2021-10-09,2.614
2021-10-10,2.614
2021-10-11,2.614
2021-10-12,2.614
2021-10-13,2.614
2021-10-14,2.614
2021-10-15,2.614
2021-10-16,2.614
2021-10-17,2.614
2021-10-18,2.614
2021-10-19,2.614
2021-10-20,2.614
2021-10-21,2.614
2021-10-22,2.614
2021-10-23,2.614
2021-10-24,2.614
2021-10-25,2.614
2021-10-26,2.614
2021-10-27,2.614
2021-10-28,2.614
2021-10-29,2.614
2021-10-30,2.614
2021-10-31,2.614
2021-11-01,2.614
2021-11-02,2.614
2021-11-03,2.614
2021-11-04,2.614
2021-11-05,2.614
2021-11-06,2.614
2021-11-07,2.614
2021-11-08,2.614
2021-11-09,2.614
2021-11-10,2.614
2021-11-11,2.614
2021-11-12,2.614
2021-11-13,2.614
2021-11-14,2.614
2021-11-15,2.614
2021-11-16,2.614
2021-11-17,2.614
2021-11-18,2.614
2021-11-19,2.614
2021-11-20,2.614
2021-11-21,2.614
2021-11-22,2.614
2021-11-23,2.614
2021-11-24,2.614
2021-11-25,2.614
2021-11-26,2.614
2021-11-27,2.614
2021-11-28,2.614
2021-11-29,2.614
2021-11-30,2.614
2021-12-01,2.614
2021-12-02,2.614
2021-12-03,2.614
2021-12-04,2.614
2021-12-05,2.614
2021-12-06,2.614
2021-12-07,2.614
2021-12-08,2.614
2021-12-09,2.614
2021-12-10,2.614
2021-12-11,2.614
2021-12-12,2.614
2021-12-13,2.614
2021-12-14,2.614
2021-12-15,2.614
2021-12-16,2.614
2021-12-17,2.614
2021-12-18,2.614
2021-12-19,2.614
2021-12-20,2.614
2021-12-21,2.614
2021-12-22,2.614
2021-12-23,2.614
2021-12-24,2.614
2021-12-25,2.614
2021-12-26,2.614
2021-12-27,2.614
2021-12-28,2.614
2021-12-29,2.614
2021-12-30,2.614
2021-12-31,2.614
2022-01-01,2.614
2022-01-02,2.614
2022-01-03,2.614
2022-01-04,2.614
2022-01-05,2.614
2022-01-06,2.614
2022-01-07,2.614
2022-01-08,2.614
2022-01-09,2.614
2022-01-10,2.614
2022-01-11,2.614
2022-01-12,2.614
2022-01-13,2.614
2022-01-14,2.614
2022-01-15,2.614
2022-01-16,2.614
2022-01-17,2.614
2022-01-18,2.614
2022-01-19,2.614
2022-01-20,2.614
2022-01-21,2.614
2022-01-22,2.614
2022-01-23,2.614
2022-01-24,2.614
2022-01-25,2.614
2022-01-26,2.614
2022-01-27,2.614
2022-01-28,2.614
2022-01-29,2.614
2022-01-30,2.614
2022-01-31,2.614
2022-02-01,2.614
2022-02-02,2.614
2022-02-03,2.614
2022-02-04,2.614
2022-02-05,2.614
2022-02-06,2.614
2022-02-07,2.614
2022-02-08,2.614
2022-02-09,2.614
2022-02-10,2.614
2022-02-11,2.614
2022-02-12,2.614
2022-02-13,2.614
2022-02-14,2.614
2022-02-15,2.614
2022-02-16,2.614
2022-02-17,2.614
2022-02-18,2.614
2022-02-19,2.614
2022-02-20,2.614
2022-02-21,2.614
2022-02-22,2.614
2022-02-23,2.614
2022-02-24,2.614
2022-02-25,2.614
2022-02-26,2.614
2022-02-27,2.614
2022-02-28,2.614
2022-03-01,2.614
2022-03-02,2.614
2022-03-03,2.614
2022-03-04,2.614
2022-03-05,2.614
2022-03-06,2.614
2022-03-07,2.614
2022-03-08,2.614
2022-03-09,2.614
2022-03-10,2.614
2022-03-11,2.614
2022-03-12,2.614
2022-03-13,2.614
2022-03-14,2.614
2022-03-15,2.614
2022-03-16,2.614
2022-03-17,2.614
2022-03-18,2.614
2022-03-19,2.614
2022-03-20,2.614
2022-03-21,2.614
2022-03-22,2.614
2022-03-23,2.614
2022-03-24,2.614
2022-03-25,2.614
2022-03-26,2.614
2022-03-27,2.614
2022-03-28,2.614
2022-03-29,2.614
2022-03-30,2.614
2022-03-31,2.614
2022-04-01,2.614
2022-04-02,2.614
2022-04-03,2.614
2022-04-04,2.614
2022-04-05,2.614
2022-04-06,2.614
2022-04-07,2.614
2022-04-08,2.614
2022-04-09,2.614
2022-04-10,2.614
2022-04-11,2.614
2022-04-12,2.614
2022-04-13,2.614
2022-04-14,2.614
2022-04-15,2.614
2022-04-16,2.614
2022-04-17,2.614
2022-04-18,2.614
2022-04-19,2.614
2022-04-20,2.614
2022-04-21,2.614
2022-04-22,2.614
2022-04-23,2.614
2022-04-24,2.614
2022-04-25,2.614
2022-04-26,2.614
2022-04-27,2.614
2022-04-28,2.614
2022-04-29,2.614
2022-04-30,2.614
2022-05-01,2.614
2022-05-02,2.614
2022-05-03,2.614
2022-05-04,2.614
2022-05-05,2.614
2022-05-06,2.614
2022-05-07,2.614
2022-05-08,2.614
2022-05-09,2.614
2022-05-10,2.614
2022-05-11,2.614
2022-05-12,2.614
2022-05-13,2.614
2022-05-14,2.614
2022-05-15,2.614
2022-05-16,2.614
2022-05-17,2.614
2022-05-18,2.614
2022-05-19,2.614
2022-05-20,2.614
2022-05-21,2.614
2022-05-22,2.614
2022-05-23,2.614
2022-05-24,2.614
2022-05-25,2.614
2022-05-26,2.614
2022-05-27,2.614
2022-05-28,2.614
2022-05-29,2.614
2022-05-30,2.614
2022-05-31,2.614
2022-06-01,2.614
2022-06-02,2.614
2022-06-03,2.614
2022-06-04,2.614
2022-06-05,2.614
2022-06-06,2.614
2022-06-07,2.614
2022-06-08,2.614
2022-06-09,2.614
2022-06-10,2.614
2022-06-11,2.614
2022-06-12,2.614
2022-06-13,2.614
2022-06-14,2.614
2022-06-15,2.614
2022-06-16,2.614
2022-06-17,2.614
2022-06-18,2.614
2022-06-19,2.614
2022-06-20,2.614
2022-06-21,2.614
2022-06-22,2.614
2022-06-23,2.614
2022-06-24,2.614
2022-06-25,2.614
2022-06-26,2.614
2022-06-27,2.614
2022-06-28,2.614
2022-06-29,2.614
2022-06-30,2.614
2022-07-01,2.614
2022-07-02,2.614
2022-07-03,2.614
2022-07-04,2.614
2022-07-05,2.614
2022-07-06,2.614
2022-07-07,2.614
2022-07-08,2.614
2022-07-09,2.614
2022-07-10,2.614
2022-07-11,2.614
2022-07-12,2.614
2022-07-13,2.614
2022-07-14,2.614
2022-07-15,2.614
2022-07-16,2.614
2022-07-17,2.614
2022-07-18,2.614
2022-07-19,2.614
2022-07-20,2.614
2022-07-21,2.614
2022-07-22,2.614
2022-07-23,2.614
2022-07-24,2.614
2022-07-25,2.614
2022-07-26,2.614
2022-07-27,2.614
2022-07-28,2.614
2022-07-29,2.614
2022-07-30,2.614
2022-07-31,2.614
2022-08-01,2.614
2022-08-02,2.614
2022-08-03,2.614
2022-08-04,2.614
2022-08-05,2.614
2022-08-06,2.614
2022-08-07,2.614
2022-08-08,2.614
2022-08-09,2.614
2022-08-10,2.614
2022-08-11,2.614
2022-08-12,2.614
2022-08-13,2.614
2022-08-14,2.614
2022-08-15,2.614
2022-08-16,2.614
2022-08-17,2.614
2022-08-18,2.614
2022-08-19,2.614
2022-08-20,2.614
2022-08-21,2.614
2022-08-22,2.614
2022-08-23,2.614
2022-08-24,2.614
2022-08-25,2.614
2022-08-26,2.614
2022-08-27,2.614
2022-08-28,2.614
2022-08-29,2.614
2022-08-30,2.614
2022-08-31,2.614
2022-09-01,2.614
2022-09-02,2.614
2022-09-03,2.614
2022-09-04,2.614
2022-09-05,2.614
2022-09-06,2.614
2022-09-07,2.614
2022-09-08,2.614
2022-09-09,2.614
2022-09-10,2.614
2022-09-11,2.614
2022-09-12,2.614
2022-09-13,2.614
2022-09-14,2.614
2022-09-15,2.614
2022-09-16,2.614
2022-09-17,2.614
2022-09-18,2.614
2022-09-19,2.614
2022-09-20,2.614
2022-09-21,2.614
2022-09-22,2.614
2022-09-23,2.614
2022-09-24,2.614
2022-09-25,2.614
2022-09-26,2.614
2022-09-27,2.614
2022-09-28,2.614
2022-09-29,2.614
2022-09-30,2.614
2022-10-01,2.614
2022-10-02,2.614
2022-10-03,2.614
2022-10-04,2.614
2022-10-05,2.614
2022-10-06,2.614
2022-10-07,2.614
2022-10-08,2.614
2022-10-09,2.614
2022-10-10,2.614
2022-10-11,2.614
2022-10-12,2.614
2022-10-13,2.614
2022-10-14,2.614
2022-10-15,2.614
2022-10-16,2.614
2022-10-17,2.614
2022-10-18,2.614
2022-10-19,2.614
2022-10-20,2.614
2022-10-21,2.614
2022-10-22,2.614
2022-10-23,2.614
2022-10-24,6.862
2022-10-25,6.722
2022-10-26,6.715
2022-10-27,6.876
2022-10-28,6.96
2022-10-29,6.96
2022-10-30,6.96
2022-10-31,7.18
2022-11-01,6.97
2022-11-02,6.841
2022-11-03,6.739
2022-11-04,6.963
2022-11-05,6.963
2022-11-06,6.963
2022-11-07,6.988
2022-11-08,6.977
2022-11-09,6.928
2022-11-10,7.397
2022-11-11,7.394
2022-11-12,7.394
2022-11-13,7.394
2022-11-14,7.215
2022-11-15,7.394
2022-11-16,7.198
2022-11-17,7.226
2022-11-18,7.208
2022-11-19,7.208
2022-11-20,7.208
2022-11-21,7.292
2022-11-22,7.324
2022-11-23,7.362
2022-11-24,7.362
2022-11-25,7.394
2022-11-26,7.394
2022-11-27,7.394
2022-11-28,7.31
2022-11-29,7.366
2022-11-30,7.508
2022-12-01,7.412
2022-12-02,7.473
2022-12-03,7.473
2022-12-04,7.473
2022-12-05,7.171
2022-12-06,7.256
2022-12-07,7.186
2022-12-08,7.264
2022-12-09,7.271
2022-12-10,7.271
2022-12-11,7.271
2022-12-12,7.193
2022-12-13,7.083
2022-12-14,6.902
2022-12-15,6.746
2022-12-16,6.697
2022-12-17,6.697
2022-12-18,6.697
2022-12-19,6.746
2022-12-20,6.711
2022-12-21,6.952
2022-12-22,6.952
2022-12-23,6.998
2022-12-24,6.998
2022-12-25,6.998
2022-12-26,6.998
2022-12-27,7.132
2022-12-28,7.001
2022-12-29,7.203
2022-12-30,7.186
2022-12-31,7.186
2023-01-01,7.186
2023-01-02,7.186
2023-01-03,7.225
2023-01-04,7.349
2023-01-05,7.218
2023-01-06,7.419
2023-01-07,7.419
2023-01-08,7.419
2023-01-09,7.349
2023-01-10,7.441
2023-01-11,7.434
2023-01-12,7.625
2023-01-13,7.551
2023-01-14,7.551
2023-01-15,7.551
2023-01-16,7.551
2023-01-17,7.384
2023-01-18,7.186
2023-01-19,7.21
2023-01-20,7.391
2023-01-21,7.391
2023-01-22,7.391
2023-01-23,7.466
2023-01-24,7.405
2023-01-25,7.933
2023-01-26,8.128
2023-01-27,8.339
2023-01-28,8.339
2023-01-29,8.339
2023-01-30,8.305
2023-01-31,8.59
2023-02-01,8.856
2023-02-02,9.046
2023-02-03,9.305
2023-02-04,9.305
2023-02-05,9.305
2023-02-06,9.118
2023-02-07,9.214
2023-02-08,9.073
2023-02-09,8.837
2023-02-10,8.864
2023-02-11,8.864
2023-02-12,8.864
2023-02-13,8.925
2023-02-14,8.89
2023-02-15,9.016
2023-02-16,8.83
2023-02-17,8.898
2023-02-18,8.898
2023-02-19,8.898
2023-02-20,8.898
2023-02-21,8.826
2023-02-22,8.742
2023-02-23,8.807
2023-02-24,8.818
2023-02-25,8.818
2023-02-26,8.818
2023-02-27,8.68
2023-02-28,8.622
2023-03-01,8.622
2023-03-02,8.538
2023-03-03,8.603
2023-03-04,8.603
2023-03-05,8.603
2023-03-06,8.465
2023-03-07,8.48
2023-03-08,8.495
2023-03-09,7.953
2023-03-10,7.757
2023-03-11,7.757
2023-03-12,7.757
2023-03-13,7.227
2023-03-14,7.242
2023-03-15,7.454
2023-03-16,7.619
2023-03-17,7.085
2023-03-18,7.085
2023-03-19,7.085
2023-03-20,7.15
2023-03-21,7.265
2023-03-22,7.038
2023-03-23,6.873
2023-03-24,6.946
2023-03-25,6.946
2023-03-26,6.946
2023-03-27,7.111
2023-03-28,7.41
2023-03-29,7.406
2023-03-30,7.05
2023-03-31,7.174
2023-04-01,7.174
2023-04-02,7.174
2023-04-03,7.605
2023-04-04,7.363
2023-04-05,7.315
2023-04-06,7.436
2023-04-07,7.436
2023-04-08,7.436
2023-04-09,7.436
2023-04-10,7.401
2023-04-11,7.354
2023-04-12,7.237
2023-04-13,7.306
2023-04-14,7.134
2023-04-15,7.134
2023-04-16,7.134
2023-04-17,7.246
2023-04-18,7.03
2023-04-19,7.315
2023-04-20,7.227
2023-04-21,7.117
2023-04-22,7.117
2023-04-23,7.117
2023-04-24,7.025
2023-04-25,6.67
2023-04-26,7.14
2023-04-27,7.199
2023-04-28,7.199
2023-04-29,7.199
2023-04-30,7.199
2023-05-01,7.158
2023-05-02,6.514
2023-05-03,6.487
2023-05-04,6.206
2023-05-05,6.578
2023-05-06,6.578
2023-05-07,6.578
2023-05-08,6.278
2023-05-09,6.292
2023-05-10,6.351
2023-05-11,6.21
2023-05-12,6.142
2023-05-13,6.142
2023-05-14,6.142
2023-05-15,6.374
2023-05-16,6.369
2023-05-17,6.773
2023-05-18,6.763
2023-05-19,6.682
2023-05-20,6.682
2023-05-21,6.682
2023-05-22,6.94
2023-05-23,7.126
2023-05-24,7.031
2023-05-25,6.963
2023-05-26,7.008
2023-05-27,7.008
2023-05-28,7.008
2023-05-29,7.008
2023-05-30,6.852
2023-05-31,6.736
2023-06-01,6.893
2023-06-02,7.414
2023-06-03,7.414
2023-06-04,7.414
2023-06-05,7.16
2023-06-06,7.529
2023-06-07,7.917
2023-06-08,7.806
2023-06-09,7.622
2023-06-10,7.622
2023-06-11,7.622
2023-06-12,7.552
2023-06-13,7.718
2023-06-14,7.479
2023-06-15,7.672
2023-06-16,7.705
2023-06-17,7.705
2023-06-18,7.705
2023-06-19,7.705
2023-06-20,7.626
2023-06-21,7.566
2023-06-22,7.396
2023-06-23,7.409
2023-06-24,7.409
2023-06-25,7.409
2023-06-26,7.317
2023-06-27,7.34
2023-06-28,7.336
2023-06-29,7.479
2023-06-30,7.243
2023-07-01,7.243
2023-07-02,7.243
2023-07-03,7.456
2023-07-04,7.456
2023-07-05,7.294
2023-07-06,7.101
2023-07-07,7.193
2023-07-08,7.193
2023-07-09,7.193
2023-07-10,7.234
2023-07-11,7.225
2023-07-12,7.451
2023-07-13,7.635
2023-07-14,7.631
2023-07-15,7.631
2023-07-16,7.631
2023-07-17,7.732
2023-07-18,8.087
2023-07-19,8.29
2023-07-20,8.281
2023-07-21,8.161
2023-07-22,8.161
2023-07-23,8.161
2023-07-24,8.465
2023-07-25,8.392
2023-07-26,8.707
2023-07-27,8.537
2023-07-28,8.608
2023-07-29,8.608
2023-07-30,8.608
2023-07-31,8.618
2023-08-01,8.495
2023-08-02,8.429
2023-08-03,8.495
2023-08-04,8.504
2023-08-05,8.504
2023-08-06,8.504
2023-08-07,8.575
2023-08-08,8.665
2023-08-09,8.608
2023-08-10,8.575
2023-08-11,8.556
2023-08-12,8.556
2023-08-13,8.556
2023-08-14,8.282
2023-08-15,8.041
2023-08-16,7.914
2023-08-17,8.178
2023-08-18,8.211
2023-08-19,8.211
2023-08-20,8.211
2023-08-21,8.065
2023-08-22,7.89
2023-08-23,8.051
2023-08-24,8.122
2023-08-25,8.065
2023-08-26,8.065
2023-08-27,8.065
2023-08-28,8.15
2023-08-29,8.197
2023-08-30,8.092
2023-08-31,8.14
2023-09-01,8.389
2023-09-02,8.389
2023-09-03,8.389
2023-09-04,8.389
2023-09-05,8.188
2023-09-06,7.914
2023-09-07,7.789
2023-09-08,7.861
2023-09-09,7.861
2023-09-10,7.861
2023-09-11,7.905
2023-09-12,7.953
2023-09-13,7.794
2023-09-14,7.948
2023-09-15,8.015
2023-09-16,8.015
2023-09-17,8.015
2023-09-18,7.938
2023-09-19,7.986
