,DKS US Equity
2019-06-27,
2019-06-28,
2019-06-29,
2019-06-30,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-04,
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-13,
2019-07-14,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-20,
2019-07-21,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-27,
2019-07-28,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-03,
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-28,
2019-09-29,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-05,
2019-10-06,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-12,
2019-10-13,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,12527.0
2019-10-26,12527.0
2019-10-27,12527.0
2019-10-28,12527.0
2019-10-29,12527.0
2019-10-30,12527.0
2019-10-31,12527.0
2019-11-01,12527.0
2019-11-02,12527.0
2019-11-03,12527.0
2019-11-04,12527.0
2019-11-05,12527.0
2019-11-06,12527.0
2019-11-07,12527.0
2019-11-08,12527.0
2019-11-09,12527.0
2019-11-10,12527.0
2019-11-11,12527.0
2019-11-12,12527.0
2019-11-13,12527.0
2019-11-14,12527.0
2019-11-15,12527.0
2019-11-16,12527.0
2019-11-17,12527.0
2019-11-18,12527.0
2019-11-19,12527.0
2019-11-20,12527.0
2019-11-21,12527.0
2019-11-22,12527.0
2019-11-23,12527.0
2019-11-24,12527.0
2019-11-25,12527.0
2019-11-26,12527.0
2019-11-27,12527.0
2019-11-28,12527.0
2019-11-29,12527.0
2019-11-30,12527.0
2019-12-01,12527.0
2019-12-02,12527.0
2019-12-03,12527.0
2019-12-04,12527.0
2019-12-05,12527.0
2019-12-06,12527.0
2019-12-07,12527.0
2019-12-08,12527.0
2019-12-09,12527.0
2019-12-10,12527.0
2019-12-11,12527.0
2019-12-12,12527.0
2019-12-13,12527.0
2019-12-14,12527.0
2019-12-15,12527.0
2019-12-16,12527.0
2019-12-17,12527.0
2019-12-18,12527.0
2019-12-19,12527.0
2019-12-20,12527.0
2019-12-21,12527.0
2019-12-22,12527.0
2019-12-23,12527.0
2019-12-24,12527.0
2019-12-25,12527.0
2019-12-26,12527.0
2019-12-27,12527.0
2019-12-28,12527.0
2019-12-29,12527.0
2019-12-30,12527.0
2019-12-31,12527.0
2020-01-01,12527.0
2020-01-02,12527.0
2020-01-03,12527.0
2020-01-04,12527.0
2020-01-05,12527.0
2020-01-06,12527.0
2020-01-07,12527.0
2020-01-08,12527.0
2020-01-09,12527.0
2020-01-10,12527.0
2020-01-11,12527.0
2020-01-12,12527.0
2020-01-13,12527.0
2020-01-14,12527.0
2020-01-15,12527.0
2020-01-16,12527.0
2020-01-17,12527.0
2020-01-18,12527.0
2020-01-19,12527.0
2020-01-20,12527.0
2020-01-21,12527.0
2020-01-22,12527.0
2020-01-23,12527.0
2020-01-24,12527.0
2020-01-25,12527.0
2020-01-26,12527.0
2020-01-27,12527.0
2020-01-28,12527.0
2020-01-29,12527.0
2020-01-30,12527.0
2020-01-31,12527.0
2020-02-01,12527.0
2020-02-02,12527.0
2020-02-03,12527.0
2020-02-04,12527.0
2020-02-05,12527.0
2020-02-06,12527.0
2020-02-07,12527.0
2020-02-08,12527.0
2020-02-09,12527.0
2020-02-10,12527.0
2020-02-11,12527.0
2020-02-12,12527.0
2020-02-13,12527.0
2020-02-14,12527.0
2020-02-15,12527.0
2020-02-16,12527.0
2020-02-17,12527.0
2020-02-18,12527.0
2020-02-19,12527.0
2020-02-20,12527.0
2020-02-21,12527.0
2020-02-22,12527.0
2020-02-23,12527.0
2020-02-24,12527.0
2020-02-25,12527.0
2020-02-26,12527.0
2020-02-27,12527.0
2020-02-28,12527.0
2020-02-29,12527.0
2020-03-01,12527.0
2020-03-02,12527.0
2020-03-03,12527.0
2020-03-04,12527.0
2020-03-05,12527.0
2020-03-06,12527.0
2020-03-07,12527.0
2020-03-08,12527.0
2020-03-09,12527.0
2020-03-10,12527.0
2020-03-11,12527.0
2020-03-12,12527.0
2020-03-13,12527.0
2020-03-14,12527.0
2020-03-15,12527.0
2020-03-16,12527.0
2020-03-17,12527.0
2020-03-18,12527.0
2020-03-19,12527.0
2020-03-20,12527.0
2020-03-21,12527.0
2020-03-22,12527.0
2020-03-23,12527.0
2020-03-24,12527.0
2020-03-25,12527.0
2020-03-26,12527.0
2020-03-27,12527.0
2020-03-28,12527.0
2020-03-29,12527.0
2020-03-30,12527.0
2020-03-31,12527.0
2020-04-01,12527.0
2020-04-02,12527.0
2020-04-03,12527.0
2020-04-04,12527.0
2020-04-05,12527.0
2020-04-06,12527.0
2020-04-07,12527.0
2020-04-08,12527.0
2020-04-09,12527.0
2020-04-10,12527.0
2020-04-11,12527.0
2020-04-12,12527.0
2020-04-13,12527.0
2020-04-14,12527.0
2020-04-15,12527.0
2020-04-16,12527.0
2020-04-17,12527.0
2020-04-18,12527.0
2020-04-19,12527.0
2020-04-20,12527.0
2020-04-21,12527.0
2020-04-22,12527.0
2020-04-23,12527.0
2020-04-24,12527.0
2020-04-25,12527.0
2020-04-26,12527.0
2020-04-27,12527.0
2020-04-28,12527.0
2020-04-29,12527.0
2020-04-30,12527.0
2020-05-01,12527.0
2020-05-02,12527.0
2020-05-03,12527.0
2020-05-04,12527.0
2020-05-05,12527.0
2020-05-06,12527.0
2020-05-07,12527.0
2020-05-08,12527.0
2020-05-09,12527.0
2020-05-10,12527.0
2020-05-11,12527.0
2020-05-12,12527.0
2020-05-13,12527.0
2020-05-14,12527.0
2020-05-15,12527.0
2020-05-16,12527.0
2020-05-17,12527.0
2020-05-18,12527.0
2020-05-19,12527.0
2020-05-20,12527.0
2020-05-21,12527.0
2020-05-22,12527.0
2020-05-23,12527.0
2020-05-24,12527.0
2020-05-25,12527.0
2020-05-26,12527.0
2020-05-27,12527.0
2020-05-28,12527.0
2020-05-29,12527.0
2020-05-30,12527.0
2020-05-31,12527.0
2020-06-01,12527.0
2020-06-02,10953.0
2020-06-03,10953.0
2020-06-04,10953.0
2020-06-05,10953.0
2020-06-06,10953.0
2020-06-07,10953.0
2020-06-08,10953.0
2020-06-09,10953.0
2020-06-10,10953.0
2020-06-11,10953.0
2020-06-12,10953.0
2020-06-13,10953.0
2020-06-14,10953.0
2020-06-15,10953.0
2020-06-16,10953.0
2020-06-17,10953.0
2020-06-18,10953.0
2020-06-19,10953.0
2020-06-20,10953.0
2020-06-21,10953.0
2020-06-22,10953.0
2020-06-23,10953.0
2020-06-24,10967.5
2020-06-25,10967.5
2020-06-26,10967.5
2020-06-27,10967.5
2020-06-28,10967.5
2020-06-29,10967.5
2020-06-30,10967.5
2020-07-01,10967.5
2020-07-02,10967.5
2020-07-03,10967.5
2020-07-04,10967.5
2020-07-05,10967.5
2020-07-06,10967.5
2020-07-07,10967.5
2020-07-08,10967.5
2020-07-09,10967.5
2020-07-10,10967.5
2020-07-11,10967.5
2020-07-12,10967.5
2020-07-13,10967.5
2020-07-14,10967.5
2020-07-15,10967.5
2020-07-16,10967.5
2020-07-17,10967.5
2020-07-18,10967.5
2020-07-19,10967.5
2020-07-20,10967.5
2020-07-21,10967.5
2020-07-22,10967.5
2020-07-23,10967.5
2020-07-24,10967.5
2020-07-25,10967.5
2020-07-26,10967.5
2020-07-27,10967.5
2020-07-28,10967.5
2020-07-29,10967.5
2020-07-30,10967.5
2020-07-31,10967.5
2020-08-01,10967.5
2020-08-02,10967.5
2020-08-03,10967.5
2020-08-04,10967.5
2020-08-05,10967.5
2020-08-06,10967.5
2020-08-07,10967.5
2020-08-08,10967.5
2020-08-09,10967.5
2020-08-10,10967.5
2020-08-11,10967.5
2020-08-12,10967.5
2020-08-13,10967.5
2020-08-14,10967.5
2020-08-15,10967.5
2020-08-16,10967.5
2020-08-17,10967.5
2020-08-18,10976.5
2020-08-19,10976.5
2020-08-20,10976.5
2020-08-21,10976.5
2020-08-22,10976.5
2020-08-23,10976.5
2020-08-24,10976.5
2020-08-25,10976.5
2020-08-26,11044.333
2020-08-27,11044.333
2020-08-28,11044.333
2020-08-29,11044.333
2020-08-30,11044.333
2020-08-31,11044.333
2020-09-01,11044.333
2020-09-02,11044.333
2020-09-03,10737.25
2020-09-04,10737.25
2020-09-05,10737.25
2020-09-06,10737.25
2020-09-07,10737.25
2020-09-08,10737.25
2020-09-09,10737.25
2020-09-10,10737.25
2020-09-11,10737.25
2020-09-12,10737.25
2020-09-13,10737.25
2020-09-14,10737.25
2020-09-15,10737.25
2020-09-16,10737.25
2020-09-17,10737.25
2020-09-18,10737.25
2020-09-19,10737.25
2020-09-20,10737.25
2020-09-21,10737.25
2020-09-22,10737.25
2020-09-23,10737.25
2020-09-24,10737.25
2020-09-25,10737.25
2020-09-26,10737.25
2020-09-27,10737.25
2020-09-28,10737.25
2020-09-29,10737.25
2020-09-30,10737.25
2020-10-01,10767.25
2020-10-02,10767.25
2020-10-03,10767.25
2020-10-04,10767.25
2020-10-05,10767.25
2020-10-06,10767.25
2020-10-07,10649.0
2020-10-08,10649.0
2020-10-09,10649.0
2020-10-10,10649.0
2020-10-11,10649.0
2020-10-12,10649.0
2020-10-13,10649.0
2020-10-14,10649.0
2020-10-15,10649.0
2020-10-16,10649.0
2020-10-17,10649.0
2020-10-18,10649.0
2020-10-19,10649.0
2020-10-20,10649.0
2020-10-21,10649.0
2020-10-22,10649.0
2020-10-23,10649.0
2020-10-24,10649.0
2020-10-25,10649.0
2020-10-26,10649.0
2020-10-27,10649.0
2020-10-28,10649.0
2020-10-29,10649.0
2020-10-30,10649.0
2020-10-31,10649.0
2020-11-01,10649.0
2020-11-02,10649.0
2020-11-03,10649.0
2020-11-04,10649.0
2020-11-05,10649.0
2020-11-06,10649.0
2020-11-07,10649.0
2020-11-08,10649.0
2020-11-09,10649.0
2020-11-10,10660.0
2020-11-11,10660.0
2020-11-12,10660.0
2020-11-13,10660.0
2020-11-14,10660.0
2020-11-15,10660.0
2020-11-16,10660.0
2020-11-17,10660.0
2020-11-18,10660.0
2020-11-19,10660.0
2020-11-20,10660.0
2020-11-21,10660.0
2020-11-22,10660.0
2020-11-23,10660.0
2020-11-24,10745.75
2020-11-25,10919.5
2020-11-26,10919.5
2020-11-27,10919.5
2020-11-28,10919.5
2020-11-29,10919.5
2020-11-30,10919.5
2020-12-01,10789.6
2020-12-02,10789.6
2020-12-03,10789.6
2020-12-04,10789.6
2020-12-05,10789.6
2020-12-06,10789.6
2020-12-07,10789.6
2020-12-08,10789.6
2020-12-09,10789.6
2020-12-10,10789.6
2020-12-11,10789.6
2020-12-12,10789.6
2020-12-13,10789.6
2020-12-14,10789.6
2020-12-15,10789.6
2020-12-16,10789.6
2020-12-17,10789.6
2020-12-18,10789.6
2020-12-19,11033.0
2020-12-20,11033.0
2020-12-21,11033.0
2020-12-22,11033.0
2020-12-23,11033.0
2020-12-24,11033.0
2020-12-25,11033.0
2020-12-26,11033.0
2020-12-27,11033.0
2020-12-28,11033.0
2020-12-29,11033.0
2020-12-30,11033.0
2020-12-31,11033.0
2021-01-01,11033.0
2021-01-02,11033.0
2021-01-03,11033.0
2021-01-04,11033.0
2021-01-05,11033.0
2021-01-06,11033.0
2021-01-07,11033.0
2021-01-08,11033.0
2021-01-09,11033.0
2021-01-10,11033.0
2021-01-11,11033.0
2021-01-12,11033.0
2021-01-13,11033.0
2021-01-14,11033.0
2021-01-15,11033.0
2021-01-16,11033.0
2021-01-17,11033.0
2021-01-18,11033.0
2021-01-19,11033.0
2021-01-20,11062.75
2021-01-21,11062.75
2021-01-22,11062.75
2021-01-23,11062.75
2021-01-24,11062.75
2021-01-25,11062.75
2021-01-26,11062.75
2021-01-27,11062.75
2021-01-28,11062.75
2021-01-29,11062.75
2021-01-30,11062.75
2021-01-31,11062.75
2021-02-01,11062.75
2021-02-02,11062.75
2021-02-03,11062.75
2021-02-04,11062.75
2021-02-05,11062.75
2021-02-06,11062.75
2021-02-07,11062.75
2021-02-08,11062.75
2021-02-09,11062.75
2021-02-10,11062.75
2021-02-11,11062.75
2021-02-12,11062.75
2021-02-13,11062.75
2021-02-14,11062.75
2021-02-15,11062.75
2021-02-16,11062.75
2021-02-17,10927.4
2021-02-18,10927.4
2021-02-19,10927.4
2021-02-20,10927.4
2021-02-21,10927.4
2021-02-22,10927.4
2021-02-23,10927.4
2021-02-24,10927.4
2021-02-25,10927.4
2021-02-26,10927.4
2021-02-27,10927.4
2021-02-28,10927.4
2021-03-01,10927.4
2021-03-02,10927.4
2021-03-03,10927.4
2021-03-04,10927.4
2021-03-05,10927.4
2021-03-06,10927.4
2021-03-07,10927.4
2021-03-08,10971.4
2021-03-09,11035.8
2021-03-10,10939.0
2021-03-11,10939.2
2021-03-12,10924.6
2021-03-13,10924.6
2021-03-14,10924.6
2021-03-15,10924.6
2021-03-16,10924.6
2021-03-17,10924.6
2021-03-18,10924.6
2021-03-19,10924.6
2021-03-20,10924.6
2021-03-21,10924.6
2021-03-22,10924.6
2021-03-23,10924.6
2021-03-24,10924.6
2021-03-25,10924.6
2021-03-26,10924.6
2021-03-27,10924.6
2021-03-28,10924.6
2021-03-29,10924.6
2021-03-30,10924.6
2021-03-31,10924.6
2021-04-01,10924.6
2021-04-02,10924.6
2021-04-03,10924.6
2021-04-04,10924.6
2021-04-05,10924.6
2021-04-06,10924.6
2021-04-07,10924.6
2021-04-08,10924.6
2021-04-09,10924.6
2021-04-10,10924.6
2021-04-11,10924.6
2021-04-12,10924.6
2021-04-13,10924.6
2021-04-14,10852.333
2021-04-15,10852.333
2021-04-16,10852.333
2021-04-17,10852.333
2021-04-18,10852.333
2021-04-19,10852.333
2021-04-20,10852.333
2021-04-21,10852.333
2021-04-22,10852.333
2021-04-23,10852.333
2021-04-24,10852.333
2021-04-25,10852.333
2021-04-26,10852.333
2021-04-27,10852.333
2021-04-28,10852.333
2021-04-29,10852.333
2021-04-30,10852.333
2021-05-01,10852.333
2021-05-02,10852.333
2021-05-03,10852.333
2021-05-04,10852.333
2021-05-05,10852.333
2021-05-06,10852.333
2021-05-07,10852.333
2021-05-08,10852.333
2021-05-09,10852.333
2021-05-10,10852.333
2021-05-11,10852.333
2021-05-12,10852.333
2021-05-13,10852.333
2021-05-14,10852.333
2021-05-15,10852.333
2021-05-16,10877.167
2021-05-17,10877.167
2021-05-18,10877.167
2021-05-19,10963.333
2021-05-20,10963.333
2021-05-21,10963.333
2021-05-22,10963.333
2021-05-23,10963.333
2021-05-24,10963.333
2021-05-25,10963.333
2021-05-26,11407.167
2021-05-27,11400.167
2021-05-28,11400.167
2021-05-29,11400.167
2021-05-30,11400.167
2021-05-31,11400.167
2021-06-01,11400.167
2021-06-02,11524.333
2021-06-03,11524.333
2021-06-04,11524.333
2021-06-05,11524.333
2021-06-06,11524.333
2021-06-07,11524.333
2021-06-08,11524.333
2021-06-09,11524.333
2021-06-10,11643.333
2021-06-11,11643.333
2021-06-12,11643.333
2021-06-13,11643.333
2021-06-14,11643.333
2021-06-15,11643.333
2021-06-16,11643.333
2021-06-17,11643.333
2021-06-18,11643.333
2021-06-19,11643.333
2021-06-20,11643.333
2021-06-21,11643.333
2021-06-22,11643.333
2021-06-23,11643.333
2021-06-24,11643.333
2021-06-25,11643.333
2021-06-26,11643.333
2021-06-27,11643.333
2021-06-28,11643.333
2021-06-29,11643.333
2021-06-30,11679.5
2021-07-01,11679.5
2021-07-02,11679.5
2021-07-03,11679.5
2021-07-04,11679.5
2021-07-05,11679.5
2021-07-06,11679.5
2021-07-07,11679.5
2021-07-08,11679.5
2021-07-09,11679.5
2021-07-10,11679.5
2021-07-11,11679.5
2021-07-12,11679.5
2021-07-13,11679.5
2021-07-14,11679.5
2021-07-15,11679.5
2021-07-16,11679.5
2021-07-17,11679.5
2021-07-18,11679.5
2021-07-19,11679.5
2021-07-20,11679.5
2021-07-21,11679.5
2021-07-22,11679.5
2021-07-23,11679.5
2021-07-24,11679.5
2021-07-25,11679.5
2021-07-26,11679.5
2021-07-27,11679.5
2021-07-28,11679.5
2021-07-29,11679.5
2021-07-30,11679.5
2021-07-31,11679.5
2021-08-01,11679.5
2021-08-02,11679.5
2021-08-03,11696.667
2021-08-04,11696.833
2021-08-05,11740.5
2021-08-06,11740.5
2021-08-07,11740.5
2021-08-08,11740.5
2021-08-09,11740.5
2021-08-10,11740.5
2021-08-11,11740.5
2021-08-12,11740.5
2021-08-13,11740.5
2021-08-14,11740.5
2021-08-15,11740.5
2021-08-16,11740.5
2021-08-17,11740.5
2021-08-18,11740.5
2021-08-19,11740.5
2021-08-20,11749.0
2021-08-21,11749.0
2021-08-22,11749.0
2021-08-23,11749.0
2021-08-24,11749.0
2021-08-25,11955.833
2021-08-26,12123.333
2021-08-27,12123.333
2021-08-28,12123.333
2021-08-29,12123.333
2021-08-30,12123.333
2021-08-31,12123.333
2021-09-01,12123.333
2021-09-02,12123.333
2021-09-03,12123.333
2021-09-04,12123.333
2021-09-05,12123.333
2021-09-06,12123.333
2021-09-07,12123.333
2021-09-08,12123.333
2021-09-09,12123.333
2021-09-10,12123.333
2021-09-11,12123.333
2021-09-12,12123.333
2021-09-13,12123.333
2021-09-14,12123.333
2021-09-15,12123.333
2021-09-16,12261.167
2021-09-17,12261.167
2021-09-18,12261.167
2021-09-19,12261.167
2021-09-20,12261.167
2021-09-21,12261.167
2021-09-22,12261.167
2021-09-23,12261.167
2021-09-24,12261.167
2021-09-25,12261.167
2021-09-26,12261.167
2021-09-27,12261.167
2021-09-28,12261.167
2021-09-29,12261.167
2021-09-30,12261.167
2021-10-01,12261.167
2021-10-02,12261.167
2021-10-03,12261.167
2021-10-04,12261.167
2021-10-05,12261.167
2021-10-06,12261.167
2021-10-07,12261.167
2021-10-08,12261.167
2021-10-09,12261.167
2021-10-10,12261.167
2021-10-11,12261.167
2021-10-12,12261.167
2021-10-13,12261.167
2021-10-14,12261.167
2021-10-15,12261.167
2021-10-16,12261.167
2021-10-17,12261.167
2021-10-18,12261.167
2021-10-19,12261.167
2021-10-20,12261.167
2021-10-21,12258.833
2021-10-22,12258.833
2021-10-23,12258.833
2021-10-24,12258.833
2021-10-25,12258.833
2021-10-26,12258.833
2021-10-27,12258.833
2021-10-28,12258.833
2021-10-29,12258.833
2021-10-30,12258.833
2021-10-31,12258.833
2021-11-01,12258.833
2021-11-02,12258.833
2021-11-03,12258.833
2021-11-04,12258.833
2021-11-05,12258.833
2021-11-06,12258.833
2021-11-07,12258.833
2021-11-08,12258.833
2021-11-09,12258.833
2021-11-10,12258.833
2021-11-11,12258.833
2021-11-12,12258.833
2021-11-13,12258.833
2021-11-14,12258.833
2021-11-15,12258.833
2021-11-16,12258.833
2021-11-17,12258.833
2021-11-18,12258.833
2021-11-19,12258.833
2021-11-20,12258.833
2021-11-21,12258.833
2021-11-22,12258.833
2021-11-23,12350.833
2021-11-24,12494.833
2021-11-25,12494.833
2021-11-26,12540.5
2021-11-27,12540.5
2021-11-28,12540.5
2021-11-29,12540.5
2021-11-30,12540.5
2021-12-01,12540.5
2021-12-02,12540.5
2021-12-03,12540.5
2021-12-04,12540.5
2021-12-05,12540.5
2021-12-06,12540.5
2021-12-07,12540.5
2021-12-08,12540.5
2021-12-09,12540.5
2021-12-10,12540.5
2021-12-11,12540.5
2021-12-12,12540.5
2021-12-13,12540.5
2021-12-14,12540.5
2021-12-15,12540.5
2021-12-16,12629.833
2021-12-17,12629.833
2021-12-18,12629.833
2021-12-19,12629.833
2021-12-20,12629.833
2021-12-21,12629.833
2021-12-22,12629.833
2021-12-23,12629.833
2021-12-24,12629.833
2021-12-25,12629.833
2021-12-26,12629.833
2021-12-27,12629.833
2021-12-28,12629.833
2021-12-29,12629.833
2021-12-30,12629.833
2021-12-31,12629.833
2022-01-01,12629.833
2022-01-02,12629.833
2022-01-03,12629.833
2022-01-04,12629.833
2022-01-05,12629.833
2022-01-06,12582.667
2022-01-07,12582.667
2022-01-08,12582.667
2022-01-09,12582.667
2022-01-10,12580.833
2022-01-11,12580.833
2022-01-12,12580.833
2022-01-13,12580.833
2022-01-14,12595.167
2022-01-15,12595.167
2022-01-16,12595.167
2022-01-17,12595.167
2022-01-18,12595.167
2022-01-19,12595.167
2022-01-20,12595.167
2022-01-21,12595.167
2022-01-22,12595.167
2022-01-23,12595.167
2022-01-24,12595.167
2022-01-25,12595.167
2022-01-26,12595.167
2022-01-27,12595.167
2022-01-28,12595.167
2022-01-29,12595.167
2022-01-30,12595.167
2022-01-31,12595.167
2022-02-01,12595.167
2022-02-02,12595.167
2022-02-03,12595.167
2022-02-04,12595.167
2022-02-05,12595.167
2022-02-06,12595.167
2022-02-07,12595.167
2022-02-08,12595.167
2022-02-09,12595.167
2022-02-10,12595.167
2022-02-11,12595.167
2022-02-12,12595.167
2022-02-13,12595.167
2022-02-14,12595.167
2022-02-15,12595.167
2022-02-16,12595.167
2022-02-17,12607.0
2022-02-18,12607.0
2022-02-19,12607.0
2022-02-20,12607.0
2022-02-21,12607.0
2022-02-22,12607.0
2022-02-23,12607.0
2022-02-24,12607.0
2022-02-25,12607.0
2022-02-26,12607.0
2022-02-27,12607.0
2022-02-28,12607.0
2022-03-01,12607.0
2022-03-02,12607.0
2022-03-03,12607.0
2022-03-04,12607.0
2022-03-05,12607.0
2022-03-06,12607.0
2022-03-07,12607.0
2022-03-08,12683.714
2022-03-09,12689.636
2022-03-10,12791.333
2022-03-11,12791.333
2022-03-12,12791.333
2022-03-13,12848.333
2022-03-14,12848.333
2022-03-15,12848.333
2022-03-16,12848.333
2022-03-17,12848.333
2022-03-18,12848.333
2022-03-19,12848.333
2022-03-20,12848.333
2022-03-21,12848.333
2022-03-22,12848.333
2022-03-23,12848.333
2022-03-24,12848.333
2022-03-25,12848.333
2022-03-26,12848.333
2022-03-27,12848.333
2022-03-28,12848.333
2022-03-29,12848.333
2022-03-30,12848.333
2022-03-31,12848.333
2022-04-01,12848.333
2022-04-02,12848.333
2022-04-03,12848.333
2022-04-04,12872.846
2022-04-05,12872.846
2022-04-06,12872.846
2022-04-07,12872.846
2022-04-08,12872.846
2022-04-09,12872.846
2022-04-10,12872.846
2022-04-11,12962.273
2022-04-12,12962.273
2022-04-13,12962.273
2022-04-14,12962.273
2022-04-15,12962.273
2022-04-16,12962.273
2022-04-17,12962.273
2022-04-18,12962.273
2022-04-19,12969.417
2022-04-20,12969.417
2022-04-21,12969.417
2022-04-22,12969.417
2022-04-23,12969.417
2022-04-24,12969.417
2022-04-25,12969.417
2022-04-26,12969.417
2022-04-27,12969.417
2022-04-28,12969.417
2022-04-29,12969.417
2022-04-30,12969.417
2022-05-01,12965.75
2022-05-02,12976.083
2022-05-03,12976.083
2022-05-04,12976.083
2022-05-05,12976.083
2022-05-06,12976.083
2022-05-07,12976.083
2022-05-08,12976.083
2022-05-09,12976.083
2022-05-10,12976.083
2022-05-11,12976.083
2022-05-12,12976.083
2022-05-13,12976.083
2022-05-14,12976.083
2022-05-15,12976.083
2022-05-16,12976.083
2022-05-17,12976.083
2022-05-18,12976.083
2022-05-19,12976.083
2022-05-20,12976.083
2022-05-21,12971.083
2022-05-22,12971.083
2022-05-23,12956.667
2022-05-24,12956.667
2022-05-25,12916.833
2022-05-26,12663.333
2022-05-27,12607.25
2022-05-28,12607.25
2022-05-29,12607.25
2022-05-30,12607.25
2022-05-31,12607.25
2022-06-01,12607.25
2022-06-02,12607.25
2022-06-03,12607.25
2022-06-04,12607.25
2022-06-05,12607.25
2022-06-06,12607.25
2022-06-07,12499.2
2022-06-08,12499.2
2022-06-09,12499.2
2022-06-10,12499.2
2022-06-11,12499.2
2022-06-12,12499.2
2022-06-13,12499.2
2022-06-14,12581.917
2022-06-15,12495.167
2022-06-16,12495.167
