,WSM US Equity
2019-06-27,
2019-06-28,
2019-06-29,
2019-06-30,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-04,
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-13,
2019-07-14,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-20,
2019-07-21,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-27,
2019-07-28,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-03,
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-28,
2019-09-29,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-05,
2019-10-06,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-12,
2019-10-13,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-26,
2019-10-27,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-02,
2019-11-03,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-09,
2019-11-10,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-16,
2019-11-17,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-23,
2019-11-24,
2019-11-25,
2019-11-26,6741.0
2019-11-27,6741.0
2019-11-28,6741.0
2019-11-29,6741.0
2019-11-30,6741.0
2019-12-01,6741.0
2019-12-02,6741.0
2019-12-03,6741.0
2019-12-04,6741.0
2019-12-05,6741.0
2019-12-06,6741.0
2019-12-07,6741.0
2019-12-08,6741.0
2019-12-09,6741.0
2019-12-10,6741.0
2019-12-11,6741.0
2019-12-12,6741.0
2019-12-13,6741.0
2019-12-14,6741.0
2019-12-15,6741.0
2019-12-16,6741.0
2019-12-17,6741.0
2019-12-18,6741.0
2019-12-19,6741.0
2019-12-20,6741.0
2019-12-21,6741.0
2019-12-22,6741.0
2019-12-23,6741.0
2019-12-24,6741.0
2019-12-25,6741.0
2019-12-26,6741.0
2019-12-27,6741.0
2019-12-28,6741.0
2019-12-29,6741.0
2019-12-30,6741.0
2019-12-31,6741.0
2020-01-01,6741.0
2020-01-02,6741.0
2020-01-03,6741.0
2020-01-04,6741.0
2020-01-05,6741.0
2020-01-06,6741.0
2020-01-07,6741.0
2020-01-08,6741.0
2020-01-09,6741.0
2020-01-10,7028.5
2020-01-11,7028.5
2020-01-12,7028.5
2020-01-13,7028.5
2020-01-14,7028.5
2020-01-15,7028.5
2020-01-16,7028.5
2020-01-17,7028.5
2020-01-18,7028.5
2020-01-19,7028.5
2020-01-20,7028.5
2020-01-21,7028.5
2020-01-22,7028.5
2020-01-23,7028.5
2020-01-24,7028.5
2020-01-25,7028.5
2020-01-26,7028.5
2020-01-27,7028.5
2020-01-28,7028.5
2020-01-29,7028.5
2020-01-30,7028.5
2020-01-31,7028.5
2020-02-01,7028.5
2020-02-02,7028.5
2020-02-03,7028.5
2020-02-04,7028.5
2020-02-05,7028.5
2020-02-06,7028.5
2020-02-07,7028.5
2020-02-08,7028.5
2020-02-09,7028.5
2020-02-10,7028.5
2020-02-11,7028.5
2020-02-12,7028.5
2020-02-13,7028.5
2020-02-14,7028.5
2020-02-15,7028.5
2020-02-16,7028.5
2020-02-17,7028.5
2020-02-18,7028.5
2020-02-19,7028.5
2020-02-20,7028.5
2020-02-21,7028.5
2020-02-22,7028.5
2020-02-23,7028.5
2020-02-24,7028.5
2020-02-25,7028.5
2020-02-26,7028.5
2020-02-27,7028.5
2020-02-28,7028.5
2020-02-29,7028.5
2020-03-01,7028.5
2020-03-02,7028.5
2020-03-03,7028.5
2020-03-04,7028.5
2020-03-05,7028.5
2020-03-06,7028.5
2020-03-07,7028.5
2020-03-08,7028.5
2020-03-09,7028.5
2020-03-10,7028.5
2020-03-11,7028.5
2020-03-12,7028.5
2020-03-13,7028.5
2020-03-14,7028.5
2020-03-15,7028.5
2020-03-16,7028.5
2020-03-17,7028.5
2020-03-18,7028.5
2020-03-19,6818.667
2020-03-20,6818.667
2020-03-21,6818.667
2020-03-22,6818.667
2020-03-23,6818.667
2020-03-24,6857.5
2020-03-25,6857.5
2020-03-26,6857.5
2020-03-27,6857.5
2020-03-28,6857.5
2020-03-29,6857.5
2020-03-30,6857.5
2020-03-31,6857.5
2020-04-01,6857.5
2020-04-02,6857.5
2020-04-03,6857.5
2020-04-04,6857.5
2020-04-05,6857.5
2020-04-06,6857.5
2020-04-07,6857.5
2020-04-08,6857.5
2020-04-09,6857.5
2020-04-10,6857.5
2020-04-11,6857.5
2020-04-12,6857.5
2020-04-13,6857.5
2020-04-14,6857.5
2020-04-15,6857.5
2020-04-16,6857.5
2020-04-17,6857.5
2020-04-18,6857.5
2020-04-19,6857.5
2020-04-20,6857.5
2020-04-21,6857.5
2020-04-22,6857.5
2020-04-23,6857.5
2020-04-24,6857.5
2020-04-25,6857.5
2020-04-26,6857.5
2020-04-27,6857.5
2020-04-28,6857.5
2020-04-29,6857.5
2020-04-30,6857.5
2020-05-01,6857.5
2020-05-02,6857.5
2020-05-03,6857.5
2020-05-04,6857.5
2020-05-05,6857.5
2020-05-06,6857.5
2020-05-07,6857.5
2020-05-08,6857.5
2020-05-09,6857.5
2020-05-10,6857.5
2020-05-11,6857.5
2020-05-12,6857.5
2020-05-13,6857.5
2020-05-14,6801.0
2020-05-15,6801.0
2020-05-16,6801.0
2020-05-17,6801.0
2020-05-18,6801.0
2020-05-19,6801.0
2020-05-20,6801.0
2020-05-21,6801.0
2020-05-22,6801.0
2020-05-23,6801.0
2020-05-24,6801.0
2020-05-25,6801.0
2020-05-26,6801.0
2020-05-27,6801.0
2020-05-28,6801.0
2020-05-29,6702.0
2020-05-30,6702.0
2020-05-31,6702.0
2020-06-01,6705.0
2020-06-02,6705.0
2020-06-03,6705.0
2020-06-04,6705.0
2020-06-05,6705.0
2020-06-06,6705.0
2020-06-07,6705.0
2020-06-08,6705.0
2020-06-09,6705.0
2020-06-10,6705.0
2020-06-11,6705.0
2020-06-12,6705.0
2020-06-13,6705.0
2020-06-14,6705.0
2020-06-15,6705.0
2020-06-16,6705.0
2020-06-17,6705.0
2020-06-18,6705.0
2020-06-19,6705.0
2020-06-20,6705.0
2020-06-21,6705.0
2020-06-22,6705.0
2020-06-23,6705.0
2020-06-24,6705.0
2020-06-25,6705.0
2020-06-26,6705.0
2020-06-27,6705.0
2020-06-28,6705.0
2020-06-29,6705.0
2020-06-30,6705.0
2020-07-01,6705.0
2020-07-02,6705.0
2020-07-03,6705.0
2020-07-04,6705.0
2020-07-05,6705.0
2020-07-06,6705.0
2020-07-07,6705.0
2020-07-08,6705.0
2020-07-09,6705.0
2020-07-10,6705.0
2020-07-11,6705.0
2020-07-12,6705.0
2020-07-13,6705.0
2020-07-14,6705.0
2020-07-15,6705.0
2020-07-16,6705.0
2020-07-17,6705.0
2020-07-18,6705.0
2020-07-19,6705.0
2020-07-20,6705.0
2020-07-21,6705.0
2020-07-22,6705.0
2020-07-23,6705.0
2020-07-24,6705.0
2020-07-25,6705.0
2020-07-26,6705.0
2020-07-27,6705.0
2020-07-28,6705.0
2020-07-29,6705.0
2020-07-30,6705.0
2020-07-31,6705.0
2020-08-01,6705.0
2020-08-02,6705.0
2020-08-03,6705.0
2020-08-04,6705.0
2020-08-05,6705.0
2020-08-06,6705.0
2020-08-07,6705.0
2020-08-08,6705.0
2020-08-09,6705.0
2020-08-10,6705.0
2020-08-11,6705.0
2020-08-12,6705.0
2020-08-13,6705.0
2020-08-14,6705.0
2020-08-15,6705.0
2020-08-16,6705.0
2020-08-17,6705.0
2020-08-18,6705.0
2020-08-19,6705.0
2020-08-20,6827.5
2020-08-21,6827.5
2020-08-22,6827.5
2020-08-23,6827.5
2020-08-24,6827.5
2020-08-25,6827.5
2020-08-26,6827.5
2020-08-27,7227.5
2020-08-28,7242.333
2020-08-29,7242.333
2020-08-30,7242.333
2020-08-31,7242.333
2020-09-01,7242.333
2020-09-02,7242.333
2020-09-03,7242.333
2020-09-04,7242.333
2020-09-05,7242.333
2020-09-06,7242.333
2020-09-07,7242.333
2020-09-08,7242.333
2020-09-09,7242.333
2020-09-10,7242.333
2020-09-11,7242.333
2020-09-12,7242.333
2020-09-13,7242.333
2020-09-14,7242.333
2020-09-15,7242.333
2020-09-16,7242.333
2020-09-17,7242.333
2020-09-18,7242.333
2020-09-19,7242.333
2020-09-20,7242.333
2020-09-21,7242.333
2020-09-22,7242.333
2020-09-23,7242.333
2020-09-24,7242.333
2020-09-25,7242.333
2020-09-26,7242.333
2020-09-27,7242.333
2020-09-28,7242.333
2020-09-29,7242.333
2020-09-30,7242.333
2020-10-01,7242.333
2020-10-02,7242.333
2020-10-03,7242.333
2020-10-04,7242.333
2020-10-05,7242.333
2020-10-06,7242.333
2020-10-07,7242.333
2020-10-08,7242.333
2020-10-09,7242.333
2020-10-10,7242.333
2020-10-11,7242.333
2020-10-12,7242.333
2020-10-13,7242.333
2020-10-14,7242.333
2020-10-15,7242.333
2020-10-16,7242.333
2020-10-17,7242.333
2020-10-18,7242.333
2020-10-19,7242.333
2020-10-20,7242.333
2020-10-21,7242.333
2020-10-22,7242.333
2020-10-23,7242.333
2020-10-24,7242.333
2020-10-25,7242.333
2020-10-26,7242.333
2020-10-27,7242.333
2020-10-28,7242.333
2020-10-29,7242.333
2020-10-30,7242.333
2020-10-31,7242.333
2020-11-01,7242.333
2020-11-02,7242.333
2020-11-03,7242.333
2020-11-04,7242.333
2020-11-05,7242.333
2020-11-06,7242.333
2020-11-07,7242.333
2020-11-08,7242.333
2020-11-09,7242.333
2020-11-10,7242.333
2020-11-11,7242.333
2020-11-12,7242.333
2020-11-13,7242.333
2020-11-14,7242.333
2020-11-15,7242.333
2020-11-16,7147.333
2020-11-17,7147.333
2020-11-18,7147.333
2020-11-19,7147.333
2020-11-20,7744.333
2020-11-21,7744.333
2020-11-22,7744.333
2020-11-23,7744.333
2020-11-24,7683.0
2020-11-25,7683.0
2020-11-26,7683.0
2020-11-27,7683.0
2020-11-28,7683.0
2020-11-29,7683.0
2020-11-30,7683.0
2020-12-01,7683.0
2020-12-02,7683.0
2020-12-03,7683.0
2020-12-04,7683.0
2020-12-05,7683.0
2020-12-06,7683.0
2020-12-07,7683.0
2020-12-08,7683.0
2020-12-09,7683.0
2020-12-10,7683.0
2020-12-11,7683.0
2020-12-12,7683.0
2020-12-13,7683.0
2020-12-14,7683.0
2020-12-15,7683.0
2020-12-16,7683.0
2020-12-17,7683.0
2020-12-18,7683.0
2020-12-19,7683.0
2020-12-20,7683.0
2020-12-21,7683.0
2020-12-22,7683.0
2020-12-23,7683.0
2020-12-24,7683.0
2020-12-25,7683.0
2020-12-26,7683.0
2020-12-27,7683.0
2020-12-28,7683.0
2020-12-29,7683.0
2020-12-30,7683.0
2020-12-31,7683.0
2021-01-01,7683.0
2021-01-02,7683.0
2021-01-03,7683.0
2021-01-04,7683.0
2021-01-05,7683.0
2021-01-06,7794.333
2021-01-07,7794.333
2021-01-08,7794.333
2021-01-09,7794.333
2021-01-10,7794.333
2021-01-11,7794.333
2021-01-12,7794.333
2021-01-13,7794.333
2021-01-14,7794.333
2021-01-15,7794.333
2021-01-16,7794.333
2021-01-17,7794.333
2021-01-18,7794.333
2021-01-19,7794.333
2021-01-20,7794.333
2021-01-21,7794.333
2021-01-22,7794.333
2021-01-23,7794.333
2021-01-24,7794.333
2021-01-25,7794.333
2021-01-26,7794.333
2021-01-27,7794.333
2021-01-28,7794.333
2021-01-29,7794.333
2021-01-30,7794.333
2021-01-31,7794.333
2021-02-01,7794.333
2021-02-02,7794.333
2021-02-03,7794.333
2021-02-04,7794.333
2021-02-05,7794.333
2021-02-06,7794.333
2021-02-07,7794.333
2021-02-08,7794.333
2021-02-09,7794.333
2021-02-10,7794.333
2021-02-11,7794.333
2021-02-12,7794.333
2021-02-13,7794.333
2021-02-14,7794.333
2021-02-15,7794.333
2021-02-16,7794.333
2021-02-17,7794.333
2021-02-18,7794.333
2021-02-19,7794.333
2021-02-20,7794.333
2021-02-21,7794.333
2021-02-22,7794.333
2021-02-23,7794.333
2021-02-24,7794.333
2021-02-25,7794.333
2021-02-26,7794.333
2021-02-27,7794.333
2021-02-28,7794.333
2021-03-01,7794.333
2021-03-02,7794.333
2021-03-03,7794.333
2021-03-04,7794.333
2021-03-05,7794.333
2021-03-06,7794.333
2021-03-07,7794.333
2021-03-08,7794.333
2021-03-09,7794.333
2021-03-10,7794.333
2021-03-11,7794.333
2021-03-12,7794.333
2021-03-13,7794.333
2021-03-14,7794.333
2021-03-15,7794.333
2021-03-16,7794.333
2021-03-17,7794.333
2021-03-18,8088.0
2021-03-19,8347.0
2021-03-20,8347.0
2021-03-21,8347.0
2021-03-22,8347.0
2021-03-23,8347.0
2021-03-24,8347.0
2021-03-25,8351.0
2021-03-26,8351.0
2021-03-27,8351.0
2021-03-28,8351.0
2021-03-29,8351.0
2021-03-30,8351.0
2021-03-31,8351.0
2021-04-01,8351.0
2021-04-02,8351.0
2021-04-03,8351.0
2021-04-04,8351.0
2021-04-05,8351.0
2021-04-06,8351.0
2021-04-07,8351.0
2021-04-08,8409.8
2021-04-09,8409.8
2021-04-10,8409.8
2021-04-11,8409.8
2021-04-12,8409.8
2021-04-13,8409.8
2021-04-14,8409.8
2021-04-15,8409.8
2021-04-16,8421.5
2021-04-17,8421.5
2021-04-18,8421.5
2021-04-19,8421.5
2021-04-20,8421.5
2021-04-21,8421.5
2021-04-22,8421.5
2021-04-23,8421.5
2021-04-24,8421.5
2021-04-25,8421.5
2021-04-26,8421.5
2021-04-27,8421.5
2021-04-28,8421.5
2021-04-29,8398.6
2021-04-30,8398.6
2021-05-01,8398.6
2021-05-02,8398.6
2021-05-03,8398.6
2021-05-04,8398.6
2021-05-05,8398.6
2021-05-06,8398.6
2021-05-07,8398.6
2021-05-08,8398.6
2021-05-09,8398.6
2021-05-10,8398.6
2021-05-11,8398.6
2021-05-12,8398.6
2021-05-13,8398.6
2021-05-14,8398.6
2021-05-15,8398.6
2021-05-16,8398.6
2021-05-17,8398.6
2021-05-18,8398.6
2021-05-19,8398.6
2021-05-20,8398.6
2021-05-21,8398.6
2021-05-22,8398.6
2021-05-23,8398.6
2021-05-24,8407.0
2021-05-25,8407.0
2021-05-26,8583.2
2021-05-27,8674.0
2021-05-28,8674.0
2021-05-29,8798.8
2021-05-30,8798.8
2021-05-31,8798.8
2021-06-01,8798.8
2021-06-02,8798.8
2021-06-03,8798.8
2021-06-04,8798.8
2021-06-05,8798.8
2021-06-06,8798.8
2021-06-07,8798.8
2021-06-08,8798.8
2021-06-09,8798.8
2021-06-10,8798.8
2021-06-11,8798.8
2021-06-12,8798.8
2021-06-13,8798.8
2021-06-14,8798.8
2021-06-15,8798.8
2021-06-16,8798.8
2021-06-17,8798.8
2021-06-18,8798.8
2021-06-19,8798.8
2021-06-20,8798.8
2021-06-21,8798.8
2021-06-22,8798.8
2021-06-23,8798.8
2021-06-24,8798.8
2021-06-25,8798.8
2021-06-26,8798.8
2021-06-27,8798.8
2021-06-28,8798.8
2021-06-29,8798.8
2021-06-30,8798.8
2021-07-01,8798.8
2021-07-02,8798.8
2021-07-03,8798.8
2021-07-04,8798.8
2021-07-05,8798.8
2021-07-06,8798.8
2021-07-07,8798.8
2021-07-08,8798.8
2021-07-09,8798.8
2021-07-10,8798.8
2021-07-11,8798.8
2021-07-12,8798.8
2021-07-13,8798.8
2021-07-14,8798.8
2021-07-15,8798.8
2021-07-16,8798.8
2021-07-17,8798.8
2021-07-18,8798.8
2021-07-19,8798.8
2021-07-20,8820.0
2021-07-21,8820.0
2021-07-22,8873.286
2021-07-23,8873.286
2021-07-24,8873.286
2021-07-25,8873.286
2021-07-26,8873.286
2021-07-27,8873.286
2021-07-28,8873.286
2021-07-29,8873.286
2021-07-30,8873.286
2021-07-31,8873.286
2021-08-01,8873.286
2021-08-02,8873.286
2021-08-03,8873.286
2021-08-04,8873.286
2021-08-05,8873.286
2021-08-06,8873.286
2021-08-07,8873.286
2021-08-08,8873.286
2021-08-09,8873.286
2021-08-10,8873.286
2021-08-11,8873.286
2021-08-12,8873.286
2021-08-13,8873.286
2021-08-14,8873.286
2021-08-15,8873.286
2021-08-16,8876.429
2021-08-17,8876.429
2021-08-18,8876.429
2021-08-19,8876.429
2021-08-20,8876.429
2021-08-21,8876.429
2021-08-22,8876.429
2021-08-23,8876.429
2021-08-24,8876.429
2021-08-25,8876.429
2021-08-26,9176.0
2021-08-27,9176.0
2021-08-28,9176.0
2021-08-29,9176.0
2021-08-30,9176.0
2021-08-31,9331.429
2021-09-01,9331.429
2021-09-02,9331.429
2021-09-03,9331.429
2021-09-04,9331.429
2021-09-05,9331.429
2021-09-06,9331.429
2021-09-07,9399.0
2021-09-08,9399.0
2021-09-09,9399.0
2021-09-10,9399.0
2021-09-11,9399.0
2021-09-12,9399.0
2021-09-13,9399.0
2021-09-14,9399.0
2021-09-15,9399.0
2021-09-16,9399.0
2021-09-17,9399.0
2021-09-18,9399.0
2021-09-19,9399.0
2021-09-20,9399.0
2021-09-21,9399.0
2021-09-22,9399.0
2021-09-23,9399.0
2021-09-24,9434.5
2021-09-25,9434.5
2021-09-26,9434.5
2021-09-27,9434.5
2021-09-28,9434.5
2021-09-29,9434.5
2021-09-30,9434.5
2021-10-01,9434.5
2021-10-02,9434.5
2021-10-03,9434.5
2021-10-04,9434.5
2021-10-05,9434.5
2021-10-06,9434.5
2021-10-07,9434.5
2021-10-08,9434.5
2021-10-09,9434.5
2021-10-10,9434.5
2021-10-11,9434.5
2021-10-12,9434.5
2021-10-13,9434.5
2021-10-14,9434.5
2021-10-15,9434.5
2021-10-16,9434.5
2021-10-17,9434.5
2021-10-18,9434.5
2021-10-19,9434.5
2021-10-20,9434.5
2021-10-21,9434.5
2021-10-22,9434.5
2021-10-23,9434.5
2021-10-24,9434.5
2021-10-25,9434.5
2021-10-26,9434.5
2021-10-27,9434.5
2021-10-28,9434.5
2021-10-29,9434.5
2021-10-30,9434.5
2021-10-31,9434.5
2021-11-01,9434.5
2021-11-02,9434.5
2021-11-03,9434.5
2021-11-04,9434.5
2021-11-05,9434.5
2021-11-06,9434.5
2021-11-07,9434.5
2021-11-08,9434.5
2021-11-09,9434.5
2021-11-10,9434.5
2021-11-11,9434.5
2021-11-12,9444.5
2021-11-13,9444.5
2021-11-14,9444.5
2021-11-15,9444.5
2021-11-16,9444.5
2021-11-17,9444.5
2021-11-18,9444.5
2021-11-19,9396.833
2021-11-20,9396.833
2021-11-21,9396.833
2021-11-22,9400.167
2021-11-23,9400.167
2021-11-24,9433.167
2021-11-25,9433.167
2021-11-26,9433.167
2021-11-27,9433.167
2021-11-28,9433.167
2021-11-29,9433.167
2021-11-30,9433.167
2021-12-01,9433.167
2021-12-02,9433.167
2021-12-03,9433.167
2021-12-04,9433.167
2021-12-05,9433.167
2021-12-06,9433.167
2021-12-07,9433.167
2021-12-08,9433.167
2021-12-09,9433.167
2021-12-10,9433.167
2021-12-11,9433.167
2021-12-12,9433.167
2021-12-13,9433.167
2021-12-14,9433.167
2021-12-15,9433.167
2021-12-16,9433.167
2021-12-17,9433.167
2021-12-18,9433.167
2021-12-19,9433.167
2021-12-20,9433.167
2021-12-21,9433.167
2021-12-22,9433.167
2021-12-23,9433.167
2021-12-24,9433.167
2021-12-25,9433.167
2021-12-26,9433.167
2021-12-27,9433.167
2021-12-28,9433.167
2021-12-29,9433.167
2021-12-30,9433.167
2021-12-31,9433.167
2022-01-01,9433.167
2022-01-02,9433.167
2022-01-03,9433.167
2022-01-04,9433.167
2022-01-05,9433.167
2022-01-06,9710.6
2022-01-07,9710.6
2022-01-08,9710.6
2022-01-09,9710.6
2022-01-10,9710.6
2022-01-11,9710.6
2022-01-12,9710.6
2022-01-13,9710.6
2022-01-14,9710.6
2022-01-15,9710.6
2022-01-16,9710.6
2022-01-17,9710.6
2022-01-18,9710.6
2022-01-19,9710.6
2022-01-20,9710.6
2022-01-21,9710.6
2022-01-22,9710.6
2022-01-23,9710.6
2022-01-24,9710.6
2022-01-25,9710.6
2022-01-26,9710.6
2022-01-27,9710.6
2022-01-28,9710.6
2022-01-29,9710.6
2022-01-30,9710.6
2022-01-31,9710.6
2022-02-01,9710.6
2022-02-02,9710.6
2022-02-03,9710.6
2022-02-04,9710.6
2022-02-05,9710.6
2022-02-06,9710.6
2022-02-07,9710.6
2022-02-08,9710.6
2022-02-09,9710.6
2022-02-10,9710.6
2022-02-11,9710.6
2022-02-12,9710.6
2022-02-13,9710.6
2022-02-14,9710.6
2022-02-15,9710.6
2022-02-16,9710.6
2022-02-17,9710.6
2022-02-18,9710.6
2022-02-19,9710.6
2022-02-20,9710.6
2022-02-21,9710.6
2022-02-22,9710.6
2022-02-23,9710.6
2022-02-24,9710.6
2022-02-25,9710.6
2022-02-26,9710.6
2022-02-27,9710.6
2022-02-28,9695.8
2022-03-01,9695.8
2022-03-02,9695.8
2022-03-03,9695.8
2022-03-04,9695.8
2022-03-05,9695.8
2022-03-06,9695.8
2022-03-07,9695.8
2022-03-08,9695.8
2022-03-09,9695.8
2022-03-10,9695.8
2022-03-11,9695.8
2022-03-12,9695.8
2022-03-13,9695.8
2022-03-14,9695.8
2022-03-15,9695.8
2022-03-16,9695.8
2022-03-17,9767.143
2022-03-18,9684.75
2022-03-19,9680.75
2022-03-20,9680.75
2022-03-21,9680.75
2022-03-22,9680.75
2022-03-23,9680.75
2022-03-24,9680.75
2022-03-25,9680.75
2022-03-26,9680.75
2022-03-27,9680.75
2022-03-28,9680.75
2022-03-29,9680.75
2022-03-30,9680.75
2022-03-31,9680.75
2022-04-01,9680.75
2022-04-02,9680.75
2022-04-03,9680.75
2022-04-04,9680.75
2022-04-05,9680.75
2022-04-06,9680.75
2022-04-07,9680.75
2022-04-08,9680.75
2022-04-09,9680.75
2022-04-10,9680.75
2022-04-11,9680.75
2022-04-12,9680.75
2022-04-13,9680.75
2022-04-14,9680.75
2022-04-15,9680.75
2022-04-16,9680.75
2022-04-17,9680.75
2022-04-18,9680.75
2022-04-19,9680.75
2022-04-20,9680.75
2022-04-21,9680.75
2022-04-22,9680.75
2022-04-23,9680.75
2022-04-24,9680.75
2022-04-25,9680.75
2022-04-26,9680.75
2022-04-27,9680.75
2022-04-28,9680.75
2022-04-29,9680.75
2022-04-30,9680.75
2022-05-01,9680.75
2022-05-02,9698.667
2022-05-03,9698.667
2022-05-04,9698.667
2022-05-05,9698.667
2022-05-06,9698.667
2022-05-07,9698.667
2022-05-08,9698.667
2022-05-09,9698.667
2022-05-10,9698.667
2022-05-11,9687.778
2022-05-12,9687.778
2022-05-13,9687.778
2022-05-14,9687.778
2022-05-15,9687.778
2022-05-16,9687.778
2022-05-17,9619.222
2022-05-18,9619.222
2022-05-19,9619.222
2022-05-20,9619.222
2022-05-21,9619.222
2022-05-22,9619.222
2022-05-23,9619.222
2022-05-24,9417.8
2022-05-25,9416.1
2022-05-26,9396.7
2022-05-27,9396.7
2022-05-28,9400.8
2022-05-29,9400.8
2022-05-30,9400.8
2022-05-31,9400.8
2022-06-01,9400.8
2022-06-02,9400.8
2022-06-03,9400.8
2022-06-04,9400.8
2022-06-05,9400.8
2022-06-06,9400.8
2022-06-07,9400.8
2022-06-08,9400.8
2022-06-09,9400.8
2022-06-10,9439.636
2022-06-11,9439.636
2022-06-12,9439.636
2022-06-13,9439.636
2022-06-14,9439.636
2022-06-15,9439.636
2022-06-16,9439.636
2022-06-17,9439.636
2022-06-18,9439.636
2022-06-19,9439.636
2022-06-20,9439.636
2022-06-21,9439.636
2022-06-22,9439.636
2022-06-23,9378.545
2022-06-24,9378.545
2022-06-25,9378.545
2022-06-26,9378.545
2022-06-27,9371.0
