,TSCO US Equity
2023-08-04,11.237
2023-08-05,11.237
2023-08-06,11.237
2023-08-07,11.221
2023-08-08,11.264
2023-08-09,11.264
2023-08-10,11.251
2023-08-11,11.251
2023-08-12,11.251
2023-08-13,11.251
2023-08-14,11.247
2023-08-15,11.247
2023-08-16,11.247
2023-08-17,11.247
2023-08-18,11.247
2023-08-19,11.247
2023-08-20,11.247
2023-08-21,11.247
2023-08-22,11.247
2023-08-23,11.247
2023-08-24,11.247
2023-08-25,11.247
2023-08-26,11.247
2023-08-27,11.247
2023-08-28,11.247
2023-08-29,11.247
2023-08-30,11.247
2023-08-31,11.247
2023-09-01,11.247
2023-09-02,11.247
2023-09-03,11.247
2023-09-04,11.247
2023-09-05,11.247
2023-09-06,11.247
2023-09-07,11.247
2023-09-08,11.247
2023-09-09,11.247
2023-09-10,11.247
2023-09-11,11.247
2023-09-12,11.247
2023-09-13,11.247
2023-09-14,11.247
2023-09-15,11.235
2023-09-16,11.235
2023-09-17,11.235
2023-09-18,11.23
2023-09-19,11.23
2023-09-20,11.23
2023-09-21,11.219
2023-09-22,11.219
2023-09-23,11.219
2023-09-24,11.219
2023-09-25,11.219
2023-09-26,11.219
2023-09-27,11.219
2023-09-28,11.224
2023-09-29,11.224
2023-09-30,11.224
2023-10-01,11.224
2023-10-02,11.217
2023-10-03,11.217
2023-10-04,11.217
2023-10-05,11.181
2023-10-06,11.181
2023-10-07,11.181
2023-10-08,11.177
2023-10-09,11.177
2023-10-10,11.149
2023-10-11,11.124
2023-10-12,11.108
2023-10-13,11.068
2023-10-14,11.068
2023-10-15,11.061
2023-10-16,11.02
2023-10-17,11.02
2023-10-18,10.987
2023-10-19,10.976
2023-10-20,10.932
2023-10-21,10.932
2023-10-22,10.932
2023-10-23,10.932
2023-10-24,10.932
2023-10-25,10.932
2023-10-26,10.665
2023-10-27,10.588
2023-10-28,10.588
2023-10-29,10.571
2023-10-30,10.547
2023-10-31,10.547
2023-11-01,10.567
2023-11-02,10.567
2023-11-03,10.53
2023-11-04,10.53
2023-11-05,10.53
2023-11-06,10.523
2023-11-07,10.521
2023-11-08,10.521
2023-11-09,10.423
2023-11-10,10.417
2023-11-11,10.417
2023-11-12,10.417
2023-11-13,10.419
2023-11-14,10.419
2023-11-15,10.419
2023-11-16,10.419
2023-11-17,10.419
2023-11-18,10.419
2023-11-19,10.419
2023-11-20,10.419
2023-11-21,10.419
2023-11-22,10.419
2023-11-23,10.419
2023-11-24,10.419
2023-11-25,10.419
2023-11-26,10.419
2023-11-27,10.419
2023-11-28,10.419
2023-11-29,10.419
2023-11-30,10.419
2023-12-01,10.419
2023-12-02,10.404
2023-12-03,10.404
2023-12-04,10.404
2023-12-05,10.404
2023-12-06,10.404
2023-12-07,10.404
2023-12-08,10.404
2023-12-09,10.404
2023-12-10,10.404
2023-12-11,10.403
2023-12-12,10.403
2023-12-13,10.403
2023-12-14,10.403
2023-12-15,10.393
2023-12-16,10.393
2023-12-17,10.393
2023-12-18,10.393
2023-12-19,10.393
2023-12-20,10.393
2023-12-21,10.393
2023-12-22,10.393
2023-12-23,10.393
2023-12-24,10.393
2023-12-25,10.393
2023-12-26,10.393
2023-12-27,10.393
2023-12-28,10.393
2023-12-29,10.393
2023-12-30,10.393
2023-12-31,10.393
2024-01-01,10.393
2024-01-02,10.393
2024-01-03,10.391
2024-01-04,10.388
2024-01-05,10.388
2024-01-06,10.388
2024-01-07,10.388
2024-01-08,10.388
2024-01-09,10.388
2024-01-10,10.375
2024-01-11,10.375
2024-01-12,10.375
2024-01-13,10.375
2024-01-14,10.375
2024-01-15,10.366
2024-01-16,10.366
2024-01-17,10.366
2024-01-18,10.366
2024-01-19,10.366
2024-01-20,10.366
2024-01-21,10.366
2024-01-22,10.366
2024-01-23,10.366
2024-01-24,10.377
2024-01-25,10.377
2024-01-26,10.374
2024-01-27,10.374
2024-01-28,10.374
2024-01-29,10.359
2024-01-30,10.359
2024-01-31,10.359
2024-02-01,10.293
2024-02-02,10.269
2024-02-03,10.269
2024-02-04,10.269
2024-02-05,10.281
2024-02-06,10.257
2024-02-07,10.262
2024-02-08,10.262
2024-02-09,10.262
2024-02-10,10.256
2024-02-11,10.256
2024-02-12,10.253
2024-02-13,10.253
2024-02-14,10.24
2024-02-15,10.233
2024-02-16,10.233
2024-02-17,10.233
2024-02-18,10.233
2024-02-19,10.233
2024-02-20,10.236
2024-02-21,10.236
2024-02-22,10.236
2024-02-23,10.236
2024-02-24,10.236
2024-02-25,10.236
2024-02-26,10.228
2024-02-27,10.228
2024-02-28,10.228
2024-02-29,10.228
2024-03-01,10.228
2024-03-02,10.228
2024-03-03,10.228
2024-03-04,10.255
2024-03-05,10.255
2024-03-06,10.255
2024-03-07,10.255
2024-03-08,10.255
2024-03-09,10.255
2024-03-10,10.255
2024-03-11,10.255
2024-03-12,10.255
2024-03-13,10.255
2024-03-14,10.255
2024-03-15,10.253
2024-03-16,10.253
2024-03-17,10.253
2024-03-18,10.248
2024-03-19,10.248
2024-03-20,10.248
2024-03-21,10.248
2024-03-22,10.248
2024-03-23,10.248
2024-03-24,10.248
2024-03-25,10.248
2024-03-26,10.248
2024-03-27,10.248
2024-03-28,10.248
2024-03-29,10.248
2024-03-30,10.248
2024-03-31,10.248
2024-04-01,10.248
2024-04-02,10.248
2024-04-03,10.248
2024-04-04,10.248
2024-04-05,10.248
2024-04-06,10.248
2024-04-07,10.248
2024-04-08,10.248
