,AEP US Equity
2023-06-28,5.619
2023-06-29,5.619
2023-06-30,5.619
2023-07-01,5.619
2023-07-02,5.619
2023-07-03,5.619
2023-07-04,5.619
2023-07-05,5.617
2023-07-06,5.619
2023-07-07,5.619
2023-07-08,5.619
2023-07-09,5.619
2023-07-10,5.619
2023-07-11,5.618
2023-07-12,5.618
2023-07-13,5.618
2023-07-14,5.618
2023-07-15,5.618
2023-07-16,5.618
2023-07-17,5.618
2023-07-18,5.604
2023-07-19,5.602
2023-07-20,5.604
2023-07-21,5.605
2023-07-22,5.605
2023-07-23,5.605
2023-07-24,5.605
2023-07-25,5.605
2023-07-26,5.605
2023-07-27,5.602
2023-07-28,5.599
2023-07-29,5.599
2023-07-30,5.599
2023-07-31,5.599
2023-08-01,5.599
2023-08-02,5.599
2023-08-03,5.599
2023-08-04,5.599
2023-08-05,5.599
2023-08-06,5.599
2023-08-07,5.599
2023-08-08,5.598
2023-08-09,5.598
2023-08-10,5.598
2023-08-11,5.598
2023-08-12,5.598
2023-08-13,5.598
2023-08-14,5.598
2023-08-15,5.598
2023-08-16,5.597
2023-08-17,5.597
2023-08-18,5.596
2023-08-19,5.596
2023-08-20,5.596
2023-08-21,5.596
2023-08-22,5.597
2023-08-23,5.596
2023-08-24,5.596
2023-08-25,5.596
2023-08-26,5.596
2023-08-27,5.596
2023-08-28,5.596
2023-08-29,5.596
2023-08-30,5.596
2023-08-31,5.596
2023-09-01,5.594
2023-09-02,5.594
2023-09-03,5.594
2023-09-04,5.594
2023-09-05,5.596
2023-09-06,5.597
2023-09-07,5.597
2023-09-08,5.597
2023-09-09,5.597
2023-09-10,5.597
2023-09-11,5.596
2023-09-12,5.596
2023-09-13,5.596
2023-09-14,5.596
2023-09-15,5.596
2023-09-16,5.596
2023-09-17,5.596
2023-09-18,5.596
2023-09-19,5.596
2023-09-20,5.596
2023-09-21,5.596
2023-09-22,5.596
2023-09-23,5.596
2023-09-24,5.596
2023-09-25,5.596
2023-09-26,5.596
2023-09-27,5.596
2023-09-28,5.596
2023-09-29,5.596
2023-09-30,5.596
2023-10-01,5.596
2023-10-02,5.596
2023-10-03,5.596
2023-10-04,5.596
2023-10-05,5.596
2023-10-06,5.596
2023-10-07,5.596
2023-10-08,5.596
2023-10-09,5.596
2023-10-10,5.596
2023-10-11,5.598
2023-10-12,5.582
2023-10-13,5.582
2023-10-14,5.582
2023-10-15,5.582
2023-10-16,5.583
2023-10-17,5.583
2023-10-18,5.583
2023-10-19,5.583
2023-10-20,5.583
2023-10-21,5.583
2023-10-22,5.583
2023-10-23,5.579
2023-10-24,5.579
2023-10-25,5.578
2023-10-26,5.578
2023-10-27,5.578
2023-10-28,5.578
2023-10-29,5.578
2023-10-30,5.578
2023-10-31,5.578
2023-11-01,5.578
2023-11-02,5.579
2023-11-03,5.579
2023-11-04,5.579
2023-11-05,5.577
2023-11-06,5.577
2023-11-07,5.577
2023-11-08,5.578
2023-11-09,5.578
2023-11-10,5.578
2023-11-11,5.578
2023-11-12,5.578
2023-11-13,5.578
2023-11-14,5.578
2023-11-15,5.578
2023-11-16,5.577
2023-11-17,5.577
2023-11-18,5.577
2023-11-19,5.577
2023-11-20,5.577
2023-11-21,5.579
2023-11-22,5.579
2023-11-23,5.579
2023-11-24,5.579
2023-11-25,5.579
2023-11-26,5.579
2023-11-27,5.579
2023-11-28,5.584
2023-11-29,5.584
2023-11-30,5.587
2023-12-01,5.587
2023-12-02,5.587
2023-12-03,5.587
2023-12-04,5.587
2023-12-05,5.587
2023-12-06,5.587
2023-12-07,5.594
2023-12-08,5.594
2023-12-09,5.594
2023-12-10,5.596
2023-12-11,5.596
2023-12-12,5.596
2023-12-13,5.596
2023-12-14,5.598
2023-12-15,5.598
2023-12-16,5.599
2023-12-17,5.599
2023-12-18,5.599
2023-12-19,5.599
2023-12-20,5.599
2023-12-21,5.599
2023-12-22,5.599
2023-12-23,5.599
2023-12-24,5.599
2023-12-25,5.599
2023-12-26,5.599
2023-12-27,5.599
2023-12-28,5.599
2023-12-29,5.599
2023-12-30,5.599
2023-12-31,5.599
2024-01-01,5.599
2024-01-02,5.598
2024-01-03,5.598
2024-01-04,5.598
2024-01-05,5.598
2024-01-06,5.598
2024-01-07,5.598
2024-01-08,5.598
2024-01-09,5.599
2024-01-10,5.599
2024-01-11,5.599
2024-01-12,5.599
2024-01-13,5.599
2024-01-14,5.599
2024-01-15,5.599
2024-01-16,5.599
2024-01-17,5.599
2024-01-18,5.599
2024-01-19,5.599
2024-01-20,5.599
2024-01-21,5.599
2024-01-22,5.599
2024-01-23,5.599
2024-01-24,5.598
2024-01-25,5.598
2024-01-26,5.598
2024-01-27,5.598
2024-01-28,5.598
2024-01-29,5.598
2024-01-30,5.6
2024-01-31,5.6
2024-02-01,5.6
2024-02-02,5.6
2024-02-03,5.6
2024-02-04,5.6
2024-02-05,5.6
2024-02-06,5.6
2024-02-07,5.6
2024-02-08,5.6
2024-02-09,5.6
2024-02-10,5.6
2024-02-11,5.6
2024-02-12,5.6
2024-02-13,5.6
2024-02-14,5.6
2024-02-15,5.6
2024-02-16,5.6
2024-02-17,5.6
2024-02-18,5.6
2024-02-19,5.6
2024-02-20,5.6
2024-02-21,5.6
2024-02-22,5.598
2024-02-23,5.598
2024-02-24,5.598
2024-02-25,5.598
2024-02-26,5.598
2024-02-27,5.597
2024-02-28,5.597
2024-02-29,5.597
2024-03-01,5.597
2024-03-02,5.597
2024-03-03,5.597
2024-03-04,5.597
2024-03-05,5.597
2024-03-06,5.597
2024-03-07,5.597
2024-03-08,5.595
2024-03-09,5.595
2024-03-10,5.595
2024-03-11,5.594
2024-03-12,5.594
2024-03-13,5.594
2024-03-14,5.596
2024-03-15,5.596
2024-03-16,5.596
2024-03-17,5.596
2024-03-18,5.596
2024-03-19,5.596
2024-03-20,5.596
2024-03-21,5.596
2024-03-22,5.596
2024-03-23,5.596
2024-03-24,5.596
2024-03-25,5.596
2024-03-26,5.596
2024-03-27,5.596
2024-03-28,5.596
2024-03-29,5.596
2024-03-30,5.596
2024-03-31,5.596
2024-04-01,5.605
2024-04-02,5.605
2024-04-03,5.593
2024-04-04,5.593
2024-04-05,5.593
2024-04-06,5.593
2024-04-07,5.593
2024-04-08,5.593
