,CFR US Equity
2023-08-21,8.379
2023-08-22,8.379
2023-08-23,8.379
2023-08-24,8.379
2023-08-25,8.379
2023-08-26,8.379
2023-08-27,8.382
2023-08-28,8.382
2023-08-29,8.382
2023-08-30,8.382
2023-08-31,8.382
2023-09-01,8.405
2023-09-02,8.405
2023-09-03,8.405
2023-09-04,8.405
2023-09-05,8.401
2023-09-06,8.401
2023-09-07,8.401
2023-09-08,8.401
2023-09-09,8.401
2023-09-10,8.401
2023-09-11,8.401
2023-09-12,8.401
2023-09-13,8.401
2023-09-14,8.401
2023-09-15,8.401
2023-09-16,8.401
2023-09-17,8.401
2023-09-18,8.401
2023-09-19,8.401
2023-09-20,8.401
2023-09-21,8.401
2023-09-22,8.401
2023-09-23,8.401
2023-09-24,8.401
2023-09-25,8.401
2023-09-26,8.401
2023-09-27,8.333
2023-09-28,8.333
2023-09-29,8.335
2023-09-30,8.335
2023-10-01,8.335
2023-10-02,8.308
2023-10-03,8.314
2023-10-04,8.312
2023-10-05,8.303
2023-10-06,8.303
2023-10-07,8.303
2023-10-08,8.303
2023-10-09,8.285
2023-10-10,8.225
2023-10-11,8.225
2023-10-12,8.225
2023-10-13,8.225
2023-10-14,8.225
2023-10-15,8.225
2023-10-16,8.229
2023-10-17,8.229
2023-10-18,8.229
2023-10-19,8.229
2023-10-20,8.229
2023-10-21,8.229
2023-10-22,8.229
2023-10-23,8.229
2023-10-24,8.229
2023-10-25,8.229
2023-10-26,8.262
2023-10-27,8.345
2023-10-28,8.345
2023-10-29,8.419
2023-10-30,8.416
2023-10-31,8.561
2023-11-01,8.559
2023-11-02,8.559
2023-11-03,8.559
2023-11-04,8.559
2023-11-05,8.559
2023-11-06,8.559
2023-11-07,8.559
2023-11-08,8.559
2023-11-09,8.559
2023-11-10,8.559
2023-11-11,8.559
2023-11-12,8.559
2023-11-13,8.556
2023-11-14,8.506
2023-11-15,8.506
2023-11-16,8.506
2023-11-17,8.506
2023-11-18,8.506
2023-11-19,8.506
2023-11-20,8.506
2023-11-21,8.506
2023-11-22,8.528
2023-11-23,8.528
2023-11-24,8.528
2023-11-25,8.528
2023-11-26,8.528
2023-11-27,8.529
2023-11-28,8.529
2023-11-29,8.506
2023-11-30,8.489
2023-12-01,8.489
2023-12-02,8.489
2023-12-03,8.489
2023-12-04,8.489
2023-12-05,8.489
2023-12-06,8.489
2023-12-07,8.489
2023-12-08,8.489
2023-12-09,8.489
2023-12-10,8.489
2023-12-11,8.489
2023-12-12,8.496
2023-12-13,8.496
2023-12-14,8.496
2023-12-15,8.496
2023-12-16,8.496
2023-12-17,8.496
2023-12-18,8.496
2023-12-19,8.482
2023-12-20,8.482
2023-12-21,8.482
2023-12-22,8.482
2023-12-23,8.482
2023-12-24,8.482
2023-12-25,8.482
2023-12-26,8.482
2023-12-27,8.482
2023-12-28,8.482
2023-12-29,8.482
2023-12-30,8.482
2023-12-31,8.482
2024-01-01,8.482
2024-01-02,8.482
2024-01-03,8.482
2024-01-04,8.489
2024-01-05,8.495
2024-01-06,8.495
2024-01-07,8.495
2024-01-08,8.496
2024-01-09,8.447
2024-01-10,8.432
2024-01-11,8.432
2024-01-12,8.432
2024-01-13,8.432
2024-01-14,8.432
2024-01-15,8.432
2024-01-16,8.426
2024-01-17,8.426
2024-01-18,8.426
2024-01-19,8.426
2024-01-20,8.426
2024-01-21,8.426
2024-01-22,8.426
2024-01-23,8.426
2024-01-24,8.426
2024-01-25,8.418
2024-01-26,8.351
2024-01-27,8.368
2024-01-28,8.359
2024-01-29,8.391
2024-01-30,8.391
2024-01-31,8.391
2024-02-01,8.391
2024-02-02,8.384
2024-02-03,8.384
2024-02-04,8.384
2024-02-05,8.407
2024-02-06,8.407
2024-02-07,8.407
2024-02-08,8.407
2024-02-09,8.407
2024-02-10,8.407
2024-02-11,8.407
2024-02-12,8.407
2024-02-13,8.414
2024-02-14,8.414
2024-02-15,8.391
2024-02-16,8.391
2024-02-17,8.391
2024-02-18,8.391
2024-02-19,8.391
2024-02-20,8.391
2024-02-21,8.391
2024-02-22,8.391
2024-02-23,8.391
2024-02-24,8.391
2024-02-25,8.391
2024-02-26,8.385
2024-02-27,8.385
2024-02-28,8.385
2024-02-29,8.385
2024-03-01,8.385
2024-03-02,8.385
2024-03-03,8.385
2024-03-04,8.385
2024-03-05,8.385
2024-03-06,8.385
2024-03-07,8.385
2024-03-08,8.385
2024-03-09,8.385
2024-03-10,8.385
2024-03-11,8.38
2024-03-12,8.412
2024-03-13,8.404
2024-03-14,8.404
2024-03-15,8.404
2024-03-16,8.404
2024-03-17,8.404
2024-03-18,8.405
2024-03-19,8.405
2024-03-20,8.405
2024-03-21,8.405
2024-03-22,8.405
2024-03-23,8.405
2024-03-24,8.405
2024-03-25,8.405
2024-03-26,8.405
2024-03-27,8.389
2024-03-28,8.389
2024-03-29,8.389
2024-03-30,8.389
2024-03-31,8.389
2024-04-01,8.377
2024-04-02,8.373
2024-04-03,8.374
2024-04-04,8.39
2024-04-05,8.39
2024-04-06,8.39
2024-04-07,8.39
2024-04-08,8.416
