,MBUU US Equity
2023-09-17,6.004
2023-09-18,6.004
2023-09-19,6.004
2023-09-20,6.004
2023-09-21,6.004
2023-09-22,6.004
2023-09-23,6.004
2023-09-24,6.004
2023-09-25,6.004
2023-09-26,6.004
2023-09-27,6.004
2023-09-28,6.004
2023-09-29,6.004
2023-09-30,6.004
2023-10-01,6.004
2023-10-02,6.004
2023-10-03,6.004
2023-10-04,6.004
2023-10-05,6.004
2023-10-06,6.004
2023-10-07,6.004
2023-10-08,6.004
2023-10-09,6.004
2023-10-10,6.004
2023-10-11,6.004
2023-10-12,6.004
2023-10-13,6.034
2023-10-14,6.034
2023-10-15,6.034
2023-10-16,6.034
2023-10-17,6.034
2023-10-18,6.034
2023-10-19,6.034
2023-10-20,6.034
2023-10-21,6.034
2023-10-22,6.034
2023-10-23,6.034
2023-10-24,6.034
2023-10-25,6.034
2023-10-26,6.034
2023-10-27,6.034
2023-10-28,6.034
2023-10-29,6.034
2023-10-30,6.034
2023-10-31,5.57
2023-11-01,5.501
2023-11-02,5.501
2023-11-03,5.501
2023-11-04,5.363
2023-11-05,5.254
2023-11-06,5.254
2023-11-07,5.254
2023-11-08,5.254
2023-11-09,5.254
2023-11-10,5.254
2023-11-11,5.254
2023-11-12,5.254
2023-11-13,5.254
2023-11-14,5.254
2023-11-15,5.254
2023-11-16,5.254
2023-11-17,5.254
2023-11-18,5.254
2023-11-19,5.254
2023-11-20,5.254
2023-11-21,5.254
2023-11-22,5.254
2023-11-23,5.254
2023-11-24,5.254
2023-11-25,5.254
2023-11-26,5.254
2023-11-27,5.254
2023-11-28,5.254
2023-11-29,5.254
2023-11-30,5.254
2023-12-01,5.254
2023-12-02,5.254
2023-12-03,5.254
2023-12-04,5.254
2023-12-05,5.254
2023-12-06,5.254
2023-12-07,5.254
2023-12-08,5.254
2023-12-09,5.254
2023-12-10,5.254
2023-12-11,5.254
2023-12-12,5.254
2023-12-13,5.254
2023-12-14,5.254
2023-12-15,5.254
2023-12-16,5.254
2023-12-17,5.254
2023-12-18,5.254
2023-12-19,5.254
2023-12-20,5.254
2023-12-21,5.254
2023-12-22,5.254
2023-12-23,5.254
2023-12-24,5.254
2023-12-25,5.254
2023-12-26,5.254
2023-12-27,5.254
2023-12-28,5.254
2023-12-29,5.254
2023-12-30,5.254
2023-12-31,5.254
2024-01-01,5.254
2024-01-02,5.254
2024-01-03,5.254
2024-01-04,5.254
2024-01-05,5.254
2024-01-06,5.254
2024-01-07,5.254
2024-01-08,5.254
2024-01-09,5.254
2024-01-10,5.254
2024-01-11,5.254
2024-01-12,5.254
2024-01-13,5.254
2024-01-14,5.254
2024-01-15,5.254
2024-01-16,5.254
2024-01-17,5.254
2024-01-18,5.254
2024-01-19,5.254
2024-01-20,5.254
2024-01-21,5.254
2024-01-22,5.254
2024-01-23,5.254
2024-01-24,5.254
2024-01-25,5.254
2024-01-26,5.254
2024-01-27,5.254
2024-01-28,5.254
2024-01-29,5.254
2024-01-30,3.635
2024-01-31,3.268
2024-02-01,3.268
2024-02-02,2.853
2024-02-03,2.853
2024-02-04,2.853
2024-02-05,2.853
2024-02-06,2.853
2024-02-07,2.853
2024-02-08,2.853
2024-02-09,2.853
2024-02-10,2.853
2024-02-11,2.853
2024-02-12,2.84
2024-02-13,2.84
2024-02-14,2.84
2024-02-15,2.84
2024-02-16,2.84
2024-02-17,2.84
2024-02-18,2.84
2024-02-19,2.84
2024-02-20,2.84
2024-02-21,2.84
2024-02-22,2.84
2024-02-23,2.84
2024-02-24,2.84
2024-02-25,2.84
2024-02-26,2.84
2024-02-27,2.84
2024-02-28,2.84
2024-02-29,2.84
2024-03-01,2.84
2024-03-02,2.84
2024-03-03,2.84
2024-03-04,2.84
2024-03-05,2.84
2024-03-06,2.84
2024-03-07,2.84
2024-03-08,2.84
2024-03-09,2.84
2024-03-10,2.84
2024-03-11,2.84
2024-03-12,2.84
2024-03-13,2.84
2024-03-14,2.84
2024-03-15,2.84
2024-03-16,2.84
2024-03-17,2.84
2024-03-18,2.84
2024-03-19,2.84
2024-03-20,2.84
2024-03-21,2.84
2024-03-22,2.84
2024-03-23,2.84
2024-03-24,2.84
2024-03-25,2.84
2024-03-26,2.84
2024-03-27,2.84
2024-03-28,2.84
2024-03-29,2.84
2024-03-30,2.84
2024-03-31,2.84
2024-04-01,2.84
2024-04-02,2.84
2024-04-03,2.84
2024-04-04,2.84
2024-04-05,2.84
2024-04-06,2.84
2024-04-07,2.84
2024-04-08,2.84
