,RSG US Equity
2023-07-28,5.832
2023-07-29,5.832
2023-07-30,5.832
2023-07-31,5.85
2023-08-01,5.888
2023-08-02,5.887
2023-08-03,5.887
2023-08-04,5.887
2023-08-05,5.887
2023-08-06,5.887
2023-08-07,5.887
2023-08-08,5.887
2023-08-09,5.887
2023-08-10,5.887
2023-08-11,5.887
2023-08-12,5.887
2023-08-13,5.887
2023-08-14,5.892
2023-08-15,5.892
2023-08-16,5.892
2023-08-17,5.892
2023-08-18,5.892
2023-08-19,5.892
2023-08-20,5.892
2023-08-21,5.892
2023-08-22,5.907
2023-08-23,5.901
2023-08-24,5.901
2023-08-25,5.901
2023-08-26,5.901
2023-08-27,5.901
2023-08-28,5.901
2023-08-29,5.901
2023-08-30,5.901
2023-08-31,5.901
2023-09-01,5.916
2023-09-02,5.916
2023-09-03,5.916
2023-09-04,5.916
2023-09-05,5.916
2023-09-06,5.916
2023-09-07,5.916
2023-09-08,5.916
2023-09-09,5.916
2023-09-10,5.916
2023-09-11,5.916
2023-09-12,5.916
2023-09-13,5.916
2023-09-14,5.916
2023-09-15,5.916
2023-09-16,5.916
2023-09-17,5.916
2023-09-18,5.916
2023-09-19,5.916
2023-09-20,5.916
2023-09-21,5.916
2023-09-22,5.916
2023-09-23,5.916
2023-09-24,5.917
2023-09-25,5.917
2023-09-26,5.917
2023-09-27,5.917
2023-09-28,5.917
2023-09-29,5.917
2023-09-30,5.917
2023-10-01,5.917
2023-10-02,5.917
2023-10-03,5.917
2023-10-04,5.917
2023-10-05,5.917
2023-10-06,5.917
2023-10-07,5.917
2023-10-08,5.917
2023-10-09,5.917
2023-10-10,5.918
2023-10-11,5.918
2023-10-12,5.918
2023-10-13,5.918
2023-10-14,5.918
2023-10-15,5.918
2023-10-16,5.89
2023-10-17,5.89
2023-10-18,5.894
2023-10-19,5.894
2023-10-20,5.882
2023-10-21,5.882
2023-10-22,5.882
2023-10-23,5.882
2023-10-24,5.882
2023-10-25,5.882
2023-10-26,5.898
2023-10-27,5.916
2023-10-28,5.916
2023-10-29,5.916
2023-10-30,5.926
2023-10-31,5.926
2023-11-01,5.926
2023-11-02,5.926
2023-11-03,5.926
2023-11-04,5.926
2023-11-05,5.926
2023-11-06,5.926
2023-11-07,5.933
2023-11-08,5.933
2023-11-09,5.933
2023-11-10,5.933
2023-11-11,5.928
2023-11-12,5.928
2023-11-13,5.928
2023-11-14,5.928
2023-11-15,5.928
2023-11-16,5.928
2023-11-17,5.928
2023-11-18,5.928
2023-11-19,5.928
2023-11-20,5.928
2023-11-21,5.928
2023-11-22,5.928
2023-11-23,5.928
2023-11-24,5.928
2023-11-25,5.928
2023-11-26,5.928
2023-11-27,5.934
2023-11-28,5.934
2023-11-29,5.934
2023-11-30,5.934
2023-12-01,5.934
2023-12-02,5.934
2023-12-03,5.934
2023-12-04,5.934
2023-12-05,5.934
2023-12-06,5.934
2023-12-07,5.934
2023-12-08,5.934
2023-12-09,5.934
2023-12-10,5.934
2023-12-11,5.934
2023-12-12,5.934
2023-12-13,5.934
2023-12-14,5.934
2023-12-15,5.934
2023-12-16,5.934
2023-12-17,5.934
2023-12-18,5.934
2023-12-19,5.934
2023-12-20,5.934
2023-12-21,5.933
2023-12-22,5.933
2023-12-23,5.933
2023-12-24,5.933
2023-12-25,5.933
2023-12-26,5.933
2023-12-27,5.933
2023-12-28,5.933
2023-12-29,5.933
2023-12-30,5.933
2023-12-31,5.933
2024-01-01,5.933
2024-01-02,5.933
2024-01-03,5.933
2024-01-04,5.933
2024-01-05,5.94
2024-01-06,5.94
2024-01-07,5.94
2024-01-08,5.94
2024-01-09,5.94
2024-01-10,5.94
2024-01-11,5.94
2024-01-12,5.942
2024-01-13,5.942
2024-01-14,5.942
2024-01-15,5.942
2024-01-16,5.942
2024-01-17,5.942
2024-01-18,5.942
2024-01-19,5.946
2024-01-20,5.946
2024-01-21,5.946
2024-01-22,5.946
2024-01-23,5.953
2024-01-24,5.953
2024-01-25,5.953
2024-01-26,5.953
2024-01-27,5.953
2024-01-28,5.953
2024-01-29,5.953
2024-01-30,5.953
2024-01-31,5.953
2024-02-01,5.953
2024-02-02,5.953
2024-02-03,5.953
2024-02-04,5.953
2024-02-05,5.956
2024-02-06,5.956
2024-02-07,5.96
2024-02-08,5.964
2024-02-09,5.964
2024-02-10,5.964
2024-02-11,5.964
2024-02-12,5.964
2024-02-13,5.964
2024-02-14,5.964
2024-02-15,5.964
2024-02-16,5.964
2024-02-17,5.964
2024-02-18,5.964
2024-02-19,5.964
2024-02-20,5.964
2024-02-21,5.964
2024-02-22,5.964
2024-02-23,5.964
2024-02-24,5.964
2024-02-25,5.964
2024-02-26,5.964
2024-02-27,5.957
2024-02-28,5.98
2024-02-29,5.99
2024-03-01,5.997
2024-03-02,5.997
2024-03-03,6.002
2024-03-04,6.003
2024-03-05,6.003
2024-03-06,6.003
2024-03-07,6.003
2024-03-08,6.003
2024-03-09,6.003
2024-03-10,6.003
2024-03-11,6.003
2024-03-12,6.003
2024-03-13,6.003
2024-03-14,6.003
2024-03-15,6.003
2024-03-16,6.003
2024-03-17,6.003
2024-03-18,5.998
2024-03-19,5.998
2024-03-20,5.998
2024-03-21,5.998
2024-03-22,5.998
2024-03-23,5.998
2024-03-24,5.998
2024-03-25,5.998
2024-03-26,5.998
2024-03-27,5.998
2024-03-28,5.998
2024-03-29,5.998
2024-03-30,5.998
2024-03-31,5.998
2024-04-01,5.998
2024-04-02,5.999
2024-04-03,5.999
2024-04-04,5.999
2024-04-05,5.999
2024-04-06,5.999
2024-04-07,5.999
2024-04-08,5.991
