,IR US Equity
2023-07-30,2.966
2023-07-31,2.966
2023-08-01,2.966
2023-08-02,2.966
2023-08-03,3.015
2023-08-04,3.035
2023-08-05,3.035
2023-08-06,3.035
2023-08-07,3.035
2023-08-08,3.037
2023-08-09,3.046
2023-08-10,3.046
2023-08-11,3.046
2023-08-12,3.046
2023-08-13,3.046
2023-08-14,3.046
2023-08-15,3.046
2023-08-16,3.049
2023-08-17,3.049
2023-08-18,3.049
2023-08-19,3.049
2023-08-20,3.049
2023-08-21,3.061
2023-08-22,3.061
2023-08-23,3.058
2023-08-24,3.058
2023-08-25,3.053
2023-08-26,3.053
2023-08-27,3.053
2023-08-28,3.053
2023-08-29,3.053
2023-08-30,3.053
2023-08-31,3.053
2023-09-01,3.053
2023-09-02,3.053
2023-09-03,3.053
2023-09-04,3.053
2023-09-05,3.053
2023-09-06,3.053
2023-09-07,3.046
2023-09-08,3.046
2023-09-09,3.046
2023-09-10,3.046
2023-09-11,3.046
2023-09-12,3.046
2023-09-13,3.046
2023-09-14,3.047
2023-09-15,3.047
2023-09-16,3.047
2023-09-17,3.047
2023-09-18,3.047
2023-09-19,3.047
2023-09-20,3.047
2023-09-21,3.047
2023-09-22,3.047
2023-09-23,3.047
2023-09-24,3.047
2023-09-25,3.047
2023-09-26,3.047
2023-09-27,3.045
2023-09-28,3.045
2023-09-29,3.044
2023-09-30,3.044
2023-10-01,3.044
2023-10-02,3.044
2023-10-03,3.047
2023-10-04,3.044
2023-10-05,3.044
2023-10-06,3.044
2023-10-07,3.044
2023-10-08,3.044
2023-10-09,3.047
2023-10-10,3.047
2023-10-11,3.048
2023-10-12,3.048
2023-10-13,3.048
2023-10-14,3.048
2023-10-15,3.05
2023-10-16,3.055
2023-10-17,3.052
2023-10-18,3.052
2023-10-19,3.052
2023-10-20,3.052
2023-10-21,3.052
2023-10-22,3.052
2023-10-23,3.052
2023-10-24,3.052
2023-10-25,3.052
2023-10-26,3.052
2023-10-27,3.052
2023-10-28,3.052
2023-10-29,3.053
2023-10-30,3.053
2023-10-31,3.053
2023-11-01,3.053
2023-11-02,3.104
2023-11-03,3.139
2023-11-04,3.139
2023-11-05,3.139
2023-11-06,3.139
2023-11-07,3.139
2023-11-08,3.16
2023-11-09,3.16
2023-11-10,3.16
2023-11-11,3.16
2023-11-12,3.16
2023-11-13,3.16
2023-11-14,3.16
2023-11-15,3.145
2023-11-16,3.145
2023-11-17,3.145
2023-11-18,3.145
2023-11-19,3.145
2023-11-20,3.145
2023-11-21,3.145
2023-11-22,3.145
2023-11-23,3.145
2023-11-24,3.145
2023-11-25,3.145
2023-11-26,3.145
2023-11-27,3.149
2023-11-28,3.149
2023-11-29,3.149
2023-11-30,3.149
2023-12-01,3.145
2023-12-02,3.149
2023-12-03,3.149
2023-12-04,3.149
2023-12-05,3.149
2023-12-06,3.149
2023-12-07,3.149
2023-12-08,3.149
2023-12-09,3.149
2023-12-10,3.153
2023-12-11,3.151
2023-12-12,3.151
2023-12-13,3.151
2023-12-14,3.151
2023-12-15,3.15
2023-12-16,3.15
2023-12-17,3.15
2023-12-18,3.15
2023-12-19,3.15
2023-12-20,3.15
2023-12-21,3.15
2023-12-22,3.15
2023-12-23,3.15
2023-12-24,3.15
2023-12-25,3.15
2023-12-26,3.15
2023-12-27,3.151
2023-12-28,3.151
2023-12-29,3.151
2023-12-30,3.151
2023-12-31,3.151
2024-01-01,3.151
2024-01-02,3.151
2024-01-03,3.151
2024-01-04,3.151
2024-01-05,3.154
2024-01-06,3.154
2024-01-07,3.154
2024-01-08,3.156
2024-01-09,3.153
2024-01-10,3.153
2024-01-11,3.153
2024-01-12,3.153
2024-01-13,3.153
2024-01-14,3.153
2024-01-15,3.153
2024-01-16,3.153
2024-01-17,3.153
2024-01-18,3.154
2024-01-19,3.154
2024-01-20,3.154
2024-01-21,3.153
2024-01-22,3.154
2024-01-23,3.156
2024-01-24,3.156
2024-01-25,3.156
2024-01-26,3.156
2024-01-27,3.156
2024-01-28,3.156
2024-01-29,3.156
2024-01-30,3.156
2024-01-31,3.156
2024-02-01,3.156
2024-02-02,3.156
2024-02-03,3.156
2024-02-04,3.156
2024-02-05,3.157
2024-02-06,3.157
2024-02-07,3.157
2024-02-08,3.157
2024-02-09,3.157
2024-02-10,3.157
2024-02-11,3.157
2024-02-12,3.157
2024-02-13,3.157
2024-02-14,3.157
2024-02-15,3.139
2024-02-16,3.167
2024-02-17,3.167
2024-02-18,3.17
2024-02-19,3.194
2024-02-20,3.199
2024-02-21,3.199
2024-02-22,3.225
2024-02-23,3.225
2024-02-24,3.225
2024-02-25,3.225
2024-02-26,3.225
2024-02-27,3.225
2024-02-28,3.225
2024-02-29,3.22
2024-03-01,3.22
2024-03-02,3.22
2024-03-03,3.22
2024-03-04,3.22
2024-03-05,3.221
2024-03-06,3.221
2024-03-07,3.221
2024-03-08,3.221
2024-03-09,3.221
2024-03-10,3.221
2024-03-11,3.221
2024-03-12,3.216
2024-03-13,3.216
2024-03-14,3.216
2024-03-15,3.216
2024-03-16,3.216
2024-03-17,3.216
2024-03-18,3.216
2024-03-19,3.216
2024-03-20,3.216
2024-03-21,3.216
2024-03-22,3.216
2024-03-23,3.216
2024-03-24,3.216
2024-03-25,3.216
2024-03-26,3.216
2024-03-27,3.216
2024-03-28,3.216
2024-03-29,3.216
2024-03-30,3.216
2024-03-31,3.216
2024-04-01,3.216
2024-04-02,3.218
2024-04-03,3.218
2024-04-04,3.216
2024-04-05,3.216
2024-04-06,3.216
2024-04-07,3.216
2024-04-08,3.216
