,AA US Equity
2023-09-02,2.305
2023-09-03,2.305
2023-09-04,2.278
2023-09-05,2.278
2023-09-06,2.278
2023-09-07,2.278
2023-09-08,2.278
2023-09-09,2.278
2023-09-10,2.278
2023-09-11,2.22
2023-09-12,2.22
2023-09-13,2.22
2023-09-14,2.203
2023-09-15,2.139
2023-09-16,2.139
2023-09-17,2.139
2023-09-18,1.944
2023-09-19,1.944
2023-09-20,2.649
2023-09-21,2.649
2023-09-22,2.649
2023-09-23,2.649
2023-09-24,2.649
2023-09-25,2.649
2023-09-26,2.668
2023-09-27,2.668
2023-09-28,2.668
2023-09-29,2.668
2023-09-30,2.668
2023-10-01,2.668
2023-10-02,2.668
2023-10-03,2.614
2023-10-04,2.614
2023-10-05,2.614
2023-10-06,2.614
2023-10-07,2.614
2023-10-08,2.614
2023-10-09,2.614
2023-10-10,2.427
2023-10-11,2.436
2023-10-12,2.436
2023-10-13,2.436
2023-10-14,2.436
2023-10-15,2.436
2023-10-16,2.684
2023-10-17,2.401
2023-10-18,1.781
2023-10-19,1.143
2023-10-20,1.282
2023-10-21,1.282
2023-10-22,1.096
2023-10-23,1.096
2023-10-24,1.096
2023-10-25,1.076
2023-10-26,1.076
2023-10-27,1.076
2023-10-28,1.076
2023-10-29,1.076
2023-10-30,1.076
2023-10-31,1.076
2023-11-01,1.076
2023-11-02,1.076
2023-11-03,1.076
2023-11-04,1.076
2023-11-05,1.076
2023-11-06,1.076
2023-11-07,1.076
2023-11-08,1.076
2023-11-09,1.076
2023-11-10,1.076
2023-11-11,1.076
2023-11-12,1.076
2023-11-13,1.076
2023-11-14,1.076
2023-11-15,1.076
2023-11-16,1.076
2023-11-17,1.076
2023-11-18,1.076
2023-11-19,1.076
2023-11-20,0.887
2023-11-21,0.887
2023-11-22,0.887
2023-11-23,0.887
2023-11-24,0.884
2023-11-25,0.884
2023-11-26,0.884
2023-11-27,0.884
2023-11-28,0.884
2023-11-29,0.884
2023-11-30,0.884
2023-12-01,0.884
2023-12-02,0.884
2023-12-03,0.884
2023-12-04,0.884
2023-12-05,0.884
2023-12-06,0.937
2023-12-07,0.936
2023-12-08,0.936
2023-12-09,0.936
2023-12-10,0.936
2023-12-11,0.936
2023-12-12,0.766
2023-12-13,0.724
2023-12-14,0.538
2023-12-15,0.538
2023-12-16,0.538
2023-12-17,0.538
2023-12-18,0.525
2023-12-19,0.525
2023-12-20,0.524
2023-12-21,0.524
2023-12-22,0.524
2023-12-23,0.524
2023-12-24,0.524
2023-12-25,0.524
2023-12-26,0.524
2023-12-27,0.524
2023-12-28,0.524
2023-12-29,0.524
2023-12-30,0.524
2023-12-31,0.524
2024-01-01,0.524
2024-01-02,0.524
2024-01-03,0.524
2024-01-04,0.541
2024-01-05,0.541
2024-01-06,0.541
2024-01-07,0.541
2024-01-08,0.541
2024-01-09,0.581
2024-01-10,0.581
2024-01-11,0.561
2024-01-12,0.561
2024-01-13,0.561
2024-01-14,0.561
2024-01-15,0.561
2024-01-16,0.618
2024-01-17,0.554
2024-01-18,0.565
2024-01-19,0.493
2024-01-20,0.493
2024-01-21,0.493
2024-01-22,0.493
2024-01-23,0.493
2024-01-24,0.493
2024-01-25,0.493
2024-01-26,0.493
2024-01-27,0.493
2024-01-28,0.493
2024-01-29,0.493
2024-01-30,0.493
2024-01-31,0.353
2024-02-01,0.353
2024-02-02,0.353
2024-02-03,0.353
2024-02-04,0.353
2024-02-05,0.353
2024-02-06,0.353
2024-02-07,0.353
2024-02-08,0.353
2024-02-09,0.353
2024-02-10,0.353
2024-02-11,0.353
2024-02-12,0.353
2024-02-13,0.353
2024-02-14,0.353
2024-02-15,0.353
2024-02-16,0.353
2024-02-17,0.353
2024-02-18,0.353
2024-02-19,0.353
2024-02-20,0.353
2024-02-21,0.353
2024-02-22,0.353
2024-02-23,0.353
2024-02-24,0.353
2024-02-25,0.258
2024-02-26,0.231
2024-02-27,0.258
2024-02-28,0.258
2024-02-29,0.358
2024-03-01,0.358
2024-03-02,0.358
2024-03-03,0.358
2024-03-04,0.358
2024-03-05,0.358
2024-03-06,0.358
2024-03-07,0.358
2024-03-08,0.358
2024-03-09,0.358
2024-03-10,0.258
2024-03-11,0.258
2024-03-12,0.358
2024-03-13,0.358
2024-03-14,0.358
2024-03-15,0.358
2024-03-16,0.358
2024-03-17,0.358
2024-03-18,0.37
2024-03-19,0.357
2024-03-20,0.357
2024-03-21,0.357
2024-03-22,0.357
2024-03-23,0.357
2024-03-24,0.357
2024-03-25,0.217
2024-03-26,0.217
2024-03-27,0.207
2024-03-28,0.207
2024-03-29,0.207
2024-03-30,0.207
2024-03-31,0.207
2024-04-01,0.126
2024-04-02,0.126
2024-04-03,0.126
2024-04-04,0.126
2024-04-05,0.126
2024-04-06,0.126
2024-04-07,0.126
2024-04-08,0.126
