,XEL US Equity
2023-08-07,3.584
2023-08-08,3.586
2023-08-09,3.586
2023-08-10,3.586
2023-08-11,3.586
2023-08-12,3.586
2023-08-13,3.586
2023-08-14,3.586
2023-08-15,3.586
2023-08-16,3.586
2023-08-17,3.586
2023-08-18,3.598
2023-08-19,3.598
2023-08-20,3.598
2023-08-21,3.598
2023-08-22,3.594
2023-08-23,3.594
2023-08-24,3.593
2023-08-25,3.593
2023-08-26,3.593
2023-08-27,3.593
2023-08-28,3.593
2023-08-29,3.593
2023-08-30,3.59
2023-08-31,3.59
2023-09-01,3.591
2023-09-02,3.591
2023-09-03,3.591
2023-09-04,3.591
2023-09-05,3.591
2023-09-06,3.591
2023-09-07,3.591
2023-09-08,3.591
2023-09-09,3.591
2023-09-10,3.591
2023-09-11,3.591
2023-09-12,3.591
2023-09-13,3.591
2023-09-14,3.591
2023-09-15,3.591
2023-09-16,3.591
2023-09-17,3.591
2023-09-18,3.591
2023-09-19,3.591
2023-09-20,3.591
2023-09-21,3.591
2023-09-22,3.591
2023-09-23,3.591
2023-09-24,3.591
2023-09-25,3.591
2023-09-26,3.591
2023-09-27,3.591
2023-09-28,3.591
2023-09-29,3.595
2023-09-30,3.595
2023-10-01,3.595
2023-10-02,3.595
2023-10-03,3.595
2023-10-04,3.595
2023-10-05,3.595
2023-10-06,3.596
2023-10-07,3.596
2023-10-08,3.596
2023-10-09,3.595
2023-10-10,3.595
2023-10-11,3.595
2023-10-12,3.595
2023-10-13,3.595
2023-10-14,3.595
2023-10-15,3.595
2023-10-16,3.592
2023-10-17,3.587
2023-10-18,3.587
2023-10-19,3.587
2023-10-20,3.587
2023-10-21,3.587
2023-10-22,3.587
2023-10-23,3.586
2023-10-24,3.583
2023-10-25,3.579
2023-10-26,3.579
2023-10-27,3.579
2023-10-28,3.579
2023-10-29,3.578
2023-10-30,3.578
2023-10-31,3.578
2023-11-01,3.578
2023-11-02,3.578
2023-11-03,3.578
2023-11-04,3.578
2023-11-05,3.578
2023-11-06,3.578
2023-11-07,3.578
2023-11-08,3.578
2023-11-09,3.578
2023-11-10,3.578
2023-11-11,3.578
2023-11-12,3.578
2023-11-13,3.578
2023-11-14,3.578
2023-11-15,3.578
2023-11-16,3.578
2023-11-17,3.578
2023-11-18,3.578
2023-11-19,3.578
2023-11-20,3.578
2023-11-21,3.578
2023-11-22,3.578
2023-11-23,3.578
2023-11-24,3.578
2023-11-25,3.578
2023-11-26,3.578
2023-11-27,3.574
2023-11-28,3.574
2023-11-29,3.572
2023-11-30,3.575
2023-12-01,3.575
2023-12-02,3.575
2023-12-03,3.575
2023-12-04,3.575
2023-12-05,3.575
2023-12-06,3.575
2023-12-07,3.575
2023-12-08,3.575
2023-12-09,3.575
2023-12-10,3.576
2023-12-11,3.576
2023-12-12,3.576
2023-12-13,3.576
2023-12-14,3.576
2023-12-15,3.576
2023-12-16,3.576
2023-12-17,3.576
2023-12-18,3.576
2023-12-19,3.577
2023-12-20,3.577
2023-12-21,3.577
2023-12-22,3.577
2023-12-23,3.577
2023-12-24,3.577
2023-12-25,3.577
2023-12-26,3.577
2023-12-27,3.577
2023-12-28,3.577
2023-12-29,3.577
2023-12-30,3.577
2023-12-31,3.577
2024-01-01,3.577
2024-01-02,3.578
2024-01-03,3.578
2024-01-04,3.578
2024-01-05,3.578
2024-01-06,3.578
2024-01-07,3.578
2024-01-08,3.575
2024-01-09,3.575
2024-01-10,3.575
2024-01-11,3.575
2024-01-12,3.575
2024-01-13,3.575
2024-01-14,3.575
2024-01-15,3.575
2024-01-16,3.575
2024-01-17,3.575
2024-01-18,3.575
2024-01-19,3.575
2024-01-20,3.575
2024-01-21,3.575
2024-01-22,3.575
2024-01-23,3.574
2024-01-24,3.574
2024-01-25,3.574
2024-01-26,3.577
2024-01-27,3.577
2024-01-28,3.578
2024-01-29,3.577
2024-01-30,3.577
2024-01-31,3.577
2024-02-01,3.577
2024-02-02,3.577
2024-02-03,3.577
2024-02-04,3.577
2024-02-05,3.577
2024-02-06,3.577
2024-02-07,3.577
2024-02-08,3.577
2024-02-09,3.577
2024-02-10,3.577
2024-02-11,3.577
2024-02-12,3.577
2024-02-13,3.577
2024-02-14,3.577
2024-02-15,3.577
2024-02-16,3.577
2024-02-17,3.577
2024-02-18,3.577
2024-02-19,3.577
2024-02-20,3.577
2024-02-21,3.577
2024-02-22,3.577
2024-02-23,3.577
2024-02-24,3.577
2024-02-25,3.577
2024-02-26,3.577
2024-02-27,3.578
2024-02-28,3.578
2024-02-29,3.578
2024-03-01,3.578
2024-03-02,3.578
2024-03-03,3.578
2024-03-04,3.578
2024-03-05,3.578
2024-03-06,3.578
2024-03-07,3.578
2024-03-08,3.578
2024-03-09,3.578
2024-03-10,3.578
2024-03-11,3.577
2024-03-12,3.575
2024-03-13,3.572
2024-03-14,3.572
2024-03-15,3.572
2024-03-16,3.572
2024-03-17,3.572
2024-03-18,3.572
2024-03-19,3.572
2024-03-20,3.572
2024-03-21,3.571
2024-03-22,3.571
2024-03-23,3.571
2024-03-24,3.571
2024-03-25,3.571
2024-03-26,3.571
2024-03-27,3.571
2024-03-28,3.571
2024-03-29,3.571
2024-03-30,3.571
2024-03-31,3.571
2024-04-01,3.571
2024-04-02,3.571
2024-04-03,3.571
2024-04-04,3.571
2024-04-05,3.571
2024-04-06,3.571
2024-04-07,3.571
2024-04-08,3.571
