,JPM US Equity
2023-08-19,14.535
2023-08-20,14.535
2023-08-21,14.535
2023-08-22,14.523
2023-08-23,14.523
2023-08-24,14.523
2023-08-25,14.523
2023-08-26,14.523
2023-08-27,14.523
2023-08-28,14.523
2023-08-29,14.523
2023-08-30,14.523
2023-08-31,14.523
2023-09-01,14.585
2023-09-02,14.585
2023-09-03,14.585
2023-09-04,14.585
2023-09-05,14.585
2023-09-06,14.585
2023-09-07,14.581
2023-09-08,14.581
2023-09-09,14.581
2023-09-10,14.581
2023-09-11,14.623
2023-09-12,14.623
2023-09-13,14.623
2023-09-14,14.623
2023-09-15,14.63
2023-09-16,14.63
2023-09-17,14.63
2023-09-18,14.622
2023-09-19,14.622
2023-09-20,14.622
2023-09-21,14.618
2023-09-22,14.618
2023-09-23,14.618
2023-09-24,14.618
2023-09-25,14.618
2023-09-26,14.625
2023-09-27,14.621
2023-09-28,14.621
2023-09-29,14.599
2023-09-30,14.599
2023-10-01,14.588
2023-10-02,14.624
2023-10-03,14.677
2023-10-04,14.69
2023-10-05,14.703
2023-10-06,14.703
2023-10-07,14.703
2023-10-08,14.703
2023-10-09,14.745
2023-10-10,14.766
2023-10-11,14.766
2023-10-12,14.77
2023-10-13,14.921
2023-10-14,15.001
2023-10-15,15.111
2023-10-16,15.186
2023-10-17,15.201
2023-10-18,15.201
2023-10-19,15.201
2023-10-20,15.201
2023-10-21,15.201
2023-10-22,15.201
2023-10-23,15.201
2023-10-24,15.201
2023-10-25,15.201
2023-10-26,15.201
2023-10-27,15.201
2023-10-28,15.293
2023-10-29,15.293
2023-10-30,15.293
2023-10-31,15.293
2023-11-01,15.301
2023-11-02,15.301
2023-11-03,15.29
2023-11-04,15.29
2023-11-05,15.29
2023-11-06,15.291
2023-11-07,15.291
2023-11-08,15.291
2023-11-09,15.291
2023-11-10,15.291
2023-11-11,15.291
2023-11-12,15.291
2023-11-13,15.474
2023-11-14,15.474
2023-11-15,15.474
2023-11-16,15.474
2023-11-17,15.474
2023-11-18,15.474
2023-11-19,15.474
2023-11-20,15.476
2023-11-21,15.476
2023-11-22,15.476
2023-11-23,15.476
2023-11-24,15.476
2023-11-25,15.476
2023-11-26,15.476
2023-11-27,15.476
2023-11-28,15.476
2023-11-29,15.476
2023-11-30,15.451
2023-12-01,15.451
2023-12-02,15.451
2023-12-03,15.451
2023-12-04,15.45
2023-12-05,15.45
2023-12-06,15.45
2023-12-07,15.45
2023-12-08,15.45
2023-12-09,15.45
2023-12-10,15.452
2023-12-11,15.452
2023-12-12,15.452
2023-12-13,15.452
2023-12-14,15.452
2023-12-15,15.477
2023-12-16,15.477
2023-12-17,15.475
2023-12-18,15.498
2023-12-19,15.498
2023-12-20,15.498
2023-12-21,15.51
2023-12-22,15.516
2023-12-23,15.516
2023-12-24,15.516
2023-12-25,15.516
2023-12-26,15.516
2023-12-27,15.516
2023-12-28,15.516
2023-12-29,15.516
2023-12-30,15.516
2023-12-31,15.516
2024-01-01,15.516
2024-01-02,15.551
2024-01-03,15.568
2024-01-04,15.577
2024-01-05,15.592
2024-01-06,15.592
2024-01-07,15.592
2024-01-08,15.647
2024-01-09,15.666
2024-01-10,15.666
2024-01-11,15.666
2024-01-12,15.725
2024-01-13,15.748
2024-01-14,15.748
2024-01-15,15.775
2024-01-16,15.826
2024-01-17,15.82
2024-01-18,15.82
2024-01-19,15.813
2024-01-20,15.813
2024-01-21,15.813
2024-01-22,15.813
2024-01-23,15.813
2024-01-24,15.813
2024-01-25,15.813
2024-01-26,15.813
2024-01-27,15.813
2024-01-28,15.817
2024-01-29,15.817
2024-01-30,15.817
2024-01-31,15.79
2024-02-01,15.79
2024-02-02,15.79
2024-02-03,15.79
2024-02-04,15.783
2024-02-05,15.783
2024-02-06,15.781
2024-02-07,15.781
2024-02-08,15.819
2024-02-09,15.819
2024-02-10,15.819
2024-02-11,15.819
2024-02-12,15.853
2024-02-13,15.853
2024-02-14,15.853
2024-02-15,15.853
2024-02-16,15.853
2024-02-17,15.853
2024-02-18,15.853
2024-02-19,15.853
2024-02-20,15.853
2024-02-21,15.853
2024-02-22,15.853
2024-02-23,15.853
2024-02-24,15.853
2024-02-25,15.853
2024-02-26,15.86
2024-02-27,15.86
2024-02-28,15.86
2024-02-29,15.86
2024-03-01,15.86
2024-03-02,15.86
2024-03-03,15.86
2024-03-04,15.86
2024-03-05,15.86
2024-03-06,15.86
2024-03-07,15.877
2024-03-08,15.881
2024-03-09,15.881
2024-03-10,15.881
2024-03-11,15.881
2024-03-12,15.873
2024-03-13,15.891
2024-03-14,15.892
2024-03-15,15.892
2024-03-16,15.892
2024-03-17,15.892
2024-03-18,15.893
2024-03-19,15.893
2024-03-20,15.912
2024-03-21,15.912
2024-03-22,15.912
2024-03-23,15.912
2024-03-24,15.912
2024-03-25,15.905
2024-03-26,15.903
2024-03-27,15.873
2024-03-28,15.845
2024-03-29,15.852
2024-03-30,15.852
2024-03-31,15.844
2024-04-01,15.844
2024-04-02,15.837
2024-04-03,15.847
2024-04-04,15.861
2024-04-05,15.861
2024-04-06,15.861
2024-04-07,15.879
2024-04-08,15.91
