,CE US Equity
2023-07-26,13.728
2023-07-27,13.74
2023-07-28,13.74
2023-07-29,13.74
2023-07-30,13.74
2023-07-31,13.74
2023-08-01,13.74
2023-08-02,13.74
2023-08-03,13.74
2023-08-04,13.74
2023-08-05,13.74
2023-08-06,13.74
2023-08-07,13.682
2023-08-08,13.356
2023-08-09,12.988
2023-08-10,12.834
2023-08-11,12.834
2023-08-12,12.829
2023-08-13,12.829
2023-08-14,12.829
2023-08-15,12.827
2023-08-16,12.827
2023-08-17,12.827
2023-08-18,12.827
2023-08-19,12.827
2023-08-20,12.827
2023-08-21,12.756
2023-08-22,12.756
2023-08-23,12.75
2023-08-24,12.75
2023-08-25,12.75
2023-08-26,12.75
2023-08-27,12.75
2023-08-28,12.605
2023-08-29,12.448
2023-08-30,12.448
2023-08-31,12.448
2023-09-01,12.448
2023-09-02,12.448
2023-09-03,12.448
2023-09-04,12.448
2023-09-05,12.424
2023-09-06,12.424
2023-09-07,12.424
2023-09-08,12.514
2023-09-09,12.514
2023-09-10,12.514
2023-09-11,12.514
2023-09-12,12.514
2023-09-13,12.514
2023-09-14,12.514
2023-09-15,12.514
2023-09-16,12.514
2023-09-17,12.514
2023-09-18,12.467
2023-09-19,12.467
2023-09-20,12.467
2023-09-21,12.352
2023-09-22,12.352
2023-09-23,12.352
2023-09-24,12.352
2023-09-25,12.352
2023-09-26,12.352
2023-09-27,12.352
2023-09-28,12.352
2023-09-29,12.352
2023-09-30,12.352
2023-10-01,12.374
2023-10-02,12.374
2023-10-03,12.378
2023-10-04,12.378
2023-10-05,12.378
2023-10-06,12.378
2023-10-07,12.378
2023-10-08,12.378
2023-10-09,12.369
2023-10-10,12.403
2023-10-11,12.403
2023-10-12,12.403
2023-10-13,12.403
2023-10-14,12.403
2023-10-15,12.403
2023-10-16,12.309
2023-10-17,12.34
2023-10-18,12.329
2023-10-19,12.329
2023-10-20,12.329
2023-10-21,12.329
2023-10-22,12.329
2023-10-23,12.329
2023-10-24,12.329
2023-10-25,12.329
2023-10-26,12.329
2023-10-27,12.329
2023-10-28,12.329
2023-10-29,12.329
2023-10-30,12.329
2023-10-31,12.329
2023-11-01,12.329
2023-11-02,12.329
2023-11-03,12.329
2023-11-04,12.329
2023-11-05,12.329
2023-11-06,12.3
2023-11-07,12.176
2023-11-08,11.948
2023-11-09,11.96
2023-11-10,11.96
2023-11-11,11.96
2023-11-12,11.96
2023-11-13,11.96
2023-11-14,11.979
2023-11-15,11.936
2023-11-16,11.936
2023-11-17,11.936
2023-11-18,11.936
2023-11-19,11.936
2023-11-20,11.944
2023-11-21,12.031
2023-11-22,12.031
2023-11-23,12.031
2023-11-24,12.031
2023-11-25,12.031
2023-11-26,12.031
2023-11-27,12.031
2023-11-28,12.007
2023-11-29,12.007
2023-11-30,12.007
2023-12-01,12.007
2023-12-02,12.007
2023-12-03,12.007
2023-12-04,11.977
2023-12-05,11.977
2023-12-06,11.977
2023-12-07,11.977
2023-12-08,11.977
2023-12-09,11.977
2023-12-10,11.977
2023-12-11,11.977
2023-12-12,11.977
2023-12-13,11.977
2023-12-14,11.985
2023-12-15,11.998
2023-12-16,11.998
2023-12-17,11.998
2023-12-18,11.998
2023-12-19,11.998
2023-12-20,11.998
2023-12-21,11.998
2023-12-22,11.998
2023-12-23,11.998
2023-12-24,11.998
2023-12-25,11.998
2023-12-26,11.998
2023-12-27,11.998
2023-12-28,11.998
2023-12-29,11.998
2023-12-30,11.998
2023-12-31,11.998
2024-01-01,11.998
2024-01-02,11.998
2024-01-03,11.998
2024-01-04,11.998
2024-01-05,11.998
2024-01-06,11.998
2024-01-07,11.998
2024-01-08,12.027
2024-01-09,12.027
2024-01-10,12.027
2024-01-11,12.022
2024-01-12,12.022
2024-01-13,12.022
2024-01-14,12.022
2024-01-15,12.021
2024-01-16,12.029
2024-01-17,12.029
2024-01-18,12.029
2024-01-19,12.029
2024-01-20,12.029
2024-01-21,12.029
2024-01-22,12.012
2024-01-23,12.012
2024-01-24,12.012
2024-01-25,12.012
2024-01-26,12.012
2024-01-27,12.012
2024-01-28,12.012
2024-01-29,12.012
2024-01-30,12.012
2024-01-31,12.012
2024-02-01,12.012
2024-02-02,12.012
2024-02-03,12.012
2024-02-04,12.012
2024-02-05,12.012
2024-02-06,12.012
2024-02-07,12.012
2024-02-08,12.012
2024-02-09,12.012
2024-02-10,12.012
2024-02-11,12.012
2024-02-12,12.013
2024-02-13,12.013
2024-02-14,12.013
2024-02-15,12.013
2024-02-16,12.013
2024-02-17,12.013
2024-02-18,12.013
2024-02-19,12.013
2024-02-20,11.987
2024-02-21,11.829
2024-02-22,11.629
2024-02-23,11.573
2024-02-24,11.573
2024-02-25,11.549
2024-02-26,11.506
2024-02-27,11.452
2024-02-28,11.452
2024-02-29,11.452
2024-03-01,11.452
2024-03-02,11.452
2024-03-03,11.452
2024-03-04,11.452
2024-03-05,11.452
2024-03-06,11.452
2024-03-07,11.452
2024-03-08,11.459
2024-03-09,11.459
2024-03-10,11.459
2024-03-11,11.459
2024-03-12,11.459
2024-03-13,11.459
2024-03-14,11.459
2024-03-15,11.459
2024-03-16,11.459
2024-03-17,11.459
2024-03-18,11.459
2024-03-19,11.459
2024-03-20,11.459
2024-03-21,11.459
2024-03-22,11.446
2024-03-23,11.446
2024-03-24,11.446
2024-03-25,11.446
2024-03-26,11.446
2024-03-27,11.446
2024-03-28,11.446
2024-03-29,11.446
2024-03-30,11.446
2024-03-31,11.446
2024-04-01,11.446
2024-04-02,11.449
2024-04-03,11.449
2024-04-04,11.463
2024-04-05,11.463
2024-04-06,11.463
2024-04-07,11.464
2024-04-08,11.472
