,DVA US Equity
2023-07-28,7.316
2023-07-29,7.316
2023-07-30,7.316
2023-07-31,7.316
2023-08-01,7.316
2023-08-02,7.316
2023-08-03,7.372
2023-08-04,7.514
2023-08-05,7.514
2023-08-06,7.514
2023-08-07,7.616
2023-08-08,7.616
2023-08-09,7.616
2023-08-10,7.616
2023-08-11,7.616
2023-08-12,7.616
2023-08-13,7.616
2023-08-14,7.677
2023-08-15,7.677
2023-08-16,7.677
2023-08-17,7.695
2023-08-18,7.695
2023-08-19,7.695
2023-08-20,7.695
2023-08-21,7.695
2023-08-22,7.695
2023-08-23,7.695
2023-08-24,7.695
2023-08-25,7.695
2023-08-26,7.695
2023-08-27,7.695
2023-08-28,7.695
2023-08-29,7.695
2023-08-30,7.695
2023-08-31,7.695
2023-09-01,7.731
2023-09-02,7.731
2023-09-03,7.731
2023-09-04,7.731
2023-09-05,7.968
2023-09-06,7.968
2023-09-07,7.968
2023-09-08,7.968
2023-09-09,7.968
2023-09-10,7.968
2023-09-11,7.968
2023-09-12,7.968
2023-09-13,7.968
2023-09-14,7.968
2023-09-15,7.968
2023-09-16,7.968
2023-09-17,7.968
2023-09-18,7.968
2023-09-19,7.968
2023-09-20,7.968
2023-09-21,7.968
2023-09-22,7.968
2023-09-23,7.968
2023-09-24,7.968
2023-09-25,7.968
2023-09-26,7.968
2023-09-27,7.968
2023-09-28,7.849
2023-09-29,7.849
2023-09-30,7.849
2023-10-01,7.849
2023-10-02,7.849
2023-10-03,7.849
2023-10-04,7.849
2023-10-05,7.849
2023-10-06,7.849
2023-10-07,7.849
2023-10-08,7.849
2023-10-09,7.85
2023-10-10,7.85
2023-10-11,7.856
2023-10-12,7.856
2023-10-13,7.856
2023-10-14,7.856
2023-10-15,7.856
2023-10-16,7.856
2023-10-17,7.856
2023-10-18,7.856
2023-10-19,7.856
2023-10-20,7.856
2023-10-21,7.856
2023-10-22,7.856
2023-10-23,7.856
2023-10-24,7.856
2023-10-25,7.856
2023-10-26,7.856
2023-10-27,7.856
2023-10-28,7.856
2023-10-29,7.856
2023-10-30,7.784
2023-10-31,7.784
2023-11-01,7.784
2023-11-02,7.784
2023-11-03,7.784
2023-11-04,7.784
2023-11-05,7.784
2023-11-06,7.784
2023-11-07,8.004
2023-11-08,8.27
2023-11-09,8.27
2023-11-10,8.27
2023-11-11,8.27
2023-11-12,8.27
2023-11-13,8.27
2023-11-14,8.356
2023-11-15,8.356
2023-11-16,8.356
2023-11-17,8.373
2023-11-18,8.373
2023-11-19,8.373
2023-11-20,8.373
2023-11-21,8.373
2023-11-22,8.373
2023-11-23,8.373
2023-11-24,8.373
2023-11-25,8.373
2023-11-26,8.373
2023-11-27,8.373
2023-11-28,8.373
2023-11-29,8.373
2023-11-30,8.373
2023-12-01,8.373
2023-12-02,8.373
2023-12-03,8.373
2023-12-04,8.373
2023-12-05,8.373
2023-12-06,8.373
2023-12-07,8.373
2023-12-08,8.373
2023-12-09,8.373
2023-12-10,8.373
2023-12-11,8.373
2023-12-12,8.373
2023-12-13,8.373
2023-12-14,8.373
2023-12-15,8.571
2023-12-16,8.571
2023-12-17,8.571
2023-12-18,8.571
2023-12-19,8.571
2023-12-20,8.571
2023-12-21,8.571
2023-12-22,8.571
2023-12-23,8.571
2023-12-24,8.571
2023-12-25,8.571
2023-12-26,8.571
2023-12-27,8.571
2023-12-28,8.571
2023-12-29,8.571
2023-12-30,8.571
2023-12-31,8.571
2024-01-01,8.571
2024-01-02,8.571
2024-01-03,8.82
2024-01-04,8.82
2024-01-05,8.82
2024-01-06,8.82
2024-01-07,8.82
2024-01-08,8.82
2024-01-09,8.82
2024-01-10,8.82
2024-01-11,8.82
2024-01-12,8.82
2024-01-13,8.82
2024-01-14,8.82
2024-01-15,8.82
2024-01-16,8.82
2024-01-17,8.82
2024-01-18,8.82
2024-01-19,8.82
2024-01-20,8.82
2024-01-21,8.82
2024-01-22,8.82
2024-01-23,8.82
2024-01-24,8.82
2024-01-25,8.82
2024-01-26,8.82
2024-01-27,8.82
2024-01-28,8.82
2024-01-29,8.82
2024-01-30,8.82
2024-01-31,8.82
2024-02-01,8.82
2024-02-02,8.82
2024-02-03,8.82
2024-02-04,8.82
2024-02-05,8.82
2024-02-06,8.82
2024-02-07,8.82
2024-02-08,8.82
2024-02-09,8.82
2024-02-10,8.82
2024-02-11,8.82
2024-02-12,8.82
2024-02-13,8.82
2024-02-14,9.044
2024-02-15,9.083
2024-02-16,9.083
2024-02-17,9.083
2024-02-18,9.083
2024-02-19,9.083
2024-02-20,9.143
2024-02-21,9.167
2024-02-22,9.167
2024-02-23,9.101
2024-02-24,9.101
2024-02-25,9.151
2024-02-26,9.151
2024-02-27,9.151
2024-02-28,9.151
2024-02-29,9.151
2024-03-01,9.151
2024-03-02,9.151
2024-03-03,9.151
2024-03-04,9.151
2024-03-05,9.136
2024-03-06,9.136
2024-03-07,9.136
2024-03-08,9.136
2024-03-09,9.136
2024-03-10,9.136
2024-03-11,9.136
2024-03-12,9.136
2024-03-13,9.198
2024-03-14,9.198
2024-03-15,9.198
2024-03-16,9.198
2024-03-17,9.198
2024-03-18,9.198
2024-03-19,9.198
2024-03-20,9.198
2024-03-21,9.198
2024-03-22,9.198
2024-03-23,9.198
2024-03-24,9.198
2024-03-25,9.198
2024-03-26,9.198
2024-03-27,9.198
2024-03-28,9.198
2024-03-29,9.198
2024-03-30,9.198
2024-03-31,9.198
2024-04-01,9.198
2024-04-02,9.198
2024-04-03,9.198
2024-04-04,9.198
2024-04-05,9.198
2024-04-06,9.198
2024-04-07,9.198
2024-04-08,9.198
