,LEN/B US Equity
2023-08-08,13.262
2023-08-09,13.262
2023-08-10,13.262
2023-08-11,13.262
2023-08-12,13.262
2023-08-13,13.301
2023-08-14,13.301
2023-08-15,13.301
2023-08-16,13.301
2023-08-17,13.301
2023-08-18,13.301
2023-08-19,13.301
2023-08-20,13.301
2023-08-21,13.301
2023-08-22,13.301
2023-08-23,13.301
2023-08-24,13.301
2023-08-25,13.301
2023-08-26,13.301
2023-08-27,13.301
2023-08-28,13.301
2023-08-29,13.302
2023-08-30,13.331
2023-08-31,13.331
2023-09-01,13.407
2023-09-02,13.407
2023-09-03,13.407
2023-09-04,13.407
2023-09-05,13.413
2023-09-06,13.413
2023-09-07,13.413
2023-09-08,13.413
2023-09-09,13.413
2023-09-10,13.413
2023-09-11,13.395
2023-09-12,13.384
2023-09-13,13.384
2023-09-14,13.384
2023-09-15,13.512
2023-09-16,13.585
2023-09-17,13.813
2023-09-18,14.172
2023-09-19,14.25
2023-09-20,14.272
2023-09-21,14.357
2023-09-22,14.357
2023-09-23,14.357
2023-09-24,14.357
2023-09-25,14.357
2023-09-26,14.412
2023-09-27,14.412
2023-09-28,14.412
2023-09-29,14.412
2023-09-30,14.412
2023-10-01,14.412
2023-10-02,14.412
2023-10-03,14.412
2023-10-04,14.412
2023-10-05,14.412
2023-10-06,14.412
2023-10-07,14.412
2023-10-08,14.412
2023-10-09,14.412
2023-10-10,14.429
2023-10-11,14.44
2023-10-12,14.371
2023-10-13,14.27
2023-10-14,14.27
2023-10-15,14.27
2023-10-16,14.359
2023-10-17,14.359
2023-10-18,14.269
2023-10-19,14.269
2023-10-20,14.269
2023-10-21,14.269
2023-10-22,14.269
2023-10-23,14.269
2023-10-24,14.269
2023-10-25,14.269
2023-10-26,14.269
2023-10-27,14.269
2023-10-28,14.269
2023-10-29,14.269
2023-10-30,14.269
2023-10-31,14.269
2023-11-01,14.269
2023-11-02,14.269
2023-11-03,14.269
2023-11-04,14.269
2023-11-05,14.269
2023-11-06,14.269
2023-11-07,14.269
2023-11-08,14.269
2023-11-09,14.269
2023-11-10,14.269
2023-11-11,14.269
2023-11-12,14.269
2023-11-13,14.269
2023-11-14,14.269
2023-11-15,14.269
2023-11-16,14.269
2023-11-17,14.269
2023-11-18,14.269
2023-11-19,14.269
2023-11-20,14.269
2023-11-21,14.269
2023-11-22,14.269
2023-11-23,14.269
2023-11-24,14.269
2023-11-25,14.269
2023-11-26,14.269
2023-11-27,14.266
2023-11-28,14.266
2023-11-29,14.266
2023-11-30,14.266
2023-12-01,14.266
2023-12-02,14.266
2023-12-03,14.266
2023-12-04,14.286
2023-12-05,14.286
2023-12-06,14.286
2023-12-07,14.446
2023-12-08,14.446
2023-12-09,14.446
2023-12-10,14.446
2023-12-11,14.446
2023-12-12,14.449
2023-12-13,14.509
2023-12-14,14.523
2023-12-15,14.55
2023-12-16,14.629
2023-12-17,14.627
2023-12-18,14.47
2023-12-19,14.437
2023-12-20,14.437
2023-12-21,14.437
2023-12-22,14.437
2023-12-23,14.437
2023-12-24,14.437
2023-12-25,14.437
2023-12-26,14.437
2023-12-27,14.34
2023-12-28,14.34
2023-12-29,14.34
2023-12-30,14.34
2023-12-31,14.34
2024-01-01,14.34
2024-01-02,14.34
2024-01-03,14.338
2024-01-04,14.338
2024-01-05,14.338
2024-01-06,14.338
2024-01-07,14.338
2024-01-08,14.354
2024-01-09,14.42
2024-01-10,14.42
2024-01-11,14.42
2024-01-12,14.421
2024-01-13,14.421
2024-01-14,14.421
2024-01-15,14.421
2024-01-16,14.421
2024-01-17,14.421
2024-01-18,14.421
2024-01-19,14.421
2024-01-20,14.421
2024-01-21,14.421
2024-01-22,14.426
2024-01-23,14.426
2024-01-24,14.426
2024-01-25,14.426
2024-01-26,14.426
2024-01-27,14.426
2024-01-28,14.426
2024-01-29,14.411
2024-01-30,14.411
2024-01-31,14.411
2024-02-01,14.411
2024-02-02,14.411
2024-02-03,14.411
2024-02-04,14.411
2024-02-05,14.411
2024-02-06,14.411
2024-02-07,14.411
2024-02-08,14.411
2024-02-09,14.411
2024-02-10,14.411
2024-02-11,14.411
2024-02-12,14.411
2024-02-13,14.411
2024-02-14,14.411
2024-02-15,14.411
2024-02-16,14.411
2024-02-17,14.411
2024-02-18,14.411
2024-02-19,14.411
2024-02-20,14.411
2024-02-21,14.411
2024-02-22,14.411
2024-02-23,14.411
2024-02-24,14.411
2024-02-25,14.439
2024-02-26,14.439
2024-02-27,14.439
2024-02-28,14.439
2024-02-29,14.435
2024-03-01,14.435
2024-03-02,14.435
2024-03-03,14.435
2024-03-04,14.436
2024-03-05,14.436
2024-03-06,14.436
2024-03-07,14.436
2024-03-08,14.436
2024-03-09,14.436
2024-03-10,14.436
2024-03-11,14.408
2024-03-12,14.442
2024-03-13,14.442
2024-03-14,14.419
2024-03-15,14.49
2024-03-16,14.49
2024-03-17,14.49
2024-03-18,14.49
2024-03-19,14.494
2024-03-20,14.487
2024-03-21,14.487
2024-03-22,14.487
2024-03-23,14.487
2024-03-24,14.487
2024-03-25,14.487
2024-03-26,14.487
2024-03-27,14.487
2024-03-28,14.487
2024-03-29,14.487
2024-03-30,14.487
2024-03-31,14.487
2024-04-01,14.487
2024-04-02,14.509
2024-04-03,14.587
2024-04-04,14.587
2024-04-05,14.587
2024-04-06,14.587
2024-04-07,14.587
2024-04-08,14.587
