,DFS US Equity
2023-06-24,14.169
2023-06-25,14.169
2023-06-26,14.169
2023-06-27,14.169
2023-06-28,14.131
2023-06-29,14.131
2023-06-30,14.131
2023-07-01,14.131
2023-07-02,14.131
2023-07-03,14.131
2023-07-04,14.131
2023-07-05,14.135
2023-07-06,14.117
2023-07-07,14.136
2023-07-08,14.136
2023-07-09,14.136
2023-07-10,14.096
2023-07-11,14.077
2023-07-12,14.077
2023-07-13,14.07
2023-07-14,14.07
2023-07-15,14.07
2023-07-16,14.07
2023-07-17,14.07
2023-07-18,14.07
2023-07-19,14.07
2023-07-20,13.357
2023-07-21,13.248
2023-07-22,13.248
2023-07-23,13.248
2023-07-24,13.105
2023-07-25,13.105
2023-07-26,13.105
2023-07-27,13.105
2023-07-28,13.144
2023-07-29,13.144
2023-07-30,13.144
2023-07-31,13.144
2023-08-01,13.144
2023-08-02,13.082
2023-08-03,13.082
2023-08-04,13.082
2023-08-05,13.082
2023-08-06,13.082
2023-08-07,13.082
2023-08-08,13.082
2023-08-09,13.082
2023-08-10,13.082
2023-08-11,13.082
2023-08-12,13.082
2023-08-13,13.082
2023-08-14,13.085
2023-08-15,13.087
2023-08-16,13.086
2023-08-17,13.021
2023-08-18,13.01
2023-08-19,13.01
2023-08-20,13.01
2023-08-21,13.01
2023-08-22,13.01
2023-08-23,12.98
2023-08-24,12.98
2023-08-25,12.98
2023-08-26,12.98
2023-08-27,12.98
2023-08-28,12.98
2023-08-29,12.98
2023-08-30,12.98
2023-08-31,13.033
2023-09-01,13.033
2023-09-02,13.033
2023-09-03,13.033
2023-09-04,13.033
2023-09-05,13.033
2023-09-06,13.033
2023-09-07,13.033
2023-09-08,13.033
2023-09-09,13.033
2023-09-10,13.033
2023-09-11,13.035
2023-09-12,13.035
2023-09-13,13.028
2023-09-14,13.028
2023-09-15,13.028
2023-09-16,13.028
2023-09-17,13.028
2023-09-18,13.029
2023-09-19,13.029
2023-09-20,13.029
2023-09-21,13.029
2023-09-22,13.029
2023-09-23,13.029
2023-09-24,13.029
2023-09-25,13.029
2023-09-26,13.029
2023-09-27,13.029
2023-09-28,13.014
2023-09-29,13.014
2023-09-30,13.014
2023-10-01,13.014
2023-10-02,12.961
2023-10-03,12.909
2023-10-04,12.92
2023-10-05,12.874
2023-10-06,12.89
2023-10-07,12.89
2023-10-08,12.89
2023-10-09,12.869
2023-10-10,12.869
2023-10-11,12.854
2023-10-12,12.833
2023-10-13,12.833
2023-10-14,12.833
2023-10-15,12.833
2023-10-16,12.834
2023-10-17,12.805
2023-10-18,12.805
2023-10-19,12.453
2023-10-20,12.36
2023-10-21,12.36
2023-10-22,12.36
2023-10-23,12.294
2023-10-24,12.294
2023-10-25,12.294
2023-10-26,12.294
2023-10-27,12.294
2023-10-28,12.294
2023-10-29,12.294
2023-10-30,12.264
2023-10-31,12.282
2023-11-01,12.282
2023-11-02,12.282
2023-11-03,12.282
2023-11-04,12.282
2023-11-05,12.282
2023-11-06,12.282
2023-11-07,12.282
2023-11-08,12.282
2023-11-09,12.282
2023-11-10,12.282
2023-11-11,12.282
2023-11-12,12.282
2023-11-13,12.282
2023-11-14,12.286
2023-11-15,12.286
2023-11-16,12.277
2023-11-17,12.26
2023-11-18,12.26
2023-11-19,12.26
2023-11-20,12.26
2023-11-21,12.26
2023-11-22,12.26
2023-11-23,12.26
2023-11-24,12.26
2023-11-25,12.26
2023-11-26,12.26
2023-11-27,12.26
2023-11-28,12.26
2023-11-29,12.26
2023-11-30,12.362
2023-12-01,12.362
2023-12-02,12.362
2023-12-03,12.362
2023-12-04,12.362
2023-12-05,12.362
2023-12-06,12.385
2023-12-07,12.385
2023-12-08,12.385
2023-12-09,12.385
2023-12-10,12.385
2023-12-11,12.385
2023-12-12,12.383
2023-12-13,12.383
2023-12-14,12.407
2023-12-15,12.399
2023-12-16,12.399
2023-12-17,12.399
2023-12-18,12.399
2023-12-19,12.399
2023-12-20,12.447
2023-12-21,12.447
2023-12-22,12.447
2023-12-23,12.447
2023-12-24,12.447
2023-12-25,12.447
2023-12-26,12.447
2023-12-27,12.447
2023-12-28,12.447
2023-12-29,12.447
2023-12-30,12.447
2023-12-31,12.447
2024-01-01,12.447
2024-01-02,12.427
2024-01-03,12.53
2024-01-04,12.589
2024-01-05,12.589
2024-01-06,12.589
2024-01-07,12.608
2024-01-08,12.603
2024-01-09,12.594
2024-01-10,12.609
2024-01-11,12.609
2024-01-12,12.609
2024-01-13,12.609
2024-01-14,12.609
2024-01-15,12.609
2024-01-16,12.598
2024-01-17,12.598
2024-01-18,11.675
2024-01-19,11.469
2024-01-20,11.469
2024-01-21,11.469
2024-01-22,11.469
2024-01-23,11.483
2024-01-24,11.483
2024-01-25,11.483
2024-01-26,11.483
2024-01-27,11.483
2024-01-28,11.483
2024-01-29,11.132
2024-01-30,11.132
2024-01-31,11.05
2024-02-01,11.028
2024-02-02,11.128
2024-02-03,11.128
2024-02-04,11.128
2024-02-05,11.128
2024-02-06,11.028
2024-02-07,11.028
2024-02-08,11.04
2024-02-09,11.04
2024-02-10,11.04
2024-02-11,11.04
2024-02-12,11.04
2024-02-13,11.04
2024-02-14,11.075
2024-02-15,11.075
2024-02-16,11.084
2024-02-17,11.084
2024-02-18,11.084
2024-02-19,11.084
2024-02-20,11.084
2024-02-21,11.084
2024-02-22,11.052
2024-02-23,11.052
2024-02-24,11.052
2024-02-25,11.052
2024-02-26,11.063
2024-02-27,11.078
2024-02-28,11.078
2024-02-29,11.078
2024-03-01,11.078
2024-03-02,11.078
2024-03-03,11.078
2024-03-04,11.071
2024-03-05,11.056
2024-03-06,11.056
2024-03-07,11.056
2024-03-08,11.056
2024-03-09,11.056
2024-03-10,11.056
2024-03-11,11.056
2024-03-12,11.056
2024-03-13,11.056
2024-03-14,11.056
2024-03-15,11.037
2024-03-16,11.037
2024-03-17,11.008
2024-03-18,11.007
2024-03-19,11.007
2024-03-20,11.007
2024-03-21,11.007
2024-03-22,11.005
2024-03-23,11.005
2024-03-24,11.005
2024-03-25,10.948
2024-03-26,10.948
2024-03-27,10.948
2024-03-28,11.058
2024-03-29,11.058
2024-03-30,11.058
2024-03-31,11.058
2024-04-01,11.058
2024-04-02,11.058
2024-04-03,10.997
2024-04-04,10.956
2024-04-05,11.006
2024-04-06,11.006
2024-04-07,11.018
2024-04-08,11.024
