,CAR US Equity
2023-08-04,25.254
2023-08-05,25.254
2023-08-06,25.254
2023-08-07,25.254
2023-08-08,25.254
2023-08-09,25.254
2023-08-10,25.254
2023-08-11,25.254
2023-08-12,25.254
2023-08-13,25.254
2023-08-14,26.247
2023-08-15,26.247
2023-08-16,26.247
2023-08-17,26.247
2023-08-18,26.247
2023-08-19,26.247
2023-08-20,26.247
2023-08-21,26.247
2023-08-22,26.247
2023-08-23,26.247
2023-08-24,26.247
2023-08-25,26.247
2023-08-26,26.247
2023-08-27,26.247
2023-08-28,26.247
2023-08-29,26.247
2023-08-30,26.247
2023-08-31,26.247
2023-09-01,25.852
2023-09-02,25.852
2023-09-03,25.852
2023-09-04,25.852
2023-09-05,25.852
2023-09-06,25.852
2023-09-07,25.852
2023-09-08,25.852
2023-09-09,25.852
2023-09-10,25.852
2023-09-11,25.852
2023-09-12,25.852
2023-09-13,25.852
2023-09-14,25.673
2023-09-15,25.673
2023-09-16,25.673
2023-09-17,25.673
2023-09-18,25.673
2023-09-19,25.673
2023-09-20,25.673
2023-09-21,25.353
2023-09-22,25.353
2023-09-23,25.353
2023-09-24,25.353
2023-09-25,25.353
2023-09-26,25.353
2023-09-27,25.353
2023-09-28,25.353
2023-09-29,25.353
2023-09-30,25.353
2023-10-01,25.353
2023-10-02,25.353
2023-10-03,25.353
2023-10-04,25.353
2023-10-05,25.353
2023-10-06,25.353
2023-10-07,25.353
2023-10-08,25.353
2023-10-09,25.353
2023-10-10,25.353
2023-10-11,25.353
2023-10-12,25.353
2023-10-13,25.353
2023-10-14,25.353
2023-10-15,25.353
2023-10-16,25.353
2023-10-17,25.353
2023-10-18,24.637
2023-10-19,24.637
2023-10-20,24.637
2023-10-21,24.637
2023-10-22,24.637
2023-10-23,24.637
2023-10-24,24.637
2023-10-25,24.637
2023-10-26,24.637
2023-10-27,24.637
2023-10-28,24.637
2023-10-29,24.637
2023-10-30,24.637
2023-10-31,24.637
2023-11-01,24.637
2023-11-02,24.097
2023-11-03,24.43
2023-11-04,24.43
2023-11-05,24.43
2023-11-06,24.43
2023-11-07,24.43
2023-11-08,24.43
2023-11-09,24.43
2023-11-10,24.43
2023-11-11,24.43
2023-11-12,24.43
2023-11-13,24.43
2023-11-14,24.43
2023-11-15,24.43
2023-11-16,24.43
2023-11-17,24.43
2023-11-18,24.43
2023-11-19,24.43
2023-11-20,24.43
2023-11-21,24.43
2023-11-22,24.43
2023-11-23,24.43
2023-11-24,24.43
2023-11-25,24.43
2023-11-26,24.43
2023-11-27,24.43
2023-11-28,24.43
2023-11-29,24.43
2023-11-30,24.43
2023-12-01,24.43
2023-12-02,24.43
2023-12-03,24.43
2023-12-04,24.43
2023-12-05,24.43
2023-12-06,24.43
2023-12-07,24.42
2023-12-08,24.42
2023-12-09,24.42
2023-12-10,24.42
2023-12-11,24.42
2023-12-12,24.42
2023-12-13,24.42
2023-12-14,24.42
2023-12-15,24.42
2023-12-16,24.42
2023-12-17,24.42
2023-12-18,24.42
2023-12-19,24.42
2023-12-20,24.42
2023-12-21,24.42
2023-12-22,24.42
2023-12-23,24.42
2023-12-24,24.42
2023-12-25,24.42
2023-12-26,24.42
2023-12-27,24.42
2023-12-28,24.42
2023-12-29,24.42
2023-12-30,24.42
2023-12-31,24.42
2024-01-01,24.42
2024-01-02,24.42
2024-01-03,24.42
2024-01-04,24.42
2024-01-05,24.419
2024-01-06,24.419
2024-01-07,24.419
2024-01-08,24.419
2024-01-09,24.419
2024-01-10,24.419
2024-01-11,24.419
2024-01-12,24.419
2024-01-13,24.419
2024-01-14,24.419
2024-01-15,24.419
2024-01-16,24.419
2024-01-17,24.419
2024-01-18,24.419
2024-01-19,24.419
2024-01-20,24.419
2024-01-21,24.419
2024-01-22,24.419
2024-01-23,24.419
2024-01-24,24.419
2024-01-25,24.336
2024-01-26,24.336
2024-01-27,24.336
2024-01-28,24.336
2024-01-29,24.336
2024-01-30,24.336
2024-01-31,24.336
2024-02-01,23.973
2024-02-02,23.973
2024-02-03,23.973
2024-02-04,23.973
2024-02-05,23.973
2024-02-06,23.973
2024-02-07,23.973
2024-02-08,23.973
2024-02-09,24.336
2024-02-10,24.336
2024-02-11,24.336
2024-02-12,24.336
2024-02-13,19.821
2024-02-14,18.993
2024-02-15,18.993
2024-02-16,18.993
2024-02-17,18.993
2024-02-18,18.993
2024-02-19,18.993
2024-02-20,18.993
2024-02-21,18.993
2024-02-22,17.274
2024-02-23,17.274
2024-02-24,17.274
2024-02-25,17.274
2024-02-26,17.274
2024-02-27,17.274
2024-02-28,17.274
2024-02-29,17.274
2024-03-01,17.274
2024-03-02,17.274
2024-03-03,17.274
2024-03-04,17.274
2024-03-05,17.274
2024-03-06,17.274
2024-03-07,17.274
2024-03-08,17.274
2024-03-09,17.274
2024-03-10,17.274
2024-03-11,17.274
2024-03-12,17.274
2024-03-13,17.274
2024-03-14,17.274
2024-03-15,17.274
2024-03-16,17.274
2024-03-17,17.274
2024-03-18,17.274
2024-03-19,16.684
2024-03-20,16.684
2024-03-21,16.684
2024-03-22,16.684
2024-03-23,17.093
2024-03-24,17.093
2024-03-25,17.093
2024-03-26,17.093
2024-03-27,17.093
2024-03-28,16.573
2024-03-29,16.573
2024-03-30,16.573
2024-03-31,16.573
2024-04-01,16.573
2024-04-02,16.573
2024-04-03,16.573
2024-04-04,16.425
2024-04-05,16.425
2024-04-06,16.425
2024-04-07,16.425
2024-04-08,16.425
