,PII US Equity
2023-08-22,10.794
2023-08-23,10.794
2023-08-24,10.794
2023-08-25,10.794
2023-08-26,10.794
2023-08-27,10.794
2023-08-28,10.794
2023-08-29,10.794
2023-08-30,10.794
2023-08-31,10.794
2023-09-01,10.794
2023-09-02,10.794
2023-09-03,10.794
2023-09-04,10.794
2023-09-05,10.794
2023-09-06,10.794
2023-09-07,10.794
2023-09-08,10.794
2023-09-09,10.794
2023-09-10,10.794
2023-09-11,10.794
2023-09-12,10.759
2023-09-13,10.759
2023-09-14,10.759
2023-09-15,10.759
2023-09-16,10.759
2023-09-17,10.759
2023-09-18,10.759
2023-09-19,10.759
2023-09-20,10.759
2023-09-21,10.759
2023-09-22,10.759
2023-09-23,10.759
2023-09-24,10.759
2023-09-25,10.759
2023-09-26,10.759
2023-09-27,10.763
2023-09-28,10.744
2023-09-29,10.744
2023-09-30,10.744
2023-10-01,10.744
2023-10-02,10.744
2023-10-03,10.744
2023-10-04,10.699
2023-10-05,10.699
2023-10-06,10.699
2023-10-07,10.699
2023-10-08,10.699
2023-10-09,10.699
2023-10-10,10.676
2023-10-11,10.676
2023-10-12,10.692
2023-10-13,10.692
2023-10-14,10.692
2023-10-15,10.692
2023-10-16,10.692
2023-10-17,10.692
2023-10-18,10.692
2023-10-19,10.554
2023-10-20,10.554
2023-10-21,10.554
2023-10-22,10.554
2023-10-23,10.554
2023-10-24,9.915
2023-10-25,9.537
2023-10-26,9.537
2023-10-27,9.537
2023-10-28,9.537
2023-10-29,9.537
2023-10-30,9.537
2023-10-31,9.334
2023-11-01,9.334
2023-11-02,9.334
2023-11-03,9.334
2023-11-04,9.334
2023-11-05,9.334
2023-11-06,9.334
2023-11-07,9.334
2023-11-08,9.334
2023-11-09,9.334
2023-11-10,9.334
2023-11-11,9.334
2023-11-12,9.334
2023-11-13,9.334
2023-11-14,9.334
2023-11-15,9.334
2023-11-16,9.334
2023-11-17,9.334
2023-11-18,9.334
2023-11-19,9.334
2023-11-20,9.334
2023-11-21,9.334
2023-11-22,9.334
2023-11-23,9.334
2023-11-24,9.334
2023-11-25,9.334
2023-11-26,9.334
2023-11-27,9.257
2023-11-28,9.257
2023-11-29,9.257
2023-11-30,9.257
2023-12-01,9.257
2023-12-02,9.257
2023-12-03,9.257
2023-12-04,9.257
2023-12-05,9.257
2023-12-06,9.257
2023-12-07,9.257
2023-12-08,9.257
2023-12-09,9.255
2023-12-10,9.255
2023-12-11,9.255
2023-12-12,9.255
2023-12-13,9.255
2023-12-14,9.137
2023-12-15,9.137
2023-12-16,9.137
2023-12-17,9.137
2023-12-18,9.124
2023-12-19,9.124
2023-12-20,9.124
2023-12-21,9.123
2023-12-22,9.123
2023-12-23,9.123
2023-12-24,9.123
2023-12-25,9.123
2023-12-26,9.123
2023-12-27,9.123
2023-12-28,9.123
2023-12-29,9.123
2023-12-30,9.123
2023-12-31,9.123
2024-01-01,9.123
2024-01-02,9.123
2024-01-03,9.123
2024-01-04,9.073
2024-01-05,9.073
2024-01-06,9.073
2024-01-07,9.073
2024-01-08,9.058
2024-01-09,9.058
2024-01-10,9.058
2024-01-11,8.991
2024-01-12,9.004
2024-01-13,9.004
2024-01-14,9.004
2024-01-15,9.004
2024-01-16,9.004
2024-01-17,9.004
2024-01-18,9.011
2024-01-19,9.011
2024-01-20,9.011
2024-01-21,9.011
2024-01-22,9.011
2024-01-23,9.011
2024-01-24,9.002
2024-01-25,8.984
2024-01-26,8.865
2024-01-27,8.865
2024-01-28,8.865
2024-01-29,8.863
2024-01-30,8.478
2024-01-31,8.267
2024-02-01,8.267
2024-02-02,8.134
2024-02-03,8.134
2024-02-04,8.134
2024-02-05,7.817
2024-02-06,7.817
2024-02-07,7.897
2024-02-08,7.897
2024-02-09,7.818
2024-02-10,7.818
2024-02-11,7.818
2024-02-12,7.825
2024-02-13,7.825
2024-02-14,7.825
2024-02-15,7.825
2024-02-16,7.825
2024-02-17,7.825
2024-02-18,7.825
2024-02-19,7.825
2024-02-20,7.825
2024-02-21,7.825
2024-02-22,7.825
2024-02-23,7.825
2024-02-24,7.825
2024-02-25,7.825
2024-02-26,7.825
2024-02-27,7.825
2024-02-28,7.825
2024-02-29,7.825
2024-03-01,7.825
2024-03-02,7.825
2024-03-03,7.825
2024-03-04,7.828
2024-03-05,7.828
2024-03-06,7.828
2024-03-07,7.828
2024-03-08,7.828
2024-03-09,7.828
2024-03-10,7.828
2024-03-11,7.828
2024-03-12,7.828
2024-03-13,7.828
2024-03-14,7.841
2024-03-15,7.841
2024-03-16,7.841
2024-03-17,7.841
2024-03-18,7.841
2024-03-19,7.841
2024-03-20,7.841
2024-03-21,7.841
2024-03-22,7.841
2024-03-23,7.841
2024-03-24,7.841
2024-03-25,7.841
2024-03-26,7.841
2024-03-27,7.841
2024-03-28,7.841
2024-03-29,7.841
2024-03-30,7.841
2024-03-31,7.841
2024-04-01,7.841
2024-04-02,7.841
2024-04-03,7.838
2024-04-04,7.838
2024-04-05,7.838
2024-04-06,7.838
2024-04-07,7.838
2024-04-08,7.857
