,TKR US Equity
2023-09-07,7.637
2023-09-08,7.637
2023-09-09,7.637
2023-09-10,7.637
2023-09-11,7.637
2023-09-12,7.576
2023-09-13,7.507
2023-09-14,7.571
2023-09-15,7.571
2023-09-16,7.571
2023-09-17,7.571
2023-09-18,7.571
2023-09-19,7.571
2023-09-20,7.571
2023-09-21,7.571
2023-09-22,7.571
2023-09-23,7.571
2023-09-24,7.571
2023-09-25,7.571
2023-09-26,7.571
2023-09-27,7.571
2023-09-28,7.571
2023-09-29,7.571
2023-09-30,7.571
2023-10-01,7.571
2023-10-02,7.571
2023-10-03,7.571
2023-10-04,7.571
2023-10-05,7.571
2023-10-06,7.571
2023-10-07,7.571
2023-10-08,7.571
2023-10-09,7.561
2023-10-10,7.561
2023-10-11,7.524
2023-10-12,7.524
2023-10-13,7.521
2023-10-14,7.521
2023-10-15,7.521
2023-10-16,7.521
2023-10-17,7.521
2023-10-18,7.521
2023-10-19,7.521
2023-10-20,7.521
2023-10-21,7.521
2023-10-22,7.521
2023-10-23,7.521
2023-10-24,7.521
2023-10-25,7.521
2023-10-26,7.521
2023-10-27,7.521
2023-10-28,7.521
2023-10-29,7.521
2023-10-30,7.521
2023-10-31,7.521
2023-11-01,7.355
2023-11-02,7.253
2023-11-03,7.253
2023-11-04,7.253
2023-11-05,7.253
2023-11-06,7.233
2023-11-07,7.233
2023-11-08,7.233
2023-11-09,7.233
2023-11-10,7.195
2023-11-11,7.195
2023-11-12,7.158
2023-11-13,7.158
2023-11-14,7.113
2023-11-15,6.909
2023-11-16,6.909
2023-11-17,6.947
2023-11-18,6.947
2023-11-19,6.947
2023-11-20,6.947
2023-11-21,6.947
2023-11-22,6.947
2023-11-23,6.947
2023-11-24,6.947
2023-11-25,6.947
2023-11-26,6.947
2023-11-27,6.947
2023-11-28,6.947
2023-11-29,6.947
2023-11-30,6.947
2023-12-01,6.947
2023-12-02,6.947
2023-12-03,6.947
2023-12-04,6.947
2023-12-05,6.947
2023-12-06,6.947
2023-12-07,6.947
2023-12-08,6.947
2023-12-09,6.947
2023-12-10,6.947
2023-12-11,6.947
2023-12-12,6.947
2023-12-13,6.928
2023-12-14,6.928
2023-12-15,6.922
2023-12-16,6.922
2023-12-17,6.922
2023-12-18,6.922
2023-12-19,6.922
2023-12-20,6.918
2023-12-21,6.918
2023-12-22,6.918
2023-12-23,6.918
2023-12-24,6.918
2023-12-25,6.918
2023-12-26,6.918
2023-12-27,6.918
2023-12-28,6.918
2023-12-29,6.918
2023-12-30,6.918
2023-12-31,6.918
2024-01-01,6.918
2024-01-02,6.918
2024-01-03,6.886
2024-01-04,6.886
2024-01-05,6.886
2024-01-06,6.886
2024-01-07,6.886
2024-01-08,6.848
2024-01-09,6.848
2024-01-10,6.848
2024-01-11,6.848
2024-01-12,6.848
2024-01-13,6.848
2024-01-14,6.848
2024-01-15,6.848
2024-01-16,6.817
2024-01-17,6.732
2024-01-18,6.789
2024-01-19,6.773
2024-01-20,6.773
2024-01-21,6.773
2024-01-22,6.77
2024-01-23,6.77
2024-01-24,6.77
2024-01-25,6.77
2024-01-26,6.77
2024-01-27,6.77
2024-01-28,6.77
2024-01-29,6.77
2024-01-30,6.77
2024-01-31,6.77
2024-02-01,6.77
2024-02-02,6.759
2024-02-03,6.759
2024-02-04,6.759
2024-02-05,6.495
2024-02-06,6.224
2024-02-07,6.161
2024-02-08,6.137
2024-02-09,6.137
2024-02-10,6.137
2024-02-11,6.137
2024-02-12,6.137
2024-02-13,6.137
2024-02-14,6.137
2024-02-15,6.137
2024-02-16,6.137
2024-02-17,6.137
2024-02-18,6.137
2024-02-19,6.035
2024-02-20,6.035
2024-02-21,6.035
2024-02-22,6.035
2024-02-23,6.035
2024-02-24,6.035
2024-02-25,6.035
2024-02-26,6.034
2024-02-27,6.034
2024-02-28,6.034
2024-02-29,6.034
2024-03-01,6.034
2024-03-02,6.034
2024-03-03,6.034
2024-03-04,6.034
2024-03-05,6.034
2024-03-06,6.034
2024-03-07,6.034
2024-03-08,6.034
2024-03-09,6.034
2024-03-10,6.034
2024-03-11,6.034
2024-03-12,6.034
2024-03-13,6.034
2024-03-14,6.034
2024-03-15,6.034
2024-03-16,6.034
2024-03-17,6.034
2024-03-18,6.034
2024-03-19,6.034
2024-03-20,6.019
2024-03-21,6.038
2024-03-22,6.038
2024-03-23,6.038
2024-03-24,6.038
2024-03-25,6.038
2024-03-26,6.038
2024-03-27,6.038
2024-03-28,6.038
2024-03-29,6.038
2024-03-30,6.038
2024-03-31,6.038
2024-04-01,6.038
2024-04-02,6.038
2024-04-03,6.038
2024-04-04,6.038
2024-04-05,6.038
2024-04-06,6.038
2024-04-07,6.038
2024-04-08,6.041
