,VMW US Equity
2023-08-03,6.915
2023-08-04,6.915
2023-08-05,6.915
2023-08-06,6.915
2023-08-07,6.915
2023-08-08,6.915
2023-08-09,6.915
2023-08-10,6.915
2023-08-11,6.915
2023-08-12,6.915
2023-08-13,6.915
2023-08-14,6.915
2023-08-15,6.915
2023-08-16,6.915
2023-08-17,6.915
2023-08-18,6.915
2023-08-19,6.915
2023-08-20,6.915
2023-08-21,6.915
2023-08-22,6.915
2023-08-23,6.915
2023-08-24,6.915
2023-08-25,6.915
2023-08-26,6.915
2023-08-27,6.915
2023-08-28,6.92
2023-08-29,6.92
2023-08-30,6.92
2023-08-31,7.034
2023-09-01,7.048
2023-09-02,7.048
2023-09-03,7.048
2023-09-04,7.078
2023-09-05,7.078
2023-09-06,7.043
2023-09-07,7.043
2023-09-08,7.043
2023-09-09,7.043
2023-09-10,7.043
2023-09-11,7.043
2023-09-12,7.043
2023-09-13,7.043
2023-09-14,7.043
2023-09-15,7.043
2023-09-16,7.043
2023-09-17,7.043
2023-09-18,7.043
2023-09-19,7.043
2023-09-20,7.043
2023-09-21,7.043
2023-09-22,7.043
2023-09-23,7.043
2023-09-24,7.043
2023-09-25,7.043
2023-09-26,7.043
2023-09-27,7.043
2023-09-28,7.043
2023-09-29,7.043
2023-09-30,7.043
2023-10-01,7.043
2023-10-02,7.043
2023-10-03,7.043
2023-10-04,7.043
2023-10-05,7.043
2023-10-06,7.043
2023-10-07,7.043
2023-10-08,7.043
2023-10-09,7.043
2023-10-10,7.043
2023-10-11,7.043
2023-10-12,7.043
2023-10-13,7.047
2023-10-14,7.047
2023-10-15,7.047
2023-10-16,7.047
2023-10-17,7.047
2023-10-18,7.047
2023-10-19,7.047
2023-10-20,7.047
2023-10-21,7.047
2023-10-22,7.047
2023-10-23,7.047
2023-10-24,7.047
2023-10-25,7.047
2023-10-26,7.047
2023-10-27,7.047
2023-10-28,7.047
2023-10-29,7.047
2023-10-30,7.047
2023-10-31,7.047
2023-11-01,7.047
2023-11-02,7.047
2023-11-03,7.047
2023-11-04,7.047
2023-11-05,7.047
2023-11-06,7.047
2023-11-07,7.047
2023-11-08,7.047
2023-11-09,7.047
2023-11-10,7.047
2023-11-11,7.047
2023-11-12,7.047
2023-11-13,7.047
2023-11-14,7.047
2023-11-15,7.047
2023-11-16,7.047
2023-11-17,7.047
2023-11-18,7.047
2023-11-19,7.047
2023-11-20,7.047
2023-11-21,7.032
2023-11-22,6.975
2023-11-23,6.975
2023-11-24,6.975
2023-11-25,6.975
2023-11-26,6.975
2023-11-27,6.975
2023-11-28,6.975
2023-11-29,6.975
2023-11-30,6.975
2023-12-01,6.975
2023-12-02,6.975
2023-12-03,6.975
2023-12-04,6.975
2023-12-05,6.975
2023-12-06,6.975
2023-12-07,6.975
2023-12-08,6.975
2023-12-09,6.975
2023-12-10,6.975
2023-12-11,6.975
2023-12-12,6.975
2023-12-13,6.975
2023-12-14,6.975
2023-12-15,6.975
2023-12-16,6.975
2023-12-17,6.975
2023-12-18,6.975
2023-12-19,6.975
2023-12-20,6.975
2023-12-21,6.975
2023-12-22,6.975
2023-12-23,6.975
2023-12-24,6.975
2023-12-25,6.975
2023-12-26,6.975
2023-12-27,6.975
2023-12-28,6.975
2023-12-29,6.975
2023-12-30,6.975
2023-12-31,6.975
2024-01-01,6.975
2024-01-02,6.975
2024-01-03,6.975
2024-01-04,6.975
2024-01-05,6.975
2024-01-06,6.975
2024-01-07,6.975
2024-01-08,6.975
2024-01-09,6.975
2024-01-10,6.975
2024-01-11,6.975
2024-01-12,6.975
2024-01-13,6.975
2024-01-14,6.975
2024-01-15,6.975
2024-01-16,6.975
2024-01-17,6.975
2024-01-18,6.975
2024-01-19,6.975
2024-01-20,6.975
2024-01-21,6.975
2024-01-22,6.975
2024-01-23,6.975
2024-01-24,6.975
2024-01-25,6.975
2024-01-26,6.975
2024-01-27,6.975
2024-01-28,6.975
2024-01-29,6.975
2024-01-30,6.975
2024-01-31,6.975
2024-02-01,6.975
2024-02-02,6.975
2024-02-03,6.975
2024-02-04,6.975
2024-02-05,6.975
2024-02-06,6.975
2024-02-07,6.975
2024-02-08,6.975
2024-02-09,6.975
2024-02-10,6.975
2024-02-11,6.975
2024-02-12,6.975
2024-02-13,6.975
2024-02-14,6.975
2024-02-15,6.975
2024-02-16,6.975
2024-02-17,6.975
2024-02-18,6.975
2024-02-19,6.975
2024-02-20,6.975
2024-02-21,6.975
2024-02-22,6.975
2024-02-23,6.975
2024-02-24,6.975
2024-02-25,6.975
2024-02-26,6.975
2024-02-27,6.975
2024-02-28,6.975
2024-02-29,6.975
2024-03-01,6.975
2024-03-02,6.975
2024-03-03,6.975
2024-03-04,6.975
2024-03-05,6.975
2024-03-06,6.975
2024-03-07,6.975
2024-03-08,6.975
2024-03-09,6.975
2024-03-10,6.975
2024-03-11,6.975
2024-03-12,6.975
2024-03-13,6.975
2024-03-14,6.975
2024-03-15,6.975
2024-03-16,6.975
2024-03-17,6.975
2024-03-18,6.975
2024-03-19,6.975
2024-03-20,6.975
2024-03-21,6.975
2024-03-22,6.975
2024-03-23,6.975
2024-03-24,6.975
2024-03-25,6.975
2024-03-26,6.975
2024-03-27,6.975
2024-03-28,6.975
2024-03-29,6.975
2024-03-30,6.975
2024-03-31,6.975
2024-04-01,6.975
2024-04-02,6.975
2024-04-03,6.975
2024-04-04,6.975
2024-04-05,6.975
2024-04-06,6.975
2024-04-07,6.975
2024-04-08,6.975
