,HUBG US Equity
2023-08-24,3.389
2023-08-25,3.389
2023-08-26,3.389
2023-08-27,3.389
2023-08-28,3.389
2023-08-29,3.389
2023-08-30,3.389
2023-08-31,3.389
2023-09-01,3.389
2023-09-02,3.389
2023-09-03,3.389
2023-09-04,3.389
2023-09-05,3.389
2023-09-06,3.389
2023-09-07,3.389
2023-09-08,3.389
2023-09-09,3.389
2023-09-10,3.389
2023-09-11,3.389
2023-09-12,3.389
2023-09-13,3.389
2023-09-14,3.389
2023-09-15,3.389
2023-09-16,3.389
2023-09-17,3.389
2023-09-18,3.389
2023-09-19,3.389
2023-09-20,3.389
2023-09-21,3.389
2023-09-22,3.389
2023-09-23,3.389
2023-09-24,3.389
2023-09-25,3.389
2023-09-26,3.389
2023-09-27,3.374
2023-09-28,3.374
2023-09-29,3.374
2023-09-30,3.374
2023-10-01,3.374
2023-10-02,3.373
2023-10-03,3.296
2023-10-04,3.324
2023-10-05,3.324
2023-10-06,3.324
2023-10-07,3.324
2023-10-08,3.324
2023-10-09,3.324
2023-10-10,3.324
2023-10-11,3.295
2023-10-12,3.296
2023-10-13,3.283
2023-10-14,3.283
2023-10-15,3.283
2023-10-16,3.283
2023-10-17,3.283
2023-10-18,3.283
2023-10-19,3.283
2023-10-20,3.283
2023-10-21,3.283
2023-10-22,3.283
2023-10-23,3.283
2023-10-24,3.283
2023-10-25,3.283
2023-10-26,3.016
2023-10-27,2.871
2023-10-28,2.871
2023-10-29,2.871
2023-10-30,2.837
2023-10-31,2.837
2023-11-01,2.837
2023-11-02,2.806
2023-11-03,2.806
2023-11-04,2.806
2023-11-05,2.806
2023-11-06,2.729
2023-11-07,2.729
2023-11-08,2.729
2023-11-09,2.729
2023-11-10,2.729
2023-11-11,2.729
2023-11-12,2.729
2023-11-13,2.729
2023-11-14,2.729
2023-11-15,2.729
2023-11-16,2.729
2023-11-17,2.729
2023-11-18,2.729
2023-11-19,2.729
2023-11-20,2.729
2023-11-21,2.729
2023-11-22,2.729
2023-11-23,2.729
2023-11-24,2.729
2023-11-25,2.729
2023-11-26,2.729
2023-11-27,2.729
2023-11-28,2.731
2023-11-29,2.731
2023-11-30,2.731
2023-12-01,2.731
2023-12-02,2.731
2023-12-03,2.731
2023-12-04,2.731
2023-12-05,2.711
2023-12-06,2.708
2023-12-07,2.708
2023-12-08,2.711
2023-12-09,2.711
2023-12-10,2.711
2023-12-11,2.711
2023-12-12,2.711
2023-12-13,2.711
2023-12-14,2.711
2023-12-15,2.711
2023-12-16,2.711
2023-12-17,2.711
2023-12-18,2.711
2023-12-19,2.711
2023-12-20,2.736
2023-12-21,2.734
2023-12-22,2.74
2023-12-23,2.74
2023-12-24,2.74
2023-12-25,2.74
2023-12-26,2.74
2023-12-27,2.74
2023-12-28,2.74
2023-12-29,2.74
2023-12-30,2.74
2023-12-31,2.74
2024-01-01,2.74
2024-01-02,2.74
2024-01-03,2.747
2024-01-04,2.733
2024-01-05,2.733
2024-01-06,2.733
2024-01-07,2.733
2024-01-08,2.742
2024-01-09,2.759
2024-01-10,2.72
2024-01-11,2.72
2024-01-12,2.72
2024-01-13,2.72
2024-01-14,2.72
2024-01-15,2.711
2024-01-16,2.71
2024-01-17,2.71
2024-01-18,2.71
2024-01-19,2.71
2024-01-20,2.71
2024-01-21,2.71
2024-01-22,2.71
2024-01-23,2.71
2024-01-24,2.71
2024-01-25,2.71
2024-01-26,2.71
2024-01-27,2.71
2024-01-28,2.71
2024-01-29,2.665
2024-01-30,2.641
2024-01-31,2.641
2024-02-01,2.52
2024-02-02,2.444
2024-02-03,2.444
2024-02-04,2.417
2024-02-05,2.332
2024-02-06,2.296
2024-02-07,2.296
2024-02-08,2.296
2024-02-09,2.249
2024-02-10,2.249
2024-02-11,2.249
2024-02-12,2.255
2024-02-13,2.222
2024-02-14,2.222
2024-02-15,2.222
2024-02-16,2.221
2024-02-17,2.221
2024-02-18,2.221
2024-02-19,2.221
2024-02-20,2.221
2024-02-21,2.221
2024-02-22,2.221
2024-02-23,2.221
2024-02-24,2.221
2024-02-25,2.221
2024-02-26,2.221
2024-02-27,2.221
2024-02-28,2.221
2024-02-29,2.221
2024-03-01,2.221
2024-03-02,2.221
2024-03-03,2.221
2024-03-04,2.213
2024-03-05,2.213
2024-03-06,2.213
2024-03-07,2.213
2024-03-08,2.213
2024-03-09,2.213
2024-03-10,2.213
2024-03-11,2.213
2024-03-12,2.213
2024-03-13,2.213
2024-03-14,2.213
2024-03-15,2.213
2024-03-16,2.213
2024-03-17,2.213
2024-03-18,2.213
2024-03-19,2.213
2024-03-20,2.213
2024-03-21,2.213
2024-03-22,2.213
2024-03-23,2.208
2024-03-24,2.208
2024-03-25,2.208
2024-03-26,2.208
2024-03-27,2.208
2024-03-28,2.208
2024-03-29,2.208
2024-03-30,2.208
2024-03-31,2.208
2024-04-01,2.192
2024-04-02,2.192
2024-04-03,2.192
2024-04-04,2.173
2024-04-05,2.163
2024-04-06,2.163
2024-04-07,2.163
2024-04-08,2.163
