,CC US Equity
2023-09-16,4.594
2023-09-17,4.594
2023-09-18,4.577
2023-09-19,4.577
2023-09-20,4.577
2023-09-21,4.577
2023-09-22,4.577
2023-09-23,4.577
2023-09-24,4.577
2023-09-25,4.539
2023-09-26,4.539
2023-09-27,4.539
2023-09-28,4.544
2023-09-29,4.478
2023-09-30,4.478
2023-10-01,4.478
2023-10-02,4.478
2023-10-03,4.47
2023-10-04,4.429
2023-10-05,4.429
2023-10-06,4.429
2023-10-07,4.429
2023-10-08,4.429
2023-10-09,4.383
2023-10-10,4.383
2023-10-11,4.383
2023-10-12,4.383
2023-10-13,4.383
2023-10-14,4.383
2023-10-15,4.383
2023-10-16,4.383
2023-10-17,4.383
2023-10-18,4.322
2023-10-19,4.332
2023-10-20,4.332
2023-10-21,4.332
2023-10-22,4.332
2023-10-23,4.309
2023-10-24,4.309
2023-10-25,4.309
2023-10-26,4.273
2023-10-27,4.186
2023-10-28,4.186
2023-10-29,4.102
2023-10-30,4.038
2023-10-31,4.038
2023-11-01,4.038
2023-11-02,4.038
2023-11-03,4.038
2023-11-04,4.038
2023-11-05,4.038
2023-11-06,4.038
2023-11-07,3.965
2023-11-08,3.965
2023-11-09,3.923
2023-11-10,3.923
2023-11-11,3.923
2023-11-12,3.923
2023-11-13,3.923
2023-11-14,3.923
2023-11-15,3.923
2023-11-16,3.923
2023-11-17,3.923
2023-11-18,3.923
2023-11-19,3.923
2023-11-20,3.923
2023-11-21,3.923
2023-11-22,3.923
2023-11-23,3.923
2023-11-24,3.923
2023-11-25,3.923
2023-11-26,3.923
2023-11-27,3.864
2023-11-28,3.864
2023-11-29,3.864
2023-11-30,3.874
2023-12-01,3.874
2023-12-02,3.874
2023-12-03,3.852
2023-12-04,3.852
2023-12-05,3.806
2023-12-06,3.806
2023-12-07,3.806
2023-12-08,3.806
2023-12-09,3.806
2023-12-10,3.806
2023-12-11,3.806
2023-12-12,3.806
2023-12-13,3.806
2023-12-14,3.714
2023-12-15,3.714
2023-12-16,3.714
2023-12-17,3.714
2023-12-18,3.714
2023-12-19,3.714
2023-12-20,3.714
2023-12-21,3.714
2023-12-22,3.714
2023-12-23,3.714
2023-12-24,3.714
2023-12-25,3.714
2023-12-26,3.714
2023-12-27,3.714
2023-12-28,3.714
2023-12-29,3.714
2023-12-30,3.714
2023-12-31,3.714
2024-01-01,3.714
2024-01-02,3.714
2024-01-03,3.714
2024-01-04,3.714
2024-01-05,3.714
2024-01-06,3.714
2024-01-07,3.714
2024-01-08,3.674
2024-01-09,3.674
2024-01-10,3.674
2024-01-11,3.674
2024-01-12,3.674
2024-01-13,3.674
2024-01-14,3.674
2024-01-15,3.674
2024-01-16,3.674
2024-01-17,3.674
2024-01-18,3.674
2024-01-19,3.674
2024-01-20,3.674
2024-01-21,3.674
2024-01-22,3.674
2024-01-23,3.674
2024-01-24,3.674
2024-01-25,3.674
2024-01-26,3.674
2024-01-27,3.674
2024-01-28,3.674
2024-01-29,3.674
2024-01-30,3.674
2024-01-31,3.674
2024-02-01,3.674
2024-02-02,3.674
2024-02-03,3.674
2024-02-04,3.674
2024-02-05,3.674
2024-02-06,3.674
2024-02-07,3.674
2024-02-08,3.674
2024-02-09,3.674
2024-02-10,3.674
2024-02-11,3.674
2024-02-12,3.674
2024-02-13,3.674
2024-02-14,3.674
2024-02-15,3.674
2024-02-16,3.674
2024-02-17,3.674
2024-02-18,3.674
2024-02-19,3.674
2024-02-20,3.674
2024-02-21,3.674
2024-02-22,3.674
2024-02-23,3.674
2024-02-24,3.674
2024-02-25,3.674
2024-02-26,3.674
2024-02-27,3.674
2024-02-28,3.6
2024-02-29,3.6
2024-03-01,3.6
2024-03-02,3.6
2024-03-03,3.6
2024-03-04,3.6
2024-03-05,3.586
2024-03-06,3.586
2024-03-07,3.696
2024-03-08,3.696
2024-03-09,3.696
2024-03-10,3.696
2024-03-11,3.696
2024-03-12,3.696
2024-03-13,3.696
2024-03-14,3.696
2024-03-15,3.696
2024-03-16,3.696
2024-03-17,3.696
2024-03-18,3.696
2024-03-19,3.696
2024-03-20,3.696
2024-03-21,3.696
2024-03-22,3.696
2024-03-23,3.696
2024-03-24,3.696
2024-03-25,3.696
2024-03-26,3.696
2024-03-27,3.696
2024-03-28,3.696
2024-03-29,3.696
2024-03-30,3.696
2024-03-31,3.696
2024-04-01,3.472
2024-04-02,3.22
2024-04-03,3.22
2024-04-04,3.22
2024-04-05,3.22
2024-04-06,3.22
2024-04-07,3.22
2024-04-08,3.049
