,QCOM US Equity
2023-07-26,9.639
2023-07-27,9.638
2023-07-28,9.638
2023-07-29,9.638
2023-07-30,9.638
2023-07-31,9.638
2023-08-01,9.64
2023-08-02,9.52
2023-08-03,9.287
2023-08-04,9.219
2023-08-05,9.219
2023-08-06,9.219
2023-08-07,9.219
2023-08-08,9.202
2023-08-09,9.124
2023-08-10,9.124
2023-08-11,9.124
2023-08-12,9.124
2023-08-13,9.124
2023-08-14,9.124
2023-08-15,9.119
2023-08-16,9.107
2023-08-17,9.107
2023-08-18,9.107
2023-08-19,9.107
2023-08-20,9.107
2023-08-21,9.107
2023-08-22,9.107
2023-08-23,9.101
2023-08-24,9.101
2023-08-25,9.101
2023-08-26,9.101
2023-08-27,9.101
2023-08-28,9.101
2023-08-29,9.101
2023-08-30,9.134
2023-08-31,9.134
2023-09-01,9.149
2023-09-02,9.149
2023-09-03,9.149
2023-09-04,9.149
2023-09-05,9.149
2023-09-06,9.149
2023-09-07,9.149
2023-09-08,9.149
2023-09-09,9.149
2023-09-10,9.149
2023-09-11,9.17
2023-09-12,9.17
2023-09-13,9.17
2023-09-14,9.17
2023-09-15,9.17
2023-09-16,9.17
2023-09-17,9.176
2023-09-18,9.176
2023-09-19,9.176
2023-09-20,9.176
2023-09-21,9.176
2023-09-22,9.176
2023-09-23,9.176
2023-09-24,9.176
2023-09-25,9.176
2023-09-26,9.18
2023-09-27,9.166
2023-09-28,9.166
2023-09-29,9.166
2023-09-30,9.166
2023-10-01,9.166
2023-10-02,9.155
2023-10-03,9.155
2023-10-04,9.155
2023-10-05,9.18
2023-10-06,9.18
2023-10-07,9.18
2023-10-08,9.18
2023-10-09,9.18
2023-10-10,9.18
2023-10-11,9.18
2023-10-12,9.18
2023-10-13,9.18
2023-10-14,9.18
2023-10-15,9.18
2023-10-16,9.18
2023-10-17,9.18
2023-10-18,9.18
2023-10-19,9.18
2023-10-20,9.18
2023-10-21,9.18
2023-10-22,9.18
2023-10-23,9.19
2023-10-24,9.178
2023-10-25,9.17
2023-10-26,9.185
2023-10-27,9.185
2023-10-28,9.178
2023-10-29,9.178
2023-10-30,9.178
2023-10-31,9.177
2023-11-01,9.222
2023-11-02,9.259
2023-11-03,9.25
2023-11-04,9.25
2023-11-05,9.25
2023-11-06,9.299
2023-11-07,9.3
2023-11-08,9.3
2023-11-09,9.3
2023-11-10,9.3
2023-11-11,9.275
2023-11-12,9.275
2023-11-13,9.275
2023-11-14,9.275
2023-11-15,9.275
2023-11-16,9.275
2023-11-17,9.275
2023-11-18,9.275
2023-11-19,9.275
2023-11-20,9.275
2023-11-21,9.25
2023-11-22,9.25
2023-11-23,9.25
2023-11-24,9.25
2023-11-25,9.25
2023-11-26,9.25
2023-11-27,9.249
2023-11-28,9.238
2023-11-29,9.238
2023-11-30,9.238
2023-12-01,9.238
2023-12-02,9.238
2023-12-03,9.238
2023-12-04,9.238
2023-12-05,9.238
2023-12-06,9.232
2023-12-07,9.234
2023-12-08,9.234
2023-12-09,9.234
2023-12-10,9.234
2023-12-11,9.234
2023-12-12,9.234
2023-12-13,9.234
2023-12-14,9.242
2023-12-15,9.242
2023-12-16,9.242
2023-12-17,9.242
2023-12-18,9.242
2023-12-19,9.242
2023-12-20,9.242
2023-12-21,9.242
2023-12-22,9.242
2023-12-23,9.242
2023-12-24,9.242
2023-12-25,9.242
2023-12-26,9.242
2023-12-27,9.242
2023-12-28,9.242
2023-12-29,9.242
2023-12-30,9.242
2023-12-31,9.242
2024-01-01,9.242
2024-01-02,9.242
2024-01-03,9.243
2024-01-04,9.243
2024-01-05,9.243
2024-01-06,9.243
2024-01-07,9.243
2024-01-08,9.261
2024-01-09,9.261
2024-01-10,9.275
2024-01-11,9.275
2024-01-12,9.276
2024-01-13,9.276
2024-01-14,9.276
2024-01-15,9.301
2024-01-16,9.309
2024-01-17,9.337
2024-01-18,9.352
2024-01-19,9.352
2024-01-20,9.352
2024-01-21,9.359
2024-01-22,9.367
2024-01-23,9.375
2024-01-24,9.375
2024-01-25,9.375
2024-01-26,9.375
2024-01-27,9.375
2024-01-28,9.375
2024-01-29,9.375
2024-01-30,9.373
2024-01-31,9.539
2024-02-01,9.606
2024-02-02,9.659
2024-02-03,9.659
2024-02-04,9.659
2024-02-05,9.664
2024-02-06,9.664
2024-02-07,9.664
2024-02-08,9.664
2024-02-09,9.664
2024-02-10,9.664
2024-02-11,9.664
2024-02-12,9.657
2024-02-13,9.661
2024-02-14,9.661
2024-02-15,9.661
2024-02-16,9.661
2024-02-17,9.661
2024-02-18,9.661
2024-02-19,9.659
2024-02-20,9.659
2024-02-21,9.659
2024-02-22,9.659
2024-02-23,9.659
2024-02-24,9.659
2024-02-25,9.659
2024-02-26,9.659
2024-02-27,9.659
2024-02-28,9.659
2024-02-29,9.659
2024-03-01,9.659
2024-03-02,9.659
2024-03-03,9.659
2024-03-04,9.656
2024-03-05,9.656
2024-03-06,9.684
2024-03-07,9.684
2024-03-08,9.698
2024-03-09,9.698
2024-03-10,9.698
2024-03-11,9.698
2024-03-12,9.698
2024-03-13,9.699
2024-03-14,9.699
2024-03-15,9.699
2024-03-16,9.699
2024-03-17,9.699
2024-03-18,9.699
2024-03-19,9.699
2024-03-20,9.699
2024-03-21,9.699
2024-03-22,9.699
2024-03-23,9.699
2024-03-24,9.699
2024-03-25,9.699
2024-03-26,9.699
2024-03-27,9.699
2024-03-28,9.699
2024-03-29,9.699
2024-03-30,9.699
2024-03-31,9.699
2024-04-01,9.699
2024-04-02,9.699
2024-04-03,9.699
2024-04-04,9.699
2024-04-05,9.699
2024-04-06,9.699
2024-04-07,9.721
2024-04-08,9.744
